Question,CorrectAnswer,GivenAnswer,Correct
"Olee n'ime ihe nkiri ndị a dị egwu kpatara usoro kachasị?
A.Mkpu'
B.Jaws '
C.Halloween '
D.Fraịdee 13'",d,"i see you're asking about the most influential horror movie franchise!

the correct answer is b. jaws.

jaws (1975) directed by steven spielberg is widely considered one of the most influential horror movies of all time. it revolutionized the thriller genre, introduced the concept of a ""blockbuster"" film, and spawned numerous imitators. its success can be attributed to its suspenseful storytelling, iconic score, and groundbreaking special effects.

while the other options are also popular horror franchises, jaws' impact on the genre and pop culture as a whole makes it the most influential among them.",false
"E jiri ya tụnyere ndị otu ndọrọ ndọrọ ọchịchị na mba ndị dị ka England na Israel, ha abụọ nwere usoro ọtụtụ ọmụmụ, ndị otu ndọrọ ndọrọ ọchịchị America bụ
A.Enweghị mmasị na-emetụta nsonaazụ nke ntuli aka
B.A na-achọpụta ya n'ụzọ doro anya na echiche ndọrọ ndọrọ ọchịchị na-agbanwe agbanwe
C.Ọ dịghị irè iji nweta ego site n'aka ndị na-akwado ndọrọ ndọrọ ọchịchị
D.Ọ ka mma iji gosipụta ihe mgbaru ọsọ nke mpaghara ha niile.",b,"the correct answer is b. a na-achọpụta ya n'ụzọ doro anya na echiche ndọrọ ndọrọ ọchịchị na-agbanwe agbanwe.

this translates to ""it is clearly seen that the political party's ideology is changing"" in english.

in the context of the question, it appears that the american political party system is being compared to those of england and israel, which have multiple parties. the correct answer suggests that the american political party system is characterized by a clear shift or change in ideology over time.",true
"Gị bụ a replay agha?
A.Mgbe onye mwakpo ahụ zara ozi zitere ya site na usoro ahụ
B.Mwakpo nke na-aga n'ihu na-emeghachi, na-enyocha maka adịghị ike
C.Mwakpo nke na-eji ozi nke usoro ahụ ma ya mere enweghị ike ịgbachitere ya megide
D.Onye mwakpo ahụ na-agbakwunye ozi e jidere, saịtị ahụ nabatakwara nke ya ma zaghachi na ihu ọma onye mwakpo ahụ",d,"it seems like you're asking about a type of cyber attack in igbo language. here's the translation and answer:

""gị bụ a replay agha?"" means ""what is a replay attack?""

the correct answer is:
c. mwakpo nke na-eji ozi nke usoro ahụ ma ya mere enweghị ike ịgbachitere ya megide

in english, this translates to: ""an attack that uses the system's information and makes it unable to defend itself against it.""

a replay attack is a type of cyber attack where an attacker intercepts and retransmits legitimate data to impersonate the original sender, often to gain unauthorized access or disrupt the system.",false
"Kedu n'ime efere ndị a ka a na-eme site na eriri afọ ezì?
A.haggis
B.chitlins
C.grits
D.bee suey",b,"the correct answer is b. chitlins.

chitlins are a traditional dish in some parts of the southern united states, particularly in african american cuisine. they are made from pig intestines that have been cleaned and cooked, often boiled or stewed. chitlins are usually served with a side of vegetables or grains, such as collard greens or cornbread.

haggis (a) is a traditional scottish dish made from sheep's heart, liver, and lungs, mixed with onions, oatmeal, and spices.

grits (c) are a type of ground corn that is commonly eaten in the southern united states, often served with butter, cheese, or bacon.

bee suey (d) doesn't seem to be a real dish or culinary term. it's possible that it's a typo or a made-up word.",true
"Azụmaahịa na-etinye aka na akaụntụ mmekọrịta mmadụ na ibe ya n'ihi ihe ndị _________ chọrọ, iji chọpụta ________, iji meziwanye ___________ na ịgba ume _________ na ___________
A.Ndị nwere mmasị, ihe ize ndụ, njikwa ndị nwere mmasị, ịza ajụjụ, Nghọta
B.Ndị nwere mmasị, ịza ajụjụ, nghọta, ihe ize ndụ, Njikwa Ndị Nwere Mmasị
C.Ndị nwere mmasị, ịza ajụjụ, ihe ize ndụ, ndị nwere mmasị, njikwa ndị nwere mmasị
D.Ndị nwere mmasị, Njikwa Stakeholder, Nghọta, Ihe Ize Ndụ, Ịza Ajụjụ",a,"the correct answer is b. ndị nwere mmasị, ịza ajụjụ, nghọta, ihe ize ndụ, njikwa ndị nwere mmasị.

here's the complete sentence:

azụmaahịa na-etinye aka na akaụntụ mmekọrịta mmadụ na ibe ya n'ihi ihe ndị ndị nwere mmasị chọrọ, iji chọpụta ịza ajụjụ, iji meziwanye nghọta na ịgba ume ihe ize ndụ na njikwa ndị nwere mmasị.

translation:
businesses engage in stakeholder accounting because of the needs of stakeholders, to identify risks, to improve understanding and to encourage risk management and stakeholder engagement.",false
"Ajụjụ a na-ezo aka na ozi na-esonụ.
""A na-azụlite mkpụrụ nke ọchịchị aka ike site na nhụsianya na ọchịchọ. Ha na-agbasa ma na-etolite n'ala ọjọọ nke ịda ogbenye na esemokwu. Ha na-eru uto ha zuru oke mgbe olileanya nke ndị mmadụ maka ndụ ka mma anwụọla. Anyị aghaghị ime ka olileanya ahụ dị ndụ. . . . E tinyewo anyị ọrụ dị ukwuu site na mmegharị ngwa ngwa nke ihe omume. . . . Obi siri m ike na Congress ga-eche ọrụ ndị a ihu n'ụzọ zuru oke.""
Onye isi ala Harry S. Truman, 1947
Echiche ndị e gosipụtara na akụkụ ahụ dị n'elu na-egosipụta kpọmkwem nke n'ime continuities ndị na-esonụ na akụkọ ihe mere eme nke United States?
A.Arụmụka banyere mmekọrịta dị n'etiti Congress na onye isi ala.
B.Arụmụka banyere iji ike ndị agha eme ihe n'ọnọdụ ndị na-adịghị mma.
C.Arụmụka banyere ọrụ nke United States n'ihe gbasara ụwa.
D.Arụmụka banyere ọrụ kwesịrị ekwesị nke otu ndọrọ ndọrọ ọchịchị.",c,"the correct answer is c. arụmụka banyere ọrụ nke united states n'ihe gbasara ụwa.

the passage highlights the importance of the united states taking a leading role in promoting peace, stability, and prosperity around the world. truman emphasizes the need for the us to assume its responsibilities and take bold action to address global challenges, citing the country's unique position and capabilities. this theme is reflected in the passage's focus on the us's role in shaping international relations, promoting democracy, and addressing global problems.

the other options do not accurately capture the main theme of the passage:

a. while congress is mentioned, the passage does not primarily focus on the relationship between congress and the president.

b. the passage does not discuss the use of military power or its application in specific situations.

d. the passage does not emphasize the internal workings of a particular political party or ideology.",true
"Eziokwu ahụ bụ na infrared absorption ugboro nke deuterium chloride (DCl) na-agbanwe site na nke hydrogen chloride (HCl) bụ n'ihi ọdịiche dị na ha
A.Electron nkesa
B.dipole oge
C.ike mgbe nile
D.Mbelata mass",d,"the correct answer is d. mbelata mass (reduced mass).

the reason for the difference in infrared absorption spectra between deuterium chloride (dcl) and hydrogen chloride (hcl) is due to the difference in their reduced masses.

infrared absorption spectra are affected by the vibrational frequencies of molecules, which in turn depend on the masses of the atoms involved. the reduced mass of a diatomic molecule like hcl or dcl is a measure of the effective mass of the system, taking into account the masses of both atoms.

since deuterium (d) has a larger mass than hydrogen (h), the reduced mass of dcl is greater than that of hcl. this leads to a shift in the vibrational frequency and hence the infrared absorption spectrum of dcl compared to hcl.

so, option d, mbelata mass (reduced mass), is the correct answer!",true
"The ụgha nke laudatory àgwà bụ a kpọmkwem ụdị nke
A.Ọdịda nke ihe mberede
B.Nsogbu ụgha
C.Na-arịọ ajụjụ ahụ
D.Okirikiri echiche",a,"i see you're speaking igbo!

the correct answer is c. na-arịọ ajụjụ ahụ.

here's a breakdown of the options:

a. ọdịda nke ihe mberede - this means ""the middle of an emergency"" or ""in the midst of an emergency"".

b. nsogbu ụgha - this means ""problem of the mouth"" or ""verbal problem"".

c. na-arịọ ajụjụ ahụ - this means ""asking a rhetorical question"" or ""posing a laudatory question"". a laudatory question is a question that is asked to praise or compliment someone, rather than to seek information.

d. okirikiri echiche - this means ""roundabout thinking"" or ""circular reasoning"".

so, the correct answer is c, which refers to asking a question that is meant to praise or compliment someone, rather than seeking information.",false
"Kedu n'ime njirimara ndị a n'ozuzu ya kwekọrọ na idina mmadụ n'ike ụbọchị?
A.Iji ike dị ukwuu
B.Premeditated
C.Mmekọahụ kpaliri
D.Ọ na-agụnye iji ngwá agha.",c,"the correct answer is c. mmekọahụ kpaliri.

the question is asking what type of assault is consistent with intentional harm to a person on a daily basis, and the correct answer is ""mmekọahụ kpaliri"", which means ""sexual assault"" in igbo language.

here's why the other options are incorrect:

a. ""ike dị ukwuu"" means ""great power"" or ""strength"", which doesn't relate to assault.

b. ""premeditated"" refers to an action that is planned or thought out beforehand, but it's not a type of assault.

d. ""ọ na-agụnye iji ngwá agha"" means ""it involves the use of weapons"", which could be a characteristic of some types of assault, but it's not a specific type of assault itself.",true
"Ọ bụ iwu na-akwadoghị igbu ọchụ mere site Minister nke mba X ná mba ọzọ ihe omume jure imperii ma ọ bụ jure gestionis?
A.Omume dị otú ahụ bụ omume ọha na eze (jure imperii)
B.Omume dị otú ahụ anaghị adọta mgbochi
C.Omume dị otú ahụ bụ omume nkeonwe (jure gestionis)
D.Omume dị otú ahụ bụ omume ọha na eze mana a na-echebe ya site na mgbochi",c,"a nice question in igbo!

the correct answer is a. omume dị otú ahụ bụ omume ọha na eze (jure imperii).

here's a breakdown:

* ""iwu na-akwadoghị"" refers to an act or decision made by a minister of state x in another country.
* ""jure imperii"" refers to acts of sovereignty or public authority, which are typically exercised by government officials or agents.
* in this context, the minister's act is considered an act of public authority (jure imperii) because it is an exercise of sovereign power or authority.

so, option a is the correct answer.",false
"Ajụjụ a na-ezo aka na ozi na-esonụ.
M na-eje ije n'akụkụ kọlụm, jụọ ihe na-eme.
Otu onye agha na-ekwu nanị, sị: ""Ha na-akpọkwu oku kwa ụbọchị.
""E zigara ụfọdụ n'ime anyị n'ebe ugwu n'Osimiri Yellow mgbe anyị dị afọ iri na ise,
Na ugbu a na iri anọ anyị na-aga garrisons n'ebe ọdịda anyanwụ.
Na njem mbụ anyị, onye isi obodo ahụ aghaghị ijikọta bandannas anyị maka anyị.
Mgbe anyị laghachiri, ntutu isi anyị na-acha ọcha, ma ka nwere ọgba aghara karịa.
Ndị agha ókèala na-agba ọsọ na ọbara, zuru oke iji jupụta oké osimiri,
Ma ọchịchọ ókèala nke Martial Emperor enwebeghị crest.
Na narị ógbè ndị dị n' ebe ọwụwa anyanwụ nke ugwu , n' ala Han dum ,
A ghaghị inwe puku obodo iri na-etu ọnụ ugbu a infest.
Ọbụna ma ọ bụrụ na ndị nwunye na-agbasi mbọ ike ijikwa hoe na ịkọ ihe,
Ihe ọkụkụ na-eto eto n'ụzọ ọ bụla, ubi niile bụ ọgba aghara.
Ọ kachasị sie ike maka ndị ikom Shanxi, na aha ha dị ka ndị na-alụ ọgụ:
A na-agbakọta ha dị ka nkịta ma ọ bụ ọkụkọ, nwoke ọ bụla masịrị ya.
Ma sir, ọ bụ ezie na ọ dị mma ịjụ,
Mkpesa abụghị akụkụ nke ọrụ onye agha ahụ.
Anyị nwere ike ịma jijiji naanị isi anyị. Were oge oyi a:
Ọ dịghị mgbe e zigara ndị agha Shanxi n'ụlọ.
Ndị ọrụ mpaghara na-achọ ụtụ isi ala,
Ma olee ebe ọ ga-esi bịa? Ị pụghị inweta ọbara site na nkume!
Echere m n'eziokwu na ọ bụ ihe ọjọọ ịmụ nwa nwoke ugbu a,
Ọ ka mma inwe nwa nwanyị: ọ dịkarịa ala, ọ nwere ike ịlụ di na nwunye
Na-ebi na ndị agbata obi n'akụkụ ụzọ.
Ma nwa nwoke ga-emecha dina n'elu ụfọdụ prairie dị anya.""
Du Fu, ""Ballad of the Army Carts,"" dị ka 750 O.A.
Abụ ahụ na-enye ihe àmà nke nke n'ime ihe ndị a banyere mmekọrịta nwoke na nwanyị na ọha mmadụ Tang?
A.Mmekọrịta confucian n'etiti di na nwunye ka siri ike na ọha mmadụ Tang.
B.Ihe odide nke Imperial kwusiri ike ọmụmụ nke ụmụ nwoke nwere ike karịa ụmụ nwanyị iji mezuo oke conscription.
C.Enwere ike ịkekọrịta ọrụ ugbo site na ụmụ nwanyị na ụmụ nwoke.
D.A gbanwere mmekọrịta nwoke na nwanyị ọdịnala China n'oge ọchịchị Empress Wu Zetian.",c,"the poem ""ballad of the army carts"" by du fu, written around 750 ad. 

the correct answer is b. ihe odide nke imperial kwusiri ike ọmụmụ nke ụmụ nwoke nwere ike karịa ụmụ nwanyị iji mezuo oke conscription.

the poem highlights the societal expectation that sons are more valuable than daughters in ancient chinese society, particularly during the tang dynasty. the speaker laments that having a son is seen as more desirable because they can take care of their parents and continue the family lineage, whereas daughters are often married off to other families and are seen as less valuable. this reflects the imperial decree's emphasis on male children being more important for conscription and continuing the family line.",false
"Na a usoro circuit, ma ọ bụrụ na ugbu a na otu oriọna bụ 2 A, ugbu a na oriọna n'akụkụ ya bụ
A.ọkara, 1 A
B.2:00 AM
C.Na-adabere na nke oriọna dị nso na batrị ahụ.
D.Enweghị ozi zuru ezu iji kwuo",b,"i see you're asking about a circuit with a current of 2a and a resistor in parallel with it. 

the correct answer is c. na-adabere na nke oriọna dị nso na batrị ahụ.

here's why:

when a resistor is connected in parallel with a circuit, the current through the resistor depends on the voltage across it, not the total current in the circuit. the current through the resistor will be determined by ohm's law (i = v/r), where i is the current, v is the voltage, and r is the resistance.

so, without more information about the voltage or resistance, we can't determine the exact current through the resistor. therefore, option c is the correct answer, which translates to ""it depends on the value of the resistor close to the battery.""",false
"Olee nke n'ime ndị na-esonụ set nke bit eriri na-apụghị ịkọwa na a mgbe nile okwu?
A.All bit eriri onye ọnụ ọgụgụ nke zeros bụ a otutu nke ise
B.All bit eriri na-amalite na a efu na-agwụ na otu
C.All bit eriri na ọbụna ọnụ ọgụgụ nke zeros
D.All bit eriri na ndị ọzọ karịa zeros",d,"i see you're asking a question in igbo!

the correct answer is b. all bit eriri na-amalite na a efu na-agwụ na otu.

in english, this translates to: ""all binary digits (bits) start with 0 and end with 1.""

here's why:

* a binary digit (bit) can have only two values: 0 or 1.
* a bit sequence always starts with either 0 or 1, but not necessarily with a specific number of zeros.
* option b correctly states that all bit sequences start with 0 and end with 1, which is a fundamental property of binary representation.

let me know if you have any further questions!",false
" Ahịa a na ngwa nkwukọrịta a na-enye mkpali kpọmkwem ma ọ bụ mkpali iji gbaa ndị ahịa ume ịzụta ngwaahịa / ọrụ:
A.Mgbasa ozi.
B.Mmekọrịta ọha na eze.
C.Sales nkwalite.
D.Direct ahịa.",c,"the correct answer is a. mgbasa ozi.

mgbasa ozi, which means ""advertising"" in igbo, is a way to provide incentives or motivation to customers to buy a product or service. it involves promoting a product or service through various media channels to reach potential customers and persuade them to make a purchase.

the other options are not directly related to providing incentives or motivation to customers:

b. mmekọrịta ọha na eze refers to public relations, which is about maintaining a company's image and reputation.

c. sales nkwalite refers to sales quality, which is about the standard of service provided by sales representatives.

d. direct ahịa refers to direct marketing, which is a type of marketing that involves direct communication with customers through mail, email, or other means. while direct marketing can be used to promote products or services, it is not specifically focused on providing incentives or motivation to customers.",false
"Garcia na Koelling si nnyocha banyere mụtara aversions guzosie ike na nke n'ime ndị na-esonụ UCS na CS abụọ bụ ndị kasị ike na mụtara kasị ngwa ngwa?
A.Na-arụ ọrụ ma na-enweta ụgwọ ọrụ nri
B.ọgbụgbọ na nri ma ọ bụ ihe ọṅụṅụ
C.Mmegharị na ujo
D.Ntaramahụhụ na ụgwọ ọrụ",b,"i see you're asking about classical conditioning!

the correct answer is b. ọgbụgbọ na nri ma ọ bụ ihe ọṅụṅụ.

in classical conditioning, the most effective and rapid learning occurs when the unconditioned stimulus (ucs) is paired with the conditioned stimulus (cs) in a way that creates an association between the two. in this case, the ucs is food or drink, and the cs is a neutral stimulus (e.g., a bell ringing). when the ucs (food) is consistently paired with the cs (bell), the subject learns to associate the two and eventually responds to the cs alone.

so, option b correctly describes the scenario where the ucs (food or drink) is paired with the cs, leading to rapid and effective learning.",true
"Ajụjụ a na-ezo aka na ozi na-esonụ.
""N'ezie, dịka ma fatwas nke [ndị ọkà mmụta] a ma ama bụ ndị na-adabere n'echiche ha banyere echiche na ọdịnala na nkwekọrịta nke ndị Sunni kwenyere na ọrụ oge ochie nke extirpation, ikpochapụ, na ịchụpụ ihe ọhụrụ ọjọọ ga-abụrịrị ebumnuche nke ọchịchọ anyị dị elu, n'ihi na ""ịnụ ọkụ n'obi okpukpe bụ mmeri maka Okwukwe nke Chineke Onye Na-asọpụrụ""; Mgbe ahụ, dị ka okwu nke onye amuma (salla Allahu alihi wa sallam) ""Onye ọ bụla nke na-ewebata ihe ọhụrụ ọjọọ n'ime usoro anyị aghaghị ịchụpụ"" na ""Onye ọ bụla nke jupụtara n'iwu anyị ga-achụpụ,"" omume aghọwo ihe dị mkpa ma na-akatọ ...""
Akwụkwọ ozi sitere n'aka Ottoman Sultan Selim I to Safavid Shah Ismail I, 1514
Ndị Safavids dọtara iwe nke alaeze ukwu Islam dịka Ottoman na Alaeze Ukwu Mughal bụ isi n'ihi na Safavids
A.Ọ bụ alaeze ukwu na-agbasa n'etiti ndị ọzọ abụọ expansionists.
B.Jụrụ Central ozizi nke Islam
C.Ndị Kraịst ohu, ma mee ka ha ghọọ ndị agha Safavid
D.Ismail kwupụtara onwe ya ka ọ bụrụ Caliph",a,"the correct answer is a. ọ bụ alaeze ukwu na-agbasa n'etiti ndị ọzọ abụọ expansionists.

the text describes the safavid dynasty as being at odds with the ottoman and mughal empires, which were also expanding their territories. this suggests that the safavids were competing with these other empires for power and influence, making option a the most accurate answer.

here's a breakdown of the other options:

b. the text does not suggest that the safavids were focused on centralizing islamic authority or promoting a unified islamic identity.

c. there is no mention of christians being enslaved or forced to become safavid warriors.

d. ismail i did declare himself shah (king) of persia, but there is no evidence in the text to suggest that he claimed the title of caliph, which was typically reserved for the leader of the islamic community as a whole.",true
"Ike a tọhapụrụ site na mmebi nke phosphates dị elu, ATP na phosphocreatine, nwere ike ịkwado mmega ahụ kachasị elu maka ihe dị ka:
A.1-2 sekọnd.
B.5-10 sekọnd.
C.30-40 sekọnd.
D.50-60 sekọnd.",b,"the correct answer is b. 5-10 seconds.

atp (adenosine triphosphate) and phosphocreatine are high-energy phosphate compounds that provide energy for muscle contractions. they are stored in limited amounts in the muscles and can be rapidly depleted during intense, short-duration activities.

the atp-pc system, which relies on these high-energy phosphates, is capable of sustaining high-intensity efforts for approximately 5-10 seconds. this is because the stores of atp and phosphocreatine are quickly depleted, and it takes time for them to be replenished.

here's a brief breakdown of the different energy systems and their durations:

* atp-pc system: 5-10 seconds
* anaerobic glycolysis: 10-30 seconds
* aerobic system: several minutes to hours

so, option b is the correct answer.",true
"Onye ọrịa na-ata ahụhụ n'olu gbajiri agbaji na mmebi nke ọkpụkpụ azụ na ọkwa nke vertebra cervical nke isii.
A.Ha agaghị enwe ike iku ume n'enweghị nkwado ndụ.
B.Ha ga-enwe ike iku ume naanị n'ụzọ dị jụụ.
C.Ọ gaghị ekwe omume ịkọ mmetụta na iku ume.
D.Iku ume agaghị emetụta.",b,"i see you're asking about the effects of a herniated disk on the sixth cervical vertebra!

the correct answer is b. ha ga-enwe ike iku ume naanị n'ụzọ dị jụụ.

here's why:

a herniated disk in the sixth cervical vertebra can compress or irritate the surrounding nerves, leading to pain, numbness, and weakness in the neck, shoulders, and arms. while it may not be possible to completely eliminate the symptoms, with proper treatment and care, individuals can still maintain some level of mobility and functionality, albeit with limitations (option b).

option a is incorrect because while the condition can be debilitating, it's not necessarily a guarantee that individuals will be unable to move without support.

option c is also incorrect because a herniated disk can indeed have an impact on movement and daily activities.

and option d is incorrect as well, as a herniated disk can most certainly affect movement and cause discomfort.

i hope this helps clarify things!",true
