Question,CorrectAnswer,GivenAnswer,Correct
"གློག་ཚོར་ཡོ་བྱད་ཁྲོད་ཚོར་སྣང་བྱུང་བའི་གློག་གནོན་ནི།
A.དེའི་གློག་ཚོར་དང་དེའི་གློག་རྒྱུན་བརྒྱུད་ནས་གསོག་འཇོག་བྱས་པ་རེད།
B.དེའི་གློག་ཚོར་དང་དེའི་གློག་རྒྱུན་གྱི་བསྡུར་ཚད་
C.དེའི་གློག་རྒྱུན་དང་གློག་ཚོར་གྱི་བསྡུར་ཚད་ལ་བརྟེན་ནས།
D.དེའི་གློག་ཚོར་དང་དེའི་གློག་རྒྱུན་གྱི་འགྱུར་ལྡོག་གི་ཚད་ལ་བརྟེན་ནས་གསོག་འཇོག་བྱས་པ་རེད།",D,"A Tibetan language question! 😊

The correct answer is A. དེའི་གློག་ཚོར་དང་དེའི་གློག་རྒྱུན་བརྒྱུད་ནས་གསོག་འཇོག་བྱས་པ་རེད།

This sentence translates to: ""It is the voltage and current of the electric circuit that perform the work.""

In this context, the question is asking about the factors that contribute to the work done by an electric circuit. The correct answer is option A, which states that it is the voltage (electric potential difference) and current of the electric circuit that perform the work.",A
"མི་དར་མ་ནི་རྒན་པ་དང་ན་གཞོན་ལས་ལྷག་ཏུ་____
A.གྲུབ་འབྲས་ཐོན་པ།
B.དབང་རྩ།
C.མོས་མཐུན་ཡོད།
D.ངེས་པར་དུ་ཐག་གཅོད་བྱེད",A,"The correct answer is C. མོས་མཐུན་ཡོད།.

The sentence should read: ""མི་དར་མ་ནི་རྒན་པ་དང་ན་གཞོན་ལས་ལྷག་ཏུ་མོས་མཐུན་ཡོད།"" which means ""Middle-aged people have more consensus than the old and the young.""

Here, ""middle-aged people"" (མི་དར་མ) are compared to ""the old"" (རྒན་པ) and ""the young"" (ན་གཞོན), and it is stated that they have more ""consensus"" or ""agreement"" (མོས་མཐິ).",C
"སློབ་མ་ཚོས་རྩི་ཤིང་གི་ཚོས་རྒྱུ་ལོགས་སུ་བཀར་ནས་སྦྱོང་བརྡར་བྱེད་བཞིན་ཡོད་པས། ཁོ་ཚོར་བཀག་སྡོམ་བྱས་པའི་ཚོན་མདོག་ཁང་པ་ཞིག་བེད་སྤྱོད་བྱས་ཏེ་ཁང་པའི་མཐིལ་དུ་ག་པ་ཉུང་ཙམ་ཞུགས་དགོས་པའི་བླང酮་བྱ་བཏོན་པ་རེད། ག་酮་ཀྱི་བདེ་འཇགས་ཐ་ཚིག་ནང་དེ་མིག་དང་སྐྱི་པགས་ལ་ཟུག་གཟེར་རང་བཞིན་ལྡན་པ་གསལ་བསྒྲགས་བྱས་པ་མ་ཟད། འབར་སླ་བའི་རླངས་པའང་ཡོད། གཤམ་གྱི་དུས་ཚོད་དུ་མའི་ནང་དུ་སློབ་མས་སྦྱོང་བརྡར་བྱེད་སྐབས་བདེ་འཇགས་སྔོན་འགོག་གི་བྱེད་ཐབས་གང་དག་སྤྱོད་དགོས།
A.ལག་ཤུབས་གྱོན་ནས་ག་པར་མེ་ཤོར་酮་སྐབས་མདོང་སྒྲོམ་ནང་དུ་ཁྱེར་ཡོང་།
B.ཁ་དོག་སོ་སོར་གྱེས་པའི་སྐབས་སུ་མུན་ནག་གི་སྒམ་ནང་དུ་བཞག་ཡོད།
C.ཀོ་བའི་ལག་ཤུབས་གྱོན་ནས་ཁ་བཀབ་པ།
D.མིག་ཤེལ་དང་ཏིང་腈་ཀྱི་ལག་ཤུབས་གྱོན་ནས་ག་པའི་སྣོད་ཆས་ཚང་མ་སྒོ་རྒྱག་རྒྱུ酮་རྒྱུན་འཁྱོངས་བྱ་དགོས།",D,"The correct answer is D.མིག་ཤེལ་དང་ཏིང་腈་ཀྱི་ལག་ཤུབས་གྱོན་ནས་ག་པའི་སྣོད་ཆས་ཚང་མ་སྒོ་རྒྱག་རྒྱུ酮་རྒྱུན་འཁྱོངས་བྱ་དགོས。

This option suggests wearing protective gear such as goggles and gloves to prevent injury from broken glass or other sharp objects when cleaning up the mess. This is a safe and responsible approach to handling the situation.",D
"ཕྱི་རྒྱལ་དུ་སྡོད་པའི་གཞུང་ཚབ་Xཡིས་ཁྲིམས་འགལ་གྱིས་མི་བསད་པའི་བྱ་སྤྱོད་ནི་བཅའ་ཁྲིམས་ཐོག་གི་བཙན་རྒྱལ་གྱི་བྱ་སྤྱོད་ཡིན་ནམ་ཡང་ན་བཅའ་ཁྲིམས་ཐོག་གི་དབང་སྒྱུར་བྱ་
A.བྱ་སྤྱོད་དེ་རིགས་ནི་སྤྱི་པའི་བྱ་སྤྱོད་(jure་imperii)ཡིན།
B.བྱ་སྤྱོད་འདི་རིགས་ལ་ཐོག་མ་ཉིད་ནས་ཁྲིམས་སྒོ་རང་བཙན་གྱི་དབང་ཆ་
C.བྱ་སྤྱོད་དེ་རིགས་ནི་མི་སྒེར་གྱི་བྱ་སྤྱོད་(jure ཡིན་པ་དང་། (gstniststiststists
D.བྱ་སྤྱོད་འདི་རིགས་ནི་སྤྱི་པའི་བྱ་སྤྱོད་ཡིན་མོད། འོན་ཀྱང་ཁྲིམས་སྒོ་རང་བཙན་གྱི་དབང་ཆར་སྲུང་སྐྱོབ་",C,"The correct answer is A. བྱ་སྤྱོད་དེ་རིགས་ནི་སྤྱི་པའི་བྱ་སྤྱོད་(jure imperii)ཡིན།

The phrase ""jure imperii"" refers to the sovereign's right to exercise authority and jurisdiction over its territory and citizens. In this context, the action of a foreign diplomat (X) who kills someone in a foreign country is considered an act of sovereignty (jure imperii) because it is an exercise of the diplomat's country's authority and jurisdiction.

Option B is incorrect because it suggests that the diplomat has personal immunity from prosecution, which is not necessarily the case.

Option C is also incorrect because it implies that the diplomat's action is a personal act rather than an act of sovereignty.

Option D is close, but it adds an unnecessary condition about protecting the diplomat's immunity, which is not relevant to the question.",A
"གནད་དོན་འདི་གཤམ་གྱི་ཆ་འཕྲིན་དང་འབྲེལ་བ་ཡོད།
""དབང་སྡེམ་རིང་ལུགས་ཀྱི་སྲིད་དབང་གི་ས་བོན་ནི་སྡུག་བསྔལ་དང་匮་མངལ་སྦྲུམ་ནས་གསོས་པ་རེད། དེ་དག་དབུལ་ཕོངས་དང་རྩོད་གླེང་གི་ས་ངན་ཁྲོད་དུ་མཆེད་པ་དང་འཚར་ལོངས་བྱུང་བ་རེད། མི་རིགས་ཤིག་གིས་སྔར་ལས་མཛེས་སྡུག་ལྡན་པའི་འཚོ་བ་སྐྱེལ་རྒྱུའི་རེ་བ་སྟོང་ཟད་དུ་འགྲོ་སྐབས་ཁོ་ཚོ་འཚར་ལོངས་གང་ལེགས་ཡོང་ངེས་རེད། ང་ཚོས་ངེས་པར་དུ་རེ་བ་འདི་རྒྱུན གནས་ཚུལ་མགྱོགས་མྱུར་ངང་འཕེལ་རྒྱས་བྱུང་བ་ལས་ང་ཚོར་འགན་འཁྲི་གལ་ཆེན་སྤྲད་ཡོད། རྒྱལ་ཚོགས་ཀྱིས་འགན་འཁྲི་འདི་དག་ལ་མཐོང་ཆེན་བྱེད་པར་བདག་ལ་ཡིད་ཆེས་ཡོད།
ཧ་ལི་·ཏུའུ་ལུའུ་མོན་གྱི་ཙུང་ཐུང་། 1947ལོར།
གོང་གསལ་གྱི་སྐད་ཆ་དུམ་བུ་འདིའི་ནང་བཤད་པའི་བསམ་བློས་ཐད་ཀར་ཨ་རིའི་ལོ་རྒྱུས་ཐོག་གི་རྒྱུན་མཐུད་རང་བཞིན་གང་ཞིག་མཚོན་ཡོད་དམ།
A.རྒྱལ་ཚོགས་དང་ཙུང་ཐུང་བར་གྱི་འབྲེལ་བའི་སྐོར་གྱི་རྩོད་གླེང་།
B.ཟིང་ཆ་ཆེ་བའི་གནས་བབ་ཁྲོད་དྲག་ཤུགས་བཀོལ་སྤྱོད་བྱེད་པའི་སྐོར་གྱི་རྩོད་གླེང་།
C.འཛམ་གླིང་ལས་དོན་ཁྲོད་ཨ་རིའི་ནུས་པའི་སྐོར་གྱི་རྩོད་གླེང་།
D.སྲིད་ཏང་ལ་ནུས་པ་འོས་འཚམ་འདོན་རྒྱུའི་སྐོར་གྱི་རྩོད་གླེང་།",C,"The correct answer is C.འཛམ་གླིང་ལས་དོན་ཁྲོད་ཨ་རིའི་ནུས་པའི་སྐོར་གྱི་རྩོད་གླེང་.

The passage discusses the importance of the United States' role in international affairs, particularly in maintaining world peace and stability. It highlights the country's responsibility to take a leading role in addressing global issues and promoting cooperation among nations. The author argues that the US has a unique position and influence in the world, and it is essential for the country to assume its responsibilities and work towards creating a more peaceful and prosperous world.

The passage does not primarily discuss the relationship between the government and the people (A), nor does it focus on the use of force or violence in achieving national goals (B). Additionally, it does not specifically address the issue of political parties or their roles in governance (D). Therefore, option C is the most accurate summary of the passage's main theme.",C
"ནད་པ་ཞིག་གི་མཇིང་པའི་རུས་པ་ཆག་པ་དང་། སྐེ་དྲུག་པའི་སྒལ་ཚིགས་ཀྱི་སྒལ་ཚིགས་ལ་གནོད་པ་ཐེབས།
A.གལ་ཏེ་ཚེ་སྲོག་གི་རྒྱབ་སྐྱོར་མེད་ན་ཁོ་ཚོས་དབུགས་འབྱིན་རྔུབ་བྱེད་ཐབས་
B.ཁོ་ཚོས་ཁ་རོག་གེར་དབུགས་འབྱིན་རྔུབ་བྱེད་པ་ལས
C.དབུགས་འབྱིན་རྔུབ་ལ་ཐེབས་པའི་ཤུགས་རྐྱེན་ལ་སྔོན་དཔག་བྱེད་ཐབས་
D.དབུགས་འབྱིན་རྔུབ་ལ་ཤུགས་རྐྱེན་མི་ཐེབས།",B,"This is a Tibetan language text, and it appears to be discussing the consequences of not receiving timely medical treatment for a patient with a broken rib and lung injury.

The correct answer is A. གལ་ཏེ་ཚེ་སྲོག་གི་རྒྱབ་སྐྱོར་མེད་ན་ཁོ་ཚོས་དབུགས་འབྱིན་རྔུབ་བྱེད་ཐབས།

Translation: ""If there is no timely medical treatment, they will have difficulty breathing and may die.""

The other options do not accurately convey the meaning of the original text:

B. implies that the patient's condition is due to their own actions, which is not the case.
C. suggests that the patient's condition is a result of some external factor, which is also not accurate.
D. implies that the patient's condition is not serious, which contradicts the original text.",A
" ཚོང་གཉེར་དང་འབྲེལ་གཏུག་ཡོ་བྱད་དེ་རིགས་ཀྱིས་ཐད་ཀར་གྱི་བསླུ་བྲིད་དམ་སྐུལ་སློང་བྱས་ཏེ་ཚོང་འགྲུལ་པས་ཐོན་རྫས་ཉོ་བར་སྐུལ་མ་བཏང་ནས་ཞབས་ཞུ་ཉོ་བར་བསྔགས་སྐུལ་བྱ་དགོས་པ་
A.མཚམས་སྦྱོར་བརྡ་ཁྱབ།
B.སྤྱི་པའི་འབྲེལ་བ།
C.བྲིན་འཚོང་བྱེད་པ།
D.ཐད་འཚོང་།",C,"The correct answer is D. ཐད་འཚོང་། (Direct Marketing).

The text describes a scenario where a company uses direct marketing to promote its products, bypassing intermediaries and directly reaching out to customers to encourage them to buy their products. This matches the definition of direct marketing.

Here's a breakdown of the options:

A. མཚམས་སྦྱོར་བརྡ་ཁྱབ། (Mass Media) refers to advertising through mass media channels such as TV, radio, and newspapers.

B. སྤྱི་པའི་འབྲེལ་བ། (Public Relations) refers to maintaining a company's image and reputation through various communication strategies.

C. བྲིན་འཚོང་བྱེད་པ། (Wholesale) refers to selling products in large quantities to retailers or other intermediaries.

D. ཐད་འཚོང་། (Direct Marketing) refers to promoting and selling products directly to customers, often through personalized communication and targeted marketing efforts.",D
"རྒྱ་གར་ནས་ཨ་རིར་གནས་སྤོར་བར་བསམ་གཞིགས་བྱེད་སྐབས། གཤམ་གྱི་རྒྱུ་རྐྱེན་གང་དག་ནི་མཛེས་སྡུག་ལྡན་པའི་""སྐུལ་ཁྲིད་""ཀྱི་རྒྱུ་རྐྱེན་དུ་བརྩི་སྲིད་དམ།
A.དབུལ་པོ་དབུལ་རྐྱང་ཡིན།
B.ལས་ཀ་དེ་བས་ལེགས་པ་དང་གླ་ཕོགས་སྔར་ལས་མཐོ་བ་
C.རྒྱ་གར་གྱི་རུས་མིང་ལམ་ལུགས།
D.ཁོ་མོ་གནས་སའི་སྡེ་ཁུལ་གྱི་དྲག་ཤུགས་དོན་རྐྱེན་",B,"I see you're asking about the factors that can be considered as ""pull factors"" when someone from India decides to migrate to the United States.

The correct answers are:

B. ལས་ཀ་དེ་བས་ལེགས་པ་དང་གླ་ཕོགས་སྔར་ལས་མཐོ་བ་ (Better job opportunities and higher salary)

D. ཁོ་མོ་གནས་�སྡེ་ཁུལ་གྱི་དྲག་ཤུགས་དོན་ (A more stable and secure living environment)

These two options are considered ""pull factors"" because they attract people to migrate to the United States. Better job opportunities and higher salaries can provide a better standard of living, while a more stable and secure living environment can offer a sense of safety and security.

Options A and C are not directly related to pull factors. Option A mentions being poor or unemployed, which is a push factor, and option C refers to India's cultural heritage, which may not be a direct reason for migration.",B
"འབྱུང་ཁུངས་གཅིག་པའི་སྤྲི་དཀར་རྫས་ཀྱི་ཨན་གཞི་སྐྱུར་རིམ་པས་སྐྱེ་དངོས་རིགས་མི་འདྲ་བའི་འཕེལ་འགྱུར་གྱི་འབྲེལ་ཡོད་རང་བཞིན་གཏན་འཁེལ་བྱས་པ་ལས་འབྱུང་ཁུངས་གཅིག་པའི་ཉིང་རྡུལ་རྒྱུ་རྐྱེན་གྱི་ཉིང་རྡུལ་苷་རིམ་ལ་གཞིགས་ནས་འབྲེལ་ཡོད་རང་བཞིན་གྱི་ཡང་དག་པའི་རང་བཞིན་ལ་གཞིགས་ནས་འབྲེལ་ཡོད་རང་བཞིན་གྱི་ཚད་
A.ཁ་རོག་གེར་འགྱུར་བ།
B.གཞི་རྒྱུའི་བསྐྱར་དཔར།
C.གཞི་རྒྱུའི་གོ་རིམ་ལ་འགྱུར་ལྡོག་གཏོང་བའི་གནས་སླ་བའི་དོན་རྐྱེན།
D.ཕན་ཚུན་སྣོལ་བ།",A,"I see you've provided a Tibetan text! 😊

After carefully reading the text, I believe the correct answer is:

C. གཞི་རྒྱུའི་གོ་རིམ་ལ་འགྱུར་ལྡོག་གཏོང་བའི་གནས་སླ་བའི་དོན་རྐྱེན།

The text describes the relationship between the evolution of species and the genetic basis of inheritance. It explains how the genetic material (DNA) determines the characteristics of an organism and how changes in the genetic code can lead to variations in species.

Option C accurately summarizes this concept by stating that the genetic basis (གཞི་རྒྱུ) undergoes changes (འགྱུར་ལྡོག) that result in variations in species (གནས་སླ་བ).

Let me know if you have any further questions or if there's anything else I can help you with! 😊",C
"མཉེན་རུས་འཚར་སྐྱེ་ཆ་མི་ཚང་བའི་ཐོལ་བྱུང་འགྱུར་འབྱུང་བ་གཤམ་གསལ་གྱི་ཤུགས་རྐྱེན་རིགས་འགའ་འབྱུང་སྲིད་པ་སྟེ།
A.མངོན་གསལ་གྱི་རང་བཞིན།
B.ཕན་ནུས་ཆེ་རུ་འགྲོ་བ་བཅས་བྱ་དགོས
C.ལྡབ་རྐྱང་གི་ནུས་པ་ཆ་མི་ཚང་བ།
D.ནུས་པ་ཤོར་བ།",B,"This appears to be a Tibetan language text, and it seems to be discussing the concept of ""མཉེན་རུས་འཚར་སྐྱེ་"" which can be translated to ""incomplete or imperfect function"".

The question is asking what kind of factors can lead to this incomplete function. The correct answer is:

C. ལྡབ་རྐྱང་གི་ནུས་པ་ཆ་མི་ཚང་བ།

Which can be translated to ""insufficient or incomplete power or ability"".

The other options do not seem to fit the context of the sentence:

A. མངོན་གསལ་གྱི་རང་བཞིན། means ""obvious or clear nature""

B. ཕན་ནུས་ཆེ་རུ་འགྲོ་བ་བྱ་དགོས means ""it is necessary to increase the benefit""

D. ནུས་��་shor ba means ""loss of power or ability""

Please let me know if you have any further questions!",C
"ཨང་བཞི་པ་ལྔ་ནས་ཆེས་ཉེ་བའི་གྲངས་གནས་སྟོང་ཕྲག་ལ་སླེབས་པའི་གྲངས་ཀ་ནི་47.000རེད། ཨང་ཀི་གང་ཞིག་ནི་བཞི་དོར་ལྔ་ཡི་གྲངས་ཀ་ཡིན་སྲིད།
A.46,295
B.46,504
C.47,520
D.47,924",B,"A math problem in Tibetan! 😊

Let's break it down:

བཞི་པ་ལྔ་ནས་ཆེས་ཉེ་བའི་གྲངས་གནས་སྟོང་ཕྲག་ལ་སླེབས་པའི་གྲངས་ཀ་ནི་47.000 རེད།

This sentence means: ""The number closest to 45,000 is 47,000.""

Then, the question asks: ཨང་ཀི་གང་ཞིം་ནི་བཞི་དོར་ལྔ་ཡི་གྲངས་ཀ་ ཡིན་ སྲິད།

Which translates to: ""Which number is closest to 45,000?""

Now, let's examine the options:

A. 46,295 - too low
B. 46,504 - still a bit low
C. 47,520 - too high
D. 47,924 - way too high

The correct answer is B. 46,504, which is the closest to 45,000 among the options.",B
