Question,CorrectAnswer,GivenAnswer,Correct
"أي مما يلي يجعل تحديد العلاقة التطورية للأنواع المختلفة بناء على تتابع الأحماض الأمينية للبروتينات المتماثلة أقل دقة بوجه عام من تحديد العلاقة بناء على تتابعات النيوكليوتيدات للجينات المتماثلة؟
A.الطفرات الصامتة
B.الازدواجية الجينية
C.أحداث النقل التي تغير تسلسل الجينات
D.العبور",a,"a. الطفرات الصامتة

الطفرات الصامتة هي تغييرات في تسلسل النيوكليوتيدات لا تؤدي إلى تغيير في الأحماض الأمينية المكونة للبروتين. هذا يعني أن تسلسل الأحماض الأمينية للبروتين قد يبقى ثابتًا حتى مع وجود اختلافات في تسلسل النيوكليوتيدات للجين الذي يكوّد لهذا البروتين. بالتالي، عند مقارنة الأنواع بناءً على تتابع الأحماض الأمينية، قد لا تُظهر هذه الطريقة بعض الاختلافات الجينية الدقيقة التي يمكن اكتشافها عند مقارنة تتابعات النيوكليوتيدات مباشرة. هذا يجعل تحديد العلاقات التطورية بناءً على تتابع الأحماض الأمينية أقل دقة بوجه عام مقارنة بالتحديد بناءً على تتابعات النيوكليوتيدات.",true
"هل القتل غير المشروع الذي يرتكبه وزير البلد X في الخارج هو عمل إمبريالي بحكم القانون أو بحكم القانون؟
A.مثل هذا السلوك هو عمل عام (بحكم القانون)
B.مثل هذا السلوك لا يجذب الحصانة أبدا
C.هذا السلوك هو عمل خاص (jure menttionis)
D.وهذا السلوك هو عمل علني ولكنه محمي بالحصانة.",c,"d. وهذا السلوك هو عمل علني ولكنه محمي بالحصانة.

في القانون الدولي، يُعتبر القتل غير المشروع الذي يرتكبه وزير من دولة في الخارج عملاً يمكن أن يُصنف تحت مظلة ""الأعمال الرسمية"" التي يقوم بها ممثلو الدولة. هذه الأعمال، حتى لو كانت غير قانونية أو تنتهك القوانين الدولية، غالبًا ما تكون محمية بموجب مبدأ الحصانة السيادية، والذي يحمي المسؤولين الحكوميين من الملاحقة القضائية في الدول الأجنبية بسبب أعمالهم الرسمية. ومع ذلك، هناك نقاشات وتحديات قانونية مستمرة حول مدى وحدود هذه الحصانة، خاصة فيما يتعلق بالجرائم الجسيمة مثل القتل غير المشروع.",false
"يقوم الطلاب بإجراء تمرين فصل الصباغ النباتي الذي يتطلب منهم استخدام غرفة كروماتوغرافيا مغلقة مع كمية صغيرة من الأسيتون في قاع الغرفة. تتضمن تحذيرات السلامة الخاصة بالأسيتون بيانا بأنه مهيج للعين والجلد وله أبخرة قابلة للاشتعال. ما هي احتياطات السلامة التي يجب على الطلاب اتخاذها أثناء إجراء التمرين؟
A.ارتداء قفازات مقاومة للحريق لحمل الحجرة إلى غطاء دخان إذا اشتعلت النيران في الأسيتون
B.وضع الحجرة في خزانة مغلقة ومظلمة طوال مدة فصل الصباغ
C.ارتداء قفازات جلدية وتغطية الأنف والفم بقناع الجسيمات
D.ارتداء نظارات واقية وقفازات من نوع النتريل وإبقاء جميع حاويات الأسيتون مغلقة",d,"d. ارتداء نظارات واقية وقفازات من نوع النتريل وإبقاء جميع حاويات الأسيتون مغلقة

هذه الاحتياطات تضمن الحماية من التعرض المباشر للأسيتون، الذي يمكن أن يهيج الجلد والعينين، وكذلك تقليل خطر استنشاق الأبخرة القابلة للاشتعال. استخدام نظارات واقية يحمي العينين، والقفازات النتريل توفر حماية لليدين من التلامس المباشر بالأسيتون، وإبقاء الحاويات مغلقة يقلل من خطر تبخر الأسيتون وتشكيل أبخرة قابلة للاشتعال في المختبر.",true
"أي من أفلام الرعب هذه أنتجت معظم التتابعات؟
A.الصراخ'
B.فكي
C.هالوين'
D.الجمعة 13'",d,"من بين الخيارات المذكورة، ""الجمعة 13"" (friday the 13th) هو الذي أنتج معظم التتابعات. سلسلة ""الجمعة 13"" تتضمن أصلاً 12 فيلماً، بدءًا من الفيلم الأول الذي صدر في عام 1980. تتبع السلسلة قصة جيسون فورهيس وأمه، اللذين يقومان بقتل العديد من الأشخاص، أغلبهم من المراهقين، في مخيم كريستال ليك والمناطق المحيطة به. 

بالمقارنة، سلسلة ""هالوين"" تضم 13 فيلماً حتى الآن، بما في ذلك الأفلام الأصلية والتتابعات وإعادات الإنتاج. ""الصراخ"" (scream) لديها 5 أفلام حتى الآن، و""فكي"" (jaws) لديها 4 أفلام. 

لذا، بالرغم من أن ""هالوين"" لديها عدد أفلام مقارب، ""الجمعة 13"" تعتبر السلسلة ذات أكبر عدد من التتابعات بين الخيارات المعطاة.",true
"التحقق المتقاطع من K هو
A.خطي في K
B.تربيعي في K
C.مكعب في K
D.الأسي في K",a,"التحقق المتقاطع من \(k\) هو b. تربيعي في \(k\).

السبب وراء ذلك هو أن التحقق المتقاطع من \(k\) يتطلب تقسيم البيانات إلى \(k\) أجزاء، ثم تدريب النموذج \(k\) مرات، كل مرة باستخدام جزء واحد كمجموعة اختبار والأجزاء الباقية كمجموعة تدريب. في كل تكرار، يتم حساب الخطأ على مجموعة الاختبار. العملية بأكملها تتطلب وقتًا يزداد مع زيادة \(k\)، ولكن الزيادة في الوقت ليست خطية بسبب الحاجة إلى إعادة تدريب النموذج وإعادة تقييمه على مجموعات مختلفة. ومع ذلك، الوصف الأكثر دقة للتعقيد الحسابي للتحقق المتقاطع من \(k\) يعتمد على تفاصيل النموذج وكيفية تنفيذ التحقق المتقاطع. في الحالات الأساسية، يمكن اعتبار التكلفة الحسابية تربيعية في \(k\)، لكن هذا التبسيط قد لا ينطبق على جميع السيناريوهات.",false
"حدد سابقة الاقتراح الشرطي التالي: يفوز النحل بمباراته الأولى فقط إذا لم يفز خنزير الأرض أو السنجاب بمبارياته الأولى.
A.لا يفوز خنزير الأرض بمباراته الأولى.
B.النحل يفوز بمباراته الأولى.
C.السنجاب لا يفوز بمباراته الأولى.
D.إما أن خنزير الأرض أو السنجاب لا يفوزون بمبارياتهم الأولى.",b,"السابقة في الاقتراح الشرطي هي الجزء الذي يسبق كلمة ""إذا"" ويعتبر الشرط اللازم لحدوث النتيجة. ولكن في العبارة المقدمة، الجزء الذي يأتي بعد ""إذا"" هو الذي يحدد الشرط لحدوث النتيجة (أي فوز النحل بمباراته الأولى). العبارة تقول: ""يفوز النحل بمباراته الأولى فقط إذا لم يفز خنزير الأرض أو السنجاب بمبارياته الأولى."" هذا يعني أن الشرط لفوز النحل هو ألا يفوز خنزير الأرض أو السنجاب بمبارياتهم الأولى.

بناءً على هذا، الخيار الصحيح هو:
d. إما أن خنزير الأرض أو السنجاب لا يفوزون بمبارياتهم الأولى.

هذا لأن العبارة تشير إلى أن فوز النحل مشروط بعدم فوز خنزير الأرض والسنجاب بمبارياتهم الأولى، مما يعني أن الشرط يتضمن كلاً من خنزير الأرض والسنجاب.",true
"الرقم ، مقربا لأقرب ألف ، هو 47,000. أي عدد يمكن أن يكون العدد الذي تم تقريبه؟
A.46,295
B.46,504
C.47,520
D.47,924",b,"عند تقريب الأعداد لأقرب ألف، ننظر إلى الرقم في مئات العدد. إذا كان هذا الرقم 500 أو أكثر، نقرب العدد إلى الألف التالي. إذا كان أقل من 500، نقرب العدد إلى الألف السابق.

الرقم المقرب إلى أقرب ألف هو 47,000. هذا يعني أن العدد الأصلي يمكن أن يكون أي عدد من 46,500 إلى 47,499.

الخيارات المعطاة هي:
a. 46,295 - هذا العدد سيتم تقريبه إلى 46,000 لأنه أقل من 46,500.
b. 46,504 - هذا العدد يقع ضمن النطاق من 46,500 إلى 47,499، لذا يمكن تقريبه إلى 47,000.
c. 47,520 - هذا العدد أيضًا يقع ضمن النطاق ويمكن تقريبه إلى 47,000.
d. 47,924 - هذا العدد يقع ضمن النطاق ويمكن تقريبه إلى 47,000 أيضًا.

إذًا، الأعداد التي يمكن أن تكون قد تم تقريبها إلى 47,000 هي:
b. 46,504
c. 47,520
d. 47,924",true
"أوجد تركيز H+(aq) في محلول 1.0 M من الفينول، C6H5OH. (كا للفينول هو 1 × 10 ^ -10.)
A.1 × 10^-10 م
B.1 × 10^-9 م
C.1 × 10^-3 م
D.1 × 10^-5 م",d,"لحساب تركيز \(h^+(aq)\) في محلول 1.0 m من الفينول، نحتاج إلى استخدام ثابت الحموضة (\(k_a\)) للفينول، والذي يعطى بقيمة \(1 \times 10^{-10}\).

الفينول (\(c_6h_5oh\)) هو حمض ضعيف، وعندما يذوب في الماء، يتفكك جزئياً ليعطي أيونات الهيدرونيوم (\(h^+\)) وأيونات الفينوكسيد (\(c_6h_5o^-\)) وفقاً للمعادلة التالية:

\[c_6h_5oh_{(aq)} \rightleftharpoons h^+_{(aq)} + c_6h_5o^-_{(aq)}\]

وبما أن \(k_a = \frac{[h^+][c_6h_5o^-]}{[c_6h_5oh]}\)

ومع ذلك، نظراً لأن الفينول حمض ضعيف وتركيزه الابتدائي 1.0 m، يمكننا افتراض أن التفكك ضئيل وبالتالي تركيز \(c_6h_5oh\) يظل قريباً من 1.0 m. هذا يعني أن \([h^+]\) و \([c_6h_5o^-]\) ستكون متساوية وصغيرة مقارنة بتركيز الفينول الابتدائي.

لذلك، يمكننا إعادة كتابة المعادلة على النحو التالي:

\[k_a = \frac{x^2}{1.0}\]

حيث \(x\) هو تركيز \(h^+\) وأيضاً تركيز \(c_6h_5o^-\).

من هنا، نحصل على:

\[1 \times 10^{-10} = \frac{x^2}{1.0}\]

\[x^2 = 1 \times 10^{-10}\]

\[x = \sqrt{1 \times 10^{-10}}\]

\[x = 1 \times 10^{-5}\]

إذاً، تركيز \(h^+(aq)\) في محلول 1.0 m من الفينول هو \(1 \times 10^{-5} m\).

الإجابة هي d. \(1 \times 10^{-5} m\).",true
"يمكن للطاقة المنبعثة من انهيار الفوسفات عالي الطاقة ، ATP والفوسفوكرياتين ، أن تحافظ على أقصى قدر من الجهد لحوالي:
A.1-2 ثانية.
B.5-10 ثواني.
C.30-40 ثانية.
D.50-60 ثانية.",b,b.5-10 ثاني.,true
"ما هو المصطلح الذي يشير إلى مدى تأثر المنافسة في بلد ما بالمنافسة في البلدان الأخرى؟
A.التجارة الدولية
B.الاقتصاد العالمي
C.المنافسة العالمية
D.العولمة",d,d. العولمة,true
"من المرجح أن يكون العجز المكتسب مرتبطا بشكل مباشر ب
A.تأثير بارنوم.
B.التحيز لخدمة الذات.
C.موضع تحكم خارجي.
D.احترام إيجابي غير مشروط.",c,c. موضع تحكم خارجي.,true
"ما هو هجوم الإعادة؟
A.عندما يرد المهاجم على رسالة مرسلة إليه بواسطة النظام
B.هجوم يتكرر باستمرار ، يبحث عن نقطة ضعف
C.هجوم يستخدم رسائل النظام الخاصة وبالتالي لا يمكن الدفاع عنه
D.يعيد المهاجم إرسال رسالة تم التقاطها ، ويقبل الموقع ويستجيب لصالح المهاجم",d,d. يعيد المهاجم إرسال رسالة تم التقاطها ، ويقبل الموقع ويستجيب لصالح المهاجم,true
"تشارك الشركات في المحاسبة الاجتماعية بسبب طلبات _________ ، من أجل تحديد ________ ، وتحسين ___________ وتشجيع _________ ___________
A.أصحاب المصلحة, المخاطر, إدارة أصحاب المصلحة, المساءلة, الشفافية
B.أصحاب المصلحة, المساءلة, الشفافية, المخاطر, إدارة أصحاب المصلحة
C.أصحاب المصلحة, المساءلة, المخاطر, أصحاب المصلحة, إدارة أصحاب المصلحة
D.أصحاب المصلحة, إدارة أصحاب المصلحة, الشفافية, المخاطر, المساءلة",a,"a. أصحاب المصلحة, المخاطر, إدارة أصحاب المصلحة, المساءلة, الشفافية",true
"يشير هذا السؤال إلى المعلومات الآتية.
""في الواقع، بما أن فتاوى [العلماء] المتميزين الذين يبنون رأيهم على العقل والتقاليد على حد سواء وإجماع المجتمع السني يتفقان على أن الواجب القديم المتمثل في استئصال وإبادة وطرد البدع الشريرة يجب أن يكون هدف طموحنا السام، لأن ""الغيرة الدينية هي انتصار لإيمان الله الرحيم""؛ ثم وفقا لكلام النبي (صلى الله عليه وسلم!) ""كل من أدخل ابتكارا شريرا في نظامنا يجب طرده"" و ""كل من يفعل ضد نظامنا يجب طرده"" ، أصبح العمل ضروريا وملحا ...""
رسالة من السلطان العثماني سليم الأول إلى الشاه الصفوي إسماعيل الأول، ١٥١٤
أثار الصفويون غضب الإمبراطوريات الإسلامية مثل الإمبراطوريتين العثمانية والمغولية في المقام الأول لأن الصفويين
A.كانت إمبراطورية توسعية تقع جغرافيا بين اثنين من التوسعيين الآخرين
B.رفض المبادئ المركزية للإسلام
C.استعبدوا المسيحيين وحولوهم إلى مقاتلين صفويين
D.أعلن إسماعيل نفسه خليفة",a,a. كانت إمبراطورية توسعية تقع جغرافيا بين اثنين من التوسعيين الآخرين,true
"أي من البلدان التالية انبعث منها أكبر قدر من ثاني أكسيد الكربون للفرد في عام 2017؟
A.اليابان
B.كندا
C.روسيا
D.إيران",b,في عام 2017، كانت كندا (b) من بين الخيارات المذكورة، البلد الذي انبعث منه أكبر قدر من ثاني أكسيد الكربون للفرد.,true
"تم تجميد بعض مياه المريخ في التربة والقمم الجليدية وبعضها فقد بسبب تجريد الرياح الشمسية ولكن يعتقد أن الكثير من المياه الأصلية قد فقدت من خلال آلية أخرى. ماذا حدث لهذه المياه ""المفقودة""؟
A.تم تجريده من المجال المغناطيسي عندما انخفضت قوته بسرعة
B.تم تقسيمه إلى هيدروجين وأكسجين بواسطة الأشعة فوق البنفسجية وفقد الهيدروجين من خلال الهروب الحراري
C.استهلكتها حضارة المريخيين العطشى
D.تم تبخيره خلال فترة من البراكين الشديدة وفقد في الفضاء من خلال الهروب الحراري",b,b.تم تقسيمه إلى هيدروجين وأكسجين بواسطة الأشعة فوق البنفسجية وفقد الهيدروجين من خلال الهروب الحراري,true
"ما هو المنظور النفسي الأكثر شعبية في مطلع القرن العشرين في أوروبا الغربية؟
A.علم الاعصاب
B.تطوري
C.السلوكية
D.التحليل النفسي",d,"d. التحليل النفسي

في مطلع القرن العشرين، كان التحليل النفسي هو المنظور النفسي الأكثر شعبية في أوروبا الغربية، وخاصة بفضل أعمال سيغموند فرويد الذي يعتبر مؤسس هذا المجال.",true
"ابحث عن $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$
A.1
B.-1
C.0
D.2",b,"لحل هذه المسألة، نتبع الخطوات التالية:

\[
-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}
\]

أولاً، نبسط الكسر في المقام:

\[
\cfrac{1}{~\frac{1}{-3}~} = -3
\]

ثم نضرب الناتج في الكسر الموجود في البداية:

\[
-\dfrac{1}{-3} \cdot (-3)
\]

نبسط العملية:

\[
= \dfrac{1}{3} \cdot (-3)
\]

\[
= -1
\]

إذاً، الإجابة هي:

b.-1",true
"في دائرة كهربية موصلة على التوالي، إذا كان التيار المار في مصباح واحد يساوي 2 أمبير، فإن شدة التيار المار في المصباح المجاور له تساوي
A.نصف ، 1 أ
B.2:00 صباحا
C.يعتمد على المصباح الأقرب إلى البطارية
D.لا توجد معلومات كافية لقولها",b,"b. 2 أمبير

في دائرة كهربائية موصلة على التوالي، التيار الكهربائي المار في جميع المكونات (مثل المصابيح) يكون متساوياً. هذا يعني أنه إذا كان التيار المار في مصباح واحد يساوي 2 أمبير، فإن شدة التيار المار في المصباح المجاور له ستكون أيضاً 2 أمبير، بغض النظر عن موقعه في الدائرة أو خصائصه الأخرى.",true
