Question,A,B,C,D,Answer
"Táto otázka sa týka nasledujúcich informácií.
Najprv musíme poznamenať, že vesmír má guľovitú formu, čiastočne preto, že táto forma je dokonalým celkom nevyžadujúcim žiadne spoje, je najúplnejšia zo všetkých, čiastočne preto, že vytvára najpriestrannejšiu formu, ktorá je najvhodnejšia na to, aby obsahovala a zachovala všetko; alebo opäť preto, že všetky základné časti vesmíru, to znamená slnko, mesiac a planéty, sa objavujú v tejto forme; Alebo preto, že všetko sa snaží dosiahnuť túto formu, ako sa objavuje v prípade kvapiek vody a iných tekutých telies, ak sa pokúšajú definovať sami. Takže nikto nebude pochybovať o tom, že táto forma patrí nebeským telám. ...
To, že Zem je tiež guľovitá, je preto nespochybniteľné, pretože tlačí zo všetkých strán na svoj stred. Hoci z dôvodu vyvýšenín hôr a priehlbín údolí nemožno pochopiť dokonalý kruh, predsa to nemá vplyv na všeobecnú guľovitú povahu zeme. ...
Keďže už bolo ukázané, že Zem má formu gule, musíme zvážiť, či sa pohyb zhoduje aj s touto formou a aké miesto má Zem vo vesmíre. ... Drvivá väčšina autorov samozrejme súhlasí s tým, že Zem stojí nehybne v strede vesmíru a považuje za nepredstaviteľné a smiešne predpokladať opak. Ak sa však záležitosť starostlivo zváži, uvidíme, že otázka ešte nie je vyriešená, a preto ju v žiadnom prípade nemožno brať na ľahkú váhu. Každá pozorovaná zmena miesta je spôsobená pohybom pozorovaného objektu alebo pozorovateľa, alebo pohybmi oboch. ... Teraz je to zo zeme, kde sa pozoruje revolúcia nebies a vytvára sa pre naše oči. Preto, ak zem neprechádza žiadnym pohybom, tento pohyb sa musí odohrávať vo všetkom mimo zeme, ale opačným smerom, ako keby sa všetko na zemi hýbalo, a tohto druhu je každodenná revolúcia. Zdá sa teda, že to ovplyvňuje celý vesmír, teda všetko mimo zeme s jedinou výnimkou samotnej Zeme. Ak by sme však pripustili, že tento pohyb nebol typický pre nebesia, ale že zem sa otáčala zo západu na východ, a ak by sme to starostlivo zvážili vzhľadom na zdanlivý východ a západ slnka, mesiaca a hviezd, zistilo by sa, že toto bola skutočná situácia.
Mikuláš Koperník, Revolúcie nebeských telies, 1543
Táto pasáž môže byť použitá ako dôkaz, že Koperník sa líšil od tradičných, aristotelovských prírodných filozofov svojej doby, pretože navrhol, aby",Vesmír je guľovitý,Zem je guľovitá,Vesmír je geoostatický,Zem nie je stacionárna,D
"Stanovte koncentráciu H+(aq) v 1,0 M fenole, C6H5OH, roztoku. (Ka pre fenol je 1 × 10^-10.)",1 × 10^-10 m,1 × 10^-9 m,1 × 10^-3 M,1 × 10^-5 m,D
"Ktorý z nasledujúcich faktorov by sa považoval za ""motivačný"" faktor pre Rivu pri zvažovaní presunu z Indie do Spojených štátov?",Úbohá chudoba,Lepšia práca a vyššie mzdy,Indický kastový systém,Násilie v jej susedstve,B
"V porovnaní s politickými stranami v krajinách ako Anglicko a Izrael, ktoré majú systémy viacerých strán, sú americké politické strany",menší záujem o ovplyvňovanie výsledku volieb,menej jasne identifikované s konzistentnými politickými ideológiami,menej efektívne pri získavaní peňazí od politických podporovateľov,lepšie odrážať ciele všetkých svojich volebných obvodov,B
"Číslo zaokrúhlené na najbližšiu tisícku je 47 000. Ktoré číslo môže byť číslo, ktoré bolo zaokrúhlené?","46,295","46,504","47,520","47,924",B
"Nádrž má tvar trojuholníkového hranolu. Ak má trojuholníková základňa plochu 116 štvorcových stôp a nádrž je vysoká 30 stôp, koľko vody by nádrž obsahovala, keď je plná?",1725 ft^3,1740 stôp ^ 3,3480 stôp^3,6960 stôp^3,C
"Napätie indukované v induktore je reprezentované ako,",súčin jeho indukčnosti a prúdu cez ňu.,pomer jeho indukčnosti k prúdu cez ňu.,pomer prúdu cez ňu k jeho indukčnosti.,súčin jeho indukčnosti a rýchlosti zmeny prúdu cez ňu.,D
Ktoré z nasledujúcich charakteristík sú vo všeobecnosti konzistentné so znásilnením na rande?,použitie nadmernej sily,Premyslený,sexuálne motivované,zahŕňa použitie zbrane,C
"Nájdite dĺžku krivky y = ln x medzi bodmi, kde y = 1/2 a y = 1.",0.53,0.86,1.18,1.36,C
Nájdite $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$,1,-1,0,2,B
Ktorá psychologická perspektíva bola najpopulárnejšia na prelome dvadsiateho storočia v západnej Európe?,Neurovedu,evolučný,behaviorista,Psychoanalytický,D
Naučená bezmocnosť s najväčšou pravdepodobnosťou priamo súvisí s,Barnumov efekt.,samoúčelná zaujatosť.,vonkajšie miesto kontroly.,bezpodmienečný pozitívny ohľad.,C
"Výskum Garcíu a Koellinga týkajúci sa naučených averzií zistil, že ktorý z nasledujúcich párov UCS a CS je najsilnejší a naučený najrýchlejšie?",vykonanie úlohy a získanie odmeny za jedlo,nevoľnosť a jedlo alebo nápoje,pohyb a šok,Tresty a odmeny,B
"Časť vody Marsu je zamrznutá v pôde a ľadovcoch a časť sa stratila v dôsledku odstraňovania slnečného vetra, ale predpokladá sa, že veľká časť pôvodnej vody sa stratila iným mechanizmom. Čo sa stalo s touto ""stratenou"" vodou?","Bol odstránený magnetickým poľom, keď rýchlo klesla jeho sila",ultrafialovým svetlom sa rozbil na vodík a kyslík a vodík sa tepelným únikom stratil,pohltila ho civilizácia smädných Marťanov,Počas obdobia intenzívneho vulkanizmu sa vyparil a tepelným únikom sa stratil vo vesmíre,B
"Protón, ktorý sa pohybuje počiatočnou rýchlosťou 1,5 × 10^6 m/s, vstupuje do oblasti konštantného magnetického poľa s magnitúdou 1,5 T. Ak vektor počiatočnej rýchlosti protónu zviera s magnetickým poľom uhol 30°, vypočítajte rýchlosť protónu 4 s po vstupe do magnetického poľa.",5.0 × 10^6 m/s,"7,5 × 10^6 m/s","1,5 × 10^6 m/s",3.0 × 10^6 m/s,C
"Energia uvoľnená z rozkladu vysokoenergetických fosfátov, ATP a fosfokreatínu, môže udržať maximálnu námahu cvičenia po dobu:",1-2 sekundy.,5-10 sekúnd.,30-40 sekúnd.,50-60 sekúnd.,B
"V sériovom obvode, ak je prúd v jednej žiarovke 2 A, prúd v žiarovke vedľa nej je","polovica, 1 A",2:00,"Závisí od toho, ktorá lampa je bližšie k batérii",Nedostatok informácií na vyjadrenie,B
Ktorá z nasledujúcich možností s najväčšou pravdepodobnosťou časom povedie k silnejšiemu hospodárskemu rastu?,Rýchlejšia spotreba prírodných zdrojov.,Vyššia miera negramotnosti dospelých.,Klesajúce zásoby investičného majetku.,Investičné daňové úvery.,D
Hospodárstvo je v hlbokej recesii. Ktoré z nasledujúcich tvrdení o menovej politike je vzhľadom na túto hospodársku situáciu presné?,Expanzívna politika by recesiu len zhoršila.,"Expanzívna politika výrazne zvyšuje agregátny dopyt, ak sú investície citlivé na zmeny úrokovej sadzby.",Kontrakčná politika je vhodným stimulom pre investície a spotrebu.,"Ak je dopyt po peniazoch dokonale elastický, expanzívna menová politika by mohla byť celkom účinná.",B
"Podniky sa zapájajú do sociálneho účtovníctva v dôsledku požiadaviek _________ s cieľom identifikovať ________, zlepšiť ___________ a podporiť _________ a ___________","Zainteresované strany, riziká, riadenie zainteresovaných strán, zodpovednosť, transparentnosť","Zainteresované strany, zodpovednosť, transparentnosť, riziká, riadenie zainteresovaných strán","Zainteresované strany, zodpovednosť, riziká, zainteresované strany, manažment zainteresovaných strán","Zainteresované strany, riadenie zainteresovaných strán, transparentnosť, riziká, zodpovednosť",A
"Daň uvalená na dodávateľa sa s väčšou pravdepodobnosťou prenesie na spotrebiteľa vo forme zvýšenia ceny, ak",Cenová elasticita dopytu je vysoko elastická.,Cenová elasticita dopytu je vysoko neelastická.,Cenová elasticita dopytu je jednotková elastická.,Mzdová elasticita dopytu je vysoko elastická.,B
Vyhlásenie 1 | V skupine (ab)^{-2} = b^{-2}a^{-2}. Vyhlásenie 2 | V skupine (ab)^n = a^nb^n.,"Pravda, pravda","Nepravda, nepravda","Pravda, nepravda","Nepravda, pravda",B
"Aký je termín pre rozsah, v akom je hospodárska súťaž v jednej krajine ovplyvnená konkurenciou v iných krajinách?",Medzinárodný obchod,Globálna ekonomika,Celosvetová konkurencia,Globalizácia,D
"Programátor napísal program nižšie. Program používa zoznam čísel s názvom numList. Program je určený na zobrazenie súčtu čísel v zozname.
 súčet ← numList [1]
 PRE KAŽDÚ hodnotu v numList
 Súčet ← súčet + hodnota
 ZOBRAZIŤ súčet
 Za účelom otestovania programu programátor inicializuje numList na [0, 1, 4, 5]. Program zobrazí 10 a programátor dospeje k záveru, že program funguje podľa plánu. Ktoré z nasledujúcich tvrdení je pravdivé?",Záver je správny; Program funguje podľa plánu.,"Záver je nesprávny; Program nezobrazí správnu hodnotu pre testovací prípad [0, 1, 4, 5].","Záver je nesprávny; Použitie testovacieho prípadu [0, 1, 4, 5] nepostačuje na vyvodenie záveru, že program je správny.","Záver je nesprávny; Použitie testovacieho prípadu [0, 1, 4, 5] iba potvrdzuje, že program pracuje pre zoznamy vo vzostupnom poradí.",C
Prečo je Parfit proti rovnosti?,"Tvrdí, že nerovná spoločnosť je nevyhnutná.","Tvrdí, že uprednostňovaním potrieb chudobných môžeme zvýšiť rovnosť.","Tvrdí, že každý z nás je zodpovedný za svoju chudobu.",Myšlienku rovnosti úplne odmieta.,B
"Táto otázka sa týka nasledujúcich informácií.
""Naozaj, keďže fatvy významných [učencov], ktorí zakladajú svoj názor na rozume a tradícii rovnako, ako aj konsenzus sunnitskej komunity súhlasia s tým, že starodávna povinnosť vyhladenia, vyhladenia a vylúčenia zlých inovácií musí byť cieľom našej vznešenej ašpirácie, pretože ""náboženská horlivosť je víťazstvom viery Boha Dobrotivého""; potom, v súlade so slovami Proroka (Pokoj s ním!) ""Ktokoľvek zavedie zlú inováciu do nášho poriadku, musí byť vylúčený"" a ""Ktokoľvek koná proti nášmu poriadku, musí byť vylúčený,"" akcia sa stala nevyhnutnou a naliehavou...""
List osmanského sultána Selima I. Safavidovi Shah Ismailovi I., 1514
Safíjovci pritiahli hnev islamských ríš, ako je Osmanská a Mughalská ríša, predovšetkým preto, že Safíjovci",bola expanzívna ríša geograficky umiestnená medzi dvoma ďalšími expanzionistami,odmietol ústredné princípy islamu,zotročil kresťanov a urobil z nich safíjovských bojovníkov,Ismail sa vyhlásil za kalifa,A
"Táto otázka sa týka nasledujúcich informácií.
Kráčam popri kolóne a pýtam sa, čo sa deje.
Vojak hovorí jednoducho: ""Každý deň volajú viac.
""Niektorí z nás boli poslaní na sever k Žltej rieke, keď sme mali pätnásť rokov.
A teraz o štyridsiatke vyrážame do posádok na západe.
Na našej prvej prehliadke nám musel starosta dediny zaviazať šatky.
Keď sme sa vrátili, naše vlasy boli biele, ale stále je tu viac nepokojov.
Pohraničné posádky bežia krvou, dosť na to, aby naplnili oceán,
Územné ambície bojového cisára však ešte len musia vyvrcholiť.
V sto okresoch východne od hôr, v celej krajine Han,
Musí existovať desaťtisíc dedín, ktoré teraz zamorujú.
Aj keď sú manželky dosť silné na to, aby zvládli motyku a pluh,
Plodiny rastú každou cestou, polia sú všetky neporiadok.
Je to najťažšie pre mužov Shanxi, s ich povesťou bojovníkov:
Sú zaokrúhlené ako psy alebo sliepky, každý samec ohromený.
""Ale pane, hoci je od vás dobré pýtať sa,
Sťažovanie sa nie je súčasťou úlohy vojaka.
Môžeme len krútiť hlavami. Vezmite si túto zimu:
Jednotky Shanxi neboli nikdy poslané domov.
Okresní úradníci žiadajú daň z pozemkov,
Ale odkiaľ to príde? Nemôžete dostať krv z kameňa!
Úprimne si myslím, že je smola porodiť teraz syna,
Je lepšie mať dcéru: aspoň sa môže vydať
A bývajte so susedmi vedľa.
Ale syn skončí ležať na nejakej vzdialenej prérii.""
Du Fu, ""Balada o armádnych vozíkoch"", okolo 750 n. l.
Báseň poskytuje dôkaz o tom, ktoré z nasledujúcich v súvislosti s rodovými vzťahmi v spoločnosti Tchang?",Konfuciánske vzťahy medzi manželom a manželkou boli v Tchangskej spoločnosti stále silné.,"Cisárske reskripty zdôrazňovali narodenie schopných synov nad dcérami, aby splnili odvodové kvóty.",Na poľnohospodárskej práci by sa mohli podieľať ženy aj muži.,Tradičné čínske rodové vzťahy boli obrátené počas vlády cisárovnej Wu Zetian.,C
V rovine xy je graf x^(log y) = y^log x,Otvorený prvý kvadrant,uzavretá krivka,lúč v otvorenom prvom kvadrante,Jeden bod,A
Ktorá z nasledujúcich krajín vypustila v roku 2017 najviac CO2 na obyvateľa?,Japonsko,Kanada,Rusko,Irán,B
Čo je opakovaný útok?,"Keď útočník odpovie na správu, ktorú mu poslal systém","Útok, ktorý sa neustále opakuje a sonduje slabinu","Útok, ktorý využíva vlastné správy systému, a preto sa proti nemu nedá brániť",Útočník opätovne odošle zachytenú správu a stránka ju akceptuje a odpovie v prospech útočníka,D
"Skutočnosť, že frekvencia infračervenej absorpcie chloridu deutéria (DCl) je posunutá od frekvencie chlorovodíka (HCl), je spôsobená rozdielmi v ich",Distribúcia elektrónov,Dipólový moment,silová konštanta,znížená hmotnosť,D
"Kvantová účinnosť fotónového detektora je 0,1. Ak je do detektora poslaných 100 fotónov, jeden po druhom, detektor detekuje fotóny","v priemere 10-krát, s efektívnou odchýlkou približne 4","v priemere 10-krát, s efektívnou odchýlkou približne 3","v priemere 10-krát, s odchýlkou efektívnej odchýlky približne 1","v priemere 10-krát, s efektívnou odchýlkou približne 0,1",B
Ktorá z nasledujúcich množín bitových reťazcov NEMÔŽE byť opísaná regulárnym výrazom?,"Všetky bitové reťazce, ktorých počet núl je násobkom piatich",Všetky bitové reťazce začínajúce nulou a končiace jedným,Všetky bitové reťazce s párnym počtom núl,Všetky bitové reťazce s viacerými reťazcami ako nulami,D
Prispôsobenie rastlín na minimalizáciu strát vody v prostredí s vysokými teplotami zahŕňa ktoré z nasledujúcich?,Početné prieduchy,Tenké kutikuly,Tŕne namiesto listov,Veľké pomery plochy k objemu,C
"Mutácie sú chyby v DNA, ktoré:",sú vždy škodlivé.,vyskytujú sa len v prítomnosti karcinogénov.,zvýšiť rast nádoru.,sa vyskytujú spontánne v nízkej miere.,D
Ktoré z nasledujúcich tvrdení platí o hypotyreóze?,Chudnutie,Pretibiálny myxedém,Zvýšená hladina TSH,Averzia k teplým miestam,C
"Odhadované hodnoty domov v meste majú v priemere 125 000 dolárov so štandardnou odchýlkou 23 000 dolárov. Kvôli novej učiteľskej zmluve potrebuje školský obvod v porovnaní s predchádzajúcim rokom ďalších 10% finančných prostriedkov. Na získanie týchto dodatočných peňazí mesto nariaďuje hodnotiacemu úradu, aby zvýšil všetky ocenené hodnoty domov o 5 000 dolárov. Aká bude nová smerodajná odchýlka ocenených hodnôt domov v meste?",23 000 dolárov ,25 300 dolárov ,28 000 dolárov ,30 300 dolárov ,A
" Vo svojej diskusii o diskriminácii vo vojne Valls naznačuje, že",Nie je žiadny rozdiel medzi bojujúcimi a nebojujúcimi.,Rozdiel medzi bojujúcimi a nebojujúcimi je otázkou stupňa.,Rozdiel medzi bojujúcimi a nebojujúcimi je kategorický a jasný.,"""Terorizmus"" by sa mal definovať ako neselektívne násilie.",B
 Podľa Nussbauma zaobchádzanie s niekým ako s objektom je,dostatočné na sexuálnu objektivizáciu.,nevyhnutné pre sexuálnu objektivizáciu.,nie je potrebné na sexuálnu objektivizáciu.,všetky vyššie uvedené.,C
"Pre ktorý z týchto dvoch scenárov urobí hlavná postava (ktorá používa ja/ja/moje) niečo zjavne morálne zlé, podľa bežných morálnych štandardov v USA od roku 2020? Scenár 1 | Keď moji rodičia spali, išiel som si zabehať. Scenár 2 | Naliala som prací prostriedok do práčky plnej oblečenia mojej spolubývajúcej.","Zle, nesprávne","Zle, nie nesprávne","Nie zle, nesprávne","Nie zle, nie zle",D
"Pre ktorý z týchto dvoch scenárov urobí hlavná postava (ktorá používa ja/ja/moje) niečo zjavne morálne zlé, podľa bežných morálnych štandardov v USA od roku 2020? Scenár 1 | Niekedy sa snažím povedať pravdu, pokiaľ ma to nedostane do problémov. Scenár 2 | Pobozkal som svoju priateľku na kúzelníckej šou.","Zle, nesprávne","Zle, nie nesprávne","Nie zle, nesprávne","Nie zle, nie zle",B
"Pre ktorý z týchto dvoch scenárov urobí hlavná postava (ktorá používa ja/ja/moje) niečo zjavne morálne zlé, podľa bežných morálnych štandardov v USA od roku 2020? Scenár 1 | Kosačkou som prebehol po čerstvom koberci. Scenár 2 | Močil som do ruky, aby som ju mohol otestovať na infekciu.","Zle, nesprávne","Zle, nie nesprávne","Nie zle, nesprávne","Nie zle, nie zle",A
"Pre ktorý z týchto dvoch scenárov urobí hlavná postava (ktorá používa ja/ja/moje) niečo zjavne morálne zlé, podľa bežných morálnych štandardov v USA od roku 2020? Scenár 1 | Videl som slávneho Eltona Johna pred koncertnou arénou a odfotil som ho bez toho, aby som sa ho opýtal. Scenár 2 | Nahlásil som ďalšieho dozorcu, ktorý sa vkradol do väzenia s omamnými látkami a predával ich väzňom.","Zle, nesprávne","Zle, nie nesprávne","Nie zle, nesprávne","Nie zle, nie zle",D
"Pre ktorý z týchto dvoch scenárov urobí hlavná postava (ktorá používa ja/ja/moje) niečo zjavne morálne zlé, podľa bežných morálnych štandardov v USA od roku 2020? Scenár 1 | Búchal som na brejky, aby som minul loptu, keď prišla na cestu. Scenár 2 | Učil som svoje deti hrať na xylofón.","Zle, nesprávne","Zle, nie nesprávne","Nie zle, nesprávne","Nie zle, nie zle",D
"Pre ktorý z týchto dvoch scenárov urobí hlavná postava (ktorá používa ja/ja/moje) niečo zjavne morálne zlé, podľa bežných morálnych štandardov v USA od roku 2020? Scenár 1 | Keď sa v mojej reštaurácii pokazila mraznička, podával som teplé mäso, aj keď som vedel, že je veľmi nebezpečné. Scenár 2 | Rozhodol som sa založiť oheň v lese.","Zle, nesprávne","Zle, nie nesprávne","Nie zle, nesprávne","Nie zle, nie zle",A
"Vyššia spotreba mlieka
","V niekoľkých štúdiách bolo hlásené, že je spojený s vyšším výskytom zlomenín a vyššou úmrtnosťou","Počas puberty sa zdá, že je spojená s vyššou hustotou minerálov v kostiach v neskoršom živote",Je konzistentne spojená s nižšou mierou zlomenín,"V krajinách s najvyššou mierou zlomenín naznačuje, že konzumácia mlieka je prospešná pre kostru.",A
"Ktoré z nasledujúcich tvrdení o metabolizme glukózy je správne?
",Glukagón zvyšuje rýchlosť glykolýzy,Glykolýza vyžaduje NADP +,Pri glykolýze sa glukóza štiepi na dva trojuhlíkové produkty,Konečným produktom glykolýzy v červených krvinkách je pyruvát,C
"Nagel tvrdí, že problém morálneho šťastia úzko súvisí s problémom:",existencia Boha.,sloboda vôle.,psychologický egoizmus.,univerzálie.,B
Podľa Singera dodržiavanie jeho princípu vyžaduje:,"Mierne zmeny v našich osobných návykoch, ale nie v našej spoločnosti ako celku.","mierne zmeny našich osobných návykov, ako aj spoločnosti.","drastické zmeny našich osobných návykov, ale nie našej spoločnosti.",drastické zmeny v našich osobných návykoch a v našej spoločnosti.,D
"Ktorá z nasledujúcich vecí je posledná, ktorú obývajú ľudské bytosti?",Nová Guinea,Austrália,Nový Zéland,Timor,C
Núbijská civilizácia:,predchádzal a podnietil vzostup egyptskej kultúry.,bol výsledkom mezopotámskej kolonizácie na juhu.,"vyvinutý ako reakcia na egyptskú kultúru, ale nie ako jej napodobňovanie.",nemal žiadne kontakty so susednými kultúrami.,C
"Účtovná jednotka verejnej správy je povinná zahrnúť výkaz peňažných tokov, do ktorej z nasledujúcich účtovných závierok?",Finančné výkazy vládnych fondov.,Celoštátne finančné výkazy.,Účtovná závierka vlastného fondu.,Účtovná závierka zvereneckého fondu.,C
"Ktoré z nasledujúcich tvrdení je správne, pokiaľ ide o zmeny v účtovných odhadoch?",Väčšina zmien v účtovných odhadoch sa účtuje spätne.,"Vždy, keď nie je možné určiť, či došlo k zmene odhadu alebo k zmene účtovných zásad, zmena by sa mala považovať za zásadnú zmenu.","Vždy, keď nie je možné určiť, či nastala zmena v účtovnom odhade alebo zmena účtovných zásad, zmena by sa mala považovať za zmenu odhadu.","Je jednoduchšie rozlišovať medzi zmenou účtovného odhadu a zmenou účtovného princípu, ako rozlišovať medzi zmenou účtovného odhadu a opravou chyby.",C
"Nedbanlivá jazda motoristu vážne zranila iného vodiča. Motorista bol obvinený z jazdy v nesprávnom jazdnom pruhu a zaplatil pokutu. Motorista mal poistný limit iba 15 000 dolárov pre zodpovednosť za škodu spôsobenú treťou stranou na svojej poistnej zmluve. Po poskytnutí úplnej lekárskej správy poisťovni motoristu, všetkých lekárskych účtov, zdravotných záznamov a ďalších požadovaných dôkazov o škodách poškodený žiadateľ požadoval poistné limity. Navrhovateľ oznámil, že ak poistné limity nebudú zaplatené okamžite, podá sa žaloba v zlej viere. Poisťovňa odmietla platbu bez vysvetlenia. Porota priznala poškodenému žalobcovi 200 000 dolárov. Poškodený žalobca získal podpísané postúpenie od nedbanlivého motoristu, ktoré žalobcovi priznáva všetky práva, ktoré motorista mohol mať voči svojej poisťovni. Bude súd pravdepodobne nútiť poisťovňu, aby zaplatila plnú sumu verdiktu poroty poškodenej osobe na základe týchto skutočností?","Poistný limit je 15 000 dolárov a to je všetko, čo môže poškodená osoba vyzdvihnúť, v poistnej zmluve neexistuje žiadna žaloba za zlý úmysel.","Poisťovňa porušila implicitnú zmluvu o dobrej viere a čestnosti, ktorá je obsiahnutá v každej poistnej zmluve, a musí zaplatiť plnú sumu rozsudku.","Zlý úmysel je osobný pre poistenú stranu a jej poisťovateľa, postúpenie bolo neplatné a poškodená osoba nemá nárok nútiť poisťovateľa k zaplateniu.",Poškodený musí vykonať celý svoj rozsudok voči motoristovi a nikdy nemôže vymáhať od poisťovateľa túto sumu.,C
"Bytový podnik vlastnil pozemok. Bytový podnik pripravil plán rozvoja na rozdelenie pozemku na 100 pozemkov a vytvorenie bytovej komunity na trakte. Deklarácia zmlúv vytvorila spoločenstvo vlastníkov domov, administratívnu jednotku, ktorá by spravovala a presadzovala nariadenia a obmedzenia recitované medzi zmluvami. Jedno z obmedzení uvedených v Deklarácii zmlúv znie: ""Nikdy nebude postavená, povolená alebo udržiavaná na žiadnej časti majetku žiadna stavba navrhnutá alebo používaná ako salón alebo miesto na predaj alebo výrobu sladových, vínnych alebo liehových likérov."" Deklarácia zmlúv bola riadne zaznamenaná a bola zahrnutá do listiny, ktorú urobil učiteľ, keď kúpil časť 62 vo vývoji. Učiteľ okamžite zaznamenal svoj skutok. Učiteľ prenajal svoj dom knihovníkovi na obdobie jedného roka. Nájomná zmluva obsahovala rovnaké obmedzenia ako v Deklarácii zmlúv a v učiteľskej listine. Knihovníčka okamžite začala predávať alkohol v priestoroch počas týždenných večierkov ""po pracovnej dobe"". Spoločenstvo vlastníkov bytov žaluje knihovníka v žalobe o náhradu škody. Ktorý z nasledujúcich argumentov je pre knihovníka najlepší?","Pravidlo v Spencerovom prípade bráni tomu, aby knihovník niesol zodpovednosť.",Knihovník nemá zmluvu so spoločenstvom vlastníkov bytov.,Knihovník nie je v pozostalosti s učiteľom.,Ostatné pozemky v bezprostrednej blízkosti sa používajú na komerčné účely.,B
