Question,A,B,C,D,Answer
Koja od sledećih karakteristika je generalno u skladu sa silovanjem?,upotreba prekomjerne sile,preduzimljivo,Seksualno motivisan,Uključuje upotrebu oružja,C
Pronađite dužinu krive y = ln x između tačaka gde je y = 1/2 i y = 1.,0.53,0.86,1.18,1.36,C
Find $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$,1,-1,0,2,B
Koja psihološka perspektiva je bila najpopularnija na prelazu u 20. vek u zapadnoj Evropi?,neuronauka,evolucija,biheviorista,psihoanalitika,D
Naučena bespomoćnost je najverovatnije direktno povezana sa,Barnum efekt,Samostojeća pristrasnost.,Spoljni lokus kontrole.,bezuslovno pozitivan pogled.,C
Garcia i Koellingovo istraživanje o naučenim averzijama utvrdilo je da je koji od sljedećih UCS i CS parova najmoćniji i najbrže naučeni?,Obavljanje zadataka i dobijanje nagrade za hranu,Mučnina i hrana ili piće,Kretanje i šok,Kazne i nagrade,B
"Dio Marsove vode je zamrznut u tlu i ledenim kapama, a neke su izgubljene zbog skidanja solarnog vjetra, ali se smatra da je veći dio izvorne vode izgubljen drugim mehanizmom. Šta se desilo sa ovom ""izgubljenom"" vodom?",Magnetno polje ga je odstranilo kada se brzo smanjilo u jačini.,"Ultraljubičastim svjetlom je razbijen u vodik i kisik, a vodik je izgubljen termalnim bijegom.",Proždirala ga je civilizacija žednih Marsovaca.,isparila je tokom perioda intenzivnog vulkanizma i izgubljena je u svemir termalnim bijegom,B
"Putujući početnom brzinom od 1,5 × 10^6 m/s, proton ulazi u područje konstantnog magnetnog polja magnitude 1,5 T. Ako vektor početne brzine protona napravi ugao od 30° sa magnetnim poljem, izračunajte brzinu protona 4 s nakon ulaska u magnetno polje.",5.0 × 10^6 m/s,"7,5 × 10^6 m/s","1,5 × 10^6 m/s",3.0 × 10^6 m/s,C
"Energija oslobođena razgradnjom visokoenergetskih fosfata, ATP i fosfokreatina, može održati maksimalne vežbe napora za:",1-2 sekunde.,5-10 sekundi.,30-40 sekundi.,50-60 sekundi.,B
"U serijskom krugu, ako je struja u jednoj lampi 2 A, struja u lampi pored nje je","polovina, 1 A",2:00 AM,Zavisi koja lampa je bliža bateriji.,Nedovoljno informacija da bi se reklo,B
Šta će od navedenog najverovatnije dovesti do jačeg ekonomskog rasta tokom vremena?,brža potrošnja prirodnih resursa.,Povećana stopa nepismenosti odraslih.,Pad zaliha kapitalnih dobara.,Investicioni poreski krediti.,D
"Ekonomija je u dubokoj recesiji. S obzirom na ovu ekonomsku situaciju, koja od sledećih izjava o monetarnoj politici je tačna?",Ekspanzivna politika samo bi pogoršala recesiju.,Ekspanzivna politika uveliko povećava agregatnu potražnju ako su investicije osjetljive na promjene kamatne stope.,Kontrakciona politika je odgovarajući podsticaj za investicije i potrošnju.,"Ako je potražnja za novcem savršeno elastična, ekspanzivna monetarna politika bi mogla biti prilično efikasna.",B
"Preduzeća se bave socijalnim računovodstvenim poslovanjem zbog zahteva _________, kako bi se identifikovale ________, poboljšale ___________ i podstakle _________ i ___________","Zainteresovane strane, rizici, upravljanje zainteresovanim stranama, odgovornost, transparentnost","Zainteresovane strane, odgovornost, transparentnost, rizici, upravljanje zainteresovanim stranama","Zainteresovane strane, odgovornost, rizici, zainteresovane strane, upravljanje zainteresovanim stranama","Zainteresovane strane, upravljanje zainteresovanim stranama, transparentnost, rizici, odgovornost",A
Porez koji se nameće dobavljaču će se verovatnije preneti potrošaču u vidu povećanja cena ako,Cenovna elastičnost potražnje je veoma elastična.,Cenovna elastičnost potražnje je veoma neelastična.,Cenovna elastičnost potražnje je elastična jedinica.,Elastičnost potražnje je veoma elastična.,B
Izjava 1 | U grupi (ab)^{-2} = b^{-2}a^{-2}. Izjava 2 | U grupi (ab)^n = a^nb^n.,"Istina, istina","Lažno, lažno","Istina, laž","Lažno, istinito",B
U kojoj meri konkurencija u jednoj zemlji utiče na konkurenciju u drugim zemljama?,Međunarodna trgovina,Globalna ekonomija,Globalna konkurencija,Globalizacija,D
"Programer je napisao program ispod. Program koristi listu brojeva koji se nazivaju numList. Program ima za cilj da prikaže zbir brojeva na listi.
 Suma ← numlist [1]
 ZA SVAKU VRIJEDNOST U NUMLISTI
 suma ← suma + vrijednost
 PRIKAŽI SUMU
 Da bi testirao program, programer inicijalizira numList na [0, 1, 4, 5]. Program prikazuje 10, a programer zaključuje da program radi kako je predviđeno. Šta je od navedenog tačno?",Zaključak je tačan; Program funkcioniše kako je i planirano.,"Zaključak je netačan; Program ne prikazuje ispravnu vrijednost za test slučaj [0, 1, 4, 5].","Zaključak je netačan; Korišćenje testnog slučaja [0, 1, 4, 5] nije dovoljno da se zaključi da je program tačan.","Zaključak je netačan; koristeći test slučaj [0, 1, 4, 5] samo potvrđuje da program radi za liste u rastućem redoslijedu.",C
Zašto se Parfit protivi jednakosti?,On tvrdi da je neravnopravno društvo neizbježno.,"On tvrdi da davanjem prioriteta potrebama siromašnih, možemo povećati ravnopravnost.",On je istakao da je svako od nas odgovoran za sopstveno siromaštvo.,On u potpunosti odbacuje ideju jednakosti.,B
"Ovo pitanje se odnosi na sledeće informacije.
""Zaista, kao što se i fetve istaknutih učenjaka koji svoje mišljenje zasnivaju na razumu i tradiciji i konsenzus sunitske zajednice slažu da drevna obaveza istrebljenja, istrebljenja i protjerivanja zlih inovacija mora biti cilj naše uzvišene težnje, jer ""Vjerski žar je pobjeda vjere Boga Milostivog""; U skladu sa riječima Poslanika, sallallahu alejhi ve sellem, ""Ko god uvede zle inovacije u naš poredak, mora biti izbačen"" i ""ko god uradi bilo šta protiv našeg poretka, mora biti izbačen,"" akcija je postala neophodna i hitna.
Pismo osmanskog sultana Selima I Safavidu Šahu Ismailu I, 1514.
Safavidi su izazvali bijes islamskih carstava kao što su Osmanlijsko i Mogulsko carstvo prvenstveno zbog Safavida.",Ekspanzionističko carstvo geografski smješteno između dva ekspanzionista,Odbacivanje osnovnih principa islama,Porobljavali su hrišćane i pretvorili ih u safavidske borce.,Ismail se proglasio kalifom,A
"Ovo pitanje se odnosi na sledeće informacije.
Hodam pored kolone, pitam šta se dešava.
Vojnik jednostavno kaže: ""Svakim danom sve više zovu.
""Neki od nas su poslati na sjever u Žutu rijeku sa petnaest godina,
A sada u 40 idemo u garnizone na zapadu.
Na našoj prvoj turneji, seoski upravnik je morao da nam veže marame.
Kada smo se vratili, kosa nam je bila bijela, ali još uvijek ima još nemira.
Granični garnizoni trče krvlju, dovoljno da ispune okean,
Ali teritorijalne ambicije Vojnog cara tek treba da se povuku.
U stotinu okruga istočno od planina, po cijeloj zemlji Han,
Mora da postoji deset hiljada sela koja sada napadaju.
Čak i ako su žene dovoljno jake da se nose sa motikom i plugom,
Usjevi rastu u svakom pogledu, polja su u neredu.
To je najteže za Shanxi muškarce, sa njihovom reputacijom boraca:
Okruženi su kao psi ili kokoši, svaki mužjak je impresioniran.
""Ali gospodine, iako je lijepo od vas što pitate,
Žalba nije dio zadatka vojnika.
Možemo samo da klimnemo glavama. Uzmite ovu zimu:
Shanxi trupe nikada nisu poslane kući.
Nadležni organi zahtevaju porez na zemljište,
Ali odakle će doći? Kamen ne krvari!
Iskreno mislim da je loša sreća roditi sina sada,
Bolje je imati ćerku: bar može da se uda
I živjeti sa susjedima iz susjedstva.
Ali sin će završiti ležeći u nekoj dalekoj preriji.""
Du Fu, ""Balada o vojnim kolicima,"" oko 750. n.e.
Pesma pruža dokaze o tome šta od navedenog u vezi sa rodnim odnosima u Tang društvu?",Konfučijanski odnosi između muža i žene i dalje su bili jaki u društvu Tang.,Carski propisi naglašavali su rođenje sposobnih sinova nad kćerkama kako bi ispunili regrutacijske kvote.,Poljoprivredni rad mogu dijeliti i žene i muškarci.,Tradicionalni kineski rodni odnosi su preokrenuti tokom vladavine carice Wu Zetian.,C
"U xy-ravni, graf od x^(log y) = y^log x je",Prvi otvoreni kvadrant,Zatvorena krivina,Zrak u otvorenom prvom kvadrantu,Jedna tačka,A
Koja od sledećih zemalja je emitovala najviše CO2 po glavi stanovnika u 2017. godini?,Japan,Kanada,Rusija,Iran,B
Šta je replay napad?,Kada napadač odgovori na poruku koju mu je sistem poslao,"Napad koji se stalno ponavlja, tragajući za slabošću",Napad koji koristi sopstvene poruke sistema i stoga se ne može odbraniti od,"Napadač šalje zarobljenu poruku, a sajt je prihvata i odgovara u korist napadača.",D
Činjenica da je infracrvena frekvencija apsorpcije deuterijum hlorida (DCl) pomerena sa frekvencije hlorovodonika (HCl) je zbog razlika u njihovom,elektronska distribucija,dipolni moment,konstanta sile,smanjena masa,D
"Kvantna efikasnost detektora fotona je 0,1. Ako se u detektor pošalje 100 fotona, jedan za drugim, detektor će detektovati fotone.","10 puta, sa RMS devijacijom od oko 4","u prosjeku 10 puta, sa odstupanjem od rms od oko 3","u prosjeku 10 puta, sa odstupanjem od rms od oko 1","u prosjeku 10 puta, sa odstupanjem od rms od oko 0,1",B
Koji od sledećih skupova bitova NE može da se opiše regularnim izrazom?,Svi bitni nizovi čiji je broj nula višekratnik od pet,Svi bitovi počinju sa nulom i završavaju se sa jednim,Svi bitovi sa parnim brojem nula,Svi bitovi sa više jedinica nego nula,D
Adaptacije biljaka kako bi se smanjio gubitak vode u okruženjima sa visokim temperaturama uključuju koji od sljedećih uzroka?,Brojne stome,Tanke kutikule,Bodlje umjesto lišća,Veliki odnos površine i volumena,C
Mutacije su greške u DNK koje:,uvek su štetni.,Ovo se dešava samo u prisustvu kancerogenih materija.,povećanje rasta tumora.,Dešava se spontano na niskom nivou.,D
Šta je od navedenog istina o hipotiroidizmu?,Gubitak težine,Pre-tibijalni miksoedem,Povišen nivo TSH,Averzija prema toplim mjestima,C
"Procenjene vrednosti kuća u gradu imaju prosek od 125.000 dolara sa standardnom devijacijom od 23.000 dolara. Zbog novog ugovora o nastavnicima, školskom okrugu je potrebno dodatnih 10% sredstava u odnosu na prethodnu godinu. Da bi se prikupio ovaj dodatni novac, grad nalaže kancelariji za procenu da podigne sve procenjene vrednosti kuća za 5.000 dolara. Koja će biti nova standardna devijacija procijenjenih vrijednosti kuća u gradu?","$23,000 ","$25,300 ","$28,000 ","$30,300 ",A
" U svojoj raspravi o diskriminaciji u ratu, Valls sugerira da",Nema razlike između boraca i neboraca.,Razlika između boraca i neboraca je stvar stepena.,Razlika između boraca i neboraca je kategorična i jasna.,"""Terorizam"" treba definisati kao neselektivno nasilje.",B
" Prema Nussbaumu, tretiranje nekoga kao objekta je",dovoljno za seksualnu objektivizaciju.,neophodna za seksualnu objektivizaciju.,Nije neophodno za seksualnu objektivizaciju.,sve navedeno.,C
"Za koji od ova dva scenarija glavni lik (koji koristi I/me/my) radi nešto očigledno moralno pogrešno, prema običnim moralnim standardima u SAD-u od 2020. godine? scenario 1 | Dok su mi roditelji spavali, ja sam trčao. Scenario 2 | Sipao sam deterdžent u perilicu punu cimerove odeće.","Pogrešno, pogrešno.","Pogrešno, nije pogrešno.","Nije pogrešno, pogrešno.","Nije pogrešno, nije pogrešno.",D
"Za koji od ova dva scenarija glavni lik (koji koristi I/me/my) radi nešto očigledno moralno pogrešno, prema običnim moralnim standardima u SAD-u od 2020. godine? scenario 1 | Ponekad pokušavam reći istinu, osim ako me to ne uvali u nevolju. Scenario 2 | Poljubio sam svoju djevojku na mađioničarskoj predstavi.","Pogrešno, pogrešno.","Pogrešno, nije pogrešno.","Nije pogrešno, pogrešno.","Nije pogrešno, nije pogrešno.",B
"Za koji od ova dva scenarija glavni lik (koji koristi I/me/my) radi nešto očigledno moralno pogrešno, prema običnim moralnim standardima u SAD-u od 2020. godine? scenario 1 | Pregazio sam svježi tepih kosilicom. Scenario 2 | Mokrila sam u ruku da bih mogla da je testiram na infekciju.","Pogrešno, pogrešno.","Pogrešno, nije pogrešno.","Nije pogrešno, pogrešno.","Nije pogrešno, nije pogrešno.",A
"Za koji od ova dva scenarija glavni lik (koji koristi I/me/my) radi nešto očigledno moralno pogrešno, prema običnim moralnim standardima u SAD-u od 2020. godine? scenario 1 | Vidio sam slavnog Eltona Johna ispred koncertne arene i slikao ga bez pitanja. Scenario 2 | Prijavio sam još jednog stražara koji se ušunjao u opojne droge u zatvor i prodaje ih zatvorenicima.","Pogrešno, pogrešno.","Pogrešno, nije pogrešno.","Nije pogrešno, pogrešno.","Nije pogrešno, nije pogrešno.",D
"Za koji od ova dva scenarija glavni lik (koji koristi I/me/my) radi nešto očigledno moralno pogrešno, prema običnim moralnim standardima u SAD-u od 2020. godine? scenario 1 | Udario sam u pauze da promašim loptu dok je ulazila na cestu. Scenario 2 | Naučio sam decu da sviraju ksilofon.","Pogrešno, pogrešno.","Pogrešno, nije pogrešno.","Nije pogrešno, pogrešno.","Nije pogrešno, nije pogrešno.",D
"Za koji od ova dva scenarija glavni lik (koji koristi I/me/my) radi nešto očigledno moralno pogrešno, prema običnim moralnim standardima u SAD-u od 2020. godine? scenario 1 | Kada mi se pokvario zamrzivač u restoranu, poslužio sam toplo meso iako sam znao da je vrlo nesigurno. Scenario 2 | Odlučio sam da zapalim vatru u šumi.","Pogrešno, pogrešno.","Pogrešno, nije pogrešno.","Nije pogrešno, pogrešno.","Nije pogrešno, nije pogrešno.",A
"Veća potrošnja mlijeka
",Prijavljeno je da je povezan sa većom učestalošću preloma i većom smrtnošću u nekoliko studija.,"Tokom puberteta, čini se da je povezan sa većom mineralnom gustinom kostiju u kasnijem životu.",Konzistentno je povezan sa nižom stopom preloma,U zemljama sa najvećom stopom preloma sugeriše da je konzumacija mleka korisna za skelet.,A
"Koja od sledećih izjava o metabolizmu glukoze je tačna?
",Glukagon povećava brzinu glikolize,Glikoliza zahtijeva NADP+,"U glikolizi, glukoza se razlaže u dva proizvoda od tri ugljika.",Krajnji proizvod glikolize u crvenim krvnim zrncima je piruvat,C
Nagel tvrdi da je problem moralne sreće usko povezan sa problemom:,postojanja boga.,sloboda volje.,Psihološki egoizam.,Univerzalno.,B
"Prema Singeru, poštivanje njegovog principa zahtijeva:","Skromne promene u našim ličnim navikama, ali ne i u našem društvu u celini.","Skromne promene u našim ličnim navikama, kao i u društvu.","drastične promene u našim ličnim navikama, ali ne i u našem društvu.","drastične promene kako u našim ličnim navikama, tako i u društvu.",D
Koji od sledećih je poslednji koji će biti okupiran od strane ljudskih bića?,nova gvineja,Australija,Novi Zeland,Timor,C
Nubijska civilizacija:,podstakao i podstakao uspon egipatske kulture.,To je bio rezultat mezopotamske kolonizacije na jugu.,"Razvijen je kao odgovor, ali ne i u imitaciji egipatske kulture.",Nema kontakta sa susednim kulturama.,C
Državni entitet je dužan da uključi izveštaj o tokovima gotovine u koji od sledećih finansijskih izveštaja?,Finansijski izveštaji državnog fonda.,Državni finansijski izveštaji.,Finansijski izveštaji vlasničkog fonda.,Finansijski izveštaji fiducijarnog fonda.,C
Koja od sledećih izjava je tačna kada se odnosi na promene računovodstvenih procena?,Većina promena u računovodstvenim procenama se računa retrospektivno.,"Kad god je nemoguće utvrditi da li je došlo do promene procene ili promene računovodstvenog principa, promenu treba smatrati promenom principa.","Kad god je nemoguće utvrditi da li je došlo do promene računovodstvene procene ili promene računovodstvenog principa, promenu treba smatrati promenom procene.",Lakše je razlikovati promjenu računovodstvene procjene i promjenu računovodstvenog principa nego razliku između promjene računovodstvene procjene i ispravke greške.,C
"U saobraćajnoj nesreći vozača teško je povređen još jedan vozač. Vozač je uhapšen zbog vožnje pogrešnom trakom i platio je novčanu kaznu. Vozač je imao ograničenje polise od samo 15.000 dolara za odgovornost treće strane u vezi sa polisom osiguranja. Nakon što je osiguraniku vozača dostavio potpuni medicinski izvještaj, sve medicinske račune, medicinske kartone i druge potrebne dokaze o šteti, povrijeđeni tužitelj zatražio je ograničenja politike. Tužilac je obavestio da će zahtev za lošu veru biti podnet ako se ograničenja politike ne plate odmah. Osiguravajuće društvo je odbilo plaćanje bez obrazloženja. Porota je povrijeđenom tužitelju dodijelila 200.000 dolara. Povređeni tužilac je dobio potpisani zadatak od nemarnog vozača koji je podnosiocu zahteva dao sva prava koja je vozač možda imao protiv svog osiguravača. Hoće li sud vjerojatno prisiliti osiguravajuće društvo da po tim činjenicama isplati puni iznos presude porote ozlijeđenoj osobi?",Limit polise je 15.000 dolara i to je sve što oštećena osoba može prikupiti nema akcije za lošu vjeru na ugovoru o osiguranju.,Osiguravajuće društvo prekršilo je podrazumevani pakt dobre volje i pravičnog poslovanja koji je implicitan u svakom ugovoru o osiguranju i mora da plati pun iznos presude.,"Loša vjera je lična za osiguranika i njegovog osiguravača zadatak je bio nevažeći, a oštećeno lice nema pravo da prisili osiguravača na plaćanje.",Oštećeni mora da sprovede celu svoju presudu protiv vozača i nikada ne može da goni osiguravača za taj iznos.,C
"Stambena korporacija je posjedovala komad zemlje. Stambena korporacija je pripremila razvojni plan za podjelu zemljišta na 100 parcela i stvaranje stambene zajednice na traktu. Deklaracijom o paktovima stvoreno je udruženje vlasnika kuća, administrativni entitet koji će upravljati i provoditi propise i ograničenja recitovana među sporazumima. Jedno od ograničenja navedenih u Deklaraciji o paktu glasi: ""Na bilo kom delu imovine nikada neće biti podignuta, dozvoljena ili održavana bilo koja struktura dizajnirana ili korišćena kao salon ili mesto za prodaju ili proizvodnju slada, vinousa ili alkoholnih pića."" Deklaracija o paktovima je propisno evidentirana i uvrštena je u djelo koje je uzeo učitelj kada je u razvoju kupio parcelu 62. Učitelj je odmah zabilježio njegovo djelo. Učitelj je kuću iznajmio bibliotekaru na period od godinu dana. Zakup je uključivao ista ograničenja kao i ona u Deklaraciji o paktovima i u učiteljskom aktu. Knjižničar je odmah počeo prodavati alkohol u prostorijama tijekom tjednih ""after hours"" zabava. Udruženje vlasnika kuća tuži bibliotekara u akciji za naknadu štete. Koji od sledećih argumenata je najbolji argument za bibliotekara?",Pravilo u Spenserovom slučaju sprečava bibliotekara da bude odgovoran.,Bibliotekar nije u tajnosti sa ugovorom sa udruženjem vlasnika kuća.,Knjižničar nije u posjedu s učiteljem.,Ostale parcele u neposrednoj blizini koriste se u komercijalne svrhe.,B
"Da bi podstakla upis na fakultete, država obezbeđuje poresko oslobođenje od 200 dolara za državne poreze za one koji su redovni studenti na koledžima u državi. Studentkinjama koje pohađaju poluvreme i dalje je dozvoljeno oslobađanje od poreza od 100 dolara, dok muškim studentima koji pohađaju poluvreme više nije dozvoljeno nikakvo oslobađanje od poreza. Koji od sljedećih najtočnije sumira ispravnu vladavinu ustavnog prava u pogledu državnog poreznog oslobođenja za studente koji upisuju poluvrijeme?",Poresko oslobođenje bi bilo poništeno kao odbijanje odgovarajućeg postupka.,Poresko oslobođenje bi bilo poništeno kao kršenje klauzule o jednakoj zaštiti.,Poreska mera bi bila podržana kao i u oblasti materijalnog pravičnog postupka.,Poreska mera bi bila podržana kao u nadležnosti opštine da neravnopravno oporezuje različite klase lica.,B
"Ova nadležnost ima sljedeći krivični statut: ""Osoba nije odgovorna za kriminalno ponašanje ako u vrijeme takvog ponašanja, kao posljedica mentalne bolesti ili nedostatka, nema značajnu sposobnost da cijeni pogrešnost svog ponašanja ili da svoje ponašanje uskladi sa zahtjevima zakona."" Jednog popodneva, optuženi je čuvao svog petogodišnjeg nećaka. Dok su se igrali hvatanja vani, optuženi je bacio loptu preko glave svog nećaka, a ona se otkotrljala na ulicu. Instinktivno, nećak je trčao za loptom, ali se sapleo o slivnik i pao na ulicu. Kada se sapleo, nećak je teško uganuo gležanj i nije mogao ustati. Nekoliko trenutaka kasnije, veliki kamion za smeće se vraćao i pregazio nećaka, ubivši ga. Iako je optuženi vidio nevolju svog nećaka, nije se trudio da ga spasi. Nakon toga, optuženi je optužen za ubistvo iz nehata. Na suđenju je optuženi posvjedočio da je bio toliko šokiran kada je vidio nećaka kako pada u blizini kamiona za smeće da se zamrznuo i nije se mogao kretati dok ne bude prekasno. Nakon svjedočenja optuženog, vještak je svjedočio za odbranu da reakcije poput onih koje je opisao optuženi nisu neobične kada se dogodi istinski šokantan događaj. Ako porota vjeruje svjedočenju optuženog i njegovog vještaka, najbolja obrana optuženog je koja od sljedećeg?",Optuženi je patio od privremenog ludila.,Optuženom je nedostajalo potrebno mentalno stanje potrebno za izvršenje krivičnog djela.,Neuspjeh optuženog nije bio dobrovoljan.,Krivična odgovornost optuženog je nadjačana od strane vozača kamiona.,C
