Question,A,B,C,D,Answer
Chonga i-antecedent yesiphakamiso esilandelayo esinemiqathango: Iinyosi ziphumelele umdlalo wazo wokuqala kuphela ukuba mhlawumbi i-Aardvarks okanye i-Chipmunks ayiphumeleli imidlalo yayo yokuqala.,I-Aardvarks ayiphumeleli umdlalo wayo wokuqala.,Iinyosi ziphumelele umdlalo wazo wokuqala.,IChipmunks ayiphumeleli umdlalo wayo wokuqala.,Mhlawumbi iAardvarks okanye iChipmunks ayiphumeleli imidlalo yayo yokuqala.,B
Abafundi baqhuba umthambo wokwahlukana kwe-pigment yezityalo ezifuna ukuba basebenzise igumbi le-chromatography elivaliweyo kunye ne-acetone encinci emazantsi egumbini. Izilumkiso zokhuseleko ze-acetone ziquka isitatimende sokuba liliso kunye nesikhumba esicaphukisayo kwaye sinamandla okutsha. Kwezi zilandelayo' yeyiphi imiqathango yokhuseleko ekufuneka abafundi bayithathe ngelixa beqhuba umthambo?,Ukunxiba iiglavu zokudambisa umlilo ukuthwala igumbi kwi-hood fume ukuba i-acetone ibamba umlilo,"Ukubeka igumbi kwikhabhathi evaliweyo, emnyama ngexesha lokwahlukana kwe-pigment",Ukunxiba iiglavu zesikhumba kunye nokugquma impumlo nomlomo ngesigqubuthelo sesuntswana,Ukunxiba izibuko kunye neeglavu zohlobo lwe-nitrile kunye nokugcina zonke izikhongozeli ze-acetone zivaliwe,D
Yiyiphi kwezi eyenza ukufumanisa ukuhlobene kwendaleko yeentlobo ezahlukeneyo ngokusekelwe kulandelelwano lwe-amino acid yeeprotheni ezifanayo ngokuqhelekileyo kungachananga kangako kunokuzimisela kokuhlobene ngokusekelwe kulandelelwano lwe-nucleotide lwe-genes homologous?,Ukuguqulwa okuthe cwaka,Ukuphindaphinda kweGene,Iziganeko ze-translocation ezitshintsha ukulandelelana kwemfuza,Ukuwela-ngaphezulu,A
Ngaba ukubulawa okungekho mthethweni okwenziwe nguMphathiswa welizwe X phesheya isenzo jure imperiii okanye jure gestionis?,Ukuziphatha okunjalo sisenzo esidlangalaleni (jure imperii),Ihambo enjalo ayikaze itsalele ugonyo,Ukuziphatha okunjalo sisenzo sabucala (jure gestionis),Ukuziphatha okunjalo sisenzo esidlangalaleni kodwa sikhuselwe kukukhuseleka,C
"Lo mbuzo ubhekisela kule nkcazelo ilandelayo.
Okokuqala kufuneka siphawule ukuba i-cosmos i-spherical kwifom, ngokuyinxenye ngenxa yokuba le fomu ibe yinto epheleleyo egqibeleleyo efuna akukho malungu, yeyona nto ipheleleyo kunazo zonke, ngokuyinxenye ngenxa yokuba yenza ifom ye-capacious kakhulu, efanelekileyo kakhulu ukuqulatha nokugcina yonke into; okanye kwakhona ngenxa yokuba zonke iindawo ezilawulayo zendalo yonke, oko kukuthi ilanga, inyanga kunye neeplanethi zibonakala ngale ndlela; okanye ngenxa yokuba yonke into izama ukufumana le fomu, njengoko kubonakala kwimeko yamathontsi amanzi kunye neminye imizimba yamanzi ukuba bazama ukuzichaza. Ngoko akukho mntu uya kuthandabuza ukuba olu hlobo lwelwezidumbu zasezulwini. ...
Ukuba umhlaba nawo unqukuva ngoko akuthandabuzeki, kuba ucinezela macala onke embindini wayo. Nangona ngenxa yokuphakama kweentaba kunye nokudandatheka kweentlambo isangqa esigqibeleleyo asinakuqondwa, ukanti oku akuchaphazeli uhlobo jikelele lwe-spherical yomhlaba. ...
Njengoko sele kubonisiwe ukuba umhlaba unohlobo lwe-sphere, simele siqwalasele enoba intshukumo nayo ihambelana nale ndlela, kunye nendawo umhlaba ophethe kuyo kwindalo yonke. ... Uninzi lwababhali ngokuqinisekileyo bayavuma ukuba umhlaba umi ngxi embindini wendalo iphela, kwaye ucinga ukuba akunakwenzeka kwaye kuhlekisa ukucinga okuchaseneyo. Kodwa ukuba lo mbandela ulinganiswa ngenyameko, kuya kubonwa ukuba umbuzo awukagqitywa kwaye ngoko ke awuthathwa lula. Lonke utshintsho lwendawo oluqwalaselweyo lufanelekile, oko kukuthi, kwintshukumo yento eqwalaselweyo okanye yomqwalaseli, okanye kwiintshukumo zombini. ... Ngoku kuvela emhlabeni apho imvukelo yamazulu ibonwa kwaye iveliswa ngamehlo ethu. Ngoko ke ukuba umhlaba awushukumi le ntshukumo imele yenzeke kuyo yonke into engaphandle komhlaba, kodwa kwicala elichaseneyo kunokuba yonke into esemhlabeni ihambile, kwaye yolu hlobo yinguqu yemihla ngemihla. Ngoko oku kubonakala kuchaphazela yonke indalo, oko kukuthi, yonke into engaphandle komhlaba ngaphandle komhlaba ngokwawo. Ukuba, nangona kunjalo, umntu kufuneka avume ukuba le ntshukumo yayingekho engaqhelekanga emazulwini, kodwa ukuba umhlaba wawujikeleza ukusuka entshona ukuya empuma, kwaye ukuba oku kwakuqwalaselwa ngononophelo ngokubhekiselele ekuphumeni okubonakalayo kunye nokutshona kwelanga, inyanga kunye neenkwenkwezi, kuya kufunyanwa ukuba le yimeko yokwenene.""
UNicolas Copernicus, Imvukelo Yemizimba Yasezulwini, 1543
Isicatshulwa singasetyenziswa njengobungqina bokuba uCopernicus wahlukile kwiifilosofi zendalo zemveli, ze-Aristotelian zomhla wakhe kuba wacebisa ukuba",chrum kwik chrum kwik,chrum kwik chrum kwik,i-cosmos yi-geostatic,chrum kwik chrum kwik,D
"Misela ukuxinwa kwe-H + (aq) kwi-1.0 M phenol, C6H5OH, isisombululo. (I-Ka ye-phenol yi-1 × 10 ^ -10.)",1 × 10^-10 M,1 × 10^-9 M,1 × 10^-3 M,1 × 10^-5 M,D
"Yeyiphi kwezi zinto zilandelayo eziza kuthathwa njengento ""yokutsala"" kuRiva xa ucinga ngokusuka eIndiya ukuya eUnited States?",Intlupheko ye-Abject,Umsebenzi ongcono kunye nemivuzo ephezulu,Inkqubo ye-caste yaseIndiya,Ubundlobongela kwindawo ahlala kuyo,B
"Xa kuthelekiswa namaqela ezopolitiko kumazwe afana neNgilani ne-Israel, zombini ezi zineenkqubo zamaqela amaninzi, amaqela ezopolitiko aseMelika",abanamdla kangako ekuphembeleleni iziphumo zonyulo,ngaphantsi ngokucacileyo ukuchonga kunye neengcamango zezopolitiko ezingaguquguqukiyo,ayisebenzi kangako ekunyuseni imali kubaxhasi bezopolitiko,abakwaziyo ukubonakalisa iinjongo zeendawo zabo zonke,B
"Inani, elijikelezwe kwiwaka elikufutshane, lingama - 47 000. Leliphi inani elalinokujikelezwa?","46,295","46,504","47,520","47,924",B
"Itanki ikwimo ye-prism engunxantathu. Ukuba isiseko esingunxantathu sikwindawo eyi-116 yeenyawo zesikwere, kwaye itanki liziimitha ezingama-30 ubude, itanki liza kuba namanzi angakanani xa ligcwele?",1725 ft^3,1740 ft^3,3480 ft^3,6960 ft^3,C
"I-voltage eyenziwe kwi-inductor imelwe njengoko,",imveliso ye-inductance yayo kunye neyangoku ngayo.,Umlinganiselo wokungeniswa kwayo kumsinga ngokusebenzisa kuyo.,Umlinganiselo wangoku ngokusebenzisa kuyo kwi-inductance yayo.,imveliso ye-inductance yayo kunye nezinga lokutshintsha kwangoku ngayo.,D
Ziziphi kwezi mpawu zilandelayo ngokuqhelekileyo ezihambelana nokudlwengulwa komhla?,ukusetyenziswa kwamandla agqithisileyo,icetywe kwangaphambili,Ukukhuthazwa ngokwesondo,kubandakanya ukusetyenziswa kwesixhobo,C
Fumana ubude begophe y = ln x phakathi kwamanqaku apho y = 1/2 no-y = 1.,0.53,0.86,1.18,1.36,C
Fumana $-\dfrac{1}{-3}\cdot\cfrac{1}{~~\frac{1}{-3}}.$,1,-1,0,2,B
Yiyiphi imbono yengqondo eyayithandwa kakhulu ekuqaleni kwenkulungwane yamashumi amabini eNtshona Yurophu?,kwik,chrum,chrum,chrum,D
Ukungabi nakunceda okufundiweyo kunokwenzeka ukuba kunxulumene ngqo,isiphumo seBarnum.,self-ukukhonza bias.,i-locus yangaphandle yokulawula.,ingqalelo entle engenamiqathango.,C
Uphando lukaGarcia noKoelling malunga ne-aversions efundileyo lwamisela ukuba zeziphi kwezi zibini zilandelayo ze-UCS kunye ne-CS ezinamandla kakhulu kwaye zifundwe ngokukhawuleza?,ukwenza umsebenzi nokufumana umvuzo wokutya,isicaphucaphu kunye nokutya okanye isiselo,intshukumo kunye nokothuka,izohlwayo nemivuzo,B
"Amanye amanzi aseMars'akhenkcezisiwe emhlabeni kunye neminqwazi yomkhenkce kwaye ezinye zalahleka ngenxa yokukhutshwa komoya welanga kodwa amanzi amaninzi okuqala kucingelwa ukuba alahlekile ngenye indlela. Kwenzeka ntoni kule ""manzi alahlekile""?",yahluthwa yi-magnetic field xa yehla ngokukhawuleza kumandla,yaqhekezwa yaba yi-hydrogen kunye ne-oksijini ngokukhanya kwe-ultraviolet kwaye i-hydrogen yalahleka ngokuphepha ubushushu,yadliwa yimpucuko yamaMars anxaniweyo,yaba ngumphunga ngexesha lokuzithandela okukhulu kwaye yalahleka kwisithuba ngenxa yokubaleka kobushushu,B
"Ukuhamba ngesantya sokuqala se-1.5 ×-10 ^ 6 m / s, iproton ingena kummandla we-magnetic field rhoqo we-1.5 T. Ukuba i-proton yokuqala ye-velocity vector yenza i-engile ye-30 ° kunye ne-magnetic field, bala isantya seproton 4 emva kokungena kwi-magnetic field.",5.0 × 10^6 m/s,7.5 × 10^6 m/s,1.5 × 10^6 m/s,3.0 × 10^6 m/s,C
"Amandla akhutshwe ekuqhekekeni kwee-phosphates ezinamandla aphezulu, i-ATP kunye ne-phosphocreatine, inokugcina umthambo omkhulu wokusebenza malunga:",1-2 imizuzwana.,5-10 imizuzwana.,30-40 imizuzwana.,50-60 imizuzwana.,B
"Kwisekethe yechungechunge, ukuba umsinga kwisibane esinye ngu-2 A, umsinga kwisibane ecaleni kwayo","isiqingatha, 1 A",2:00 AM,Kuxhomekeke ekubeni yeyiphi isibane esisondeleyo kwibhetri,Akukho nkcazelo yaneleyo yokuthetha,B
Yeyiphi kwezi zinto zilandelayo ekunokwenzeka ukuba ivelise ukukhula koqoqosho okunamandla ngokuhamba kwexesha?,Ukusetyenziswa ngokukhawuleza kobutyebi bendalo.,Izinga eliphezulu lokungafundi kwabantu abadala.,Isitokhwe esiwayo sempahla enkulu.,Iikhredithi zerhafu yotyalo-mali.,D
Uqoqosho lukwimeko enzulu yokudodobala. Ukunikezelwa kwale meko yezoqoqosho zeziphi kwezi ngxelo zilandelayo malunga nomgaqo-nkqubo wemali ochanekileyo?,Umgaqo-nkqubo wokwandisa uya kuyenza mandundu ngakumbi imeko yokudodobala kwezoqoqosho.,Umgaqo-nkqubo wokwandisa ukwandisa kakhulu imfuno ehlanganisiweyo ukuba utyalo-mali lunovakalelo kwiinguqu kwizinga lenzala.,Umgaqo-nkqubo wokunciphisa ukhuthazo olufanelekileyo lotyalo-mali kunye nokusetyenziswa.,Ukuba imfuno yemali ngokugqibeleleyo elastic expansionary umgaqo-mali kusenokuba kakhulu ngempumelelo.,B
"Amashishini abandakanyeka kwi-akhawunti yoluntu ngenxa yeemfuno ezivela _________, ukwenzela ukuchonga ________, ukuphucula ___________ kunye nokukhuthaza _________ kunye ___________","Abachaphazelekayo, imingcipheko, ulawulo lwabachaphazelekayo, uxanduva, ukungafihlisi","Abachaphazelekayo, ukuphendula, ukungafihlisi, imingcipheko, ulawulo lwabachaphazelekayo","Abachaphazelekayo, ukuphendula, imingcipheko, abachaphazelekayo, ulawulo lwabachaphazelekayo","Abachaphazelekayo, uLawulo lwabachaphazelekayo, ukungafihlisi, iingozi, ukuphendula",A
Irhafu ebekwe kumthengisi iya kudluliselwa ngakumbi kumthengi ngohlobo lokunyuka kwamaxabiso ukuba,ixabiso elasticity imfuno elastic kakhulu.,ixabiso elasticity of imfuno kakhulu inelastic.,ixabiso elasticity of imfuno unit elastic.,umvuzo elasticity imfuno kakhulu elastic.,B
Ingxelo 1 | Kwiqela (ab)^{-2} = b^{-2}a^{-2}. Ingxelo 2 | Kwiqela (ab)^n = a^nb^n.,"Liyinyaniso elokuba, Yinyaniso","Ubuxoki, Bubuxoki","Yinyaniso, Bubuxoki","Ubuxoki, Yinyaniso",B
Liliphi igama elithi ukhuphiswano kwelinye ilizwe luphenjelelwa lukhuphiswano kwamanye amazwe?,Urhwebo lwamazwe ngamazwe,Uqoqosho lwehlabathi,Ukhuphiswano lwehlabathi,ukudityaniswa kwehlabathi,D
"Umprogram wabhala le nkqubo ingezantsi. Le nkqubo isebenzisa uluhlu lwamanani abizwa ngokuba yi-numList. Le nkqubo yenzelwe ukubonisa isixa samanani akuluhlu.
 isixa ← NumList [1]
 KWIXABISO NGALINYE NGOLUHLU LWE-NUM
 isixa ← isixa + sexabiso
 ISIXA SOKUBONISA
 Ukuze kuhlolwe inkqubo, umprogram uqala i-numList kwi-[0, 1, 4, 5]. Inkqubo ibonisa i-10, kwaye umprogram ugqiba ukuba inkqubo isebenza njengoko kujongwe. Yiyiphi kwezi zinto zilandelayo eyinyaniso?",Isigqibo sichanekile; inkqubo isebenza njengoko kujongwe.,"Isigqibo akuchanekanga; inkqubo ayibonisi ixabiso elifanelekileyo kwimeko yovavanyo [0, 1, 4, 5].","Isigqibo akuchanekanga; usebenzisa ityala lovavanyo [0, 1, 4, 5] akwanele ukugqiba ukuba inkqubo ichanekile.","Isigqibo akuchanekanga; usebenzisa ityala lovavanyo [0, 1, 4, 5] liqinisekisa kuphela ukuba inkqubo isebenza kuluhlu ngokulandelelana okwandayo.",C
Kutheni iParfit ichasa ukulingana?,Uthi kunokuba uluntu olungalinganiyo lungenakuphepheka.,"Uthi ngokubeka phambili iimfuno zamahlwempu, sinokunyusa ukulingana.",Uthi ngamnye wethu unoxanduva lobuhlwempu bethu.,Uyayigatya ngokupheleleyo ingcamango yokulingana.,B
"Lo mbuzo ubhekisela kule nkcazelo ilandelayo.
""Ngokwenene, njengoko zombini i-fatwas [abaphengululi] ababalulekileyo abasekela uluvo lwabo kwisizathu kunye nezithethe ngokufanayo kunye nokuvumelana koluntu lwamaSunni bayavuma ukuba imbopheleleko yamandulo yokufunxa, ukutshatyalaliswa, kunye nokugxothwa kwezinto ezintsha ezimbi kufuneka ibe yinjongo yomnqweno wethu ophakanyisiweyo, kuba ""inzondelelo yenkolo luloyiso loKholo lukaThixo uBeneficent""; Unokwenza ngesandla, okanye ngokuzenzekelayo. ""Nabani na owazisa izinto ezintsha ezimbi kwi-oda yethu kufuneka agxothwe"" kwaye ""Nabani na owenza i-aught ngokuchasene nomyalelo wethu kufuneka agxothwe,"" isenzo siye saba yimfuneko kwaye sigent ...""
Ileta evela e-Ottoman Sultan Selim I kuSafavid Shah Ismail I, 1514
I-Safavids yatsala umsindo wobukhosi bamaSilamsi njenge-Ottoman kunye ne-Mughal Empires ngokuyintloko ngenxa ye-Safavids",babengubukhosi be-expansionist obubekwe ngokwendawo phakathi kwabanye ababini be-expansionists,chrum chrum chrum kwik,"amaKristu angamakhoboka, awaguqula abe ngabalwi baseSafavid",U-Ismail wazibhengeza njengoCaliph,A
"Lo mbuzo ubhekisela kule nkcazelo ilandelayo.
Ndihamba ecaleni komhlathi, ndibuza ukuba kwenzeka ntoni.
Elinye ijoni lithi ngokulula: ""Babiza ngakumbi yonke imihla.
""Abanye bethu bathunyelwa ngasentla kuMlambo oMthubi beneminyaka elishumi elinesihlanu,
Kwaye ngoku kwiminyaka engamashumi amane sisingise kwiindawo zokuhlala entshona.
Kuhambo lwethu lokuqala, intloko yelali kwafuneka isibophe iibhanti zethu.
Ukubuya kwethu, iinwele zethu zazimhlophe, kodwa nangona kunjalo kukho izidubedube ezingakumbi.
Iindawo zokuhlala ezisemdeni zibaleka ngegazi, zanele ukuzalisa ulwandlekazi,
Kodwa amabhongo omhlaba woMlawuli weMartial akukafiki.
Kwizithili ezilikhulu kwimpuma yeentaba, ezweni lonke laseHan,
Kumele kubekho iidolophana ezingamawaka alishumi ezizaliswe zii-brambles ngoku.
Nokuba abafazi bomelele ngokwaneleyo ukuba baphathe i-hoe kunye nokulima,
Izityalo zikhula ngazo zonke iindlela, amasimi onke ayingxubakaxaka.
Kunzima kakhulu kumadoda aseShanxi, kunye negama labo njengabalwi:
Zijikelezwe njengezinja okanye iinkukhu, yonke inkunzi ichukumisekile.
""Kodwa mhlekazi, nangona kulungile kuwe ukubuza,
Ukukhalaza akuyonxalenye yomsebenzi wejoni.
Sinokugungqa iintloko zethu kuphela. Thatha le sizini:
Amajoni aseShanxi akazange athunyelwe ekhaya.
AmaGosa eSithili afuna irhafu yomhlaba,
Kodwa iya kuvela phi? Awukwazi ukufumana igazi kwilitye!
Ngokunyanisekileyo ndicinga ukuba lithamsanqa ukuthwala unyana ngoku,
Kungcono ukuba nentombi: ubuncinane angatshata
Kwaye uhlala nabamelwane abasecaleni.
Kodwa unyana uya kugqiba elele kumadlelo athile akude.""
Du Fu, ""I-Ballad ye-Army Carts,"" ca. 750 C.E.
Lo mbongo unikela ubungqina bokuba zeziphi kwezi zinto zilandelayo ngokubhekiselele kubudlelwane besini kuluntu lwaseTang?",Ulwalamano lwamaConfucius phakathi kwendoda nomfazi lwalusenamandla kuluntu lwaseTang.,I-Imperial rescripts yagxininisa ukuzalwa koonyana abakwaziyo ngaphezu kweentombi ukuzalisekisa i-conscription quotas.,Umsebenzi wezolimo unokwabelwana ngawo ngamabhinqa namadoda ngokufanayo.,Ubudlelwane besini bemveli baseTshayina baguqulwa ngexesha lokulawula kuka-Empress Wu Zetian.,C
"Kwi-xy-plane, igrafu ye x^(log y) = y^log x",chrum chrum kwik,igophe elivaliweyo,umtha kwisahlulo sesine sesangqa sokuqala esivulekileyo,inqaku elinye,A
Ngawaphi kula mazwe alandelayo akhupha i-CO2 eninzi kwi-capita ngo-2017?,E-Japhani,E-Canada,E-Russia,E-Iran,B
Yintoni ukuhlaselwa kwakhona?,Xa umhlaseli ephendula umyalezo othunyelwe kuyo yinkqubo,"Uhlaselo oluqhubeka luphindaphinda, luhlolisisa ubuthathaka",Ukuhlaselwa okusebenzisa imiyalezo yenkqubo ngokwayo kwaye ngoko akunakukhuselwa,"Umhlaseli uthumela kwakhona umyalezo obanjiweyo, kwaye indawo yamkela kwaye iphendula ngokuthanda komhlaseli",D
Inyaniso yokuba i-infrared absorption frequency ye-deuterium chloride (DCl) itshintshiwe kuleyo ye-hydrogen chloride (HCl) kungenxa yokungafani kwabo,Ukusasazwa kwe-electron,umzuzu we-dipole,Amandla rhoqo,ubunzima obuncitshisiweyo,D
"Ukusebenza kakuhle kwe-quantum ye-photon detector yi-0.1. Ukuba ii-photons ezili-100 zithunyelwa kwi-detector, enye emva kwenye, i-detector iya kufumana ii-photons","umlinganiselo wamaxesha e-10, kunye nokuphambuka kwe-rms malunga ne-4","umlinganiselo wamaxesha e-10, kunye nokuphambuka kwe-rms malunga ne-3","umlinganiselo wamaxesha e-10, kunye nokuphambuka kwe-rms malunga ne-1","umlinganiselo wamaxesha e-10, kunye nokuphambuka kwe-rms malunga ne-0.1",B
Yeyiphi kwezi seti zilandelayo zemigca ye-bit ENGENAKUCHAZWA ngentetho eqhelekileyo?,23 É1⁄4ËÍÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÍÍÍÍÍÍÍÍ,Zonke iintambo ze-bit ziqala nge-zero kwaye ziphela ngenye,Zonke iintambo zesuntswana kunye nenani elilinganayo lee-zero,Zonke iintambo ze-bit ezininzi kune-zeros,D
Ukulungelelaniswa kwezityalo ukunciphisa ukulahleka kwamanzi kwiindawo ezinamaqondo obushushu aphezulu kubandakanya yiyiphi kwezi zinto zilandelayo?,I-stomata eninzi,I-cuticles ebhityileyo,I-Spines endaweni yamagqabi,Imilinganiselo emikhulu yomphezulu ukuya kwivolumu,C
Ukuguqulwa ziimpazamo kwi-DNA ukuba:,zihlala ziyingozi.,kwenzeka kuphela phambi kwe-carcinogens.,ukwandisa ukukhula kwethumba.,kwenzeka ngokuzenzekelayo ngesantya esisezantsi.,D
Yiyiphi kwezi zinto zilandelayo eyinyaniso kwi-hypothyroidism?,Ukunciphisa umzimba,I-myxoedema yangaphambi kwe-tibial,Inqanaba le-TSH eliphakanyisiweyo,Ukungafuni kwiindawo ezifudumeleyo,C
"Amaxabiso ahlolwayo ezindlu esixekweni ane- $ 125,000 kunye nokuphambuka okuqhelekileyo kwe- $ 23,000. Ngenxa yesivumelwano sootitshala esitsha, isithili sesikolo sidinga i-10% eyongezelelweyo kwimali xa kuthelekiswa nonyaka ophelileyo. Ukunyusa le mali eyongezelelweyo, isixeko siyalela i-ofisi yokuhlola ukuba iphakamise onke amaxabiso ezindlu ezihlolwayo nge- $ 5,000. Kuya kuba yintoni ukuphambuka komgangatho omtsha wamaxabiso ahlolwayo ezindlu esixekweni?",$23 000 ,"$25,300 ","$28,000 ","$30,300 ",A
" Kwingxoxo yakhe yocalucalulo emfazweni, uValls ucebisa ukuba",akukho mahluko phakathi kwabalweli kunye nabangengobalwi.,umahluko phakathi kwabalweli kunye nabangengobalwi ngumbandela wesidanga.,umahluko phakathi kwabalweli kunye nabangengobalwi yi-categorical kwaye icacile.,"""ubugrogrisi"" kufuneka buchazwe njengobundlobongela obungakhethiyo.",B
" Ngokutsho kukaNussbaum, ukuphatha umntu njengento",ngokwaneleyo ukuba objectification ngokwesondo.,kuyimfuneko kwi-sexual objectification.,akuyomfuneko kwi-sexual objectification.,zonke ezi zinto zingentla.,C
"Kuba zeziphi kwezi meko zimbini umlinganiswa oyintloko (osebenzisa I / mna / yam) wenza into engalunganga ngokucacileyo ngokuziphatha, ngokwemigangatho eqhelekileyo yokuziphatha e-US ukususela ngo-2020? Imeko 1 | Njengoko abazali bam babelele, ndaya kugijima. Imeko 2 | Ndagalela isicoci kwi-washer ezele ziimpahla zomntu endihlala naye.","Ayilunganga, Ayilunganga","Ayilunganga, Ayilunganga","Akukho nto iphosakeleyo, Iphosakele","Akukho nto iphosakeleyo, Ayilunganga",D
"Kuba zeziphi kwezi meko zimbini umlinganiswa oyintloko (osebenzisa I / mna / yam) wenza into engalunganga ngokucacileyo ngokuziphatha, ngokwemigangatho eqhelekileyo yokuziphatha e-US ukususela ngo-2020? Imeko 1 | Ngamanye amaxesha ndizama ukuthetha inyaniso, ngaphandle kokuba indifaka engxakini. Imeko 2 | Ndamanga intombi yam kumboniso womlingo.","Ayilunganga, Ayilunganga","Ayilunganga, Ayilunganga","Akukho nto iphosakeleyo, Iphosakele","Akukho nto iphosakeleyo, Ayilunganga",B
"Kuba zeziphi kwezi meko zimbini umlinganiswa oyintloko (osebenzisa I / mna / yam) wenza into engalunganga ngokucacileyo ngokuziphatha, ngokwemigangatho eqhelekileyo yokuziphatha e-US ukususela ngo-2020? Imeko 1 | Ndabaleka phezu kwekhaphethi entsha ndikunye nomatshini wokucheba ingca. Imeko 2 | Ndachama esandleni sam ukuze ndikwazi ukuyivavanya ukuba inokosuleleka.","Ayilunganga, Ayilunganga","Ayilunganga, Ayilunganga","Akukho nto iphosakeleyo, Iphosakele","Akukho nto iphosakeleyo, Ayilunganga",A
"Kuba zeziphi kwezi meko zimbini umlinganiswa oyintloko (osebenzisa I / mna / yam) wenza into engalunganga ngokucacileyo ngokuziphatha, ngokwemigangatho eqhelekileyo yokuziphatha e-US ukususela ngo-2020? Imeko 1 | Ndabona uElton John odumileyo ngaphandle kwebala lekhonsathi ndaza ndathatha umfanekiso wakhe ngaphandle kokumbuza. Imeko 2 | Ndanikela ingxelo ngomnye unogada ofihla iziyobisi zeziyobisi entolongweni aze azithengise kumabanjwa.","Ayilunganga, Ayilunganga","Ayilunganga, Ayilunganga","Akukho nto iphosakeleyo, Iphosakele","Akukho nto iphosakeleyo, Ayilunganga",D
"Kuba zeziphi kwezi meko zimbini umlinganiswa oyintloko (osebenzisa I / mna / yam) wenza into engalunganga ngokucacileyo ngokuziphatha, ngokwemigangatho eqhelekileyo yokuziphatha e-US ukususela ngo-2020? Imeko 1 | Ndabetha ikhefu lam ukuze ndiphoswe yibhola njengoko yafika endleleni. Imeko 2 | Ndafundisa abantwana bam ukuba badlale i-xylophone.","Ayilunganga, Ayilunganga","Ayilunganga, Ayilunganga","Akukho nto iphosakeleyo, Iphosakele","Akukho nto iphosakeleyo, Ayilunganga",D
