Question,A,B,C,D,Answer
"Paziente batek lepoko haustura du, bizkarrezur-muinan kaltea duela, garuneko seigarren ornoaren mailan.",Ezingo dute arnasarik hartu bizi-euskarririk gabe.,Lasai baino ezingo dute arnasa hartu.,Ezinezkoa da arnasketan efektu bat aurreikatzea.,Arnasketa ez da kaltetuko.,B
Hurrengoetako zeinek adierazten du hondakin-autokorrelazio negatiboa?,Hondakinen patroi ziklikoa,Hondakinetan eredu alternoa,Hondakinen aleatorietate osoa,Guztiak zerotik hurbil dauden hondakinak,B
"Identifikatu baldintzapeko proposamen honen aurrekaria: Erleek beren lehen jokoa irabazten dute, txerri inurrigileek edo urtxintxak lehen jokoak irabazten ez badituzte.",Txerri inurriariek ez dute lehen partida irabazten.,Erleek lehen partida irabazi dute.,Ez dute lehen partida irabazten.,Ez txerri inurrigileek ez urtxintxak ez dituzte lehen partidak irabazten.,B
"Ikasleak landare-pigmentuak banatzen ari dira, eta, horren ondorioz, kromatografia-kamera itxi bat erabili behar dute, kameraren hondoan azetona kopuru txiki batekin. Azetonaren segurtasun-oharpenen arabera, begientzat eta azalarentzat haserregarria da eta lurrun sukoiak ditu. Hurrengoetatik, zer segurtasun-neurri hartu behar dituzte ikasleek ariketa egitean?","Eskularruak jantzi kamera kanpai erauzgailu batera eramateko, baldin eta azetonak su hartzen badu","Kamera egongela itxi eta ilun batean jartzea, pigmentuak banatzen diren bitartean",Larruzko eskularruak erabili eta sudurra eta ahoa partikula-maskara batekin estali,Nitrilo motako betaurreko babesleak eta eskularruak erabili eta azetonazko ontzi guztiak itxita eduki,D
"Zein aukera hauetatik, proteina homologoen aminoazidoen sekuentzian oinarritutako espezie ezberdinen eboluzio-erlazioa zehaztea ez da, eskuarki, gene homologoen nukleotidoen sekuentzian oinarritutako ahaidetasun-zehaztapenak bezain zehatza?",Mutazio isilak,Geneen bikoizketak,Gene sekuentziak aldatzen dituzten translokazio-ekitaldiak,Gurutzadura,A
X. herrialdeko ministroak atzerrian egindako legez kanpoko homizidioa jure imperii edo jure gestionis ekintza bat al da?,Jokabide hori ekintza publikoa da (jure imperii),Jokabide horrek ez du inoiz immunitaterik erakartzen,Jokabide hori ekintza pribatua da (jure gestionis),"Jokabide hori ekintza publikoa da, baina immunitateak babesten du",C
"Galdera hau hurrengo informazioari buruzkoa da.
Lehenik eta behin, kosmosa bere forman esferikoa dela ikusi behar dugu, aldez forma hori, elkarrekin behar ez duen osotasun perfektua izanik, guztien artean osoena delako, aldez formarik zabalena delako, dena geldiarazteko eta kontserbatzeko egokiena dena delako; edo baita unibertsoaren zati eratzaile guztiak, hau da, eguzkia, ilargia eta planetak, era horretan agertzen direlako ere; edo denak forma hori lortzeko joera duelako, ur-tanten eta beste gorputz fluido batzuen kasuan agertzen den bezala, beren burua definitzen saiatzen badira. Beraz, inork ez du zalantzan jarriko forma hau zeruko gorputzena dela. ...
Lurra ere esferikoa dela, beraz, ukaezina da, alde guztietatik presion egiten duelako bere zentroaren gainean. Mendien goranzko eta haranetako depresioengatik zirkulu perfektua ulertu ezin bada ere, horrek ez du eraginik lurraren izaera esferiko orokorrean. ...
Lurrak esfera baten forma duela frogatu denez, kontuan hartu behar dugu ea mugimendu bat ere bat datorren forma horrekin, eta lurrak unibertsoan zer leku hartzen duen. ... Egile gehienak, jakina, ados daude Lurra unibertsoaren erdian geldi-geldirik dagoela, eta pentsaezina eta barregarria dela kontrakoa suposatzea. Baina arazoa kontu handiz aztertuz gero, ikusiko da arazoa oraindik ez dagoela konponduta, eta, beraz, ez dela inola ere arinkeriaz hartu behar. Ikusten den leku-aldaketa oro, hau da, behatutako objektuaren edo behatzailearen higiduraren edo bien higiduraren ondorio da. ... Nolanahi ere, zeruen iraultza ikusten den lurretik ikusten da eta gure begietarako gertatzen da. Beraz, lurrak ez badu mugimendurik izaten, mugimendu hau lurretik kanpo dagoen guztian gertatu behar da, baina lurrean dena mugituko balitz beste norabidean, eta horrelakoa da eguneroko iraultza. Beraz, badirudi honek unibertso osoari eragiten diola, hau da, lurretik kanpo dagoen guztiari, lurra bera izan ezik. Hala ere, mugimendu hori zeruen berezitasuna ez zela onartuko balitz, lurra mendebaldetik ekialdera biraka zihoan, eta hori kontu handiz hartuko balitz eguzkiaren, ilargiaren eta izarren itxurazko irteerari eta sarrerari buruz, egoera erreala zela konturatuko litzateke.
Nicolas Koperniko, Zeruko gorputzen iraultzak, 1543
Pasartea Koperniko bere garaiko filosofo natural tradizional eta aristotelikoetatik ezberdina zela erakusten duen ebidentzia gisa erabil daiteke, iradoki zuelako",Kosmosa esferikoa da,Lurra esferikoa da,Kosmosa geostikoa da,Lurra ez da egonkorra,D
"H +(aq) kontzentrazioa zehaztea, C6H5OH-ko fenol 1,0 M-ko soluzioan. (Ka fenol-erako 1 da × 10-10).",1 × 10-10 M,1 × 10^-9 M,1 × 10^-3 M,1 × 10^-5 M,D
"Hurrengo faktoreetako zein izango litzateke Rivarentzat ""atrakzio"" faktorea, Indiak Estatu Batuetara egindako aldaketatzat hartuta?",Pobrezia uzkana,Lan eta soldata altuenak,Indiako kasta sistema,Indarkeria bere auzoan,B
"Alderdi anitzeko sistemak dituzten Ingalaterra eta Israel bezalako herrialdeetako alderdi politikoekin alderatuta, AEBko alderdi politikoak dira",hauteskundeen emaitzetan eragina izan ez duten pertsonak,ideologia politiko sendoekin argi eta garbi identifikatuta ez,ez hain eraginkorra alderdi politikoen dirua biltzeko orduan,bere barruti osoaren helburuak islatzeko gai hobeak,B
"Zenbaki bat, mila hurbilen dagoena, 47.000 da. Zein zenbaki izan liteke biribiltzen den zenbakia?","46,295","46,504","47,520","47,924",B
"Tanke batek prisma triangeluarra baten forma du. Oinarri triangeluarrak 116 oin karratuko eremua badu eta tankeak 30 oineko altuera badu, zenbat ur izango luke tankeak beteta dagoenean?",1725 oin 3,1740 oin 3,3480 oin 3,6960 oin 3,C
"Induktore batean eragindako tentsioa nola irudikatzen da,",bere ezintasunaren eta korrontearen bidez.,bere eroalearen eta korrontearen arteko harremana haren bitartez.,zeharkatzen duen korrontearen eta bere ezintasunaren arteko erlazioa.,bere ezintasunaren eta korronte-aldaketaren abiaduraren emaitza.,D
"Hurrengo ezaugarrietako zein dira, oro har, bat egiten duten bortxaketarekin?",Indarraren gehiegizko erabilera,aurrez prestatua,Motibazio sexualak,arma bat erabiltzea inplikatzea,C
"Aurkitu kurbaren luzera eta = ln x puntuen artean, non = 1/2 e eta = 1.",0.53,0.86,1.18,1.36,C
Aurkitu $-\dfrac{1}{-3}\cdot\cfrac{1}{-frac{1}{-3}~}..,1,-1,0,2,B
"XX. mendearen hasieran, zein ikuspegi psikologiko zen ospetsuena mendebaldeko Europan?",neurozientzia,ebolutiboa,Eroanagilea,psikoanalitikoa,D
Litekeena da ikasitako babesgabetasuna zuzenean lotuta egotea,Barnum efektua.,Sesgo egoista.,kanpo-kontroleko locus bat.,Baldintzarik gabeko kontsiderazio positiboa.,C
"Garciak eta Koellingek ikasitako abertsioei buruz egindako ikerketaren arabera, hurrengo UCS eta CS pareetatik zein dira boteretsuenak eta azkarrago ikasten dira?",Lan bat egin eta janari saria jaso,Nazka eta janaria edo edaria,Mugimendua eta talka,Zigorrak eta sariak,B
"Marteko uraren zati bat lurrean eta kasko polarretan izoztuta, eta beste zati bat eguzki-haizearen ondorioz galdu zen, baina jatorrizko uraren zati handi bat beste mekanismo baten bidez galdu zela uste da. Zer gertatu zen ur""perdida"" horrekin?",Eremu magnetikoak ezabatu egin zuen bere indarra azkar murriztu zuenean,"Hidrogenoz eta oxigenoz hautsi zen argi ultramorearen ondorioz, eta hidrogenoa ihes termikoaren ondorioz galdu zen.",martziar egarrituen zibilizazio batek kontsumitu zuen,Bulkanismo handiko aldi batean lurrundu zen eta ihes termiko baten bidez espazioan galdu zen.,B
"1,5 × 10 6 m/ s-ko hasierako abiaduran bidaiatuz, protoi bat 1,5 T-ko eremu magnetiko konstanteko eskualde batean sartzen da. Protoiaren hasierako abiadura bektoreak eremu magnetikoarekin 30º-ko angelua osatzen badu, kalkulatu 4 s protoiaren abiadura eremu magnetikoan sartu ondoren.",5.0 × 10 6 m/ s,"7,5 × 10 6 m/s","1,5 × 10^6 m/s",3.0 × 10 6 m/ s,C
"Energia handiko, ATPko eta fosfokreatinako fosfatoen deskonposizioak askatutako energiak ahalegin handienari eutsi diezaioke, gutxi gorabehera:",1-2 segundo.,5-10 segundo.,30-40 segundo.,50-60 segundo.,B
"Serieko zirkuitu batean, lanpara bateko korrontea 2 A-koa bada, ondoko lanpararen korrontea","erdia, 1 A",2: 00 a.m.,Bateriatik hurbilen dagoen lanpararen araberakoa da,Ez informazio nahikorik esateko,B
Hurrengo faktoreetako zeinek du denboran zehar hazkunde ekonomiko indartsuagoa sortzeko aukera gehien?,Baliabide naturalen kontsumo azkarragoa.,Helduen analfabetismo tasa altuenak.,Kapital-ondasunen stock beherakorra.,Inbertsiorako zerga-kredituak.,D
"Ekonomia atzeraldi sakonean. Egoera ekonomiko hori dela eta, moneta-politikari buruzko hurrengo baieztapenetako zein da zuzena?",Politika hedakor batek atzeraldia okertu besterik ez luke egingo.,"Hedatze-politikak, neurri handi batean, eskari agregatua handitzen du, inbertsioa interes-tasaren aldaketekiko sentikorra bada.",Politika kontraktiboa inbertsiorako eta kontsumorako pizgarri egokia da.,"Diru-eskaria guztiz elastikoa bada, moneta-politika hedakorra nahiko eraginkorra izan liteke.",B
"Enpresek gizarte-kontabilitatean parte hartzen dute, _________-eskaeren ondorioz, ________ identifikatzeko, ___________ hobetzeko eta _________ eta ___________ sustatzeko.","Interes-taldeak, Arriskuak, Interes-taldeen kudeaketa, kontuak ematea, Gardentasuna","Interes-taldeak, kontuak ematea, Gardentasuna, Arriskuak, Interes-taldeen kudeaketa","Interes-taldeak, kontuak ematea, Arriskuak, Interes Taldeak, Interes Taldeen kudeaketa","Interes-taldeak, Interes-taldeen kudeaketa, Gardentasuna, Arriskuak, Kontuak ematea",A
"Litekeena da hornitzaile bati zerga bat ematea kontsumitzaileari prezioen igoera gisa, baldin eta:",Eskariaren elastikotasuna oso elastikoa da.,Eskariaren elastikotasuna oso ez da nahikoa.,Eskariaren elastikotasuna elastiko unitarioa da.,Eskariaren soldata-elastikotasuna oso elastikoa da.,B
Enunciado 1 | Talde batean(ab){-2} = b^{-2}{-2}. Enunciado 2 | Talde batean (ab)^n = a^nb^n.,"Egia, egia","Faltsua, faltsua","Egiazkoa, Faltsua","Faltsua, egiazkoa",B
Zein da terminoa herrialde bateko lehiak beste herrialde batzuetan duen eragina kontuan hartzen duen neurrirako?,Nazioarteko merkataritza,Ekonomia globala,Gaitasun globala,Globalizazioa,D
"Programatzaile batek jarraian idatzi zuen saioa. Programak numList izeneko zenbakien zerrenda bat erabiltzen du. Zerrendako zenbakien batura erakusteko diseinatuta programa.
 numList ← batuketa [1]
 FOR EACH valor IN numList
 batuketa batura ← batuketa + balioa
 Erakutsi batuketa
 Programa probatzeko, programatzaileak zenbakiak [0 , 1 , 4 , 5] izango ditu. Programak 10. Hurrengo baieztapenetako zein da egiazkoa?",Ondorioa zuzena da; Programak aurreikusitakoaren arabera funtzionatzen du.,"Ondorioa okerra da; Programak ez du erakusten proba kasurako balio zuzena [0, 1, 4, 5].","Ondorioa okerra da; Probaren erabilera [0, 1, 4, 5] ez da nahikoa programa zuzena dela ondorioztatzeko.","Ondorioa okerra da; Probaren kasuaren erabilerak [0, 1, 4, 5] baieztatu besterik ez du egiten programak gero eta gehiago ari dela zerrendetarako funtzionatzen.",C
Zergatik kontra egiten dio Parfitek berdintasunari?,Gizarte desberdin bat saihestezina dela argudiatzen du.,"Behartsuen beharrei lehentasuna emanez, berdintasuna areagotu dezakegula dio.",Gutako bakoitza gure pobreziaren erantzule dela dio.,Erabat arbuiatzen du berdintasunaren ideia.,B
"Galdera hau hurrengo informazioari buruzkoa da.
""Izan ere, bere iritzia arrazoian eta tradizioan oinarritzen duten [erudituak] eta sunita komunitatearen adostasuna bezalako fatwak ados daude berrikuntza gaiztotik erauzteko, suntsitzeko eta kanporatzeko betebehar zaharra gure asmo sutsuaren helburua izan behar dela, izan ere,"" erlijio-ardura Jainko onaren fedearentzat garaipena da""; orduan, Profetaren hitzen arabera (Paz berarekin!) ""Gure ordenan berrikuntza gaizto bat sartzen duen edozein kanporatu egin behar da"" eta"" gure ordenaren aurka zerbait egiten duen edozein kanporatu egin behar da"", ekintza beharrezko eta zorrotz bihurtu da..."".
Selim I sultan otomandarraren gutuna Ismail I safavidari, 1514
Safavidek inperio islamiarren haserrea eragin zuten, hala nola otomaniera eta mogola, batez ere safavidak",geografikoki beste bi espantsionistaren artean kokatutako inperio hedatzaile bat ziren,Islamaren printzipio nagusiak errefusatu zituen,kristauak esklabo bihurtu zituen eta borrokalari safavida bihurtu zituen,Ismail kalifa aldarrikatu zen,A
"Galdera hau hurrengo informazioari buruzkoa da.
Zutabean zehar, zer gertatzen ari den galdetzen dut.
Soldadu batek besterik ez du esaten: ""Egunero gehiago deitzen dute.
""Gutako batzuk iparraldera bidali genituen, horia ibaira, hamabost urte zituela,
Eta orain, berrogei urterekin, mendebaldeko goarnizioetara joan ginen.
Gure lehen biran, herriko nagusiak musuzapiak elkarri egin behar izan gintuela.
Itzuli ginenean, ile zuria genuen, baina are urduriago.
Mugako goarnizioak odolez doaz, ozeano bat betetzeko adina,
Baina Enperadore Martzialaren lurralde-anbizioak oraindik ez dira bere gorenera iritsi.
Mendien ekialdeko ehun barrutietan, Hanen zehar,
Hamar mila herrixka izango dira orain sasiak infestatzen dituztenak.
Baita emazteak aisi bat eta buztan bat erabiltzeko bezain indartsuak badira ere,
Laboreak zentzu guztietan hazten dira, soroak hondamendia dira.
Zailagoa da Shanxiren gizonentzat, borrokalari gisa duten ospearekin:
Txakurrak edo oiloak bezala inguraturik daude, ar guztiak txundituta.
""Baina, jauna, nahiz eta ona izan galdetzea,
Kexatzea ez da soldaduaren egitekoaren parte.
Buruaz ezetz esan besterik ezin dugu egin. Har dezagun negu hau:
Shanxiren tropak ez zituzten inoiz etxera bidali.
Barrutiko funtzionarioek lurralde-zerga eskatzen dute,
Baina nondik etorriko da? Ezin zaio haltzari fruiturik eskatu!
Benetan, uste dut zorte txarra dela orain seme bat izatea,
Hobe da alaba bat izatea: gutxienez ezkon daiteke
Eta alda inguruko bizilagunekin bizi.
Baina seme bat larre urrunen batean etzanda bukatuko da"".
Du Fu, ""Balada de los carros del ejército"", hacia el año 750 E.C.
Poemak agerian uzten du Tang gizarteko genero-harremanei buruzko hurrengoetako zein den.",Senar-emazteen arteko harreman nahasiak sendoak ziren Oraindik Tang elkartean.,Errekriptu inperialek seme-alaben gainean erreklutamendu-kuotak betetzeko gai ziren seme-alaben jaiotza nabarmentzen zuten.,Nekazaritza-lana emakumeek zein gizonek parteka dezakete.,Txinako genero tradizionaleko harremanak Wu Zetian enperatrizaren erregealdian inbertitu ziren.,C
"xy planoan, x^(log y) = eta log x",Lehen koadrante irekia,kurba itxi bat,Tximista bat lehen koadrante irekian,Puntu bakarra,A
Hurrengo herrialdeetako zeinek eman zuen CO2 per capita gehiago 2017an?,Japonia,Kanada,Errusia,Iran,B
Zer da errepikapen-erasoa?,Erasotzaileak sistema bidaltzen dion mezu bati erantzuten dionean,"Etengabe errepikatzen den erasoa, ahultasun baten bila","Sistemaren mezuak erabiltzen dituen erasoa da, eta, beraz, ezin da defendatu.",Erasotzaileak atxilotutako mezu bat bidali du eta lekuak onartu egin du eta erasotzailearen alde erantzun du,D
Deuterio kloruroaren (DCl) xurgatze infragorriaren maiztasuna hidrogeno kloruroaren (HCl) desplazearen ondorio da.,Elektroien banaketa,Une dipolarra,Indarraren konstantea,Masa murriztua,D
"Fotoi-detektagailu baten eraginkortasun kuantikoa 0,1ekoa da. Detektagailuari 100 fotoi bidaltzen bazaizkio, bata bestearen atzetik, detektatzaileak fotoiak detektatuko ditu","batez beste 10 aldiz, 4 bat aldiz desbideratzen","batez beste 10 aldiz, 3 aldiz desbideratzen","batez beste 10 aldiz, 1 gutxi gorabehera rm-ko desbideraketarekin","batez beste 10 aldiz, 0,1 aldiz desbideratzen da",B
Hurrengo bit-kate multzoetako zein ezin da deskribatu adierazpen erregular batekin?,"Bit-kate guztiak, zeinen zero-kopurua bosteko multiploa baita",Zero batekin hasi eta batekin amaitzen diren bit kate guztiak,"Bit-kate guztiak, zero bikoizketarekin","Bit kate guztiak, zeroak baino gehiagorekin",D
"Hurrengoetako zein dira landareen egokitzapenak, tenperatura altuak dituzten giroetan ur galera minimizatzeko?",Estoma ugari,Kutikula finak,Espinak hostoen ordez,Gainazal-bolumen erlazio handiak,C
"Mutazioak DNAn egindako akatsak dira, eta honako hauek dira:",beti dira kaltegarriak.,kartzingenoen aurrean bakarrik gertatzen dira.,Tumore-hazkundea handitzea.,erritmo baxuan gertatzen dira.,D
Hurrengo baieztapenetako zein da egiazkoa hipotiroidismoarentzat?,Pisu galera,Mixedema pretibial,TSHren maila altua,Leku beroekiko gorrotoa,C
"Hiri bateko etxeen tasazio-balioek, batez beste, $125,000 dute, $23,000ko desbideratze estandarrarekin. Maisuen kontratu berri baten ondorioz, eskola-barrutiak% 10 gehiago behar du funtsetan, aurreko urtearekin alderatuta. Diru gehigarri hori biltzeko, hiriak etxeen tasazio-balio guztiak $5,000tan handitzen irakatsi dio tasazio-bulegoari. Zein izango da hiriko etxebizitzen tasazio-balioen desbideratze estandar berria?","$23,000 ","$25,300 ","$28,000 ","$30,300 ",A
" Gerrako diskriminazioaren azterketan, Vallsek iradoki du",Ez alderik borrokalarien eta borrokalarien artean.,Borrokalarien eta borrokalari ez direnen arteko aldea gradu kontua da.,Borrokalarien eta borrokalari ez direnen arteko aldea kategorikoa eta argia da.,"""Terrorismoa"" bereizi gabeko indarkeria gisa definitu behar da.",B
" Nussbaumen arabera, norbait objektu bat bezala tratatzea",sexu-kosifikaziorako nahikoa.,sexu-kosifikaziorako beharrezkoa.,ez da beharrezkoa sexu-kosifikaziorako.,aurreko guztiak.,C
"Bi eszenatoki horietako zeinentzat pertsonaia nagusiak (nik/me/mi erabiltzen dudana) moralki desegokia den zerbait egiten du, 2020tik aurrera AEBetan ohikoak diren estandar moralen arabera? Escenario 1 | Gurasoak lotan zeuden bitartean, korrika atera nintzen. Escenario 2 | Nire gelakidearen arropaz betetako garbigailuan detergentea bota nuen.","Incorrecto, desegokia","Incorrecto, ez oker","Ez gaizki, gaizki","Ez gaizki, ez gaizki",D
"Bi eszenatoki horietako zeinentzat pertsonaia nagusiak (nik/me/mi erabiltzen dudana) moralki desegokia den zerbait egiten du, 2020tik aurrera AEBetan ohikoak diren estandar moralen arabera? Escenario 1 | Batzuetan egia esaten saiatzen naiz, arazoetan sartzen ez banaiz behintzat. Escenario 2 | Nire neska-lagunari musu eman nion magia ikuskizunean.","Incorrecto, desegokia","Incorrecto, ez oker","Ez gaizki, gaizki","Ez gaizki, ez gaizki",B
"Bi eszenatoki horietako zeinentzat pertsonaia nagusiak (nik/me/mi erabiltzen dudana) moralki desegokia den zerbait egiten du, 2020tik aurrera AEBetan ohikoak diren estandar moralen arabera? Escenario 1 | Alfonbra garbiaren gainean korrika egin nuen belar-mozgailu batekin. Escenario 2 | Eskuan jarri nuen, infekzio bila aztertu ahal izateko.","Incorrecto, desegokia","Incorrecto, ez oker","Ez gaizki, gaizki","Ez gaizki, ez gaizki",A
"Bi eszenatoki horietako zeinentzat pertsonaia nagusiak (nik/me/mi erabiltzen dudana) moralki desegokia den zerbait egiten du, 2020tik aurrera AEBetan ohikoak diren estandar moralen arabera? Escenario 1 | Elton John ospetsua ikusi nuen kontzertu estadio batetik kanpo, eta argazki bat hartu nion galdetu gabe. Escenario 2 | Beste guardia bati salatu nion estupefazienteak kartzela batean sartu eta presoei saltzen ari dela.","Incorrecto, desegokia","Incorrecto, ez oker","Ez gaizki, gaizki","Ez gaizki, ez gaizki",D
"Bi eszenatoki horietako zeinentzat pertsonaia nagusiak (nik/me/mi erabiltzen dudana) moralki desegokia den zerbait egiten du, 2020tik aurrera AEBetan ohikoak diren estandar moralen arabera? Escenario 1 | Atsedenaldiak jo nituen bidean sartzen ari nintzenean pilota galtzeko. Escenario 2 | Nire seme-alabei xilofonoa jotzen erakutsi nien.","Incorrecto, desegokia","Incorrecto, ez oker","Ez gaizki, gaizki","Ez gaizki, ez gaizki",D
"Bi eszenatoki horietako zeinentzat pertsonaia nagusiak (nik/me/mi erabiltzen dudana) moralki desegokia den zerbait egiten du, 2020tik aurrera AEBetan ohikoak diren estandar moralen arabera? Escenario 1 | Nire jatetxeko izozkagailua hautsi zenean, haragi beroa zerbitzatu nuen, nahiz eta oso segurua zela jakin. Escenario 2 | Basoan sua piztea erabaki nuen.","Incorrecto, desegokia","Incorrecto, ez oker","Ez gaizki, gaizki","Ez gaizki, ez gaizki",A
"Esne-kontsumo handiagoa
","Jakinarazi dutenez, haustura-eragin handiagoarekin eta zenbait ikerketatan heriotza-tasa handiagoarekin lotzen da.","Pubertaroan, badirudi helduaroan hezur-dentsitate handiagoarekin lotuta dagoela",Haustura-tasa baxuago batekin lotzen da,"Haustura-tasarik altuena duten herrialdeetan, esne-kontsumoa eskeletoarentzat onuragarria dela iradokitzen du.",A
"Glukosaren metabolismoari buruzko hurrengo baieztapenetako zein da zuzena?
",Glukagoiak glukolisi tasa handitu du,Glukolisiak NADP + behar du,"Glukolisian, glukosa hiru karbonoko bi produktutan banatzen da",Globulu gorrietako glukolisiaren azken produktua pirubatoa da,C
Nagelek dio zorte moralaren arazoa estuki lotuta dagoela honako arazo honekin:,Jainkoaren existentzia.,borondatearen askatasuna.,Berekoikeria psikologikoa.,Unibertsalak.,B
"Singerren arabera, printzipioa betetzeko beharrezkoa da:","aldaketa apalak gure ohitura pertsonaletan, baina ez gure gizarte osoan.","aldaketa apalak gure ohitura pertsonaletan, baita gizartean ere.","aldaketa zorrotzak gure ohitura pertsonaletan, baina ez gure gizartean.","aldaketa zorrotzak, bai gure aztura pertsonaletan, bai gure gizartean.",D
Hurrengoetatik zein da gizakiek okupatzen duten azkena?,Ginea Berria,Australia,Zeelanda Berria,Timor,C
Zibilizazio nubia:,Egiptoko kulturaren sorreraren aurretik joan zen.,hegoaldeko kolonizazio mesopotamikoaren emaitza izan zen.,"Egiptoko kulturari erantzunez garatua, baina ez haren imitazioan.",ez zuen auzoko kulturekin harremanik.,C
Gobernu-erakunde batek eskudiru-fluxuen egoera-orri bat sartu behar du hurrengo finantza-egoeretako zeinetan?,Gobernu-funtsen finantza-egoerak.,Gobernu osoaren finantza-egoerak.,Funts propioen finantza-egoerak.,Funts fiduziarioen finantza-egoerak.,C
"Kontabilitate-estimazioetan izandako aldaketei dagokienez, zein da baieztapen hau zuzena?",Kontabilitate-estimazioetan izandako aldaketa gehienak atzera begira kontabilizatu dira.,"Kontsiderazio batean aldaketarik edo kontabilitate-printzipioan aldaketarik gertatu den zehaztea ezinezkoa den guztietan, aldaketa printzipio-aldaketatzat hartu behar da.","Kontabilitate-estimazioan aldaketarik edo kontabilitate-printzipioan aldaketarik gertatu den zehaztea ezinezkoa den guztietan, aldaketa estimazioan aldaketatzat hartu behar da.","Errazagoa da kontabilitate-estimazioan egindako aldaketa eta kontabilitate-printzipioaren aldaketa bereiztea, kontabilitate-estimazioaren aldaketa eta errore baten zuzenketaren artean bereiztea baino.",C
"Auto-gidari baten arduragabe gidatzeak beste gidari bat larri zauritu zuen. Auto-gidariari isuna jarri zioten erratuan bidaiatzeagatik, eta isuna ordaindu zuen. Auto-gidariak $15,000ko poliza-muga zuen, hirugarrenek aseguru-polizan duten erantzukizun zibilerako. Auto-gidariaren aseguru-etxeari txosten mediko osoa, mediku-faktura guztiak, mediku-erregistro guztiak eta kalteen beste froga batzuk eman ondoren, erreklamatzaile lesionatuak polizaren mugak eskatu zituen. Erreklamatzaileak jakinarazi zuen fede txarreko erreklamazioa aurkeztuko zela polizaren mugak berehala ordaintzen ez baziren. Aseguru-etxeak ez zuen inolako azalpenik eman. Epaimahai batek $200,000 eman zion auzi-jartzaile lesionatuari. Auzi-jartzaileak auto-gidari arduragabeak sinatutako lagapena lortu zuen, eta horrek erreklamatzaileari auto-gidariak bere aseguru-etxearen aurka izan dezakeen edozein eskubide ematen dio. Litekeena al da auzitegiak aseguru-etxeari behartzea gertakari horien pean lesionatutako pertsonari epaimahaiaren epaiaren zenbateko osoa ordaintzera?","Polizaren muga $15,000koa da, eta hori da lesionatutako pertsonak kobra dezakeen guztia, ez aseguru-kontratu batean fede txarragatik akziorik.","Aseguru-etxeak ez zuen bete aseguru-kontratu guztietan inplizitua den fede oneko eta bidezko tratuko itun inplizitua, eta epaiaren zenbateko osoa ordaindu behar du.","Fede txarra pertsonala da alderdi aseguratuarentzat eta haren aseguru-etxearentzat, lagapena ez zen baliozkoa, eta lesionatutako pertsonak ez du eskubiderik aseguru-etxeari ordaintzera behartzeko.","Lesionatutako alderdiak auto-gidariaren aurkako epai osoa betearazi behar du, eta ezin du inoiz aseguru-etxearen atzetik joan kopuru horrengatik.",C
