Question,A,B,C,D,Answer
"Этот вопрос относится к следующей информации.
Во-первых, мы должны заметить, что космос имеет сферическую форму, отчасти потому, что эта форма, будучи совершенным целым, не требующим никаких соединений, является наиболее полной из всех, отчасти потому, что она образует наиболее вместительную форму, которая лучше всего подходит для того, чтобы вместить и сохранить все; или опять-таки потому, что все составные части вселенной, то есть Солнце, Луна и планеты, появляются в этой форме; Или потому, что все стремится достичь этой формы, как это происходит с каплями воды и другими жидкими телами, если они пытаются определить себя. Так что никто не усомнится в том, что эта форма принадлежит небесным телам. ...
Поэтому то, что Земля также шарообразна, не подлежит сомнению, потому что она со всех сторон давит на свой центр. Хотя из-за возвышенностей гор и впадин долин совершенный круг не может быть понят, тем не менее это не влияет на общую шарообразную природу Земли. ...
Так как уже было показано, что Земля имеет форму шара, то мы должны рассмотреть, совпадает ли движение с этой формой и какое место занимает Земля во Вселенной. ... Подавляющее большинство авторов, конечно, согласны с тем, что Земля стоит неподвижно в центре Вселенной, и считают немыслимым и нелепым предполагать обратное. Но если тщательно взвесить этот вопрос, то окажется, что вопрос еще не решен и поэтому к нему нельзя относиться легкомысленно. Всякое наблюдаемое изменение места обусловлено, а именно, движением наблюдаемого объекта или наблюдателя, или движением обоих. ... Так вот, именно с земли наблюдается вращение небес, и оно производится для наших глаз. Следовательно, если Земля не претерпевает никакого движения, то это движение должно происходить во всем, что находится вне Земли, но в противоположном направлении, чем если бы все на Земле двигалось, и такого рода является ежедневным вращением. Таким образом, это, по-видимому, влияет на всю Вселенную, то есть на все, что находится за пределами Земли, за исключением самой Земли. Однако, если допустить, что это движение не было свойственно небу, но что Земля вращалась с запада на восток, и если бы это было тщательно рассмотрено в связи с видимым восходом и заходом Солнца, Луны и звезд, то было бы обнаружено, что это было действительно так.
Николай Коперник, «Вращения небесных светил», 1543
Этот отрывок может быть использован в качестве доказательства того, что Коперник отличался от традиционных аристотелевских натурфилософов своего времени, потому что он предположил, что",Космос имеет сферическую форму,Земля имеет шарообразную форму,Космос геостатичен,Земля не неподвижна,D
"Определяют концентрацию H+(aq) в 1,0 М растворе фенола, C6H5OH. (Ka для фенола составляет 1 × 10^-10.)",1 × 10^-10 м,1 × 10^-9 м,1 × 10^-3 М,1 × 10^-5 м,D
Какой из следующих факторов будет считаться «притягивающим» фактором для Riva при рассмотрении вопроса о переезде из Индии в Соединенные Штаты?,Крайняя нищета,Лучшая работа и более высокая заработная плата,Кастовая система Индии,Насилие в ее районе,B
"По сравнению с политическими партиями в таких странах, как Англия и Израиль, которые имеют многопартийные системы, американские политические партии","менее заинтересованы в том, чтобы повлиять на исход выборов",менее четко отождествляются с последовательными политическими идеологиями,менее эффективен в привлечении денег от политических сторонников,лучше отражать цели всех своих избирателей,B
"Число, округленное до ближайшей тысячи, равно 47 000. Какое число может быть округлено?","46,295","46,504","47,520","47,924",B
"Резервуар имеет форму треугольной призмы. Если треугольное основание имеет площадь 116 квадратных футов, а резервуар имеет высоту 30 футов, сколько воды будет содержаться в резервуаре, когда он будет полон?",1725 фут^3,1740 футов^3,3480 фут^3,6960 фут^3,C
"Напряжение, индуцированное в катушке индуктивности, представляется следующим образом:",произведение его индуктивности и тока через него.,отношение его индуктивности к току через него.,отношение тока через него к его индуктивности.,произведение его индуктивности и скорости изменения тока через него.,D
Какие из следующих характеристик в целом согласуются с изнасилованием на свидании?,Применение чрезмерной силы,преднамеренный,сексуально мотивированный,предполагает применение оружия,C
"Найдите длину кривой y = ln x между точками, где y = 1/2 и y = 1.",0.53,0.86,1.18,1.36,C
Найдите $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$,1,-1,0,2,B
Какая психологическая точка зрения была наиболее популярна на рубеже ХХ века в Западной Европе?,Нейронауки,эволюционный,бихевиорист,Психоаналитической,D
"Выученная беспомощность, скорее всего, напрямую связана с",эффект Барнума.,корыстная предвзятость.,Внешний локус контроля.,безусловное позитивное отношение.,C
"Исследование Гарсиа и Келлинга, посвященное выученным отвращениям, установило, какие из следующих пар UCS и CS являются наиболее мощными и наиболее быстро усваиваемыми?",Выполнение задания и получение награды в виде еды,тошнота и еда или питье,Движение и удар,Наказания и поощрения,B
"Часть марсианской воды замерзла в почве и ледяных шапках, а часть была потеряна из-за разрушения солнечным ветром, но большая часть первоначальной воды, как полагают, была потеряна с помощью другого механизма. Что случилось с этой «потерянной» водой?","Она была разрушена магнитным полем, когда быстро уменьшилась в силе","Он расщеплялся на водород и кислород под действием ультрафиолетового света, а водород терялся из-за теплового выброса",он был поглощен цивилизацией жаждущих марсиан,Он испарился в период интенсивного вулканизма и был потерян в космосе из-за теплового выброса,B
"Двигаясь с начальной скоростью 1,5 × 10^6 м/с, протон входит в область постоянного магнитного поля величиной 1,5 Тл. Если начальный вектор скорости протона составляет угол 30° с магнитным полем, вычислить скорость протона через 4 с после входа в магнитное поле.",5.0 × 10^6 м/с,7.5 × 10^6 м/с,"1,5 × 10^6 м/с",3.0 × 10^6 м/с,C
"Энергия, высвобождаемая при расщеплении высокоэнергетических фосфатов, АТФ и фосфокреатина, может выдержать максимальную нагрузку в течение примерно:",1-2 секунды.,5-10 секунд.,30-40 секунд.,50-60 секунд.,B
"В последовательной цепи, если ток в одной лампе равен 2 А, то ток в лампе рядом с ней равен","половина, 1 А",02:00,"Зависит от того, какая лампа ближе к батарее","Недостаточно информации, чтобы сказать",B
Что из перечисленного ниже с наибольшей вероятностью приведет к более сильному экономическому росту в долгосрочной перспективе?,Более быстрое потребление природных ресурсов.,Более высокий уровень неграмотности среди взрослого населения.,Падающие запасы капитальных благ.,Инвестиционные налоговые льготы.,D
"Экономика находится в глубокой рецессии. Учитывая эту экономическую ситуацию, какое из следующих утверждений о денежно-кредитной политике является точным?",Экспансионистская политика только усугубит рецессию.,"Экспансионистская политика значительно увеличивает совокупный спрос, если инвестиции чувствительны к изменениям процентной ставки.",Политика сокращения является подходящим стимулом для инвестиций и потребления.,"Если спрос на деньги будет абсолютно эластичным, экспансионистская денежно-кредитная политика может быть весьма эффективной.",B
"Предприятия занимаются социальным учетом по требованию _________, чтобы выявить ________, улучшить ___________ и поощрить _________ и ___________","Заинтересованные стороны, Риски, Управление заинтересованными сторонами, Подотчетность, Прозрачность","Заинтересованные стороны, подотчетность, прозрачность, риски, управление заинтересованными сторонами","Заинтересованные стороны, подотчетность, риски, заинтересованные стороны, управление заинтересованными сторонами","Стейкхолдеры, Управление заинтересованными сторонами, Прозрачность, Риски, Подотчетность",A
"Налог, взимаемый с поставщика, скорее всего, будет переложен на потребителя в виде повышения цены, если",Ценовая эластичность спроса очень эластична.,Ценовая эластичность спроса крайне неэластична.,Ценовая эластичность спроса единичная эластичность.,Эластичность спроса на заработную плату очень эластична.,B
Утверждение 1 | В группе (ab)^{-2} = b^{-2}a^{-2}. Утверждение 2 | В группе (ab)^n = a^nb^n.,"Правда, правда","Ложь, Ложь","Правда, Ложь","Ложь, Правда",B
"Как называется степень, в которой конкуренция в одной стране зависит от конкуренции в других странах?",Международная торговля,Мировая экономика,Глобальная конкуренция,Глобализация,D
"Программист написал программу ниже. Программа использует список чисел numList. Программа предназначена для отображения суммы чисел в списке.
 sum ← numList [1]
 ДЛЯ КАЖДОГО значения IN numList
 сумма ← сумма + значение
 Показать сумму
 Для того, чтобы протестировать программу, программист инициализирует numList значением [0 , 1 , 4 , 5]. Программа отображает 10, и программист делает вывод, что программа работает так, как задумано. Что из перечисленного верно?","Вывод правильный; Программа работает так, как задумано.","Вывод неправильный; Программа не отображает правильное значение для тестового случая [0, 1, 4, 5].","Вывод неправильный; Использование тестового случая [0, 1, 4, 5] недостаточно для того, чтобы сделать вывод о правильности программы.","Вывод неправильный; Использование теста [0, 1, 4, 5] только подтверждает, что программа работает для списков в порядке возрастания.",C
Почему Парфит выступает против равенства?,"Он утверждает, что неравноправное общество неизбежно.","Он утверждает, что, уделяя первоочередное внимание нуждам бедных, мы можем повысить равенство.","Он утверждает, что каждый из нас несет ответственность за свою бедность.",Он полностью отвергает идею равенства.,B
"Этот вопрос относится к следующей информации.
«В самом деле, поскольку фетвы выдающихся [ученых], которые основывают свое мнение как на разуме, так и на традиции, и консенсус суннитской общины согласны с тем, что древняя обязанность искоренения, истребления и изгнания злых нововведений должна быть целью нашего возвышенного устремления, ибо «Религиозное рвение есть победа веры Бога Милостивого»; затем, согласно словам Пророка (мир ему и благословение!) «Всякий, кто вводит зло в наш порядок, должен быть изгнан» и «Всякий, кто делает что-либо против нашего порядка, должен быть изгнан», действие стало необходимым и неотложным...»
Письмо османского султана Селима I Сефевидскому шаху Исмаилу I, 1514 г.
Сефевиды навлекли на себя гнев исламских империй, таких как Османская империя и империя Великих Моголов, в первую очередь потому, что Сефевиды","были экспансионистской империей, географически расположенной между двумя другими экспансионистами",отвергли основные догматы ислама,порабощал христиан и превращал их в сефевидских воинов,Исмаил провозгласил себя халифом,A
"Этот вопрос относится к следующей информации.
Я иду рядом с колонной, спрашиваю, что происходит.
Солдат говорит просто: «Они призывают с каждым днем все больше.
«Некоторых из нас отправили на север к Желтой реке в возрасте пятнадцати лет.
А теперь, в сорок лет, мы отправляемся в гарнизоны на западе.
Во время нашей первой экскурсии староста деревни должен был завязать нам банданы.
Когда мы вернулись, наши волосы были белыми, но все равно волнений было больше.
Пограничные гарнизоны истекают кровью, достаточной для того, чтобы наполнить океан,
Но территориальные амбиции Боевого Императора еще не достигли своего пика.
В ста округах к востоку от гор, по всей земле Хань,
Должно быть, есть десять тысяч деревень, в которых сейчас кишат терновник.
Даже если жены достаточно сильны, чтобы справиться с мотыгой и плугом,
Посевы растут во все стороны, поля в беспорядке.
Тяжелее всего приходится мужчинам из Шаньси с их репутацией бойцов:
Их окружают, как собак или кур, и каждый самец впечатлен.
— Но, сэр, хотя это и хорошо с вашей стороны, что вы спрашиваете,
Жаловаться не входит в обязанности солдата.
Мы можем только покачать головой. Возьмем, к примеру, эту зиму:
Шаньсийские войска так и не были отправлены домой.
Участковые требуют земельного налога,
Но откуда он возьмется? Из камня слёз не выдавишь!
Я, честно говоря, считаю, что родить сына сейчас несчастье,
Лучше иметь дочь: по крайней мере, она может выйти замуж
И жить у соседей по соседству.
Но сын в конце концов будет лежать в какой-нибудь далекой прерии.
Ду Фу, «Баллада об армейских повозках», ок. 750 г. н. э.
В стихотворении приводятся доказательства того, что из нижеперечисленного относится к гендерным отношениям в танском обществе?",Конфуцианские отношения между мужем и женой все еще были сильны в танском обществе.,"Императорские рескрипты делали акцент на рождении способных сыновей, а не дочерей, чтобы выполнить призывные нормы.","Сельскохозяйственный труд может быть разделен как между женщинами, так и мужчинами.",Традиционные китайские гендерные отношения были изменены во время правления императрицы У Цзэтянь.,C
В плоскости xy график x^(log y) = y^log x имеет вид,Открытый первый квадрант,замкнутая кривая,Луч в открытом первом квадранте,Одна точка,A
Какая из перечисленных ниже стран в 2017 году выбросила больше всего CO2 на душу населения?,Япония,Канада,Россия,Иран,B
Что такое атака с повтором?,"Когда злоумышленник отвечает на сообщение, отправленное ему системой","Атака, которая постоянно повторяется, прощупывая слабые места","Атака, использующая собственные сообщения системы и поэтому не поддающаяся защите.","Злоумышленник повторно отправляет перехваченное сообщение, а сайт принимает его и отвечает в пользу злоумышленника",D
"Тот факт, что частота инфракрасного поглощения хлорида дейтерия (DCl) смещена по сравнению с частотой хлористого водорода (HCl), обусловлен различиями в их",Распределение электронов,дипольный момент,Постоянная силы,Уменьшенная масса,D
"Квантовая эффективность детектора фотонов равна 0,1. Если послать в детектор 100 фотонов один за другим, детектор обнаружит фотоны","в среднем в 10 раз, при среднеквадратичном отклонении около 4","в среднем в 10 раз, при среднеквадратичном отклонении около 3","в среднем в 10 раз, при среднеквадратичном отклонении около 1","в среднем в 10 раз, при среднеквадратичном отклонении около 0,1",B
Какой из следующих наборов битовых строк НЕ МОЖЕТ быть описан регулярным выражением?,"Все битовые строки, количество нулей которых кратно пяти","Все битовые строки, начинающиеся с нуля и заканчивающиеся единицей",Все битовые строки с четным числом нулей,"Все битовые строки, в которых единиц больше, чем нулей.",D
Адаптация растений для минимизации потерь воды в средах с высокими температурами включает в себя что-либо из следующего?,Многочисленные устьица,Тонкая кутикула,Колючки вместо листьев,Большое отношение поверхности к объему,C
"Мутации – это ошибки в ДНК, которые:",всегда вредны.,возникают только в присутствии канцерогенов.,усиливают рост опухоли.,возникают спонтанно с низкой частотой.,D
Что из перечисленного верно для гипотиреоза?,Потеря веса,Предбольшеберцовый микседема,Повышенный уровень ТТГ,Отвращение к теплым местам,C
"Оценочная стоимость домов в городе составляет в среднем 125 000 долларов США со стандартным отклонением в 23 000 долларов США. Из-за нового контракта с учителями школьный округ нуждается в дополнительных 10% средств по сравнению с предыдущим годом. Чтобы собрать эти дополнительные деньги, город поручает оценочному офису повысить стоимость всех оцененных домов на 5000 долларов. Каким будет новое стандартное отклонение оценочной стоимости домов в городе?",23 000 р. ,25 300 долларов США ,28 000 долларов США ,30 300 долларов США ,A
" Рассуждая о дискриминации на войне, Вальс предполагает, что",Нет никакой разницы между комбатантами и некомбатантами.,Разница между комбатантами и некомбатантами – это вопрос степени.,Разница между комбатантами и некомбатантами категорична и понятна.,«Терроризм» следует определять как неизбирательное насилие.,B
" Согласно Нуссбауму, отношение к кому-либо как к объекту",достаточный для сексуальной объективации.,необходим для сексуальной объективации.,не является необходимым для сексуальной объективации.,все вышеперечисленное.,C
"В каком из этих двух сценариев главный герой (который использует «я/меня/мое») делает что-то явно морально неправильное, в соответствии с обычными моральными стандартами в США по состоянию на 2020 год? Сценарий 1 | Пока родители спали, я отправился на пробежку. Сценарий 2 | Я налил моющее средство в стиральную машину, полную одежды моего соседа по комнате.","Неправильно, неправильно","Неправильно, Не неправильно","Не ошибаетесь, ошибаетесь","Не ошибаетесь, не ошибаетесь",D
"В каком из этих двух сценариев главный герой (который использует «я/меня/мое») делает что-то явно морально неправильное, в соответствии с обычными моральными стандартами в США по состоянию на 2020 год? Сценарий 1 | Иногда я стараюсь говорить правду, если только это не приводит меня к неприятностям. Сценарий 2 | Я поцеловал свою девушку на волшебном шоу.","Неправильно, неправильно","Неправильно, Не неправильно","Не ошибаетесь, ошибаетесь","Не ошибаетесь, не ошибаетесь",B
"В каком из этих двух сценариев главный герой (который использует «я/меня/мое») делает что-то явно морально неправильное, в соответствии с обычными моральными стандартами в США по состоянию на 2020 год? Сценарий 1 | Я пробежался по свежему ковру газонокосилкой. Сценарий 2 | Я помочился себе в руку, чтобы проверить ее на инфекцию.","Неправильно, неправильно","Неправильно, Не неправильно","Не ошибаетесь, ошибаетесь","Не ошибаетесь, не ошибаетесь",A
"В каком из этих двух сценариев главный герой (который использует «я/меня/мое») делает что-то явно морально неправильное, в соответствии с обычными моральными стандартами в США по состоянию на 2020 год? Сценарий 1 | Я увидел знаменитого Элтона Джона возле концертной арены и сфотографировал его, не спросив его. Сценарий 2 | Я сообщил о другом охраннике, который тайком проносит в тюрьму наркотические средства и продает их заключенным.","Неправильно, неправильно","Неправильно, Не неправильно","Не ошибаетесь, ошибаетесь","Не ошибаетесь, не ошибаетесь",D
"В каком из этих двух сценариев главный герой (который использует «я/меня/мое») делает что-то явно морально неправильное, в соответствии с обычными моральными стандартами в США по состоянию на 2020 год? Сценарий 1 | Я хлопнул по брейкам, чтобы пропустить мяч, когда он прилетел на дорогу. Сценарий 2 | Я учила своих детей играть на ксилофоне.","Неправильно, неправильно","Неправильно, Не неправильно","Не ошибаетесь, ошибаетесь","Не ошибаетесь, не ошибаетесь",D
"В каком из этих двух сценариев главный герой (который использует «я/меня/мое») делает что-то явно морально неправильное, в соответствии с обычными моральными стандартами в США по состоянию на 2020 год? Сценарий 1 | Когда морозильная камера в моем ресторане сломалась, я подал теплое мясо, хотя знал, что это очень небезопасно. Сценарий 2 | Я решил развести костер в лесу.","Неправильно, неправильно","Неправильно, Не неправильно","Не ошибаетесь, ошибаетесь","Не ошибаетесь, не ошибаетесь",A
"Увеличение потребления молока
","Сообщалось, что в нескольких исследованиях он связан с более высокой частотой переломов и более высокой смертностью","В период полового созревания, по-видимому, это связано с более высокой минеральной плотностью костной ткани в более позднем возрасте",Стабильно ассоциируется с более низкой частотой переломов,"В странах с самым высоким уровнем переломов это говорит о том, что потребление молока полезно для скелета.",A
"Какое из следующих утверждений о метаболизме глюкозы верно?
",Глюкагон увеличивает скорость гликолиза,Для гликолиза требуется НАДФ+,При гликолизе глюкоза расщепляется на два трехуглеродных продукта,Конечным продуктом гликолиза в эритроцитах является пируват,C
"Найджел утверждает, что проблема моральной удачи тесно связана с проблемой:",существование Бога.,свобода воли.,психологический эгоизм.,Универсалии.,B
"По словам Сингера, соблюдение его принципа требует:","Скромные изменения в наших личных привычках, но не в нашем обществе в целом.","скромные изменения в наших личных привычках, а также в обществе.","Радикальные изменения в наших личных привычках, но не в нашем обществе.","Радикальные изменения как в наших личных привычках, так и в нашем обществе.",D
Какое из перечисленных ниже мест будет занято людьми в последнюю очередь?,Новая Гвинея,Австралия,Новая Зеландия,Тимор,C
Нубийская цивилизация:,предшествовал и стимулировал подъем египетской культуры.,был результатом месопотамской колонизации на юге.,"развивался в ответ на египетскую культуру, но не в подражание ей.",не имел контактов с соседними культурами.,C
Государственный орган обязан включать отчет о движении денежных средств в какую из следующих финансовых отчетов?,Финансовая отчетность государственного фонда.,Общегосударственная финансовая отчетность.,Финансовая отчетность проприетарного фонда.,Финансовая отчетность фидуциарного фонда.,C
Какое из приведенных ниже утверждений является правильным в отношении изменений в бухгалтерских оценках?,Большинство изменений в бухгалтерских оценках учитываются ретроспективно.,"В тех случаях, когда невозможно определить, произошло ли изменение в оценке или изменение принципа учета, такое изменение следует рассматривать как принципиальное изменение.","В тех случаях, когда невозможно определить, произошло ли изменение в бухгалтерской оценке или изменение принципа учета, такое изменение следует рассматривать как изменение оценки.","Легче провести различие между изменением бухгалтерской оценки и изменением принципа учета, чем между изменением бухгалтерской оценки и исправлением ошибки.",C
"В результате небрежного вождения автомобилист серьезно пострадал другой водитель. Автомобилиста привлекли к ответственности за выезд на встречную полосу и оплатили штраф. У автомобилиста был лимит полиса в размере всего 15 000 долларов на ответственность перед третьими лицами в его страховом полисе. Предоставив страховщику автомобилиста полное медицинское заключение, все медицинские счета, медицинские записи и другие необходимые доказательства ущерба, пострадавший истец потребовал ограничения полиса. Истец уведомил о том, что будет подан иск о недобросовестности, если лимиты полиса не будут выплачены немедленно. Страховая компания отказала в выплате без объяснения причин. Суд присяжных присудил пострадавшему истцу 200 000 долларов. Пострадавший истец получил подписанную переуступку от нерадивого автомобилиста, дающую истцу любые права, которые автомобилист мог иметь по отношению к своему страховщику. Заставит ли суд страховую компанию выплатить полную сумму вердикта присяжных пострадавшему по этим фактам?","Лимит полиса составляет 15 000 долларов США, и это все, что может получить пострадавший человек, нет никаких исков за недобросовестность по договору страхования.","Страховая компания нарушила подразумеваемое соглашение о добросовестности и честном ведении дел, которое подразумевается в каждом договоре страхования, и должна выплатить полную сумму судебного решения.","Недобросовестность является личной по отношению к страхователю и его страховщику, переуступка была недействительной, и пострадавшее лицо не имеет права требовать принуждения страховщика к выплате.",Пострадавшая сторона должна полностью исполнить свое судебное решение против автомобилиста и никогда не может преследовать страховщика на эту сумму.,C
"Жилищная корпорация владела участком земли. Жилищная корпорация подготовила план застройки по разделению земли на 100 участков и созданию на участке жилого сообщества. В соответствии с Декларацией соглашений была создана ассоциация домовладельцев, административная единица, которая будет управлять и обеспечивать соблюдение правил и ограничений, перечисленных в соглашениях. Одно из ограничений, изложенных в Декларации Заветов, гласит: «Ни в коем случае не должно возводиться, разрешаться или поддерживаться на какой-либо части собственности какое-либо строение, предназначенное или используемое в качестве салуна или места для продажи или производства солодовых, винных или спиртных напитков». Декларация Заветов была должным образом зарегистрирована и включена в акт, составленный учителем, когда он приобрел участок 62 в застройке. Учитель тут же записал свой поступок. Учитель сдал свой дом библиотекарю сроком на один год. Договор аренды включал в себя те же ограничения, что и в Декларации Заветов и в акте об учителе. Библиотекарь сразу же начал продавать спиртные напитки в помещении во время еженедельных вечеринок «в нерабочее время». Товарищество собственников жилья подает в суд на библиотекаря с иском о возмещении ущерба. Что из перечисленного является лучшим аргументом для библиотекаря?",Правило в деле Спенсера не позволяет библиотекарю нести ответственность.,Библиотекарь не связан договором с товариществом собственников жилья.,Библиотекарь не находится в привилегированном положении с учителем.,Другие участки в непосредственной близости используются в коммерческих целях.,B
"Чтобы поощрить поступление в колледж, штат предоставляет освобождение от налогов в размере 200 долларов США для тех, кто учится на дневном отделении в колледжах штата. Студенткам, которые учатся неполный рабочий день, по-прежнему разрешено освобождение от налогов в размере 100 долларов США, в то время как студентам мужского пола, которые учатся неполный рабочий день, больше не разрешается освобождаться от налогов. Что из нижеперечисленного наиболее точно резюмирует правильную норму конституционного права в отношении освобождения от уплаты государственного налога для студентов, которые учатся на неполный рабочий день?",Освобождение от уплаты налогов будет признано недействительным как отказ в надлежащей правовой процедуре.,Освобождение от уплаты налогов будет признано недействительным как нарушающее положение о равной защите.,Налоговая мера будет поддержана в силе в рамках надлежащей правовой процедуры по существу.,"Налоговая мера будет поддержана в силе, поскольку муниципалитет имеет право облагать налогом различные категории лиц неравномерно.",B
"В этой юрисдикции действует следующий уголовный закон: «Лицо не несет ответственности за преступное поведение, если в момент такого поведения, в результате психического заболевания или дефекта, оно не обладает достаточной способностью осознавать противоправность своего поведения или сообразовывать свое поведение с требованиями закона». Однажды днем подсудимый присматривал за своим пятилетним племянником. Когда они играли в мяч на улице, подсудимый перебросил мяч через голову племянника, и тот выкатился на улицу. Инстинктивно племянник побежал за мячом, но споткнулся о сточную канаву и упал на улице. Споткнувшись, племянник сильно вывихнул лодыжку и не мог встать. Через несколько мгновений большой мусоровоз дал задний ход и переехал племянника, убив его. Несмотря на то, что подсудимый видел затруднительное положение своего племянника, он не предпринял никаких усилий, чтобы спасти его. Впоследствии подсудимому было предъявлено обвинение в непредумышленном убийстве. На суде подсудимый показал, что он был настолько шокирован, когда увидел, как его племянник упал рядом с мусоровозом, что замер и не мог пошевелиться, пока не стало слишком поздно. После показаний подсудимого свидетель-эксперт засвидетельствовал сторону защиты, что реакции, описанные подсудимым, не являются чем-то необычным, когда происходит действительно шокирующее событие. Если присяжные верят показаниям подсудимого и его свидетеля-эксперта, то лучшая защита подсудимого заключается в следующем?",Подсудимый страдал временным помешательством.,"Подсудимый не обладал необходимым психическим состоянием, необходимым для совершения преступления.",Бездействие ответчика не было добровольным.,Уголовная ответственность подсудимого была заменена ответственностью водителя грузовика.,C
"Кандидат является американцем мексиканского происхождения и считает, что для победы на выборах ему нужна большая явка мексиканских избирателей. В результате, руководитель его предвыборного штаба решает разослать каждому зарегистрированному мексиканскому избирателю отрывную наклейку, на которой написано имя кандидата и должность, на которую он баллотируется. Поскольку многие коренные мексиканцы не умеют читать и писать по-английски, руководитель кампании считает, что многие избиратели будут испытывать трудности с написанием имени и должности кандидата в бюллетене. В результате, руководитель кампании развернул обширную кампанию в средствах массовой информации, чтобы проинформировать избирателей о том, как наклеивать наклейки на бюллетень. За пять месяцев до выборов сотрудник избирательной комиссии уведомляет избирательный комитет кандидата о том, что отрывные наклейки не соответствуют закону штата. В своем письме чиновница поясняет, что сотрудники избирательных комиссий штатов придерживаются мнения, что потенциальным избирателям необходимо написать имя кандидата чернилами. Поэтому она делает вывод, что наклейки не соответствуют требованиям законодательства. Три недели спустя кандидат подал иск в федеральный окружной суд против сотрудников избирательных комиссий штата, утверждая, что их интерпретация закона штата нарушает Конституцию США. Какое из нижеперечисленных положений, если оно будет установлено, представляет собой самый сильный конституционный аргумент в поддержку толкования закона должностным лицом, ответственным за проведение выборов?","Явка избирателей среди зарегистрированных американцев мексиканского происхождения, не владеющих английским языком, составила менее 1% от общего числа избирателей штата на недавних выборах.","Закон штата требует, чтобы каждая кабина для голосования была оборудована чернильной ручкой, чтобы облегчить запись голосов.","Поскольку большое количество голосов, как правило, увеличивает время, необходимое для подсчета всех голосов, необходимо подавать такие голоса единообразно.",Вероятность фальсификаций при голосовании значительно выше при использовании предварительно напечатанных наклеек.,D
