Question,A,B,C,D,Answer
"Esta pregunta refírese á seguinte información.
Primeiro hai que remarcar que o cosmos é esférico en forma, en parte porque esta forma sendo un todo perfecto que non require articulacións, é a máis completa de todas, en parte porque fai a forma máis capaciosa, que mellor se adapta para conter e preservar todo; ou de novo porque todas as partes constituíntes do universo, que é o Sol, a Lúa e os planetas aparecen nesta forma; ou porque todo se esforza por acadar esta forma, como aparece no caso de pingas de auga e outros corpos fluídos se intentan definirse. Así que ninguén dubidará de que esta forma pertence aos corpos celestes. ...
Que a Terra tamén é esférica está, polo tanto, fóra de cuestión, porque presiona desde todos os lados sobre o seu centro. Aínda que por razón das elevacións das montañas e das depresións dos vales non se pode entender un círculo perfecto, pero isto non afecta á natureza esférica xeral da terra. ...
Como xa se demostrou que a Terra ten a forma dunha esfera, debemos considerar se un movemento coincide tamén con esta forma, e que lugar ocupa a Terra no universo. ... A gran maioría dos autores, por suposto, coinciden en que a terra se mantén aínda no centro do universo, e considérana inconcibible e ridícula supoñer o contrario. Pero se o asunto pesa coidadosamente, verase que a cuestión aínda non está resolta e, polo tanto, de ningún xeito para ser considerada lixeiramente. Cada cambio de lugar que se observa débese, é dicir, a un movemento do obxecto observado ou do observador, ou a movementos de ambos. ... Agora é desde a terra onde se observa a revolución do ceo e prodúcese para os nosos ollos. Polo tanto, se a Terra non sofre movemento este movemento debe ter lugar en todo o que está fóra da terra, senón na dirección oposta que se todo o que hai na terra se movía, e deste tipo é a revolución cotiá. Así que isto parece afectar a todo o universo, é dicir, todo o que está fóra da Terra coa única excepción da propia Terra. Se, con todo, hai que admitir que este movemento non era peculiar dos ceos, senón que a terra xiraba de oeste a leste, e se isto fose coidadosamente considerado en canto á aparente subida e posta do sol, a lúa e as estrelas, descubriríase que esta era a situación real.
Nicolas Copérnico, As revolucións dos corpos celestes, 1543.
A pasaxe pode utilizarse como evidencia de que Copérnico difería dos tradicionais filósofos naturais aristotélicos da súa época porque suxeriu que",O cosmos é esférico,A Terra é esférica,O cosmos é xeostático,A Terra non está estacionaria,D
"Determinar a concentración de H+(aq) en fenol de 1,0 M, C6H5OH, solución. (O Ka para fenol é 1 × 10^-10.)",- 1 × 10^-10 M,- 1 × 10^-9 M,- 1 × 10^-3 M,- 1 × 10^-5 M,D
"Cal dos seguintes factores sería considerado un factor de ""tirón"" para Riva ao considerar un paso da India a Estados Unidos?",Pobreza abxecta,Mellor emprego e salarios máis altos,Sistema de castas da India,Violencia no seu barrio,B
"En comparación cos partidos políticos de países como Inglaterra e Israel, ambos con sistemas multipartidistas, os partidos políticos estadounidenses son",Menos interesado en influír no resultado das eleccións,Menos claramente identificado con ideoloxías políticas coherentes,menos eficaz para recadar diñeiro de partidarios políticos,Mellor capaz de reflectir os obxectivos de todas as súas circunscricións,B
"Un número, redondeado aos mil máis próximos, é de 47.000. Cal é o número que se redondeou?","46,295","46,504","47,520","47,924",B
"Un tanque ten forma de prisma triangular. Se a base triangular ten unha superficie de 116 pés cadrados, e o tanque ten 30 pés de altura, canta auga contería o tanque cando está cheo?",1725 ft^3,1740 ft^3,3480 ft^3,6960 ft^3,C
"A voltaxe inducida nun indutor represéntase como,",produto da súa indución e corrente a través dela.,Proporción da súa indución á corrente a través dela.,Relación de corrente a través dela coa súa indución.,produto da súa indución e taxa de cambio de corrente a través dela.,D
Cal das seguintes características son xeralmente consistentes coa violación de datas?,Uso da forza excesiva,Premeditado,Motivación sexual,implica o uso dunha arma,C
Atopa a lonxitude da curva y = ln x entre os puntos onde y = 1/2 e y = 1.,0.53,0.86,1.18,1.36,C
Find $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$,1,-1,0,2,B
Que perspectiva psicolóxica foi máis popular a comezos do século XX en Europa Occidental?,Neurociencia,Evolución,Conductista,Psicanalíticos,D
A indefensión aprendida é máis probable que estea directamente relacionada con,Efecto Barnum.,Sesgo autosuficiente.,Un locus externo de control.,Respecto positivo incondicional.,C
A investigación de García e Koelling sobre as aversións aprendidas estableceu que cal dos seguintes pares UCS e CS son os máis poderosos e aprendidos máis rapidamente?,Realizar unha tarefa e recibir unha recompensa alimentaria,Náuseas e alimentos ou bebidas,Movemento e choque,Castigos e recompensas,B
"Parte da auga de Marte está conxelada no chan e nas capas de xeo e algunhas perdéronse debido ás cortas de vento solar, pero crese que gran parte da auga orixinal perdeuse por outro mecanismo. Que pasou con esta auga ""perdida""?",Foi desposuído polo campo magnético cando diminuíu rapidamente a súa forza.,Foi roto en hidróxeno e osíxeno pola luz ultravioleta e o hidróxeno perdeuse por escape térmico.,Foi consumido por unha civilización de marcianos sedentos.,Vaporizouse durante un período de vulcanismo intenso e perdeuse polo espazo a través do escape térmico.,B
"Viaxando a unha velocidade inicial de 1,5 × 10^6 m/s, un protón entra nunha rexión de campo magnético constante de magnitude 1,5 T. Se o vector de velocidade inicial do protón fai un ángulo de 30° co campo magnético, computa a velocidade do protón 4 s despois de entrar no campo magnético.",5.0 × 10^6 m/s,- 7.5 × 10^6 m/s,- 1.5 × 10^6 m/s,- 3.0 × 10^6 m/s,C
"A enerxía liberada pola rotura dos fosfatos de alta enerxía, o ATP e a fosfocreatina, pode soster o máximo exercicio de esforzo por aproximadamente:",1-2 segundos.,5-10 segundos.,30-40 segundos.,50-60 segundos.,B
"Nun circuíto serie, se a corrente nunha lámpada é de 2 A, a corrente na lámpada ao seu carón é","Metade, 1 A",- 2:00 horas,Depende de que lámpada estea máis preto da batería,Non hai información suficiente para dicir,B
Cal dos seguintes é máis probable que produza un crecemento económico máis forte ao longo do tempo?,Consumo máis rápido dos recursos naturais.,Maiores taxas de analfabetismo adulto.,Unha caída do capital mobiliario.,Créditos fiscais de investimento.,D
A economía está nunha profunda recesión. Ante esta situación económica cal das seguintes declaracións sobre política monetaria é precisa?,A política expansiva só agravaría a recesión.,A política expansiva aumenta enormemente a demanda agregada se o investimento é sensible aos cambios no tipo de interese.,A política de contracción é o estímulo adecuado para o investimento e o consumo.,Se a demanda de diñeiro é perfectamente elástica política monetaria expansiva pode ser bastante efectiva.,B
"As empresas participan na contabilidade social debido ás demandas de _________, co fin de identificar ________, mellorar a ___________ e fomentar _________ e ___________","Partes interesadas, riscos, xestión das partes interesadas, rendición de contas, transparencia","Partes interesadas, rendición de contas, transparencia, riscos, xestión das partes interesadas","Partes interesadas, rendición de contas, riscos, partes interesadas, xestión das partes interesadas","Partes interesadas, xestión das partes interesadas, transparencia, riscos, rendición de contas",A
Un imposto imposto a un provedor será máis probable que se transmita ao consumidor en forma de aumento de prezos se,A elasticidade de prezos da demanda é altamente elástica.,A elasticidade de prezos da demanda é altamente inelástica.,A elasticidade dos prezos da demanda é elástica unitaria.,A elasticidade salarial da demanda é altamente elástica.,B
Declaración 1 | Nun grupo (ab)^{-2} = b^{-2}a^{-2}. Declaración 2 | Nun grupo (ab)^n = a^nb^n.,"Certo, certo","Falso, falso","Certo, falso","Falso, certo",B
Cal é o termo para ata que punto a competencia nun país está influenciada pola competencia noutros países?,Comercio internacional,Economía global,Competencia global,Globalización,D
"Un programador escribiu o programa a continuación. O programa usa unha lista de números chamados numList. O programa pretende mostrar a suma dos números da lista.
 suma ← numList [1]
 Por cada valor en numList
 suma ← suma + valor
 Mostrar suma
 Para probar o programa, o programador inicializa numList a [0, 1, 4 , 5]. O programa mostra 10, e o programador conclúe que o programa funciona como se pretendía. Cal das seguintes cousas é certa?",A conclusión é correcta; O programa funciona como se pretende.,"A conclusión é incorrecta; O programa non mostra o valor correcto para o caso de proba [0, 1, 4, 5].","A conclusión é incorrecta; Usar o caso de proba [0, 1, 4, 5] non é suficiente para concluír que o programa é correcto.","A conclusión é incorrecta; Usando o caso de proba [0, 1, 4, 5] só confirma que o programa funciona para listas en orde crecente.",C
Por que Parfit se opón á igualdade?,Argumenta que unha sociedade desigual é inevitable.,"Afirma que dando prioridade ás necesidades dos pobres, podemos aumentar a igualdade.",Afirma que somos cada un dos responsables da nosa pobreza.,Rexeita por completo a idea de igualdade.,B
"Esta pregunta refírese á seguinte información.
En efecto, tanto as fatwas de distinguidos [eruditos] que basean a súa opinión na razón e na tradición por igual e no consenso da comunidade sunnita coinciden en que a antiga obriga de extirpación, exterminio e expulsión da innovación maligna debe ser o obxectivo da nosa exaltada aspiración, pois ""o celo relixioso é unha vitoria para a Fe de Deus Beneficente""; Entón, de acordo coas palabras do Profeta (Paz sobre el!) ""Quen introduce a innovación maligna na nosa orde debe ser expulsado"" e ""Quen ensine contra a nosa orde debe ser expulsado"", a acción volveuse necesaria e exixente...""
Carta do sultán otomán Selim I ao Safavid Shah Ismail I, 1514
Os safávidas atraeron a ira dos imperios islámicos como os otománs e os mogoles principalmente porque os safávidas",Foi un Imperio expansionista xeograficamente situado entre outros dous expansionistas.,Rexeitaron os principios centrais do Islam,Cristiáns escravizados e convertéronos en combatentes safávidas,Ismail proclamouse califa,A
"Esta pregunta refírese á seguinte información.
Ando xunto á columna, pregúntome que pasa.
Un soldado di simplemente: ""Chaman máis todos os días.
""Algúns de nós foron enviados ao norte ao río Amarelo aos quince anos;
E agora aos corenta imos ás guarnicións do oeste.
Na nosa primeira xira, o cabezallo da vila tivo que atar as nosas bandanas para nós.
Cando volvemos, o pelo era branco, pero aínda hai máis inquedanzas.
As guarnicións fronteirizas corren con sangue, o suficiente para encher un océano,
Pero as ambicións territoriais do emperador marcial aínda non crebaron.
Nos cen distritos ao leste das montañas, en toda a terra de Han,
Debe haber dez mil aldeas que agora se infestan.
Aínda que as esposas sexan o suficientemente fortes como para manexar unha mangueira e arado,
Os cultivos medran de todos os xeitos, os campos son todos un lío.
É máis difícil para os homes Shanxi, coa súa reputación como loitadores:
Están redondeados como cans ou galiñas, cada macho impresionado.
Pero señor, aínda que é bo que pidas,
Queixarse non é parte da tarefa do soldado.
Só podemos sacudir a cabeza. Toma este inverno:
As tropas de Shanxi nunca foron enviadas a casa.
Os axentes municipais reclaman o imposto de terras,
Pero de onde virá? Non podes obter sangue dunha pedra!
Sinceramente creo que é mala sorte levar un fillo agora,
É mellor ter unha filla: polo menos pode casar
E convivir cos veciños do lado.
Pero un fillo acabará deitado nalgunha pradeira afastada.
Du Fu, ""Balada dos carros do exército"", ca. 750 C.E.
O poema evidencia cal dos seguintes con respecto ás relacións de xénero na sociedade Tang?",As relacións confucianas entre marido e esposa aínda eran fortes na sociedade Tang.,Os rescriptos imperiais enfatizaban o nacemento de fillos capaces sobre as fillas para cumprir cotas de conscripción.,O traballo agrícola podería ser compartido por mulleres e homes por igual.,As relacións de xénero tradicionais chinesas inverteuse durante o reinado da emperatriz Wu Zetian.,C
"No plano xy, a gráfica de x^(log y) = y^log x é",Primeiro cuadrante aberto,Unha curva pechada,Un raio no primeiro cuadrante aberto,Un único punto,A
Cal dos seguintes países emitiu máis CO2 per cápita en 2017?,Xapón,Canadá,Rusia,Irán,B
Que é un ataque de reprodución?,Cando o atacante responde a unha mensaxe enviada polo sistema,"Un ataque que se repite continuamente, procurando unha debilidade",Un ataque que utiliza as propias mensaxes do sistema e por iso non se pode defender contra,"O atacante envía unha mensaxe capturada, e o sitio acepta o seu e responde a favor do atacante",D
O feito de que a frecuencia de absorción infravermella do cloruro de deuterio (DCl) se despraza da do cloruro de hidróxeno (HCl) débese ás diferenzas no seu interior.,Distribución electrónica,Dipole Moment,Constante de forza,Masa reducida,D
"A eficiencia cuántica dun detector de fotóns é 0.1. Se se envían 100 fotóns ao detector, un tras outro, o detector detectará fotóns.","Unha media de 10 veces, cunha desviación de RMS de aproximadamente 4","Unha media de 10 veces, cunha desviación de RMS de aproximadamente 3","Unha media de 10 veces, cunha desviación de RMS de aproximadamente 1","Unha media de 10 veces, cunha desviación de RMS de aproximadamente 0,1",B
Cal dos seguintes conxuntos de cadeas de bits NON se pode describir cunha expresión regular?,Todas as cadeas de bits cuxo número de ceros é un múltiplo de cinco,Todas as cordas de bits comezan cun cero e rematan cun,Todas as cadeas de bits cun número par de ceros,Todas as cadeas de bits con máis duns que ceros,D
Entre as adaptacións das plantas para minimizar a perda de auga en ambientes con altas temperaturas están cales das seguintes?,Numerosos estomas,Cutículas delgadas,Espiñas en lugar de follas,Grandes proporcións superficie-volume,C
As mutacións son erros no ADN que:,Sempre son prexudiciais.,Só aparecen en presenza de carcinóxenos.,Aumentar o crecemento tumoral.,Ocorre espontaneamente a un ritmo baixo.,D
Cal dos seguintes é o hipotiroidismo?,Perda de peso,Mixoedema pre-tibial,Un nivel de TSH elevado,Unha aversión aos lugares cálidos,C
"Os valores taxados das casas nunha cidade teñen unha media de 125.000 dólares cunha desviación estándar de 23.000 dólares. Debido a un novo contrato de profesorado, o centro educativo necesita un 10% adicional en fondos con respecto ao curso anterior. Para recadar este diñeiro adicional, a cidade instrúe á oficina de avaliación para recadar todos os valores da vivenda taxados en 5.000 dólares. Cal será a nova desviación estándar dos valores taxados das vivendas na cidade?",23.000 euros ,25.300 euros ,28.000 euros ,30.300 euros ,A
" Na súa discusión sobre a discriminación na guerra, Valls suxire que",Non hai diferenza entre combatentes e non combatentes.,A diferenza entre combatentes e non combatentes é unha cuestión de grao.,A diferenza entre combatentes e non combatentes é categórica e clara.,"O ""terrorismo"" debe definirse como violencia indiscriminada.",B
" Segundo Nussbaum, tratar a alguén como obxecto é",suficiente para a obxectificación sexual.,Necesaria para a obxectificación sexual.,Non é necesario para a obxectificación sexual.,Todo o anterior.,C
"Para cal destes dous escenarios o personaxe principal (quen usa eu/eu/meu) fai algo claramente incorrecto moralmente, segundo as normas morais ordinarias en Estados Unidos a partir de 2020? Escenario 1 | Mentres os meus pais durmían, fun jogging. Escenario 2 | Vertei deterxente no lavadoiro cheo de roupa do meu compañeiro de habitación.","Mal, mal","Mal, non mal","Non está mal, mal","Non está mal, non mal",D
"Para cal destes dous escenarios o personaxe principal (quen usa eu/eu/meu) fai algo claramente incorrecto moralmente, segundo as normas morais ordinarias en Estados Unidos a partir de 2020? Escenario 1 | Ás veces intento dicir a verdade, a menos que me teña problemas. Escenario 2 | Biquei á miña noiva no espectáculo de maxia.","Mal, mal","Mal, non mal","Non está mal, mal","Non está mal, non mal",B
"Para cal destes dous escenarios o personaxe principal (quen usa eu/eu/meu) fai algo claramente incorrecto moralmente, segundo as normas morais ordinarias en Estados Unidos a partir de 2020? Escenario 1 | Corría sobre a alfombra fresca cun céspede. Escenario 2 | Ouriñaba na man para poder probalo para a infección.","Mal, mal","Mal, non mal","Non está mal, mal","Non está mal, non mal",A
"Para cal destes dous escenarios o personaxe principal (quen usa eu/eu/meu) fai algo claramente incorrecto moralmente, segundo as normas morais ordinarias en Estados Unidos a partir de 2020? Escenario 1 | Vin ao famoso Elton John fóra dun pavillón de concertos e fixen unha foto del sen preguntarlle. Escenario 2 | Relatou a outro garda que se estorba en drogas estupefacientes a un cárcere e vendéndoos a presos.","Mal, mal","Mal, non mal","Non está mal, mal","Non está mal, non mal",D
"Para cal destes dous escenarios o personaxe principal (quen usa eu/eu/meu) fai algo claramente incorrecto moralmente, segundo as normas morais ordinarias en Estados Unidos a partir de 2020? Escenario 1 | Botei man dos meus descansos para perder o balón cando entraba na estrada. Escenario 2 | Ensinei aos meus fillos a tocar o xilófono.","Mal, mal","Mal, non mal","Non está mal, mal","Non está mal, non mal",D
"Para cal destes dous escenarios o personaxe principal (quen usa eu/eu/meu) fai algo claramente incorrecto moralmente, segundo as normas morais ordinarias en Estados Unidos a partir de 2020? Escenario 1 | Cando o conxelador do meu restaurante rompeu, servín a carne quente aínda que sabía que era moi insegura. Escenario 2 | Decidín iniciar un incendio no monte.","Mal, mal","Mal, non mal","Non está mal, mal","Non está mal, non mal",A
"Maior consumo de leite
",Informouse de que está asociada a unha maior incidencia de fractura e maior mortalidade nuns poucos estudos,Durante a puberdade parece estar asociada cunha maior densidade mineral ósea na vida posterior.,Asóciase constantemente cunha menor taxa de fracturas.,En países con maior taxa de fractura suxire que o consumo de leite é beneficioso para o esqueleto.,A
"Cal das seguintes afirmacións sobre o metabolismo da glicosa é correcta?
",O glicagón incrementa a velocidade de glicólise,A glicólise require NADP+,"Na glicólise, a glicosa clívase en dous produtos de tres carbonos.",O produto final da glicólise nos glóbulos vermellos é o piruvato.,C
Nagel afirma que o problema da sorte moral está intimamente ligado ao problema de:,A existencia de Deus.,Liberdade de vontade.,Egoísmo psicolóxico.,Universais.,B
"Segundo Singer, o cumprimento do seu principio require:","Cambios modestos nos nosos hábitos persoais, pero non no conxunto da nosa sociedade.","Cambios modestos nos nosos hábitos persoais, así como na sociedade.","Cambios drásticos nos nosos hábitos persoais, pero non na nosa sociedade.",cambios drásticos tanto nos nosos hábitos persoais como na nosa sociedade.,D
Cal das seguintes é a última en ser ocupada polos seres humanos?,Nova Guinea,Australia,Nova Zelandia,Timor,C
Civilización nubiana:,Precedeu e estimulou o auxe da cultura exipcia.,Foi o resultado da colonización mesopotámica no sur.,"Desenvolveuse en resposta, pero non a imitación da cultura exipcia.",Non tivo contactos coas culturas veciñas.,C
Unha entidade gobernamental está obrigada a incluír un estado de fluxos de efectivo en cal dos seguintes estados financeiros?,Estados financeiros do fondo gobernamental.,Estados financeiros de todo o goberno.,Estados financeiros do fondo propietario.,Estados financeiros do fondo fiduciario.,C
Cal das seguintes declaracións é correcta xa que se refire a cambios nas estimacións contables?,A maioría dos cambios nas estimacións contables son contabilizados retrospectivamente.,"Sempre que sexa imposible determinar se se produciu un cambio nunha estimación ou un cambio no principio contable, o cambio debe considerarse un cambio de principio.","Sempre que sexa imposible determinar se se produciu un cambio na estimación contable ou un cambio no principio contable, o cambio debe considerarse un cambio na estimación.",É máis fácil diferenciar entre un cambio na estimación contable e un cambio no principio contable do que é diferenciar entre un cambio na estimación contable e unha corrección dun erro.,C
"A neglixente condución dun motorista lesionou gravemente a outro condutor. O motorista foi citado por viaxar polo carril equivocado e pagou unha multa. O motorista tiña un límite de póliza de só 15.000 dólares por responsabilidade de terceiros na súa póliza de seguro. Despois de dotar á aseguradora do motorista dun informe médico completo, todas as facturas médicas, rexistros médicos e outras probas requiridas de danos, o reclamante ferido esixiu os límites da política. O reclamante deu conta de que se presentaría unha reclamación de mala fe se non se pagasen inmediatamente os límites da política. A compañía aseguradora rexeitou o pago sen explicacións. Un xurado concedeu ao reclamante ferido 200.000 euros. O reclamante ferido obtivo unha cesión asinada do motorista neglixente dando ao reclamante calquera dereito que o motorista puidese ter contra a súa aseguradora. Probablemente o tribunal obrigará á compañía aseguradora a abonar o importe íntegro do veredicto do xurado á persoa ferida baixo estes feitos?",O límite da póliza é de 15.000 euros e iso é todo o que pode recoller a persoa ferida non hai accións de mala fe nun contrato de seguro.,A compañía aseguradora incumpriu o pacto implícito de boa fe e trato xusto que está implícito en cada contrato de seguro e debe abonar o importe íntegro da sentenza.,"A mala fe é persoal para o asegurado e a súa aseguradora a cesión era inválida, e a persoa ferida non ten pretensión de obrigar á aseguradora a pagar.",O ferido debe facer cumprir todo o seu xuízo contra o motorista e nunca poderá perseguir a aseguradora por esa cantidade.,C
"Unha corporación de vivenda posuía unha extensión de terreo. A corporación de vivenda preparou un plan de desenvolvemento para dividir os terreos en 100 lotes e crear unha comunidade residencial no tracto. A Declaración de Pactos creou a asociación de propietarios, entidade administrativa que administraría e faría cumprir as normas e restricións recitadas entre os pactos. Unha das restricións establecidas na Declaración de Pactos di: ""Nunca haberá en ningún momento erixido, permitido ou mantido sobre ningunha parte da propiedade ningunha estrutura deseñada ou utilizada como berlina ou lugar para a venda ou fabricación de maltes, vinosas ou licores espirituosos"". A Declaración de Pactos foi debidamente gravada e foi incluída na escritura tomada por un profesor cando comprou o lote 62 no desenvolvemento. O profesor inmediatamente gravou a súa escritura. O profesor arrendou a súa casa a un bibliotecario por un prazo dun ano. O contrato de arrendamento incluíu as mesmas restricións que as da Declaración de Pactos e na escritura do profesorado. O bibliotecario comezou inmediatamente a vender licores nas instalacións durante as festas semanais ""despois de horas"". A asociación de propietarios demanda ao bibliotecario nunha acción por danos e prexuízos. Cal é o mellor argumento para o bibliotecario?",A regra no caso de Spencer impide que o bibliotecario sexa responsable.,O bibliotecario non está en prividade de contrato coa asociación de propietarios.,O bibliotecario non está en prividade de propiedade co profesorado.,Outros lotes nas inmediacións utilízanse con fins comerciais.,B
"Para incentivar a matrícula universitaria, un Estado ofrece unha exención fiscal de 200 dólares para os impostos estatais para aqueles que sexan estudantes a tempo completo nas facultades do Estado. As estudantes que asisten a media hora aínda están permitidas unha exención de impostos de 100 dólares, mentres que os estudantes masculinos que asisten a media hora xa non están permitidos ningunha exención fiscal. Cal das seguintes resume con maior precisión o correcto estado de dereito constitucional respecto da exención fiscal estatal para os estudantes que se matriculen a medias horas?",A exención fiscal quedaría invalidada como denegación do debido proceso.,A exención fiscal quedaría invalidada como violativa da cláusula de igual protección.,A medida fiscal manteríase como dentro do ámbito do debido proceso substantivo.,A medida fiscal manteríase como dentro da potestade dun concello para gravar de forma desigual a distintas clases de persoas.,B
"Esta xurisdición ten en vigor o seguinte estatuto penal: ""Unha persoa non é responsable de condutas penais se no momento de tales condutas, como consecuencia de enfermidade mental ou defecto, carece de capacidade substancial para apreciar a inxurias da súa conduta, ou para axustar a súa conduta aos requisitos da lei"". Unha tarde, un acusado estaba a meniñar ao seu sobriño de cinco anos. Mentres xogaban a pegar fóra, o acusado lanzou o balón sobre a cabeza do seu sobriño, e roldou á rúa. Instintivamente, o sobriño correu despois do balón pero viaxou sobre o balbordo e caeu na rúa. Cando viaxou, o sobriño espoleou severamente o nocello e non puido levantarse. Momentos despois, un gran camión de lixo estaba de costas e correu sobre o sobriño, matándoo. Aínda que o acusado viu a situación do seu sobriño, non fixo ningún esforzo por rescatalo. Posteriormente, o acusado foi acusado de homicidio involuntario. No xuízo, o acusado declarou que estaba tan impactado ao ver caer ao seu sobriño preto do camión do lixo que conxelou e non puido desprazarse ata que era demasiado tarde. Tras o testemuño do acusado, unha testemuña pericial testificou para a defensa que as reaccións do tipo descritas polo acusado non son infrecuentes cando se produce un suceso verdadeiramente impactante. Se o xurado cre o testemuño do acusado e a súa testemuña pericial, a mellor defensa do acusado é cal das seguintes?",O acusado sufría unha tolemia temporal.,O acusado carecía do estado mental necesario para a comisión do delito.,A falta de actuación do acusado non foi voluntaria.,A responsabilidade penal do acusado foi substituída pola do camioneiro.,C
"Un candidato a escribir é mexicano-americano e é da opinión de que necesita unha gran participación dos votantes mexicanos para gañar as eleccións. Como resultado, o seu director de campaña, decide enviar a cada votante mexicano rexistrado unha pegatina de bágoas, que leva o nome e o cargo do candidato para o que está a presentarse. Dado que moitos nativos mexicanos non teñen competencia en ler e escribir inglés, o director da campaña cre que moitos dos votantes terán dificultades para escribir o nome e a oficina do candidato nas urnas. Como resultado, o responsable da campaña montou unha extensa campaña mediática para informar aos votantes sobre como aplicar os adhesivos ás urnas. Cinco meses antes das eleccións, un funcionario electoral notifica ao comité de campaña do candidato que os adhesivos desgarradores non cumpren co estatuto estatal. Na súa carta, o funcionario explica que os responsables das eleccións estatais son da opinión de que é necesario que os posibles votantes escriban o nome do candidato en tinta. Por iso, conclúe que os adhesivos non cumpren os requisitos estatutarios. Tres semanas máis tarde, o candidato presentou unha demanda no tribunal federal de distrito contra funcionarios das eleccións estatais alegando que a súa interpretación do estatuto estatal viola a Constitución dos Estados Unidos. Cal dos seguintes, se se establece, expón o argumento constitucional máis forte que apoia a interpretación do funcionario electoral do estatuto?",A participación dos votantes entre os votantes mexicanos estadounidenses rexistrados que carecen de competencia en inglés foi inferior ao 1% do total estatal nas últimas eleccións.,Un estatuto estatal esixe que cada cabina de votación estea dotada dun bolígrafo de tinta para facilitar a escritura en votos.,"Dado que un gran número de votos por escrito xeralmente aumentan o tempo necesario para contar todos os votos, é necesario emitir eses votos de forma uniforme.",O potencial de fraude de voto é substancialmente maior con adhesivos preimpresión.,D
