Question,A,B,C,D,Answer
"Garciův a Koellingův výzkum týkající se naučených averzí prokázal, že který z následujících párů UCS a CS je nejsilnější a nejrychleji se učí?",splnění úkolu a získání odměny v podobě jídla,nevolnost a jídlo nebo pití,Pohyb a šok,Tresty a odměny,B
"Část vody na Marsu je zmrzlá v půdě a ledových čepičkách a část byla ztracena v důsledku odlupování slunečního větru, ale předpokládá se, že většina původní vody byla ztracena jiným mechanismem. Co se stalo s touto ""ztracenou"" vodou?","byl odstraněn magnetickým polem, když rychle klesala jeho síla",Ultrafialovým světlem se rozpadl na vodík a kyslík a vodík se ztratil tepelným únikem,byla pohlcena civilizací žíznivých Marťanů,Během období intenzivního vulkanismu se vypařil a ztratil se ve vesmíru tepelným únikem,B
"Pohybem počáteční rychlosti 1,5 × 10^6 m/s vstupuje proton do oblasti konstantního magnetického pole o magnitudě 1,5 T. Pokud počáteční vektor rychlosti protonu svírá s magnetickým polem úhel 30°, vypočítejte rychlost protonu 4 s po vstupu do magnetického pole.","5,0 × 10^6 m/s","7,5 × 10^6 m/s","1,5 × 10^6 m/s","3,0 × 10^6 m/s",C
"Energie uvolněná rozkladem vysokoenergetických fosfátů, ATP a kreatinfosfátu, může udržet maximální námahu po dobu přibližně:",1-2 sekundy.,5-10 sekund.,30-40 sekund.,50-60 sekund.,B
"Pokud je v sériovém obvodu proud v jedné lampě 2 A, proud v lampě vedle ní je","polovina, 1 A",2:00,"Záleží na tom, která lampa je blíže k baterii","Nedostatek informací, které by se daly říct",B
Která z následujících možností s největší pravděpodobností povede k silnějšímu hospodářskému růstu v průběhu času?,Rychlejší spotřeba přírodních zdrojů.,Vyšší míra negramotnosti dospělých.,Klesající zásoba kapitálových statků.,Investiční daňové úlevy.,D
Ekonomika je v hluboké recesi. Které z následujících tvrzení o měnové politice je vzhledem k této ekonomické situaci přesné?,Expanzivní politika by recesi jen zhoršila.,"Expanzivní politika výrazně zvyšuje agregátní poptávku, pokud jsou investice citlivé na změny úrokových sazeb.",Kontrakční politika je vhodným stimulem pro investice a spotřebu.,"Pokud je poptávka po penězích dokonale elastická, expanzivní měnová politika může být docela účinná.",B
"Podniky se zapojují do sociálního účetnictví kvůli požadavkům _________, aby identifikovaly ________, zlepšily ___________ a podpořily _________ a ___________","Stakeholdeři, rizika, řízení zainteresovaných stran, odpovědnost, transparentnost","Stakeholdeři, odpovědnost, transparentnost, rizika, řízení zainteresovaných stran","Stakeholdeři, odpovědnost, rizika, stakeholdeři, management stakeholderů","Stakeholdeři, řízení zainteresovaných stran, transparentnost, rizika, odpovědnost",A
"Daň uložená dodavateli bude s větší pravděpodobností přenesena na spotřebitele ve formě zvýšení ceny, pokud",Cenová elasticita poptávky je vysoce elastická.,Cenová elasticita poptávky je vysoce neelastická.,Cenová elasticita poptávky je jednotková elastická.,Mzdová elasticita poptávky je vysoce elastická.,B
Prohlášení 1 | Ve skupině (ab)^{-2} = b^{-2}a^{-2}. Prohlášení 2 | Ve skupině (ab)^n = a^nb^n.,"Pravda, pravda","Nepravda, nepravda","Pravda, Nepravda","Nepravda, pravda",B
"Jak se označuje míra, do jaké je hospodářská soutěž v jedné zemi ovlivněna konkurencí v jiných zemích?",Mezinárodní obchod,Globální ekonomika,Celosvětová konkurence,Globalizace,D
"Programátor napsal níže uvedený program. Program používá seznam čísel s názvem numList. Program je určen k zobrazení součtu čísel v seznamu.
 součet ← numList [1]
 PRO KAŽDOU hodnotu v numList
 součet ← součet + hodnota
 ZOBRAZIT součet
 Aby bylo možné program otestovat, programátor inicializuje numList na [0 , 1 , 4 , 5]. Program zobrazí 10 a programátor dojde k závěru, že program funguje tak, jak má. Která z následujících možností je pravdivá?","Závěr je správný; Program funguje tak, jak má.","Závěr je nesprávný; Program nezobrazuje správnou hodnotu pro testovací případ [0, 1, 4, 5].","Závěr je nesprávný; Použití testovacího případu [0, 1, 4, 5] nestačí k závěru, že program je správný.","Závěr je nesprávný; Použití testovacího případu [0, 1, 4, 5] pouze potvrzuje, že program pracuje se seznamy ve vzestupném pořadí.",C
Proč se Parfit staví proti rovnosti?,"Tvrdí, že nerovná společnost je nevyhnutelná.","Tvrdí, že upřednostněním potřeb chudých můžeme zvýšit rovnost.","Tvrdí, že každý z nás je zodpovědný za svou chudobu.",Myšlenku rovnosti zcela odmítá.,B
"Tato otázka se týká následujících informací.
""Vskutku, jak fatwy význačných [učenců], kteří zakládají svůj názor na rozumu i tradici, tak konsensus sunnitské komunity se shodují na tom, že cílem naší vznešené aspirace musí být odvěká povinnost vymýtit, vyhladit a vyhnat zlé inovace, protože ""náboženská horlivost je vítězstvím víry v Boha Dobrotivého""; pak, v souladu se slovy Proroka (mír s ním!) ""Každý, kdo vnese do našeho řádu zlou inovaci, musí být vyhnán"" a ""Každý, kdo udělá něco proti našemu řádu, musí být vyhnán.""
Dopis osmanského sultána Selima I. Safíovskému šáhovi Ismailovi I., 1514
Safíovci na sebe přivolali hněv islámských říší, jako byla Osmanská a Mughalská říše, především proto, že Safíovci","byly expanzionistickým impériem geograficky umístěným mezi dvěma dalšími expanzionisty,",odmítl ústřední principy islámu,zotročili křesťany a udělali z nich safíovské bojovníky,Ismaíl se prohlásil za chalífu,A
"Tato otázka se týká následujících informací.
Procházím kolem kolony a ptám se, co se děje.
Voják říká prostě: ""Každý den volají víc.
""Někteří z nás byli posláni na sever ke Žluté řece, když jim bylo patnáct.
A teď, ve čtyřiceti, odjíždíme k posádkám na západě.
Na naší první prohlídce nám starosta vesnice musel zavázat šátky.
Když jsme se vrátili, měli jsme bílé vlasy, ale i tak tu byl další neklid.
Pohraniční posádky jsou potřísněny krví, dost na to, aby naplnily oceán
Teritoriální ambice Válečného císaře však ještě nedosáhly vrcholu.
V stovce krajin na východ od hor, po celé zemi Chan,
Musí existovat deset tisíc vesnic, které nyní zamořuje ostružiní.
I když jsou manželky dost silné na to, aby zvládly motyku a pluh,
Plodiny rostou na všechny strany, na polích je nepořádek.
Nejtěžší je to pro muže ze Shanxi, kteří mají pověst bojovníků:
Jsou zakuklení jako psi nebo slepice, každý samec ohromen.
""Ale pane, i když je od vás hezké, že se ptáte,
Stěžovat si není součástí úkolu vojáka.
Můžeme jen kroutit hlavou. Vezměte si tuto zimu:
Vojáci ze Šan-si nebyli nikdy posláni domů.
Okresní úředníci požadují pozemkovou daň,
Ale odkud to přijde? Z něj peníze nevymáčkneš!
Upřímně si myslím, že je smůla mít teď syna,
Je lepší mít dceru: alespoň se může vdát
A bydlet u sousedů odvedle.
Ale syn skončí ležet někde v daleké prérii.""
Du Fu, ""Balada o vojenských vozech"", kolem roku 750 n. l.
Báseň poskytuje důkaz o tom, která z následujících skutečností se týká genderových vztahů v tchangské společnosti?",Konfuciánské vztahy mezi manželem a manželkou byly v tchangské společnosti stále silné.,"Císařské reskripty kladly důraz na narození schopných synů před narozením dcer, aby byly splněny branné kvóty.",O práci v zemědělství se mohly dělit ženy i muži.,Tradiční čínské genderové vztahy byly za vlády císařovny Wu Zetian obráceny.,C
V rovině xy je graf x^(log y) = y^log x,Otevřený první kvadrant,uzavřená křivka,Paprsek v otevřeném prvním kvadrantu,jediný bod,A
Která z následujících zemí vypouštěla v roce 2017 nejvíce CO2 na obyvatele?,Japonsko,Kanada,Rusko,Írán,B
Co je to útok přehráním?,"Když útočník odpoví na zprávu, kterou mu poslal systém","Útok, který se neustále opakuje a hledá slabinu","Útok, který využívá vlastní zprávy systému, a proto se proti němu nelze bránit",Útočník znovu odešle zachycenou zprávu a web ji přijme a odpoví ve prospěch útočníka,D
"Skutečnost, že infračervená absorpční frekvence chloridu deuteria (DCl) je posunuta od frekvence chlorovodíku (HCl), je způsobena rozdíly v jejich",distribuce elektronů,dipólový moment,Konstanta síly,snížená hmotnost,D
"Kvantová účinnost fotonového detektoru je 0,1. Pokud je do detektoru vysláno 100 fotonů, jeden po druhém, detektor detekuje fotony","v průměru 10krát, s RMS odchylkou asi 4","v průměru 10krát, s RMS odchylkou asi 3","Průměrně 10krát, s RMS odchylkou asi 1","v průměru 10krát, s odchylkou RMS asi 0,1",B
Která z následujících sad bitových řetězců NEMŮŽE být popsána regulárním výrazem?,"Všechny bitové řetězce, jejichž počet nul je násobkem pěti",Všechny bitové řetězce začínající nulou a končící jedničkou,Všechny bitové řetězce se sudým počtem nul,Všechny bitové řetězce s více jedničkami než nulami,D
Adaptace rostlin k minimalizaci ztrát vody v prostředí s vysokými teplotami zahrnují následující možnosti?,Četné průduchy,Tenká kůžička,Ostny místo listů,Velké poměry povrchu k objemu,C
"Mutace jsou chyby v DNA, které:",jsou vždy škodlivé.,vyskytují se pouze v přítomnosti karcinogenů.,zvýšit růst nádoru.,vyskytují se spontánně v nízké míře.,D
Která z následujících skutečností platí pro hypotyreózu?,Hubnutí,Pre-tibiální myxedém,Zvýšená hladina TSH,Averze k teplým místům,C
"Odhadní hodnoty domů ve městě mají průměr 125 000 USD se směrodatnou odchylkou 23 000 USD. Kvůli nové smlouvě s učiteli potřebuje školský obvod ve srovnání s předchozím rokem o 10 % více finančních prostředků. Aby město získalo tyto dodatečné peníze, nařídilo odhadní kanceláři, aby zvýšila všechny odhadované hodnoty domů o 5 000 dolarů. Jaká bude nová směrodatná odchylka odhadních hodnot domů ve městě?",23 000 dolarů ,25 300 dolarů ,28 000 dolarů ,30 300 dolarů ,A
" Ve své diskusi o diskriminaci ve válce Valls naznačuje, že",Není žádný rozdíl mezi kombatanty a nekombatanty.,Rozdíl mezi kombatanty a civilisty je otázkou míry.,Rozdíl mezi kombatanty a civilisty je kategorický a jasný.,"""Terorismus"" by měl být definován jako nerozlišující násilí.",B
 Podle Nussbaumové je zacházení s někým jako s objektem,dostatečné pro sexuální objektivizaci.,nezbytné pro sexuální objektivizaci.,není nutné pro sexuální objektivizaci.,vše výše uvedené.,C
"U kterého z těchto dvou scénářů udělá hlavní postava (která používá Já/mě/můj) něco, co je podle běžných morálních standardů v USA od roku 2020 zjevně morálně špatné? Scénář 1 | Když rodiče spali, šel jsem si zaběhat. Scénář 2 | Nalila jsem prací prostředek do pračky plné oblečení mého spolubydlícího.","Špatně, špatně","Špatně, ne špatně","Ne špatně, špatně","Ne špatně, ne špatně",D
"U kterého z těchto dvou scénářů udělá hlavní postava (která používá Já/mě/můj) něco, co je podle běžných morálních standardů v USA od roku 2020 zjevně morálně špatné? Scénář 1 | Někdy se snažím říkat pravdu, pokud mě to nedostane do problémů. Scénář 2 | Na kouzelnickém představení jsem políbil svou přítelkyni.","Špatně, špatně","Špatně, ne špatně","Ne špatně, špatně","Ne špatně, ne špatně",B
"U kterého z těchto dvou scénářů udělá hlavní postava (která používá Já/mě/můj) něco, co je podle běžných morálních standardů v USA od roku 2020 zjevně morálně špatné? Scénář 1 | Přeběhl jsem čerstvý koberec sekačkou na trávu. Scénář 2 | Vymočil jsem se do ruky, abych ji mohl otestovat na infekci.","Špatně, špatně","Špatně, ne špatně","Ne špatně, špatně","Ne špatně, ne špatně",A
"U kterého z těchto dvou scénářů udělá hlavní postava (která používá Já/mě/můj) něco, co je podle běžných morálních standardů v USA od roku 2020 zjevně morálně špatné? Scénář 1 | Viděl jsem slavného Eltona Johna před koncertní arénou a vyfotil jsem si ho, aniž bych se ho zeptal. Scénář 2 | Nahlásil jsem jiného dozorce, který pašuje narkotika do věznice a prodává je vězňům.","Špatně, špatně","Špatně, ne špatně","Ne špatně, špatně","Ne špatně, ne špatně",D
"U kterého z těchto dvou scénářů udělá hlavní postava (která používá Já/mě/můj) něco, co je podle běžných morálních standardů v USA od roku 2020 zjevně morálně špatné? Scénář 1 | Dával jsem si brejky, abych netrefil míč, který přicházel na hřiště. Scénář 2 | Učil jsem své děti hrát na xylofon.","Špatně, špatně","Špatně, ne špatně","Ne špatně, špatně","Ne špatně, ne špatně",D
"U kterého z těchto dvou scénářů udělá hlavní postava (která používá Já/mě/můj) něco, co je podle běžných morálních standardů v USA od roku 2020 zjevně morálně špatné? Scénář 1 | Když se v mé restauraci rozbil mrazák, podával jsem teplé maso, i když jsem věděl, že je velmi nebezpečné. Scénář 2 | Rozhodl jsem se rozdělat oheň v lese.","Špatně, špatně","Špatně, ne špatně","Ne špatně, špatně","Ne špatně, ne špatně",A
"Větší spotřeba mléka
","V několika studiích bylo hlášeno, že je spojen s vyšším výskytem zlomenin a vyšší úmrtností","Zdá se, že během puberty je spojena s vyšší hustotou kostních minerálů v pozdějším životě",Je konzistentně spojen s nižší mírou zlomenin,"V zemích s nejvyšší mírou zlomenin naznačuje, že konzumace mléka je prospěšná pro kostru.",A
"Které z následujících tvrzení o metabolismu glukózy je správné?
",Glukagon zvyšuje rychlost glykolýzy,Glykolýza vyžaduje NADP+,Při glykolýze se glukóza štěpí na dva tříuhlíkové produkty,Konečným produktem glykolýzy v červených krvinkách je pyruvát,C
"Nagel tvrdí, že problém morálního štěstí je úzce spojen s problémem:",existenci Boha.,svoboda vůle.,psychologický egoismus.,univerzálie.,B
Podle Singera dodržování jeho principu vyžaduje:,"Mírné změny v našich osobních návycích, ale ne v naší společnosti jako celku.",Mírné změny v našich osobních návycích i ve společnosti.,"drastické změny v našich osobních zvycích, ale ne v naší společnosti.","drastické změny jak v našich osobních zvycích, tak v naší společnosti.",D
"Která z následujících je poslední, kterou obsadily lidské bytosti?",Nová Guinea,Austrálie,Nový Zéland,Timor,C
Núbijská civilizace:,předcházel a podnítil vzestup egyptské kultury.,byl výsledkem mezopotámské kolonizace na jihu.,"se vyvinul v reakci na egyptskou kulturu, ale ne jako její napodobování.",neměl žádné kontakty se sousedními kulturami.,C
"Vládní subjekt je povinen zahrnout výkaz o peněžních tocích, do které z následujících účetních závěrek?",Účetní závěrka vládních fondů.,Účetní závěrka za celou vládu.,Účetní závěrka vlastního fondu.,Účetní závěrka svěřeneckého fondu.,C
"Které z následujících tvrzení je správné, pokud jde o změny v účetních odhadech?",Většina změn v účetních odhadech je účtována zpětně.,"Není-li možné určit, zda došlo ke změně odhadu nebo ke změně účetních zásad, měla by být tato změna považována za změnu principu.","Není-li možné určit, zda došlo ke změně účetního odhadu nebo ke změně účetních zásad, měla by být tato změna považována za změnu odhadu.","Je snazší rozlišit mezi změnou účetního odhadu a změnou účetního principu, než rozlišit mezi změnou účetního odhadu a opravou chyby.",C
"Nedbalá jízda motoristy vážně zranila jiného řidiče. Motorista byl obviněn z jízdy ve špatném jízdním pruhu a zaplatil pokutu. Motorista měl na své pojistné smlouvě pojistný limit pouze 15 000 dolarů pro odpovědnost za škodu způsobenou třetí stranou. Poté, co poškozený žadatel předložil pojišťovně motoristy úplnou lékařskou zprávu, všechny účty za lékařskou péči, lékařské záznamy a další požadované doklady o škodě, požadoval pojistné limity. Žalobce oznámil, že pokud nebudou pojistné limity uhrazeny okamžitě, bude podána žaloba ve zlé víře. Pojišťovna odmítla platbu bez udání důvodu. Porota přiřkla poškozenému žalobci 200 000 dolarů. Poškozený žalobce obdržel od nedbalého motoristy podepsaný postoupení, které žalobci přiznává veškerá práva, která motorista mohl mít vůči své pojišťovně. Donutí soud pojišťovnu, aby za těchto okolností vyplatila poškozenému plnou částku verdiktu poroty?","Pojistný limit je 15 000 USD a to je vše, co může poškozená osoba vymáhat, neexistuje žádná žaloba za špatnou víru v pojistné smlouvě.","Pojišťovna porušila implicitní závazek dobré víry a poctivého jednání, který je implicitně obsažen v každé pojistné smlouvě a musí uhradit celou částku rozsudku.","Zlá víra je osobní pro pojištěného a jeho pojistitele, postoupení bylo neplatné a poškozená osoba nemá nárok na to, aby pojistitele donutila zaplatit.",Poškozený musí vůči motoristovi vymáhat celé své rozhodnutí a nikdy nesmí pojistitele o tuto částku vymáhat.,C
"Pozemek vlastnila bytová společnost. Bytová společnost připravila plán rozvoje na rozdělení pozemku na 100 parcel a vytvoření rezidenční komunity na pozemku. Deklarace smluv vytvořila sdružení vlastníků domů, administrativní subjekt, který by spravoval a prosazoval předpisy a omezení uvedené ve smlouvách. Jedno z omezení stanovených v Deklaraci smluv zní: ""Na žádné části pozemku nesmí být nikdy postavena, povolena nebo udržována žádná stavba určená nebo používaná jako výčep nebo místo pro prodej nebo výrobu sladu, vinné nebo lihoviny."" Prohlášení o smlouvách bylo řádně zaznamenáno a bylo zahrnuto do listiny, kterou učinil učitel, když zakoupil pozemek č. 62 v zástavbě. Učitel jeho čin okamžitě zaznamenal. Učitel pronajal svůj dům knihovnici na dobu jednoho roku. Nájemní smlouva obsahovala stejná omezení jako v Deklaraci smluv a v učitelské listině. Knihovnice okamžitě začala prodávat alkohol v prostorách během týdenních večírků ""po pracovní době"". Sdružení vlastníků jednotek žaluje knihovníka v žalobě o náhradu škody. Který z následujících argumentů je pro knihovníka nejlepší?","Pravidlo ve Spencerovu případě brání tomu, aby knihovník nesl odpovědnost.",Knihovník není vázán smlouvou se společenstvím vlastníků jednotek.,Knihovník není v majetkovém vztahu s učitelem.,Ostatní pozemky v bezprostředním okolí jsou využívány ke komerčním účelům.,B
"Aby stát podpořil zápis na vysokou školu, poskytuje osvobození od daně ve výši 200 USD pro ty, kteří jsou studenty denního studia na vysokých školách ve státě. Studentky, které navštěvují poloviční úvazek, mají stále nárok na osvobození od daně ve výši 100 USD, zatímco studenti, kteří navštěvují poloviční úvazek, již nemají nárok na žádné osvobození od daně. Která z následujících možností nejpřesněji shrnuje správné pravidlo ústavního práva týkající se osvobození státu od daně pro studenty, kteří se zapíšou na poloviční úvazek?",Osvobození od daně by bylo zneplatněno jako odepření řádného procesu.,Osvobození od daně by bylo zneplatněno jako porušení doložky o rovné ochraně.,Daňové opatření by bylo potvrzeno jako v oblasti hmotněprávního řádného procesu.,"Daňové opatření by bylo potvrzeno s tím, že je v pravomoci obce zdanit různé kategorie osob nerovným dílem.",B
"V této jurisdikci platí následující trestní zákon: ""Osoba není odpovědná za trestné jednání, pokud v době takového jednání v důsledku duševní choroby nebo defektu postrádá podstatnou schopnost rozpoznat protiprávnost svého jednání nebo přizpůsobit své chování požadavkům zákona."" Jednoho odpoledne hlídal obžalovaný svého pětiletého synovce. Když si venku hráli na honěnou, obžalovaný hodil synovci míč přes hlavu a ten se dokutálel na ulici. Synovec se instinktivně rozběhl za míčem, ale zakopl o okap a spadl na ulici. Když synovec zakopl, těžce si vymkl kotník a nemohl se postavit. O chvíli později couval velký popelářský vůz, přejel synovce a zabil ho. Přestože obžalovaný viděl synovcovu nesnáz, nesnažil se ho zachránit. Následně byl obžalovaný obviněn z neúmyslného zabití. U soudu obžalovaný vypověděl, že byl tak šokován, když viděl svého synovce padat poblíž popelářského vozu, že ztuhl a nemohl se pohnout, dokud nebylo příliš pozdě. Znalec na základě výpovědi obžalovaného vypověděl ve prospěch obhajoby, že reakce obžalovaného nejsou neobvyklé, když dojde ke skutečně šokující události. Pokud porota uvěří výpovědi obžalovaného a jeho znalce, nejlepší obhajoba obžalovaného je která z následujících možností?",Obžalovaný trpěl dočasnou nepříčetností.,Obžalovaný postrádal potřebný duševní stav pro spáchání trestného činu.,Nečinnost žalovaného nebyla dobrovolná.,Trestní odpovědnost obžalovaného byla nahrazena trestní odpovědností řidiče nákladního vozidla.,C
