Question,A,B,C,D,Answer
เดินทางด้วยความเร็วเริ่มต้น 1.5 × 10^6 m/s โปรตอนจะเข้าสู่บริเวณสนามแม่เหล็กคงที่ขนาด 1.5 ตัน หากเวกเตอร์ความเร็วเริ่มต้นของโปรตอนทํามุม 30° กับสนามแม่เหล็ก ให้คํานวณความเร็วของโปรตอน 4 วินาทีหลังจากเข้าสู่สนามแม่เหล็ก,5.0 × 10^6 ม./วินาที,7.5 × 10^6 ม./วินาที,1.5 × 10^6 ม./วินาที,3.0 × 10^6 ม./วินาที,C
พลังงานที่ปล่อยออกมาจากการสลายตัวของฟอสเฟตพลังงานสูง ATP และฟอสโฟครีเอทีนสามารถรักษาการออกกําลังกายออกแรงสูงสุดได้ประมาณ:,1-2 วินาที,5-10 วินาที,30-40 วินาที,50-60 วินาที,B
ในวงจรอนุกรมถ้ากระแสในหลอดหนึ่งคือ 2 A กระแสในหลอดไฟที่อยู่ถัดจากนั้นคือ,ครึ่ง 1 A,02:00,ขึ้นอยู่กับหลอดไฟที่อยู่ใกล้กับแบตเตอรี่มากขึ้น,ข้อมูลไม่เพียงพอที่จะพูด,B
ข้อใดต่อไปนี้มีแนวโน้มที่จะสร้างการเติบโตทางเศรษฐกิจที่แข็งแกร่งขึ้นเมื่อเวลาผ่านไป,การใช้ทรัพยากรธรรมชาติที่รวดเร็วยิ่งขึ้น,อัตราการไม่รู้หนังสือของผู้ใหญ่ที่สูงขึ้น,สต็อกสินค้าทุนที่ลดลง,เครดิตภาษีการลงทุน,D
เศรษฐกิจอยู่ในภาวะถดถอยลึก จากสถานการณ์ทางเศรษฐกิจนี้ข้อความใดต่อไปนี้เกี่ยวกับนโยบายการเงินที่ถูกต้อง?,นโยบายการขยายตัวมีแต่จะยิ่งทําให้ภาวะเศรษฐกิจถดถอยแย่ลง,นโยบายการขยายตัวจะเพิ่มอุปสงค์โดยรวมอย่างมากหากการลงทุนมีความอ่อนไหวต่อการเปลี่ยนแปลงของอัตราดอกเบี้ย,นโยบายการหดตัวเป็นการกระตุ้นการลงทุนและการบริโภคที่เหมาะสม,หากความต้องการเงินมีความยืดหยุ่นอย่างสมบูรณ์นโยบายการเงินแบบขยายตัวอาจมีประสิทธิภาพมาก,B
ธุรกิจมีส่วนร่วมในการบัญชีเพื่อสังคมเนื่องจากความต้องการจาก_________เพื่อระบุ________เพื่อปรับปรุง___________และเพื่อส่งเสริม_________และ___________,"ผู้มีส่วนได้เสีย, ความเสี่ยง, การจัดการผู้มีส่วนได้เสีย, ความรับผิดชอบ, ความโปร่งใส","ผู้มีส่วนได้เสีย, ความรับผิดชอบ, ความโปร่งใส, ความเสี่ยง, การจัดการผู้มีส่วนได้เสีย","ผู้มีส่วนได้เสีย, ความรับผิดชอบ, ความเสี่ยง, ผู้มีส่วนได้เสีย, การจัดการผู้มีส่วนได้เสีย","ผู้มีส่วนได้เสีย, การจัดการผู้มีส่วนได้เสีย, ความโปร่งใส, ความเสี่ยง, ความรับผิดชอบ",A
ภาษีที่เรียกเก็บจากซัพพลายเออร์มีแนวโน้มที่จะส่งต่อไปยังผู้บริโภคในรูปแบบของการขึ้นราคาหาก,ความยืดหยุ่นของราคาของอุปสงค์มีความยืดหยุ่นสูง,ความยืดหยุ่นของราคาของอุปสงค์ไม่ยืดหยุ่นสูง,ความยืดหยุ่นของราคาของอุปสงค์คือความยืดหยุ่นของหน่วย,ความยืดหยุ่นของค่าจ้างของอุปสงค์มีความยืดหยุ่นสูง,B
คําชี้แจง 1 | ในกลุ่ม (ab)^{-2} = b^{-2}a^{-2} คําชี้แจง 2 | ในกลุ่ม (ab)^n = a^nb^n,จริงจริง,"เท็จ, เท็จ",จริงเท็จ,เท็จ จริง,B
คําว่าการแข่งขันในประเทศหนึ่งได้รับอิทธิพลจากการแข่งขันในประเทศอื่นมากน้อยเพียงใด,การค้าระหว่างประเทศ,เศรษฐกิจโลก,การแข่งขันระดับโลก,โลกาภิวัตน์,D
"โปรแกรมเมอร์เขียนโปรแกรมด้านล่าง โปรแกรมใช้รายการตัวเลขที่เรียกว่า numList โปรแกรมนี้มีวัตถุประสงค์เพื่อแสดงผลรวมของตัวเลขในรายการ
 ผลรวม← numList [1]
 สําหรับแต่ละค่าใน numList
 ผลรวม ← ผลรวม + มูลค่า
 แสดงผลผลรวม
 ในการทดสอบโปรแกรม โปรแกรมเมอร์จะเริ่มต้น numList เป็น [0 , 1 , 4 , 5] โปรแกรมแสดง 10 และโปรแกรมเมอร์สรุปว่าโปรแกรมทํางานตามที่ตั้งใจไว้ ข้อใดต่อไปนี้เป็นความจริง",ข้อสรุปถูกต้อง โปรแกรมทํางานตามที่ตั้งใจไว้,"ข้อสรุปไม่ถูกต้อง โปรแกรมไม่แสดงค่าที่ถูกต้องสําหรับกรณีทดสอบ [0, 1, 4, 5]","ข้อสรุปไม่ถูกต้อง การใช้กรณีทดสอบ [0, 1, 4, 5] ไม่เพียงพอที่จะสรุปว่าโปรแกรมถูกต้อง","ข้อสรุปไม่ถูกต้อง การใช้กรณีทดสอบ [0, 1, 4, 5] เป็นการยืนยันว่าโปรแกรมทํางานสําหรับรายการในลําดับที่เพิ่มขึ้นเท่านั้น",C
ทําไม Parfit ถึงต่อต้านความเท่าเทียมกัน?,เขาให้เหตุผลว่าสังคมที่ไม่เท่าเทียมกันเป็นสิ่งที่หลีกเลี่ยงไม่ได้,เขาอ้างว่าการให้ความสําคัญกับความต้องการของคนจนเราสามารถเพิ่มความเท่าเทียมกันได้,เขายืนยันว่าเราแต่ละคนต้องรับผิดชอบต่อความยากจนของเรา,เขาปฏิเสธแนวคิดเรื่องความเสมอภาคโดยสิ้นเชิง,B
"คําถามนี้อ้างถึงข้อมูลต่อไปนี้
""อันที่จริง ในฐานะทั้งฟัตวาของ [นักวิชาการ] ที่มีชื่อเสียงซึ่งให้ความเห็นเกี่ยวกับเหตุผลและประเพณีเหมือนกัน และฉันทามติของชุมชนซุนนีเห็นพ้องต้องกันว่าภาระหน้าที่ในสมัยโบราณของการทําลายล้าง การกําจัด และการขับไล่นวัตกรรมที่ชั่วร้ายจะต้องเป็นจุดมุ่งหมายของความทะเยอทะยานอันสูงส่งของเรา เพราะ ""ความกระตือรือร้นทางศาสนาคือชัยชนะสําหรับศรัทธาของพระเจ้าผู้มีพระคุณ""; จากนั้นตามถ้อยคําของท่านศาสดา (ขอความสันติจงมีแด่ท่าน!) ""ผู้ใดนํานวัตกรรมชั่วร้ายเข้ามาในคําสั่งของเราจะต้องถูกขับไล่"" และ ""ผู้ใดทําผิดคําสั่งของเราจะต้องถูกขับไล่"" การกระทําจึงมีความจําเป็นและกว้างขวาง...""
จดหมายจากสุลต่านเซลิมที่ 1 แห่งออตโตมันถึง Safavid Shah Ismail I, 1514
ชาวซาฟาวิดดึงความโกรธเกรี้ยวของจักรวรรดิอิสลาม เช่น จักรวรรดิออตโตมันและจักรวรรดิโมกุลเป็นหลักเพราะพวกซาฟาวิด",เป็นจักรวรรดิขยายตัวที่ตั้งทางภูมิศาสตร์ระหว่างผู้ขยายอีกสองคน,ปฏิเสธหลักการสําคัญของศาสนาอิสลาม,กดขี่คริสเตียนและเปลี่ยนพวกเขาให้กลายเป็นนักสู้ซาฟาวิด,อิสมาอิลประกาศตัวเป็นกาหลิบ,A
"คําถามนี้อ้างถึงข้อมูลต่อไปนี้
ฉันเดินไปข้างคอลัมน์ถามว่าเกิดอะไรขึ้น
ทหารพูดง่ายๆ ว่า ""พวกเขาโทรมามากขึ้นทุกวัน
""พวกเราบางคนถูกส่งขึ้นเหนือไปยังแม่น้ําเหลืองเมื่ออายุสิบห้าปี
และตอนนี้เมื่ออายุสี่สิบเรากําลังมุ่งหน้าไปยังกองทหารรักษาการณ์ทางทิศตะวันตก
ในทัวร์ครั้งแรกของเราหัวหน้าหมู่บ้านต้องผูกผ้าพันคอให้เรา
พอกลับมาผมเราขาวแต่ก็ยังมีความไม่สงบอีก
กองทหารรักษาการณ์ชายแดนวิ่งด้วยเลือดเพียงพอที่จะเติมเต็มมหาสมุทร
แต่ความทะเยอทะยานในดินแดนของจักรพรรดิอัจธิการศึกยังไม่สิ้นสุด
ในร้อยหัวเมืองทางตะวันออกของภูเขาทั่วแผ่นดินฮั่น
ต้องมีหมื่นหมู่บ้านที่ระบาดอยู่ในขณะนี้.
แม้ว่าภรรยาจะแข็งแรงพอที่จะจับจอบและไถได้
พืชผลเติบโตทุกทาง ทุ่งนารกไปหมด
มันยากที่สุดสําหรับผู้ชายชานซีด้วยชื่อเสียงของพวกเขาในฐานะนักสู้:
พวกมันกลมขึ้นเหมือนสุนัขหรือไก่ผู้ชายทุกคนประทับใจ
""แต่ท่านครับ ถึงแม้จะเป็นการดีที่ท่านถาม
การบ่นไม่ใช่ส่วนหนึ่งของงานของทหาร
เราได้แต่ส่ายหัว ใช้ฤดูหนาวนี้:
กองทหารชานซีไม่เคยถูกส่งกลับบ้าน
เจ้าหน้าที่เขตเรียกร้องภาษีที่ดิน
แต่มันจะมาจากไหน? ขูดเลือดเอาจากปู!
ฉันคิดว่ามันเป็นโชคร้ายที่จะมีลูกชายตอนนี้
มีลูกสาวดีกว่า: อย่างน้อยเธอก็แต่งงานได้
และอาศัยอยู่กับเพื่อนบ้านข้างบ้าน
แต่ลูกชายคนหนึ่งจะต้องนอนอยู่บนทุ่งหญ้าอันไกลโพ้น""
Du Fu, ""Ballad of the Army Carts,"" แคลิฟอร์เนีย 750 C.E.
บทกวีแสดงหลักฐานว่าข้อใดต่อไปนี้เกี่ยวกับความสัมพันธ์ทางเพศในสังคมถัง",ความสัมพันธ์ระหว่างสามีภรรยาขงจื๊อยังคงแน่นแฟ้นในสังคมถัง,พระราชนิพนธ์ของจักรพรรดิเน้นย้ําถึงการเกิดของบุตรชายที่มีความสามารถมากกว่าลูกสาวเพื่อให้เป็นไปตามโควตาการเกณฑ์ทหาร,งานเกษตรกรรมสามารถแบ่งปันได้ทั้งผู้หญิงและผู้ชาย,ความสัมพันธ์ทางเพศแบบดั้งเดิมของจีนถูกย้อนกลับในรัชสมัยของจักรพรรดินีหวู่เจ๋อเทียน,C
ในระนาบ xy กราฟของ x^(log y) = y^log x คือ,ดิ โอเพ่น เฟิร์ส ควอแดรนท์,เส้นโค้งปิด,รังสีในจตุภาคแรกเปิด,จุดเดียว,A
ประเทศใดต่อไปนี้ปล่อย CO2 ต่อหัวมากที่สุดในปี 2017,ญี่ปุ่น,แคนาดา,รัสเซีย,อิหร่าน,B
การโจมตีซ้ําคืออะไร?,เมื่อผู้โจมตีตอบกลับข้อความที่ระบบส่งถึงนั้น,การโจมตีที่ทําซ้ําอย่างต่อเนื่องตรวจสอบจุดอ่อน,การโจมตีที่ใช้ข้อความของระบบเองจึงไม่สามารถป้องกันได้,ผู้โจมตีส่งข้อความที่จับได้อีกครั้ง และไซต์ยอมรับและตอบกลับในความโปรดปรานของผู้โจมตี,D
ความจริงที่ว่าความถี่การดูดกลืนแสงอินฟราเรดของดิวเทอเรียมคลอไรด์ (DCl) เปลี่ยนไปจากไฮโดรเจนคลอไรด์ (HCl) นั้นเกิดจากความแตกต่างใน,การกระจายอิเล็กตรอน,โมเมนต์ไดโพล,แรงคงที่,มวลลดลง,D
ประสิทธิภาพควอนตัมของเครื่องตรวจจับโฟตอนคือ 0.1 หากส่งโฟตอน 100 ตัวเข้าไปในเครื่องตรวจจับทีละตัวเครื่องตรวจจับจะตรวจจับโฟตอน,ค่าเฉลี่ย 10 เท่า โดยมีค่าเบี่ยงเบน RMS ประมาณ 4,ค่าเฉลี่ย 10 เท่า โดยมีค่าเบี่ยงเบน RMS ประมาณ 3,ค่าเฉลี่ย 10 เท่า โดยมีค่าเบี่ยงเบน RMS ประมาณ 1,ค่าเฉลี่ย 10 เท่า โดยมีค่าเบี่ยงเบน RMS ประมาณ 0.1,B
สตริงบิตชุดใดต่อไปนี้ไม่สามารถอธิบายด้วยนิพจน์ทั่วไปได้,สตริงบิตทั้งหมดที่มีจํานวนศูนย์เป็นผลคูณของห้า,สตริงบิตทั้งหมดที่ขึ้นต้นด้วยศูนย์และลงท้ายด้วยหนึ่ง,สตริงบิตทั้งหมดที่มีจํานวนศูนย์เป็นเลขคู่,สตริงบิตทั้งหมดที่มีสตริงมากกว่าศูนย์,D
การปรับตัวของพืชเพื่อลดการสูญเสียน้ําในสภาพแวดล้อมที่มีอุณหภูมิสูง ได้แก่ ข้อใดต่อไปนี้,ปากใบจํานวนมาก,หนังกําพร้าบาง ๆ,เงี่ยงแทนใบไม้,อัตราส่วนพื้นผิวต่อปริมาตรขนาดใหญ่,C
การกลายพันธุ์เป็นข้อผิดพลาดใน DNA ที่:,เป็นอันตรายเสมอ,เกิดขึ้นเฉพาะในที่ที่มีสารก่อมะเร็ง,เพิ่มการเติบโตของเนื้องอก,เกิดขึ้นเองในอัตราที่ต่ํา,D
ข้อใดต่อไปนี้เป็นความจริงของภาวะพร่องไทรอยด์,น้ำหนัก,myxoedema ก่อนกระดูกหน้าแข้ง,ระดับ TSH ที่เพิ่มขึ้น,ความเกลียดชังต่อสถานที่อบอุ่น,C
