Question,A,B,C,D,Answer
"Այս հարցը վերաբերում է հետեւյալ տեղեկություններին:
«Տոտալիտար ռեժիմների սերմերը սնուցվում են թշվառությամբ եւ ցանկությամբ: Նրանք տարածվում ու աճում են աղքատության ու կռիվների չար հողի մեջ։ Նրանք հասնում են իրենց աճին, երբ ավելի լավ կյանք ունենալու հույսը մահանում է ։ Մենք պետք է այդ հույսը կենդանի պահենք... Մեծ պատասխանատվություն է դրվել իրադարձությունների սրընթաց շարժման վրա... Վստահ եմ, որ Կոնգրեսը այդ պարտականությունները կկրի ամբողջությամբ»:
Նախագահ Հարի Ս. Տրումեն, 1947 թ.
Վերոհիշյալ հատվածում արտահայտված մտքերն առավել անմիջականորեն արտացոլում են ԱՄՆ-ի պատմության մեջ հետեւյալ շարունակություններից ո՞ր մեկը:",Կոնգրեսի եւ նախագահի հարաբերությունների մասին վեճեր:,Ռազմական ուժի կիրառման վերաբերյալ վեճեր՝ անկայուն իրավիճակներում:,Համաշխարհային գործերում Միացյալ Նահանգների դերի մասին վեճեր:,Բանավեճեր քաղաքական կուսակցությունների պատշաճ դերի մասին:,C
"Հիվանդը տառապում է պարանոցի կոտրվածքով, որի ժամանակ ողնաշարը վնասվում է 6-րդ ողնուղեղի ողնուղեղի մակարդակին:",Նրանք չեն կարողանա շնչել առանց կյանքի աջակցության։,Նրանք կկարողանան միայն հանգիստ շնչել:,Շնչառության վրա ազդեցություն կանխատեսելն անհնար է:,Շնչառությունը չի վնասվի.,B
Բացասական մնացորդային աուտոկորացիան նշված է հետեւյալներից ո՞ր մեկի կողմից:,Մնացորդային շրջանում ցիկլիկ օրինաչափություն,Մնացորդային վիճակում գտնվող փոփոխական ձեւ,Մնացորդային մնացորդներում լրիվ պատահականություն,"Մնացորդներ, որոնք բոլորը մոտ են զրոյի",B
"Նշեք հետեւյալ պայմանական առաջարկի նախածանցը։ Մեղուները հաղթում են իրենց առաջին խաղը միայն այն դեպքում, եթե կա՛մ Aardvarks-ը, կա՛մ Chipmunks-ը չհաղթեն իրենց առաջին խաղերը։",Ավարդարկները չեն հաղթում իրենց առաջին խաղը:,Մեղուները հաղթում են իրենց առաջին խաղը:,Չիպմունկները չեն հաղթում իրենց առաջին խաղը:,"Կա՛մ Ավարայրիները, կա՛մ Չիպմունկները չեն հաղթում իրենց առաջին խաղերը։",B
"Ուսանողները անցկացնում են բույսերի պիգմենտային առանձնացման վարժություն, որը պահանջում է օգտագործել փակ քրոմատոգրաֆիայի սենյակ, որի ստորին մասում քիչ քանակությամբ ացետոն կա: Ացետոնի անվտանգության մասին նախազգուշացումները ներառում են այն դրույթը, որ այն աչքի եւ մաշկի գրգռիչ է եւ ունի բոցավառվող գոլորշիներ։ Հետեւյալից' ո՞ր անվտանգության նախազգուշական քայլին պետք է մասնակցեն ուսանողները վարժությունը վարելիս:","Դնելով կրակոտ ձեռնոցներ, որպեսզի սենյակը տեղափոխվի ֆումի կափարիչ, եթե ացետոնը կրակ է բռնում","Սենյակը փակ, մթնած պահարանում դնելով պիգմենտային բաժանման տեւողության համար",Կաշվե ձեռնոցներ հագած եւ քիթն ու բերանը ծածկել մասնիկային դիմակով,Ակնոց եւ նատրիումի տեսակի ձեռնոցներ կրել եւ բոլոր ացետոնային տարաները փակ պահել,D
"Դրանցից ո՞րն է որոշում տարբեր տեսակների էվոլյուցիոն առնչությունը հոմոլոգ սպիտակուցների ամինաթթվային հաջորդականության հիման վրա, ընդհանուր առմամբ, ավելի քիչ ճշգրիտ, քան հոմոլոգ գեների նուկլեոտիդների հաջորդականությունների վրա հիմնված կապակցվածության որոշիչները։",Լուռ մուտացիաներ,Գեների կրկնապատկումներ,"Տրանսլոկացիոն իրադարձություններ, որոնք փոխում են գեների հաջորդականությունը",Անցում-over,A
"Արդյո՞ք արտասահմանում երկրի X երկրի նախարարների անօրինական սպանությունը հանցագործություն է, որը կատարվում է jure imperii կամ jure gestionis?",Նման վարքը հանրային ակտ է (jure imperii),Նման վարքը երբեք իմունիտետ չի գրավում,Նման վարքը մասնավոր գործողություն է (jure gestionis),"Նման վարքը հանրային գործողություն է, սակայն պաշտպանված է իմունիտետով",C
"Այս հարցը վերաբերում է հետեւյալ տեղեկություններին:
Նախ պետք է նշել, որ տիեզերքը գնդաձեւ է, մասամբ այն պատճառով, որ այս ձեւը կատարյալ ամբողջություն է, որը պահանջում է ոչ մի հոդ, ամենակատարյալն է, մասամբ այն պատճառով, որ այն ստեղծում է ամենադաժան ձեւը, որը լավագույնս համապատասխանում է ամեն ինչ պահելուն եւ պահպանելուն. կամ կրկին այն պատճառով, որ տիեզերքի բոլոր բաղադրիչ մասերը, այսինքն՝ Արեգակը, Լուսինը եւ մոլորակները հայտնվում են այս տեսքով; կամ քանի որ ամեն ինչ ձգտում է հասնել այս տեսքին, ինչպես երեւում է կաթիլների եւ այլ հեղուկ մարմինների դեպքում, եթե նրանք փորձում են սահմանել իրենց: Ուստի ոչ ոք չի կասկածի, որ այս ձեւը պատկանում է երկնային մարմիններին ։ ...
Ուստի հարցականի տակ է դրվում նաեւ այն, որ երկիրը բոլոր կողմերից սեղմվում է իր կենտրոնում։ Թեեւ լեռների բարձրությունների եւ հովիտների դեպրեսիվության պատճառով կատարյալ շրջան հնարավոր չէ հասկանալ, սակայն դա չի ազդում երկրի ընդհանուր գնդաձեւ բնույթի վրա։ ...
Ինչպես արդեն ցույց է տրվել, որ Երկիրն ունի ոլորտի ձեւ, պետք է հաշվի առնել, թե արդյոք շարժումը համընկնում է նաեւ այս ձեւի հետ, եւ թե ինչ տեղ է զբաղեցնում Երկիրը տիեզերքում: ... Հեղինակների մեծամասնությունը, իհարկե, համամիտ է, որ Երկիրը դեռ կանգնած է տիեզերքի կենտրոնում, եւ անհավանական ու անհեթեթ է համարում ենթադրել հակառակը: Բայց եթե հարցը մանրակրկիտ կշռադատված է, ապա կտեսնեք, որ հարցը դեռ լուծված չէ, ուստիեւ թեթեւամտորեն վերաբերվելու համար։ Դիտարկվող տեղանքի յուրաքանչյուր փոփոխություն պայմանավորված է նրանով, որ դիտարկվող օբյեկտի կամ դիտորդի տեղաշարժը կամ երկուսի շարժումները տեղի են ունենում։ ... Հիմա հենց երկրից է, որ դիտվում է երկնքի հեղափոխությունը եւ այն ստեղծվում է մեր աչքերի համար։ Հետեւաբար, եթե երկիրը ոչ մի շարժում չի անցնում, ապա այս շարժումը պետք է տեղի ունենա երկրից դուրս ամեն ինչում, բայց հակառակ ուղղությամբ, քան եթե երկրի վրա ամեն ինչ շարժվի, եւ այս տեսակից է ամենօրյա հեղափոխությունը: Այսպիսով, ըստ երեւույթին, դա ազդում է ողջ տիեզերքի վրա, այսինքն՝ երկրից դուրս գտնվող ամեն ինչի վրա, բացառությամբ երկրի։ Սակայն, եթե մարդը խոստովանի, որ այս շարժումը յուրահատուկ չէր երկնքին, այլ որ երկիրը պտտվում էր արեւմուտքից արեւելք, եւ եթե դա ուշադիր քննվեր արեւի, Լուսնի եւ աստղերի ակնհայտ ծագումն ու մայրամուտը, ապա կբացահայտվեր, որ սա էր իրական իրավիճակը»։
Նիկոլայ Կոպեռնիկոս, Երկնային մարմինների հեղափոխությունները, 1543 թ.
Այս հատվածը կարող է օգտագործվել որպես ապացույց այն բանի, որ Կոպեռնիկոսը տարբերվում էր իր օրերի ավանդական, Արիստոտելյան բնական փիլիսոփաներից, քանի որ նա առաջարկում էր, որ",կոսմոսը գնդաձեւ է,երկիրը գնդաձեւ է,կոսմոսը գեոստատիկ է,երկիրը հաստատուն չէ,D
"Որոշիր H+(aq) կոնցենտրացիան 1.0 M ֆենոլում, C6H5OH, լուծույթում: (Ֆենոլի համար նախատեսված «Կա» × 10^-10)",1 × 10^-10 Մ,1 × 10^-9 Մ,1 × 10^-3 Մ,1 × 10^-5 Մ,D
Հետեւյալ գործոններից ո՞րը կհամարվի Ռիվայի «ձգման» գործոն Հնդկաստանից ԱՄՆ տեղափոխվելու մասին մտածելիս:,Նողկալի աղքատություն,Ավելի լավ աշխատանք եւ ավելի բարձր աշխատավարձ,Հնդկաստանի կաստայական համակարգ,Բռնություն նրա հարեւանությամբ,B
"Համեմատելով այնպիսի երկրների քաղաքական կուսակցությունների հետ, ինչպիսիք են Անգլիան եւ Իսրայելը, որոնք երկուսն էլ ունեն բազմակողմ համակարգեր, ամերիկյան քաղաքական կուսակցություններն են",ընտրությունների արդյունքների վրա ազդելու հարցում քիչ է հետաքրքրված,պակաս հստակորեն բնորոշվում են հետեւողական քաղաքական գաղափարախոսությունների,քաղաքական աջակիցներից գումար հավաքելու հարցում քիչ արդյունավետ,ավելի լավ կարող են արտացոլել իրենց ամբողջ ընտրատեղամասերի նպատակները,B
"Մի թիվ, որը կլորացվում է մինչեւ ամենամոտ հազարը, 47 000 է։ Ո՞ր թիվը կարող է լինել կլորացված թիվը:","46,295","46,504","47,520","47,924",B
"Թանաքը գտնվում է եռանկյունաձեւ պրիզմայի տեսքով: Եթե եռանկյան հիմքն ունի 116 քառակուսի մետր տարածք, իսկ բաքի բարձրությունը 30 մետր է, ապա որքա՞ն ջուր է պարունակելու բաքը, երբ այն լիքն է:",1725 ft^3,1740 ft^3,3480 ft^3,6960 ft^3,C
Ինդուկտորում առաջացած լարումը ներկայացվում է որպես՝,իր ինդուկտիվության եւ դրա միջոցով հոսանքի արդյունք:,նրա ինդուկտիվության հարաբերությունը նրա միջոցով հոսանքին:,նրա միջոցով հոսանքի հարաբերակցությունը նրա ինդուկտիվությանը:,իր ինդուկտիվության եւ դրա միջոցով հոսանքի փոփոխման տեմպերի արտադրությամբ:,D
Հետեւյալ հատկանիշներից ո՞րն է ընդհանուր առմամբ համապատասխանում ամսաթվի բռնաբարությանը:,չափից ավելի ուժի կիրառման,կանխամտածված,սեռական շարժառիթներով,զենքի կիրառման հետ կապված,C
"Գտնել թեքության երկարությունը y = ln x կետերի միջեւ, որտեղ y = 1/2 եւ y = 1:",0.53,0.86,1.18,1.36,C
Գտնել $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$,1,-1,0,2,B
Ո՞ր հոգեբանական հայեցակարգն էր առավել հայտնի Արեւմտյան Եվրոպայի քսաներորդ դարի սկզբին:,նեւրոզ,էվոլյուցիոն,վարքաբան,պսիխոանալիտիկ,D
Սովորած անօգնականությունը ամենայն հավանականությամբ անմիջականորեն կապված է,Բարնումի էֆեկտը:,ինքնասիրահարված կողմնապահություն:,վերահսկողության արտաքին լոկուս:,անվերապահորեն դրական է վերաբերվում:,C
"Գարսիայի եւ Կոելինգի հետազոտությունները իմացած ոտնապնդումների վերաբերյալ հաստատեցին, որ հետեւյալ UCS եւ CS զույգերից ո՞րն է ամենահզորը եւ ամենից արագ է սովորել:",առաջադրանքի կատարումը եւ սննդի վարձատրություն ստանալը,սրտխառնոց եւ սնունդ կամ խմիչք,շարժումն ու ցնցումը,պատիժները եւ պարգեւատրումները,B
"Մարսի ջրի մի մասը սառած է հողի մեջ, իսկ սառույցի գլխարկները, իսկ մի քանիսը կորել են արեւային քամու պոկման պատճառով, սակայն կարծում են, որ սկզբնական ջրի մեծ մասը կորել է մեկ այլ մեխանիզմի միջոցով: Ի՞նչ պատահեց այս «կորած» ջրին:","այն մագնիսական դաշտից պոկվեց, երբ ուժի մեջ արագորեն նվազեց","այն ուլտրամանուշակագույն ճառագայթների շնորհիվ ճեղքվել է ջրածնի եւ թթվածնի, իսկ ջրածինը կորել է ջերմային փախուստի միջոցով",այն սպառվել էր ծարավ Մարթայի քաղաքակրթությունից,այն գոլորշիացվել է ինտենսիվ վոլկանիզմի ժամանակաշրջանում եւ կորել է տարածության մեջ ջերմային փախուստի միջոցով,B
"1.5 × 10^6 մ/վ արագությամբ սկզբնական արագությամբ ճամփորդելիս պրոտոնը մտնում է 1,5 Տ մագնիտուդով հաստատուն մագնիսական դաշտի տարածք: Եթե պրոտոնի սկզբնական արագության վեկտորը մագնիսական դաշտի հետ կազմում է 30° անկյուն, մագնիսական դաշտ մտնելուց հետո հաշվարկեք պրոտոնի արագությունը 4 s:",5.0 × 10^6 մ/վ,7.5 × 10^6 մ/վ,1.5 × 10^6 մ/վ,3.0 × 10^6 մ/վ,C
"Բարձր էներգիա ունեցող ֆոսֆատների, ATP եւ phosphocreatine-ի ճեղքվածքից դուրս թողնված էներգիան կարող է պահպանել մաքսիմալ exertion վարժություն մոտ.",1-2 վայրկյան:,5-10 վայրկյան:,30-40 վայրկյան:,50-60 վայրկյան:,B
"Շարքի մեջ, եթե մեկ լամպում հոսանքը 2 A է, ապա նրա կողքին գտնվող լամպի հոսանքը","կես, 1 Ա",2:00 ՀՀ դրամ,"Կախված նրանից, թե որ լամպն է ավելի մոտ մարտկոցին",Բավարար տեղեկություն չկա ասելու համար,B
Ստորեւ բերվածներից ո՞րն է ամենայն հավանականությամբ ժամանակի ընթացքում ավելի ուժեղ տնտեսական աճ առաջ բերում:,Բնական ռեսուրսների ավելի արագ սպառում:,Մեծահասակների անգրագիտության բարձր ցուցանիշներ:,Կապիտալ ապրանքների անկում:,Ներդրումային հարկային կրեդիտներ:,D
"Տնտեսությունը գտնվում է խորը ճգնաժամի մեջ: Հաշվի առնելով այս տնտեսական իրավիճակը, դրամական քաղաքականության վերաբերյալ հետեւյալ դրույթներից ո՞րն է ճիշտ:",Ընդլայնական քաղաքականությունը միայն կվատացներ ճգնաժամը։,"Ծավալային քաղաքականությունը մեծապես մեծացնում է համախառն պահանջարկը, եթե ներդրումները զգայուն են տոկոսադրույքի փոփոխությունների նկատմամբ:",Պայմանագրային քաղաքականությունը համապատասխան խթան է ներդրումների եւ սպառման համար:,"Եթե փողի պահանջարկը միանգամայն էլաստիկ ընդլայնման դրամական քաղաքականություն է, ապա դա կարող է բավականին արդյունավետ լինել։",B
"Բիզնեսմենները սոցիալական հաշվառման են ներգրավվում _________ պահանջների պատճառով, որպեսզի բացահայտեն ________, բարելավեն ___________ եւ խրախուսեն _________ եւ ___________","Տնտեսվարող սուբյեկտներ, ռիսկեր, տնտեսվարող սուբյեկտի կառավարում, հաշվետվողականություն, թափանցիկություն","Տնտեսվարող սուբյեկտներ, հաշվետվողականություն, թափանցիկություն, ռիսկեր, տնտեսվարող սուբյեկտների կառավարում","Տնտեսվարող սուբյեկտներ, պատասխանատվություն, ռիսկեր, տնտեսվարող սուբյեկտներ, տնտեսվարող սուբյեկտներ","Տնտեսվարող սուբյեկտներ, տնտեսվարող սուբյեկտներ, թափանցիկություն, ռիսկեր, հաշվետվողականություն",A
"Մատակարարի վրա դրված հարկն ավելի հավանական է, որ կփոխանցվի սպառողին' գների բարձրացման տեսքով, եթե",պահանջարկի գների առաձգականությունը խիստ առաձգական է:,պահանջարկի գների էլաստիկությունը խիստ անէական է:,պահանջարկի գնի առաձգականությունը միավոր էլաստիկ է:,պահանջարկի աշխատավարձի առաձգականությունը խիստ առաձգական է:,B
Վիճակագրություն 1 | Խմբում (ab)^{-2} = b^{-2}a^{-2}. Վիճակագրություն 2 | Խմբում (ab)^n = a^nb^n:,"Ճիշտ է, ճիշտ","Կեղծ, կեղծ","Ճիշտ է, սուտ","Կեղծ, ճիշտ",B
"Ո՞րն է այն տերմինը, թե ինչ աստիճանի վրա է ազդում մրցակցությունը մի երկրում այլ երկրներում։",Միջազգային առեւտուր,Գլոբալ տնտեսագիտություն,Գլոբալ մրցույթ,Գլոբալիզացիա,D
"Ծրագրի հեղինակներից մեկը գրել է ծրագիրը ստորեւ: Ծրագրում օգտագործվում է numList կոչվող թվերի ցանկը: Ծրագիրը նախատեսված է ցուցակում նշված թվերի գումարը ցուցադրելու համար:
 sum ← numList [1]
 ՅՈՒՐԱՔԱՆՉՅՈՒՐ արժույթի համար IN numlist
 գումար ← գումար + արժույթ
 Ցուցադրման գումար
 Ծրագիրը ստուգելու համար ծրագրավորողը numList-ը սկզբնավորում է [0 , 1 , 4 , 5]։ Ծրագիրը ցուցադրում է 10- ը, եւ ծրագրավորողը եզրակացնում է, որ ծրագիրը գործում է այնպես, ինչպես նախատեսված է: Հետեւյալներից ո՞րն է ճշմարիտ:",Եզրակացությունը ճիշտ է; ծրագիրը գործում է ըստ նախատեսվածի:,"Եզրակացությունը սխալ է; ծրագիրը չի ցուցադրում ստուգման դեպքի ճիշտ արժեքը [0, 1, 4, 5]:","Եզրակացությունը սխալ է; քննության գործից օգտվելով [0, 1, 4, 5] բավարար չէ եզրակացնելու համար, որ ծրագիրը ճիշտ է:","Եզրակացությունը սխալ է; օգտագործելով թեստային դեպքը [0, 1, 4, 5] միայն հաստատում է, որ ծրագիրը աշխատում է ցուցակների համար՝ ավելացնելով հերթականությունը:",C
Ինչո՞ւ է Պարֆիթը դեմ հավասարությանը:,"Նա պնդում է, որ անհավասար հասարակությունն անխուսափելի է։","Նա պնդում է, որ նախապատվությունը տալով աղքատների կարիքներին՝ մենք կարող ենք մեծացնել հավասարությունը:","Նա պնդում է, որ յուրաքանչյուրս պատասխանատու ենք մեր աղքատության համար։",Նա ընդհանրապես մերժում է հավասարության գաղափարը։,B
"Այս հարցը վերաբերում է հետեւյալ տեղեկություններին:
«Իրականում, ինչպես եւ ականավոր [գիտնականների] ֆաթվայները, ովքեր իրենց կարծիքը հիմնում են ինչպես տրամաբանության, այնպես էլ ավանդույթի վրա, եւ սուննի համայնքի համաձայնությունը համամիտ են, որ վեհացման, բնաջնջման եւ չար նորարարությունների արտաքսման հին պարտականությունը պետք է լինի մեր վեհ ձգտումների նպատակը, քանզի «Կրոնական նախանձախնդրությունը հաղթանակ է Աստծո Հավատքի համար Բենեֆիսենթ»; ապա, մարգարեի խոսքերին համապատասխան (Խաղաղություն նրա վրա!) «Ով որ մեր կարգի մեջ չար նորարարություն է մտցնում, պետք է վտարվի» եւ «Ով որ մեր կարգի դեմ է անում, պետք է վտարվի», գործողությունները դարձել են անհրաժեշտ եւ խիստ...»:
Օսմանյան սուլթան Սելիմ I-ի նամակը Սաֆավիդ Շահ Իսմայիլ I-ին, 1514 թ.
Սաֆավիդները ցասումը բորբոքեցին այնպիսի իսլամական կայսրությունների, ինչպիսիք են Օսմանյան եւ Մուգալ կայսրությունները գլխավորապես այն պատճառով, որ սաֆավիդները","էին տարածական կայսրությունը աշխարհագրական առումով, որը գտնվում էր երկու այլ ընդլայնումների միջեւ",մերժեցին Իսլամի կենտրոնական,ստրուկ քրիստոնյաներին եւ նրանց վերածեց սաֆավիդի մարտիկների,Իսմայիլը իրեն խալիֆ հռչակեց,A
"Այս հարցը վերաբերում է հետեւյալ տեղեկություններին:
Քայլում եմ սյունի կողքով, հարցնում, թե ինչ է կատարվում:
Զինվորը պարզապես ասում է.
«Մեզանից ոմանք տասնհինգ տարեկան հասակում ուղարկվեցին հյուսիս՝ Դեղին գետ,
Եվ հիմա քառասունին մենք գնում ենք դեպի արեւմտյան կայազորները:
Մեր առաջին շրջագայության ժամանակ գյուղի ղեկավարը ստիպված էր կապել մեր բանդանաները մեզ համար։
Երբ վերադարձանք, մեր մազերը սպիտակ էին, բայց դեռ ավելի շատ խռովություն է:
Սահմանային կայազորները վազում են արյունով, բավական է օվկիանոս լցնելու համար,
Սակայն Մարտական կայազորի տարածքային ձգտումները դեռ չեն ավարտվել:
Լեռներէն արեւելք, Հանի ամբողջ երկրի արեւելեան հարիւր թաղամասերուն մէջ,
Պետք է որ լինեն տասը հազար գյուղեր, որոնք այժմ ողողված են։
Նույնիսկ եթե կանայք այնքան ուժեղ են, որ կարող են բռնել սմբակն ու հերձը,
Բերքն ամեն կերպ աճում է, դաշտերը՝ խառնաշփոթ:
Ամենադժվարը շանսերի տղամարդկանց համար, իրենց համբավով, որպես կռվարարներ.
Նրանք շների կամ հավերի պես կլորացված են, ամեն արուն տպավորված է:
—Բայց պարոն, թէեւ լաւ է հարցնել,
Բողոքելը զինվորի գործի մաս չի կազմում:
Մենք կարող ենք միայն գլուխները թոթափել: Վերցրեք այս ձմեռը.
Շանսիի զորքերը երբեք տուն չուղարկվեցին։
Շիրակի մարզպետները պահանջում են հողի հարկ,
Բայց որտեղի՞ց է այն առաջ գալու։ Չի կարելի քարից արյուն ստանալ!
Ազնվորեն կարծում եմ, որ վատ բախտ է հիմա որդի ունենալը,
Ավելի լավ է աղջիկ ունենալ. գոնե նա կարող է ամուսնանալ
Եվ հարեւանների հետ ապրեք:
Բայց որդին վերջիվերջո պառկելու է ինչ–որ հեռավոր դաշտավայրի վրա»։
Դու Ֆու, «Բանակի սայլերի բալլադը», կա. 750 թ.
Բանաստեղծությունը փաստում է, թե ստորեւ բերվածներից ո՞րն է Թանգ հասարակության մեջ գենդերային հարաբերությունների հետ կապված:",Ամուսինների եւ կնոջ միջեւ կոնֆուցիական հարաբերությունները դեռեւս ամուր էին Թանգ հասարակության մեջ։,"Կայսերական ձեռագրերում շեշտվում էր, որ աղջիկների վրա ծնված որդիները պետք է կատարեին զինվորական քվոտաները։","Գյուղատնտեսական աշխատանքները կարող էին կիսվել ինչպես կանանց, այնպես էլ տղամարդկանց կողմից:",Վու Ցետիանի կառավարման տարիներին փոխվեցին ավանդական չինական սեռի հարաբերությունները:,C
xy-ի մեջ x^(log y) = y^log x-ի գրաֆն է,բաց առաջին քառանկյունը,փակ թեքություն,բաց առաջին քառանկյունում ճառագայթ,մեկ կետ,A
Հետեւյալ երկրներից ո՞ր մեկն է 2017թ. ամենաշատը արտանետել CO2-ը,Ճապոնիա,Կանադա,Ռուսաստան,Իրան,B
Ի՞նչ է վերախաղային հարձակումը:,Երբ հարձակվողը պատասխանում է համակարգի կողմից իրեն ուղարկված հաղորդագրությանը,"Հարձակում, որը շարունակաբար կրկնվում է, փորձարկվում է թուլության","Հարձակում, որն օգտագործում է համակարգի սեփական հաղորդագրությունները եւ այդպես չի կարող պաշտպանվել","Հարձակվողը վերսկսում է գրավված հաղորդագրությունը, եւ կայքը ընդունում է այն եւ արձագանքում է հարձակվողի օգտին",D
"Այն փաստը, որ դեյտերիումի քլորիդի ինֆրակարմիր կլանման հաճախականությունը (DCl) փոխվում է ջրածնի քլորիդից (HCl) պայմանավորված է նրանց տարբերություններով",էլեկտրոնների բաշխում,dipole moment,ուժը հաստատուն,նվազեցրած զանգված,D
"Ֆոտոն դետեկտորի քվանտային էֆեկտիվությունը 0,1 է։ Եթե 100 ֆոտոն ուղարկվի դետեկտոր, մեկը մյուսից հետո դետեկտորը ֆոտոններ կբացահայտի","միջինը 10 անգամ, որի դեպքում rms շեղումը կազմում է մոտ 4","միջինը 10 անգամ, որի դեպքում rms շեղումը կազմում է մոտ 3","միջինը 10 անգամ, որի դեպքում rms շեղումը կազմում է մոտ 1","միջինը 10 անգամ, rms շեղումով մոտ 0.1",B
Բիտ լարերի հետեւյալ շարքից ո՞րը չի կարող նկարագրվել կանոնավոր արտահայտությամբ:,"Բոլոր բիթային լարերը, որոնց զրոների թիվը հինգից բազմապատիկ է",Բոլոր բիթային լարերը սկսվում են զրոյից եւ ավարտվում են մեկով,Բոլոր բիթային լարերը զրոների նույնիսկ թվով,Բոլոր բիթային լարերը զրոյից ավելի,D
Բարձր ջերմաստիճան ունեցող միջավայրերում ջրի կորուստը նվազագույնի հասցնելու համար բույսերի հարմարեցումներից ո՞րը,Բազմաթիվ ստոմատա,Բարակ կտրվածքներ,Տերեւների փոխարեն ողնաշարավորներ,Մեծ մակերեսից մինչեւ ծավալի հարաբերություններ,C
"Մուտացիաները ԴՆԹ-ում սխալներ են, որոնք.",միշտ վնասակար են:,առաջանում է միայն կարցինոգենների առկայության դեպքում:,մեծացնում է ուռուցքի աճը:,ինքնաբերաբար տեղի է ունենում ցածր տեմպով:,D
Հետեւյալներից ո՞րն է ճիշտ հիպոթիրեոզի դեպքում:,Քաշի կորուստ,Նախա-տիբիալ միքսոեդեմա,TSH մակարդակի բարձրացում,Տաք տեղերի հանդեպ ածական,C
"Քաղաքի տների գնահատված արժեքները ունեն 125 000 դոլար միջին չափ, որի ստանդարտ շեղումը կազմում է 23 000 դոլար: Ուսուցիչների նոր պայմանագրի պատճառով դպրոցի մարզը նախորդ տարվա համեմատ լրացուցիչ 10% միջոցների կարիք ունի: Այս լրացուցիչ գումարը հավաքելու համար քաղաքը հրահանգում է գնահատման գրասենյակին բարձրացնել գնահատված բոլոր տան արժեքները 5000 դոլարով: Ո՞րն է լինելու քաղաքի տների գնահատված արժեքների նոր ստանդարտ շեղումը:",23.000 դրամ ,25.300 դրամ ,28.000 դրամ ,30.300 դրամ ,A
" Պատերազմի ժամանակ խտրականության մասին իր քննարկման ժամանակ Վալսը ենթադրում է, որ",մարտական եւ ոչ մարտական գործողությունների միջեւ տարբերություն չկա:,կոմբատանտների եւ ոչ մարտական գործողությունների միջեւ տարբերությունը աստիճանական հարց է:,մարտական եւ ոչ մարտական գործողությունների միջեւ տարբերությունը կատեգորական է եւ հստակ:,«Ահաբեկչությունը» պետք է սահմանվի որպես անխտիր բռնություն:,B
 Ըստ Նուսբաումի՝ ինչ-որ մեկին օբյեկտի պես վերաբերվելը,բավարար է սեռական օբյեկտիվացման համար:,անհրաժեշտ է սեռական օբյեկտիվացման համար:,սեռական օբյեկտիվացման համար անհրաժեշտ չէ:,վերոգրյալից բոլոր:,C
"Այս երկու սցենարներից ո՞ր մեկի համար է գլխավոր հերոսը (ով օգտագործում է ես/ես/իմը) 2020 թվականի դրությամբ, բարոյական առումով հստակորեն սխալ բան անում, ըստ սովորական բարոյական չափանիշների ԱՄՆ-ում: Դրվագ 1 | Երբ ծնողներս քնում էին, ես վազում էի։ Դրվագ 2 | Մաքրող միջոց լցրի սենյակակիցիս հագուստով լի լվացքի մեջ։","Սխալ, սխալ","Սխալ, ոչ սխալ","Ոչ սխալ, սխալ","Ոչ սխալ, ոչ սխալ",D
