Question,A,B,C,D,Answer
Abafundi baqhuba ukuzivocavoca kokuhlukaniswa kwe-pigment yezitshalo okudinga ukuthi basebenzise igumbi le-chromatography elivaliwe elinenani elincane le-acetone ezansi kwekamelo. Izixwayiso zokuphepha ze-acetone zihlanganisa isitatimende sokuthi i-eye and skin irritant futhi ine-vapors evuthayo. Kulokhu okulandelayo' yiziphi izinyathelo zokuphepha okufanele abafundi bazithathele ngenkathi beqhuba ukuzivocavoca?,Ukubeka amagilavu abuyisela umlilo ukuthwala igumbi ku-hood fume uma i-acetone ibamba umlilo,"Ukubeka igumbi kwikhabhinethi evaliwe, emnyama isikhathi sokuhlukaniswa kwe-pigment",Ukugqoka amagilavu esikhumba nokumboza ikhala nomlomo nge-particle mask,Ukugqoka izibuko namagilavu ohlobo lwe-nitrile nokugcina zonke izitsha ze-acetone zivaliwe,D
Yikuphi kulokhu okwenza ukunquma ukuhlobana kokuziphendukela kwemvelo kwezinhlobo ezahlukene ngokusekelwe ngokulandelana kwe-amino acid yamaprotheni e-homologous ngokuvamile okunembile kunokuzimisela kokuhlobene okusekelwe ekulandeleni kwe-nucleotide yezakhi zofuzo ze-homologous?,Ukuguqulwa buthule,Gene duplications,Izenzakalo ze-Translocation ezishintsha ukulandelana kwezakhi zofuzo,Ukuwela-phezu,A
Ingabe ukubulawa okungekho emthethweni okwenziwe nguNgqongqoshe wezwe X phesheya kuyisenzo se-jure imperii noma i-jure gestionis?,Ukuziphatha okunjalo kuyisenzo somphakathi (jure imperii),Ukuziphatha okunjalo akukaze kuhehe amasosha omzimba,Ukuziphatha okunjalo kuyisenzo sangasese (jure gestionis),Ukuziphatha okunjalo kuyisenzo somphakathi kodwa kuvikelwa ukuvikeleka,C
"Lo mbuzo ubhekisela olwazini olulandelayo.
Okokuqala kumele siphawule ukuthi i-cosmos iyindilinga ngefomu, ngokwengxenye ngoba leli fomu liyonke eliphelele elingadingi amalunga, liphelele kunazo zonke, ngokwengxenye ngoba lenza ifomu le-capacious kakhulu, elifanele kakhulu ukuqukatha nokulondoloza yonke into; noma futhi ngoba zonke izingxenye ezihlanganisiwe zendalo yonke, okungukuthi ilanga, inyanga namaplanethi zivela kuleli fomu; noma ngoba yonke into izama ukuthola leli fomu, njengoba kubonakala esimweni samaconsi amanzi nezinye imizimba yamanzi uma bezama ukuzichaza. Ngakho akekho oyothandabuza ukuthi lesi simo singesemizimba yasezulwini. ...
Ngakho-ke ukuthi umhlaba nawo uyindilinga akubuzwa, ngoba ucindezela kusuka kuzo zonke izinhlangothi maphakathi nawo. Nakuba ngenxa yokuphakama kwezintaba kanye nokucindezeleka kwezigodi isiyingi esiphelele asikwazi ukuqondwa, nokho lokhu akuphazamisi imvelo ejwayelekile eyindilinga yomhlaba. ...
Njengoba sekukhonjisiwe ukuthi umhlaba unesimo se-sphere, kumele sicabangele ukuthi ukunyakaza nakho kuhambisana yini nalesi simo, nokuthi umhlaba uphethe yiphi indawo endaweni yonke. ... Iningi elikhulu lababhali yebo liyavuma ukuthi umhlaba umi maphakathi nendawo yonke, futhi ubheka njengento engacabangeki futhi ehlekisayo ukucabanga okuphambene nalokho. Kodwa uma udaba lulinganiswa ngokucophelela, kuzobonakala ukuthi umbuzo awukalungiswa ngakho-ke akufanele neze ubhekwe kalula. Lonke ushintsho lwendawo olubonwayo lufanele, okungukuthi, ukunyakaza kwento ebonakalayo noma yombukeli, noma ukunyakaza kokubili. ... Manje kuvela emhlabeni ukuthi ukuguquka kwamazulu kubonwa futhi kukhiqizwa amehlo ethu. Ngakho-ke uma umhlaba unganyakazi lokhu kunyakaza kumele kwenzeke kukho konke okungaphandle komhlaba, kodwa ngendlela ehlukile kunokuba yonke into emhlabeni ihambe, futhi kulolu hlobo kuyinguquko yansuku zonke. Ngakho lokhu kubonakala kuthinta yonke indalo, okungukuthi, yonke into engaphandle komhlaba ngaphandle komhlaba owodwa uqobo. Uma, nokho, umuntu kufanele avume ukuthi lokhu kunyakaza kwakungeyona into engavamile emazulwini, kodwa ukuthi umhlaba wawujikeleza usuka entshonalanga uye empumalanga, futhi uma lokhu kwakubhekwa ngokucophelela maqondana nokuphuma nokushona kwelanga okubonakalayo, inyanga nezinkanyezi, kwakuzotholakala ukuthi lesi kwakuyisimo sangempela.""
UNicolas Copernicus, Izinguquko Zemizimba Yasezulwini, 1543
Isiqephu singasetshenziswa njengobufakazi bokuthi uCopernicus wayehlukile kwizazi zefilosofi zemvelo zendabuko, ze-Aristotelian zosuku lwakhe ngoba wasikisela ukuthi",i-cosmos iyindilinga,uMhlaba uyindilinga,i-cosmos i-geostatic,umhlaba awumile,D
"Nquma ukuhlushwa kwe-H + (aq) ku-1.0 M phenol, C6H5OH, isixazululo. (I-Ka ye-phenol yi-1 × 10 ^ -10.)",1 × 10^-10 M,1 × 10^-9 M,1 × 10^-3 M,1 × 10^-5 M,D
"Yiziphi kulezi zinto ezilandelayo ezizobhekwa njengento ""yokudonsa"" kuRiva lapho ucabangela ukuhamba kusuka eNdiya kuya e-United States?",Ubuphofu be-Abject,Umsebenzi ongcono kanye namaholo aphezulu,Uhlelo lwe-caste lwaseNdiya,Udlame endaweni ahlala kuyo,B
"Uma kuqhathaniswa namaqembu ezombusazwe emazweni afana neNgilandi ne-Israel, womabili anezinhlelo eziningi, amaqembu ezombusazwe aseMelika",abangenandaba kangako nokuthonya umphumela wokhetho,okuncane okuhlonziwe ngokucacile ngemibono ehambisanayo yezombusazwe,engasebenzi kangako ekuqoqeni imali kubaxhasi bezombusazwe,bakwazi kangcono ukubonisa izinhloso zezifunda zabo zonke,B
"Inani, elizungeze izinkulungwane eziseduze,ngu-47 000. Iyiphi inombolo okungaba inombolo eyayizungezile?","46,295","46,504","47,520","47,924",B
"Ithangi lisesimweni se-prism engunxantathu. Uma isisekelo esingunxantathu sinendawo engamamitha-skwele angu-116, futhi ithangi liyizinyawo ezingama-30 ubude, ithangi lizoqukatha amanzi angakanani uma ligcwele?",1725 ft^3,1740 ft^3,3480 ft^3,6960 ft^3,C
"I-voltage eyenziwe ku-inductor imelwe njengoba,",umkhiqizo we-inductance yayo kanye ne-current ngayo.,isilinganiso se-inductance yayo kuze kube manje ngayo.,isilinganiso samanje ngokusebenzisa kwayo ku-inductance yayo.,umkhiqizo we-inductance yayo kanye nezinga lokushintsha kwamanje ngayo.,D
Yiziphi kulezi zici ezilandelayo ngokuvamile ezihambisana nokudlwengula usuku?,ukusetshenziswa kwamandla ngokweqile,Premeditated,ukugqugquzelwa ngokocansi,kuhilela ukusetshenziswa kwesikhali,C
Thola ubude be-curve y = ln x phakathi kwamaphuzu lapho y = 1/2 no-y = 1.,0.53,0.86,1.18,1.36,C
Thola i- $ - \ dfrac{1}{-3}\ cdot \ cfrac{1} {~ \ frac{1}{-3}~}.$,1,-1,0,2,B
Yimuphi umbono wengqondo owawuthandwa kakhulu ekuqaleni kwekhulu lamashumi amabili eNtshonalanga Yurophu?,neuroscience,ukuziphendukela kwemvelo,behaviorist,psychoanalytic,D
Ukungasizi okufundiwe kungenzeka kakhulu ukuthi kuhlobene ngqo,umphumela weBarnem.,ukukhetha ukuzikhonza.,i-locus yangaphandle yokulawula.,ukunaka okuhle okungenamibandela.,C
Ucwaningo lukaGarcia noKoelling mayelana nokucasulwa okufundiwe lwasungula ukuthi yimaphi amabhangqa alandelayo e-UCS ne-CS anamandla kakhulu futhi afundwe ngokushesha kakhulu?,ukwenza umsebenzi nokuthola umvuzo wokudla,isicanucanu nokudla noma isiphuzo,ukunyakaza nokushaqeka,izijeziso nemivuzo,B
"Amanye amanzi e-Mars aqandisiwe emhlabathini kanye nama-ice caps futhi amanye alahlekile ngenxa yokuhlubula umoya welanga kodwa amanzi amaningi okuqala kucatshangwa ukuthi alahlekile ngenye indlela. Kwenzekani kulokhu ""okulahlekile""amanzi?",yahlutshwa yi-magnetic field lapho yehla ngokushesha ngamandla,yaphulwa yaba yi-hydrogen ne-oksijini ngokukhanya kwe-ultraviolet futhi i-hydrogen yalahleka ngokuphunyuka okushisayo,yadliwa yimpucuko yamaMartians anxanelekile,yahwatha ngesikhathi sezintaba-mlilo ezinamandla futhi yalahleka emkhathini ngokuphunyuka okushisayo,B
"Ukuhamba ngesivinini sokuqala se-1.5 × 10 ^ 6 m / s, i-proton ingena esifundeni se-magnetic field njalo yobukhulu be-1.5 T. Uma i-vector yokuqala ye-velocity ye-proton yenza i-angle ye-30 ° nge-magnetic field, bala ijubane le-proton 4 s ngemuva kokungena emkhakheni kazibuthe.",5.0 × 10^6 m / s,7.5 × 10^6 m/s,1.5 × 10^6 m / s,3.0 × 10^6 m / s,C
"Amandla akhishwe ekuqhekekeni kwama-phosphates aphezulu amandla, i-ATP ne-phosphocreatine, angagcina ukuzivocavoca okukhulu mayelana:",1-2 imizuzwana.,Imizuzwana engu-5-10.,Imizuzwana engu-30-40.,Imizuzwana engu-50-60.,B
"Esikhathini wesifunda uchungechunge, uma zamanje kwesinye isibani 2 A, zamanje e isibani eduze kwalo kuyinto","isigamu, 1 A",2:00 AM,Kuya ngokuthi yisiphi isibani esiseduze nebhethri,Akukho ulwazi olwanele ukusho,B
Yikuphi kulokhu okulandelayo okungakhiqiza kakhulu ukukhula komnotho okunamandla ngokuhamba kwesikhathi?,Ukusetshenziswa okusheshayo okuningi kwemithombo yemvelo.,Amazinga aphezulu okungafundi kwabantu abadala.,Isitoko esiwayo sezimpahla zemali.,Izikweletu zentela yokutshala izimali.,D
Umnotho usekuwohlokeni okujulile. Njengoba kubhekwe lesi simo somnotho yiziphi kulezi zitatimende ezilandelayo mayelana nenqubomgomo yemali ezinembile?,Inqubomgomo yokwandisa yayizokwenza kube kubi kakhulu kuphela ukwehla komnotho.,Inqubomgomo yokwandisa ikhulisa kakhulu isidingo esihlanganisiwe uma ukutshalwa kwezimali kuzwela izinguquko zezinga lenzalo.,Inqubomgomo yokunciphisa iyisikhuthazo esifanele sokutshalwa kwezimali nokusetshenziswa.,Uma isidingo semali ngokuphelele nokunwebeka ukunwetshwa inqubomgomo yemali kungase kube ngempela ngempumelelo.,B
"Amabhizinisi abandakanyeka kwi-accounting yezenhlalakahle ngenxa yezimfuno ezivela _________, ukuze kutholakale ________, ukuthuthukisa ___________ nokukhuthaza _________ ___________","Ababambiqhaza, Izingozi, Ukuphathwa Kwababambiqhaza, Ukuziphendulela, Ukubonakala Obala","Ababambiqhaza, Ukuziphendulela, Ukungafihli, Izingozi, Ukuphathwa Kwababambiqhaza","Ababambiqhaza, Ukuziphendulela, Izingozi, Ababambiqhaza, Ukuphathwa Kwababambiqhaza","Ababambiqhaza, Ukuphathwa Kwababambiqhaza, Ukubonakala Obala, Izingozi, Ukuziphendulela",A
Intela ebekwe kumphakeli cishe izodluliselwa kumthengi ngendlela yokwenyuka kwentengo uma,intengo nokunwebeka funa kuyinto nokunwebeka kakhulu.,ukuqina kwentengo yokufunwa kuyi-inelastic kakhulu.,intengo nokunwebeka funa kuyinto iyunithi nokunwebeka.,umholo nokunwebeka kwesidingo kuyinto nokunwebeka kakhulu.,B
Isitatimende 1 | Eqenjini (ab)^{-2} = b^{-2}a^{-2}. Isitatimende 2 | Eqenjini (ab)^n = a^nb^n.,"Yiqiniso, Yiqiniso","Amanga, Amanga","Yiqiniso, Amanga","Amanga, Yiqiniso",B
Yini igama lokuthi ukuncintisana kwelinye izwe kuthonywa kangakanani ukuncintisana kwamanye amazwe?,Ukuhweba kwamazwe ngamazwe,Umnotho womhlaba wonke,Ukuncintisana komhlaba wonke,Globalisation,D
"Umhleli wezinhlelo ubhale uhlelo olungezansi. Uhlelo lusebenzisa uhlu lwezinombolo ezibizwa nge-numList. Uhlelo kuhloswe ngalo ukubonisa isamba sezinombolo ezisohlwini.
 isamba ← numList [1]
 NGENANI NGALINYE KU-numList
 isamba sesamba ← + inani
 BONISA isamba
 Ukuze kuhlolwe uhlelo, umhleli wezinhlelo uqalisa i-numList ku- [0 , 1 , 4 , 5]. Uhlelo lubonisa u-10, kanti umhleli wezinhlelo uphetha ngokuthi uhlelo lusebenza njengoba kuhlosiwe. Yikuphi kulokhu okulandelayo okuyiqiniso?",Isiphetho silungile; uhlelo lusebenza njengoba kuhlosiwe.,"Isiphetho asilungile; uhlelo alubonisi inani elifanele lecala lokuhlola [0, 1, 4, 5].","Isiphetho asilungile; usebenzisa icala lokuhlola [0, 1, 4, 5] akwanele ukuphetha ngokuthi uhlelo lulungile.","Isiphetho asilungile; usebenzisa icala lokuhlola [0, 1, 4, 5] kuqinisekisa kuphela ukuthi uhlelo lusebenza ngohlu ngokulandelana okwandayo.",C
Kungani uParfit ephikisana nokulingana?,Uthi kunomphakathi ongalingani akunakugwemeka.,"Uthi ngokunikeza phambili izidingo zabampofu, singandisa ukulingana.",Uqinisekisa ukuthi ngamunye wethu nguye obhekene nobuphofu bethu.,Uyawulahla umqondo wokulingana ngokuphelele.,B
"Lo mbuzo ubhekisela olwazini olulandelayo.
""Ngempela, njengoba bobabili ama-fatwas [izazi] ezihlonishwayo ezisekela umbono wazo ekucabangeni nasesiko ngokufanayo kanye nokuvumelana komphakathi wamaSunni kuvuma ukuthi isibopho sasendulo sokuchithwa, ukuqothulwa, nokuxoshwa kwezinto ezintsha ezimbi kumele kube inhloso yesifiso sethu esiphakanyisiwe, ngoba ""Intshiseko yenkolo ukunqoba koKholo lukaNkulunkulu oNomusa""; khona-ke, ngokuhambisana namazwi kaMphrofethi (Ukuthula kuye!) ""Noma ubani owethula izinto ezintsha ezimbi odabeni lwethu kumele axoshwe"" futhi ""Noma ubani owenza okuphambene nomyalelo wethu kumele axoshwe,"" isenzo sibe yinto edingekayo futhi exigent ...""
Incwadi evela ku-Ottoman Sultan Selim I eya kuSafavid Shah Ismail I, 1514
AmaSafavids adonsa ulaka lwezikhulu zamaSulumane ezifana ne-Ottoman neMughal Empires ngokuyinhloko ngoba amaSafavids",kwakungumbuso wokwandisa ngokwendawo ophakathi kwabanye ababili abanwetshwayo,walahla izimfundiso eziphakathi ze-Islam,"amaKristu ayizigqila, futhi wawaguqula abe ngabalwi beSafavid",U-Ismail wazimemezela ukuthi uyiCaliph,A
"Lo mbuzo ubhekisela olwazini olulandelayo.
Ngihamba eceleni kwekholomu, ngibuza ukuthi kwenzekani.
Isosha lithi nje: ""Babiza kakhulu nsuku zonke.
""Abanye bethu bathunyelwa enyakatho emfuleni iYellow eneminyaka eyishumi nanhlanu,
Futhi manje emashumini amane sibheke ekamu entshonalanga.
Kuhambo lwethu lokuqala, inhloko yedolobhana kwadingeka ibophe ama-bandannas ethu kithi.
Ngesikhathi sibuya, izinwele zethu zaba mhlophe, kodwa namanje kunezidubedube eziningi.
Ama-garrisons asemngceleni agijima ngegazi, okwanele ukugcwalisa ulwandle,
Kodwa izifiso zomhlaba zoMbusi weMartial kusamele zi-crest.
Ezifundeni eziyikhulu empumalanga yezintaba, ezweni lonke laseHani,
Kumele kube nemizana eyizinkulungwane eziyishumi ebhulekayo manje egcwele.
Noma abafazi beqinile ngokwanele ukuphatha i-hoe nokulima,
Izilimo zikhula ngazo zonke izindlela, amasimu wonke ayisiphithiphithi.
Kunzima kakhulu kumadoda aseShanxi, ngedumela lawo njengabalwi:
Ziqoqwe njengezinja noma izinkukhu, wonke umuntu wesilisa umxhwele.
""Kodwa mnumzane, nakuba kuhle kuwe ukubuza,
Ukukhalaza akuyona ingxenye yomsebenzi wesosha.
Singanyakazisa amakhanda kuphela. Thatha lobu busika:
Amasosha aseShanxi awazange abuyiselwe ekhaya.
Izikhulu Zesifunda zifuna intela yomhlaba,
Kodwa kuzovela kuphi? Awukwazi ukuthola igazi etsheni!
Ngicabanga ngobuqotho ukuthi kuyinhlanhla ukuzala indodana manje,
Kungcono ukuba nendodakazi: okungenani angashada
Futhi uhlale nomakhelwane abaseceleni.
Kodwa indodana izogcina ilele phezu kwe-prairie ethile ekude.""
Du Fu, ""Ballad of the Army Carts,"" ca. 750 C.E.
Le nkondlo inikeza ubufakazi bokuthi yikuphi kulokhu okulandelayo maqondana nobudlelwano bobulili emphakathini waseTang?",Ubudlelwane beConfucius phakathi kwendoda nomfazi babusaqinile emphakathini waseTang.,Ama-rescripts e-Imperial agcizelele ukuzalwa kwamadodana akwaziyo phezu kwamadodakazi ukufeza ama-quota okuya empini.,Umsebenzi wezolimo ungabiwa ngabesifazane nabesilisa ngokufanayo.,Ubudlelwane bobulili bendabuko baseShayina baguqulwa ngesikhathi sokubusa kuka-Empress Wu Zetian.,C
"Esikhathini xy-indiza, igrafu x ^ (log y) = y ^ log x kuyinto",i-quadrant yokuqala evulekile,ijika elivaliwe,i-ray ku-quadrant yokuqala evulekile,iphuzu elilodwa,A
Yimaphi amazwe alandelayo akhipha i-CO2 kakhulu nge-capita ngo-2017?,Japan,Canada,Russia,Iran,B
Kuyini ukuhlaselwa kabusha?,Lapho umhlaseli ephendula umyalezo othunyelwe kuwo uhlelo,"Ukuhlaselwa okuphindaphinda ngokuqhubekayo, ukuhlola ubuthakathaka",Ukuhlaselwa okusebenzisa imiyalezo yesistimu uqobo futhi ngakho-ke akukwazi ukuvikela,"Umhlaseli uthumela kabusha umyalezo obanjwe, futhi isayithi lamukela futhi liphendula ngokuthanda komhlaseli",D
Iqiniso lokuthi imvamisa yokumuncwa kwe-infrared ye-deuterium chloride (DCl) ishintshwa kuleyo ye-hydrogen chloride (HCl) kungenxa yomehluko wabo,ukusatshalaliswa kwe-electron,dipole mzuzu,amandla njalo,mass encishisiwe,D
"Ukusebenza kahle kwe-quantum ye-photon detector ngu-0.1. Uma ama-photons angu-100 ethunyelwa ku-detector, enye ngemuva kwenye, umtshina uzothola ama-photons","isilinganiso sezikhathi ezingu-10, ngokuphambuka kwe-rms cishe kwe-4","isilinganiso sezikhathi ezingu-10, ngokuphambuka kwe-rms cishe kwe-3","isilinganiso sezikhathi ezingu-10, ngokuphambuka kwe-rms cishe kwe-1","isilinganiso sezikhathi ezingu-10, ngokuphambuka kwe-rms cishe kwe-0.1",B
Yimaphi amasethi alandelayo wezintambo ze-bit AYIKWAZI ukuchazwa ngenkulumo ejwayelekile?,Zonke izintambo ze-bit ezinenani le-zeros liyi-multiple of five,Zonke izintambo ze-bit eziqala nge-zero futhi ziphela ngenye,Zonke izintambo kancane nge inombolo ngisho zeros,Zonke izintambo kancane nge ezingaphezu kuka zeros,D
Ukuzivumelanisa nezitshalo ukunciphisa ukulahleka kwamanzi ezindaweni ezinamazinga okushisa aphezulu kufaka phakathi yikuphi okulandelayo?,Stomata eziningi,Ama-cuticles amancane,Imigogodla esikhundleni samaqabunga,Izilinganiso ezinkulu ze-surface-to-volume,C
Ukuguqulwa kunamaphutha ku-DNA ukuthi:,zihlala ziyingozi.,kwenzeka kuphela ebukhoneni be-carcinogens.,ukwandisa ukukhula kwe-tumor.,kwenzeka ngokuzenzekelayo ngezinga eliphansi.,D
Yikuphi kulokhu okulandelayo okuyiqiniso nge-hypothyroidism?,Ukwehla kwesisindo,I-myxoedema yangaphambi kwe-tibial,Izinga le-TSH eliphakanyisiwe,Ukucasulwa kwezindawo ezifudumele,C
"Amanani alinganisiwe ezindlu edolobheni anokusho kwe- $ 125,000 ngokuphambuka okujwayelekile kwe- $ 23,000. Ngenxa yenkontileka yothisha abasha, isifunda sesikole sidinga imali eyengeziwe engu-10% uma kuqhathaniswa nonyaka odlule. Ukuqoqa le mali eyengeziwe, idolobha liyalela ihhovisi lokuhlola ukuba liqoqe wonke amanani ezindlu ezilinganisiwe ngo- $ 5,000. Kuyoba yini ukuphambuka okusha okujwayelekile kwamanani alinganisiwe ezindlu edolobheni?","$23,000 ","$25,300 ","$28,000 ","$30,300 ",A
" Engxoxweni yakhe yobandlululo empini, uValls uphakamisa ukuthi",awukho umehluko phakathi kwabalwi nabangewona ama-noncombatants.,umehluko phakathi kwabalwi nabangewona ama-noncombatants kuyindaba ye-degree.,umehluko phakathi kwabalwi nabangewona ama-noncombatants uyisigaba futhi ucacile.,"""ubuphekula"" kufanele buchazwe njengodlame olungakhethi.",B
" Ngokusho kukaNussbaum, ukuphatha umuntu njengento kuyinto",okwanele kwe-objectification yezocansi.,okudingekayo kwe-objectification yezocansi.,akudingekile ukuba objectification ngokocansi.,konke okungenhla.,C
"Yiziphi kulezi zimo ezimbili umlingisi oyinhloko (osebenzisa I / mina / yami) enza into ngokucacile engalungile ngokuziphatha, ngokuvumelana nezindinganiso ezijwayelekile zokuziphatha e-US kusukela ngo-2020? Isimo 1 | Njengoba abazali bami babelele, ngahamba ngigijima. Isimo 2 | Ngathela i-detergent ku-washer egcwele izingubo zomuntu engihlala naye.","Okungalungile, Okungalungile","Okungalungile, Akukho okungalungile","Hhayi okungalungile, Okungalungile","Hhayi okungalungile, Hhayi okungalungile",D
"Yiziphi kulezi zimo ezimbili umlingisi oyinhloko (osebenzisa I / mina / yami) enza into ngokucacile engalungile ngokuziphatha, ngokuvumelana nezindinganiso ezijwayelekile zokuziphatha e-US kusukela ngo-2020? Isimo 1 | Ngezinye izikhathi ngizama ukukhuluma iqiniso, ngaphandle kokuthi lingifaka enkingeni. Isimo 2 | Ngamanga intombi yami embukisweni womlingo.","Okungalungile, Okungalungile","Okungalungile, Akukho okungalungile","Hhayi okungalungile, Okungalungile","Hhayi okungalungile, Hhayi okungalungile",B
"Yiziphi kulezi zimo ezimbili umlingisi oyinhloko (osebenzisa I / mina / yami) enza into ngokucacile engalungile ngokuziphatha, ngokuvumelana nezindinganiso ezijwayelekile zokuziphatha e-US kusukela ngo-2020? Isimo 1 | Ngagijima phezu kwekhaphethi entsha nge-lawnmower. Isimo 2 | Ngachama esandleni sami ukuze ngikwazi ukuyihlola ukutheleleka.","Okungalungile, Okungalungile","Okungalungile, Akukho okungalungile","Hhayi okungalungile, Okungalungile","Hhayi okungalungile, Hhayi okungalungile",A
"Yiziphi kulezi zimo ezimbili umlingisi oyinhloko (osebenzisa I / mina / yami) enza into ngokucacile engalungile ngokuziphatha, ngokuvumelana nezindinganiso ezijwayelekile zokuziphatha e-US kusukela ngo-2020? Isimo 1 | Ngabona u-Elton John odumile ngaphandle kwenkundla yekhonsathi futhi ngathatha isithombe sakhe ngaphandle kokumbuza. Isimo 2 | Ngabika omunye unogada ogqekeza izidakamizwa ze-narcotic ejele bese ezidayisela iziboshwa.","Okungalungile, Okungalungile","Okungalungile, Akukho okungalungile","Hhayi okungalungile, Okungalungile","Hhayi okungalungile, Hhayi okungalungile",D
"Yiziphi kulezi zimo ezimbili umlingisi oyinhloko (osebenzisa I / mina / yami) enza into ngokucacile engalungile ngokuziphatha, ngokuvumelana nezindinganiso ezijwayelekile zokuziphatha e-US kusukela ngo-2020? Isimo 1 | Ngishaye amakhefu ami ukuphuthelwa ibhola njengoba lingene emgwaqeni. Isimo 2 | Ngafundisa izingane zami ukudlala i-xylophone.","Okungalungile, Okungalungile","Okungalungile, Akukho okungalungile","Hhayi okungalungile, Okungalungile","Hhayi okungalungile, Hhayi okungalungile",D
"Yiziphi kulezi zimo ezimbili umlingisi oyinhloko (osebenzisa I / mina / yami) enza into ngokucacile engalungile ngokuziphatha, ngokuvumelana nezindinganiso ezijwayelekile zokuziphatha e-US kusukela ngo-2020? Isimo 1 | Lapho isiqandisi sendawo yami yokudlela siphukile, ngakhonza inyama efudumele yize ngangazi ukuthi ayiphephile kakhulu. Isimo 2 | Nganquma ukuqala umlilo ehlathini.","Okungalungile, Okungalungile","Okungalungile, Akukho okungalungile","Hhayi okungalungile, Okungalungile","Hhayi okungalungile, Hhayi okungalungile",A
"Ukusetshenziswa okukhulu kobisi
",Kubikwa ukuthi kuhlotshaniswa nesigameko esiphezulu sokuqhekeka nokufa okuphezulu ezifundweni ezimbalwa,Ngesikhathi sokuvuthwa kubonakala sengathi kuhlotshaniswa nobuningi obuphezulu bamaminerali amathambo ekuphileni kwasekupheleni,Ihlotshaniswa njalo nezinga eliphansi lokuphuka,Emazweni anezinga eliphakeme kakhulu lokuphuka kubonisa ukuthi ukusetshenziswa kobisi kuzuzisa amathambo.,A
