Question,A,B,C,D,Answer
"Questa domanda si riferisce alle seguenti informazioni.
In primo luogo dobbiamo osservare che il cosmo è di forma sferica, in parte perché questa forma, essendo un tutto perfetto che non ha giunture, è la più completa di tutte, in parte perché fa la forma più capiente, che è più adatta a contenere e conservare tutto; o ancora perché tutte le parti costitutive dell'universo, cioè il sole, la luna e i pianeti appaiono in questa forma; o perché tutto si sforza di raggiungere questa forma, come appare nel caso delle gocce d'acqua e di altri corpi fluidi se tentano di definirsi. Quindi nessuno dubiterà che questa forma appartenga ai corpi celesti. ...
Che la terra sia anche sferica è quindi fuori discussione, perché preme da tutti i lati sul suo centro. Sebbene a causa delle elevazioni delle montagne e delle depressioni delle valli non si possa comprendere un cerchio perfetto, tuttavia ciò non influisce sulla natura sferica generale della terra. ...
Poiché è già stato dimostrato che la terra ha la forma di una sfera, dobbiamo considerare se anche un movimento coincide con questa forma, e quale posto occupa la terra nell'universo. ... La grande maggioranza degli autori è naturalmente d'accordo sul fatto che la terra è ferma al centro dell'universo, e considera inconcepibile e ridicolo supporre il contrario. Ma se si soppesa attentamente la questione, si vedrà che la questione non è ancora risolta e quindi non deve essere affatto presa alla leggera. Ogni cambiamento di luogo che si osserva è dovuto, cioè, a un movimento dell'oggetto osservato o dell'osservatore, o a movimenti di entrambi. ... Ora è dalla terra che si osserva la rivoluzione dei cieli che si produce per i nostri occhi. Perciò, se la terra non subisce alcun movimento, questo movimento deve avvenire in ogni cosa al di fuori della terra, ma nella direzione opposta a quella che avrebbe se tutto ciò che si muoverebbe sulla terra, e di questo genere è la rivoluzione quotidiana. Quindi questo sembra influenzare l'intero universo, cioè tutto ciò che è al di fuori della terra con la sola eccezione della terra stessa. Se, tuttavia, si ammettesse che questo movimento non era peculiare dei cieli, ma che la terra ruotava da ovest a est, e se questo fosse attentamente considerato riguardo all'apparente sorgere e tramontare del sole, della luna e delle stelle, si scoprirebbe che questa era la situazione reale.
Nicolas Copernico, Le rivoluzioni dei corpi celesti, 1543
Il passaggio può essere usato come prova che Copernico differiva dai tradizionali filosofi naturali aristotelici del suo tempo, perché suggeriva che",il cosmo è sferico,la Terra è sferica,Il cosmo è geostatico,la Terra non è stazionaria,D
"Determinare la concentrazione di H+(aq) in una soluzione di fenolo 1,0 M, C6H5OH. (Il Ka per il fenolo è 1 × 10^-10.)",1 × 10^-10 m,1 × 10^-9 M,1 × 10^-3 M,1 × 10^-5 M,D
"Quale dei seguenti fattori potrebbe essere considerato un fattore di ""attrazione"" per Riva quando si considera un trasferimento dall'India agli Stati Uniti?",Povertà abietta,Lavoro migliore e salari più alti,Il sistema delle caste dell'India,Violenza nel suo quartiere,B
"Rispetto ai partiti politici di paesi come l'Inghilterra e Israele, entrambi con sistemi multipartitici, i partiti politici americani sono",meno interessato a influenzare l'esito delle elezioni,meno chiaramente identificato con ideologie politiche coerenti,meno efficace nel raccogliere fondi dai sostenitori politici,essere in grado di riflettere meglio gli obiettivi di tutti i loro collegi elettorali,B
"Un numero, arrotondato al migliaio più vicino, è 47.000. Quale numero potrebbe essere il numero che è stato arrotondato?","46,295","46,504","47,520","47,924",B
"Un carro armato ha la forma di un prisma triangolare. Se la base triangolare ha un'area di 116 piedi quadrati e il serbatoio è alto 30 piedi, quanta acqua conterrebbe il serbatoio quando è pieno?",1725 ft^3,1740 piedi^3,3480 ft^3,6960 ft^3,C
"La tensione indotta in un induttore è rappresentata come,",prodotto della sua induttanza e della corrente che lo attraversa.,rapporto tra la sua induttanza e la corrente che lo attraversa.,rapporto tra la corrente che lo attraversa e la sua induttanza.,prodotto della sua induttanza e della velocità di variazione della corrente attraverso di esso.,D
Quali delle seguenti caratteristiche sono generalmente coerenti con lo stupro?,uso eccessivo della forza,premeditato,sessualmente motivato,comporta l'uso di un'arma,C
Trova la lunghezza della curva y = ln x tra i punti in cui y = 1/2 e y = 1.,0.53,0.86,1.18,1.36,C
Trova $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$,1,-1,0,2,B
Quale prospettiva psicologica era più popolare all'inizio del XX secolo nell'Europa occidentale?,neuroscienza,evolutivo,Comportamentista,psicoanalitico,D
È molto probabile che l'impotenza appresa sia direttamente correlata a,l'effetto Barnum.,pregiudizi egoistici.,un locus of control esterno.,considerazione positiva incondizionata.,C
La ricerca di Garcia e Koelling sulle avversioni apprese ha stabilito che quale delle seguenti coppie UCS e CS è la più potente e appresa più rapidamente?,Esecuzione di un compito e ricezione di una ricompensa in cibo,nausea e cibi o bevande,Movimento e urto,Punizioni e ricompense,B
"Parte dell'acqua di Marte è congelata nel suolo e nelle calotte glaciali e parte è andata persa a causa della rimozione del vento solare, ma si pensa che gran parte dell'acqua originale sia andata persa attraverso un altro meccanismo. Che fine ha fatto quest'acqua ""perduta""?",È stato strappato via dal campo magnetico quando è rapidamente diminuito di forza,È stato scomposto in idrogeno e ossigeno dalla luce ultravioletta e l'idrogeno è stato perso attraverso la fuga termica,è stato consumato da una civiltà di marziani assetati,È stato vaporizzato durante un periodo di intenso vulcanismo ed è stato perso nello spazio attraverso la fuga termica,B
"Viaggiando ad una velocità iniziale di 1,5 × 10^6 m/s, un protone entra in una regione di campo magnetico costante di magnitudine 1,5 T. Se il vettore di velocità iniziale del protone forma un angolo di 30° con il campo magnetico, calcola la velocità del protone 4 s dopo essere entrato nel campo magnetico.","5,0 × 10^6 m/s","7,5 × 10^6 m/s","1,5 × 10^6 m/s","3,0 × 10^6 m/s",C
"L'energia rilasciata dalla scomposizione dei fosfati ad alta energia, ATP e fosfocreatina, può sostenere lo sforzo massimo per circa:",1-2 secondi.,5-10 secondi.,30-40 secondi.,50-60 secondi.,B
"In un circuito in serie, se la corrente in una lampada è di 2 A, la corrente nella lampada accanto è","metà, 1 A",02:00,Dipende da quale lampada è più vicina alla batteria,Non ci sono abbastanza informazioni da dire,B
Quale dei seguenti fattori ha maggiori probabilità di produrre una crescita economica più forte nel tempo?,Consumo più rapido delle risorse naturali.,Tassi di analfabetismo più elevati tra gli adulti.,Un calo dello stock di beni strumentali.,Crediti d'imposta sugli investimenti.,D
"L'economia è in una profonda recessione. Data questa situazione economica, quale delle seguenti affermazioni sulla politica monetaria è accurata?",Una politica espansiva non farebbe che peggiorare la recessione.,La politica espansiva aumenta notevolmente la domanda aggregata se gli investimenti sono sensibili alle variazioni del tasso di interesse.,La politica restrittiva è lo stimolo appropriato per gli investimenti e i consumi.,"Se la domanda di moneta è perfettamente elastica, la politica monetaria espansiva potrebbe essere abbastanza efficace.",B
"Le imprese si impegnano nella contabilità sociale a causa delle richieste dei _________, al fine di identificare ________, migliorare ___________ e incoraggiare _________ e ___________","Stakeholder, Rischi, Gestione degli stakeholder, Accountability, Trasparenza","Stakeholder, Responsabilità, Trasparenza, Rischi, Gestione degli stakeholder","Parti interessate, Responsabilità, Rischi, Parti interessate, Gestione delle parti interessate","Stakeholder, Gestione degli stakeholder, Trasparenza, Rischi, Responsabilità",A
È più probabile che un'imposta imposta su un fornitore si ripercuota sul consumatore sotto forma di aumento dei prezzi se,L'elasticità della domanda rispetto al prezzo è altamente elastica.,L'elasticità della domanda rispetto al prezzo è altamente anelastica.,L'elasticità della domanda rispetto al prezzo è elastica unitaria.,L'elasticità salariale della domanda è altamente elastica.,B
Dichiarazione 1 | In un gruppo (ab)^{-2} = b^{-2}a^{-2}. Dichiarazione 2 | In un gruppo (ab)^n = a^nb^n.,"Vero, vero","Falso, Falso","Vero, Falso","Falso, Vero",B
Qual è il termine per indicare la misura in cui la concorrenza in un paese è influenzata dalla concorrenza in altri paesi?,Commercio internazionale,Economia globale,Concorrenza globale,Globalizzazione,D
"Un programmatore ha scritto il programma qui sotto. Il programma utilizza un elenco di numeri chiamato numList. Il programma ha lo scopo di visualizzare la somma dei numeri nell'elenco.
 somma ← numList [1]
 PER OGNI valore IN numList
 somma ← somma + valore
 VISUALIZZA somma
 Per testare il programma, il programmatore inizializza numList a [0 , 1 , 4 , 5]. Il programma visualizza 10 e il programmatore conclude che il programma funziona come previsto. Quale delle seguenti affermazioni è vera?",La conclusione è corretta; Il programma funziona come previsto.,"La conclusione non è corretta; Il programma non visualizza il valore corretto per il caso di test [0, 1, 4, 5].","La conclusione non è corretta; L'utilizzo del caso di test [0, 1, 4, 5] non è sufficiente per concludere che il programma è corretto.","La conclusione non è corretta; L'uso del caso di test [0, 1, 4, 5] conferma solo che il programma funziona per le liste in ordine crescente.",C
Perché Parfit si oppone all'uguaglianza?,Egli sostiene che una società diseguale è inevitabile.,"Sostiene che dando priorità ai bisogni dei poveri, possiamo aumentare l'uguaglianza.",Afferma che ognuno di noi è responsabile della propria povertà.,Rifiuta del tutto l'idea di uguaglianza.,B
"Questa domanda si riferisce alle seguenti informazioni.
""In effetti, poiché sia le fatwa di illustri [studiosi] che basano la loro opinione sulla ragione e sulla tradizione, sia il consenso della comunità sunnita concordano sul fatto che l'antico obbligo di estirpazione, sterminio ed espulsione del male deve essere lo scopo della nostra alta aspirazione, perché ""lo zelo religioso è una vittoria per la fede di Dio il Benefico""; poi, secondo le parole del Profeta (pace su di lui!) ""Chiunque introduca cattive innovazioni nel nostro ordine deve essere espulso"" e ""Chiunque fa qualcosa contro il nostro ordine deve essere espulso"", l'azione è diventata necessaria ed esigente...""
Lettera del sultano ottomano Selim I allo scià safavide Ismail I, 1514
I Safavidi attirarono l'ira degli imperi islamici come l'Impero Ottomano e l'Impero Moghul principalmente perché i Safavidi",erano un impero espansionista geograficamente situato tra altri due espansionisti,ha rifiutato i principi centrali dell'Islam,schiavizzarono i cristiani e li trasformarono in combattenti safavidi,Ismāʿīl si autoproclamò califfo,A
"Questa domanda si riferisce alle seguenti informazioni.
Cammino accanto alla colonna, chiedo cosa sta succedendo.
Un soldato dice semplicemente: ""Chiamano ogni giorno di più.
""Alcuni di noi furono mandati a nord, nel Fiume Giallo, all'età di quindici anni.
E ora, a quarant'anni, ci dirigiamo verso le guarnigioni dell'ovest.
Durante il nostro primo tour, il capo del villaggio ha dovuto legare le nostre bandane per noi.
Quando siamo tornati, i nostri capelli erano bianchi, ma c'era ancora più agitazione.
Le guarnigioni di frontiera scorrono di sangue, abbastanza da riempire un oceano,
Ma le ambizioni territoriali dell'Imperatore Marziale non hanno ancora raggiunto l'apice.
Nei cento distretti a est dei monti, in tutto il paese di Han,
Ci devono essere diecimila villaggi che i rovi ora infestano.
Anche se le mogli sono abbastanza forti da maneggiare una zappa e un aratro,
I raccolti crescono in tutti i modi, i campi sono tutti un disastro.
È più difficile per gli uomini dello Shanxi, con la loro reputazione di combattenti:
Vengono radunati come cani o polli, ogni maschio impressionato.
""Ma, signore, anche se è bene che tu lo chieda,
Lamentarsi non fa parte del compito del soldato.
Possiamo solo scuotere la testa. Prendi quest'inverno:
Le truppe dello Shanxi non sono mai state rimandate a casa.
Gli Ufficiali Distrettuali chiedono l'imposta fondiaria,
Ma da dove arriverà? Non si può cavare sangue da una rapa!
Onestamente penso che sia sfortuna avere un figlio ora,
E' meglio avere una figlia: almeno può sposarsi
E vivere con i vicini della porta accanto.
Ma un figlio finirà per giacere in qualche prateria lontana"".
Du Fu, ""Ballata dei carri dell'esercito"", 750 E.V. circa
Il poema fornisce la prova di quale delle seguenti cose riguardo alle relazioni di genere nella società Tang?",Le relazioni confuciane tra marito e moglie erano ancora forti nella società Tang.,I rescritti imperiali enfatizzavano la nascita di figli maschi capaci rispetto alle figlie femmine per soddisfare le quote di coscrizione.,Il lavoro agricolo poteva essere condiviso sia dalle donne che dagli uomini.,Le tradizionali relazioni di genere cinesi furono invertite durante il regno dell'imperatrice Wu Zetian.,C
"Nel piano xy, il grafico di x^(log y) = y^log x è",Il primo quadrante aperto,una curva chiusa,un raggio nel primo quadrante aperto,un unico punto,A
Quale dei seguenti paesi ha emesso più CO2 pro capite nel 2017?,Giappone,Canada,Russia,Iran,B
Che cos'è un attacco replay?,Quando l'utente malintenzionato risponde a un messaggio inviato dal sistema,"Un attacco che si ripete continuamente, alla ricerca di un punto debole",Un attacco che utilizza i messaggi del sistema e quindi non può essere difeso,L'utente malintenzionato invia nuovamente un messaggio acquisito e il sito lo accetta e risponde a favore dell'utente malintenzionato,D
Il fatto che la frequenza di assorbimento infrarosso del cloruro di deuterio (DCl) sia spostata da quella dell'acido cloridrico (HCl) è dovuto alle differenze nella loro,Distribuzione degli elettroni,momento di dipolo,costante di forza,massa ridotta,D
"L'efficienza quantica di un rivelatore di fotoni è 0,1. Se 100 fotoni vengono inviati nel rivelatore, uno dopo l'altro, il rilevatore rileverà i fotoni","una media di 10 volte, con uno scostamento efficace di circa 4","una media di 10 volte, con una deviazione efficace di circa 3","in media 10 volte, con una deviazione efficace di circa 1","una media di 10 volte, con una deviazione RMS di circa 0,1",B
Quale dei seguenti insiemi di stringhe di bit NON può essere descritto con un'espressione regolare?,Tutte le stringhe di bit il cui numero di zeri è un multiplo di cinque,Tutte le stringhe di bit che iniziano con uno zero e terminano con uno,Tutte le stringhe di bit con un numero pari di zeri,Tutte le stringhe di bit con più uno che zero,D
Quali dei seguenti adattamenti degli impianti per ridurre al minimo la perdita d'acqua in ambienti con temperature elevate includono?,Numerosi stomi,Cuticole sottili,Spine al posto delle foglie,Ampio rapporto superficie/volume,C
Le mutazioni sono errori nel DNA che:,sono sempre dannosi.,si verificano solo in presenza di sostanze cancerogene.,aumentare la crescita del tumore.,si verificano spontaneamente a un tasso basso.,D
Quale delle seguenti affermazioni è vera per l'ipotiroidismo?,Perdita di peso,Mixedema pre-tibiale,Un aumento del livello di TSH,Avversione per i luoghi caldi,C
"I valori stimati delle case in una città hanno una media di $ 125.000 con una deviazione standard di $ 23.000. A causa di un nuovo contratto per insegnanti, il distretto scolastico ha bisogno di un ulteriore 10% di fondi rispetto all'anno precedente. Per raccogliere questo denaro aggiuntivo, la città incarica l'ufficio di valutazione di aumentare tutti i valori delle case stimati di $ 5.000. Quale sarà la nuova deviazione standard dei valori stimati delle case in città?",23.000 dollari ,25.300 dollari ,28.000 dollari ,"$ 30,300 ",A
" Nella sua discussione sulla discriminazione in guerra, Valls suggerisce che",Non c'è differenza tra combattenti e non combattenti.,La differenza tra combattenti e non combattenti è una questione di grado.,La differenza tra combattenti e non combattenti è categorica e chiara.,"Il ""terrorismo"" dovrebbe essere definito come violenza indiscriminata.",B
" Secondo Nussbaum, trattare qualcuno come un oggetto è",sufficiente per l'oggettivazione sessuale.,necessario per l'oggettivazione sessuale.,non necessario per l'oggettivazione sessuale.,tutto quanto sopra.,C
"Per quale di questi due scenari il personaggio principale (che usa io/me/mio) fa qualcosa di chiaramente moralmente sbagliato, secondo gli standard morali ordinari negli Stati Uniti a partire dal 2020? Scenario 1 | Mentre i miei genitori dormivano, sono andato a fare jogging. Scenario 2 | Ho versato il detersivo nella lavatrice piena dei vestiti della mia coinquilina.","Sbagliato, sbagliato","Sbagliato, non sbagliato","Non sbagliato, sbagliato","Non sbagliato, non sbagliato",D
"Per quale di questi due scenari il personaggio principale (che usa io/me/mio) fa qualcosa di chiaramente moralmente sbagliato, secondo gli standard morali ordinari negli Stati Uniti a partire dal 2020? Scenario 1 | A volte cerco di dire la verità, a meno che non mi metta nei guai. Scenario 2 | Ho baciato la mia ragazza allo spettacolo di magia.","Sbagliato, sbagliato","Sbagliato, non sbagliato","Non sbagliato, sbagliato","Non sbagliato, non sbagliato",B
"Per quale di questi due scenari il personaggio principale (che usa io/me/mio) fa qualcosa di chiaramente moralmente sbagliato, secondo gli standard morali ordinari negli Stati Uniti a partire dal 2020? Scenario 1 | Ho corso sul tappeto fresco con un tosaerba. Scenario 2 | Ho urinato nella mia mano in modo da poterla testare per l'infezione.","Sbagliato, sbagliato","Sbagliato, non sbagliato","Non sbagliato, sbagliato","Non sbagliato, non sbagliato",A
"Per quale di questi due scenari il personaggio principale (che usa io/me/mio) fa qualcosa di chiaramente moralmente sbagliato, secondo gli standard morali ordinari negli Stati Uniti a partire dal 2020? Scenario 1 | Ho visto il famoso Elton John fuori da un'arena da concerto e gli ho scattato una foto senza chiederglielo. Scenario 2 | Ho segnalato un'altra guardia che si intrufola in una prigione con stupefacenti e li vende ai detenuti.","Sbagliato, sbagliato","Sbagliato, non sbagliato","Non sbagliato, sbagliato","Non sbagliato, non sbagliato",D
"Per quale di questi due scenari il personaggio principale (che usa io/me/mio) fa qualcosa di chiaramente moralmente sbagliato, secondo gli standard morali ordinari negli Stati Uniti a partire dal 2020? Scenario 1 | Ho sbattuto sui miei break per perdere la palla mentre arrivava sulla strada. Scenario 2 | Ho insegnato ai miei figli a suonare lo xilofono.","Sbagliato, sbagliato","Sbagliato, non sbagliato","Non sbagliato, sbagliato","Non sbagliato, non sbagliato",D
"Per quale di questi due scenari il personaggio principale (che usa io/me/mio) fa qualcosa di chiaramente moralmente sbagliato, secondo gli standard morali ordinari negli Stati Uniti a partire dal 2020? Scenario 1 | Quando il congelatore del mio ristorante si è rotto, ho servito la carne calda anche se sapevo che era molto pericolosa. Scenario 2 | Decisi di accendere un fuoco nella foresta.","Sbagliato, sbagliato","Sbagliato, non sbagliato","Non sbagliato, sbagliato","Non sbagliato, non sbagliato",A
"Maggiore consumo di latte
",È stato segnalato per essere associato a una maggiore incidenza di fratture e una maggiore mortalità in alcuni studi,Durante la pubertà sembra essere associato a una maggiore densità minerale ossea in età avanzata,È costantemente associato a un tasso inferiore di fratture,Nei paesi con il più alto tasso di frattura suggerisce che il consumo di latte è benefico per lo scheletro.,A
"Quale delle seguenti affermazioni sul metabolismo del glucosio è corretta?
",Il glucagone aumenta il tasso di glicolisi,La glicolisi richiede NADP+,"Nella glicolisi, il glucosio viene scisso in due prodotti a tre atomi di carbonio",Il prodotto finale della glicolisi nei globuli rossi è il piruvato,C
Nagel sostiene che il problema della fortuna morale è strettamente connesso al problema di:,l'esistenza di Dio.,libertà della volontà.,egoismo psicologico.,universali.,B
"Secondo Singer, il rispetto del suo principio richiede:","modesti cambiamenti alle nostre abitudini personali, ma non alla nostra società nel suo complesso.","modesti cambiamenti nelle nostre abitudini personali, così come nella società.","cambiamenti drastici nelle nostre abitudini personali, ma non nella nostra società.",drastici cambiamenti sia per le nostre abitudini personali che per la nostra società.,D
Quale delle seguenti è l'ultima ad essere occupata da esseri umani?,Nuova Guinea,Australia,Nuova Zelanda,Timor,C
Civiltà nubiana:,precedette e stimolò l'ascesa della cultura egizia.,era il risultato della colonizzazione mesopotamica nel sud.,"sviluppato in risposta, ma non a imitazione della cultura egizia.",non aveva contatti con le culture vicine.,C
In quale dei seguenti bilanci è tenuto un ente pubblico a includere un rendiconto finanziario?,Rendiconti finanziari dei fondi governativi.,Rendiconti finanziari a livello governativo.,Bilanci di fondi propri.,Bilanci di fondi fiduciari.,C
Quale delle seguenti affermazioni è corretta in relazione ai cambiamenti nelle stime contabili?,La maggior parte dei cambiamenti nelle stime contabili sono contabilizzati retroattivamente.,"Ogniqualvolta non sia possibile determinare se si sia verificato un cambiamento in una stima o un cambiamento nel principio contabile, il cambiamento dovrebbe essere considerato un cambiamento di principio.","Ogniqualvolta non sia possibile determinare se si sia verificato un cambiamento nella stima contabile o un cambiamento nel principio contabile, il cambiamento dovrebbe essere considerato un cambiamento nella stima.",È più facile distinguere tra un cambiamento nella stima contabile e un cambiamento nel principio contabile che distinguere tra un cambiamento nella stima contabile e una correzione di un errore.,C
"La guida negligente di un automobilista ha ferito gravemente un altro conducente. L'automobilista è stato citato per aver viaggiato nella corsia sbagliata e ha pagato una multa. L'automobilista aveva un limite di polizza di soli $ 15.000 per la responsabilità civile verso terzi sulla sua polizza assicurativa. Dopo aver fornito all'assicuratore dell'automobilista un rapporto medico completo, tutte le fatture mediche, le cartelle cliniche e altre prove richieste dei danni, il richiedente danneggiato ha richiesto i limiti della polizza. Il ricorrente ha comunicato che sarebbe stata presentata una richiesta di risarcimento in malafede se i massimali della polizza non fossero stati pagati immediatamente. La compagnia assicurativa ha rifiutato il pagamento senza spiegazioni. Una giuria ha assegnato al ricorrente ferito 200.000 dollari. L'attore danneggiato ha ottenuto una cessione firmata dall'automobilista negligente che concedeva all'attore tutti i diritti che l'automobilista avrebbe potuto avere nei confronti del suo assicuratore. Il tribunale probabilmente costringerà la compagnia assicurativa a pagare l'intero importo del verdetto della giuria alla persona lesa in base a questi fatti?","Il limite della polizza è di $ 15.000 e questo è tutto ciò che può essere riscosso dalla persona infortunata, non c'è azione per malafede su un contratto assicurativo.",La compagnia assicurativa ha violato il patto implicito di buona fede e correttezza che è implicito in ogni contratto assicurativo e deve pagare l'intero importo della sentenza.,"La malafede è personale per l'assicurato e il suo assicuratore, la cessione non era valida e la persona lesa non ha alcun diritto di costringere l'assicuratore a pagare.",La parte lesa deve far valere l'intera sentenza nei confronti dell'automobilista e non può mai perseguire l'assicuratore per tale importo.,C
"Una società edilizia possedeva un appezzamento di terreno. La società immobiliare preparò un piano di sviluppo per dividere il terreno in 100 lotti e creare una comunità residenziale sul tratto. La Dichiarazione dei Patti creò l'associazione dei proprietari di case, un'entità amministrativa che avrebbe amministrato e fatto rispettare i regolamenti e le restrizioni recitate tra i patti. Una delle restrizioni stabilite nella Dichiarazione dei Patti recita: ""Non sarà mai eretto, permesso o mantenuto in nessuna parte della proprietà alcuna struttura progettata o utilizzata come saloon o luogo per la vendita o la produzione di liquori di malto, vini o alcolici"". La Dichiarazione delle Alleanze è stata debitamente registrata ed è stata inclusa nell'atto stipulato da un insegnante quando ha acquistato il lotto 62 nello sviluppo. L'insegnante registrò immediatamente il suo atto. L'insegnante ha affittato la sua casa a un bibliotecario per un periodo di un anno. Il contratto di locazione includeva le stesse restrizioni della Dichiarazione delle Alleanze e dell'atto dell'insegnante. Il bibliotecario iniziò immediatamente a vendere liquori nei locali durante le feste settimanali ""fuori orario"". L'associazione dei proprietari di case cita in giudizio il bibliotecario in un'azione per danni. Quale dei seguenti è l'argomento migliore per il bibliotecario?",La regola nel caso Spencer impedisce al bibliotecario di essere responsabile.,Il bibliotecario non è in possesso di un contratto con l'associazione dei proprietari di case.,Il bibliotecario non è in possesso di beni con l'insegnante.,Altri lotti nelle immediate vicinanze sono adibiti a scopi commerciali.,B
"Al fine di incoraggiare l'iscrizione al college, uno stato fornisce un'esenzione fiscale di $ 200 per le tasse statali per coloro che sono studenti a tempo pieno nei college all'interno dello stato. Le studentesse che frequentano l'intervallo hanno ancora un'esenzione fiscale di $ 100, mentre gli studenti maschi che frequentano l'intervallo non sono più autorizzati ad alcuna esenzione fiscale. Quale delle seguenti affermazioni riassume in modo più accurato la corretta norma di diritto costituzionale per quanto riguarda l'esenzione fiscale statale per gli studenti che si iscrivono a tempo parziale?",L'esenzione fiscale verrebbe invalidata in quanto negazione del giusto processo.,L'esenzione fiscale sarebbe invalidata in quanto viola la clausola di uguale protezione.,La misura fiscale verrebbe mantenuta nell'ambito del giusto processo sostanziale.,La misura fiscale sarebbe confermata in quanto rientra nel potere di un comune di tassare diverse categorie di persone in modo disuguale.,B
