Question,A,B,C,D,Answer
"Garcia og Koellings forskning vedrørende lærte aversioner fastslog, at hvilke af følgende UCS- og CS-par er de mest magtfulde og lærte hurtigst?",udføre en opgave og modtage en madbelønning,kvalme og mad eller drikke,bevægelse og stød,Straffe og belønninger,B
"Noget af Mars' vand er frosset i jorden og iskapperne, og noget gik tabt på grund af solvindens stripping, men meget af det oprindelige vand menes at være gået tabt gennem en anden mekanisme. Hvad skete der med dette ""tabte"" vand?","Det blev fjernet af magnetfeltet, da det hurtigt faldt i styrke","Det blev brudt ind i brint og ilt af ultraviolet lys, og brinten gik tabt gennem termisk flugt",det blev fortæret af en civilisation af tørstige marsmænd,Det blev fordampet i en periode med intens vulkanisme og gik tabt for rummet gennem termisk flugt,B
"Rejser med en starthastighed på 1,5 × 10^6 m / s, kommer en proton ind i et område med konstant magnetfelt af størrelsesorden 1,5 T. Hvis protonens starthastighedsvektor gør en vinkel på 30 ° med magnetfeltet, beregnes protonens hastighed 4 s efter indtræden i magnetfeltet.","5,0 × 10^6 m/s","7,5 × 10^6 m/s","1,5 × 10^6 m/s","3,0 × 10^6 m/s",C
"Den energi, der frigives fra nedbrydningen af højenergifosfaterne, ATP og phosphocreatin, kan opretholde maksimal anstrengelsesøvelse i ca.:",1-2 sekunder.,5-10 sekunder.,30-40 sekunder.,50-60 sekunder.,B
"I et seriekredsløb, hvis strømmen i en lampe er 2 A, er strømmen i lampen ved siden af den","halvdelen, 1 A",02:00,Afhænger af hvilken lampe der er tættere på batteriet,Ikke nok information til at sige,B
Hvilket af følgende er mest sandsynligt at producere stærkere økonomisk vækst over tid?,Hurtigere forbrug af naturressourcer.,Højere analfabetisme blandt voksne.,Et faldende lager af kapitalgoder.,Skattefradrag for investeringer.,D
Økonomien befinder sig i en dyb recession. Hvilke af følgende udsagn om pengepolitikken er korrekte i betragtning af denne økonomiske situation?,Ekspansiv politik vil kun forværre recessionen.,"Ekspansiv politik øger i høj grad den samlede efterspørgsel, hvis investeringerne er følsomme over for ændringer i rentesatsen.",Kontraktiv politik er den rette stimulans for investeringer og forbrug.,"Hvis efterspørgslen efter penge er helt elastisk, kan ekspansiv pengepolitik være ret effektiv.",B
"Virksomheder engagerer sig i sociale regnskaber på grund af krav fra _________ for at identificere ________, forbedre ___________ og tilskynde til _________ og ___________","Interessenter, Risici, Interessentstyring, Ansvarlighed, Gennemsigtighed","Interessenter, Ansvarlighed, Gennemsigtighed, Risici, Interessenthåndtering","Interessenter, Ansvarlighed, Risici, Interessenter, Stakeholder Management","Interessenter, Interessentstyring, Gennemsigtighed, Risici, Ansvarlighed",A
"En afgift, der pålægges en leverandør, vil sandsynligvis blive væltet over på forbrugeren i form af prisstigninger, hvis",Priselasticiteten i efterspørgslen er meget elastisk.,Priselasticiteten i efterspørgslen er meget uelastisk.,Priselasticitet i efterspørgslen er enhedselastisk.,Lønelasticiteten i efterspørgslen er meget elastisk.,B
Erklæring 1 | I en gruppe (ab)^{-2} = b^{-2}a^{-2}. Erklæring 2 | I en gruppe (ab)^n = a^nb^n.,"Sandt nok, sandt","Falsk, falsk","Sandt nok, falsk","Falsk, sandt",B
"Hvad er betegnelsen for, i hvilket omfang konkurrencen i ét land påvirkes af konkurrencen i andre lande?",International handel,Global økonomi,Global konkurrence,Globalisering,D
"En programmør skrev programmet nedenfor. Programmet bruger en liste over tal kaldet numList. Programmet er beregnet til at vise summen af tallene på listen.
 sum ← numList [1]
 FOR HVER værdi I numList
 Sum ← sum + værdi
 VIS sum
 For at teste programmet initialiserer programmøren numList til [0, 1, 4, 5]. Programmet viser 10, og programmøren konkluderer, at programmet virker efter hensigten. Hvilket af følgende er sandt?",Konklusionen er korrekt; Programmet fungerer efter hensigten.,"Konklusionen er forkert; Programmet viser ikke den korrekte værdi for testsagen [0, 1, 4, 5].","Konklusionen er forkert; Brug af testsagen [0, 1, 4, 5] er ikke tilstrækkelig til at konkludere, at programmet er korrekt.","Konklusionen er forkert; Brug af testsagen [0, 1, 4, 5] bekræfter kun, at programmet fungerer for lister i stigende rækkefølge.",C
Hvorfor er Parfit imod ligestilling?,"Han hævder, at et ulige samfund er uundgåeligt.","Han hævder, at vi ved at prioritere de fattiges behov kan øge ligheden.","Han hævder, at vi hver især er ansvarlige for vores fattigdom.",Han afviser helt tanken om lighed.,B
"Dette spørgsmål vedrører følgende oplysninger.
""Ja, da både fatwaerne hos fremtrædende [lærde], der baserer deres mening på både fornuft og tradition, og konsensus i det sunnimuslimske samfund er enige om, at den gamle forpligtelse til udryddelse, udryddelse og uddrivelse af ond innovation må være målet for vores ophøjede stræben, for ""religiøs nidkærhed er en sejr for troen på Gud den velgørende""; derefter, i overensstemmelse med profetens ord (fred med ham!) ""Den, der indfører ond fornyelse i vores orden, skal udvises"" og ""Den, der gør noget imod vores orden, skal udvises,"" handling er blevet nødvendig og nødvendig ...""
Brev fra osmanniske sultan Selim I til safavid Shah Ismail I, 1514
Safaviderne tiltrak vrede fra islamiske imperier som det osmanniske imperium og mogulrigerne, primært fordi safaviderne",var et ekspansionistisk imperium geografisk placeret mellem to andre ekspansionister,afviste islams centrale principper,slavebandt kristne og gjorde dem til safavidiske krigere,Ismail proklamerede sig selv som kalif,A
"Dette spørgsmål vedrører følgende oplysninger.
Jeg går langs kolonnen og spørger, hvad der foregår.
En soldat siger simpelthen: ""De kalder mere op hver dag.
""Nogle af os blev sendt nordpå til den gule flod i en alder af femten,
Og nu klokken fyrre er vi på vej til garnisonerne i vest.
På vores første tur måtte landsbylederen binde vores bandannas for os.
Da vi kom tilbage, var vores hår hvidt, men der er stadig mere uro.
Grænsegarnisonerne løber med blod, nok til at fylde et hav,
Men Martial Emperors territoriale ambitioner er endnu ikke toppet.
I de hundrede distrikter øst for bjergene, i hele Han's land,
Der må være ti tusinde landsbyer, som brambles nu angriber.
Selvom koner er stærke nok til at håndtere en hakke og plov,
Afgrøderne vokser hver vej, markerne er alle et rod.
Det er sværest for Shanxi-mændene med deres ry som krigere:
De er rundet op som hunde eller kyllinger, hver mand imponeret.
""Men sir, selvom det er godt af dig at spørge,
At klage er ikke en del af soldatens opgave.
Vi kan kun ryste på hovedet. Tag denne vinter:
Shanxi-tropperne blev aldrig sendt hjem.
Distriktsofficererne kræver grundskyld,
Men hvor skal det komme fra? Sagt om nogen som man ikke kan få penge fra!
Jeg synes ærlig talt, at det er uheld at føde en søn nu,
Det er bedre at have en datter: i det mindste kan hun gifte sig
Og bo hos naboerne ved siden af.
Men en søn vil ende med at ligge på en fjern prærie.""
Du Fu, ""Balladen om hærens vogne"", ca. 750 e.v.t.
Digtet giver bevis for hvilket af følgende med hensyn til kønsforhold i Tang-samfundet?",Konfucianske forhold mellem mand og kone var stadig stærke i Tang-samfundet.,Kejserlige reskripter understregede fødslen af dygtige sønner over døtre for at opfylde værnepligtskvoter.,Landbrugsarbejdet kan deles af både kvinder og mænd.,Traditionelle kinesiske kønsrelationer blev vendt under kejserinde Wu Zetians regeringstid.,C
I xy-planet er grafen for x^(log y) = y^log x,Den åbne første kvadrant,en lukket kurve,en stråle i den åbne første kvadrant,Et enkelt punkt,A
Hvilket af følgende lande udledte mest CO2 pr. indbygger i 2017?,Japan,Canada,Rusland,Iran,B
Hvad er et replay-angreb?,"Når hackeren svarer på en meddelelse, der er sendt til ham af systemet","Et angreb, der kontinuerligt gentages og undersøger for en svaghed","Et angreb, der bruger systemets egne budskaber og derfor ikke kan forsvares imod","Angriberen sender en optaget besked igen, og webstedet accepterer dens og reagerer til angriberens fordel",D
"Det faktum, at den infrarøde absorptionsfrekvens af deuteriumchlorid (DCl) forskydes fra hydrogenchlorid (HCI), skyldes forskellene i deres",elektronfordeling,Dipol-øjeblik,Kraft konstant,reduceret masse,D
"Kvanteeffektiviteten af en fotondetektor er 0,1. Hvis der sendes 100 fotoner ind i detektoren, den ene efter den anden, registrerer detektoren fotoner",i gennemsnit 10 gange med en RMS-afvigelse på ca. 4,i gennemsnit 10 gange med en RMS-afvigelse på ca. 3,i gennemsnit 10 gange med en RMS-afvigelse på ca. 1,"i gennemsnit 10 gange med en RMS-afvigelse på ca. 0,1",B
Hvilket af følgende sæt bitstrenge KAN IKKE beskrives med et regulært udtryk?,"Alle bitstrenge, hvis antal nuller er et multiplum af fem",Alle bitstrenge starter med et nul og slutter med et,Alle bitstrenge med et lige antal nuller,Alle bitstrenge med flere end nuller,D
Tilpasninger af planter for at minimere vandtab i miljøer med høje temperaturer omfatter hvilket af følgende?,Talrige stomata,Tynde neglebånd,Rygsøjler i stedet for blade,Store overflade-til-volumen-forhold,C
"Mutationer er fejl i DNA, der:",er altid skadelige.,forekommer kun i nærvær af kræftfremkaldende stoffer.,øge tumorvæksten.,forekommer spontant med lav hastighed.,D
Hvilket af følgende gælder for hypothyroidisme?,Vægttab,Præ-tibial myxødem,Et forhøjet TSH-niveau,En modvilje mod varme steder,C
De vurderede værdier af huse i en by har et gennemsnit på $ 125.000 med en standardafvigelse på $ 23.000. På grund af en ny lærerkontrakt har skoledistriktet brug for yderligere 10% i midler i forhold til året før. For at skaffe disse ekstra penge pålægger byen vurderingskontoret at hæve alle vurderede husværdier med $ 5.000. Hvad bliver den nye standardafvigelse for de vurderede værdier af huse i byen?,$23.000 ,"$ 25,300 ",$28.000 ,$30.300 ,A
" I sin diskussion af diskrimination i krig foreslår Valls, at",Der er ingen forskel mellem kombattanter og ikke-kombattanter.,Forskellen mellem kombattanter og ikke-kombattanter er et spørgsmål om grad.,Forskellen mellem kombattanter og ikke-kombattanter er kategorisk og klar.,"""Terrorisme"" bør defineres som vilkårlig vold.",B
 Ifølge Nussbaum er det at behandle nogen som et objekt,tilstrækkelig til seksuel objektivering.,nødvendigt for seksuel objektivering.,ikke nødvendigt for seksuel objektivering.,alt det ovenstående.,C
"For hvilket af disse to scenarier gør hovedpersonen (som bruger jeg/mig/min) noget klart moralsk forkert, ifølge almindelige moralske standarder i USA fra 2020? Scenarie 1 | Mens mine forældre sov, løb jeg. Scenarie 2 | Jeg hældte vaskemiddel i vaskemaskinen fuld af min værelseskammerats tøj.","Forkert, forkert","Forkert, ikke forkert","Ikke forkert, forkert","Ikke forkert, ikke forkert",D
"For hvilket af disse to scenarier gør hovedpersonen (som bruger jeg/mig/min) noget klart moralsk forkert, ifølge almindelige moralske standarder i USA fra 2020? Scenarie 1 | Jeg prøver nogle gange at fortælle sandheden, medmindre det får mig i problemer. Scenarie 2 | Jeg kyssede min kæreste på trylleshowet.","Forkert, forkert","Forkert, ikke forkert","Ikke forkert, forkert","Ikke forkert, ikke forkert",B
"For hvilket af disse to scenarier gør hovedpersonen (som bruger jeg/mig/min) noget klart moralsk forkert, ifølge almindelige moralske standarder i USA fra 2020? Scenarie 1 | Jeg løb over det friske tæppe med en plæneklipper. Scenarie 2 | Jeg tissede i min hånd, så jeg kunne teste den for infektion.","Forkert, forkert","Forkert, ikke forkert","Ikke forkert, forkert","Ikke forkert, ikke forkert",A
"For hvilket af disse to scenarier gør hovedpersonen (som bruger jeg/mig/min) noget klart moralsk forkert, ifølge almindelige moralske standarder i USA fra 2020? Scenarie 1 | Jeg så den berømte Elton John uden for en koncertarena og tog et billede af ham uden at spørge ham. Scenarie 2 | Jeg rapporterede en anden vagt, der sniger narkotika ind i et fængsel og sælger dem til fanger.","Forkert, forkert","Forkert, ikke forkert","Ikke forkert, forkert","Ikke forkert, ikke forkert",D
"For hvilket af disse to scenarier gør hovedpersonen (som bruger jeg/mig/min) noget klart moralsk forkert, ifølge almindelige moralske standarder i USA fra 2020? Scenarie 1 | Jeg smækkede i mine pauser for at misse bolden, da den kom ind på vejen. Scenarie 2 | Jeg lærte mine børn at spille xylofon.","Forkert, forkert","Forkert, ikke forkert","Ikke forkert, forkert","Ikke forkert, ikke forkert",D
"For hvilket af disse to scenarier gør hovedpersonen (som bruger jeg/mig/min) noget klart moralsk forkert, ifølge almindelige moralske standarder i USA fra 2020? Scenarie 1 | Da min restaurants fryser brød, serverede jeg det varme kød, selvom jeg vidste, at det var meget usikkert. Scenarie 2 | Jeg besluttede at starte en brand i skoven.","Forkert, forkert","Forkert, ikke forkert","Ikke forkert, forkert","Ikke forkert, ikke forkert",A
"Større mælkeforbrug
",Det er blevet rapporteret at være forbundet med en højere forekomst af frakturer og højere dødelighed i nogle få undersøgelser,Under puberteten synes at være forbundet med højere knoglemineraltæthed senere i livet,Er konsekvent forbundet med en lavere frakturrate,"I lande med den højeste frakturrate tyder det på, at mælkeforbruget er gavnligt for skelettet.",A
"Hvilke af følgende udsagn om glukosemetabolisme er korrekte?
",Glucagon øger glykolysehastigheden,Glykolyse kræver NADP+,I glykolyse spaltes glukose i to tre-carbonprodukter,Slutproduktet af glykolyse i røde blodlegemer er pyruvat,C
"Nagel hævder, at problemet med moralsk held er tæt forbundet med problemet med:",Guds eksistens.,viljens frihed.,psykologisk egoisme.,universaler.,B
Ifølge Singer kræver overholdelse af hans princip:,"beskedne ændringer i vores personlige vaner, men ikke i vores samfund som helhed.",beskedne ændringer i vores personlige vaner såvel som i samfundet.,"drastiske ændringer i vores personlige vaner, men ikke i vores samfund.",drastiske ændringer i både vores personlige vaner og vores samfund.,D
"Hvilket af følgende er det sidste, der er besat af mennesker?",Ny Guinea,Australien,New Zealand,Timor,C
Nubisk civilisation:,forud for og ansporede fremkomsten af egyptisk kultur.,var resultatet af mesopotamisk kolonisering i syd.,"udviklet som reaktion på, men ikke i efterligning af, egyptisk kultur.",havde ingen kontakter med nabokulturer.,C
En offentlig virksomhed skal medtage en pengestrømsopgørelse i hvilket af følgende årsregnskaber?,Regnskaber for offentlige fonde.,Regnskaber for hele staten.,Egenejede fondsregnskaber.,Regnskaber for forvaltningsfonde.,C
"Hvilket af følgende udsagn er korrekt, da det vedrører ændringer i regnskabsmæssige skøn?",De fleste ændringer i regnskabsmæssige skøn bogføres med tilbagevirkende kraft.,"Når det er umuligt at afgøre, om der er sket en ændring i et skøn eller en ændring i regnskabsprincippet, bør ændringen betragtes som en principiel ændring.","Når det er umuligt at afgøre, om der er sket en ændring i det regnskabsmæssige skøn eller et ændret regnskabsprincip, bør ændringen betragtes som en ændring i skønnet.",Det er lettere at skelne mellem en ændring i et regnskabsmæssigt skøn og en ændring i regnskabsprincippet end at skelne mellem en ændring i et regnskabsmæssigt skøn og en korrektion af en fejl.,C
"En bilists uagtsomme kørsel skadede en anden bilist alvorligt. Bilisten blev citeret for at køre i den forkerte bane og betalte en bøde. Bilisten havde en politikgrænse på kun $ 15.000 for tredjepartsansvar på sin forsikringspolice. Efter at have forsynet bilistens forsikringsselskab med en fuldstændig lægerapport, alle lægeregninger, lægejournaler og andre krævede beviser for skader, krævede den skadelidte sagsøger politikgrænserne. Sagsøgeren meddelte, at der ville blive indgivet et krav i ond tro, hvis policegrænserne ikke blev betalt straks. Forsikringsselskabet nægtede betaling uden forklaring. En jury tildelte den skadelidte sagsøger $ 200.000. Den skadelidte sagsøger opnåede en underskrevet overdragelse fra den uagtsomme bilist, der gav sagsøgeren eventuelle rettigheder, som bilisten måtte have haft mod sit forsikringsselskab. Vil retten sandsynligvis tvinge forsikringsselskabet til at betale det fulde beløb af juryens dom til skadelidte under disse forhold?","Politikgrænsen er $ 15.000, og det er alt, hvad der kan indsamles af den tilskadekomne, der er ingen handling for ond tro på en forsikringskontrakt.","Forsikringsselskabet overtrådte den stiltiende pagt om god tro og redelig handlemåde, der er implicit i enhver forsikringsaftale, og skal betale det fulde beløb af dommen.","Ond tro er personlig for den forsikrede og hans forsikringsselskab, overdragelsen var ugyldig, og skadelidte har intet krav på at tvinge forsikringsselskabet til at betale.",Den skadelidte part skal fuldbyrde hele sin dom over for bilisten og må aldrig retsforfølge forsikringsselskabet for dette beløb.,C
"Et boligselskab ejede et stykke jord. Boligselskabet udarbejdede en udviklingsplan for at opdele jorden i 100 partier og skabe et boligfællesskab på området. Pagtserklæringen oprettede grundejerforeningen, en administrativ enhed, der ville administrere og håndhæve de regler og begrænsninger, der blev reciteret blandt pagterne. En af begrænsningerne i pagtserklæringen lyder: ""Der må aldrig på noget tidspunkt opføres, tillades eller vedligeholdes på nogen del af ejendommen nogen struktur, der er designet til eller bruges som salon eller sted til salg eller fremstilling af malt, vinøs eller spiritus. "" Pagtserklæringen blev behørigt registreret og blev medtaget i det skøde, som en lærer tog, da han købte parti 62 i udviklingen. Læreren registrerede straks sin gerning. Læreren lejede sit hjem til en bibliotekar for en periode på et år. Lejekontrakten indeholdt de samme begrænsninger som dem, der var i pagtserklæringen og i lærerens gerning. Bibliotekaren begyndte straks at sælge spiritus på stedet under ugentlige ""after hours"" fester. Grundejerforeningen sagsøger bibliotekaren i en erstatningssag. Hvilket af følgende er det bedste argument for bibliotekaren?",Reglen i Spencer's Case forhindrer bibliotekaren i at være ansvarlig.,Bibliotekaren har ikke fortrinsret til kontrakt med grundejerforeningen.,Bibliotekaren er ikke i privilegium af ejendom med læreren.,Andre partier i umiddelbar nærhed anvendes til kommercielle formål.,B
"For at tilskynde til college-tilmelding giver en stat en skattefritagelse på $ 200 for statsskatter for dem, der er fuldtidsstuderende på gymnasier i staten. Kvindelige studerende, der deltager i halvtid, har stadig tilladelse til en skattefritagelse på $ 100, mens mandlige studerende, der deltager i halvtid, ikke længere har tilladelse til nogen skattefritagelse. Hvilket af følgende opsummerer mest præcist den korrekte forfatningsretlige regel vedrørende statens skattefritagelse for studerende, der tilmelder sig halvtid?",Afgiftsfritagelsen ville blive ugyldiggjort som en nægtelse af retfærdig rettergang.,Afgiftsfritagelsen ville blive erklæret ugyldig som værende i strid med klausulen om lige beskyttelse.,Skatteforanstaltningen vil blive opretholdt som inden for området materiel retfærdig rettergang.,Skatteforanstaltningen ville blive stadfæstet som værende omfattet af en kommunes beføjelse til at beskatte forskellige kategorier af personer ulige.,B
"Denne jurisdiktion har følgende strafferetlige statut i kraft:""En person er ikke ansvarlig for kriminel adfærd, hvis han på tidspunktet for en sådan adfærd som følge af psykisk sygdom eller defekt mangler væsentlig evne til at forstå ulovligheden af sin adfærd eller til at tilpasse sin adfærd til lovens krav. "" En eftermiddag passede en tiltalt sin femårige nevø. Da de legede fangst udenfor, kastede den tiltalte bolden over sin nevøs hoved, og den rullede ud på gaden. Instinktivt løb nevøen efter bolden, men snublede over rendestenen og faldt på gaden. Da han snublede, forstuvede nevøen sin ankel alvorligt og kunne ikke stå op. Øjeblikke senere bakkede en stor skraldebil op og kørte over nevøen og dræbte ham. Selvom den tiltalte så sin nevøs knibe, gjorde han ingen indsats for at redde ham. Efterfølgende blev den tiltalte sigtet for uagtsomt manddrab. Under retssagen vidnede den tiltalte, at han blev så chokeret, da han så sin nevø falde i nærheden af skraldebilen, at han frøs og ikke kunne bevæge sig, før det var for sent. Efter den tiltaltes vidneudsagn vidnede et ekspertvidne for forsvaret, at reaktioner af den art, som den tiltalte beskriver, ikke er usædvanlige, når en virkelig chokerende begivenhed indtræffer. Hvis juryen tror på sagsøgtes og hans ekspertvidnes vidnesbyrd, er sagsøgtes bedste forsvar hvilket af følgende?",Tiltalte led af midlertidig sindssyge.,"Den tiltalte manglede den nødvendige mentale tilstand, der var nødvendig for at begå forbrydelsen.",Sagsøgtes passivitet var ikke frivillig.,Tiltaltes strafferetlige ansvar blev erstattet af lastbilchaufførens.,C
