Question,A,B,C,D,Answer
Идентификувајте го предноста на следниот условен предлог: Пчелите го освоиле својот прв натпревар само ако или Ардваркс или Чипмуните не ги победат првите натпревари.,Ардваркс не го добија својот прв натпревар.,Пчелите го победуваат својот прв натпревар.,Чипмунците не го победуваат својот прв натпревар.,Или Ардваркс или Чипмунците не ги победуваат првите натпревари.,B
Студентите спроведуваат вежба за одвојување на растителни пигменти која бара од нив да користат затворена хроматографска комора со мала количина на ацетон во дното на комората. Безбедносните предупредувања за ацетон вклучуваат изјава дека е иритант за око и кожа и дека има запаливи пареа. Од следните' кои безбедносни претпазливост треба да ги преземат студентите додека ја спроведуваат вежбата?,Ставање ракавици со оган за носење на комората до качулка за изгореници ако ацетонот се запали,"Ставање на комората во затворен, затемнет шкаф за време на одвојувањето на пигментот",Носење кожени ракавици и покривање на носот и устата со маска на честички,Носење очила и ракавици од типот на нитрил и одржување на сите ацетон контејнери затворени,D
Кои од нив ја прават одредувањето на еволутивната поврзаност на различни видови врз основа на аминокиселинската секвенца на хомологните протеини генерално помалку точна од одредбите на сродството врз основа на нуклеотидните секвенци на хомологните гени?,Тивки мутации,Генски дупликации,Транслокациски настани кои ги менуваат генските секвенци,Преминување,A
Дали незаконското убиство извршено од страна на министерот на земјата Х во странство е актот jure imperii или jure gestionis?,Ваквото однесување е јавен акт (jure imperii),Ваквото однесување никогаш не привлекува имунитет,Ваквото однесување е приватен акт (jure gestionis),"Ваквото однесување е јавен чин, но е заштитено од имунитетот",C
"Ова прашање се однесува на следниве информации.
Прво мораме да забележеме дека космосот е сферичен во форма, делумно бидејќи оваа форма е совршена целина која не бара зглобови, е најкомплетна од сите, делумно затоа што ја прави најкапациозната форма, која е најпогодна за содржина и зачувување на сè; или пак бидејќи сите составни делови на универзумот, тоа е сонцето, месечината и планетите се појавуваат во оваа форма; или затоа што сè се обидува да ја постигне оваа форма, како што се појавува во случај на капки вода и други тела на течности ако се обидат да се дефинираат себеси. Значи, никој нема да се сомнева дека оваа форма припаѓа на небесните тела. ...
Затоа земјата е сферична, бидејќи притиска од сите страни на својот центар. Иако поради издигнувањата на планините и депресиите на долините не може да се разбере совршен круг, но сепак ова не влијае на општата сферична природа на земјата. ...
Како што веќе беше покажано дека земјата има форма на сфера, мораме да размислиме дали движењето исто така се совпаѓа со оваа форма, и кое место земјата ја држи во универзумот. ... Поголемиот дел од авторите се разбира се согласуваат дека земјата сé уште стои во центарот на универзумот и сметаат дека е незамисливо и смешно да се претпостави спротивното. Но, ако прашањето е внимателно тежено, ќе се види дека прашањето сé уште не е решено и затоа во никој случај не треба да се смета за лесно. Секоја промена на местото кое се набљудува се должи, имено, на движење на набљудуваниот објект или на набљудувачот, или на движењата на двете. ... Сега е од земјата, револуцијата на небото се набљудува и се произведува за нашите очи. Затоа, ако земјата не претрпи движење ова движење мора да се одвива во сé надвор од земјата, туку во спротивна насока отколку ако сè на земјата се движи, и од овој вид е секојдневната револуција. Се чини дека ова влијае на целиот универзум, т.е. се надвор од земјата со единствен исклучок на самата земја. Ако, сепак, некој признае дека ова движење не било особено за небото, туку дека земјата се вртела од запад на исток, и ако ова внимателно се разгледувало во однос на очигледното издигнување и заоѓање на сонцето, месечината и ѕвездите, ќе се открие дека ова е вистинската ситуација.""
Никола Коперник, Револуциите на небесните тела, 1543
Преминот може да се користи како доказ дека Коперник се разликува од традиционалните, аристотелиски природни филозофи на неговото време бидејќи тој сугерирал дека",Космосот е сферичен.,Земјата е сферична.,Космосот е геостатски.,Земјата не е неподвижна.,D
"Одредете ја Концентрацијата на H+(aq) во 1,0 M фенол, C6H5OH, раствор. (Ка за фенол е 1 × 10^-10.)",1 × 10^-10 M,1 × 10^-9 М,1 × 10^-3 М,1 × 10^-5 М,D
"Кој од следниве фактори би се сметал за ""повлекување"" фактор за Рива кога се размислува за преселба од Индија во САД?",Одбиј ја сиромаштијата,Подобра работа и повисоки плати,Индиски кастен систем,Насилство во нејзиното соседство,B
"Во споредба со политичките партии во земји како што се Англија и Израел, од кои двете имаат повеќепартиски системи, американските политички партии се",помалку заинтересирани да влијаат на исходот од изборите,помалку јасно идентификувани со конзистентни политички идеологии,Помалку ефикасен во собирањето пари од политичките поддржувачи,подобро да ги одразат целите на своите цели изборни единици,B
"Број, заокружен до најблиските илјади, е 47.000. Кој број може да е бројот кој е заокружен?","46,295","46,504","47,520","47,924",B
"Резервоарот е во форма на триаголна призма. Ако триаголната основа има површина од 116 квадратни метри, а резервоарот е висок 30 стапки, колку вода би содржел резервоарот кога ќе биде полн?",1725 стапки^3,1740 стапки^3,3480 стапки^3,6960 стапки^3,C
"Напонот предизвикан во индуктор е претставен како,",производ од неговата индуктивност и струја преку него.,односот на неговата индуктивност кон струјата низ него.,односот на струјата преку неа кон неговата индуктивност.,производ од неговата индуктивност и стапка на промена на струјата преку него.,D
Кои од следниве карактеристики генерално се во согласност со датумското силување?,употреба на прекумерна сила,Преднаметана,сексуално мотивирани,вклучува употреба на оружје.,C
Најди ја должината на кривата y = ln x помеѓу точките каде y = 1/2 и y = 1.,0.53,0.86,1.18,1.36,C
Најди $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$,1,-1,0,2,B
Која психолошка перспектива била најпопуларна на почетокот на дваесеттиот век во Западна Европа?,Невронаучност,Еволуционер,Однесувач,Психоаналитички,D
Најверојатно учената беспомошност е директно поврзана со,Ефектот на Барнум.,Самостојна пристрасност.,Надворешен локус на контрола.,безусловно позитивно почитување.,C
Истражувањето на Гарсија и Келинг во врска со учените верзии утврдило дека кои од следните UCS и CS парови се најмоќни и најбрзо се учат?,извршување на задача и добивање на награда за храна,гадење и храна или пијалок,движење и шок,казни и награди,B
"Некои од водата на Марс е замрзната во почвата и ледените капачи, а некои се изгубени поради исголувањето на соларниот ветер, но се смета дека голем дел од оригиналната вода е изгубена преку друг механизам. Што се случи со оваа ""изгубена"" вода?",Беше одземено од магнетното поле кога брзо се намали по сила,Бил скршен на водород и кислород од ултравиолетова светлина и водородот бил изгубен преку термално бегство,Беше потрошена од цивилизација на жедни Марсовци,Испарен е за време на период на интензивен вулканизам и бил изгубен во вселената преку термално бегство,B
"Патувајќи со почетна брзина од 1,5 × 10^6 m/s, протон влегува во регион со постојано магнетно поле со светлинска величина 1,5 T. Ако векторот на првичната брзина на протонот прави агол од 30° со магнетното поле, пресметајте ја брзината на протонот 4 s по влегувањето во магнетното поле.","5,0 × 10^6 m/s","7,5 × 10^6 m/s","1,5 × 10^6 m/s","3,0 × 10^6 m/s",C
"Енергијата ослободена од распадот на високоенергетските фосфати, ATP и фосфокреатинот, може да одржи максимална вежба за напор за околу:",1-2 секунди.,5-10 секунди.,30-40 секунди.,50-60 секунди.,B
"Во серија коло, ако струјата во една светилка е 2 А, струјата во светилката до неа е","Половина, 1 А",02:00,Зависи која лампа е поблиску до батеријата,Нема доволно информации да се каже,B
Кое од следните е најверојатно да предизвика посилен економски раст со текот на времето?,Побрза потрошувачка на природни ресурси.,Повисока стапка на неписменост на возрасните.,Намалување на капиталната стока.,Даночни кредити за инвестиции.,D
Економијата е во длабока рецесија. Со оглед на оваа економска ситуација која од следните изјави за монетарната политика е точна?,Експанзионерната политика само ќе ја влоши рецесијата.,Експанзионерната политика во голема мера ја зголемува собната побарувачка ако инвестициите се чувствителни на промените во каматната стапка.,Контракционерната политика е соодветен стимул за инвестиции и потрошувачка.,Ако побарувачката на пари е совршено еластична експанзија на монетарната политика може да биде прилично ефикасна.,B
"Бизнисите се занимаваат со социјално сметководство поради барањата од _________, со цел да се идентификуваат ________, да се подобрат ___________ и да се охрабрат _________ и ___________","Учесници, ризици, управување со учесниците, одговорност, транспарентност","Учесници, одговорност, транспарентност, ризици, управување со учесниците","Учесници, одговорност, ризици, учесници, менаџмент на учесниците","Учесници, управување со учесниците, транспарентност, ризици, одговорност",A
Данокот наметнат на снабдувачот поверојатно ќе биде пренесен на потрошувачот во форма на зголемување на цената ако,еластичноста на цената на побарувачката е многу еластична.,еластичноста на цените на побарувачката е многу нееластична.,Еластичноста на цената на побарувачката е единица еластична.,еластичноста на платите на побарувачката е многу еластична.,B
Изјава 1 | Во група (ab)^{-2} = b^{-2}a^{-2}. Изјава 2 | Во група (ab)^n = a^nb^n.,"Вистина, Вистина.","Лажно, лажно.","Вистина, лажно.","Лажно, вистина.",B
Каков е терминот до кој степен конкуренцијата во една земја е под влијание на конкуренцијата во другите земји?,Меѓународна трговија,Глобална економија,Глобална конкуренција,Глобализација,D
"Програмер ја напишал програмата подолу. Програмата користи список на броеви наречени numList. Програмата е наменета за прикажување на збир на броевите во листата.
 сума ← numList [1]
 За секоја вредност во numList
 сума ← сума + вредност
 Збир на дисплеи
 За да ја тестира програмата, програмерот го инициализира numList на [0 , 1 , 4 , 5]. Програмата прикажува 10, а програмерот заклучува дека програмата работи според намената. Кое од следниве е вистина?",Заклучокот е точен; програмата работи според намената.,"Заклучокот е неточен; програмата не ја прикажува точната вредност за тест случајот [0, 1, 4, 5].","Заклучокот е неточен; користејќи го тест случајот [0, 1, 4, 5] не е доволно за да се заклучи програмата е точна.","Заклучокот е неточен; користејќи го тест случајот [0, 1, 4, 5] само потврдува дека програмата работи за листи во зголемување на редоследот.",C
Зошто Парфит се спротивставува на еднаквоста?,Тој тврди отколку нееднаквото општество е неизбежно.,"Тој тврди дека давајќи приоритет на потребите на сиромашните, можеме да ја зголемиме еднаквоста.",Тој тврди дека ние сме одговорни за нашата сиромаштија.,Тој ја отфрла идејата за еднаквост.,B
"Ова прашање се однесува на следниве информации.
""Навистина, бидејќи и дебелите беа истакнати [научници] кои го засноваа своето мислење за разумот и традицијата, како и консензусот на сунитската заедница се согласуваат дека древната обврска за истребување, истребувањето, и протерувањето на злите иновации мора да биде цел на нашиот возвишен стремеж, бидејќи ""Верскиот жар е победа за Верата Божја Бенефити""; тогаш, во согласност со зборовите на Пророкот (Мир врз него!) ""Кој и да ја воведе злобната иновација во нашиот ред, мора да биде исклучен"" и ""Кој и да се фати против нашиот ред, мора да биде исклучен"", акцијата стана неопходна и егзистентна...""
Писмо од османлискиот султан Селим I до Сафавид Шах Исмаил I, 1514
Сафавидите ја нацртале империјата на исламските империи, како што се Отоманската и Мугхалската империја, првенствено бидејќи Сафавидите",биле експанзионерска империја географски лоцирана помеѓу двајца други експанзионисти,ги отфрли централните тенети на исламот,"Поробени христијани, и ги претвориле во сафавидски борци",Исмаил се прогласи себеси за калиф.,A
"Ова прашање се однесува на следниве информации.
Одам покрај колумната, прашувам што се случува.
Еден војник едноставно вели: ""Повикуваат повеќе секој ден.
""Некои од нас беа испратени на север до Жолтата река на возраст од петнаесет години,
А сега на 40 одиме кон гарнизоните на запад.
На нашата прва турнеја, шефот на селото мораше да ни ги врзе банданите за нас.
Кога се вративме, косата ни беше бела, но сепак има повеќе немири.
Погранетите гарнизони трчаат со крв, доволно за да наполнат океан,
Но, територијалните амбиции на боречкиот император допрва треба да мрдаат.
Во стоте окрузи источно од планините, низ целата земја Хан,
Мора да има 10 илјади села кои сега се бранат.
Дури и ако сопругите се доволно силни за да се справат со мотик и ора,
Посевите растат секој пат, полињата се неред.
Најтешко е за луѓето од Шанкси, со нивната репутација на борци:
Заокружени се како кучиња или кокошки, секој мажјак импресиониран.
""Но, господине, иако е добро од вас да прашате,
Жалењето не е дел од задачата на војникот.
Можеме само да се тресеме. Земете ја оваа зима:
Шанкси војниците никогаш не биле испратени дома.
Окружните офицери бараат данок на земјиште,
Но од каде ќе дојде? Не можеш да добиеш крв од камен!
Искрено мислам дека е лоша среќа да се роди син сега,
Подобро е да имаш ќерка: барем може да се омажи за неа.
И живеј со соседите од соседите.
Но, синот ќе заврши да леже на некоја далечна прерија.""
Ду Фу, ""Балада на армиските колички"", 750 Ц.Е.
Поемата обезбедува докази кои од следните во однос на родовите односи во општеството Танг?",Конфуциските врски помеѓу сопругот и сопругата сé уште биле силни во општеството Танг.,Царските реписи го истакнале раѓањето на способни синови над ќерките за исполнување на квотите за регрутирање.,"Земјоделската работа би можела да ја делат и жените, така и мажите.",Традиционалните кинески родови односи биле свртени за време на владеењето на царицата Ву Зетјан.,C
"Во xy-рамнината, графиката на x^(log y) = y^log x е",Отворениот прв квадрант,Затворена крива.,Зрак во отворениот прв квадрант.,Една точка.,A
Која од следните земји емитувала најмногу CO2 по глава на жител во 2017 година?,Јапонија,Канада,Русија,Иран,B
Што е повторен напад?,Кога напаѓачот ќе одговори на порака испратена од системот,"Напад кој постојано се повторува, пробувајќи за слабост",Напад кој ги користи сопствените пораки на системот и така не може да се брани од,"Напаѓачот се откажува од заробена порака, а сајтот ја прифаќа својата и одговара во корист на напаѓачот",D
Фактот дека инфрацрвената апсорпциона фреквенција на деутериум хлорид (DCl) е изменета од онаа на водороден хлорид (HCl) се должи на разликите во нивните,Електронска дистрибуција,Диполен момент,Константна сила,Намалена маса,D
"Квантната ефикасност на фотонски детектор е 0,1. Ако 100 фотони се испратени во детекторот, еден по друг, детекторот ќе детектира фотони","просечно 10 пати, со отстапување на РМС од околу 4","просечно 10 пати, со отстапување на РМС од околу 3","просечно 10 пати, со отстапување на РМС од околу 1","просечно 10 пати, со отстапување на РМС од околу 0,1",B
Кој од следниве сетови битни низи не може да се опише со редовен израз?,Сите битни жици чиј број нули е повеќе од пет,Сите битови почнуваат со нула и завршуваат со една,Сите битни жици со рамен број нули,Сите битни жици со повеќе од нулите,D
Адаптациите на растенијата за минимизирање на загубата на вода во средините со високи температури вклучуваат кои од следниве?,Бројни стомати,Тенки ситници,Стапчиња наместо листови,Големи соодноси површина-волумен,C
Мутациите се грешки во ДНК кои:,Секогаш се штетни.,се јавуваат само во присуство на канцерогени.,да го зголеми растот на туморот.,се јавуваат спонтано со ниска стапка.,D
Кое од следниве е вистина за хипотироидизам?,Губење на тежината,Предтибиален миксоедем,Подигнато ниво на TSH,Одвраќање кон топлите места,C
"Проценетите вредности на куќите во градот имаат средна вредност од 125.000 американски долари со стандардна девијација од 23.000 американски долари. Поради новиот договор на наставниците, училишниот округ има потреба од дополнителни 10 отсто од средствата во споредба со претходната година. За да се соберат овие дополнителни пари, градот им дава инструкции на канцеларијата за проценка да ги зголеми сите проценети вредности на куќата за 5.000 долари. Што ќе биде новото стандардно отстапување на проценетите вредности на куќите во градот?",23.000 долари ,25.300 долари ,28.000 долари ,30.300 долари ,A
" Во својата дискусија за дискриминација во војната, Валс сугерира дека",Нема разлика помеѓу борците и невојувачите.,разликата помеѓу борците и невојувачите е прашање на степен.,разликата помеѓу борците и невојувачите е категорична и јасна.,"""Тероризмот"" треба да се дефинира како недискриминатно насилство.",B
" Според Нусбаум, третирањето на некого како предмет е",доволно за сексуална објектификација.,неопходно за сексуална објектификација.,не е потребно за сексуална објектификација.,сите горенаведени.,C
"За кое од овие две сценарија главниот лик (кој го користи Јас/мене/ мојот) прави нешто очигледно морално погрешно, според обичните морални стандарди во САД од 2020 година? Сценарио 1 | Додека моите родители спиеа, отидов да џогирам. Сценарио 2 | Истурив детергент во мијачот полн со алиштата на цимерот.","Погрешно, погрешно.","Погрешно, не е погрешно.","Не е погрешно, погрешно.","Не е погрешно, не е погрешно.",D
"За кое од овие две сценарија главниот лик (кој го користи Јас/мене/ мојот) прави нешто очигледно морално погрешно, според обичните морални стандарди во САД од 2020 година? Сценарио 1 | Понекогаш се обидувам да ја кажам вистината, освен ако тоа не ми донесе проблеми. Сценарио 2 | Ја бакнав мојата девојка на магичната претстава.","Погрешно, погрешно.","Погрешно, не е погрешно.","Не е погрешно, погрешно.","Не е погрешно, не е погрешно.",B
"За кое од овие две сценарија главниот лик (кој го користи Јас/мене/ мојот) прави нешто очигледно морално погрешно, според обичните морални стандарди во САД од 2020 година? Сценарио 1 | Го прегазив свежиот тепих со косачка. Сценарио 2 | Уринирав во раката за да можам да го тестирам за инфекција.","Погрешно, погрешно.","Погрешно, не е погрешно.","Не е погрешно, погрешно.","Не е погрешно, не е погрешно.",A
"За кое од овие две сценарија главниот лик (кој го користи Јас/мене/ мојот) прави нешто очигледно морално погрешно, според обичните морални стандарди во САД од 2020 година? Сценарио 1 | Го видов познатиот Елтон Џон пред концертна арена и го сликав без да го прашам. Сценарио 2 | Пријавив уште еден чувар кој се прикрадува со дрога во затвор и ги продава на затвореници.","Погрешно, погрешно.","Погрешно, не е погрешно.","Не е погрешно, погрешно.","Не е погрешно, не е погрешно.",D
"За кое од овие две сценарија главниот лик (кој го користи Јас/мене/ мојот) прави нешто очигледно морално погрешно, според обичните морални стандарди во САД од 2020 година? Сценарио 1 | Се треснав на паузите за да ја пропуштам топката додека дојде на патот. Сценарио 2 | Ги научив децата да свират на ксилофонот.","Погрешно, погрешно.","Погрешно, не е погрешно.","Не е погрешно, погрешно.","Не е погрешно, не е погрешно.",D
"За кое од овие две сценарија главниот лик (кој го користи Јас/мене/ мојот) прави нешто очигледно морално погрешно, според обичните морални стандарди во САД од 2020 година? Сценарио 1 | Кога фрижидерот на мојот ресторан се скрши, го сервирав топлото месо иако знаев дека е многу небезбедно. Сценарио 2 | Одлучив да започнам пожар во шумата.","Погрешно, погрешно.","Погрешно, не е погрешно.","Не е погрешно, погрешно.","Не е погрешно, не е погрешно.",A
"Поголема потрошувачка на млеко
",Се смета дека е поврзан со повисока инциденца на фрактура и повисока смртност во неколку студии,За време на пубертетот се чини дека е поврзан со повисока коскена минерална густина во подоцнежниот живот,Постојано се поврзува со пониска стапка на фрактури,Во земјите со највисока стапка на фрактура укажува на тоа дека потрошувачката на млеко е корисна за скелетот.,A
"Која од следните изјави за метаболизмот на глукозата е точна?
",Глукагонот ја зголемува стапката на гликолиза,Гликолизата бара NADP+,"Кај гликолизата, глукозата се расцепува во два тријаглеродни производи",Крајниот производ на гликолизата кај црвените крвни клетки е пируват,C
Нагел тврди дека проблемот со моралната среќа е тесно поврзан со проблемот на:,Постоењето на Бог.,слобода на волјата.,психолошки егоизам.,Универзални.,B
"Според Сингер, исполнувањето на неговиот принцип бара:","Скромни промени во нашите лични навики, но не и во нашето општество во целина.","скромни промени во нашите лични навики, како и во општеството.","Драстични промени во нашите лични навики, но не и во нашето општество.",Драстични промени и на нашите лични навики и на нашето општество.,D
Кое од следниве е последното зафатено од човечките суштества?,Нова Гвинеја,Австралија,Нов Зеланд,Тимор.,C
Нубиска цивилизација:,претходеа и го поттикнаа порастот на египетската култура.,Бил резултат на месопотамската колонизација на југот.,"развиен како одговор на, но не и во имитација на египетската култура.",Немаше контакти со соседните култури.,C
Од владиниот ентитет се бара да вклучи изјава за паричните текови во која од следните финансиски извештаи?,Финансиски извештаи на владините фондови.,Финансиски извештаи за целиот владата.,Финансиски извештаи на сопствениот фонд.,Фидуциарен фонд финансиски извештаи.,C
Која од следните изјави е точна бидејќи се однесува на промените во сметководствените проценки?,Повеќето промени во сметководствените проценки се сметаат за ретроспективно.,"Секогаш кога е невозможно да се утврди дали се случила промена на проценката или промена на принципот на сметководство, промената треба да се смета за промена на принципот.","Секогаш кога е невозможно да се утврди дали се случила промена на сметководствената проценка или промена на сметководствениот принцип, промената треба да се смета за промена на проценката.",Полесно е да се диференцира промената на сметководствената проценка и промената на сметководствениот принцип отколку да се диференцира помеѓу промената на сметководствената проценка и корекцијата на грешката.,C
"Невнимателното возење на возач сериозно повреди друг возач. Моторџијата беше наведен за патување во погрешна лента и плати казна. Вршителите имале лимит од само 15.000 американски долари за одговорност на трети страни за неговата осигурителна полиса. По обезбедувањето на осигурувачот на возачот со целосен медицински извештај, сите медицински сметки, медицински картони и други потребни докази за штета, повредениот барал ограничувања на политиката. Барателот дал известување дека ќе биде поднесено тврдење за лоша верност ако ограничувањата на политиката не бидат исплатени веднаш. Осигурителната компанија одбила плаќање без објаснување. Жирито му додели на повредениот барател 200.000 долари. Оштетениот барател добил потпишана задача од небрежниот моторџија кој му дал на барателот какви било права кои возниот вештак можеби ги имал против неговиот осигурувач. Дали судот најверојатно ќе го принуди осигурителното друштво да го плати целосниот износ на пресудата на поротата на повреденото лице под овие факти?",Лимитот на полицата е 15.000 американски долари и тоа е се што може да се собере од страна на повреденото лице нема акција за недоверба на договор за осигурување.,Осигурителното друштво го прекршува имплицираниот завет на добра верба и фер справување кое е имплицитно во секој договор за осигурување и мора да го плати целосниот износ на пресудата.,"Лошата верба е лична за осигуреникот и неговиот осигурувач задачата била неважечка, а повреденото лице нема тврдење дека го принудува осигурувачот да плати.",Повредената страна мора да ја спроведе целата пресуда против мотористот и никогаш не може да го гони осигурувачот за таа сума.,C
"Станбена корпорација поседувала копнен тракт. Корпорацијата за домување подготвила план за развој на земјиштето на 100 лоти и создавање на станбена заедница на трактот. Декларацијата на заветите го создала здружението на сопствениците на домови, административен ентитет кој ќе ги администрира и спроведува регулативите и ограничувањата кои се рецитираат меѓу заветите. Едно од ограничувањата утврдени во Декларацијата за завет гласи:""Никогаш во ниту еден момент нема да се подига, дозволува или одржува на било кој дел од имотот која било структура дизајнирана за или користена како салон или место за продажба или производство на малц, винови или духовити алкохоли. "" Декларацијата за завет била службено снимена и била вклучена во делото преземено од наставник кога купил 62 во развојот. Наставникот веднаш го снимил своето тало. Наставникот го изнајмува својот дом на библиотекар за рок од една година. Закупот ги вклучувал истите ограничувања како оние во Декларацијата за завет и во чинот на наставникот. Библиотекарот веднаш почнал да продава алкохол во просториите за време на неделните забави ""по часови"". Здружението на сопственици на домови го тужи библиотекарот во акција за штета. Кој од следниве е најдобриот аргумент за библиотекарката?",Правилото во Случајот на Спенсер спречува библиотекарот да биде одговорен.,Библиотекарот не е во привилегија на договорот со здружението на сопственици на домови.,Библиотекарот не е во привилегија на имотот со наставникот.,Други плацови во непосредна близина се користат за комерцијални цели.,B
"Со цел да се поттикне запишувањето на колеџ, државата обезбедува даночно ослободување од 200 американски долари за државните даноци за оние кои се студенти со полно работно време на факултетите во државата. Жените студенти кои присуствуваат на полувремето сé уште дозволуваат ослободување од данок од 100 американски долари, додека на машките студенти кои присуствуваат на полувремето повеќе не им е дозволено никакво ослободување од данок. Кое од следните најпрецизно го сумира точното владеење на уставното право во врска со државното даночно ослободување за студентите кои запишуваат полувреме?",Даночното ослободување ќе биде невалидно како негирање на должниот процес.,Даночното ослободување ќе биде невалидно како прекршувачки на клаузулата за еднаква заштита.,Даночната мерка ќе биде потврдена како во областа на суштинскиот долг процес.,Даночната мерка ќе биде потврдена како во рамките на овластувањето на општината да данок на различни класи на лица нееднакво.,B
"Оваа надлежност го има во сила следниот кривичен статут:""Едно лице не е одговорно за кривично однесување ако во времето на таквото однесување, како резултат на ментална болест или дефект, му недостасува значаен капацитет да ја цени неправдата на своето однесување, или да го усогласи своето однесување со барањата на правото. "" Едно попладне обвинетиот го чуваше својот петгодишен внук. Додека играле фаќање надвор, обвинетиот ја фрлил топката над главата на неговиот внук и се превртел на улицата. Инстинктивно, внукот трчал по топката, но се сопнал во фрлачот и паднал на улицата. Кога се сопна, внукот силно му го истегна зглобот и не можеше да се спротивстави. Неколку минути подоцна, голем камион за ѓубре се повлекувал и го прегазил внук, убивајќи го. Иако обвинетиот го видел неволјата на неговиот внук, тој не вложувал напори да го спаси. Потоа обвинетиот бил обвинет за неволно убиство. На судењето обвинетиот сведочел дека бил толку шокиран кога го видел неговиот внук како паѓа во близина на камионот за ѓубре што замрзнал и не можел да се движи додека не биде предоцна. По сведочењето на обвинетиот, експертски сведок сведочеше за одбраната дека реакциите од видот опишан од обвинетиот не се необични кога се случува навистина шокантен настан. Ако поротата верува во сведочењето на обвинетиот и неговиот експертски сведок, најдобра одбрана на обвинетиот е кое од следните?",Обвинетиот страдал од привремено лудило.,Обвинетиот немаше потреба од ментална состојба за извршување на кривичното дело.,Нестапувањето на обвинетиот не било доброволно.,Кривичната одговорност на обвинетиот беше поменета од онаа на возачот на камионот.,C
"Кандидат за пишување е Мексикано-Американец и е на мислење дека му треба голем одѕив на мексиканските гласачи за да победи на изборите. Како резултат на тоа, неговиот менаџер на кампањата, одлучува да испрати по пошта на секој регистриран мексикански гласач налепник за откипување, кој го носи името и канцеларијата на кандидатот за која се кандидира. Бидејќи многу од домородните мексикански луѓе не се значајни во читањето и пишувањето англиски јазик, менаџерот на кампањата смета дека многу од гласачите ќе имаат потешкотии со пишувањето на името и канцеларијата на кандидатот на гласачкото ливче. Како резултат на тоа, менаџерот на кампањата организираше широка медиумска кампања за информирање на гласачите за тоа како да ги применат налепниците на гласачкото ливче. Пет месеци пред изборите претставник на изборите го извести предизборниот комитет на кандидатот дека налепниците за откинување не се во согласност со државниот статут. Во нејзиното писмо официјалниот претставник објаснува дека државните изборни претставници се на мислење дека е неопходно потенцијалните гласачи да го напишат името на кандидатот со мастило. Затоа, таа заклучува дека налепниците не се во согласност со законските услови. Три недели подоцна, кандидатот поднесе тужба во федералниот окружен суд против државните изборни претставници тврдејќи дека нивното толкување на државниот статут го прекршува Уставот на САД. Кој од следните, ако биде утврден, го поставува најсилниот уставен аргумент кој го поддржува толкувањето на статутот од страна на изборниот претставник?","Одѕивот на гласачите помеѓу регистрираните мексикански американски гласачи, кои немаат владеење на англиски јазик, беше помалку од 1 отсто од целата вкупна држава на неодамнешните избори.",Државниот статут бара секоја гласачка кабина да биде опремена со пенкало за мастило за да се олесни пишувањето на гласовите.,"Бидејќи големиот број на гласови за пишување генерално го зголемува времето потребно за пребројување на сите гласови, неопходно е ваквите гласови да се дадат на еднаков начин.",Потенцијалот за измама со гласање е значително поголем со претпечатените налепници.,D
