Question,A,B,C,D,Answer
"Koji bi se od sljedećih čimbenika smatrao faktorom ""privlačenja"" za Rivu kada se razmatra prelazak iz Indije u Sjedinjene Države?",Bijedno siromaštvo,Bolji posao i veće plaće,Indijski kastinski sustav,Nasilje u njenom susjedstvu,B
"U usporedbi s političkim strankama u zemljama poput Engleske i Izraela, koje imaju višestranačke sustave, američke političke stranke jesu",manje zainteresirani za utjecaj na ishod izbora,manje jasno identificirani s dosljednim političkim ideologijama,manje učinkovit u prikupljanju novca od političkih pristaša,sposobniji odražavati ciljeve svih svojih izbornih jedinica,B
"Broj, zaokružen na najbližu tisuću, je 47.000. Koji bi broj mogao biti zaokruženi broj?","46,295","46,504","47,520","47,924",B
"Spremnik je u obliku trokutaste prizme. Ako trokutasta baza ima površinu od 116 četvornih metara, a spremnik je visok 30 stopa, koliko bi vode spremnik sadržavao kad je pun?",1725 ft^3,1740 ft^3,3480 ft^3,6960 ft^3,C
"Napon induciran u induktoru predstavljen je kao,",proizvod njegove induktivnosti i struje kroz njega.,omjer njegove induktivnosti i struje kroz njega.,omjer struje kroz nju i njezine induktivnosti.,proizvod njegove induktivnosti i brzine promjene struje kroz njega.,D
Koja je od sljedećih karakteristika općenito u skladu sa silovanjem?,uporaba prekomjerne sile,s predumišljajem,seksualno motivirani,uključuje upotrebu oružja,C
Pronađite duljinu krivulje y = ln x između točaka gdje je y = 1/2 i y = 1.,0.53,0.86,1.18,1.36,C
Pronađi $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$,1,-1,0,2,B
Koja je psihološka perspektiva bila najpopularnija na prijelazu dvadesetog stoljeća u zapadnu Europu?,neuroznanost,Evolucijski,Ponašanje,Psihoanalitički,D
Naučena bespomoćnost najvjerojatnije će biti izravno povezana s,Barnum efekt.,Samodopadna pristranost.,vanjski lokus kontrole.,bezuvjetno pozitivno poštovanje.,C
Garcijino i Koellingovo istraživanje o naučenim averzijama utvrdilo je da je koji je od sljedećih UCS i CS parova najmoćniji i najučeniji najbrže?,izvršavanje zadatka i primanje nagrade za hranu,mučnina i hrana ili piće,kretanje i šok,kazne i nagrade,B
"Dio Marsove vode zamrznut je u tlu i ledenim kapama, a neki su izgubljeni zbog sunčanog vjetra, ali smatra se da je velik dio izvorne vode izgubljen drugim mehanizmom. Što se dogodilo s tom ""izgubljenom"" vodom?",Ogolilo ga je magnetsko polje kada se brzo smanjilo u snazi,"Ultraljubičastim svjetlom provaljeno je u vodik i kisik, a vodik je izgubljen toplinskim bijegom",progutala ga je civilizacija žednih Marsovaca,isparila je tijekom razdoblja intenzivnog vulkanizma i izgubljena je u svemiru toplinskim bijegom,B
"Putujući početnom brzinom od 1,5 × 10^6 m/s, proton ulazi u područje konstantnog magnetskog polja magnitude 1,5 T. Ako početni vektor brzine protona napravi kut od 30° s magnetskim poljem, izračunajte brzinu protona 4 s nakon ulaska u magnetsko polje.",5.0 × 10^6 m/s,"7,5 × 10^6 m/s","1,5 × 10^6 m/s",3.0 × 10^6 m/s,C
"Energija oslobođena razgradnjom visokoenergetskih fosfata, ATP-a i fosfokreatina, može izdržati maksimalnu vježbu napora za oko:",1-2 sekunde.,5-10 sekundi.,30-40 sekundi.,50-60 sekundi.,B
"U serijskom krugu, ako je struja u jednoj svjetiljki 2 A, struja u svjetiljki pored nje je","pola, 1 A",2:00 ujutro,Ovisi o tome koja je svjetiljka bliže bateriji,Nema dovoljno informacija za reći,B
Što će od sljedećeg s vremenom najvjerojatnije proizvesti snažniji gospodarski rast?,Brža potrošnja prirodnih resursa.,Veće stope nepismenosti odraslih.,Pad zaliha kapitalnih dobara.,Olakšice za porez na ulaganja.,D
Gospodarstvo je u dubokoj recesiji. S obzirom na ovu ekonomsku situaciju koja je od sljedećih izjava o monetarnoj politici točna?,Ekspanzivna politika samo bi pogoršala recesiju.,Ekspanzivna politika uvelike povećava agregatnu potražnju ako su ulaganja osjetljiva na promjene kamatne stope.,Kontrakcijska politika odgovarajući je poticaj za ulaganja i potrošnju.,"Ako je potražnja za novcem savršeno elastična, ekspanzivna monetarna politika mogla bi biti vrlo učinkovita.",B
"Poduzeća se bave socijalnim računovodstvom zbog zahtjeva _________, kako bi ________ identificirala, poboljšala ___________ i potaknula _________ i ___________","Dionici, rizici, upravljanje dionicima, odgovornost, transparentnost","Dionici, odgovornost, transparentnost, rizici, upravljanje dionicima","Dionici, odgovornost, rizici, dionici, upravljanje dionicima","Dionici, upravljanje dionicima, transparentnost, rizici, odgovornost",A
Porez nametnut dobavljaču vjerojatnije će se prenijeti na potrošača u obliku povećanja cijena ako,Cjenovna elastičnost potražnje vrlo je elastična.,Cjenovna elastičnost potražnje vrlo je neelastična.,Cjenovna elastičnost potražnje je jedinična elastičnost.,Elastičnost potražnje za plaćama vrlo je elastična.,B
Izjava 1 | U grupi (ab)^{-2} = b^{-2}a^{-2}. Izjava 2 | U grupi (ab)^n = a^nb^n.,"Istina, istina","Netočno, Netočno","Istina, Netočno","Netočno, istinito",B
Koji je pojam u kojoj mjeri na tržišno natjecanje u jednoj zemlji utječe tržišno natjecanje u drugim zemljama?,Međunarodna trgovina,Globalna ekonomija,Globalna konkurencija,Globalizacija,D
"Programer je napisao program u nastavku. Program koristi popis brojeva pod nazivom numList. Program je namijenjen prikazivanju zbroja brojeva na popisu.
 zbroj ← numList [1]
 ZA SVAKU vrijednost IN numList
 zbroj ← zbroj + vrijednost
 Prikaži zbroj
 Da bi testirao program, programer inicijalizira numList na [0 , 1 , 4 , 5]. Program prikazuje 10, a programer zaključuje da program radi kako je predviđeno. Što je od sljedećeg istinito?",Zaključak je točan; Program radi kako je predviđeno.,"Zaključak je netočan; Program ne prikazuje ispravnu vrijednost za testni slučaj [0, 1, 4, 5].","Zaključak je netočan; Korištenje testnog slučaja [0, 1, 4, 5] nije dovoljno za zaključak da je program točan.","Zaključak je netočan; Korištenje testnog slučaja [0, 1, 4, 5] samo potvrđuje da program radi za popise sve većim redoslijedom.",C
Zašto se Parfit protivi jednakosti?,On tvrdi kako je nejednako društvo neizbježno.,Tvrdi da davanjem prioriteta potrebama siromašnih možemo povećati jednakost.,Tvrdi da smo svi odgovorni za svoje siromaštvo.,On potpuno odbacuje ideju jednakosti.,B
"Ovo se pitanje odnosi na sljedeće informacije.
""Doista, budući da se i fatwas uglednih [učenjaka] koji svoje mišljenje temelje na razumu i tradiciji i konsenzus sunitske zajednice slažu da drevna obveza ekstirpacije, istrebljenja i protjerivanja zlih inovacija mora biti cilj naše uzvišene težnje, jer ""Vjerska revnost je pobjeda vjere Boga Dobročinitelja""; zatim, u skladu s riječima proroka (Mir na njega!) ""Tko god uvede zlu inovaciju u naš poredak, mora biti protjeran"" i ""Tko god upadne protiv našeg poretka, mora biti protjeran"", akcija je postala nužna i uzbudljiva ...""
Pismo osmanskog sultana Selima I. Safavidu šahu Ismailu I., 1514.
Safavidi su izazvali bijes islamskih carstava kao što su Otomansko i Mughalsko carstvo prvenstveno zato što su Safavidi",bili su ekspanzionističko carstvo geografski smješteno između druga dva ekspanzionista,odbacio središnja načela islama,porobili kršćane i pretvorili ih u safavidske borce,Ismail se proglasio kalifom,A
"Ovo se pitanje odnosi na sljedeće informacije.
Hodam uz kolonu i pitam što se događa.
Vojnik jednostavno kaže: ""Svakim danom sve više zovu.
""Neki od nas su poslani na sjever u Žutu rijeku sa 15 godina,
A sada u 40 idemo u garnizone na zapadu.
Na našoj prvoj turneji, seoski poglavar je morao vezati naše bandane za nas.
Kad smo se vratili, kosa nam je bila bijela, ali još uvijek ima još nemira.
Pogranični garnizoni trče krvlju, dovoljno da napune ocean,
Ali teritorijalne ambicije borilačkog cara tek se trebaju kresnuti.
U stotinu okruga istočno od planina, diljem zemlje Han,
Mora da ima 10.000 sela koja sada napadaju.
Čak i ako su žene dovoljno jake da se nose s motikom i plugom,
Usjevi rastu na sve načine, polja su u neredu.
To je najteže za Shanxi ljude, s njihovom reputacijom boraca:
Zaokruženi su kao psi ili kokoši, svaki muškarac je impresioniran.
""Ali gospodine, iako je dobro od vas da pitate,
Prigovaranje nije dio vojničkog zadatka.
Možemo samo odmahnuti glavom. Uzmite ovu zimu:
Shanxi trupe nikada nisu poslane kući.
Okružni časnici traže porez na zemlju.
Ali odakle će doći? Kamen ne krvari!
Iskreno mislim da je loša sreća sada roditi sina.
Bolje je imati kćer: barem se može udati
I živjeti sa susjedima iz susjedstva.
Ali sin će završiti ležeći na nekoj dalekoj preriji.""
Du Fu, ""Balada o vojnim kolicima"", oko 750.
Pjesma pruža dokaze o tome što od sljedećeg u odnosu na rodne odnose u društvu Tang?",Konfucijanski odnosi između muža i žene još uvijek su bili jaki u društvu Tang.,Carski reskripti naglašavali su rođenje sposobnih sinova nad kćerima kako bi se ispunile kvote za regrutaciju.,Poljoprivrede bi mogle dijeliti i žene i muškarci.,Tradicionalni kineski rodni odnosi preokrenuti su za vrijeme vladavine carice Wu Zetian.,C
U xy-ravnini grafikon x^(log y) = y^log x je,Otvoreni prvi kvadrant,zatvorena krivulja,zraka u prvom kvadrantu Open,jedna točka,A
Koja je od sljedećih zemalja emitirala najviše CO2 po stanovniku u 2017.?,Japan,Kanada,Rusija,Iran,B
Što je napad ponavljanja?,Kada napadač odgovori na poruku koju mu je poslao sustav,"Napad koji se neprestano ponavlja, tražeći slabost",Napad koji koristi vlastite poruke sustava i stoga se ne može obraniti od,"Napadač ponovno šalje snimljenu poruku, a web mjesto prihvaća i odgovara u korist napadača",D
Činjenica da je infracrvena apsorpcijska frekvencija deuterij klorida (DCl) pomaknuta s frekvencije vodikovog klorida (HCl) posljedica je razlika u njihovim,distribucija elektrona,Dipolni trenutak,konstanta sile,smanjena masa,D
"Kvantna učinkovitost detektora fotona je 0,1. Ako se 100 fotona pošalje u detektor, jedan za drugim, detektor će otkriti fotone","U prosjeku 10 puta, s odstupanjem RMS-a od oko 4","U prosjeku 10 puta, s odstupanjem RMS-a od oko 3","U prosjeku 10 puta, s odstupanjem RMS-a od oko 1","U prosjeku 10 puta, s odstupanjem RMS-a od oko 0,1",B
Koji se od sljedećih skupova bitnih nizova NE MOŽE opisati regularnim izrazom?,Svi bitni nizovi čiji je broj nula višekratnik broja pet,Svi bitni nizovi koji počinju s nulom i završavaju s jednim,Svi bitni nizovi s parnim brojem nula,Svi bitni nizovi s više jedinica od nula,D
Prilagodbe biljaka kako bi se smanjio gubitak vode u okruženjima s visokim temperaturama uključuju što od sljedećeg?,Brojni stomati,Tanke kutikule,Bodlje umjesto lišća,Veliki omjeri površine i volumena,C
Mutacije su pogreške u DNK koje:,uvijek su štetni.,javljaju se samo u prisutnosti karcinogenih tvari.,povećati rast tumora.,javljaju se spontano niskom brzinom.,D
Što od sljedećeg vrijedi za hipotireozu?,Mršavljenja,Predtibijalni miksoedem,Povišena razina TSH,Odbojnost prema toplim mjestima,C
"Procijenjene vrijednosti kuća u gradu imaju srednju vrijednost od 125,000 dolara sa standardnom devijacijom od 23,000 dolara. Zbog novog ugovora nastavnika, školskom okrugu je potrebno dodatnih 10 posto sredstava u usporedbi s prethodnom godinom. Kako bi prikupio ovaj dodatni novac, grad nalaže uredu za procjenu da podigne sve procijenjene vrijednosti kuća za 5,000 dolara. Koja će biti nova standardna devijacija procijenjenih vrijednosti kuća u gradu?","$ 23,000 ","$ 25,300 ","$ 28,000 ","$ 30,300 ",A
" U svojoj raspravi o diskriminaciji u ratu, Valls sugerira da",Nema razlike između boraca i neborbenih.,Razlika između boraca i neborbenih je stvar stupnja.,Razlika između boraca i neborbenih je kategorična i jasna.,"""Terorizam"" bi trebalo definirati kao neselektivno nasilje.",B
" Prema Nussbaumu, tretiranje nekoga kao objekta je",Dovoljno za seksualnu objektivizaciju.,potrebno za seksualnu objektivizaciju.,nije potrebno za seksualnu objektivizaciju.,Sve gore navedeno.,C
"Za koji od ova dva scenarija glavni lik (koji koristi I/me/my) čini nešto jasno moralno pogrešno, prema uobičajenim moralnim standardima u SAD-u od 2020. godine? Scenarij 1 | Dok su moji roditelji spavali, ja sam išao trčati. Scenarij 2 | Ulio sam deterdžent u perilicu punu cimerove odjeće.","Pogrešno, pogrešno","Pogrešno, nije pogrešno","Nije pogrešno, pogrešno","Nije pogrešno, nije pogrešno",D
"Za koji od ova dva scenarija glavni lik (koji koristi I/me/my) čini nešto jasno moralno pogrešno, prema uobičajenim moralnim standardima u SAD-u od 2020. godine? Scenarij 1 | Ponekad pokušavam reći istinu, osim ako me to ne uvali u nevolju. Scenarij 2 | Poljubio sam curu na mađioničarskoj predstavi.","Pogrešno, pogrešno","Pogrešno, nije pogrešno","Nije pogrešno, pogrešno","Nije pogrešno, nije pogrešno",B
"Za koji od ova dva scenarija glavni lik (koji koristi I/me/my) čini nešto jasno moralno pogrešno, prema uobičajenim moralnim standardima u SAD-u od 2020. godine? Scenarij 1 | Pregazio sam svježi tepih kosilicom. Scenarij 2 | Mokrio sam u ruku kako bih je mogao testirati na infekciju.","Pogrešno, pogrešno","Pogrešno, nije pogrešno","Nije pogrešno, pogrešno","Nije pogrešno, nije pogrešno",A
"Za koji od ova dva scenarija glavni lik (koji koristi I/me/my) čini nešto jasno moralno pogrešno, prema uobičajenim moralnim standardima u SAD-u od 2020. godine? Scenarij 1 | Vidio sam slavnog Eltona Johna ispred koncertne arene i slikao ga bez da sam ga pitao. Scenarij 2 | Prijavio sam još jednog čuvara koji se šulja u narkoticima u zatvor i prodaje ih zatvorenicima.","Pogrešno, pogrešno","Pogrešno, nije pogrešno","Nije pogrešno, pogrešno","Nije pogrešno, nije pogrešno",D
"Za koji od ova dva scenarija glavni lik (koji koristi I/me/my) čini nešto jasno moralno pogrešno, prema uobičajenim moralnim standardima u SAD-u od 2020. godine? Scenarij 1 | Zakucao sam na pauzi kako bih promašio loptu dok je ulazila na cestu. Scenarij 2 | Učio sam djecu svirati ksilofon.","Pogrešno, pogrešno","Pogrešno, nije pogrešno","Nije pogrešno, pogrešno","Nije pogrešno, nije pogrešno",D
"Za koji od ova dva scenarija glavni lik (koji koristi I/me/my) čini nešto jasno moralno pogrešno, prema uobičajenim moralnim standardima u SAD-u od 2020. godine? Scenarij 1 | Kad je moj restoran pukao zamrzivač, poslužio sam toplo meso iako sam znao da je vrlo nesigurno. Scenarij 2 | Odlučio sam zapaliti vatru u šumi.","Pogrešno, pogrešno","Pogrešno, nije pogrešno","Nije pogrešno, pogrešno","Nije pogrešno, nije pogrešno",A
"Veća potrošnja mlijeka
",Prijavljeno je da je povezan s većom učestalošću prijeloma i većom smrtnošću u nekoliko studija,Čini se da je tijekom puberteta povezana s većom mineralnom gustoćom kostiju u kasnijem životu,Dosljedno je povezan s nižom stopom prijeloma,U zemljama s najvećom stopom prijeloma sugerira da je potrošnja mlijeka korisna za kostur.,A
"Koja je od sljedećih tvrdnji o metabolizmu glukoze točna?
",Glukagon povećava stopu glikolize,Glikoliza zahtijeva NADP+,"Kod glikolize, glukoza se cijepa u dva trougljična proizvoda",Krajnji proizvod glikolize u crvenim krvnim stanicama je piruvat,C
Nagel tvrdi da je problem moralne sreće usko povezan s problemom:,postojanje Boga.,sloboda volje.,psihološki egoizam.,univerzalni.,B
"Prema Singeru, poštivanje njegovog načela zahtijeva:","skromne promjene u našim osobnim navikama, ali ne i u našem društvu u cjelini.","skromne promjene u našim osobnim navikama, kao i u društvu.","drastične promjene naših osobnih navika, ali ne i našeg društva.","drastične promjene kako u našim osobnim navikama, tako i u našem društvu.",D
Što je od sljedećeg posljednje koje su zauzela ljudska bića?,Nova Gvineja,Australija,Novi Zeland,Timor,C
Nubijska civilizacija:,prethodio i potaknuo uspon egipatske kulture.,bio je rezultat mezopotamske kolonizacije na jugu.,"razvijen kao odgovor na egipatsku kulturu, ali ne i u imitaciji egipatske kulture.",nije imao kontakta sa susjednim kulturama.,C
Državni subjekt dužan je uključiti izvještaj o novčanim tokovima u koji od sljedećih financijskih izvještaja?,Financijski izvještaji vladinog fonda.,Financijski izvještaji na razini cijele vlade.,Financijski izvještaji vlasničkog fonda.,Financijski izvještaji fiducijarnog fonda.,C
Koja je od sljedećih tvrdnji točna jer se odnosi na promjene računovodstvenih procjena?,Većina promjena računovodstvenih procjena obračunava se retroaktivno.,"Kad god je nemoguće utvrditi je li došlo do promjene procjene ili promjene računovodstvenog načela, promjenu bi trebalo smatrati promjenom načela.","Kad god je nemoguće utvrditi je li došlo do promjene računovodstvene procjene ili promjene računovodstvenog načela, promjenu bi trebalo smatrati promjenom procjene.",Lakše je razlikovati promjenu računovodstvene procjene i promjenu računovodstvenog načela nego razlikovati promjenu računovodstvene procjene i ispravak pogreške.,C
"Vozač je teškom vožnjom teško ozlijedio drugog vozača. Vozač je prijavljen zbog putovanja pogrešnom trakom i platio je kaznu. Vozač je imao ograničenje police od samo 15,000 USD za odgovornost treće strane na njegovoj polici osiguranja. Nakon što je osiguravatelju vozača dostavio potpuni medicinski nalaz, sve medicinske račune, medicinsku dokumentaciju i druge potrebne dokaze o šteti, oštećeni podnositelj zahtjeva zatražio je ograničenja police. Tužitelj je obavijestio da će zahtjev za lošu vjeru biti podnesen ako ograničenja politike ne budu odmah plaćena. Osiguravajuće društvo odbilo je plaćanje bez objašnjenja. Porota je ozlijeđenom tužitelju dodijelila 200.000 dolara. Oštećeni podnositelj zahtjeva dobio je potpisani zadatak od nemarnog vozača dajući podnositelju zahtjeva sva prava koja je vozač mogao imati prema svom osiguravatelju. Hoće li sud vjerojatno prisiliti osiguravajuće društvo da plati puni iznos presude porote oštećenoj osobi pod ovim činjenicama?","Ograničenje police je 15,000 USD i to je sve što oštećena osoba može naplatiti, nema akcije za lošu vjeru u ugovor o osiguranju.",Osiguravajuće društvo prekršilo je implicirani savez dobre volje i poštenog postupanja koji se podrazumijeva u svakom ugovoru o osiguranju i mora platiti puni iznos presude.,"Loša vjera je osobna za osiguranika i njegovog osiguravatelja zadatak je bio nevažeći, a oštećena osoba nema pravo prisiliti osiguravatelja na plaćanje.",Oštećena osoba mora izvršiti cijelu svoju presudu protiv vozača i nikada ne smije tražiti osiguravatelja za taj iznos.,C
"Stambena korporacija je posjedovala komad zemlje. Stambena korporacija pripremila je plan razvoja kako bi podijelila zemljište na 100 parcela i stvorila stambenu zajednicu na traktu. Deklaracija saveza stvorila je udrugu vlasnika kuća, administrativni subjekt koji će upravljati i provoditi propise i ograničenja recitirana među savezima. Jedno od ograničenja navedenih u Deklaraciji saveza glasi: ""Nikada se ni u jednom trenutku neće podići, dopustiti ili održavati na bilo kojem dijelu imovine bilo koja struktura dizajnirana ili korištena kao salon ili mjesto za prodaju ili proizvodnju slada, vinousa ili alkoholnih pića."" Deklaracija saveza propisno je zabilježena i uključena je u djelo koje je učitelj preuzeo kada je kupio parcelu 62 u razvoju. Učitelj je odmah zabilježio svoje djelo. Učitelj je iznajmio svoj dom knjižničaru na rok od godinu dana. Najam je uključivao ista ograničenja kao i ona u Deklaraciji saveza i u učiteljevom djelu. Knjižničarka je odmah počela prodavati alkohol u prostorijama tijekom tjednih ""nakon radnog vremena"" zabava. Udruga vlasnika kuća tuži knjižničarku u tužbi za naknadu štete. Što je od sljedećeg najbolji argument za knjižničarku?",Pravilo u Spencerovom slučaju sprječava knjižničara da bude odgovoran.,Knjižničarka nije u ugovoru s udrugom vlasnika kuća.,Knjižničarka nije u pristojnosti imanja s učiteljem.,Ostale parcele u neposrednoj blizini koriste se u komercijalne svrhe.,B
"Kako bi potaknula upis na fakultet, država predviđa oslobođenje od poreza od 200 USD za državne poreze za one koji su redoviti studenti na fakultetima unutar države. Studenticama koje pohađaju poluvrijeme i dalje je dopušteno oslobođenje od poreza u iznosu od 100 USD, dok muškim studentima koji pohađaju poluvrijeme više nije dopušteno oslobođenje od poreza. Što od sljedećeg najtočnije sažima ispravnu vladavinu ustavnog prava u vezi s oslobođenjem od poreza države za studente koji upisuju poluvrijeme?",Oslobođenje od poreza bilo bi poništeno kao uskraćivanje pravičnog postupka.,Oslobođenje od poreza poništilo bi se kao kršenje klauzule o jednakoj zaštiti.,Porezna mjera poštovala bi se u području materijalnog pravičnog postupka.,Porezna mjera bit će prihvaćena kao u ovlasti općine da nejednako oporezuje različite kategorije osoba.,B
