Question,A,B,C,D,Answer
"Ekibuuzo kino kikwata ku bintu bino wammanga.
""Ensigo z'obufuzi obw'obwakatikkiro zikuzibwa ennaku n'okwagala. Zisaasaana ne zikula mu ttaka ebbi ery'obwavu n'obukuubagano. Bakulaakulana mu bujjuvu ng'essuubi ly'abantu ery'okufuna obulamu obulungi liweddewo. Tulina okukuuma essuubi eryo nga likyaliwo. . . . Obuvunaanyizibwa obw'amaanyi butuweereddwa olw'ebintu okutambula amangu. . . . Ndi mukakafu nti Olukiiko lujja kusanga obuvunaanyizibwa buno mu ngeri ey'enjawulo.""
Pulezidenti Harry S. Truman, 1947
Ebirowoozo ebyogerwako waggulu biraga biki ku bintu bino wammanga ebigenda mu maaso mu byafaayo bya Amerika?",Enkaayana ku nkolagana wakati wa Palamenti ne Pulezidenti..,Enkaayana ku nkozesa y'amaanyi g'amagye mu mbeera enzibu.,Enkaayana ku kifo kya Amerika mu nsonga z'ensi.,Enkaayana ku kifo ekituufu eky'ebibiina byobufuzi.,C
Omulwadde yamenyese omugongo olw'okwonooneka kw'omugongo ku mutindo gw'omugongo ogw'omukaaga.,Bajja kuba tebasobola kussa nga tebalina buyambi bw'obulamu.,Bajja kusobola okussa obulungi.,Tekisoboka kuteebereza ngeri gye kiyinza okukwata ku kussa.,Omukka tegujja kukosebwa.,B
Enkyusa eya negatiivu (negative residual autocorrelation) eragibwa ku kimu ku bino wammanga?,A cyclical pattern in the residuals,Enkyukakyuka mu bisigalira,A complete randomness in the residuals,Ebisigalira byonna biri kumpi ne zero,B
Manya ensonga eno wammanga: Bees ewangula omupiira gwayo ogusooka singa Aardvarks oba Chipmunks tewangula mipiira gyayo egyasooka.,Aardvarks tewangula mupiira gwayo ogusooka.,Bees ewangudde omupiira gwayo ogusooka.,Aba Chipmunks tebawangula mupiira gwabwe ogusooka.,Aba Aardvarks oba aba Chipmunks tebawangula mipiira gyabwe egyasooka.,B
Abayizi bakola ekikwekweto eky'okwawula ebimera eby'enjawulo ebyetaagisa okukozesa ekisenge ekiyitibwa 'closed chromatography chamber' ekirimu ekirungo kya acetone ekitono wansi mu kisenge. Okulabula kw'obukuumi ku acetone kuzingiramu ebigambo nti kinyiiza eriiso n'olususu ate nga kirimu omukka ogukwata omuliro. Ku bino wammanga' kiki abayizi kye balina okwegendereza nga bakola dduyiro?,Okwambala engabo eziziyiza omuliro okutwala ekisenge mu kawale ka fume singa acetone akwata omuliro,"Okuteeka ekisenge mu kaabuyonjo ey'ekika kya 'closed, darkened cabinet' okumala ebbanga ery'okwawula langi",Okwambala obugoye obw'olususu n'okubikka ku nnyindo n'omumwa n'obuuma obuyitibwa particle mask,Okwambala engoye ez'ekika kya goggles ne nitrile-type gloves n'okukuuma ebikonge byonna ebya acetone nga biggaddwa,D
"Ku bino, kiki ekifuula okutegeera okukwataganyizibwa kw'enkulaakulana y'ebika eby'enjawulo okwesigamiziddwa ku nkola ya amino acid eya homologous proteins okutwalira awamu okuba okutali kutuufu okusinga okutegeera okukwatagana okwesigamiziddwa ku nucleotide sequences za homologous genes?",Enkyukakyuka eza siriimu,Okukoppa obuzindaalo,Ebintu ebikyusa obutoffaali bw'omubiri,Okusomoka,A
Okutta omuntu mu ngeri emenya amateeka okukolebwa Minisita w'eggwanga X ebweru w'eggwanga kikolwa kya bulijjo?,Ebikolwa ng'ebyo bikolebwa mu lujjudde (jure imperii),Ebikolwa ng'ebyo tebisikiriza bulwadde,Ebikolwa ng'ebyo bye bikolwa eby'ekyama (jure gestionis),Ebikolwa ng'ebyo bikolebwa mu lujjudde naye nga bikuumibwa obukuumi,C
"Ekibuuzo kino kikwata ku bintu bino wammanga.
Okusooka tuteekwa okugamba nti obwengula bwa spherical mu foomu, mu ngeri emu kubanga foomu eno okubeera ekintu ekituukiridde nga tekyetaagisa binywa, y'esinga okujjuzibwa ku byonna, mu ngeri emu kubanga ekola foomu esinga okuba ey'amaanyi, ekisinga obulungi okubeeramu n'okukuuma buli kimu; oba nate kubanga ebitundu byonna ebikola obwengula, kwe kugamba enjuba, omwezi ne pulaneti birabika mu ngeri eno; oba olw'okuba buli kimu kifuba okutuuka ku kifaananyi kino, nga bwe kirabika mu madonnye g'amazzi n'ebitundu ebirala eby'amazzi singa bagezaako okwetegeera. N'olwekyo, tewali n'omu ajja kubuusabuusa nti ekifaananyi ekyo kiri mu mibiri gy'omu ggulu. ...
N'olwekyo, tekyewuunyisa nti ensi nayo ya spherical, kubanga enyigiriza okuva ku njuyi zonna ku makkati gaayo. Wadde ng'ensozi n'ensozi eziri mu biwonvu tebisobola kutegeerwa bulungi, naye kino tekikwata ku mbeera y'ensi. ...
Okuva bwe kibadde kiragibwa dda nti ensi erina enkula y'enkulungo, tuteekwa okulowooza oba entambula nayo ekwatagana n'enkula eno, n'ekifo ensi ky'erina mu bwengula. ... Kya lwatu, abawandiisi abasinga obungi bakkiriza nti ensi ekyali wakati mu bwengula, era balowooza nti tekisoboka kulowooza nti si kituufu. Naye singa ensonga eno bagipima n'obwegendereza, kijja kulabibwa nti ekibuuzo tekinnaba kugonjoolwa n'olwekyo tewali ngeri yonna gye tuyinza kukitwalamu ng'ekikulu. Buli nkyukakyuka y'ekifo ekirabibwa kiva ku ntambula y'ekintu ekirabibwa oba eky'omuntu eyeetegereza, oba okutambula kw'ebitundu byombi. ... Mu kiseera kino okuva ku nsi, enkyukakyuka ez'omu ggulu zireetebwa era zikolebwa eri amaaso gaffe. N'olwekyo ensi bw'eba terina nkyukakyuka yonna entambula eno eteekwa okubaawo mu buli kintu ekiri ebweru w'ensi, wabula mu ngeri ey'enjawulo okusinga singa buli kimu ku nsi kitambula, era eky'ekika kino kye kikyukakyuka eya buli lunaku. N'olwekyo kino kirabika kikwata ku bwengula bwonna, kwe kugamba, buli kintu ekiri ebweru w'ensi okuggyako ensi yennyini. Kyokka singa omuntu akkiriza nti entambula eno teyali ya njawulo mu ggulu, wabula ensi yali etambula okuva mu bugwanjuba okudda mu buvanjuba, era singa kino kyalowoozebwako n'obwegendereza ku bikwata ku njuba, omwezi n'emmunyeenye ebirabika ng'ebiyimiridde n'okugwa, kijja kuzuulibwa nti eno y'embeera entuufu.""
Nicolas Copernicus, The Revolutions of the Heavenly Bodies, 1543
Ekyawandiikibwa kiyinza okukozesebwa ng'obujulizi obulaga nti Copernicus yali ya njawulo ku bafirosoofo ab'edda, aba Aristotelian ab'omu kiseera kye kubanga yagamba nti",bye bye cosmos spherical,Ensi ya spherical.,bye bye geostatic,Ettaka teririiko.,D
"Manya h+(aq) concentration mu 1.0 M phenol, C6H5OH, solution. (The Ka for phenol is 1 × 10^-10.)",1 × 10^-10 M,1 × 10^-9 M,1 × 10^-3 M,1 × 10^-5 M,D
"Bintu ki bino wammanga ebiyinza okutwalibwa nga ""pull"" factor eri Riva ng'olowooza okuva mu Buyindi okudda mu Amerika?",Obwavu obw'amaanyi,Omulimu omulungi n'omusaala omungi,India's caste system,Obukambwe mu kitundu kye,B
"Bw'ogeraageranya n'ebibiina byobufuzi mu mawanga nga Bungereza ne Yisirayiri, byombi birina ebibiina eby'enjawulo, ebibiina byobufuzi bya Amerika",Abatafaayo nnyo ku ngeri okulonda gye kuvuddemu,Ebyobufuzi tebikwatagana bulungi,obutasobola bulungi kukung'aanya ssente okuva mu bawagizi b'ebyobufuzi,basobola bulungi okulaga ebigendererwa by'ebitundu byabwe byonna,B
"Omuwendo, ogwetoolodde okutuuka ku lukumi, gwa 47,000. Namba ki eyinza okuba nga ye yali yeetoolodde?","46,295","46,504","47,520","47,924",B
"Tanka eri mu kifaananyi kya prism ey'ebitundu bisatu. Bwe kiba nti omusingi gw'enguudo ssatu gulina ekifo kya ffuuti 116, ate nga tanka ya ffuuti 30 obuwanvu, tanka yandibaddemu amazzi mangi kwenkana wa ng'ejjudde?",1725 ft^3,1740 ft^3,3480 ft^3,6960 ft^3,C
"Obusongasonga obuleetebwa mu kiyingi (inductor) bukiikirirwa nga,",product of its inductance and current through it.,ratio of its inductance to current through it.,ratio of current through it to its inductance.,Product of its inductance and rate of change of current through it.,D
Bintu ki bino wammanga ebikwatagana n'okukwata abakazi?,Okukozesa amaanyi amangi,premeditated,bye bye sex,Okukozesa ekyokulwanyisa,C
Funa obuwanvu bw'omuggundu y = ln x wakati w'obubonero y = 1/2 ne y = 1.,0.53,0.86,1.18,1.36,C
Funa $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}}}.$,1,-1,0,2,B
Ndowooza ki ey'obwongo eyasinga okunyumirwa ku ntandikwa y'ekyasa eky'amakumi abiri mu Bulaaya ow'ebugwanjuba?,neuroscience,Évolution,Enneeyisa,psychoanalytic,D
Omuntu bw'ayiga obutaba na buyambi kiyinza okuba nga kikwatagana butereevu n'ebyo by'ayiga,bye bye barnum effect!,bye bye self bias!,ekifo eky'ebweru eky'okufuga.,tewali nsonga yonna.,C
"Okunoonyereza kwa Garcia ne Koelling okukwata ku balabe abaayigirizibwa kwakakasa nti ku UCS ne CS zino wammanga, ani asinga amaanyi n'okuyiga amangu?",Okukola omulimu n'okufuna empeera y'emmere,nausea n'ebyokulya oba ebyokunywa,Entambula n'okuwuniikirira,ebibonerezo n'empeera,B
"Ebimu ku mazzi ga Mars biri mu muzira mu ttaka n'ebikoofiira by'omuzira era ebimu byasaanawo olw'empewo y'enjuba okuggyibwako naye amazzi mangi agaasooka galowoozebwa nti gaabula okuyitira mu nkola endala. Kiki ekyatuuka ku mazzi gano ""agabula""?",Yaggyibwako amaanyi ga magineeti bwe gaakendeera mangu,hydrogen ve oksijeni ultraviolet ışıkıyla parçaladı ve hydrogen ısırık kaçış yoluyla kaybolmuştu.,Waliwo abasubuzi b'e Masaka abaasoosowazibwa ennyonta.,bu volcanism'in şiddetli bir süre boyunca kayboldu ve uzaya kayboldu.,B
"Okutambula ku sipiidi esooka eya 1.5 × 10^6 m/s, proton eyingira mu kitundu ekya magineeti eya bulijjo eya 1.5 T. Singa sipiidi ya proton eyasooka ekola endabirwamu ya 30° n'obusannyalazo bwa magineeti, kibala sipiidi ya proton 4 s ng'omaze okuyingira mu magineeti.",5.0 × 10^6 m/s,7.5 × 10^6 m/s,1.5 × 10^6 m/s,3.0 × 10^6 m/s,C
"Amaanyi agafulumizibwa okuva mu kusattulukuka kwa phosphates, ATP ne phosphocreatine, gasobola okukuuma okukola okw'amaanyi ennyo nga:",1-2 sekondi.,5-10 sekondi.,30-40 seconds. bye bye,50-60 sekondi.,B
"Mu mupiira ogw'enjawulo, singa omugejjo oguli mu ttabaaza emu guba 2 A, amasannyalaze agali mu ttabaaza okuliraana ye","ekitundu, 1 A",2:00 AM,Kisinziira ku ttabaaza ki eri kumpi ne battery,Ok bye bye to say,B
"Ku bino wammanga, kiki ekiyinza okuleetawo okukulaakulana okw'amaanyi mu by'enfuna?",Okukozesa ennyo ebyobugagga by'obutonde.,Abantu abakulu abatamanyi kusoma.,Ekitongole ky'ebintu eby'omuwendo ekigwa.,Investment tax credits.,D
"Ebyenfuna biri mu mbeera mbi. Okusinziira ku mbeera y'ebyenfuna eno, ku bigambo bino wammanga ebikwata ku nkola ya ssente kituufu?",Enteekateeka ey'okugaziya ebintu yandiyongedde okwonoona embeera.,Enkola ey'okugaziya eyongera nnyo obwetaavu obw'enjawulo singa okussa ssente mu nsimbi kikwata ku nkyukakyuka mu muwendo gw'amagoba.,Contractionary policy y'enkola entuufu ey'okussa ssente mu nsimbi n'okukozesa.,"Singa obwetaavu bwa ssente buba bwa maanyi nnyo, enteekateeka ey'okugaziya ssente eyinza okuba ey'omugaso.",B
"Abasuubuzi beenyigira mu kubala ebitabo by'abantu olw'ebyo _________ bye beetaaga, okusobola okumanya ________, okulongoosa ___________ n'okukubiriza _________ n'___________","Abakwatibwako, Ebizibu, Obukulembeze bw'Abakwatibwako, Obuvunaanyizibwa, Obutegeeragana","Abakwatibwako, Obuvunaanyizibwa, Obutegeeragana, Ebizibu, Obukulembeze bw'Abakwatibwako","Abakwatibwako, Obuvunaanyizibwa, Ebizibu, Abakwatibwako, Abakwatibwako","Abakwatibwako, Abakulembeze, Obutegeeragana, Ebizibu, Obuvunaanyizibwa",A
Omusolo oguteekebwa ku muguzi gujja kussibwa ku muguzi mu ngeri y'okwongeza bbeeyi singa,price elasticity of demand is highly elastic.,price elasticity of demand is highly inelastic.,price elasticity of demand is unit elastic.,wage elasticity of demand is highly elastic.,B
Ekiwandiiko 1 | Mu kibinja (ab){{-2} = b^{-2}{{-2}. Ekiwandiiko 2 | Mu kibinja (ab)^n = a^nb^n.,"Kituufu, Kituufu","obulimba, obulimba","Kituufu, Kikyamu","Obulimba, Obutuufu",B
Okuvuganya mu ggwanga erimu kusinziira ku ki okuvuganya mu mawanga amalala?,Obusuubuzi bw'ensi yonna,Ebyenfuna mu nsi yonna,Empaka z'ensi yonna,Enkulaakulana y'ensi yonna,D
"Pulogulaamu yawandiika pulogulaamu eno wansi. Pulogulaamu eno ekozesa olukalala lw'ennamba eziyitibwa numList. Pulogulaamu eno egendereddwaamu okulaga obungi bw'ennamba eziri ku lukalala.
 ← numList [1]
 KU BULI muwendo oguli mu numList
 sum ← sum + value
 DISPLAY sum
 Okusobola okugezesa pulogulaamu eyo, pulogulaamu esooka ku [0, 1 , 4 , 5]. Pulogulaamu eno eraga 10, era omutegesi w'enteekateeka agamba nti pulogulaamu ekola nga bwe yagendereddwa. Ku bino wammanga, kiki ekituufu?",Ekituufu kiri nti; pulogulaamu ekola nga bwe yagendereddwa.,"Ekituufu si kituufu; pulogulaamu teyoleka muwendo mutuufu ku kigezo [0, 1, 4, 5].","Ekituufu si kituufu; Okukozesa ebigezo [0, 1, 4, 5] tekimala kugamba nti pulogulaamu entuufu.","Ekituufu si kituufu; okukozesa ebigezo [0, 1, 4, 5] kikakasa kyokka nti pulogulaamu ekola ku lukalala mu ntegeka ennungi.",C
Lwaki Parfit ewakanya omwenkanonkano?,Agamba nti abantu abatali benkanankana tebasobola kwewala.,"Agamba nti bwe tussa essira ku byetaago by'abaavu, tusobola okwongera ku ntobazzi.",Agamba nti buli omu ku ffe avunaanyizibwa ku bwavu bwaffe.,Yeegaana ddala ekirowoozo ky'okwenkanankana.,B
"Ekibuuzo kino kikwata ku bintu bino wammanga.
""Mazima ddala, nga fatwas zombi ez'ekitiibwa [abeekenneenya] abeesigama ku ndowooza yaabwe n'obulombolombo n'okukkiriziganya kw'aba Sunni bakkiriziganya nti obuvunaanyizibwa obw'edda obw'okusaanyaawo, okusaanyaawo, n'okugobwa kw'obupya obubi buteekwa okuba ng'ekigendererwa ky'okwagala kwaffe okugulumizibwa, kubanga ""Obunyiikivu bw'eddiini buwanguzi eri Okukkiriza kwa Katonda Omubeneficent""; Kale nga bwe waliwo ebigambo bya Nabbi (s.a.w) byeyayogera. ""Oyo yenna aleeta enkyukakyuka embi mu nteekateeka yaffe ateekwa okugobwa"" era ""Oyo yenna akola ekikontana n'ekiragiro kyaffe ateekwa okugobwa,"" ekikolwa kifuuse kyetaagisa era kinyiiza...""
Ebbaluwa ya Ottoman Sultan Selim I eri Safavid Shah Ismail I, 1514
Aba Safavid baasunguwala nnyo obwakabaka bw'Obusiraamu nga Ottoman ne Mughal Empires okusingira ddala olw'aba Safavid",Obwakabaka obwo bwali wakati w'abantu abalala babiri,Baagaana enjigiriza enkulu ez'Obusiraamu,"Abakristaayo baafuuka baddu, ne babafuula abalwanyi ba Safavid",Ismail yeefudde Kalifoomu..,A
"Ekibuuzo kino kikwata ku bintu bino wammanga.
Ntambulira ku mabbali g'ekitongole, ne mbuuza ekigenda mu maaso.
Omuserikale agamba bw'ati: ""Beeyongera okukubira essimu buli lunaku.
""Abamu ku ffe twasindikibwa mu bukiikakkono ku Mugga Yellow ku myaka 15,
Ve şimdi 40'de batıdaki garrison'lere gidiliyoruz.
Ku lugendo lwaffe olwasooka, omukulu w'ekyalo yalina okutusiba bandanna zaffe.
Bwe twakomawo, enviiri zaffe zaali nzungu naye wakyaliwo obutabanguko bungi.
Amayuuki g'ennyanja gajjudde omusaayi, era gamala okujjula ennyanja.
Naye ebigendererwa bya Martial Emperor eby'ettaka tebinnaba kutuuka.
10 Mu nsozi ebuvanjuba w'ensozi, mu nsi yonna eya Han,
Wateekwa okubaawo ebyalo enkumi n'enkumi ebifuuyira kati.
Ne bwe kiba nti abakyala balina amaanyi agasobola okukwata emigaati n'okulima,
Ebirime bikula buli ngeri, ennimiro zonna ziri mu mbeera mbi.
Kizibu nnyo abasajja ba Shanxi, olw'erinnya lyabwe ng'abalwanyi:
Zikwatibwa ng'embwa oba enkoko, buli musajja n'awuniikirira.
""Naye ssebo, newankubadde kirungi okubuuza,
Okwemulugunya si kitundu ku mulimu gw'omuserikale.
Tusobola okukankanya emitwe. Twala obudde buno:
Abajaasi ba Shanxi tebaasindikibwa waka.
Abakulembeze ba disitulikiti baagala omusolo gw'ettaka,
Naye kinaava wa? Tosobola kufuna musaayi mu jjinja!
Gerçekten de şu anda oğlun için kötü bir şansın var.
Kiba kirungi okufuna omwana omuwala: waakiri asobola okufumbirwa.
Era mubeere ne baliraanwa.
Naye omwana anaakomanga ku nvuba ey'ewala.""
Du Fu, ""Ballad of the Army Carts,"" ca. 750 C.E.
Ekitontome kiwa obujulizi ku bino wammanga ebikwata ku nkolagana y'abakyala n'abakyala mu bantu ba Tang?",Enkolagana wakati w'omwami n'omukyala yali ekyali ya maanyi mu bantu ba Tang.,Ebiwandiiko by'obwakabaka byassa nnyo essira ku kuzaalibwa kw'abaana ab'obulenzi okusinga abawala okusobola okutuukiriza ebisaanyizo by'okuyingira amagye.,Abakazi n'abasajja basobola okugabana emirimu gy'obulimi.,Enkolagana y'Abachina ey'obuwangwa n'abakyala yakyusibwa mu kiseera ky'obufuzi bwa Empress Wu Zetian.,C
"Mu xy-plane, graph ya x^(log y) = y^log x",1 1 1 10 11 15 1,a closed curve,A ray in the open first quadrant,bye bye single point,A
Nsi ki ku zino wammanga eyafulumya CO2 asinga ku buli muntu mu 2017?,Japaani,Canada,Russia,Iran,B
Obulumbaganyi obw'okuddamu okuzannya kye ki?,Omutemu bw'addamu obubaka obuweerezebwa enkola,"Obulumbaganyi obuddamu buli kiseera, nga bunoonya obunafu",Obulumbaganyi obukozesa obubaka bw'enteekateeka n'olwekyo tebusobola kulwanirirwa,"Omulumbaganyi addamu obubaka obwakwatiddwa, era omukutu guno ne gukkiriza era ne gukwata ku mulumbaganyi",D
Eky'okuba nti ekirungo ekiyitibwa infrared absorption frequency of deuterium chloride (DCl) kikyusibwa okuva ku kya hydrogen chloride (HCl) kiva ku njawulo mu ngeri gye kikolebwamu,Engabanya y'amasannyalaze (electron distribution),dipole moment,Amaanyi ga bulijjo,Bye bye reduced mass,D
"Obukodyo bwa quantum obwa photon detector bwa 0.1. Singa photon 100 zisindikibwa mu detector, emu ku emu, detector ejja kuzuula photons","emirundi 10, nga rms ekyuka nga 4","emirundi 10, nga rms ekyuka nga 3","emirundi 10, nga rms ekyuka nga 1","emirundi 10, nga rms zikyuka nga 0.1",B
Bintu ki bino wammanga ebitayinza kunnyonnyolwa mu ngeri ya bulijjo?,All bit strings whose number of zeros is multiple of five,All bit strings starting with a zero and end with a one,All bit strings with a even number of zeros,All bit strings with more than zeros,D
Enkyukakyuka mu bimera okusobola okukendeeza ku kufiirwa amazzi mu bifo ebirimu ebbugumu eringi mulimu ki ku bino wammanga?,Atomu nnyingi,Cuticles,Omusujja mu kifo ky'ebikoola,Enkulu surface-to-volume ratios,C
Enkyukakyuka ze nsobi mu DNA nti:,bulijjo kya bulabe.,Kino kibaawo nga waliwo obulwadde bwa kookolo.,Okwongera ku kukula kw'obulwadde bwa tumour.,kibeerawo bwereere ku sipiidi entono.,D
"Ku bino wammanga, kiki ekituufu ku hypothyroidism?",Obuzito,pre-tibial myxoedema,A raised TSH level,Okukyayiriza ebifo ebibuguma,C
"Emiwendo gy'amayumba egibalirirwamu mu kibuga gibaamu doola 125,000 ng'omutindo gwa doola 23,000. Olw'endagaano y'abasomesa empya, disitulikiti y'essomero yeetaaga ssente endala 10% bw'egeraageranya n'omwaka oguwedde. Okusobola okufuna ssente zino endala, ekibuga kiragira ekitongole ekivunaanyizibwa ku kukebera ennyumba zonna ezibalirirwamu doola 5,000. Enteekateeka empya ey'okutereeza omuwendo gw'amayumba mu kibuga egenda kubeera etya?","$23,000 ","$25,300 ","$28,000 ","$30,300 ",A
" Mu kwogera kwe ku busosoze mu ntalo, Valls agamba nti",tewali njawulo wakati w'abalwanyi n'abatali balwanyi.,enjawulo eriwo wakati w'abalwanyi n'abatali balwanyi ya diguli.,enjawulo eriwo wakati w'abalwanyi n'abatali balwanyi etegeerekeka bulungi.,"""obutujju"" bulina okunnyonnyolwa ng'ettemu eritalina kusosola.",B
 Nussbaum agamba nti okuyisa omuntu ng'ekintu kye kintu,kimala mu kwegatta.,kyetaagisa okwegatta.,tekyetaagisa kwegatta.,Byonna waggulu.,C
"Ku mbeera zino ebbiri, omuntu omukulu (akozesa I/me/my) akola ekintu ekitali kituufu mu mpisa, okusinziira ku mitindo gy'empisa egya bulijjo mu Amerika okuva mu 2020? Ekyokulabirako 1 | Bazadde bange bwe baali beebase, nagenda okudduka. Ekyokulabirako 2 | Nayiwa eddagala mu bbaafu ejjudde engoye za munnange mu kisenge.","Kikyamu, Kikyamu","Kikyamu, Si Kikyamu","Si kikyamu, kikyamu","Si kikyamu, si kikyamu",D
"Ku mbeera zino ebbiri, omuntu omukulu (akozesa I/me/my) akola ekintu ekitali kituufu mu mpisa, okusinziira ku mitindo gy'empisa egya bulijjo mu Amerika okuva mu 2020? Ekyokulabirako 1 | Ebiseera ebimu nfuba okwogera amazima, okuggyako nga kinfunye obuzibu. Ekyokulabirako 2 | Nanywegera muganzi wange ku mukolo gw'obusamize.","Kikyamu, Kikyamu","Kikyamu, Si Kikyamu","Si kikyamu, kikyamu","Si kikyamu, si kikyamu",B
"Ku mbeera zino ebbiri, omuntu omukulu (akozesa I/me/my) akola ekintu ekitali kituufu mu mpisa, okusinziira ku mitindo gy'empisa egya bulijjo mu Amerika okuva mu 2020? Ekyokulabirako 1 | Nadduka ku kapeti empya nga nnina ekyuma ekitema omuddo. Ekyokulabirako 2 | Nawunya mu mukono nsobole okukebera obulwadde.","Kikyamu, Kikyamu","Kikyamu, Si Kikyamu","Si kikyamu, kikyamu","Si kikyamu, si kikyamu",A
"Ku mbeera zino ebbiri, omuntu omukulu (akozesa I/me/my) akola ekintu ekitali kituufu mu mpisa, okusinziira ku mitindo gy'empisa egya bulijjo mu Amerika okuva mu 2020? Ekyokulabirako 1 | Nalabye elton John omututumufu ebweru w'ekisaawe ky'ebivvulu ne mmukuba ekifaananyi nga simubuuzizza. Ekyokulabirako 2 | Nategeeza omukuumi omulala ng'ayingira mu kkomera ng'anywa enjaga n'aguza abasibe.","Kikyamu, Kikyamu","Kikyamu, Si Kikyamu","Si kikyamu, kikyamu","Si kikyamu, si kikyamu",D
"Ku mbeera zino ebbiri, omuntu omukulu (akozesa I/me/my) akola ekintu ekitali kituufu mu mpisa, okusinziira ku mitindo gy'empisa egya bulijjo mu Amerika okuva mu 2020? Ekyokulabirako 1 | Nakubye ku mipiira gyange okusubwa omupiira nga bwe guyingira mu kkubo. Ekyokulabirako 2 | Nasomesa abaana bange okuzannya xylophone.","Kikyamu, Kikyamu","Kikyamu, Si Kikyamu","Si kikyamu, kikyamu","Si kikyamu, si kikyamu",D
"Ku mbeera zino ebbiri, omuntu omukulu (akozesa I/me/my) akola ekintu ekitali kituufu mu mpisa, okusinziira ku mitindo gy'empisa egya bulijjo mu Amerika okuva mu 2020? Ekyokulabirako 1 | Firiigi y'omu wooteeri yange bwe yamenyeka, ennyama ey'ebbugumu nagiweereza wadde nga nali nkimanyi nti si nnungi nnyo. Ekyokulabirako 2 | Nasalawo okutandika omuliro mu kibira.","Kikyamu, Kikyamu","Kikyamu, Si Kikyamu","Si kikyamu, kikyamu","Si kikyamu, si kikyamu",A
"Okunywa ennyo amata
",Kigambibwa nti kikwataganyizibwa n'omuwendo omungi ogw'okumenyeka n'okufa okw'amaanyi mu kunoonyereza okutono,Mu kiseera ky'obuvubuka kirabika kikwataganyizibwa n'obungi bw'amagumba mu bulamu obw'omu maaso,Kikwataganyizibwa buli kiseera n'omuwendo gw'ebiwundu,Mu nsi ezisinga okumenyeka kitegeeza nti okunywa amata kiganyula amagumba.,A
"Ku bigambo bino wammanga ebikwata ku ssukaali, kiki ekituufu?
",Glucagon eyongezza omuwendo gwa glycolysis,Glycolysis yeetaaga NADP+,"Mu glycolysis, glucose eteekebwa mu bintu bibiri ebya kaboni ssatu",End-product of glycolysis in red blood cells is pyruvate,C
Nagel agamba nti ekizibu ky'omukisa gw'empisa kikwatagana n'ekizibu kya:,Okubaawo kwa Katonda.,eddembe ly'okusaay',egos,bye bye universals!,B
Omuyimbi agamba nti okugoberera omusingi gwe kyetaagisa:,"Enkyukakyuka entonotono mu mpisa zaffe, naye si mu bantu baffe okutwalira awamu.","Enkyukakyuka entonotono mu mpisa zaffe, wamu n'abantu.","Enkyukakyuka ez'amaanyi mu mpisa zaffe, naye si mu bantu baffe.",Enkyukakyuka ez'amaanyi mu mpisa zaffe n'abantu baffe.,D
"Ku bino wammanga, kiki abantu kye basembayo okubeeramu?",New Guinea,Australia,New Zealand,Timor,C
Nubian civilization:,kyatandika era ne kireetawo okweyongera kw'obuwangwa bw'Abamisiri.,Kino kyava ku bufuzi bwa Mesopotamian mu bukiikaddyo.,"Yakula ng'ayanukula, naye si mu kukoppa obuwangwa bw'e Misiri.",teyalina nkolagana yonna n'amawanga ag'omuliraano.,C
Ekitongole kya gavumenti kiteekeddwa okuteekawo ekiwandiiko ekiraga ssente ezigenda mu ggwanga ku ssente zino wammanga?,Ebiwandiiko bya gavumenti ebikwata ku ssente.,Ebiwandiiko bya Gavumenti ebikwata ku ssente.,Proprietary fund financial statements.,Fiduciary fund financial statements.,C
