Question,A,B,C,D,Answer
"Bu sual aşağıdakı məlumatlara aiddir.
İlk öncə qeyd etməliyik ki, kosmos formada kürəvidir, qismən ona görə ki, bu forma heç bir oynaq tələb edən mükəmməl bütövdür, ən dolğundur, qismən ona görə ki, o, ən kapasitli formanı yaradır. Bu forma hər şeyi saxlamaq və qorumaq üçün ən münasibdir; və ya yenə ona görə ki, kainatın bütün seçici hissələri, yəni Günəş, Ay və planetlər bu formada görünür; və ya hər şey özlərini müəyyən etməyə cəhd etdikləri təqdirdə su damcıları və digər maye cisimlər halında göründüyü kimi, bu formaya varmağa çalışır. Buna görə də heç kim bu cür formanın göy cisimlərinə məxsus olduğuna şübhə etməyəcək. ...
Buna görə də yerin kürəvi olması heç bir şübhə doğurmuğu deyil, çünki hər tərəfdən öz mərkəzini basır. Dağların yüksəkliklərinə və dərələrin depressiyalarına görə mükəmməl bir dairəni anlamaq mümkün olmasa da, bu, Yerin ümumi kürə təbiətinə təsir etmir. ...
Artıq yerin kürə formasına malik olduğu göstərildiyi kimi, bir hərəkətin də bu forma ilə üst-üstə düşüb-gəlmədiyini və Yer kürəsinin kainatda hansı yeri tutduğunu nəzərdən keçirməliyik. ... Müəlliflərin böyük əksəriyyəti, əlbəttə ki, Yer kürəsinin kainatın mərkəzində hələ də dayandığı ilə razılaşır və bunun əksini fərz etməyi ağlasığmaz və gülünc hesab edirlər. Amma əgər məsələ diqqətlə götür-qoy edilərsə, onda sual hələ həll olunmayıb və buna görə də heç bir halda yüngül hesab olunmur. Hər hansı bir yerin dəyişməsi müşahidə olunan cismin və ya müşahidəçinin hərəkəti və ya hər ikisinin hərəkəti ilə əlaqədardır. ... İndi isə göylərin inqilabı məhz yerdən müşahidə olunur və o, bizim gözümüz üçün meydana gəlir. Buna görə də əgər Yer kürəsi heç bir hərəkət keçirmirsə, bu hərəkət Yer kürəsindən kənardakı hər şeydə baş verməlidir. Amma əks istiqamətdə, nəinki yer üzündəki hər şey hərəkət edibsə. Bu cür hərəkət gündəlik inqilabdır. Beləliklə, görünür, bu, bütün Kainata, yəni Yer kürəsi istisna olmaqla, yer üzündən kənarda olan hər şeyə təsir edir. Lakin əgər kimsə etiraf etməli idi ki, bu hərəkət göylər üçün qeyri-adi bir şey deyil, yer üzü qərbdən şərqə doğru dövr edirdi və əgər günəşin, ayın və ulduzların aydın görünməsi və batması ilə əlaqədar bu, dəqiqliklə nəzərdən keçirilərdisə, onda məlum oldu ki, bu, əsil vəziyyətdir"" (Mat.
Nikolas Cəfərov, ""Göy cisimlərinin inqilabları"", 1543-cü il
Bu keçiddən Kopernikin öz dövrünün ənənəvi, Aristotel təbiət filosoflarından fərqləndiyinə dair sübut kimi istifadə oluna bilər, çünki o, təklif etmişdir ki,",kosmos sferik,Yer kürəsi kürəvidir,kosmos geostatik,Yer kürəsi stasionar deyil,D
"H+(aq) konsentrasiyasını 1,0 M fenol, C6H5OH, həlldə təyin edin. (Fenol üçün Ka 1 × 10^-10.)",1 × 10^-10 M,1 × 10^-9 M,1 × 10^-3 M,1 × 10^-5 M,D
"Hindistandan ABŞ-a köçməyi düşünərkən aşağıdakı amillərdən hansı Riva üçün ""pullu"" faktor hesab edilərdi?",Abır-həya,Daha yaxşı iş və yüksək əmək haqqı,Hindistanın kasta sistemi,Qonşuluqda zorakılıq,B
"İngiltərə və İsrail kimi ölkələrdəki siyasi partiyalarla müqayisə etsək, onların hər ikisinin çoxpartiyalı sistemləri var. Amerika siyasi partiyaları",seçkilərin nəticələrinə təsir etməkdə daha az maraqlı,ardıcıl siyasi ideologiyalarla daha az aydın müəyyən edilmiş,siyasi tərəfdarlarından pul yığmaqda daha az effektiv,bütün seçki dairəsinin məqsədlərini daha yaxşı əks etdirə bilmək,B
Ən yaxın min nəfərə yuvarlanmış rəqəm 47 000 nəfərdir. Hansı ədəd yuvarlaq olan ədəd ola bilər?,"46,295","46,504","47,520","47,924",B
"Tank üçbucaq prizma formasındadır. Əgər üçbucaq bazanın sahəsi 116 kvadrat metr, tankın hündürlüyü isə 30 metrdirsə, çən dolu halda nə qədər su saxlayardı?",1725 ft^3,1740 ft^3,3480 ft^3,6960 ft^3,C
İnduktorda induksiya olunan voltaj belə təmsil olunur:,onun induksiyasının və onun vasitəsilə cərəyan edən məhsul.,onun induksiyasının onun vasitəsilə cərəyana nisbəti.,vasitəsilə cərəyanın onun induksiyaya nisbəti.,onun induksiyasının və onun vasitəsilə cərəyanın dəyişmə sürətinin məhsulu.,D
Aşağıdakı xüsusiyyətlərdən hansı ümumiyyətlə tarix təcavüzünə uyğundur?,həddən artıq gücdən istifadə,əvvəlcədən planlaşdırılmış,cinsi əlaqə,silahdan istifadə ilə bağlıdır,C
y = 1/2 və y = 1- 1 nöqtələri arasında düzbucaqlı y = ln x uzunluğunu tapın.,0.53,0.86,1.18,1.36,C
$-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$ tapın,1,-1,0,2,B
XX əsrin əvvəllərində Qərbi Avropada hansı psixoloji baxış daha populyar idi?,neyroşəbəkə,təkamülçü,davranışçı,psixoanalitik,D
"Çox ehtimal ki, öyrənilən köməksizlik birbaşa əlaqəlidir",Barnum effektini göstərir.,özünə xidmət edən qərəz.,xarici nəzarət lokus.,qeyd-şərtsiz müsbət tutumlu.,C
Qarsiya və Koellinin öyrənilmiş nifrətlərlə bağlı apardıqları tədqiqatlar aşağıdakı UCS və CS cütlərindən hansının ən güclü və tez öyrənildiyini müəyyən etdi?,tapşırığı yerinə yetirmək və yemək mükafatı almaq,bulantı və yemək və ya içki,hərəkət və şok,cəzalar və mükafatlar,B
"Marsın bəzi suları torpaqda və buz örtüyündə dondurulur, bəziləri isə günəş küləyinin soyunması səbəbindən itirilib, lakin orijinal suyun çox hissəsinin başqa bir mexanizm vasitəsilə itirildiyi güman edilir. Bu ""itkin"" suyuna nə oldu?",gücü sürətlə azaldıqda maqnit sahəsi tərəfindən soyundurulmuş,ultrabənövşəyi işıqla hidrogen və oksigenə parçalandı və hidrogen termik qaçış yolu ilə itirildi,susuz marslıların sivilizasiyası tərəfindən yeyildi,intensiv vulkanizm dövründə buxarlandı və termik qaçış yolu ilə kosmosa itdi,B
"1,5 × 10^6 m/s başlanğıc sürəti ilə hərəkət edən proton 1,5 T gücündə sabit maqnit sahəsinin ərazisinə daxil olur. Əgər protonun başlanğıc sürət vektoru maqnit sahəsi ilə 30° bucaq edirsə, maqnetik sahəyə daxil olduqdan sonra protonun sürətini 4 s hesab edin.",5.0 × 10^6 m/s,"7,5 × 10^6 m/s",1.5 × 10^6 m/s,3.0 × 10^6 m/s,C
"Yüksək enerjili fosfatların, ATP və fosfokreatinin parçalanmasından azad edilən enerji, təxminən: üçün maksimum istifadə məşqini davam etdirə bilər:",1-2 saniyə.,5-10 saniyə.,30-40 saniyə.,50-60 saniyə.,B
"Bir sıra rayonda əgər bir lampada cərəyan 2 A olarsa, yanındakı lampada cərəyan","yarım, 1 A",02:00,Hansı lampanın batareyaya daha yaxın olması asılıdır,Demək üçün kifayət qədər məlumat yoxdur,B
Aşağıdakılardan hansı zamanla daha güclü iqtisadi artıma səbəb ola bilər?,Təbii ehtiyatların daha sürətli istehlakı.,Böyüklərin savadsızlığı daha yüksəkdir.,Kapital mallarının düşən hissəsi.,İnvestisiya vergisi kreditləri.,D
"İqtisadiyyat dərin iqtisadi böhran yaşayır. Bu iqtisadi vəziyyəti nəzərə alsaq, pul siyasəti ilə bağlı aşağıdakı ifadələrdən hansı dəqiqdir?",Genişləndirmə siyasəti yalnız iqtisadi böhranı daha da pisləşdirərdi.,"Genişləndirmə siyasəti, investisiya faiz dərəcəsinin dəyişməsinə həssasdırsa, məcmu tələbatı xeyli artırır.",Qıtlıq siyasəti investisiya və istehlak üçün müvafiq stimuldur.,Əgər pula olan tələbat mükəmməl elastik genişzolaqlı pul siyasəti olduqca effektiv ola bilər.,B
"bizneslər _________ tələblərinə görə sosial mühasibatlıqla məşğul olur, ________ müəyyən etmək, ___________ yaxşılaşdırmaq, _________ və ___________ təşviq etmək məqsədilə","Hüquqi şəxslər, Risklər, Hüquqi şəxslərin idarə edilməsi, Hesabatlılıq, Şəffaflıq","Hüquqi şəxslər, Məsuliyyət, Şəffaflıq, Risklər, Hüquqi şəxslərin idarə edilməsi","Hüquqi şəxslər, Məsuliyyət, Risklər, Hüquqi şəxslər, Hüquqi şəxslərin idarə edilməsi","Hüquqi şəxslər, Hüquqi şəxslərin idarə edilməsi, şəffaflıq, risklər, hesabatlılıq",A
"Təchizatçıya qoyulan vergi, əgər qiymət artımı şəklində istehlakçıya daha çox ötürüləcəkdir",tələbatın qiymət elastikliyi yüksək elastikdir.,tələbin qiymət elastikliyi yüksək inelastikdir.,tələbin qiymət elastikliyi vahid elastikdir.,tələbin əmək haqqı elastikliyi yüksək elastikdir.,B
Bəyanat 1 | Bir qrupda (ab)^{-2} = b^{-2}a^{-2}. Bəyanat 2 | Bir qrupda (ab)^n = a^nb^n.,"Doğru, Doğru","Yalan, yalan","Doğru, Yalan","Yalan, Doğru",B
Bir ölkədə rəqabətin digər ölkələrdə rəqabətə təsiri hansı həddədir?,Beynəlxalq ticarət,Qlobal iqtisadiyyat,Qlobal rəqabət,Qloballaşma,D
"Proqramı aşağıda proqramçı yazıb. Proqramda numList adlanan nömrələrin siyahısından istifadə olunur. Proqram siyahıdakı rəqəmlərin cəmini göstərmək üçün nəzərdə tutulub.
 sum ← numList [1]
 HƏR QIYMƏT ÜÇÜN IN numList
 sum ← sum + qiyməti
 Display sum
 Proqramı test etmək məqsədi ilə proqramçı numList-i [0 , 1 , 4 , 5] -ə qədər ilkinləşdirir. Proqramda 10 ədəd nümayiş etdirilir və proqramçı proqramın nəzərdə tutulduğu kimi işlədiyi qənaətindədir. Aşağıdakılardan hansı doğrudur?",Yekun rəy düzgündür; proqram nəzərdə tutulduğu kimi işləyir.,"Nəticə yanlışdır; proqram test işi üçün düzgün qiymət göstərmir [0, 1, 4, 5].","Nəticə yanlışdır; test işindən [0, 1, 4, 5] istifadə etməklə proqramın düzgün olduğu qənaətinə gəlmək kifayət deyil.","Nəticə yanlışdır; test işindən istifadə [0, 1, 4, 5] yalnız proqramın artan qaydada siyahılar üçün işlədiyini təsdiq edir.",C
Nəyə görə Parfit bərabərliyə qarşı çıxır?,"O, qeyri-bərabər cəmiyyətdən daha çox mübahisə edir.","O iddia edir ki, yoxsulların ehtiyaclarına üstünlük verməklə bərabərliyi artıra bilərik.","O deyir ki, hər birimiz yoxsulluğa görə məsuliyyət daşıyırıq.","O, bərabərlik ideyasını tamamilə rədd edir.",B
"Bu sual aşağıdakı məlumatlara aiddir.
""Həqiqətən də, həm düşüncə və ənənəyə əsaslanan görkəmli [alimlərin] fətvaları, həm də sünni icmasının konsensusu ilə razılaşdığı kimi, şər yeniliyin kökünün kəsilməsi, məhv edilməsi və qovulması ilə bağlı qədim öhdəlik bizim uca arzumuzun məqsədi olmalıdır, çünki ""Dini qeyrət Rəhmanın imanının qələbəsidir""; sonra Peyğəmbərin (s) kəlamlarına uyğun olaraq ""Kim bizim sifarişimizə şər yeniliklər təqdim edirsə, mütləq qovulmalıdır"" ""Kim bizim sifarişimizə qarşı bir şey edirsə, qovulmalıdır"", hərəkət zərurətə çevrilib və qovdurub...""
Osmanlı sultanı I Səlimdən I Səfiyəddin Şah İsmayıla məktubu, 1514-cü il
Səfəvilər Osmanlı və Mughal imperiyaları kimi İslam imperiyalarının qəzəbinə səbəb oldular. Bu, ilk növbədə, Safavidlərin",digər iki ekspedisionist arasında coğrafi baxımdan yerləşmiş ekspənsionist imperiya idi,rədd etdi İslam dininin mərkəzi tenetləri,xristianları kölə etmiş və onları Safavid döyüşçülərinə çevirmiş,İsmayıl xəlifə olduğunu bəyan etdi,A
"Bu sual aşağıdakı məlumatlara aiddir.
Sütunun yanında gəzirəm, nə baş verdiyini soruşuram.
Bir əsgər sadəcə deyir: « Onlar hər gün daha çox köməyə çağırırlar.
""Bəzimiz on beş yaşında şimala Sarı çaya göndərildik,
İndi isə qırxda biz qərbdəki qarnizonlara yola düşürük.
İlk turumuzda kənd başçısı bizim üçün bandannalarımızı bağlamalı oldu.
Geri qayıdanda saçımız ağ idi, amma yenə də iğtişaşlar daha çox olur.
Sərhəd qarnizonları qanla qaçır, yetər ki, okean doldursun,
Lakin Döyüş İmperatorunun ərazi ambisiyaları hələ də öz üzərindədir.
Dağların şərqindəki yüz vilayətdə, Xan torpağı boyunca,
Burada on min kənd var ki, indi bu kəndlər infestə çıxıb.
Arvadlar bir əmzik və plovu dəf etmək üçün kifayət qədər güclü olsalar belə,
Əkin sahələri hər cür inkişaf edir, tarlalar bir-biri ilə qarışıqdır.
Şanxi kişiləri üçün ən çətini, döyüşçü kimi şöhrətləri ilə:
Onlar itlər və ya toyuqlar kimi yuvarlaq, hər kişi heyran.
""Amma cənab, sizdən soruşmaq yaxşı olsa da,
Şikayət etmək əsgərin tapşırığına daxil deyil.
Biz yalnız başımızı sığal edə bilərik. Bu qışı götürün:
Şanxi qoşunları heç vaxt evə göndərilməmişdi.
Rayon icra məmurları torpaq vergisi tələb edir,
Bəs bu haradan gələcək? Daşdan qan almaq olmaz!
Düzünü desəm, indi oğul daşımaq bədbəxtlikdir,
Qız övladı olsa yaxşıdır: heç olmasa evlənə bilər
Qonşu qonşularla da yaşayın.
Amma oğul uzaq bir yerdə uzanacaq».
Du Fu, ""Ordu arabalarının balladası"", ca. 750-ci il.
Əsər Tanq cəmiyyətində gender münasibətləri ilə əlaqədar aşağıdakılardan hansının sübutlarını təqdim edir?",Tanq cəmiyyətində ərlə arvad arasında konfutsi münasibətləri hələ də möhkəm idi.,"İmperator reskriptlərində qız üzərində yaxşı oğlanların doğulması vurğulanırdı ki, onlar da öz doğum kvotalarını yerinə yetirilər.","Kənd təsərrüfatı işlərini həm qadınlar, həm də kişilər bölüşə bilərdilər.",Emres Vu Zetianın hakimiyyəti dövründə ənənəvi Çin cinsləri münasibətlərinin qarşısı alındı.,C
xy-plane-də x^(log y) = y^log x qrafası,açıq birinci kvadrant,qapalı döngə,açıq birinci kvadrantda şüa,tək nöqtə,A
Aşağıdakı ölkələrdən hansı 2017-ci ildə adambaşına ən çox CO2 emal edib?,Yaponiya,Kanada,Rusiya,İran,B
Təkrar hücum nədir?,Hücumçu sistem tərəfindən ona göndərilən xəbərə cavab verdikdə,"Davamlı olaraq təkrar edən, zəiflik üçün probing edən hücum",Sistemin öz mesajlarından istifadə edən və buna görə də müdafiə edilə bilməyən hücum,Hücum edən şəxs tutulmuş xəbəri yenidən yazır. Sayt onu qəbul edir və hücumçunun xeyrinə cavab verir,D
Deuterium xloridinin (DCl) infraqırmızı absorbsiya tezliyi hidrogen xloridinin (HCl) infraqırmızı absorbsiya tezliyi onların arasındakı fərqdən irəli gəlir,elektron paylanması,dipole momenti,sabiti məcbur et,azalmış kütlə,D
"Foton detektorunun kvant effektivliyi 0,1-dir. Detektora 100 foton göndərilsə, bir-birinin ardınca detektor fotonları aşkar edəcək","orta hesabla 10 dəfə, təxminən 4-də rms sapma ilə","orta hesabla 10 dəfə, rms sapma ilə təxminən 3","orta hesabla 10 dəfə, rms sapma ilə təxminən 1","orta hesabla 10 dəfə, rms sapma ilə təxminən 0,1",B
Aşağıdakı bit stringlərdən hansını müntəzəm ifadə ilə təsvir etmək mümkün deyil?,Sıfırların sayı beşdən çox olan bütün bit strings,Sıfırdan başlayıb bir ilə bitən bütün bit string-lər,Bütün bit strings bir ədəd sıfırla,Sıfırdan çox olan bütün bit strings,D
Yüksək temperatura malik olan mühitlərdə su itkisini minimuma endirmək üçün bitkilərin adaptasiyaları aşağıdakılardan hansına aiddir?,Çoxsaylı stomata,İncə kutikullar,Yarpaq əvəzinə onurğa,Böyük səth-həcm nisbətləri,C
Mutasiyalar DNT-də olan səhvlərdir ki:,həmişə ziyanlı olur.,yalnız karsinogenlərin iştirakı ilə baş verir.,şiş artımını artırın.,spontan olaraq aşağı sürətlə baş verir.,D
Hipotiroidizm haqqında aşağıdakılardan hansı doğrudur?,Arıqlama,Pre-tibial myxoedema,Qaldırılmış TŞ səviyyəsi,İsti yerlərə nifrət,C
"Bir şəhərdə evlərin qiymətləndirilmış dəyərləri 125 min dollara bərabər standart sapmaya malik 23 min dollar təşkil edir. Yeni müəllimlərlə müqavilə bağladığına görə, məktəb bölgüsünə ötən illə müqayisədə əlavə 10% vəsait lazımdır. Bu əlavə pulu toplamaq üçün şəhər qiymətləndirmə idarəsinə bütün qiymətləndirilmiş ev dəyərlərini 5000 dollara qaldırmağı tapşırır. Şəhərdə evlərin qiymətləndirilə biləcək dəyərlərinin yeni standart sapımı necə olacaq?",23 min dollar ,25 300 dollar ,28 min dollar ,30 300 dollar ,A
" Müharibədə ayrı-seçkiliyi müzakirəsində Valls belə bir fikir irəli sürür ki,",döyüş növləri ilə qeyri-döyüş növləri arasında heç bir fərq yoxdur.,döyüş növləri ilə qeyri-döyüş növləri arasındakı fərq dərəcə məsələsidir.,döyüş növləri ilə qeyri-kombatantlar arasındakı fərq kateqorik və aydın olur.,"""terrorizm"" — bu, zorakılıq kimi təsnif edilməlidir.",B
" Nussbaum-a görə, kiməsə obyekt kimi yanaşmaq",cinsi obyektləşdirmə üçün kifayət edir.,cinsi obyektləşdirmə üçün zəruridir.,cinsi obyektləşdirmə üçün zəruri deyil.,yuxarıda qeyd olunanların hamısı.,C
"Bu iki ssenaridən hansı üçün əsas personaj (I/me/my-dən istifadə edir) 2020-ci ilə kimi ABŞ-da adi əxlaq normalarına əsasən, açıq-aydın əxlaqi cəhətdən səhv bir şey edir? Ssenari 1 | Valideynlərim yatanda mən də gəzməyə gedirdim. Ssenari 2 | Otaq yoldaşımın paltarları ilə dolu yuyucuya detergent tökdüm.","Səhv, Yanlış","Səhv deyil, səhv","Səhv deyil, Səhv","Yanlış deyil, səhv deyil",D
"Bu iki ssenaridən hansı üçün əsas personaj (I/me/my-dən istifadə edir) 2020-ci ilə kimi ABŞ-da adi əxlaq normalarına əsasən, açıq-aydın əxlaqi cəhətdən səhv bir şey edir? Ssenari 1 | Bəzən çalışıram ki, həqiqəti söyləyim, əgər bu, məni çətinliyə salmağa məcbur etməsə. Ssenari 2 | Sehrli şou-biznesdə sevgilimi öpdüm.","Səhv, Yanlış","Səhv deyil, səhv","Səhv deyil, Səhv","Yanlış deyil, səhv deyil",B
"Bu iki ssenaridən hansı üçün əsas personaj (I/me/my-dən istifadə edir) 2020-ci ilə kimi ABŞ-da adi əxlaq normalarına əsasən, açıq-aydın əxlaqi cəhətdən səhv bir şey edir? Ssenari 1 | Təzə xalçanın üstündən çəmənliklə qaçdım. Ssenari 2 | Əlimə urindim ki, onu infeksiyaya görə yoxladım.","Səhv, Yanlış","Səhv deyil, səhv","Səhv deyil, Səhv","Yanlış deyil, səhv deyil",A
"Bu iki ssenaridən hansı üçün əsas personaj (I/me/my-dən istifadə edir) 2020-ci ilə kimi ABŞ-da adi əxlaq normalarına əsasən, açıq-aydın əxlaqi cəhətdən səhv bir şey edir? Ssenari 1 | Məşhur Elton Conun konsert arenasından kənarda olduğunu görüb, ondan soruşmadan şəklini çəkdim. Ssenari 2 | Mən gizlincə narkotik qəbul edən başqa bir keşikçini həbsxanaya aparıb dustaqlara satdığını xəbər verdim.","Səhv, Yanlış","Səhv deyil, səhv","Səhv deyil, Səhv","Yanlış deyil, səhv deyil",D
"Bu iki ssenaridən hansı üçün əsas personaj (I/me/my-dən istifadə edir) 2020-ci ilə kimi ABŞ-da adi əxlaq normalarına əsasən, açıq-aydın əxlaqi cəhətdən səhv bir şey edir? Ssenari 1 | Yola gələn topu buraxmaq üçün fasilələrimə çırpıldım. Ssenari 2 | Uşaqlarıma ksilofon oynamağı öyrətdim.","Səhv, Yanlış","Səhv deyil, səhv","Səhv deyil, Səhv","Yanlış deyil, səhv deyil",D
"Bu iki ssenaridən hansı üçün əsas personaj (I/me/my-dən istifadə edir) 2020-ci ilə kimi ABŞ-da adi əxlaq normalarına əsasən, açıq-aydın əxlaqi cəhətdən səhv bir şey edir? Ssenari 1 | Restoranımın dondurucusu sındıranda çox yararsız olduğunu bilsəm də, isti ətlə qulluq edirdim. Ssenari 2 | Meşədə yanğın başlamağı qərara aldım.","Səhv, Yanlış","Səhv deyil, səhv","Səhv deyil, Səhv","Yanlış deyil, səhv deyil",A
"Daha çox süd istehlakı
",Bir neçə araşdırmada sınma hallarının və ölüm hallarının daha yüksək olması ilə əlaqəli olduğu bildirilib,"Yetkinlik dövründə, görünür, sonrakı dövrdə sümük minerallarının daha yüksək sıxlığı ilə müşayiət olunur",Ardıcıl olaraq sınıqların aşağı dərəcəsi ilə əlaqələndirilir,Ən çox sınıq dərəcəsi olan ölkələrdə süd istehlakının skelet üçün faydalı olduğunu göstərir.,A
"Qlükoza metabolizmi haqqında aşağıdakı ifadələrdən hansı düzgündür?
",Qlükaqon qlikolizin səviyyəsini artırır,Qlikoliz üçün NADP+ tələb olunur,Qlikolizdə qlükoza iki üç karbonlu məhsula bölünür,Qırmızı qan hüceyrələrində qlikolizin son məhsulu piruvatdır,C
"Nagel iddia edir ki, mənəvi bəxt problemi bu problemlə sıx bağlıdır:",Allahın varlığı.,iradə azadlığı.,psixoloji eqoizm.,universallar.,B
"Müğənninin sözlərinə görə, onun prinsipinə riayət etmək tələb edir:","şəxsi vərdişlərimizə sadə dəyişikliklər edir, amma bütövlükdə cəmiyyətimizə yox.","vərdişlərimizə, eləcə də cəmiyyətə xas olan sadə dəyişikliklər.","şəxsi vərdişlərimizdə köklü dəyişikliklər baş verir, amma cəmiyyətimizə yox.","həm şəxsi vərdişlərimizdə, həm də cəmiyyətimizdə köklü dəyişikliklər baş verir.",D
Aşağıdakılardan hansı sonuncunun insanların məşğul olduğudır?,Yeni Qvineya,Avstraliya,Yeni Zelandiya,Teymur,C
Nubiya sivilizasiyası:,əsadi və Misir mədəniyyətinin yüksəlişinə təkan verdi.,cənubda Mesopotamiya kolonizasiyasının nəticəsi idi.,"cavab olaraq inkişaf etmişdir, amma Misir mədəniyyətinin təqlidində deyil.",qonşu mədəniyyətlərlə heç bir əlaqəsi yox idi.,C
Dövlət orqanından aşağıdakı maliyyə hesabatının hansında kassa axınlarının bəyannaməsinin daxil edilməsi tələb olunur?,Dövlət fondunun maliyyə hesabatları.,Dövlət tərəfindən maliyyə hesabatları.,Proporsional fond maliyyə hesabatları.,Fiduciary fond maliyyə hesabatları.,C
