Question,A,B,C,D,Answer
"To pytanie odnosi się do następujących informacji.
Przede wszystkim musimy zauważyć, że kosmos ma formę kulistą, po części dlatego, że ta forma, będąc doskonałą całością, nie wymagającą żadnych połączeń, jest najpełniejsza ze wszystkich, po części dlatego, że tworzy najbardziej pojemną formę, która najlepiej nadaje się do tego, by wszystko pomieścić i zachować; albo też dlatego, że wszystkie części składowe wszechświata, to znaczy słońce, księżyc i planety, pojawiają się w tej formie; Albo dlatego, że wszystko dąży do osiągnięcia tej formy, jak to się dzieje w przypadku kropli wody i innych ciał płynnych, gdy próbują się określić. Nikt więc nie będzie wątpił, że ta forma należy do ciał niebieskich. ...
Nie ulega więc wątpliwości, że Ziemia jest również kulista, ponieważ napiera ze wszystkich stron na swój środek. Jakkolwiek z powodu wyniesień gór i zagłębień dolin nie można zrozumieć doskonałego okręgu, to jednak nie ma to wpływu na ogólną kulistą naturę ziemi. ...
Ponieważ wykazano już, że Ziemia ma kształt kuli, musimy rozważyć, czy ruch zbiega się również z tą formą i jakie miejsce zajmuje Ziemia we wszechświecie. ... Zdecydowana większość autorów zgadza się oczywiście z tym, że Ziemia stoi nieruchomo w centrum wszechświata i uważa za niepojęte i śmieszne zakładanie czegoś przeciwnego. Jeżeli jednak sprawa ta zostanie starannie rozważona, okaże się, że kwestia ta nie jest jeszcze rozstrzygnięta i dlatego w żadnym wypadku nie należy jej lekceważyć. Każda obserwowana zmiana miejsca jest spowodowana mianowicie ruchem obserwowanego przedmiotu lub obserwatora, albo też ruchem obu. ... Otóż to z ziemi obserwuje się obrót niebios i jest on wytwarzany dla naszych oczu. Jeśli więc ziemia nie porusza się w żadnym ruchu, to ruch ten musi zachodzić we wszystkim poza ziemią, lecz w przeciwnym kierunku, niż gdyby wszystko na ziemi się poruszało, i taki jest codzienny obrót. Wydaje się więc, że dotyczy to całego wszechświata, to znaczy wszystkiego poza Ziemią, z wyjątkiem samej Ziemi. Gdyby jednak przyznać, że ruch ten nie był charakterystyczny dla nieba, lecz że ziemia obracała się z zachodu na wschód i gdyby dokładnie rozważono to w odniesieniu do pozornych wschodów i zachodów słońca, księżyca i gwiazd, odkrytoby, że taka jest rzeczywista sytuacja.
Mikołaj Kopernik, Obroty ciał niebieskich, 1543
Fragment ten może być wykorzystany jako dowód na to, że Kopernik różnił się od tradycyjnych, arystotelesowskich filozofów przyrody swoich czasów, ponieważ sugerował, że",Kosmos jest kulisty,Ziemia jest kulista,Kosmos jest geostatyczny,Ziemia nie jest nieruchoma,D
"Oznaczyć stężenie H+(aq) w 1,0 M roztworze fenolu, C6H5OH. (Ka dla fenolu wynosi 1 × 10^-10).",1 × 10^-10 mln,1 × 10^-9 mln,1 × 10^-3 mln,1 × 10^-5 mln,D
"Który z poniższych czynników można uznać za czynnik ""przyciągający"" dla Rivy, gdy rozważa się przeprowadzkę z Indii do Stanów Zjednoczonych?",Skrajne ubóstwo,Lepsza praca i wyższe zarobki,System kastowy w Indiach,Przemoc w jej sąsiedztwie,B
"W porównaniu z partiami politycznymi w krajach takich jak Anglia i Izrael, które mają systemy wielopartyjne, amerykańskie partie polityczne są",mniej zainteresowany wpływaniem na wynik wyborów,mniej jednoznacznie utożsamiane z konsekwentnymi ideologiami politycznymi,Mniej skuteczny w pozyskiwaniu pieniędzy od zwolenników politycznych,w stanie lepiej odzwierciedlać cele całego swojego okręgu wyborczego,B
Liczba zaokrąglona do najbliższego tysiąca wynosi 47 000. Która liczba może być liczbą zaokrągloną?,"46,295","46,504","47,520","47,924",B
"Zbiornik ma kształt trójkątnego pryzmatu. Jeśli trójkątna podstawa ma powierzchnię 116 stóp kwadratowych, a zbiornik ma 30 stóp wysokości, ile wody pomieści zbiornik, gdy jest pełny?",1725 stóp^3,1740 stóp^3,3480 stóp^3,6960 stóp^3,C
Napięcie indukowane w cewce indukcyjnej jest reprezentowane jako:,iloczyn jego indukcyjności i przepływającego przez nią prądu.,stosunek jego indukcyjności do przepływającego przez niego prądu.,stosunek przepływającego przez niego prądu do jego indukcyjności.,iloczyn jego indukcyjności i szybkości zmian prądu przez niego.,D
Które z poniższych cech są ogólnie zgodne z gwałtem na randce?,użycie nadmiernej siły,umyślny,motywowane seksualnie,wiąże się z użyciem broni,C
"Znajdź długość krzywej y = ln x między punktami, w których y = 1/2 i y = 1.",0.53,0.86,1.18,1.36,C
Znajdź $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$,1,-1,0,2,B
Która perspektywa psychologiczna była najbardziej popularna na przełomie XIX i XX wieku w Europie Zachodniej?,Neuroscience,ewolucyjny,Behawiorysta,Psychoanalytic,D
Wyuczona bezradność jest najprawdopodobniej bezpośrednio związana z,efekt Barnuma.,stronniczość wyrachowana.,zewnętrzne umiejscowienie kontroli.,bezwarunkowy pozytywny szacunek.,C
"Badania Garcii i Koellinga dotyczące wyuczonych awersji ustaliły, która z poniższych par UCS i CS jest najpotężniejsza i najszybciej się uczy?",wykonanie zadania i otrzymanie nagrody w postaci jedzenia,nudności a jedzenie lub picie,Ruch i wstrząs,Kary i nagrody,B
"Część wody na Marsie jest zamarznięta w glebie i czapach lodowych, a część została utracona w wyniku zdzierania przez wiatr słoneczny, ale uważa się, że większość pierwotnej wody została utracona przez inny mechanizm. Co się stało z tą ""zagubioną"" wodą?","Został on usunięty przez pole magnetyczne, gdy gwałtownie stracił na sile","Został on rozbity na wodór i tlen przez światło ultrafioletowe, a wodór został utracony w wyniku ucieczki termicznej",został pochłonięty przez cywilizację spragnionych Marsjan,Został wyparowany w okresie intensywnego wulkanizmu i został utracony w przestrzeni kosmicznej w wyniku ucieczki termicznej,B
"Poruszając się z prędkością początkową 1,5 × 10^6 m/s, proton wchodzi w obszar stałego pola magnetycznego o wielkości 1,5 T. Jeśli początkowy wektor prędkości protonu tworzy kąt 30° z polem magnetycznym, oblicz prędkość protonu 4 s po wejściu w pole magnetyczne.","5,0 × 10^6 m/s","7,5 × 10^6 m/s","1,5 × 10^6 m/s","3,0 × 10^6 m/s",C
"Energia uwolniona z rozpadu wysokoenergetycznych fosforanów, ATP i fosfokreatyny, może utrzymać maksymalny wysiłek fizyczny przez około:",1-2 sekundy.,5-10 sekund.,30-40 sekund.,50-60 sekund.,B
"W obwodzie szeregowym, jeśli prąd w jednej lampie wynosi 2 A, prąd w lampie obok wynosi","połowa, 1 A",02:00,"Zależy od tego, która lampa znajduje się bliżej akumulatora",Za mało informacji do powiedzenia,B
Które z poniższych czynników z największym prawdopodobieństwem doprowadzi z czasem do silniejszego wzrostu gospodarczego?,Szybsze zużycie zasobów naturalnych.,Wyższe wskaźniki analfabetyzmu wśród dorosłych.,Spadające zasoby dóbr kapitałowych.,Ulgi podatkowe na inwestycje.,D
"Gospodarka znajduje się w głębokiej recesji. Biorąc pod uwagę obecną sytuację gospodarczą, które z poniższych stwierdzeń dotyczących polityki pieniężnej jest trafne?",Ekspansywna polityka tylko pogłębiłaby recesję.,"Ekspansywna polityka znacznie zwiększa zagregowany popyt, jeśli inwestycje są wrażliwe na zmiany stóp procentowych.",Polityka restrykcyjna jest odpowiednim bodźcem dla inwestycji i konsumpcji.,"Jeśli popyt na pieniądz jest doskonale elastyczny, ekspansywna polityka pieniężna może być całkiem skuteczna.",B
"Przedsiębiorstwa angażują się w rachunkowość społeczną ze względu na zapotrzebowanie _________, aby zidentyfikować ________, poprawić ___________ oraz zachęcić do _________ i ___________","Interesariusze, Ryzyko, Zarządzanie interesariuszami, Odpowiedzialność, Przejrzystość","Interesariusze, odpowiedzialność, przejrzystość, ryzyko, zarządzanie interesariuszami","Interesariusze, odpowiedzialność, ryzyko, interesariusze, zarządzanie interesariuszami","Interesariusze, zarządzanie interesariuszami, przejrzystość, ryzyko, odpowiedzialność",A
"Podatek nałożony na dostawcę z większym prawdopodobieństwem zostanie przerzucony na konsumenta w postaci podwyżki cen, jeżeli",Elastyczność cenowa popytu jest bardzo elastyczna.,Elastyczność cenowa popytu jest wysoce nieelastyczna.,Elastyczność cenowa popytu jest elastyczna jednostkowo.,Płacowa elastyczność popytu jest bardzo elastyczna.,B
Oświadczenie 1 | W grupie (ab)^{-2} = b^{-2}a^{-2}. Oświadczenie 2 | W grupie (ab)^n = a^nb^n.,"Prawda, prawda","Fałsz, Fałsz","Prawda, Fałsz","Fałsz, prawda",B
"Jak określa się stopień, w jakim konkurencja w jednym kraju jest uzależniona od konkurencji w innych krajach?",Handel międzynarodowy,Globalna ekonomia,Globalna konkurencja,Globalizacja,D
"Programista napisał poniższy program. Program korzysta z listy liczb o nazwie numList. Program jest przeznaczony do wyświetlania sumy liczb na liście.
 suma ← liczbaList [1]
 DLA KAŻDEJ wartości IN numList
 suma ← suma + wartość
 WYŚWIETL sumę
 W celu przetestowania programu, programista inicjalizuje numList do [0 , 1 , 4 , 5]. Program wyświetla 10, a programista stwierdza, że program działa zgodnie z przeznaczeniem. Które z poniższych stwierdzeń jest prawdziwe?",Wniosek jest słuszny; Program działa zgodnie z przeznaczeniem.,"Wniosek jest błędny; Program nie wyświetla poprawnej wartości dla przypadku testowego [0, 1, 4, 5].","Wniosek jest błędny; Użycie przypadku testowego [0, 1, 4, 5] nie jest wystarczające do stwierdzenia, że program jest poprawny.","Wniosek jest błędny; Użycie przypadku testowego [0, 1, 4, 5] potwierdza jedynie, że program działa dla list w kolejności rosnącej.",C
Dlaczego Parfit sprzeciwia się równości?,"Twierdzi on, że nierówne społeczeństwo jest nieuniknione.","Twierdzi on, że dając pierwszeństwo potrzebom ubogich, możemy zwiększyć równość.","Zapewnia, że każdy z nas jest odpowiedzialny za nasze ubóstwo.",Całkowicie odrzuca ideę równości.,B
"To pytanie odnosi się do następujących informacji.
""Rzeczywiście, zarówno fatwy wybitnych [uczonych], którzy opierają swoją opinię zarówno na rozumie, jak i tradycji, jak i konsensus społeczności sunnickiej zgadzają się, że starożytny obowiązek wytępienia, eksterminacji i wypędzenia złych innowacji musi być celem naszych wzniosłych aspiracji, ponieważ ""gorliwość religijna jest zwycięstwem Wiary Boga Dobroczynnego""; Następnie, zgodnie ze słowami Proroka (Pokój z nim!) ""Ktokolwiek wprowadza złą innowację do naszego porządku, musi zostać wydalony"" i ""Ktokolwiek czyni coś przeciwko naszemu porządkowi, musi zostać wydalony"", działanie stało się konieczne i konieczne...""
List sułtana osmańskiego Selima I do Safawida Szacha Ismaila I, 1514
Safawidzi ściągnęli na siebie gniew imperiów islamskich, takich jak imperium osmańskie i imperium Mogołów, głównie dlatego, że Safawidzi",były imperium ekspansjonistycznym geograficznie położonym pomiędzy dwoma innymi ekspansjonistami,odrzucił główne zasady islamu,zniewolił chrześcijan i zamienił ich w bojowników Safawidów,Ismail ogłosił się kalifem,A
"To pytanie odnosi się do następujących informacji.
Idę obok kolumny, pytam, co się dzieje.
Żołnierz mówi po prostu: ""Każdego dnia wzywają kolejnych.
""Niektórzy z nas zostali wysłani na północ do Żółtej Rzeki w wieku piętnastu lat.
A teraz, w wieku czterdziestu lat, wyruszamy do garnizonów na zachodzie.
Na naszej pierwszej wycieczce sołtys musiał zawiązać nam bandany.
Kiedy wróciliśmy, nasze włosy były siwe, ale wciąż jest więcej niepokojów.
Przygraniczne garnizony spływają krwią, która mogłaby wypełnić ocean,
Ale ambicje terytorialne Wojowniczego Imperatora jeszcze nie osiągnęły szczytu.
W stu krainach na wschód od gór, w całej krainie Han,
Musi być dziesięć tysięcy wiosek, w których teraz plasują się jeżyny.
Nawet jeśli żony są wystarczająco silne, by posługiwać się motyką i pługiem,
Plony rosną w każdą stronę, na polach panuje bałagan.
Najtrudniej jest mężczyznom z Shanxi, którzy mają reputację wojowników:
Są wyłapywane jak psy lub kurczaki, każdy samiec jest pod wrażeniem.
— Ależ panie, choć to dobrze z pana strony, że pan,
Narzekanie nie należy do zadań żołnierza.
Możemy tylko potrząsać głowami. Weźmy tę zimę:
Żołnierze Shanxi nigdy nie zostali odesłani do domu.
Urzędnicy powiatowi domagają się podatku gruntowego,
Ale skąd się to bierze? Nie możesz uzyskać krwi z kamienia!
Szczerze mówiąc, myślę, że to pech, że teraz urodziłem syna,
Lepiej mieć córkę: przynajmniej może wyjść za mąż
I mieszkać z sąsiadami obok.
Ale syn skończy na jakiejś odległej prerii.
Du Fu, ""Ballada o wozach wojskowych"", ok. 750 n.e.
Wiersz dostarcza dowodów na to, które z poniższych stwierdzeń odnosi się do relacji płci w społeczeństwie tangowskim?",Konfucjańskie relacje między mężem a żoną były nadal silne w społeczeństwie Tang.,"Reskrypty cesarskie kładły nacisk na narodziny zdolnych synów, a nie na córki, aby wypełnić kontyngenty poborowe.","Praca w rolnictwie mogłaby być wspólna zarówno dla kobiet, jak i mężczyzn.",Tradycyjne chińskie relacje między płciami zostały odwrócone za panowania cesarzowej Wu Zetian.,C
Na płaszczyźnie xy wykres x^(log y) = y^log x wynosi,Otwarty pierwszy kwadrant,Krzywa zamknięta,Promień w otwartym pierwszym kwadrancie,pojedynczy punkt,A
Który z wymienionych krajów wyemitował najwięcej CO2 na mieszkańca w 2017 roku?,Japonia,Kanada,Rosja,Iran,B
Co to jest atak powtórkowy?,Gdy osoba atakująca odpowie na wiadomość wysłaną do niej przez system,"Atak, który ciągle się powtarza, szukając słabych punktów","Atak, który wykorzystuje własne komunikaty systemu, a więc nie można się przed nim bronić","Osoba atakująca ponownie wysyła przechwyconą wiadomość, a witryna akceptuje ją i odpowiada na jej korzyść",D
"Fakt, że częstotliwość absorpcji chlorku deuteru (DCl) w podczerwieni jest przesunięta w stosunku do częstotliwości chlorku wodoru (HCl), wynika z różnic w ich",Rozkład elektronów,Moment dipolowy,stała siły,zredukowana masa,D
"Wydajność kwantowa detektora fotonów wynosi 0,1. Jeśli do detektora zostanie wysłanych 100 fotonów, jeden po drugim, detektor wykryje fotony","średnio 10 razy, z odchyleniem RMS około 4","średnio 10 razy, z odchyleniem skutecznym około 3","średnio 10 razy, z odchyleniem RMS około 1","średnio 10 razy, z odchyleniem RMS około 0,1",B
Który z poniższych zestawów ciągów bitowych NIE MOŻE być opisany za pomocą wyrażenia regularnego?,"Wszystkie ciągi bitowe, których liczba zer jest wielokrotnością pięciu",Wszystkie ciągi bitowe zaczynające się od zera i kończące się jedynką,Wszystkie ciągi bitowe z parzystą liczbą zer,Wszystkie ciągi bitowe z większą liczbą jedynek niż zer,D
Które z poniższych elementów obejmuje adaptacje roślin w celu zminimalizowania strat wody w środowiskach o wysokich temperaturach?,Liczne aparaty szparkowe,Cienkie skórki,Kolce zamiast liści,Duży stosunek powierzchni do objętości,C
"Mutacje to błędy w DNA, które:",są zawsze szkodliwe.,występują tylko w obecności czynników rakotwórczych.,zwiększyć wzrost guza.,występują spontanicznie i z małą częstotliwością.,D
Które z poniższych stwierdzeń jest prawdziwe w przypadku niedoczynności tarczycy?,Utrata masy ciała,Obrzęk śluzowaty przedpiszczelowy,Podwyższony poziom TSH,Niechęć do ciepłych miejsc,C
"Szacowana wartość domów w mieście wynosi średnio 125 000 USD z odchyleniem standardowym 23 000 USD. Ze względu na nową umowę z nauczycielami, okręg szkolny potrzebuje dodatkowych 10% funduszy w porównaniu z rokiem poprzednim. Aby zebrać te dodatkowe pieniądze, miasto instruuje biuro oceny, aby podniosło wszystkie wyceniane wartości domów o 5,000 USD. Jakie będzie nowe odchylenie standardowe szacowanych wartości domów w mieście?",23 000 dolarów ,25 300 dolarów ,28 000 dolarów ,30 300 dolarów ,A
" W swojej dyskusji na temat dyskryminacji na wojnie, Valls sugeruje, że",Nie ma różnicy między walczącymi i niewalczącymi.,Różnica między walczącymi a niewalczącymi jest kwestią stopnia.,Różnica między kombatantami a niewalczącymi jest kategoryczna i wyraźna.,"""Terroryzm"" powinien być zdefiniowany jako masowa przemoc.",B
 Według Nussbauma traktowanie kogoś jako przedmiotu jest,wystarczające do seksualnego uprzedmiotowienia.,niezbędne do uprzedmiotowienia seksualnego.,nie jest konieczne do uprzedmiotowienia seksualnego.,wszystkie powyższe.,C
"W którym z tych dwóch scenariuszy główny bohater (który używa I/Me/My) robi coś wyraźnie moralnie złego, zgodnie ze zwykłymi standardami moralnymi w USA od 2020 roku? Scenariusz 1 | Kiedy moi rodzice spali, poszedłem pobiegać. Scenariusz 2 | Wlałem detergent do pralki pełnej ubrań mojej współlokatorki.","Źle, źle","Źle, nie źle","Nie źle, źle","Nie źle, nie źle",D
"W którym z tych dwóch scenariuszy główny bohater (który używa I/Me/My) robi coś wyraźnie moralnie złego, zgodnie ze zwykłymi standardami moralnymi w USA od 2020 roku? Scenariusz 1 | Czasami staram się mówić prawdę, chyba że wpędzi mnie to w kłopoty. Scenariusz 2 | Pocałowałem moją dziewczynę na pokazie magii.","Źle, źle","Źle, nie źle","Nie źle, źle","Nie źle, nie źle",B
"W którym z tych dwóch scenariuszy główny bohater (który używa I/Me/My) robi coś wyraźnie moralnie złego, zgodnie ze zwykłymi standardami moralnymi w USA od 2020 roku? Scenariusz 1 | Przejechałem kosiarką po świeżym dywanie. Scenariusz 2 | Oddałem mocz do ręki, aby móc przetestować ją pod kątem infekcji.","Źle, źle","Źle, nie źle","Nie źle, źle","Nie źle, nie źle",A
"W którym z tych dwóch scenariuszy główny bohater (który używa I/Me/My) robi coś wyraźnie moralnie złego, zgodnie ze zwykłymi standardami moralnymi w USA od 2020 roku? Scenariusz 1 | Zobaczyłem słynnego Eltona Johna przed areną koncertową i zrobiłem mu zdjęcie, nie pytając go o zdanie. Scenariusz 2 | Doniosłem na innego strażnika, który przemyca narkotyki do więzienia i sprzedaje je więźniom.","Źle, źle","Źle, nie źle","Nie źle, źle","Nie źle, nie źle",D
"W którym z tych dwóch scenariuszy główny bohater (który używa I/Me/My) robi coś wyraźnie moralnie złego, zgodnie ze zwykłymi standardami moralnymi w USA od 2020 roku? Scenariusz 1 | Uderzyłem w przerwie, aby nie trafić w piłkę, która wpadła na drogę. Scenariusz 2 | Uczyłem moje dzieci grać na ksylofonie.","Źle, źle","Źle, nie źle","Nie źle, źle","Nie źle, nie źle",D
"W którym z tych dwóch scenariuszy główny bohater (który używa I/Me/My) robi coś wyraźnie moralnie złego, zgodnie ze zwykłymi standardami moralnymi w USA od 2020 roku? Scenariusz 1 | Kiedy zepsuła się zamrażarka w mojej restauracji, podałem ciepłe mięso, mimo że wiedziałem, że jest bardzo niebezpieczne. Scenariusz 2 | Postanowiłem rozpalić ognisko w lesie.","Źle, źle","Źle, nie źle","Nie źle, źle","Nie źle, nie źle",A
"Większe spożycie mleka
","W kilku badaniach stwierdzono, że wiąże się to z większą częstością złamań i wyższą śmiertelnością",W okresie dojrzewania wydaje się być związane z wyższą gęstością mineralną kości w późniejszym życiu,Jest konsekwentnie związany z niższym odsetkiem złamań,"W krajach o najwyższym wskaźniku złamań sugeruje, że spożywanie mleka jest korzystne dla szkieletu.",A
"Które z poniższych stwierdzeń dotyczących metabolizmu glukozy jest poprawne?
",Glukagon zwiększa szybkość glikolizy,Glikoliza wymaga NADP+,W glikolizie glukoza jest rozszczepiana na dwa produkty trójwęglowe,Końcowym produktem glikolizy w czerwonych krwinkach jest pirogronian,C
"Nagel twierdzi, że problem szczęścia moralnego jest ściśle związany z problemem:",istnienie Boga.,wolność woli.,egoizm psychologiczny.,uniwersalia.,B
Według Singera przestrzeganie jego zasady wymaga:,"Niewielkie zmiany w naszych osobistych nawykach, ale nie w naszym społeczeństwie jako całości.","Niewielkie zmiany w naszych osobistych nawykach, a także w społeczeństwie.","Drastyczne zmiany w naszych osobistych nawykach, ale nie w naszym społeczeństwie.","drastyczne zmiany zarówno w naszych osobistych nawykach, jak i w naszym społeczeństwie.",D
"Które z poniższych jest ostatnie, które jest zajmowane przez istoty ludzkie?",Nowa Gwinea,Australia,Nowa Zelandia,Timor,C
Cywilizacja nubijska:,poprzedzał i stymulował rozwój kultury egipskiej.,był wynikiem kolonizacji Mezopotamii na południu.,"rozwinęła się w odpowiedzi na kulturę egipską, ale nie w jej naśladowaniu.",nie miał kontaktów z sąsiednimi kulturami.,C
Jednostka rządowa jest zobowiązana do ujęcia sprawozdania z przepływów pieniężnych w którym z poniższych sprawozdań finansowych?,Sprawozdania finansowe funduszy rządowych.,Rządowe sprawozdania finansowe.,Sprawozdania finansowe funduszy własnych.,Sprawozdania finansowe funduszu powierniczego.,C
Które z poniższych stwierdzeń jest poprawne w odniesieniu do zmian wartości szacunkowych?,Większość zmian wartości szacunkowych ujmuje się retrospektywnie.,"W każdym przypadku, gdy niemożliwe jest ustalenie, czy nastąpiła zmiana wartości szacunkowych lub zmiana zasad rachunkowości, zmianę tę należy uznać za zmianę zasadniczą.","W każdym przypadku, gdy niemożliwe jest ustalenie, czy nastąpiła zmiana wartości szacunkowych lub zmiana zasad rachunkowości, zmianę tę należy uznać za zmianę wartości szacunkowych.",Łatwiej jest odróżnić zmianę wartości szacunkowych od zmiany zasad rachunkowości niż zmianę wartości szacunkowych od korekty błędu.,C
"Niedbała jazda kierowcy poważnie zraniła innego kierowcę. Kierowca został ukarany mandatem za jazdę niewłaściwym pasem ruchu. Kierowca miał limit polisy wynoszący tylko 15 000 USD na ubezpieczenie od odpowiedzialności cywilnej. Po dostarczeniu ubezpieczycielowi kierowcy pełnego raportu medycznego, wszystkich rachunków medycznych, dokumentacji medycznej i innych wymaganych dowodów szkód, poszkodowany zażądał limitów polisy. Powód powiadomił, że roszczenie w złej wierze zostanie złożone, jeśli limity polisy nie zostaną natychmiast wypłacone. Firma ubezpieczeniowa odmówiła wypłaty bez wyjaśnienia. Ława przysięgłych przyznała poszkodowanemu powodowi 200 000 dolarów. Poszkodowany powód uzyskał podpisaną cesję od niedbałego kierowcy, która dawała mu wszelkie prawa, jakie mógł mieć wobec swojego ubezpieczyciela. Czy sąd prawdopodobnie zmusi firmę ubezpieczeniową do wypłacenia pełnej kwoty werdyktu ławy przysięgłych osobie poszkodowanej na podstawie tych faktów?","Limit polisy wynosi 15 000 USD i to wszystko, co może odebrać osoba poszkodowana, nie ma powództwa w złej wierze na umowę ubezpieczeniową.","Firma ubezpieczeniowa naruszyła dorozumiane zobowiązanie dobrej wiary i uczciwego obrotu, które jest zawarte w każdej umowie ubezpieczeniowej i musi zapłacić pełną kwotę wyroku.","Zła wiara ma charakter osobisty dla ubezpieczonego i jego ubezpieczyciela, cesja była nieważna, a osoba poszkodowana nie ma prawa do zapłacenia odszkodowania od ubezpieczyciela.",Strona poszkodowana musi wyegzekwować cały swój wyrok od kierowcy i nigdy nie może dochodzić od ubezpieczyciela takiej kwoty.,C
