Question,A,B,C,D,Answer
"Soalan ini merujuk kepada maklumat berikut.
Pertama kita mesti menyatakan bahawa kosmos adalah sfera dalam bentuk, sebahagiannya kerana bentuk ini menjadi keseluruhan yang sempurna yang tidak memerlukan sendi, adalah yang paling lengkap, sebahagiannya kerana ia membuat bentuk yang paling luas, yang paling sesuai untuk mengandungi dan memelihara segala-galanya; atau sekali lagi kerana semua bahagian konstituen alam semesta, iaitu matahari, bulan dan planet muncul dalam bentuk ini; atau kerana segala-galanya berusaha untuk mencapai bentuk ini, seperti yang muncul dalam kes titisan air dan badan cecair lain jika mereka cuba menentukan diri mereka sendiri. Jadi tiada siapa yang akan meragui bahawa bentuk ini adalah milik badan-badan syurga. ...
Oleh itu, bumi juga sfera tidak dapat dipersoalkan, kerana ia menekan dari semua pihak di tengahnya. Walaupun oleh sebab ketinggian gunung dan kemurungan lembah bulatan sempurna tidak dapat difahami, namun ini tidak menjejaskan sifat sfera umum bumi. ...
Oleh kerana telah ditunjukkan bahawa bumi mempunyai bentuk sfera, kita mesti mempertimbangkan sama ada pergerakan juga bertepatan dengan bentuk ini, dan apa tempat bumi memegang di alam semesta. ... Majoriti penulis tentu saja bersetuju bahawa bumi berdiri masih di tengah-tengah alam semesta, dan menganggapnya tidak dapat dibayangkan dan tidak masuk akal untuk menganggap sebaliknya. Tetapi jika perkara itu ditimbang dengan teliti, ia akan dilihat bahawa soalan itu belum diselesaikan dan oleh itu tidak boleh dipandang ringan. Setiap perubahan tempat yang diperhatikan adalah disebabkan, iaitu, pergerakan objek yang diperhatikan atau pemerhati, atau pergerakan kedua-duanya. ... Sekarang dari bumi bahawa revolusi langit diperhatikan dan ia dihasilkan untuk mata kita. Oleh itu jika bumi tidak mengalami pergerakan pergerakan ini mesti berlaku dalam segala hal di luar bumi, tetapi ke arah yang bertentangan daripada jika segala-galanya di bumi bergerak, dan semacam ini adalah revolusi harian. Jadi ini nampaknya menjejaskan seluruh alam semesta, iaitu segala-galanya di luar bumi dengan pengecualian tunggal bumi itu sendiri. Walau bagaimanapun, jika seseorang harus mengakui bahawa pergerakan ini tidak khusus kepada langit, tetapi bumi berputar dari barat ke timur, dan jika ini dipertimbangkan dengan teliti berkenaan dengan kebangkitan dan penetapan matahari, bulan dan bintang-bintang, akan ditemui bahawa ini adalah keadaan sebenar.
Nicolas Copernicus, Revolusi Badan Syurgawi, 1543
Petikan itu boleh digunakan sebagai bukti bahawa Copernicus berbeza daripada ahli falsafah semulajadi Aristotle tradisional pada zamannya kerana dia mencadangkan bahawa",Cosmos adalah sfera,Bumi adalah sfera,Cosmos adalah geostatik,Bumi tidak bergerak,D
"Tentukan kepekatan H+(aq) dalam fenol 1.0 M, C6H5OH, larutan. (Ka untuk fenol ialah 1 × 10^-10.)",1 × 10^-10 M,1 × 10^-9 M,1 × 10^-3 M,1 × 10^-5 M,D
"Antara faktor-faktor berikut, yang manakah akan dianggap sebagai faktor ""tarik"" untuk Riva apabila mempertimbangkan perpindahan dari India ke Amerika Syarikat?",Hapuskan kemiskinan,Pekerjaan yang lebih baik dan gaji yang lebih tinggi,Sistem kasta India,Keganasan di kawasan kejiranannya,B
"Berbanding dengan parti politik di negara-negara seperti England dan Israel, kedua-duanya mempunyai sistem pelbagai parti, parti politik Amerika adalah",kurang berminat untuk mempengaruhi keputusan pilihan raya,kurang jelas dikenal pasti dengan ideologi politik yang konsisten,kurang berkesan kumpul wang daripada penyokong politik,lebih mampu mencerminkan matlamat keseluruhan kawasan pilihan raya mereka,B
"Nombor, dibundarkan kepada seribu terdekat, ialah 47,000. Nombor manakah yang boleh menjadi nombor yang dibundarkan?","46,295","46,504","47,520","47,924",B
"Tangki adalah dalam bentuk prisma segi tiga. Sekiranya asas segi tiga mempunyai keluasan 116 kaki persegi, dan tangki adalah 30 kaki tinggi, berapa banyak air yang akan mengandungi tangki apabila ia penuh?",1725 kaki^3,1740 kaki^3,3480 kaki^3,6960 kaki^3,C
"Voltan yang diaruh dalam induksi diwakili sebagai,",produk induksi dan arus melaluinya.,nisbah induksinya kepada semasa melaluinya.,nisbah semasa melaluinya kepada induksinya.,produk induksi dan kadar perubahan arus melaluinya.,D
"Antara ciri-ciri berikut, yang manakah secara amnya konsisten dengan rogol tarikh?",penggunaan kekerasan berlebihan,direncanakan,bermotivasi seksual,melibatkan penggunaan senjata,C
Cari panjang lengkung y = ln x antara titik di mana y = 1/2 dan y = 1.,0.53,0.86,1.18,1.36,C
Find $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$,1,-1,0,2,B
Perspektif psikologi mana yang paling popular pada awal abad kedua puluh di Eropah Barat?,neurosains,Evolusi,Ahli tingkah laku,psikoanalitik,D
Ketidakupayaan yang dipelajari kemungkinan besar berkaitan secara langsung dengan,kesan Barnum.,berat sebelah layan diri.,lokus kawalan luaran.,pandangan positif tanpa syarat.,C
Penyelidikan Garcia dan Koelling mengenai keengganan yang dipelajari membuktikan bahawa pasangan UCS dan CS berikut yang manakah yang paling berkuasa dan dipelajari paling cepat?,melaksanakan tugas dan menerima ganjaran makanan,loya dan makanan atau minuman,pergerakan dan kejutan,Hukuman dan ganjaran,B
"Sebahagian air Marikh dibekukan di dalam tanah dan topi ais dan ada yang hilang akibat pelucutan angin solar tetapi banyak air asal dianggap telah hilang melalui mekanisme lain. Apa yang berlaku kepada air ""hilang"" ini?",ia dilucutkan oleh medan magnet apabila ia menurun dengan cepat dalam kekuatan,Ia dipecahkan kepada hidrogen dan oksigen oleh cahaya ultraviolet dan hidrogen hilang melalui haba melarikan diri,ia dimakan oleh tamadun Martians yang dahaga,ia telah dikuap semasa tempoh volkanisme yang sengit dan hilang ke angkasa lepas melalui melarikan diri haba,B
"Bergerak pada kelajuan awal 1.5 × 10^6 m/s, proton memasuki kawasan medan magnet bermagnitud 1.5 T. Jika vektor halaju awal proton membuat sudut 30° dengan medan magnet, kira kelajuan proton 4 s selepas memasuki medan magnet.",5.0 × 10^6 m/s,7.5 × 10^6 m/s,1.5 × 10^6 m/s,3.0 × 10^6 m/s,C
"Tenaga yang dibebaskan dari pecahan fosfat tenaga tinggi, ATP dan phosphocreatine, boleh mengekalkan senaman senaman maksimum untuk kira-kira:",1-2 saat.,5-10 saat.,30-40 saat.,50-60 saat.,B
"Dalam litar siri, jika arus dalam satu lampu adalah 2 A, arus dalam lampu di sebelahnya adalah","separuh, 1 A",2:00 PTG,Bergantung pada lampu mana yang lebih dekat dengan bateri,Maklumat tidak mencukupi untuk dikatakan,B
"Antara berikut, yang manakah berkemungkinan besar akan menghasilkan pertumbuhan ekonomi yang lebih kukuh dari semasa ke semasa?",Penggunaan sumber semula jadi yang lebih cepat.,Kadar buta huruf dewasa yang lebih tinggi.,Stok barangan modal yang jatuh.,Kredit cukai pelaburan.,D
Ekonomi berada dalam kemelesetan yang mendalam. Memandangkan keadaan ekonomi ini yang mana antara kenyataan berikut mengenai dasar monetari adalah tepat?,Dasar pengembangan hanya akan memburukkan kemelesetan.,Dasar pengembangan sangat meningkatkan permintaan agregat jika pelaburan sensitif terhadap perubahan dalam kadar faedah.,Dasar penguncupan adalah rangsangan yang sesuai untuk pelaburan dan penggunaan.,Sekiranya permintaan untuk wang adalah dasar monetari pengembangan elastik mungkin agak berkesan.,B
"Perniagaan terlibat dalam perakaunan sosial kerana permintaan dari _________, untuk mengenal pasti ________, untuk memperbaiki ___________ dan menggalakkan _________ dan ___________","Pihak Berkepentingan, Risiko, Pengurusan pihak berkepentingan, Akauntabiliti, Ketelusan","Pihak Berkepentingan, Akauntabiliti, Ketelusan, Risiko, Pengurusan Pihak Berkepentingan","Pihak Berkepentingan, Akauntabiliti, Risiko, Pihak Berkepentingan, Pengurusan Pihak Berkepentingan","Pihak Berkepentingan, Pengurusan Pihak Berkepentingan, Ketelusan, Risiko, Akauntabiliti",A
Cukai yang dikenakan ke atas pembekal lebih cenderung akan diserahkan kepada pengguna dalam bentuk kenaikan harga jika,Keanjalan harga permintaan sangat elastik.,Keanjalan harga permintaan sangat tidak elastik.,Keanjalan harga permintaan adalah unit elastik.,Keanjalan upah permintaan sangat elastik.,B
Kenyataan 1 | Dalam kumpulan (ab)^{-2} = b^{-2}a^{-2}. Kenyataan 2 | Dalam kumpulan (ab)^n = a^nb^n.,"Benar, Benar","Palsu, Palsu","Benar, Palsu","Palsu, Benar",B
Apakah istilah sejauh mana persaingan di satu negara dipengaruhi oleh persaingan di negara lain?,Perdagangan antarabangsa,Ekonomi global,Persaingan global,Globalisasi,D
"Seorang pengaturcara menulis program di bawah. Program ini menggunakan senarai nombor yang dipanggil numList. Program ini bertujuan untuk memaparkan jumlah nombor dalam senarai.
 jumlah ← numList [1]
 BAGI SETIAP nilai DALAM numList
 jumlah ← jumlah + nilai
 Jumlah paparan
 Untuk menguji program ini, pengaturcara memulakan numList ke [0 , 1 , 4 , 5]. Program ini memaparkan 10, dan pengaturcara menyimpulkan bahawa program ini berfungsi seperti yang dimaksudkan. Antara berikut, yang manakah benar?",Kesimpulannya betul; Program ini berfungsi seperti yang dimaksudkan.,"Kesimpulannya tidak betul; Program ini tidak memaparkan nilai yang betul untuk kes ujian [0, 1, 4, 5].","Kesimpulannya tidak betul; Menggunakan kes ujian [0, 1, 4, 5] tidak mencukupi untuk menyimpulkan program itu betul.","Kesimpulannya tidak betul; Menggunakan kes ujian [0, 1, 4, 5] hanya mengesahkan bahawa program ini berfungsi untuk senarai dalam susunan yang semakin meningkat.",C
Mengapa Parfit menentang kesamarataan?,Dia berhujah daripada masyarakat yang tidak sama rata tidak dapat dielakkan.,"Beliau mendakwa bahawa dengan memberi keutamaan kepada keperluan golongan miskin, kita boleh meningkatkan kesaksamaan.",Beliau menegaskan bahawa kita masing-masing bertanggungjawab terhadap kemiskinan kita.,Dia menolak idea kesaksamaan sama sekali.,B
"Soalan ini merujuk kepada maklumat berikut.
""Sesungguhnya, sebagai kedua-dua fatwa para ulama terkenal yang mendasarkan pendapat mereka atas sebab dan tradisi sama dan kesepakatan masyarakat Sunni bersetuju bahawa kewajipan kuno pengusiran, pemusnahan, dan pengusiran inovasi jahat mestilah tujuan aspirasi kita yang dimuliakan, kerana ""Semangat agama adalah kemenangan bagi Iman Tuhan yang Maha Pengampun""; kemudian, mengikut kata-kata Nabi (Selawat ke atasnya!) ""Siapa pun yang memperkenalkan inovasi jahat ke dalam perintah kita mesti diusir"" dan ""Siapa pun yang ditangkap terhadap perintah kita mesti diusir,"" tindakan telah menjadi perlu dan menggembirakan ...""
Surat dari Sultan Uthmaniyyah Selim I kepada Safavid Shah Ismail I, 1514
Safavid menimbulkan kemarahan empayar Islam seperti Uthmaniyyah dan Empayar Mughal terutamanya kerana Safavid",adalah sebuah empayar pengembangan geografi yang terletak di antara dua pengembangan lain,- Tolak rukun Islam,"orang Kristian yang diperhambakan, dan mengubahnya menjadi pejuang Safavid",Ismail mengisytiharkan dirinya sebagai Khalifah,A
"Soalan ini merujuk kepada maklumat berikut.
Saya berjalan di tepi lajur, tanya apa yang sedang berlaku.
Seorang askar berkata dengan mudah: ""Mereka memanggil lebih banyak setiap hari.
""Sebahagian daripada kami dihantar ke utara ke Sungai Kuning pada usia lima belas tahun,
Dan sekarang pada empat puluh kita menuju ke garrison di barat.
Pada lawatan pertama kami, ketua kampung terpaksa mengikat bandannas kami untuk kami.
Apabila kita kembali, rambut kita putih, tetapi masih ada lagi pergolakan.
Garrison sempadan berjalan dengan darah, cukup untuk mengisi lautan,
Tetapi cita-cita wilayah Maharaja Mempertahankan Diri masih belum menangis.
Di beratus-ratus daerah di sebelah timur pergunungan, di seluruh tanah Han,
Mesti ada sepuluh ribu kampung yang brambles sekarang infest.
Walaupun isteri cukup kuat untuk mengendalikan hoe dan bajak,
Tanaman tumbuh setiap cara, ladang semuanya kucar-kacir.
Ia adalah yang paling sukar bagi lelaki Shanxi, dengan reputasi mereka sebagai pejuang:
Mereka dibundarkan seperti anjing atau ayam, setiap lelaki kagum.
""Tetapi tuan, walaupun baik kamu bertanya,
Mengadu bukan sebahagian daripada tugas askar.
Kita hanya boleh menggelengkan kepala kita. Ambil musim sejuk ini:
Tentera Shanxi tidak pernah dihantar pulang.
Pegawai Daerah menuntut cukai tanah,
Tetapi dari mana asalnya? Bagai menakik darah di batu!
Sejujurnya saya fikir nasib buruk untuk menanggung anak lelaki sekarang,
Lebih baik mempunyai anak perempuan: sekurang-kurangnya dia boleh berkahwin
Dan tinggal bersama jiran-jiran di sebelah.
Tetapi seorang anak lelaki akan akhirnya terbaring di beberapa prairie yang jauh.
Du Fu, ""Balada Kereta Tentera,"" ca. 750 C.E.
Puisi ini memberikan bukti yang mana antara yang berikut berkenaan dengan hubungan jantina dalam masyarakat Tang?",Hubungan Confucian antara suami dan isteri masih kuat dalam masyarakat Tang.,Kerahan empayar menekankan kelahiran anak lelaki yang berkebolehan berbanding anak perempuan untuk memenuhi kuota kerahan.,Kerja pertanian boleh dikongsi oleh wanita dan lelaki.,Hubungan jantina tradisional Cina telah diterbalikkan semasa pemerintahan Maharani Wu Zetian.,C
"Dalam satah xy, graf x^(log y) = y^log x ialah",kuadran pertama terbuka,lengkung tertutup,sinar dalam kuadran pertama terbuka,satu titik,A
Antara negara-negara berikut yang mengeluarkan CO2 per kapita paling banyak pada tahun 2017?,Jepun,Kanada,Rusia,Iran,B
Apakah serangan main semula?,Apabila penyerang membalas mesej yang dihantar kepadanya oleh sistem,"Serangan yang terus berulang, menyiasat kelemahan",Serangan yang menggunakan mesej sistem sendiri dan oleh itu tidak boleh dipertahankan terhadap,"Penyerang menghantar mesej yang ditangkap, dan laman web ini menerimanya dan bertindak balas dengan memihak kepada penyerang",D
Hakikat bahawa frekuensi penyerapan inframerah deuterium klorida (DCl) beralih daripada hidrogen klorida (HCl) adalah disebabkan oleh perbezaan di dalamnya,pengagihan elektron,Masa Dipole,pemalar daya,Jisim dikurangkan,D
"Kecekapan kuantum pengesan foton ialah 0.1. Jika 100 foton dihantar ke pengesan, satu demi satu, pengesan akan mengesan foton","purata 10 kali, dengan sisihan rms kira-kira 4","Purata 10 kali, dengan sisihan rms kira-kira 3","Purata 10 kali, dengan sisihan rms kira-kira 1","Purata 10 kali, dengan sisihan RMS kira-kira 0.1",B
"Antara set rentetan bit berikut, yang manakah TIDAK BOLEH diterangkan dengan ungkapan biasa?",Semua rentetan bit yang bilangan sifarnya ialah gandaan lima,Semua rentetan bit bermula dengan sifar dan berakhir dengan satu,Rentetan semua bit dengan bilangan sifar genap,Semua rentetan bit dengan lebih daripada sifar,D
Penyesuaian tumbuhan untuk meminimumkan kehilangan air di persekitaran dengan suhu tinggi termasuk yang berikut?,Banyak stomata,Kutikula nipis,Tulang belakang bukannya daun,Nisbah permukaan ke isipadu yang besar,C
Mutasi adalah kesilapan dalam DNA yang:,sentiasa berbahaya.,hanya berlaku di hadapan karsinogen.,meningkatkan pertumbuhan tumor.,berlaku secara spontan pada kadar yang rendah.,D
"Antara berikut, yang manakah benar mengenai hipotiroidisme?",Penurunan berat badan,Myxoedema pra-tibial,Tahap TSH yang dinaikkan,Keengganan ke tempat yang hangat,C
"Nilai rumah yang dinilai di bandar mempunyai min $ 125,000 dengan sisihan piawai $ 23,000. Oleh kerana kontrak guru baru, daerah sekolah memerlukan dana tambahan 10% berbanding tahun sebelumnya. Untuk mengumpul wang tambahan ini, bandar mengarahkan pejabat penilaian untuk menaikkan semua nilai rumah yang dinilai sebanyak $ 5,000. Apakah sisihan piawai baru bagi nilai-nilai rumah yang dinilai di bandar?","$ 23,000 ","$ 25,300 ","$ 28,000 ","$30,300 ",A
" Dalam perbincangannya mengenai diskriminasi dalam peperangan, Valls mencadangkan bahawa",Tidak ada perbezaan antara pejuang dan noncombatants.,Perbezaan antara pejuang dan noncombatants adalah masalah ijazah.,Perbezaan antara pejuang dan noncombatants adalah kategori dan jelas.,"""keganasan"" harus ditakrifkan sebagai keganasan sembarangan.",B
" Menurut Nussbaum, merawat seseorang sebagai objek adalah",mencukupi untuk objekifikasi seksual.,diperlukan untuk objekifikasi seksual.,tidak perlu untuk objekifikasi seksual.,semua perkara di atas.,C
"Yang mana antara kedua-dua senario ini adakah watak utama (yang menggunakan saya / saya / saya) melakukan sesuatu yang jelas salah dari segi moral, mengikut piawaian moral biasa di AS pada tahun 2020? Senario 1 | Semasa ibu bapa saya sedang tidur, saya pergi berjoging. Senario 2 | Saya menuangkan detergen ke dalam mesin basuh yang penuh dengan pakaian rakan sebilik saya.","Salah, Salah","Salah, Tidak salah","Tidak salah, Salah","Tidak salah, Tidak salah",D
"Yang mana antara kedua-dua senario ini adakah watak utama (yang menggunakan saya / saya / saya) melakukan sesuatu yang jelas salah dari segi moral, mengikut piawaian moral biasa di AS pada tahun 2020? Senario 1 | Saya kadang-kadang cuba bercakap benar, melainkan jika ia membuat saya menghadapi masalah. Senario 2 | Saya mencium teman wanita saya di pertunjukan sihir.","Salah, Salah","Salah, Tidak salah","Tidak salah, Salah","Tidak salah, Tidak salah",B
"Yang mana antara kedua-dua senario ini adakah watak utama (yang menggunakan saya / saya / saya) melakukan sesuatu yang jelas salah dari segi moral, mengikut piawaian moral biasa di AS pada tahun 2020? Senario 1 | Saya berlari ke atas permaidani segar dengan mesin rumput. Senario 2 | Saya membuang air kecil ke tangan saya supaya saya boleh mengujinya untuk jangkitan.","Salah, Salah","Salah, Tidak salah","Tidak salah, Salah","Tidak salah, Tidak salah",A
"Yang mana antara kedua-dua senario ini adakah watak utama (yang menggunakan saya / saya / saya) melakukan sesuatu yang jelas salah dari segi moral, mengikut piawaian moral biasa di AS pada tahun 2020? Senario 1 | Saya melihat Elton John yang terkenal di luar arena konsert dan mengambil gambarnya tanpa bertanya kepadanya. Senario 2 | Saya melaporkan seorang lagi pengawal yang menyelinap masuk dadah narkotik ke dalam penjara dan menjualnya kepada banduan.","Salah, Salah","Salah, Tidak salah","Tidak salah, Salah","Tidak salah, Tidak salah",D
"Yang mana antara kedua-dua senario ini adakah watak utama (yang menggunakan saya / saya / saya) melakukan sesuatu yang jelas salah dari segi moral, mengikut piawaian moral biasa di AS pada tahun 2020? Senario 1 | Saya menghentam rehat saya untuk terlepas bola ketika masuk ke jalan raya. Senario 2 | Saya mengajar anak-anak saya bermain xylophone.","Salah, Salah","Salah, Tidak salah","Tidak salah, Salah","Tidak salah, Tidak salah",D
"Yang mana antara kedua-dua senario ini adakah watak utama (yang menggunakan saya / saya / saya) melakukan sesuatu yang jelas salah dari segi moral, mengikut piawaian moral biasa di AS pada tahun 2020? Senario 1 | Apabila peti sejuk restoran saya pecah, saya menghidangkan daging hangat walaupun saya tahu ia sangat tidak selamat. Senario 2 | Saya memutuskan untuk memulakan kebakaran di hutan.","Salah, Salah","Salah, Tidak salah","Tidak salah, Salah","Tidak salah, Tidak salah",A
"Penggunaan susu yang lebih besar
",Telah dilaporkan dikaitkan dengan insiden patah tulang yang lebih tinggi dan kematian yang lebih tinggi dalam beberapa kajian,Semasa akil baligh nampaknya dikaitkan dengan ketumpatan mineral tulang yang lebih tinggi di kemudian hari,Secara konsisten dikaitkan dengan kadar patah yang lebih rendah,Di negara-negara yang mempunyai kadar patah tertinggi menunjukkan bahawa penggunaan susu memberi manfaat kepada rangka.,A
"Antara berikut, yang manakah kenyataan berikut mengenai metabolisme glukosa adalah betul?
",Glukagon meningkatkan kadar glikolisis,Glikolisis memerlukan NADP+,"Dalam glikolisis, glukosa disimpan ke dalam dua produk tiga karbon",Produk akhir glikolisis dalam sel darah merah adalah pyruvate,C
Nagel mendakwa bahawa masalah nasib moral berkait rapat dengan masalah:,kewujudan Tuhan.,kebebasan kehendak itu.,egoisme psikologi.,sejagat.,B
"Menurut Singer, pematuhan kepada prinsipnya memerlukan:","perubahan sederhana kepada tabiat peribadi kita, tetapi tidak kepada masyarakat kita secara keseluruhan.","perubahan sederhana kepada tabiat peribadi kita, serta kepada masyarakat.","perubahan drastik kepada tabiat peribadi kita, tetapi tidak kepada masyarakat kita.",perubahan drastik kepada tabiat peribadi kita dan masyarakat kita.,D
"Antara berikut, yang manakah yang terakhir diduduki oleh manusia?",Guinea Baru,Australia,New Zealand,Timor,C
Tamadun Nubian:,mendahului dan mendorong kebangkitan budaya Mesir.,adalah hasil penjajahan Mesopotamia di selatan.,"dibangunkan sebagai tindak balas kepada, tetapi tidak dalam tiruan, budaya Mesir.",tidak mempunyai hubungan dengan budaya jiran.,C
Entiti kerajaan diperlukan untuk memasukkan penyata aliran tunai di mana penyata kewangan berikut?,Penyata kewangan dana kerajaan.,Penyata kewangan seluruh kerajaan.,Penyata kewangan dana proprietari.,Penyata kewangan dana fidusiari.,C
"Antara berikut, yang manakah betul kerana ia berkaitan dengan perubahan dalam anggaran perakaunan?",Kebanyakan perubahan dalam anggaran perakaunan diambil kira secara retrospektif.,"Apabila mustahil untuk menentukan sama ada perubahan dalam anggaran atau perubahan dalam prinsip perakaunan berlaku, perubahan itu harus dianggap sebagai perubahan prinsip.","Apabila mustahil untuk menentukan sama ada perubahan dalam anggaran perakaunan atau perubahan prinsip perakaunan telah berlaku, perubahan itu harus dianggap sebagai perubahan dalam anggaran.",Adalah lebih mudah untuk membezakan antara perubahan dalam anggaran perakaunan dan perubahan prinsip perakaunan daripada membezakan antara perubahan dalam anggaran perakaunan dan pembetulan kesilapan.,C
"Tindakan cuai pemandu kenderaan yang memandu secara melulu sehingga menyebabkan kecederaan parah kepada pemandu lain. Pemandu kenderaan itu dipetik kerana melakukan perjalanan di lorong yang salah dan membayar denda. Pemandu kenderaan mempunyai had polisi hanya $ 15,000 untuk liabiliti pihak ketiga pada polisi insuransnya. Selepas memberikan syarikat insurans pemandu dengan laporan perubatan penuh, semua bil perubatan, rekod perubatan, dan bukti ganti rugi lain yang diperlukan, penuntut yang cedera menuntut had polisi. Penuntut memberi notis bahawa tuntutan niat jahat akan difailkan jika had polisi tidak dibayar dengan serta-merta. Syarikat insurans menolak pembayaran tanpa penjelasan. Juri menganugerahkan penuntut yang cedera $200,000. Penuntut yang cedera memperoleh tugasan yang ditandatangani daripada pemandu yang cuai memberikan kepada pihak menuntut apa-apa hak yang mungkin dimiliki pemandu kenderaan terhadap syarikat insuransnya. Adakah mahkamah mungkin akan memaksa syarikat insurans membayar jumlah penuh keputusan juri kepada orang yang cedera di bawah fakta-fakta ini?","Had polisi adalah $ 15,000 dan itu sahaja yang dapat dikumpulkan oleh orang yang cedera tidak ada tindakan untuk niat buruk terhadap kontrak insurans.",Syarikat insurans melanggar perjanjian tersirat dengan niat baik dan urusan adil yang tersirat dalam setiap kontrak insurans dan mesti membayar jumlah penuh penghakiman.,"Niat buruk adalah peribadi kepada pihak yang diinsuranskan dan penanggung insuransnya tugasan itu tidak sah, dan orang yang cedera tidak mempunyai tuntutan untuk memaksa penanggung insurans membayar.",Pihak yang cedera mesti menguatkuasakan keseluruhan penghakimannya terhadap pemandu kenderaan dan tidak boleh meneruskan penanggung insurans untuk jumlah tersebut.,C
