Question,A,B,C,D,Answer
Lähimpään tuhanteen pyöristetty luku on 47 000. Mikä luku voisi olla pyöristetty luku?,"46,295","46,504","47,520","47,924",B
"Säiliö on kolmion muotoisen prisman muotoinen. Jos kolmion muotoisen pohjan pinta-ala on 116 neliömetriä ja säiliö on 30 jalkaa korkea, kuinka paljon vettä säiliö sisältäisi, kun se on täynnä?",1725 jalkaa^3,1740 jalkaa^3,3480 jalkaa^3,6960 jalkaa^3,C
Induktorissa indusoitu jännite esitetään seuraavasti:,sen induktanssin ja sen läpi kulkevan virran tuote.,sen induktanssin suhde sen läpi kulkevaan virtaan.,sen läpi kulkevan virran suhde sen induktanssiin.,sen induktanssin ja sen läpi kulkevan virran muutosnopeuden tuote.,D
Mitkä seuraavista ominaisuuksista ovat yleensä yhdenmukaisia taateliraiskauksen kanssa?,liiallisen voiman käyttö,harkittu,seksuaalisesti motivoitunut,sisältää aseen käytön,C
"Etsi käyrän y = ln x pituus pisteiden välillä, joissa y = 1/2 ja y = 1.",0.53,0.86,1.18,1.36,C
Etsi $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$,1,-1,0,2,B
Mikä psykologinen näkökulma oli suosituin kahdennenkymmenennen vuosisadan vaihteessa Länsi-Euroopassa?,neurotiede,kehitysopillinen,behavioristi,psykoanalyyttinen,D
Opittu avuttomuus liittyy todennäköisimmin suoraan,Barnum-vaikutus.,itsekäs puolueellisuus.,ulkoinen valvontapaikka.,ehdoton myönteinen kunnioitus.,C
"Garcian ja Koellingin tutkimus opituista vastenmielisyyksistä osoitti, että mitkä seuraavista UCS- ja CS-pareista ovat tehokkaimpia ja oppivat nopeimmin?",Tehtävän suorittaminen ja ruokapalkkion saaminen,pahoinvointi ja ruoka tai juoma,Liike ja shokki,Rangaistukset ja palkinnot,B
"Osa Marsin vedestä on jäätynyt maaperään ja jääpeitteisiin ja osa menetettiin aurinkotuulen poistumisen vuoksi, mutta suuren osan alkuperäisestä vedestä uskotaan kadonneen toisen mekanismin kautta. Mitä tapahtui tälle ""menetetylle"" vedelle?","Magneettikenttä riisui sen pois, kun sen voimakkuus väheni nopeasti",Se hajosi vedyksi ja hapeksi ultraviolettivalossa ja vety menetettiin termisen pakenemisen kautta,sitä kulutti janoisten marsilaisten sivilisaatio,Se höyrystyi voimakkaan vulkaanisuuden aikana ja katosi avaruuteen lämpöpaon kautta,B
"Protoni kulkee alkunopeudella 1,5 × 10^6 m/s, ja se saapuu alueelle, jolla on vakio magneettikenttä, jonka voimakkuus on 1,5 T. Jos protonin alkunopeusvektori tekee 30° kulman magneettikentän kanssa, laske protonin nopeus 4 s magneettikenttään saapumisen jälkeen.",5.0 × 10^6 m/s,7.5 × 10^6 m/s,"1,5 × 10^6 m/s",3.0 × 10^6 m/s,C
"Korkean energian fosfaattien, ATP: n ja fosfokreatiinin, hajoamisesta vapautuva energia voi ylläpitää maksimaalista rasitusta noin:",1-2 sekuntia.,5-10 sekuntia.,30-40 sekuntia.,50-60 sekuntia.,B
"Sarjapiirissä, jos yhden lampun virta on 2 A, sen vieressä olevan lampun virta on","puolikas, 1 A",02:00,"Riippuu siitä, mikä lamppu on lähempänä akkua",Ei tarpeeksi tietoa sanottavaksi,B
Mikä seuraavista todennäköisimmin tuottaa vahvempaa talouskasvua ajan myötä?,Luonnonvarojen nopeampi kulutus.,Aikuisten lukutaidottomuusasteen nousu.,Tuotantohyödykkeiden varaston pieneneminen.,Investointien verohyvitykset.,D
Talous on syvässä taantumassa. Mikä seuraavista rahapolitiikkaa koskevista väitteistä pitää paikkansa tässä taloudellisessa tilanteessa?,Lakaiseva politiikka vain pahentaisi taantumaa.,"Ekspansiivinen politiikka lisää huomattavasti kokonaiskysyntää, jos investoinnit ovat herkkiä korkotason muutoksille.",Supistava politiikka on sopiva kannustin investoinneille ja kulutukselle.,"Jos rahan kysyntä on täysin joustavaa, ekspansiivinen rahapolitiikka voi olla varsin tehokasta.",B
"Yritykset harjoittavat sosiaalista kirjanpitoa _________ vaatimusten mukaisesti tunnistaakseen ________, parantaakseen ___________ ja kannustaakseen _________ ja ___________","Sidosryhmät, riskit, sidosryhmien hallinta, vastuullisuus, läpinäkyvyys","Sidosryhmät, vastuullisuus, avoimuus, riskit, sidosryhmien hallinta","Sidosryhmät, vastuullisuus, riskit, sidosryhmät, sidosryhmien hallinta","Sidosryhmät, sidosryhmien hallinta, avoimuus, riskit, vastuullisuus",A
"Elinkeinonharjoittajalle määrätty vero siirretään todennäköisemmin kuluttajalle hinnankorotuksen muodossa, jos",Kysynnän hintajousto on erittäin joustavaa.,Kysynnän hintajousto on erittäin joustamatonta.,Kysynnän hintajousto on yksikköelastinen.,Kysynnän palkkajousto on hyvin joustavaa.,B
Lausuma 1 | Ryhmässä (ab)^{-2} = b^{-2}a^{-2}. Lausuma 2 | Ryhmässä (ab)^n = a^nb^n.,"Totta, totta","Epätosi, epätosi","Totta, väärää","Epätosi, tosi",B
"Mikä on termi sille, missä määrin kilpailu yhdessä maassa vaikuttaa kilpailuun muissa maissa?",Kansainvälinen kauppa,Globaali talous,Maailmanlaajuinen kilpailu,Globalisaatio,D
"Ohjelmoija kirjoitti alla olevan ohjelman. Ohjelma käyttää numeroluetteloa nimeltä numList. Ohjelma on tarkoitettu näyttämään luettelossa olevien numeroiden summa.
 summa ← numList [1]
 JOKAISELLE NUMList-arvolle
 Summa ← summa + arvo
 NÄYTÄ summa
 Ohjelman testaamiseksi ohjelmoija alustaa numList-arvoksi [0, 1, 4, 5]. Ohjelma näyttää 10, ja ohjelmoija päättelee, että ohjelma toimii tarkoitetulla tavalla. Mikä seuraavista pitää paikkansa?",Johtopäätös on oikea; Ohjelma toimii tarkoitetulla tavalla.,"Johtopäätös on virheellinen; Ohjelma ei näytä oikeaa arvoa testitapaukselle [0, 1, 4, 5].","Johtopäätös on virheellinen; Testitapauksen [0, 1, 4, 5] käyttäminen ei riitä päättelemään, että ohjelma on oikea.","Johtopäätös on virheellinen; Testitapauksen [0, 1, 4, 5] käyttäminen vahvistaa vain, että ohjelma toimii luetteloissa kasvavassa järjestyksessä.",C
Miksi Parfit vastustaa tasa -arvoa?,"Hän väittää, että epätasa-arvoinen yhteiskunta on väistämätön.","Hän väittää, että asettamalla köyhien tarpeet etusijalle voimme lisätä tasa-arvoa.","Hän vakuuttaa, että me kaikki olemme vastuussa köyhyydestämme.",Hän torjuu ajatuksen tasa-arvosta kokonaan.,B
"Tämä kysymys koskee seuraavia tietoja.
""Todellakin, koska sekä arvostettujen [tutkijoiden] fatwat, jotka perustavat mielipiteensä järkeen ja perinteeseen, että sunniyhteisön yksimielisyys ovat yhtä mieltä siitä, että muinaisen velvollisuuden hävittää, tuhota ja karkottaa paha innovaatio täytyy olla korotetun pyrkimyksemme tavoite, sillä ""uskonnollinen into on voitto hyväntahtoisen Jumalan uskolle""; sitten Profeetan sanojen mukaisesti (rauha hänelle!) ""Jokainen, joka tuo pahaa innovaatiota järjestykseemme, on karkotettava"" ja ""Jokainen, joka tekee jotain järjestystämme vastaan, on karkotettava"", toiminnasta on tullut välttämätöntä ja vaativaa...""
Ottomaanien sulttaani Selim I: n kirje Safavid Shah Ismail I: lle, 1514
Safavidit herättivät islamilaisten imperiumien, kuten ottomaanien ja Mogolien valtakuntien, vihan pääasiassa siksi, että safavidit","olivat ekspansionistinen imperiumi, joka sijaitsi maantieteellisesti kahden muun ekspansionistin välissä",hylkäsi islamin keskeiset opinkappaleet,orjuutti kristittyjä ja muutti heidät safaviditaistelijoiksi,Ismail julisti olevansa kalifi,A
"Tämä kysymys koskee seuraavia tietoja.
Kävelen pylvään viereen ja kysyn, mitä tapahtuu.
Sotilas sanoo yksinkertaisesti: ""He kutsuvat lisää joka päivä.
""Jotkut meistä lähetettiin pohjoiseen Keltaiselle joelle viidentoista vuoden ikäisinä,
Ja nyt neljäkymmentä lähdemme lännen varuskuntiin.
Ensimmäisellä kierroksellamme kyläpäällikön piti sitoa bandannamme puolestamme.
Kun tulimme takaisin, hiuksemme olivat valkoiset, mutta silti on enemmän levottomuutta.
Rajavaruskunnat kulkevat verellä, tarpeeksi täyttämään valtameren,
Mutta taistelukeisarin alueelliset tavoitteet eivät ole vielä nousseet.
Sadalla alueella vuorten itäpuolella, koko Hanin maassa,
Täytyy olla kymmenentuhatta kylää, jotka nyt saastuttavat.
Vaikka vaimot ovat tarpeeksi vahvoja käsittelemään kuokkaa ja auraa,
Sato kasvaa joka suuntaan, pellot ovat kaikki sotkuisia.
Se on vaikeinta Shanxin miehille, joilla on maine taistelijoina:
Ne on pyöristetty ylös kuin koirat tai kanat, jokainen uros vaikuttunut.
""Mutta herra, vaikka teidän on hyvä kysyä:
Valittaminen ei kuulu sotilaan tehtäviin.
Voimme vain pudistaa päätämme. Ota tämä talvi:
Shanxin joukkoja ei koskaan lähetetty kotiin.
Piiriviranomaiset vaativat maaveroa,
Mutta mistä se tulee? Tyhjästä on paha nyhjäistä!
Olen rehellisesti sitä mieltä, että on huonoa onnea synnyttää poika nyt,
On parempi saada tytär: ainakin hän voi mennä naimisiin
Ja asua naapureiden kanssa.
Mutta poika päätyy makaamaan jollekin kaukaiselle preerialle.""
Du Fu, ""Balladi armeijan kärryistä"", n. 750 jKr.
Runo tarjoaa todisteita siitä, mikä seuraavista sukupuolten välisistä suhteista Tang -yhteiskunnassa?",Konfutselaiset suhteet aviomiehen ja vaimon välillä olivat edelleen vahvoja Tang -yhteiskunnassa.,Keisarilliset kirjoitukset korostivat kykenevien poikien syntymistä tyttärien yli asevelvollisuuskiintiöiden täyttämiseksi.,Maataloustyö voisi olla sekä naisten että miesten yhteistä.,Perinteiset kiinalaiset sukupuolisuhteet käännettiin keisarinna Wu Zetianin hallituskaudella.,C
xy-tasossa x^(log y) = y^log x kuvaaja on,Avoin ensimmäinen neljännes,suljettu käyrä,säde avoimessa ensimmäisessä neljänneksessä,Yksi piste,A
Mitkä seuraavista maista aiheuttivat eniten CO2-päästöjä asukasta kohden vuonna 2017?,Japani,Kanada,Venäjä,Iran,B
Mikä on uusintahyökkäys?,Kun hyökkääjä vastaa järjestelmän lähettämään viestiin,"Hyökkäys, joka toistuu jatkuvasti ja tutkii heikkoutta","Hyökkäys, joka käyttää järjestelmän omia viestejä, joten sitä vastaan ei voi puolustautua","Hyökkääjä lähettää kaapatun viestin uudelleen, ja sivusto hyväksyy sen ja vastaa hyökkääjän hyväksi",D
"Se, että deuteriumkloridin (DCl) infrapuna-absorptiotaajuus siirtyy kloorivedyn (HCl) taajuudesta, johtuu niiden eroista.",elektronien jakautuminen,dipolimomentti,voiman vakio,pienempi massa,D
"Fotoni-ilmaisimen kvanttihyötysuhde on 0,1. Jos ilmaisimeen lähetetään 100 fotonia peräkkäin, ilmaisin havaitsee fotonit","Keskimäärin 10 kertaa, RMS-poikkeama noin 4","Keskimäärin 10 kertaa, RMS-poikkeama noin 3","Keskimäärin 10 kertaa, RMS-poikkeama noin 1","Keskimäärin 10 kertaa, RMS-poikkeama noin 0,1",B
Mitä seuraavista bittimerkkijonojoukoista EI voi kuvata säännöllisellä lausekkeella?,"Kaikki bittimerkkijonot, joiden nollien lukumäärä on viiden kerrannainen","Kaikki bittimerkkijonot, jotka alkavat nollasta ja päättyvät yhteen","Kaikki bittimerkkijonot, joissa on parillinen määrä nollia","Kaikki bittimerkkijonot, joissa on enemmän ykkösiä kuin nollia",D
Mikä seuraavista on kasvien mukauttaminen vesihävikin minimoimiseksi korkeissa lämpötiloissa?,Lukuisia stomata,Ohuet kynsinauhat,Piikit lehtien sijaan,Suuret pinta-tilavuussuhteet,C
"Mutaatiot ovat DNA-virheitä, jotka:",ovat aina haitallisia.,esiintyy vain syöpää aiheuttavien aineiden läsnä ollessa.,lisätä kasvaimen kasvua.,esiintyy spontaanisti alhaisella nopeudella.,D
Mikä seuraavista pätee kilpirauhasen vajaatoimintaan?,Painonpudotus,Pre-tibiaalinen myksoedeema,Kohonnut TSH-taso,Vastenmielisyys lämpimiin paikkoihin,C
Kaupungin talojen arvioitujen arvojen keskiarvo on 125 000 dollaria ja keskihajonta 23 000 dollaria. Uuden opettajasopimuksen vuoksi koulupiiri tarvitsee ylimääräiset 10% varoja edelliseen vuoteen verrattuna. Tämän lisärahan keräämiseksi kaupunki ohjeistaa arviointitoimistoa nostamaan kaikkia arvioituja talojen arvoja 5 000 dollarilla. Mikä on kaupungin talojen arvioitujen arvojen uusi keskihajonta?,"$ 23,000 ","$ 25,300 ","$ 28,000 ","$ 30,300 ",A
" Käsitellessään syrjintää sodassa Valls ehdottaa, että",Taistelijoiden ja ei-taistelijoiden välillä ei ole eroa.,Taistelijoiden ja ei-taistelijoiden välinen ero on astekysymys.,Taistelijoiden ja ei-taistelijoiden välinen ero on kategorinen ja selvä.,"""Terrorismi"" olisi määriteltävä mielivaltaiseksi väkivallaksi.",B
 Nussbaumin mukaan jonkun kohteleminen objektina on,riittää seksuaaliseen esineellistämiseen.,välttämätön seksuaaliseen esineellistämiseen.,ei ole välttämätön seksuaaliseen esineellistämiseen.,kaikki edellä mainitut.,C
"Kumpaa näistä kahdesta skenaariosta varten päähenkilö (joka käyttää minä/minä/minun) tekee jotain selvästi moraalisesti väärin tavallisten moraalisten standardien mukaan Yhdysvalloissa vuodesta 2020 lähtien? Skenaario 1 | Kun vanhempani nukkuivat, lähdin lenkille. Skenaario 2 | Kaadoin pesuainetta pesukoneeseen, joka oli täynnä huonetoverini vaatteita.","Väärin, väärin","Väärin, Ei väärin","Ei väärin, väärin","Ei väärin, Ei väärin",D
"Kumpaa näistä kahdesta skenaariosta varten päähenkilö (joka käyttää minä/minä/minun) tekee jotain selvästi moraalisesti väärin tavallisten moraalisten standardien mukaan Yhdysvalloissa vuodesta 2020 lähtien? Skenaario 1 | Joskus yritän kertoa totuuden, ellei se saa minua vaikeuksiin. Skenaario 2 | Suutelin tyttöystävääni taikanäyttelyssä.","Väärin, väärin","Väärin, Ei väärin","Ei väärin, väärin","Ei väärin, Ei väärin",B
"Kumpaa näistä kahdesta skenaariosta varten päähenkilö (joka käyttää minä/minä/minun) tekee jotain selvästi moraalisesti väärin tavallisten moraalisten standardien mukaan Yhdysvalloissa vuodesta 2020 lähtien? Skenaario 1 | Juoksin ruohonleikkurilla tuoreen maton yli. Skenaario 2 | Virtsasin käteeni, jotta voisin testata sen infektion varalta.","Väärin, väärin","Väärin, Ei väärin","Ei väärin, väärin","Ei väärin, Ei väärin",A
"Kumpaa näistä kahdesta skenaariosta varten päähenkilö (joka käyttää minä/minä/minun) tekee jotain selvästi moraalisesti väärin tavallisten moraalisten standardien mukaan Yhdysvalloissa vuodesta 2020 lähtien? Skenaario 1 | Näin kuuluisan Elton Johnin konserttiareenan ulkopuolella ja otin hänestä kuvan kysymättä häneltä. Skenaario 2 | Ilmoitin toisesta vartijasta, joka hiipi huumeita vankilaan ja myy niitä vangeille.","Väärin, väärin","Väärin, Ei väärin","Ei väärin, väärin","Ei väärin, Ei väärin",D
"Kumpaa näistä kahdesta skenaariosta varten päähenkilö (joka käyttää minä/minä/minun) tekee jotain selvästi moraalisesti väärin tavallisten moraalisten standardien mukaan Yhdysvalloissa vuodesta 2020 lähtien? Skenaario 1 | Löin tauoillani menettääkseni pallon, kun se tuli tielle. Skenaario 2 | Opetin lapseni soittamaan ksylofonia.","Väärin, väärin","Väärin, Ei väärin","Ei väärin, väärin","Ei väärin, Ei väärin",D
"Kumpaa näistä kahdesta skenaariosta varten päähenkilö (joka käyttää minä/minä/minun) tekee jotain selvästi moraalisesti väärin tavallisten moraalisten standardien mukaan Yhdysvalloissa vuodesta 2020 lähtien? Skenaario 1 | Kun ravintolani pakastin hajosi, tarjoilin lämpimän lihan, vaikka tiesin sen olevan hyvin vaarallista. Skenaario 2 | Päätin sytyttää nuotion metsään.","Väärin, väärin","Väärin, Ei väärin","Ei väärin, väärin","Ei väärin, Ei väärin",A
"Suurempi maidonkulutus
",On raportoitu liittyvän suurempaan murtumien esiintyvyyteen ja suurempaan kuolleisuuteen muutamissa tutkimuksissa,Murrosiän aikana näyttää liittyvän suurempaan luun mineraalitiheyteen myöhemmällä iällä,Liittyy johdonmukaisesti pienempään murtumamäärään,"Maissa, joissa murtumaaste on korkein, viittaa siihen, että maidon kulutus on hyödyllistä luustolle.",A
"Mikä seuraavista glukoosiaineenvaihduntaa koskevista väitteistä pitää paikkansa?
",Glukagoni lisää glykolyysinopeutta,Glykolyysi vaatii NADP+:aa,Glykolyysissä glukoosi pilkotaan kahdeksi kolmen hiilen tuotteeksi,Punasolujen glykolyysin lopputuote on pyruvaatti,C
"Nagel väittää, että moraalisen onnen ongelma liittyy läheisesti ongelmaan:",Jumalan olemassaolo.,tahdon vapaus.,psykologinen egoismi.,universaalit.,B
Singerin mukaan hänen periaatteensa noudattaminen edellyttää:,"vaatimattomia muutoksia henkilökohtaisiin tapoihimme, mutta ei koko yhteiskuntaamme.",vaatimattomia muutoksia henkilökohtaisiin tottumuksiimme sekä yhteiskuntaan.,"rajuja muutoksia henkilökohtaisiin tapoihimme, mutta ei yhteiskuntaamme.",rajuja muutoksia sekä henkilökohtaisiin tapoihimme että yhteiskuntaamme.,D
"Mikä seuraavista on viimeinen, joka on ihmisten käytössä?",Uusi-Guinea,Australia,Uusi-Seelanti,Timor,C
Nubian sivilisaatio:,edelsi ja kannusti Egyptin kulttuurin nousua.,oli seurausta Mesopotamian kolonisaatiosta etelässä.,"kehitetty vastauksena egyptiläiseen kulttuuriin, mutta ei jäljittelemällä sitä.",ei ollut yhteyksiä naapurikulttuureihin.,C
Missä seuraavista tilinpäätöksistä julkisyhteisöjen on sisällytettävä rahavirtalaskelma?,Valtion rahastojen tilinpäätökset.,Valtion tilinpäätös.,Omien rahastojen tilinpäätökset.,Luottamusrahaston tilinpäätös.,C
Mikä seuraavista väittämistä pitää paikkansa kirjanpidollisten arvioiden muutosten osalta?,Suurin osa kirjanpidollisten arvioiden muutoksista kirjataan takautuvasti.,"Jos on mahdotonta määrittää, onko arvio muuttunut vai onko tilinpäätöksen laatimisperiaate muuttunut, muutosta olisi pidettävä periaatteellisena muutoksena.","Jos on mahdotonta määrittää, onko kirjanpidollisessa arviossa tai tilinpäätöksen laatimisperiaatteessa tapahtunut muutos, muutosta olisi pidettävä arvion muutoksena.",Kirjanpidollisen arvion muutos ja kirjanpitoperiaatteen muutos on helpompi erottaa toisistaan kuin kirjanpidollisen arvion muutos ja virheen korjaus.,C
