Question,A,B,C,D,Answer
"Noe av vannet på Mars er frosset i jordsmonnet og iskappene, og noe gikk tapt på grunn av solvindstripping, men mye av det opprinnelige vannet antas å ha gått tapt gjennom en annen mekanisme. Hva skjedde med dette ""tapte"" vannet?",Det ble fjernet av magnetfeltet da det raskt avtok i styrke,"Det ble brutt opp i hydrogen og oksygen av ultrafiolett lys, og hydrogenet gikk tapt gjennom termisk flukt",den ble fortært av en sivilisasjon av tørste marsboere,Det ble fordampet i en periode med intens vulkanisme og gikk tapt til verdensrommet gjennom termisk flukt,B
"Ved å bevege seg med en innledende hastighet på 1,5 × 10^6 m/s, kommer et proton inn i et område med konstant magnetfelt med størrelsesorden 1,5 T. Hvis protonets første hastighetsvektor gjør en vinkel på 30 ° med magnetfeltet, beregner du protonets hastighet 4 s etter å ha kommet inn i magnetfeltet.","5,0 × 10^6 m/s","7,5 × 10^6 m/s","1,5 × 10^6 m/s","3,0 × 10^6 m/s",C
"Energien som frigjøres fra nedbrytningen av høyenergifosfatene, ATP og fosfokreatin, kan opprettholde maksimal anstrengelsesøvelse i omtrent:",1-2 sekunder.,5-10 sekunder.,30-40 sekunder.,50-60 sekunder.,B
"I en seriekrets, hvis strømmen i en lampe er 2 A, er strømmen i lampen ved siden av den","omgang, 1 A",02:00,Avhenger av hvilken lampe som er nærmere batteriet,Ikke nok informasjon til å si,B
Hvilket av følgende er mest sannsynlig å gi sterkere økonomisk vekst over tid?,Raskere forbruk av naturressurser.,Høyere voksen analfabetisme priser.,En fallende beholdning av kapitalvarer.,Investeringsskattekreditter.,D
"Økonomien er i en dyp lavkonjunktur. Gitt denne økonomiske situasjonen, hvilket av følgende utsagn om pengepolitikken er riktig?",Ekspansiv politikk vil bare forverre resesjonen.,Ekspansiv politikk øker den samlede etterspørselen kraftig dersom investeringene er følsomme for endringer i renten.,Kontraktiv politikk er riktig stimulans for investeringer og forbruk.,"Hvis etterspørselen etter penger er perfekt elastisk, kan ekspansiv pengepolitikk være ganske effektiv.",B
"Bedrifter engasjerer seg i sosial regnskap på grunn av krav fra _________, for å identifisere ________, for å forbedre ___________ og for å oppmuntre til _________ og ___________","Interessenter, risiko, interessenthåndtering, ansvarlighet, åpenhet","Interessenter, ansvarlighet, åpenhet, risikoer, interessenthåndtering","Interessenter, ansvarlighet, risiko, interessenter, interessenthåndtering","Interessenter, interessenthåndtering, åpenhet, risikoer, ansvarlighet",A
En avgift pålagt en leverandør vil mer sannsynlig bli veltet over på forbrukeren i form av prisøkning dersom,Priselastisitet i etterspørselen er svært elastisk.,Priselastisitet i etterspørselen er svært uelastisk.,Priselastisitet i etterspørselen er enhetselastisk.,Lønnselastisiteten i etterspørselen er svært elastisk.,B
Uttalelse 1 | I en gruppe (ab)^{-2} = b^{-2}a^{-2}. Uttalelse 2 | I en gruppe (ab)^n = a^nb^n.,"Sant, sant","Falsk, falsk","Sant, usant","Usant, sant",B
Hva er begrepet for i hvilken grad konkurransen i ett land påvirkes av konkurranse i andre land?,Internasjonal handel,Global økonomi,Global konkurranse,Globalisering,D
"En programmerer skrev programmet nedenfor. Programmet bruker en liste over tall kalt numList. Programmet er ment å vise summen av tallene i listen.
 sum ← numList [1]
 FOR HVER verdi I numList
 Sum ← sum + verdi
 VIS SUM
 For å teste programmet, programmerer initialiserer numList til [0, 1, 4, 5]. Programmet viser 10, og programmereren konkluderer med at programmet fungerer etter hensikten. Hvilket av følgende er sant?",Konklusjonen er riktig; Programmet fungerer etter hensikten.,"Konklusjonen er feil; Programmet viser ikke riktig verdi for testtilfellet [0, 1, 4, 5].","Konklusjonen er feil; Å bruke testcaset [0, 1, 4, 5] er ikke tilstrekkelig til å konkludere med at programmet er riktig.","Konklusjonen er feil; Bruk av testtilfellet [0, 1, 4, 5] bekrefter bare at programmet fungerer for lister i økende rekkefølge.",C
Hvorfor motsetter Parfit likestilling?,Han hevder at et ulikt samfunn er uunngåelig.,"Han hevder at ved å prioritere de fattiges behov, kan vi øke likestillingen.",Han hevder at vi alle er ansvarlige for vår fattigdom.,Han avviser ideen om likhet helt.,B
"Dette spørsmålet refererer til følgende informasjon.
""Faktisk, som både fatwaene til fremstående [lærde] som baserer sin mening på både fornuft og tradisjon og konsensus i det sunnimuslimske samfunnet er enige om at den gamle forpliktelsen til utryddelse, utryddelse og utvisning av ond innovasjon må være målet for vår opphøyde ambisjon, for ""Religiøs nidkjærhet er en seier for troen til Gud den velgjørende""; da, i samsvar med profetens ord (fred være med ham!) «Den som innfører ond innovasjon i vår orden, må utvises» og «Den som gjør noe mot vår orden, må utvises», handling er blitt nødvendig og presserende ...»
Brev fra den osmanske sultanen Selim I til Safavid Shah Ismail I, 1514
Safavidene gjorde islamske imperier rasende som det osmanske og mogulriket, hovedsakelig fordi safavidene",var et ekspansjonistisk imperium geografisk plassert mellom to andre ekspansjonister,avviste islams sentrale læresetninger,"gjorde kristne til slaver, og gjorde dem til safavidekrigere",Ismail proklamerte seg selv som kalif,A
"Dette spørsmålet refererer til følgende informasjon.
Jeg går langs kolonnen, spør hva som skjer.
En soldat sier ganske enkelt: «De ringer opp mer hver dag.
""Noen av oss ble sendt nordover til Yellow i en alder av femten,
Og nå, klokka førti, drar vi til garnisonene i vest.
På vår første tur måtte landsbyens leder knytte bandannas for oss.
Da vi kom tilbake var håret hvitt, men fortsatt er det mer uro.
Grensegarnisonene løper med blod, nok til å fylle et hav,
Men Martial-keiserens territorielle ambisjoner har ennå ikke slått til.
I de hundre distriktene øst for fjellene, i hele landet Han,
Det må være ti tusen landsbyer som brambles nå infest.
Selv om koner er sterke nok til å håndtere en hakke og plog,
Avlingene vokser hver vei, feltene er alle et rot.
Det er vanskeligst for Shanxi-mennene, med sitt rykte som krigere:
De er avrundet som hunder eller kyllinger, hver mann imponert.
""Men sir, selv om det er bra av deg å spørre,
Klaging er ikke en del av soldatens oppgave.
Vi kan bare riste på hodet. Ta denne vinteren:
Shanxi-troppene ble aldri sendt hjem.
Distriktsoffiserene krever landskatten,
Men hvor skal det komme fra? Du kan ikke få blod fra en stein!
Jeg tror ærlig talt det er uflaks å føde en sønn nå,
Det er bedre å ha en datter: i det minste kan hun gifte seg
Og bo hos naboene ved siden av.
Men en sønn vil ende opp med å ligge på en fjern prærie.»
Du Fu, «Balladen om hærens vogner», ca. 750 evt.
Diktet gir bevis for hvilket av følgende når det gjelder kjønnsrelasjoner i Tang-samfunnet?",Konfucianske forhold mellom mann og hustru var fortsatt sterke i Tang-samfunnet.,Keiserlige reskripter la vekt på fødselen av dyktige sønner over døtre for å oppfylle vernepliktskvoter.,Jordbruksarbeidet kunne deles av både kvinner og menn.,Tradisjonelle kinesiske kjønnsrelasjoner ble reversert under keiserinne Wu Zetians regjeringstid.,C
I xy-planet er grafen til x^(log y) = y^log x,Den åpne første kvadranten,En lukket kurve,en stråle i den åpne første kvadranten,Ett enkelt punkt,A
Hvilke av følgende land slapp ut mest CO2 per innbygger i 2017?,Japan,Canada,Russland,Iran,B
Hva er et replay-angrep?,Når angriperen svarer på en melding som er sendt til den av systemet,"Et angrep som kontinuerlig gjentas, sonderer for en svakhet",Et angrep som bruker systemets egne meldinger og derfor ikke kan forsvares mot,"Angriperen sender en fanget melding på nytt, og området godtar meldingen og svarer i angriperens favør",D
Det faktum at den infrarøde absorpsjonsfrekvensen av deuteriumklorid (DCl) forskyves fra hydrogenklorid (HCl) skyldes forskjellene i deres,elektronfordeling,Dipol øyeblikk,Kraftkonstant,redusert masse,D
"Kvanteeffektiviteten til en fotondetektor er 0,1. Hvis 100 fotoner sendes inn i detektoren, den ene etter den andre, vil detektoren oppdage fotoner","i gjennomsnitt 10 ganger, med et RMS-avvik på ca. 4","i gjennomsnitt 10 ganger, med et RMS-avvik på ca. 3","i gjennomsnitt 10 ganger, med et RMS-avvik på ca. 1","i gjennomsnitt 10 ganger, med et RMS-avvik på ca. 0,1",B
Hvilke av de følgende settene med bitstrenger kan IKKE beskrives med et regulært uttrykk?,Alle bitstrenger der antall nuller er et multiplum av fem,Alle bitstrenger som starter med null og slutter med en,Alle bitstrenger med et partall nuller,Alle bitstrenger med flere enn nuller,D
Tilpasninger av planter for å minimere vanntap i miljøer med høye temperaturer inkluderer hvilket av følgende?,Tallrike stomata,Tynne neglebånd,Spines i stedet for blader,Store overflate-til-volum-forhold,C
Mutasjoner er feil i DNA som:,er alltid skadelige.,forekommer bare i nærvær av kreftfremkallende stoffer.,øke tumorveksten.,oppstår spontant med lav hastighet.,D
Hvilket av følgende er sant for hypothyroidisme?,Vekttap,Pre-tibial myxoedema,Et forhøyet TSH-nivå,En aversjon mot varme steder,C
"De vurderte verdiene av hus i en by har et gjennomsnitt på $ 125 000 med et standardavvik på $ 23 000. På grunn av en ny lærerkontrakt trenger skoledistriktet 10% ekstra i midler sammenlignet med året før. For å skaffe disse ekstra pengene, instruerer byen vurderingskontoret om å øke alle takserte husverdier med $ 5000. Hva blir det nye standardavviket for takserte verdier av hus i byen?","$ 23,000 ","$ 25,300 ","$ 28,000 ","$ 30,300 ",A
 I sin drøfting av diskriminering i krig antyder Valls at,Det er ingen forskjell mellom stridende og ikke-stridende.,Forskjellen mellom stridende og ikke-stridende er et spørsmål om grad.,Forskjellen mellom stridende og ikke-stridende er kategorisk og klar.,«Terrorisme» bør defineres som vilkårlig vold.,B
 Ifølge Nussbaum er det å behandle noen som et objekt,tilstrekkelig for seksuell objektivering.,nødvendig for seksuell objektivering.,Ikke nødvendig for seksuell objektivering.,alle de ovennevnte.,C
"For hvilket av disse to scenariene gjør hovedpersonen (som bruker jeg/meg/min) noe klart moralsk galt, i henhold til vanlige moralske standarder i USA fra og med 2020? Scenario 1 | Mens foreldrene mine sov, jogget jeg. Scenario 2 | Jeg helte vaskemiddel i vaskemaskinen full av romkameratens klær.","Feil, feil","Feil, ikke galt","Ikke feil, feil","Ikke feil, ikke feil",D
"For hvilket av disse to scenariene gjør hovedpersonen (som bruker jeg/meg/min) noe klart moralsk galt, i henhold til vanlige moralske standarder i USA fra og med 2020? Scenario 1 | Jeg prøver noen ganger å fortelle sannheten, med mindre det får meg i trøbbel. Scenario 2 | Jeg kysset kjæresten min på magishowet.","Feil, feil","Feil, ikke galt","Ikke feil, feil","Ikke feil, ikke feil",B
"For hvilket av disse to scenariene gjør hovedpersonen (som bruker jeg/meg/min) noe klart moralsk galt, i henhold til vanlige moralske standarder i USA fra og med 2020? Scenario 1 | Jeg løp over det ferske teppet med en gressklipper. Scenario 2 | Jeg urinerte i hånden min slik at jeg kunne teste den for infeksjon.","Feil, feil","Feil, ikke galt","Ikke feil, feil","Ikke feil, ikke feil",A
"For hvilket av disse to scenariene gjør hovedpersonen (som bruker jeg/meg/min) noe klart moralsk galt, i henhold til vanlige moralske standarder i USA fra og med 2020? Scenario 1 | Jeg så den berømte Elton John utenfor en konsertarena og tok et bilde av ham uten å spørre ham. Scenario 2 | Jeg rapporterte en annen vakt som sniker inn narkotika inn i et fengsel og selger dem til fanger.","Feil, feil","Feil, ikke galt","Ikke feil, feil","Ikke feil, ikke feil",D
"For hvilket av disse to scenariene gjør hovedpersonen (som bruker jeg/meg/min) noe klart moralsk galt, i henhold til vanlige moralske standarder i USA fra og med 2020? Scenario 1 | Jeg smalt på pausene mine for å bomme på ballen da den kom inn på veien. Scenario 2 | Jeg lærte barna mine å spille xylofon.","Feil, feil","Feil, ikke galt","Ikke feil, feil","Ikke feil, ikke feil",D
"For hvilket av disse to scenariene gjør hovedpersonen (som bruker jeg/meg/min) noe klart moralsk galt, i henhold til vanlige moralske standarder i USA fra og med 2020? Scenario 1 | Da fryseren på restauranten min gikk i stykker, serverte jeg det varme kjøttet selv om jeg visste at det var veldig utrygt. Scenario 2 | Jeg bestemte meg for å starte en brann i skogen.","Feil, feil","Feil, ikke galt","Ikke feil, feil","Ikke feil, ikke feil",A
"Større melkeforbruk
",Har blitt rapportert å være assosiert med høyere forekomst av frakturer og høyere mortalitet i noen få studier,Under puberteten synes å være forbundet med høyere benmineraltetthet i senere liv,Er konsekvent forbundet med en lavere bruddfrekvens,I land med høyest bruddfrekvens antyder at melkeforbruket er gunstig for skjelettet.,A
"Hvilket av følgende utsagn om glukosemetabolismen er riktig?
",Glukagon øker hastigheten på glykolyse,Glykolyse krever NADP+,I glykolyse spaltes glukose i to tre-karbonprodukter,Sluttproduktet av glykolyse i røde blodlegemer er pyruvat,C
Nagel hevder at problemet med moralsk flaks er nært knyttet til problemet med:,Guds eksistens.,viljens frihet.,psykologisk egoisme.,universaler.,B
Ifølge Singer krever overholdelse av hans prinsipp:,"beskjedne endringer i våre personlige vaner, men ikke i samfunnet som helhet.","beskjedne endringer i våre personlige vaner, så vel som i samfunnet.","drastiske endringer i våre personlige vaner, men ikke i samfunnet vårt.",Drastiske endringer i både våre personlige vaner og i samfunnet vårt.,D
Hvilket av følgende er det siste som ble okkupert av mennesker?,Ny-Guinea,Australia,New Zealand,Timor,C
Nubisk sivilisasjon:,predated og ansporet fremveksten av egyptisk kultur.,var resultatet av mesopotamisk kolonisering i sør.,"utviklet seg som svar på, men ikke i etterligning av, egyptisk kultur.",hadde ingen kontakt med nabokulturer.,C
En offentlig enhet er pålagt å inkludere en kontantstrømoppstilling i hvilket av følgende regnskap?,Regnskap for statlige fond.,Regnskap for hele regjeringen.,Egenutviklet fondsregnskap.,Fiduciary fond regnskap.,C
Hvilket av følgende utsagn er riktig når det gjelder endringer i regnskapsestimater?,De fleste endringer i regnskapsestimater regnskapsføres retrospektivt.,"Når det ikke er mulig å avgjøre om det har skjedd en endring i et estimat eller en endring i regnskapsprinsippet, bør endringen betraktes som en prinsippendring.","Når det ikke er mulig å avgjøre om det har skjedd en endring i regnskapsestimat eller en endring i regnskapsprinsippet, bør endringen betraktes som en endring i estimatet.",Det er lettere å skille mellom en endring i regnskapsestimat og en endring i regnskapsprinsipp enn det er å skille mellom en endring i regnskapsestimat og en korrigering av en feil.,C
"En bilists uaktsomme kjøring skadet en annen sjåfør alvorlig. Bilisten ble anmeldt for å ha kjørt i feil kjørefelt og betalte en bot. Bilisten hadde en policygrense på bare $ 15.000 for tredjepartsansvar på forsikringspolisen. Etter å ha gitt bilistens forsikringsselskap en fullstendig medisinsk rapport, alle medisinske regninger, medisinske journaler og andre nødvendige bevis på skader, krevde den skadede saksøkeren polisegrensene. Klageren varslet at det ville bli fremmet krav om ond tro dersom polisegrensene ikke ble betalt umiddelbart. Forsikringsselskapet nektet betaling uten forklaring. En jury tilkjente den skadde saksøkeren 200.000 dollar. Skadelidte fikk et signert oppdrag fra den uaktsomme bilisten som ga skadelidte de rettigheter som bilisten måtte ha hatt overfor sitt forsikringsselskap. Vil retten sannsynligvis tvinge forsikringsselskapet til å betale hele beløpet av juryens dom til skadet person under disse fakta?","Polisegrensen er $ 15.000, og det er alt som kan samles inn av den skadede, det er ingen handling for dårlig tro på en forsikringskontrakt.",Forsikringsselskapet brøt den underforståtte pakten om god tro og rettferdig behandling som er implisitt i hver forsikringskontrakt og må betale hele beløpet av dommen.,"Ond tro er personlig for den forsikrede og hans assurandør oppdraget var ugyldig, og den skadelidte har ikke krav på å tvinge selskapet til å betale.",Skadelidte må gjøre hele sin dom gjeldende mot bilisten og kan aldri forfølge forsikringsselskapet for dette beløpet.,C
"Et boligselskap eide et landområde. Boligselskapet utarbeidet en utviklingsplan for å dele landet i 100 tomter og skape et boligsamfunn på kanalen. Paktserklæringen opprettet huseierforeningen, en administrativ enhet som skulle administrere og håndheve forskriftene og begrensningene som ble gjengitt blant paktene. En av restriksjonene som er angitt i paktserklæringen lyder: ""Det skal aldri på noe tidspunkt bli reist, tillatt eller vedlikeholdt på noen del av eiendommen noen struktur designet for eller brukt som en salong eller et sted for salg eller produksjon av malt, vinøs eller åndelig brennevin. "" Paktserklæringen ble behørig registrert og ble tatt med i skjøtet som en lærer tok da han kjøpte tomt 62 i utbyggingen. Læreren registrerte straks sin gjerning. Læreren leide ut hjemmet sitt til en bibliotekar for en periode på ett år. Leiekontrakten inneholdt de samme begrensningene som i paktserklæringen og i lærerens gjerning. Bibliotekaren begynte umiddelbart å selge brennevin i lokalene under ukentlige ""etter timer"" -fester. Huseierforeningen saksøker bibliotekaren i erstatningssøksmål. Hvilket av følgende er det beste argumentet for bibliotekaren?",Regelen i Spencers tilfelle hindrer bibliotekaren i å være ansvarlig.,Bibliotekaren har ikke kontrakt med huseierforeningen.,Bibliotekaren har ikke eiendomsrett til læreren.,Andre tomter i umiddelbar nærhet brukes til næringsformål.,B
"For å oppmuntre til høyskoleinnmelding gir en stat et skattefritak på $ 200 for statlige skatter for de som er heltidsstudenter ved høyskoler i staten. Kvinnelige studenter som går på halv tid er fortsatt tillatt en $ 100 skattefritak, mens mannlige studenter som går på halv tid ikke lenger er tillatt noen skattefritak. Hvilket av følgende oppsummerer mest nøyaktig den riktige regelen i konstitusjonell lov om statens skattefritak for studenter som registrerer halvtid?",Skattefritaket vil bli ugyldiggjort som en nektelse av rettssikkerhet.,Skattefritaket vil bli ugyldiggjort som brudd på likestillingsklausulen.,Skattetiltaket vil bli opprettholdt som innenfor det materielle rettssikkerhetsområdet.,Skattetiltaket vil bli opprettholdt som innenfor en kommunes makt til å skattlegge ulike personklasser ulikt.,B
"Denne jurisdiksjonen har følgende straffelov i kraft: ""En person er ikke ansvarlig for kriminell oppførsel dersom han på tidspunktet for slik oppførsel, som følge av psykisk sykdom eller defekt, mangler betydelig kapasitet til å sette pris på urettmessigheten av sin oppførsel, eller å tilpasse sin oppførsel til lovens krav. "" En ettermiddag satt en tiltalt barnevakt for sin fem år gamle nevø. Mens de lekte fangst utenfor, kastet tiltalte ballen over nevøens hode, og den rullet ut i gaten. Instinktivt løp nevøen etter ballen, men snublet over rennesteinen og falt i gaten. Da han snublet, forstuet nevøen ankelen alvorlig og kunne ikke reise seg. Øyeblikk senere rygget en stor søppelbil og kjørte over nevøen og drepte ham. Selv om tiltalte så nevøens situasjon, gjorde han ingen forsøk på å redde ham. Deretter ble tiltalte siktet for uaktsomt drap. Under rettssaken forklarte tiltalte at han ble så sjokkert da han så nevøen falle i nærheten av søppelbilen at han frøs til og ikke klarte å bevege seg før det var for sent. Etter tiltaltes forklaring vitnet et sakkyndig vitne for forsvaret om at reaksjoner av den typen tiltalte beskriver, ikke er uvanlige når det skjer en virkelig sjokkerende hendelse. Hvis juryen tror på forklaringen til tiltalte og hans sakkyndige, er tiltaltes beste forsvar hvilket av følgende?",Tiltalte led av midlertidig sinnssykdom.,Tiltalte manglet den nødvendige mentale tilstanden som kreves for å begå forbrytelsen.,Tiltaltes unnlatelse av å handle var ikke frivillig.,Tiltaltes straffansvar ble avløst av lastebilsjåførens.,C
