Question,A,B,C,D,Answer
"O parte din apa de pe Marte este înghețată în sol și în calotele glaciare, iar o parte a fost pierdută din cauza vântului solar, dar se crede că o mare parte din apa originală a fost pierdută printr-un alt mecanism. Ce s-a întâmplat cu această apă ""pierdută""?",A fost îndepărtat de câmpul magnetic atunci când a scăzut rapid în putere,"Acesta a fost spart în hidrogen și oxigen de lumina ultravioletă, iar hidrogenul a fost pierdut prin scăpare termică",a fost consumată de o civilizație de marțieni însetați,A fost vaporizat într-o perioadă de vulcanism intens și a fost pierdut în spațiu prin evadare termică,B
"Călătorind cu o viteză inițială de 1,5 × 10^6 m/s, un proton intră într-o regiune de câmp magnetic constant de magnitudine 1,5 T. Dacă vectorul de viteză inițial al protonului face un unghi de 30° cu câmpul magnetic, calculați viteza protonului la 4 s după intrarea în câmpul magnetic.","5,0 × 10^6 m/s","7,5 × 10^6 m/s","1,5 × 10^6 m/s","3,0 × 10^6 m/s",C
"Energia eliberată din descompunerea fosfaților de înaltă energie, ATP și fosfocreatină, poate susține exercițiul maxim de efort timp de:",1-2 secunde.,5-10 secunde.,30-40 de secunde.,50-60 de secunde.,B
"Într-un circuit de serie, dacă curentul dintr-o lampă este de 2 A, curentul din lampa de lângă ea este","jumătate, 1 A",02:00,Depinde de ce lampă este mai aproape de baterie,Nu sunt suficiente informații pentru a spune,B
Care dintre următoarele este cel mai probabil să producă o creștere economică mai puternică în timp?,Consumul mai rapid de resurse naturale.,Rate mai mari de analfabetism în rândul adulților.,Un stoc în scădere de bunuri de capital.,Credite fiscale pentru investiții.,D
"Economia se află într-o recesiune profundă. Având în vedere această situație economică, care dintre următoarele afirmații despre politica monetară este corectă?",Politica expansionistă nu ar face decât să agraveze recesiunea.,Politica expansionistă crește foarte mult cererea agregată dacă investițiile sunt sensibile la modificările ratei dobânzii.,Politica contracțională este stimulentul adecvat pentru investiții și consum.,"Dacă cererea de bani este perfect elastică, politica monetară expansionistă ar putea fi destul de eficientă.",B
"Întreprinderile se angajează în contabilitatea socială datorită solicitărilor din partea _________, pentru a identifica ________, pentru a îmbunătăți ___________ și pentru a încuraja _________ și ___________","Părți interesate, Riscuri, Managementul părților interesate, Responsabilitate, Transparență","Părțile interesate, responsabilitate, transparență, riscuri, managementul părților interesate","Părți interesate, responsabilitate, riscuri, părți interesate, managementul părților interesate","Părți interesate, managementul părților interesate, transparență, riscuri, responsabilitate",A
O taxă impusă unui furnizor va fi mai probabil transferată consumatorului sub forma creșterii prețurilor dacă:,Elasticitatea prețului cererii este foarte elastică.,Elasticitatea prețurilor cererii este extrem de inelastică.,Elasticitatea prețului cererii este unitară elastică.,Elasticitatea salarială a cererii este foarte elastică.,B
Declarația 1 | Într-un grup (ab)^{-2} = b^{-2}a^{-2}. Declarația 2 | Într-un grup (ab)^n = a^nb^n.,"Adevărat, adevărat","Fals, fals","Adevărat, fals","Fals, adevărat",B
Care este termenul pentru măsura în care concurența dintr-o țară este influențată de concurența din alte țări?,Comerțul internațional,Economie globală,Concurența globală,Globalizarea,D
"Un programator a scris programul de mai jos. Programul utilizează o listă de numere numită numList. Programul este destinat să afișeze suma numerelor din listă.
 suma ← numLista [1]
 PENTRU FIECARE valoare din numList
 sumă ← sumă + valoare
 AFIȘARE sumă
 Pentru a testa programul, programatorul inițializează numList la [0, 1, 4, 5]. Programul afișează 10, iar programatorul concluzionează că programul funcționează conform destinației. Care dintre următoarele este adevărată?",Concluzia este corectă; Programul funcționează conform destinației.,"Concluzia este incorectă; Programul nu afișează valoarea corectă pentru cazul de testare [0, 1, 4, 5].","Concluzia este incorectă; Utilizarea cazului de testare [0, 1, 4, 5] nu este suficientă pentru a concluziona că programul este corect.","Concluzia este incorectă; Utilizarea cazului de testare [0, 1, 4, 5] confirmă doar faptul că programul funcționează pentru liste în ordine crescătoare.",C
De ce se opune Parfit egalității?,El susține că o societate inegală este inevitabilă.,"El susține că, acordând prioritate nevoilor săracilor, putem crește egalitatea.",El afirmă că fiecare dintre noi este responsabil pentru sărăcia sa.,El respinge cu totul ideea egalității.,B
"Această întrebare se referă la următoarele informații.
""Într-adevăr, atât fatwa distinșilor [savanți] care își bazează opinia pe rațiune și tradiție deopotrivă, cât și consensul comunității sunnite sunt de acord că vechea obligație de extirpare, exterminare și expulzare a inovației rele trebuie să fie scopul aspirației noastre înalte, pentru că ""zelul religios este o victorie pentru credința lui Dumnezeu Binefăcător""; apoi, în conformitate cu cuvintele Profetului (Pacea și binecuvântarea lui Allah fie asupra sa!) ""Oricine introduce inovația malefică în ordinea noastră trebuie să fie expulzat"" și ""Oricine face ceva împotriva ordinii noastre trebuie să fie expulzat"", acțiunea a devenit necesară și exigentă ...""
Scrisoare de la sultanul otoman Selim I către șahul Safavid Ismail I, 1514
Safavizii au atras furia imperiilor islamice, cum ar fi Imperiul Otoman și Imperiul Mughal, în primul rând pentru că safavizii",au fost un imperiu expansionist situat geografic între alți doi expansioniști,a respins principiile centrale ale Islamului,i-a înrobit pe creștini și i-a transformat în luptători safavidi,Ismail s-a proclamat calif,A
"Această întrebare se referă la următoarele informații.
Merg pe lângă coloană, întreb ce se întâmplă.
Un soldat spune simplu: ""Ei sună mai mult în fiecare zi.
""Unii dintre noi au fost trimiși spre nord la Fluviul Galben la vârsta de cincisprezece ani.
Iar acum, la patruzeci de ani, ne îndreptăm spre garnizoanele din vest.
În primul nostru tur, șeful satului a trebuit să ne lege bandane.
Când ne-am întors, părul nostru era alb, dar încă mai există neliniște.
Garnizoanele de frontieră sunt pline de sânge, suficient pentru a umple un ocean,
Dar ambițiile teritoriale ale împăratului marțial nu au crescut încă.
În cele o sută de districte de la est de munți, în toată țara Han,
Trebuie să fie zece mii de sate pe care le infestează acum.
Chiar dacă soțiile sunt suficient de puternice pentru a mânui o sapă și un plug,
Culturile cresc în orice fel, câmpurile sunt toate o mizerie.
Este cel mai greu pentru bărbații Shanxi, cu reputația lor de luptători:
Sunt adunați ca niște câini sau găini, fiecare mascul impresionat.
""Dar domnule, deși este bine din partea dumneavoastră să întrebați,
Plângerea nu face parte din sarcina soldatului.
Nu putem decât să clătinăm din cap. Luați această iarnă:
Trupele Shanxi nu au fost niciodată trimise acasă.
Ofițerii districtuali cer impozitul pe teren,
Dar de unde va veni? Nu poți obține sânge dintr-o piatră!
Cred sincer că este ghinion să naști un fiu acum,
Este mai bine să ai o fiică: cel puțin se poate căsători
Și locuiți cu vecinii de alături.
Dar un fiu va sfârși întins pe o preerie îndepărtată.""
Du Fu, ""Balada căruțelor armatei"", ca. 750 e.n.
Poemul oferă dovezi despre care dintre următoarele în ceea ce privește relațiile de gen în societatea Tang?",Relațiile confucianiste dintre soț și soție erau încă puternice în societatea Tang.,Rescriptele imperiale subliniau nașterea de fii capabili în detrimentul fiicelor pentru a îndeplini cotele de recrutare.,"Munca agricolă ar putea fi împărțită atât de femei, cât și de bărbați.",Relațiile tradiționale chineze de gen au fost inversate în timpul domniei împărătesei Wu Zetian.,C
"În planul xy, graficul lui x^(log y) = y^log x este",Primul cadran deschis,o curbă închisă,o rază în primul cadran deschis,un singur punct,A
Care dintre următoarele țări a emis cel mai mult CO2 pe cap de locuitor în 2017?,Japonia,Canada,Rusia,Iran,B
Ce este un atac de reluare?,Când atacatorul răspunde la un mesaj trimis de sistem,"Un atac care se repetă continuu, căutând o slăbiciune",Un atac care folosește mesajele proprii ale sistemului și astfel nu poate fi apărat,"Atacatorul retrimite un mesaj capturat, iar site-ul îl acceptă și răspunde în favoarea atacatorului",D
Faptul că frecvența de absorbție în infraroșu a clorurii de deuteriu (DCl) este deplasată de la cea a clorurii de hidrogen (HCl) se datorează diferențelor dintre,Distribuția electronilor,Momentul dipolului,Constanta forței,masă redusă,D
"Eficiența cuantică a unui detector de fotoni este de 0,1. Dacă 100 de fotoni sunt trimiși în detector, unul după altul, detectorul va detecta fotonii","o medie de 10 ori, cu o abatere RMS de aproximativ 4","o medie de 10 ori, cu o abatere RMS de aproximativ 3","o medie de 10 ori, cu o abatere RMS de aproximativ 1","o medie de 10 ori, cu o abatere RMS de aproximativ 0,1",B
Care dintre următoarele seturi de șiruri de biți NU poate fi descris cu o expresie regulată?,Toate șirurile de biți al căror număr de zerouri este un multiplu de cinci,Toate șirurile de biți încep cu un zero și se termină cu unul,Toate șirurile de biți cu un număr par de zerouri,Toate șirurile de biți cu mai multe șiruri decât zerouri,D
Adaptările plantelor pentru a minimiza pierderile de apă în medii cu temperaturi ridicate includ care dintre următoarele?,Numeroase stomate,Cuticule subțiri,Spini în loc de frunze,Rapoarte mari suprafață-volum,C
Mutațiile sunt erori în ADN care:,sunt întotdeauna dăunătoare.,apar numai în prezența agenților cancerigeni.,crește creșterea tumorii.,apar spontan la o rată scăzută.,D
Care dintre următoarele este adevărat despre hipotiroidism?,Pierdere în greutate,Mixedem pre-tibial,Un nivel TSH ridicat,O aversiune față de locurile calde,C
"Valorile evaluate ale caselor dintr-un oraș au o medie de 125.000 de dolari, cu o abatere standard de 23.000 de dolari. Din cauza unui nou contract al profesorilor, districtul școlar are nevoie de fonduri suplimentare de 10% față de anul precedent. Pentru a strânge acești bani suplimentari, orașul instruiește biroul de evaluare să ridice toate valorile caselor evaluate cu 5.000 de dolari. Care va fi noua abatere standard a valorilor evaluate ale caselor din oraș?",23.000 dolari ,25.300 dolari ,28.000 dolari ,30.300 dolari ,A
" În discuția sa despre discriminarea în război, Valls sugerează că",Nu există nicio diferență între combatanți și necombatanți.,Diferența dintre combatanți și necombatanți este o chestiune de grad.,Diferența dintre combatanți și necombatanți este categorică și clară.,"""Terorismul"" ar trebui definit ca violență nediscriminatorie.",B
" Potrivit lui Nussbaum, tratarea cuiva ca obiect este",suficient pentru obiectificarea sexuală.,necesare pentru obiectificarea sexuală.,nu este necesar pentru obiectificarea sexuală.,toate cele de mai sus.,C
"Pentru care dintre aceste două scenarii personajul principal (care folosește eu/eu/meu) face ceva clar greșit din punct de vedere moral, conform standardelor morale obișnuite din SUA începând cu 2020? Scenariul 1 | În timp ce părinții mei dormeau, am început să alerg. Scenariul 2 | Am turnat detergent în mașina de spălat plină cu hainele colegei mele de cameră.","Greșit, greșit","Greșit, Nu greșit","Nu gresit, gresit","Nu gresit, Nu gresesc",D
"Pentru care dintre aceste două scenarii personajul principal (care folosește eu/eu/meu) face ceva clar greșit din punct de vedere moral, conform standardelor morale obișnuite din SUA începând cu 2020? Scenariul 1 | Uneori încerc să spun adevărul, cu excepția cazului în care mă bagă în necazuri. Scenariul 2 | Mi-am sărutat prietena la spectacolul de magie.","Greșit, greșit","Greșit, Nu greșit","Nu gresit, gresit","Nu gresit, Nu gresesc",B
"Pentru care dintre aceste două scenarii personajul principal (care folosește eu/eu/meu) face ceva clar greșit din punct de vedere moral, conform standardelor morale obișnuite din SUA începând cu 2020? Scenariul 1 | Am fugit peste covorul proaspăt cu o mașină de tuns iarba. Scenariul 2 | Am urinat în mână ca să o pot testa pentru infecție.","Greșit, greșit","Greșit, Nu greșit","Nu gresit, gresit","Nu gresit, Nu gresesc",A
"Pentru care dintre aceste două scenarii personajul principal (care folosește eu/eu/meu) face ceva clar greșit din punct de vedere moral, conform standardelor morale obișnuite din SUA începând cu 2020? Scenariul 1 | L-am văzut pe celebrul Elton John în fața unei arene de concerte și i-am făcut o poză fără să-l întreb. Scenariul 2 | Am raportat un alt gardian care se strecura cu stupefiante într-o închisoare și le vindea prizonierilor.","Greșit, greșit","Greșit, Nu greșit","Nu gresit, gresit","Nu gresit, Nu gresesc",D
"Pentru care dintre aceste două scenarii personajul principal (care folosește eu/eu/meu) face ceva clar greșit din punct de vedere moral, conform standardelor morale obișnuite din SUA începând cu 2020? Scenariul 1 | Mi-am trântit pauzele pentru a rata mingea în timp ce intra pe drum. Scenariul 2 | Mi-am învățat copiii să cânte la xilofon.","Greșit, greșit","Greșit, Nu greșit","Nu gresit, gresit","Nu gresit, Nu gresesc",D
"Pentru care dintre aceste două scenarii personajul principal (care folosește eu/eu/meu) face ceva clar greșit din punct de vedere moral, conform standardelor morale obișnuite din SUA începând cu 2020? Scenariul 1 | Când congelatorul restaurantului meu s-a stricat, am servit carnea caldă, chiar dacă știam că este foarte nesigură. Scenariul 2 | Am decis să pornesc un foc în pădure.","Greșit, greșit","Greșit, Nu greșit","Nu gresit, gresit","Nu gresit, Nu gresesc",A
"Consum mai mare de lapte
",raportat ca fiind asociat cu o incidență mai mare a fracturilor și mortalitate mai mare în câteva studii,În timpul pubertății pare să fie asociată cu o densitate minerală osoasă mai mare mai târziu în viață,Este asociat în mod constant cu o rată mai mică de fracturi,În țările cu cea mai mare rată de fractură sugerează că consumul de lapte este benefic pentru schelet.,A
"Care dintre următoarele afirmații despre metabolismul glucozei este corectă?
",Glucagonul crește rata de glicoliză,Glicoliza necesită NADP+,"În glicoliză, glucoza este scindată în două produse cu trei atomi de carbon",Produsul final al glicolizei în celulele roșii din sânge este piruvatul,C
Nagel susține că problema norocului moral este strâns legată de problema:,existența lui Dumnezeu.,libertatea voinței.,egoismul psihologic.,universale.,B
"Potrivit lui Singer, respectarea principiului său necesită:","schimbări modeste ale obiceiurilor noastre personale, dar nu ale societății noastre în ansamblu.","schimbări modeste ale obiceiurilor noastre personale, precum și ale societății.","schimbări drastice ale obiceiurilor noastre personale, dar nu și ale societății noastre.","schimbări drastice atât în obiceiurile noastre personale, cât și în societatea noastră.",D
Care dintre următoarele este ultima ocupată de ființele umane?,Noua Guinee,Australia,Noua Zeelandă,Timor,C
Civilizația nubiană:,a precedat și a stimulat creșterea culturii egiptene.,a fost rezultatul colonizării mesopotamiene în sud.,"s-a dezvoltat ca răspuns la, dar nu imitând cultura egipteană.",nu a avut contacte cu culturile vecine.,C
O entitate guvernamentală trebuie să includă o situație a fluxurilor de trezorerie în care dintre următoarele situații financiare?,Situațiile financiare ale fondurilor guvernamentale.,Situații financiare la nivel guvernamental.,Situațiile financiare ale fondurilor proprii.,Situațiile financiare ale fondului fiduciar.,C
Care dintre următoarele afirmații este corectă în ceea ce privește modificările estimărilor contabile?,Majoritatea modificărilor estimărilor contabile sunt contabilizate retroactiv.,"Ori de câte ori este imposibil să se determine dacă a avut loc o modificare a unei estimări sau a unei modificări a principiului contabil, modificarea ar trebui considerată o modificare de principiu.","Ori de câte ori este imposibil să se determine dacă a avut loc o modificare a estimării contabile sau o modificare a principiului contabil, modificarea ar trebui considerată o modificare a estimării.",Este mai ușor să se facă diferența între o modificare a estimării contabile și o modificare a principiului contabil decât să se facă diferența între o modificare a estimării contabile și o corectare a unei erori.,C
"Conducerea neglijentă a unui automobilist a rănit grav un alt șofer. Șoferul a fost citat pentru că a circulat pe banda greșită și a plătit o amendă. Șoferul avea o limită de poliță de doar 15.000 de dolari pentru răspunderea civilă față de terți pe polița sa de asigurare. După ce a furnizat asigurătorului șoferului un raport medical complet, toate facturile medicale, dosarele medicale și alte dovezi necesare ale daunelor, reclamantul vătămat a cerut limitele poliței. Reclamantul a anunțat că va fi depusă o cerere de rea-credință dacă limitele poliței nu vor fi plătite imediat. Compania de asigurări a refuzat plata fără explicații. Un juriu i-a acordat reclamantului vătămat 200.000 de dolari. Reclamantul vătămat a obținut o cesiune semnată de la automobilistul neglijent, care îi conferă reclamantului orice drepturi pe care automobilistul le-ar fi putut avea față de asigurătorul său. Este posibil ca instanța să oblige compania de asigurări să plătească întreaga sumă a verdictului juriului persoanei vătămate în temeiul acestor fapte?","Limita poliței este de 15.000 USD și asta este tot ce poate fi colectat de persoana vătămată, nu există nicio acțiune pentru rea-credință pe un contract de asigurare.",Compania de asigurări a încălcat legământul implicit de bună-credință și corectitudine care este implicit în fiecare contract de asigurare și trebuie să plătească întreaga sumă a hotărârii.,"Reaua-credință este personală pentru asiguratul și asigurătorul său, cesiunea a fost invalidă, iar persoana vătămată nu are dreptul de a obliga asigurătorul să plătească.",Partea vătămată trebuie să-și execute întreaga hotărâre împotriva conducătorului auto și nu poate urmări niciodată asigurătorul pentru această sumă.,C
"O corporație imobiliară deținea o bucată de teren. Corporația de locuințe a pregătit un plan de dezvoltare pentru a împărți terenul în 100 de loturi și pentru a crea o comunitate rezidențială pe tract. Declarația legămintelor a creat asociația de proprietari, o entitate administrativă care urma să administreze și să aplice reglementările și restricțiile recitate printre legăminte. Una dintre restricțiile stabilite în Declarația legămintelor spune: ""Nu se va ridica, permite sau întreține niciodată pe nicio parte a proprietății nicio structură proiectată sau utilizată ca salon sau loc pentru vânzarea sau fabricarea malțului, vinului sau băuturilor spirtoase. "" Declarația legămintelor a fost înregistrată în mod corespunzător și a fost inclusă în actul luat de un profesor atunci când a cumpărat lotul 62 în dezvoltare. Profesorul și-a înregistrat imediat fapta. Profesorul și-a închiriat casa unui bibliotecar pentru un termen de un an. Contractul de închiriere includea aceleași restricții ca și cele din Declarația legămintelor și din actul învățătorului. Bibliotecarul a început imediat să vândă băuturi alcoolice în incintă în timpul petrecerilor săptămânale ""după ore"". Asociația de proprietari dă în judecată bibliotecarul într-o acțiune în despăgubire. Care dintre următoarele este cel mai bun argument pentru bibliotecar?",Regula în cazul lui Spencer împiedică bibliotecarul să fie răspunzător.,Bibliotecarul nu are contract privat cu asociația de proprietari.,Bibliotecarul nu este privat de proprietate cu profesorul.,Alte loturi din imediata vecinătate sunt utilizate în scopuri comerciale.,B
"Pentru a încuraja înscrierea la colegiu, un stat oferă o scutire de impozit de 200 USD pentru impozitele de stat pentru cei care sunt studenți cu normă întreagă la colegii din stat. Studenților de sex feminin care participă la jumătate de normă li se permite în continuare o scutire de impozit de 100 USD, în timp ce studenții de sex masculin care participă la jumătate de normă nu mai au voie nicio scutire de impozit. Care dintre următoarele rezumă cel mai exact regula corectă a dreptului constituțional cu privire la scutirea de impozit de stat pentru studenții care se înscriu cu jumătate de normă?",Scutirea fiscală ar fi invalidată ca un refuz al procesului echitabil.,Scutirea fiscală ar fi invalidată ca încălcând clauza de protecție egală.,Măsura fiscală ar fi menținută ca fiind în domeniul procesului echitabil de fond.,Măsura fiscală ar fi menținută ca fiind în competența unei municipalități de a impozita în mod inegal diferite categorii de persoane.,B
