Question,A,B,C,D,Answer
"Salīdzinot ar politiskajām partijām tādās valstīs kā Anglija un Izraēla, kurās abās ir daudzpartiju sistēmas, Amerikas politiskās partijas ir",mazāk ieinteresēts ietekmēt vēlēšanu rezultātus,mazāk skaidri identificēts ar konsekventām politiskām ideoloģijām,mazāk efektīva naudas piesaistīšanā no politiskajiem atbalstītājiem,"labāk spēj atspoguļot visu savu vēlēšanu apgabalu mērķus,",B
"Skaitlis, noapaļots līdz tuvākajam tūkstotim, ir 47 000. Kurš skaitlis varētu būt noapaļotais skaitlis?","46,295","46,504","47,520","47,924",B
"Tvertne ir trīsstūrveida prizmas formā. Ja trīsstūrveida pamatnes platība ir 116 kvadrātpēdas un tvertne ir 30 pēdas gara, cik daudz ūdens tvertnē būtu, kad tā ir pilna?",1725 pēdas^3,1740 pēdas^3,3480 pēdas^3,6960 pēdas^3,C
"Induktorā inducētais spriegums tiek attēlots kā,",tā induktivitātes un strāvas caur to reizinājums.,tā induktivitātes attiecība pret strāvu caur to.,strāvas attiecība caur to līdz tās induktivitātei.,tā induktivitātes un strāvas maiņas ātruma reizinājums caur to.,D
Kuras no šīm pazīmēm kopumā atbilst izvarošanas datumam?,pārmērīga spēka izmantošana,Nodomāts,seksuāli motivēts,ietver ieroča pielietošanu,C
"Atrodiet līknes garumu y = ln x starp punktiem, kur y = 1/2 un y = 1.",0.53,0.86,1.18,1.36,C
Find $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$,1,-1,0,2,B
Kura psiholoģiskā perspektīva bija vispopulārākā divdesmitā gadsimta mijā Rietumeiropā?,Neiroloģijas,Evolūcijas,Behaviorist,psihoanalītiskā,D
"Iemācītā bezpalīdzība, visticamāk, ir tieši saistīta ar",Barnum efekts.,pašapkalpošanās aizspriedumi.,ārējs kontroles lokuss.,beznosacījuma pozitīva attieksme.,C
"Garsijas un Koellinga pētījumi par iemācītajām nepatikām noteica, ka kurš no šiem UCS un CS pāriem ir visspēcīgākais un visātrāk apgūtais?",uzdevuma veikšana un pārtikas atlīdzības saņemšana,slikta dūša un pārtika vai dzēriens,kustība un šoks,Sodi un atlīdzības,B
"Daļa Marsa ūdens ir sasalusi augsnē un ledus cepurēs, un daži tika zaudēti saules vēja noņemšanas dēļ, taču tiek uzskatīts, ka liela daļa sākotnējā ūdens ir zaudēta, izmantojot citu mehānismu. Kas notika ar šo ""pazudušo"" ūdeni?","to atņēma magnētiskais lauks, kad tā stiprums strauji samazinājās","Ultravioletā gaisma to sadalīja ūdeņradī un skābeklī, un ūdeņradis tika zaudēts termiskās izkļūšanas rezultātā",to patērēja izslāpušo marsiešu civilizācija,"Tas tika iztvaicēts intensīva vulkānisma periodā un tika zaudēts kosmosā, izmantojot termisko aizbēgšanu",B
"Ceļojot ar sākotnējo ātrumu 1,5 × 10^6 m/s, protons nonāk nemainīga magnētiskā lauka reģionā, kura lielums ir 1,5 T. Ja protona sākotnējais ātruma vektors veido 30° leņķi ar magnētisko lauku, pēc ieiešanas magnētiskajā laukā izskaitļojiet protona ātrumu 4 s.",5.0 × 10^6 m/s,"7,5 × 10^6 m/s","1,5 × 10^6 m/s",3.0 × 10^6 m/s,C
"Enerģija, kas izdalās no augstas enerģijas fosfātu, ATP un fosfokreatīna sadalīšanās, var uzturēt maksimālu slodzi apmēram:",1-2 sekundes.,5-10 sekundes.,30-40 sekundes.,50-60 sekundes.,B
"Sērijas ķēdē, ja strāva vienā lampā ir 2 A, strāva blakus esošajā lampā ir","puse, 1 A",2.00 līdz plkst.,"Atkarīgs no tā, kura lampa ir tuvāk akumulatoram","Nav pietiekami daudz informācijas, lai pateiktu",B
"Kurš no turpmāk minētajiem, visticamāk, laika gaitā radīs spēcīgāku ekonomikas izaugsmi?",Ātrāks dabas resursu patēriņš.,Augstāks pieaugušo analfabētisma līmenis.,Ražošanas līdzekļu krājumu samazināšanās.,Ieguldījumu nodokļa kredīti.,D
"Ekonomika atrodas dziļā recesijā. Ņemot vērā šo ekonomisko situāciju, kurš no turpmāk minētajiem apgalvojumiem par monetāro politiku ir pareizs?",Ekspansīva politika tikai pasliktinātu lejupslīdi.,"Ekspansīva politika ievērojami palielina kopējo pieprasījumu, ja ieguldījumi ir jutīgi pret procentu likmju izmaiņām.",Līgumdarbības politika ir piemērots stimuls ieguldījumiem un patēriņam.,"Ja naudas pieprasījums ir pilnīgi elastīgs, ekspansīva monetārā politika varētu būt diezgan efektīva.",B
"Uzņēmumi iesaistās sociālajā grāmatvedībā, pateicoties _________ prasībām, lai identificētu ________, uzlabotu ___________ un veicinātu _________ un ___________","Ieinteresētās personas, riski, ieinteresēto personu pārvaldība, pārskatatbildība, pārredzamība","Ieinteresētās personas, pārskatatbildība, pārredzamība, riski, ieinteresēto personu pārvaldība","Ieinteresētās personas, pārskatatbildība, riski, ieinteresētās personas, ieinteresēto personu pārvaldība","Ieinteresētās personas, ieinteresēto personu pārvaldība, pārredzamība, riski, pārskatatbildība",A
"Piegādātājam uzliktais nodoklis, visticamāk, tiks pārnests uz patērētāju cenas paaugstinājuma veidā, ja:",Pieprasījuma cenu elastība ir ļoti elastīga.,Pieprasījuma cenu elastība ir ļoti neelastīga.,Pieprasījuma cenu elastība ir vienības elastība.,Pieprasījuma algu elastība ir ļoti elastīga.,B
1. paziņojums | Grupā (ab)^{-2} = b^{-2}a^{-2}. 2. paziņojums | Grupā (ab)^n = a^nb^n.,"Patiess, patiess","Nepatiess, nepatiess","Patiess, nepatiess","Nepatiess, patiess",B
"Kāds ir termins tam, cik lielā mērā konkurenci vienā valstī ietekmē konkurence citās valstīs?",Starptautiskā tirdzniecība,Pasaules ekonomika,Globālā konkurence,Globalizācija,D
"Programmētājs rakstīja programmu zemāk. Programma izmanto numuru sarakstu ar nosaukumu numList. Programma ir paredzēta, lai parādītu skaitļu summu sarakstā.
 summa ← numList [1]
 KATRAI vērtībai numList
 summa ← summa + vērtība
 PARĀDĀMĀ summa
 Lai pārbaudītu programmu, programmētājs inicializē numList uz [0 , 1 , 4 , 5]. Programma parāda 10, un programmētājs secina, ka programma darbojas, kā paredzēts. Kurš no šiem apgalvojumiem ir patiess?","Secinājums ir pareizs; programma darbojas, kā paredzēts.","Secinājums ir nepareizs; programma nerāda pareizo testa gadījuma vērtību [0, 1, 4, 5].","Secinājums ir nepareizs; Testa gadījuma [0, 1, 4, 5] izmantošana nav pietiekama, lai secinātu, ka programma ir pareiza.","Secinājums ir nepareizs; izmantojot testa gadījumu [0, 1, 4, 5], tikai apstiprina, ka programma darbojas sarakstiem pieaugošā secībā.",C
Kāpēc Parfit iebilst pret vienlīdzību?,"Viņš apgalvo, ka nevienlīdzīga sabiedrība ir neizbēgama.","Viņš apgalvo, ka, piešķirot prioritāti nabadzīgo iedzīvotāju vajadzībām, mēs varam palielināt vienlīdzību.","Viņš apgalvo, ka mēs katrs esam atbildīgi par savu nabadzību.",Viņš pilnībā noraida vienlīdzības ideju.,B
"Šis jautājums attiecas uz šādu informāciju.
""Patiešām, tā kā gan izcilu [zinātnieku] fatwas, kuri savu viedokli balsta gan uz saprātu un tradīcijām, gan sunnītu kopienas vienprātība ir vienisprātis, ka senajam pienākumam iznīcināt, iznīcināt un izraidīt ļaunus jauninājumus ir jābūt mūsu paaugstināto centienu mērķim, jo ""Reliģiskā dedzība ir Dieva Labvēlīgā ticības uzvara""; tad saskaņā ar pravieša vārdiem (Miers pār viņu!) ""Ikviens, kas ievieš ļaunus jauninājumus mūsu kārtībā, ir jāizraida"" un ""Ikviens, kas māca pret mūsu kārtību, ir jāizraida"", rīcība ir kļuvusi nepieciešama un attaisnojoša...""
Osmaņu sultāna Selima I vēstule Safavidam Šaham Ismailam I, 1514. gads
Safavīdi zīmēja islāma impēriju, piemēram, Osmaņu un Mughal impēriju, ire galvenokārt tāpēc, ka Safavids","bija ekspansionistiska impērija, kas ģeogrāfiski atradās starp diviem citiem ekspansionistiem",noraidīja islāma centrālos principus,paverdzināja kristiešus un pārvērta tos par Safavīdu cīnītājiem,Ismails pasludināja sevi par kalifu,A
"Šis jautājums attiecas uz šādu informāciju.
Es eju gar kolonnu, prasu, kas notiek.
Kāds karavīrs saka vienkārši: ""Viņi katru dienu zvana vairāk.
""Daži no mums piecpadsmit gadu vecumā tika nosūtīti uz ziemeļiem uz Dzelteno upi,
Un tagad četrdesmit gadu vecumā dodamies uz garnizoniem rietumos.
Mūsu pirmajā ekskursijā ciema vadītājam bija jāpiesaista mums mūsu bandannas.
Kad atgriezāmies, mūsu mati bija balti, bet tomēr ir vēl citi nemieri.
Pierobežas garnizoni darbojas ar asinīm, pietiekami, lai piepildītu okeānu,
Bet cīņas imperatora teritoriālās ambīcijas vēl nav sasniegušas.
Simts rajonos uz austrumiem no kalniem, visā Hanas zemē,
Ir jābūt desmit tūkstošiem ciemu, kas tagad ir invadēti.
Pat ja sievas ir pietiekami stipras, lai rīkotos ar kapli un arklu,
Labība aug visādi, lauki visi ir haoss.
Visgrūtāk ir Shanxi vīriešiem ar viņu cīnītāju reputāciju:
Viņi ir noapaļoti uz augšu kā suņi vai vistas, katrs vīrietis pārsteidza.
""Bet, kungs, lai gan tev ir labi jautāt,
Sūdzēšanās nav daļa no karavīra uzdevuma.
Mēs varam tikai pakratīt galvu. Veikt šoziem:
Shanxi karaspēks nekad netika nosūtīts mājās.
Apgabala amatpersonas pieprasa zemes nodokli,
Bet no kurienes tas nāks? Ciets kā akmens!
Es godīgi domāju, ka tagad ir slikti dzemdēt dēlu,
Labāk ir iegūt meitu: vismaz viņa var apprecēties
Un dzīvo kopā ar kaimiņiem blakus.
Bet dēls galu galā gulēs uz kādas tālas prērijas.""
Du Fu, ""Armijas ratiņu balāde"", ap 750. gadu p.m.ē.
Dzejolis sniedz pierādījumus tam, kurš no šiem attiecībā uz dzimumu attiecībām Tangas sabiedrībā?",Konfūcisma attiecības starp vīru un sievu Tangas sabiedrībā joprojām bija spēcīgas.,"Imperatora reskripti uzsvēra spējīgu dēlu dzimšanu pār meitām, lai izpildītu iesaukšanas kvotas.","Lauksaimniecības darbus varētu dalīt gan sievietes, gan vīrieši.",Tradicionālās ķīniešu dzimumu attiecības tika mainītas ķeizarienes Wu Zetian valdīšanas laikā.,C
Xy-plaknē grafiks x^(log y) = y^log x ir,Atvērtais pirmais kvadrants,slēgta līkne,Stars atvērtajā pirmajā kvadrantā,viens punkts,A
Kura no šīm valstīm 2017. gadā emitēja visvairāk CO2 uz vienu iedzīvotāju?,Japāna,Kanāda,Krievija,Irāna,B
Kas ir atkārtojuma uzbrukums?,"Kad uzbrucējs atbild uz ziņojumu, ko tam nosūtījusi sistēma","Uzbrukums, kas nepārtraukti atkārtojas, zondējot vājumu","Uzbrukums, kurā tiek izmantoti pašas sistēmas ziņojumi, un tāpēc pret to nevar aizstāvēties","Uzbrucējs atkārtoti nosūta notvertu ziņojumu, un vietne to pieņem un reaģē uzbrucēja labā",D
"Tas, ka deitērija hlorīda (DCl) infrasarkanās absorbcijas frekvence ir novirzīta no ūdeņraža hlorīda (HCl) infrasarkanās absorbcijas frekvences, ir saistīts ar atšķirībām to",Elektronu sadalījums,dipola moments,spēka konstante,samazināta masa,D
"Fotonu detektora kvantu efektivitāte ir 0, 1. Ja detektorā tiek nosūtīti 100 fotoni, viens pēc otra, detektors atklās fotonus","vidēji 10 reizes, ar RMS novirzi aptuveni 4","vidēji 10 reizes, ar RMS novirzi aptuveni 3","vidēji 10 reizes, ar RMS novirzi aptuveni 1","vidēji 10 reizes, ar RMS novirzi aptuveni 0,1",B
Kuru no šīm bitu virkņu kopām NEVAR aprakstīt ar regulāru izteiksmi?,"Visas bitu virknes, kuru nulles skaits ir pieci daudzkārtnis","Visas bitu virknes, kas sākas ar nulli un beidzas ar vienu",Visas bitu virknes ar pāra nulles skaitu,Visas bitu virknes ar vairāk nekā nullēm,D
"Augu pielāgojumi, lai samazinātu ūdens zudumus vidē ar augstu temperatūru, ietver to, kurš no šiem?",Daudzi stomata,Plānas kutikulas,"Muguriņas, nevis lapas",Liela virsmas un tilpuma attiecība,C
"Mutācijas ir kļūdas DNS, kas:",vienmēr ir kaitīgi.,rodas tikai kancerogēnu klātbūtnē.,palielināt audzēja augšanu.,notiek spontāni ar zemu ātrumu.,D
Kurš no šiem apgalvojumiem attiecas uz hipotireozi?,Svara zudums,Pirms stilba kaula myxoedema,Paaugstināts TSH līmenis,Nepatika pret siltām vietām,C
"Novērtētās māju vērtības pilsētā ir vidēji 125 000 USD ar standarta novirzi 23 000 USD. Sakarā ar jaunu skolotāju līgumu skolas rajonam ir nepieciešami papildu 10% līdzekļu, salīdzinot ar iepriekšējo gadu. Lai piesaistītu šo papildu naudu, pilsēta uzdod novērtēšanas birojam paaugstināt visas novērtētās māju vērtības par 5,000 USD. Kāda būs jaunā standartnovirze novērtētajām māju vērtībām pilsētā?","$ 23,000 ","$ 25,300 ","$ 28,000 ","$ 30,300 ",A
" Savā diskusijā par diskrimināciju karā Valls norāda, ka",Nav atšķirības starp kaujiniekiem un nekombatantiem.,atšķirība starp kaujiniekiem un nekombatantiem ir pakāpes jautājums.,atšķirība starp kaujiniekiem un nekombatantiem ir kategoriska un skaidra.,"""terorisms"" būtu jādefinē kā neselektīva vardarbība.",B
" Pēc Nusbauma domām, attieksme pret kādu kā objektu ir",pietiekams seksuālai objektivizācijai.,nepieciešams seksuālai objektivizācijai.,nav nepieciešams seksuālai objektivizācijai.,viss iepriekš minētais.,C
"Kuram no šiem diviem scenārijiem galvenais varonis (kurš izmanto es/es/mans) dara kaut ko acīmredzami morāli nepareizu, saskaņā ar parastajiem morāles standartiem ASV no 2020. gada? 1. scenārijs | Kad vecāki gulēja, es devos skriet. 2. scenārijs | Es ieleju mazgāšanas līdzekli mazgātājā, kas bija pilns ar mana istabas biedra drēbēm.","Nepareizi, nepareizi","Nepareizi, Nav nepareizi","Nav nepareizi, nepareizi","Nav nepareizi, nav nepareizi",D
"Kuram no šiem diviem scenārijiem galvenais varonis (kurš izmanto es/es/mans) dara kaut ko acīmredzami morāli nepareizu, saskaņā ar parastajiem morāles standartiem ASV no 2020. gada? 1. scenārijs | Es dažreiz cenšos pateikt patiesību, ja vien tas man sagādā nepatikšanas. 2. scenārijs | Es noskūpstīju savu draudzeni burvju šovā.","Nepareizi, nepareizi","Nepareizi, Nav nepareizi","Nav nepareizi, nepareizi","Nav nepareizi, nav nepareizi",B
"Kuram no šiem diviem scenārijiem galvenais varonis (kurš izmanto es/es/mans) dara kaut ko acīmredzami morāli nepareizu, saskaņā ar parastajiem morāles standartiem ASV no 2020. gada? 1. scenārijs | Es skrēju pāri svaigajam paklājam ar zāles pļāvēju. 2. scenārijs | Es urinēju rokā, lai varētu pārbaudīt, vai nav infekcijas.","Nepareizi, nepareizi","Nepareizi, Nav nepareizi","Nav nepareizi, nepareizi","Nav nepareizi, nav nepareizi",A
"Kuram no šiem diviem scenārijiem galvenais varonis (kurš izmanto es/es/mans) dara kaut ko acīmredzami morāli nepareizu, saskaņā ar parastajiem morāles standartiem ASV no 2020. gada? 1. scenārijs | Es redzēju slaveno Eltonu Džonu ārpus koncertu arēnas un nofotografēju viņu, neprasot viņam. 2. scenārijs | Es ziņoju par citu apsargu, kurš cietumā ielīst narkotiskās vielās un pārdod tās ieslodzītajiem.","Nepareizi, nepareizi","Nepareizi, Nav nepareizi","Nav nepareizi, nepareizi","Nav nepareizi, nav nepareizi",D
"Kuram no šiem diviem scenārijiem galvenais varonis (kurš izmanto es/es/mans) dara kaut ko acīmredzami morāli nepareizu, saskaņā ar parastajiem morāles standartiem ASV no 2020. gada? 1. scenārijs | Pārtraukumos aizķēros, lai palaistu garām bumbu, kad tā nonāca uz ceļa. 2. scenārijs | Es iemācīju saviem bērniem spēlēt ksilofonu.","Nepareizi, nepareizi","Nepareizi, Nav nepareizi","Nav nepareizi, nepareizi","Nav nepareizi, nav nepareizi",D
"Kuram no šiem diviem scenārijiem galvenais varonis (kurš izmanto es/es/mans) dara kaut ko acīmredzami morāli nepareizu, saskaņā ar parastajiem morāles standartiem ASV no 2020. gada? 1. scenārijs | Kad mana restorāna saldētava salūza, es pasniedzu silto gaļu, lai gan zināju, ka tā ir ļoti nedroša. 2. scenārijs | Es nolēmu sākt ugunsgrēku mežā.","Nepareizi, nepareizi","Nepareizi, Nav nepareizi","Nav nepareizi, nepareizi","Nav nepareizi, nav nepareizi",A
"Lielāks piena patēriņš
","Dažos pētījumos ir ziņots, ka tas ir saistīts ar lielāku lūzumu sastopamību un augstāku mirstību","Pubertātes laikā, šķiet, ir saistīts ar lielāku kaulu minerālu blīvumu turpmākajā dzīvē",Pastāvīgi ir saistīts ar zemāku lūzumu līmeni,"Valstīs ar visaugstāko lūzumu līmeni liecina, ka piena patēriņš ir labvēlīgs skeletam.",A
"Kurš no šiem apgalvojumiem par glikozes metabolismu ir pareizs?
",Glikagons palielina glikolīzes ātrumu,Glikolīzei nepieciešams NADP+,Glikolīzē glikoze tiek sašķelta divos trīs oglekļa produktos,Sarkano asins šūnu glikolīzes galaprodukts ir piruvāts,C
"Nagels apgalvo, ka morālās veiksmes problēma ir cieši saistīta ar problēmu:",Dieva esamība.,gribas brīvība.,psiholoģiskais egoisms.,universāli.,B
"Pēc Singera domām, viņa principa ievērošanai ir nepieciešams:","pieticīgas izmaiņas mūsu personīgajos paradumos, bet ne mūsu sabiedrībā kopumā.","pieticīgas izmaiņas mūsu personīgajos paradumos, kā arī sabiedrībā.","krasas izmaiņas mūsu personīgajos paradumos, bet ne mūsu sabiedrībā.","krasas izmaiņas gan mūsu personīgajos paradumos, gan sabiedrībā.",D
"Kurš no šiem ir pēdējais, ko aizņem cilvēki?",Jaungvineja,Austrālija,Jaunzēlande,Timora,C
Nūbijas civilizācija:,pirms un veicināja Ēģiptes kultūras uzplaukumu.,bija Mezopotāmijas kolonizācijas rezultāts dienvidos.,"izstrādāts, reaģējot uz Ēģiptes kultūru, bet ne atdarinot to.",nebija kontaktu ar kaimiņu kultūrām.,C
"Valsts iestādei ir jāiekļauj naudas plūsmu pārskats, kurā no šiem finanšu pārskatiem?",Valdības fonda finanšu pārskati.,Valsts mēroga finanšu pārskati.,Īpašuma fonda finanšu pārskati.,Fiduciārā fonda finanšu pārskati.,C
"Kurš no šiem apgalvojumiem ir pareizs, jo attiecas uz grāmatvedības aplēšu izmaiņām?",Lielākā daļa izmaiņu grāmatvedības aplēsēs tiek uzskaitītas retrospektīvi.,"Ja nav iespējams noteikt, vai notikusi aplēses maiņa vai grāmatvedības principa maiņa, šī izmaiņa būtu jāuzskata par principiālu izmaiņu.","Ja nav iespējams noteikt, vai ir notikusi grāmatvedības aplēses maiņa vai grāmatvedības principa maiņa, šī izmaiņa jāuzskata par aplēses maiņu.","Ir vieglāk atšķirt grāmatvedības aplēses maiņu no grāmatvedības principa, nekā atšķirt grāmatvedības aplēses izmaiņas no kļūdas korekcijas.",C
