Question,A,B,C,D,Answer
ഇനിപ്പറയുന്നവയിൽ ഏതാണ് സാധാരണയായി ഡേറ്റ് റേപ്പുമായി പൊരുത്തപ്പെടുന്നത്?,അമിതമായ ബലപ്രയോഗം,മുൻകൂട്ടി തീരുമാനിച്ചത്,ലൈംഗിക പ്രേരണ,ആയുധ ഉപയോഗം ഉൾപ്പെടുന്നു,C
y = 1/2 ഉം y = 1 ഉം ഉള്ള പോയിന്റുകൾക്കിടയിൽ y = ln x എന്ന വക്രതയുടെ നീളം കണ്ടെത്തുക.,0.53,0.86,1.18,1.36,C
$-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$ കണ്ടെത്തുക,1,-1,0,2,B
ഇരുപതാം നൂറ്റാണ്ടിന്റെ തുടക്കത്തിൽ പടിഞ്ഞാറൻ യൂറോപ്പിൽ ഏറ്റവും പ്രചാരമുള്ള മനഃശാസ്ത്രപരമായ വീക്ഷണം ഏതാണ്?,ന്യൂറോ സയൻസ്,പരിണാമം,ബിഹേവിയറിസ്റ്റ്,മനഃശാസ്ത്ര വിശകലനം,D
പഠിച്ച നിസ്സഹായത മിക്കവാറും ഇവയുമായി നേരിട്ട് ബന്ധപ്പെട്ടിരിക്കാൻ സാധ്യതയുണ്ട്,Barnum effect.,സ്വയം സേവിക്കുന്ന പക്ഷപാതം.,ഒരു ബാഹ്യനിയന്ത്രണകേന്ദ്രം.,നിരുപാധികമായ പോസിറ്റീവ് പരിഗണന.,C
"താഴെപ്പറയുന്ന യുസിഎസ്, സിഎസ് ജോഡികളിൽ ഏതാണ് ഏറ്റവും ശക്തവും വേഗത്തിൽ പഠിച്ചതുമായതെന്ന് ഗാർസിയയുടെയും കോയിലിംഗിന്റെയും ഗവേഷണം സ്ഥാപിച്ചു?",ഒരു ജോലി നിർവഹിക്കുകയും ഭക്ഷണ പ്രതിഫലം സ്വീകരിക്കുകയും ചെയ്യുക,"ഓക്കാനം, ഭക്ഷണം അല്ലെങ്കിൽ പാനീയം",ചലനവും ഞെട്ടലും,ശിക്ഷയും പ്രതിഫലവും,B
"ചൊവ്വയിലെ ജലത്തിൽ ചിലത് മണ്ണിലും മഞ്ഞുപാളികളിലും തണുത്തുറഞ്ഞിരിക്കുന്നു, ചിലത് സൗരക്കാറ്റ് നീക്കം ചെയ്തതിനാൽ നഷ്ടപ്പെട്ടു, പക്ഷേ യഥാർത്ഥ ജലത്തിന്റെ ഭൂരിഭാഗവും മറ്റൊരു സംവിധാനത്തിലൂടെ നഷ്ടപ്പെട്ടതായി കരുതപ്പെടുന്നു. ഈ 'നഷ്ടപ്പെട്ട' വെള്ളത്തിന് എന്ത് സംഭവിച്ചു?",ശക്തി അതിവേഗം കുറഞ്ഞപ്പോൾ കാന്തികക്ഷേത്രത്താൽ അത് നീക്കം ചെയ്യപ്പെട്ടു,അൾട്രാവയലറ്റ് പ്രകാശത്താൽ ഇത് ഹൈഡ്രജനും ഓക്സിജനുമായി വിഭജിക്കപ്പെടുകയും താപ രക്ഷപ്പെടലിലൂടെ ഹൈഡ്രജൻ നഷ്ടപ്പെടുകയും ചെയ്തു,ദാഹിച്ചുവലഞ്ഞ ചൊവ്വക്കാരുടെ ഒരു നാഗരികത അത് ഭക്ഷിച്ചു.,തീവ്രമായ അഗ്നിപർവ്വതത്തിന്റെ കാലഘട്ടത്തിൽ ഇത് ബാഷ്പീകരിക്കപ്പെടുകയും താപ രക്ഷപ്പെടലിലൂടെ ബഹിരാകാശത്തേക്ക് നഷ്ടപ്പെടുകയും ചെയ്തു,B
"1.5 × 10^6 m/s പ്രാരംഭ വേഗതയിൽ സഞ്ചരിക്കുന്ന ഒരു പ്രോട്ടോൺ 1.5 T കാന്തിമാനമുള്ള സ്ഥിരമായ കാന്തികക്ഷേത്രമുള്ള ഒരു പ്രദേശത്തേക്ക് പ്രവേശിക്കുന്നു. പ്രോട്ടോണിന്റെ പ്രാരംഭ വേഗത വെക്റ്റർ കാന്തികക്ഷേത്രവുമായി 30° കോണുണ്ടാക്കുന്നുവെങ്കിൽ, കാന്തികക്ഷേത്രത്തിൽ പ്രവേശിച്ചതിന് ശേഷം പ്രോട്ടോണിന്റെ വേഗത 4 സെക്കൻഡ് കണക്കാക്കുക.",5.0 × 10^6 m/s,7.5 × 10^6 m/s,1.5 × 10^6 m/s,3.0 × 10^6 m/s,C
"ഉയർന്ന ഊർജ്ജമുള്ള ഫോസ്ഫേറ്റുകൾ, എടിപി, ഫോസ്ഫോക്രിയാറ്റിൻ എന്നിവയുടെ തകർച്ചയിൽ നിന്ന് പുറപ്പെടുവിക്കുന്ന ഊർജ്ജത്തിന് പരമാവധി അധ്വാന വ്യായാമം നിലനിർത്താൻ കഴിയും:",1-2 സെക്കൻഡ്.,5-10 സെക്കൻഡ്.,30-40 സെക്കൻഡ്.,50-60 സെക്കൻഡ്.,B
"ഒരു സീരീസ് സർക്യൂട്ടിൽ, ഒരു വിളക്കിലെ വൈദ്യുത പ്രവാഹം 2 A ആണെങ്കിൽ, അതിനോട് ചേർന്നുള്ള ലാമ്പിലെ വൈദ്യുതപ്രവാഹം","പകുതി, 1 A",2:00 AM,ഏത് ലാമ്പ് ബാറ്ററിയോട് അടുത്താണ് എന്നതിനെ ആശ്രയിച്ചിരിക്കുന്നു,പറയാൻ മതിയായ വിവരങ്ങൾ ഇല്ല,B
ഇനിപ്പറയുന്നവയിൽ ഏതാണ് കാലക്രമേണ ശക്തമായ സാമ്പത്തിക വളർച്ച സൃഷ്ടിക്കാൻ ഏറ്റവും സാധ്യതയുള്ളത്?,പ്രകൃതി വിഭവങ്ങളുടെ കൂടുതൽ ദ്രുതഗതിയിലുള്ള ഉപഭോഗം.,മുതിർന്നവരുടെ ഉയർന്ന നിരക്ഷരതാ നിരക്ക്.,മൂലധന വസ്തുക്കളുടെ ഇടിവ്.,നിക്ഷേപ നികുതി ക്രെഡിറ്റുകൾ.,D
"സമ്പദ് വ്യവസ്ഥ കടുത്ത മാന്ദ്യത്തിലാണ്. ഈ സാമ്പത്തിക സാഹചര്യം കണക്കിലെടുക്കുമ്പോൾ, പണനയത്തെക്കുറിച്ചുള്ള ഇനിപ്പറയുന്ന പ്രസ്താവനകളിൽ ഏതാണ് കൃത്യം?",വിപുലീകരണ നയം മാന്ദ്യം കൂടുതൽ വഷളാക്കുകയേ ഉള്ളൂ.,പലിശനിരക്കിലെ മാറ്റങ്ങളോട് നിക്ഷേപം സംവേദനക്ഷമമാണെങ്കിൽ വിപുലീകരണ നയം മൊത്തം ഡിമാൻഡ് വളരെയധികം വർദ്ധിപ്പിക്കുന്നു.,നിക്ഷേപത്തിനും ഉപഭോഗത്തിനും ഉചിതമായ ഉത്തേജകമാണ് സങ്കോച നയം.,പണത്തിന്റെ ആവശ്യം തികച്ചും ഇലാസ്തികമാണെങ്കിൽ വിപുലീകരണ ധനനയം തികച്ചും ഫലപ്രദമായിരിക്കാം.,B
