Question,A,B,C,D,Answer
Кои от следните характеристики обикновено са в съответствие с дата изнасилване?,Използване на прекомерна сила,предумишлен,Сексуално мотивирани,Използване на оръжие,C
"Намерете дължината на кривата y = ln x между точките, където y = 1/2 и y = 1.",0.53,0.86,1.18,1.36,C
Намери $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$,1,-1,0,2,B
Коя психологическа перспектива е най-популярна в началото на ХХ век в Западна Европа?,Неврология,Еволюционна,бихейвиорист,Психоаналитично,D
Заучената безпомощност най-вероятно е пряко свързана с,Ефектът на Барнъм.,самоцелни пристрастия.,външен локус на контрол.,безусловно положително отношение.,C
"Изследванията на Гарсия и Кьолинг по отношение на заученото отвращение установяват, че кои от следните двойки UCS и CS са най-мощни и се учат най-бързо?",изпълнение на задача и получаване на награда за храна,гадене и храна или напитки,движение и шок,Наказания и награди,B
"Част от водата на Марс е замръзнала в почвата и ледените шапки, а част е загубена поради източване на слънчевия вятър, но се смята, че голяма част от първоначалната вода е загубена чрез друг механизъм. Какво стана с тази ""изгубена"" вода?","тя е била отстранена от магнитното поле, когато бързо е намаляла по сила",Той е бил разбит на водород и кислород от ултравиолетова светлина и водородът е бил загубен чрез термично бягство,е бил погълнат от цивилизация на жадни марсианци,Той се изпарява по време на период на интензивен вулканизъм и се губи в космоса чрез термично бягство,B
"Пътувайки с начална скорост от 1,5 × 10^6 m/s, протонът навлиза в област с постоянно магнитно поле с магнитуд 1,5 T. Ако началният вектор на скоростта на протона прави ъгъл от 30 ° с магнитното поле, изчислете скоростта на протона 4 s след навлизане в магнитното поле.",5.0 × 10^6 м/с,"7,5 × 10^6 м/с",1.5 × 10^6 м/с,3.0 × 10^6 м/с,C
"Енергията, освободена от разграждането на високоенергийните фосфати, АТФ и фосфокреатин, може да поддържа максимално натоварване за около:",1-2 секунди.,5-10 секунди.,30-40 секунди.,50-60 секунди.,B
"В серийна верига, ако токът в една лампа е 2 А, токът в лампата до нея е","половина, 1 А",02:00 ч.,Зависи коя лампа е по-близо до батерията,"Няма достатъчно информация, за да се каже",B
Кое от следните е най-вероятно да доведе до по-силен икономически растеж с течение на времето?,По-бързо потребление на природни ресурси.,По-високи нива на неграмотност сред възрастните.,Падащ запас от капиталови стоки.,Инвестиционни данъчни кредити.,D
"Икономиката е в дълбока рецесия. Като се има предвид тази икономическа ситуация, кое от следните твърдения за паричната политика е точно?",Експанзионистичната политика само би влошила рецесията.,"Експанзионистичната политика значително увеличава съвкупното търсене, ако инвестициите са чувствителни към промените в лихвения процент.",Политиката на свиване е подходящият стимул за инвестиции и потребление.,"Ако търсенето на пари е напълно еластично, експанзионистичната парична политика може да бъде доста ефективна.",B
"Предприятията се занимават със социално счетоводство поради изискванията на _________, за да идентифицират ________, да подобрят ___________ и да насърчат _________ и ___________","Заинтересовани страни, Рискове, Управление на заинтересованите страни, Отчетност, Прозрачност","Заинтересовани страни, отчетност, прозрачност, рискове, управление на заинтересованите страни","Заинтересовани страни, отчетност, рискове, заинтересовани страни, управление на заинтересованите страни","Заинтересовани страни, управление на заинтересованите страни, прозрачност, рискове, отчетност",A
"Данъкът, наложен на доставчика, по-вероятно ще бъде прехвърлен на потребителя под формата на увеличение на цената, ако",Ценовата еластичност на търсенето е силно еластична.,ценовата еластичност на търсенето е силно нееластична.,Ценовата еластичност на търсенето е единица еластична.,Еластичността на заплатите на търсенето е силно еластична.,B
Декларация 1 | В група (ab)^{-2} = b^{-2}a^{-2}. Декларация 2 | В група (ab)^n = a^nb^n.,"Вярно, вярно","Невярно, Невярно","Вярно, Невярно","Невярно, вярно",B
"Какъв е терминът за степента, в която конкуренцията в една страна се влияе от конкуренцията в други страни?",Международна търговия,Глобална икономика,Глобална конкуренция,Глобализация,D
"Програмист е написал програмата по-долу. Програмата използва списък от числа, наречен numList. Програмата е предназначена да показва сумата от числата в списъка.
 сума ← numList [1]
 ЗА ВСЯКА стойност В numList
 сума ← сума + стойност
 ПОКАЗВАНЕ на сума
 За да тества програмата, програмистът инициализира numList на [0 , 1 , 4 , 5]. Програмата показва 10, а програмистът заключава, че програмата работи по предназначение. Кое от следните е вярно?",Заключението е правилно; Програмата работи по предназначение.,"Заключението е неправилно; Програмата не показва правилната стойност за тестовия случай [0, 1, 4, 5].","Заключението е неправилно; Използването на тестовия случай [0, 1, 4, 5] не е достатъчно, за да се заключи, че програмата е правилна.","Заключението е неправилно; Използването на тестовия случай [0, 1, 4, 5] само потвърждава, че програмата работи за списъци в нарастващ ред.",C
Защо Парфит се противопоставя на равенството?,"Той твърди, че неравноправното общество е неизбежно.","Той твърди, че като дадем приоритет на нуждите на бедните, можем да увеличим равенството.","Той твърди, че всеки от нас е отговорен за бедността си.",Той напълно отхвърля идеята за равенство.,B
"Този въпрос се отнася до следната информация.
""Наистина, тъй като и фетвите на изтъкнати [учени], които основават мнението си както на разума, така и на традицията, и консенсусът на сунитската общност са съгласни, че древното задължение за изкореняване, изтребление и изгонване на злото нововъведение трябва да бъде целта на нашия възвишен стремеж, защото ""Религиозната ревност е победа за Вярата на Бог Благодетелния""; [И ще им се каже:] ""Мир!"" ""Всеки, който въвежда зло нововъведение в нашия ред, трябва да бъде изгонен"" и ""Който прави нещо против нашата заповед, трябва да бъде изгонен"", действието е станало необходимо и неотложно.
Писмо от османския султан Селим I до Сефевид шах Исмаил I, 1514 г.
Сефевидите си навличат гнева на ислямските империи като Османската и Моголската империи главно заради сефевидите","са експанзионистична империя, географски разположена между двама други експанзионисти.",отхвърля основните принципи на исляма,"поробени християни, и ги превърна в Safavid бойци",Исмаил се провъзгласил за халиф,A
"Този въпрос се отнася до следната информация.
Вървя покрай колоната, питам какво става.
Един войник казва просто: ""Те се обаждат повече всеки ден.
""Някои от нас бяха изпратени на север до Жълтата река на петнадесетгодишна възраст.
И сега в четирийсет се отправяме към гарнизоните на запад.
При първото ни турне главатарят на селото трябваше да ни върже банданите.
Когато се върнахме, косата ни беше бяла, но все още има повече вълнения.
Граничните гарнизони текат с кръв, достатъчна да напълни океана,
Но териториалните амбиции на военния император все още не са се развихрили.
В стоте области на изток от планините, по цялата земя Хан,
Трябва да има десет хиляди села, които сега гъмжат.
Дори ако съпругите са достатъчно силни, за да се справят с мотика и плуг,
Посевите растат по всякакъв начин, всички полета са бъркотия.
Най-трудно е за мъжете Шанси, с репутацията си на бойци:
Те са закръглени като кучета или пилета, всеки мъжки впечатлен.
""Но, сър, въпреки че е добре от ваша страна да попитате,
Оплакването не е част от задачата на войника.
Можем само да клатим глави. Вземете тази зима:
Войските на Шанси никога не са изпращани у дома.
Областните управители настояват за поземлен данък,
Но откъде ще дойде? Не може да му вземете парите!
Честно казано мисля, че е лош късмет да родиш син сега,
По-добре е да имате дъщеря: поне може да се омъжи
И живеят със съседите в съседство.
Но един син ще свърши да лежи в някоя далечна прерия.""
Ду Фу, ""Балада за армейските каруци"", ок. 750 г. сл.
Стихотворението дава доказателства за това кое от следните по отношение на отношенията между половете в обществото на Тан?",Конфуцианските отношения между съпруг и съпруга все още са силни в обществото на Тан.,"Имперските рескрипти подчертават раждането на способни синове над дъщери, за да изпълнят квотите за наборна служба.","Селскостопанската работа може да бъде споделена както от жените, така и от мъжете.",Традиционните китайски отношения между половете са обърнати по време на управлението на императрица Ву Дзетиан.,C
"В равнината xy, графиката на x^(log y) = y^log x е",отворения първи квадрант,затворена крива,лъч в отворения първи квадрант,една точка,A
Коя от следните държави е отделила най-много CO2 на глава от населението през 2017 г.?,Япония,Канада,Русия,Иран,B
Какво е атака за преиграване?,"Когато нападателят отговори на съобщение, изпратено до него от системата","Атака, която непрекъснато се повтаря, сондиране за слабост","Атака, която използва собствените съобщения на системата и така не може да бъде защитена","Нападателят изпраща отново заловено съобщение, а сайтът го приема и отговаря в полза на нападателя",D
"Фактът, че инфрачервената абсорбционна честота на деутериевия хлорид (DCl) се измества от тази на хлороводорода (HCl), се дължи на разликите в тяхната",Разпределение на електроните,диполен момент,константа на силата,намалена маса,D
"Квантовата ефективност на фотонния детектор е 0,1. Ако в детектора се изпратят 100 фотона, един след друг, детекторът ще открие фотони","средно 10 пъти, с rms отклонение от около 4","средно 10 пъти, с rms отклонение от около 3","средно 10 пъти, с rms отклонение от около 1","средно 10 пъти, с rms отклонение от около 0,1",B
Кой от следните набори от битови низове НЕ МОЖЕ да бъде описан с регулярен израз?,"Всички битови низове, чийто брой нули е кратен на пет","Всички битови низове, започващи с нула и завършващи с единица",Всички битови низове с четен брой нули,"Всички битови низове с повече единици, отколкото нули",D
Адаптациите на растенията за свеждане до минимум на загубите на вода в среди с високи температури включват кое от следните?,Многобройни устица,Тънки кожички,Бодли вместо листа,Големи съотношения повърхност-обем,C
"Мутациите са грешки в ДНК, които:",Те винаги са вредни.,Срещат се само в присъствието на канцерогени.,увеличаване на туморния растеж.,възникват спонтанно с ниска скорост.,D
Кое от следните е вярно за хипотиреоидизъм?,Загуба на тегло,Претибиален миксоедем,Повишено ниво на TSH,Отвращение към топлите места,C
"Оценените стойности на къщите в един град имат средна стойност от 125 000 долара със стандартно отклонение от 23 000 долара. Заради нов учителски договор училищният район се нуждае от допълнителни 10% средства в сравнение с предходната година. За да събере тези допълнителни пари, градът инструктира службата за оценка да повиши всички оценени стойности на жилищата с 5000 долара. Какво ще бъде новото стандартно отклонение на оценените стойности на къщите в града?","$23,000 ","$25,300 ","$28,000 ","$30,300 ",A
" В дискусията си за дискриминацията по време на война Валс предполага, че",Няма разлика между бойци и невоюващи.,Разликата между бойци и невоюващи е въпрос на степен.,Разликата между бойци и невоюващи е категорична и ясна.,"""Тероризмът"" трябва да се определи като безразборно насилие.",B
" Според Нусбаум, третирането на някого като обект е",Това е достатъчно за сексуално обективизиране.,необходими за сексуално обективизиране.,Не е необходимо за сексуално обективизиране.,всичко по-горе.,C
"За кой от тези два сценария главният герой (който използва I/me/my) прави нещо очевидно морално погрешно, според обикновените морални стандарти в САЩ към 2020 г.? Сценарий 1 | Докато родителите ми спяха, аз отидох да тичам. Сценарий 2 | Излях препарат в пералнята, пълна с дрехите на съквартиранта ми.","Грешно, грешно","Грешно, не грешно","Не е грешно, грешно","Не е грешно, не е грешно",D
"За кой от тези два сценария главният герой (който използва I/me/my) прави нещо очевидно морално погрешно, според обикновените морални стандарти в САЩ към 2020 г.? Сценарий 1 | Понякога се опитвам да кажа истината, освен ако това не ме вкара в беда. Сценарий 2 | Целунах приятелката си на вълшебното шоу.","Грешно, грешно","Грешно, не грешно","Не е грешно, грешно","Не е грешно, не е грешно",B
"За кой от тези два сценария главният герой (който използва I/me/my) прави нещо очевидно морално погрешно, според обикновените морални стандарти в САЩ към 2020 г.? Сценарий 1 | Прегазих свежия килим с косачка. Сценарий 2 | Уринирах в ръката си, за да мога да я тествам за инфекция.","Грешно, грешно","Грешно, не грешно","Не е грешно, грешно","Не е грешно, не е грешно",A
"За кой от тези два сценария главният герой (който използва I/me/my) прави нещо очевидно морално погрешно, според обикновените морални стандарти в САЩ към 2020 г.? Сценарий 1 | Видях известния Елтън Джон пред концертна арена и го снимах, без да го питам. Сценарий 2 | Докладвах за друг пазач, който се промъква в наркотични вещества в затвора и ги продава на затворници.","Грешно, грешно","Грешно, не грешно","Не е грешно, грешно","Не е грешно, не е грешно",D
"За кой от тези два сценария главният герой (който използва I/me/my) прави нещо очевидно морално погрешно, според обикновените морални стандарти в САЩ към 2020 г.? Сценарий 1 | Затръшнах се на брейковете си, за да пропусна топката, когато тя влезе на пътя. Сценарий 2 | Научих децата си да играят на ксилофон.","Грешно, грешно","Грешно, не грешно","Не е грешно, грешно","Не е грешно, не е грешно",D
"За кой от тези два сценария главният герой (който използва I/me/my) прави нещо очевидно морално погрешно, според обикновените морални стандарти в САЩ към 2020 г.? Сценарий 1 | Когато фризерът на ресторанта ми се счупи, сервирах топлото месо, въпреки че знаех, че е много опасно. Сценарий 2 | Реших да запаля огън в гората.","Грешно, грешно","Грешно, не грешно","Не е грешно, грешно","Не е грешно, не е грешно",A
"По-голяма консумация на мляко
","Съобщава се, че е свързано с по-висока честота на фрактури и по-висока смъртност в няколко проучвания",По време на пубертета изглежда е свързано с по-висока костна минерална плътност в по-късен живот,Последователно се свързва с по-ниска честота на фрактури,"В страните с най-висок процент на фрактури се предполага, че консумацията на мляко е полезна за скелета.",A
"Кое от следните твърдения за метаболизма на глюкозата е правилно?
",Глюкагонът увеличава скоростта на гликолизата,Гликолизата изисква NADP+,При гликолизата глюкозата се разцепва на два тривъглеродни продукта,Крайният продукт на гликолизата в червените кръвни клетки е пируват,C
"Нейджъл твърди, че проблемът за моралния късмет е тясно свързан с проблема за:",съществуването на Бога.,Свобода на волята.,психологически егоизъм.,универсали.,B
Според Сингър спазването на неговия принцип изисква:,"скромни промени в личните ни навици, но не и в обществото ни като цяло.","скромни промени в личните ни навици, както и в обществото.","Драстични промени в личните ни навици, но не и в обществото ни.","драстични промени както в личните ни навици, така и в обществото ни.",D
"Кое от следните е последното, което е заето от човешки същества?",Нова Гвинея,Австралия,Нова Зеландия,Тимор,C
Нубийска цивилизация:,предшества и стимулира възхода на египетската култура.,Това е резултат от месопотамската колонизация на юг.,"Тя е разработена в отговор на, но не и в имитация на египетската култура.",Не са имали контакти със съседни култури.,C
От държавното предприятие се изисква да включи отчет за паричните потоци в кой от следните финансови отчети?,Финансови отчети на държавния фонд.,Финансови отчети за цялото правителство.,Финансови отчети на собствения фонд.,Финансови отчети на доверителния фонд.,C
"Кое от следните твърдения е вярно, тъй като се отнася до промени в счетоводните приблизителни оценки?",Повечето промени в счетоводните приблизителни оценки се отчитат ретроспективно.,"Когато е невъзможно да се определи дали е настъпила промяна в приблизителната оценка или в счетоводния принцип, промяната следва да се счита за принципна промяна.","Когато е невъзможно да се определи дали е настъпила промяна в счетоводната приблизителна оценка или промяна в счетоводния принцип, промяната следва да се счита за промяна в приблизителната оценка.","По-лесно е да се направи разграничение между промяна в счетоводната приблизителна оценка и промяна в счетоводния принцип, отколкото да се направи разграничение между промяна в счетоводната приблизителна оценка и корекция на грешка.",C
"Небрежно шофиране на шофьор сериозно е наранило друг шофьор. Мотористът е цитиран за пътуване в грешната лента и е платил глоба. Шофьорът имаше лимит на полицата от само 15 000 долара за гражданска отговорност по застрахователната си полица. След като предостави на застрахователя на шофьора пълен медицински доклад, всички медицински сметки, медицински досиета и други необходими доказателства за щети, пострадалият ищец поиска лимитите на полицата. Ищецът е уведомил, че ще бъде подаден иск за недобросъвестност, ако лимитите на полицата не бъдат платени незабавно. Застрахователната компания отказа плащане без обяснение. Съдебните заседатели присъдиха на пострадалия ищец 200 000 долара. Пострадалият ищец е получил подписана цесия от небрежния шофьор, давайки на ищеца всички права, които шофьорът може да е имал срещу застрахователя си. Вероятно ли съдът ще принуди застрахователната компания да плати пълната сума на присъдата на съдебните заседатели на увреденото лице при тези факти?","Лимитът на полицата е 15 000 долара и това е всичко, което може да бъде събрано от пострадалото лице няма действие за недобросъвестност по застрахователен договор.","Застрахователната компания е нарушила подразбиращия се завет за добросъвестност и честна сделка, който се подразбира във всеки застрахователен договор и трябва да плати пълния размер на съдебното решение.","Недобросъвестността е лична за застрахованата страна и неговия застраховател цесията е била недействителна, а увреденото лице няма претенция да принуди застрахователя да плати.",Увреденото лице трябва да изпълни цялото си съдебно решение срещу шофьора и никога не може да преследва застрахователя за тази сума.,C
"Една жилищна корпорация притежаваше парцел земя. Жилищната корпорация подготви план за развитие, за да раздели земята на 100 парцела и да създаде жилищна общност на тракта. Декларацията на заветите създава асоциацията на собствениците на жилища, административна единица, която ще администрира и прилага правилата и ограниченията, цитирани сред заветите. Едно от ограниченията, изложени в Декларацията на заветите, гласи: ""Никога не трябва да се издига, разрешава или поддържа върху която и да е част от имота каквато и да е структура, проектирана или използвана като салон или място за продажба или производство на малц, винени или спиртни напитки."" Декларацията за заветите била надлежно записана и била включена в акта, взет от учител, когато закупил лот 62 в разработката. Учителят веднага записал постъпката си. Учителят отдал дома си под наем на библиотекар за срок от една година. Договорът за наем включваше същите ограничения като тези в Декларацията за заветите и в акта на учителя. Библиотекарят веднага започнал да продава алкохол в помещенията по време на седмични партита ""след часове"". Сдружението на собствениците на жилища съди библиотекаря в иск за вреди. Кое от следните е най-добрият аргумент за библиотекаря?",Правилото в случая на Спенсър не позволява на библиотекаря да носи отговорност.,Библиотекарят не е в тайна на договор с асоциацията на собствениците на жилища.,Библиотекарят не е в собственост с учителя.,Други партиди в непосредствена близост се използват за търговски цели.,B
"За да насърчи записването в колеж, държавата предоставя освобождаване от данъци от 200 долара за държавни данъци за тези, които са редовни студенти в колежи в рамките на държавата. Жените студенти, които посещават полувремето, все още имат право на освобождаване от данъци в размер на 100 долара, докато студентите от мъжки пол, които посещават полувремето, вече нямат право на освобождаване от данъци. Кое от следните най-точно обобщава правилното правило на конституционното право по отношение на освобождаването от държавни данъци за студенти, които се записват на половин работен ден?",Освобождаването от данъци ще бъде обявено за невалидно като отказ от справедлив процес.,Освобождаването от данъци ще бъде обявено за невалидно като нарушение на клаузата за еднаква защита.,Данъчната мярка ще бъде потвърдена като част от материалноправния процес.,Данъчната мярка ще бъде потвърдена като в правомощията на общината да облага различните категории лица неравномерно.,B
"Тази юрисдикция има следния наказателен статут в сила: ""Едно лице не носи отговорност за престъпно поведение, ако по време на такова поведение, в резултат на психично заболяване или дефект, той няма значителна способност да оцени неправомерността на поведението си или да съобрази поведението си с изискванията на закона. "" Един следобед подсъдимият гледал петгодишния си племенник. Докато играели на улов навън, подсъдимият хвърлил топката над главата на племенника си и тя се търкулнала на улицата. Инстинктивно племенникът изтичал след топката, но се спънал в канавката и паднал на улицата. Когато се спънал, племенникът силно изкълчил глезена си и не можел да се изправи. Минути по-късно голям боклукчийски камион се отдръпнал и прегазил племенника, убивайки го. Въпреки че подсъдимият видял затрудненото положение на племенника си, той не положил никакви усилия да го спаси. Впоследствие подсъдимият е обвинен в непредумишлено убийство. На процеса подсъдимият свидетелства, че бил толкова шокиран, когато видял племенника си да пада близо до боклукчийския камион, че замръзнал и не могъл да помръдне, докато не станало твърде късно. След показанията на подсъдимия вещо лице свидетелства за защитата, че реакции от вида, описан от подсъдимия, не са необичайни, когато се случи наистина шокиращо събитие. Ако съдебните заседатели вярват на показанията на подсъдимия и неговото вещо лице, най-добрата защита на подсъдимия е кое от следните?",Подсъдимият страдал от временно невменяемост.,"На подсъдимия липсвало необходимото психическо състояние, необходимо за извършване на престъплението.",Бездействието на подсъдимия не е било доброволно.,Наказателната отговорност на подсъдимия е заменена от тази на шофьора на камиона.,C
"Кандидатът за вписване е мексиканско-американски и е на мнение, че се нуждае от голяма избирателна активност на мексиканските избиратели, за да спечели изборите. В резултат на това мениджърът на кампанията му решава да изпрати по пощата на всеки регистриран мексикански избирател стикер за откъсване, който носи името и офиса на кандидата, за който се кандидатира. Тъй като много местни мексиканци не владеят английски език, мениджърът на кампанията смята, че много от избирателите ще имат трудности да напишат името и офиса на кандидата в бюлетината. В резултат на това ръководителят на кампанията е предприел обширна медийна кампания, за да информира избирателите как да прилагат стикерите към бюлетината. Пет месеца преди изборите изборен служител уведомява предизборния комитет на кандидата, че стикерите за откъсване не съответстват на държавния устав. В писмото си служителят обяснява, че държавните изборни служители са на мнение, че е необходимо потенциалните избиратели да напишат името на кандидата с мастило. Поради това тя заключава, че стикерите не отговарят на законовите изисквания. Три седмици по-късно кандидатът заведе дело във федералния окръжен съд срещу щатските изборни служители, твърдейки, че тяхното тълкуване на щатския статут нарушава Конституцията на САЩ. Кое от следните, ако бъде установено, излага най-силния конституционен аргумент в подкрепа на тълкуването на устава от изборния служител?","Избирателната активност сред регистрираните мексикански американски избиратели, които нямат владеене на английски език, е по-малко от 1% от общия брой на целия щат на последните избори.","Щатският устав изисква всяка кабина за гласуване да бъде оборудвана с писалка с мастило, за да се улесни писането на гласове.","Тъй като големият брой писмени гласове обикновено увеличава времето, необходимо за преброяване на всички гласове, е необходимо тези гласове да се подават по еднакъв начин.",Потенциалът за измами при гласуването е значително по-голям с предварително отпечатани стикери.,D
