Question,A,B,C,D,Answer
პაციენტი განიცდის გატეხილი კისრის დაზიანება ზურგის ტვინის დონეზე მეექვსე საშვილოსნოს ყელის vertebra.,ისინი ვერ შეძლებენ სუნთქვას სიცოცხლის მხარდაჭერის გარეშე.,ისინი მხოლოდ მშვიდად სუნთქვას შეძლებენ.,შეუძლებელია სუნთქვის ეფექტის პროგნოზირება.,სუნთქვა გავლენას არ მოახდენს.,B
უარყოფითი ნარჩენი ავტოკორელაცია მითითებულია რომელი ჩამოთვლილთაგან?,ციკლური ნიმუში ნარჩენი,ალტერნატიული ნიმუში ნარჩენი,სრული შემთხვევითობა ნარჩენი,"ნარჩენი, რომლებიც ნულთან ახლოს არის",B
"დაადგინეთ შემდეგი პირობითი წინადადების წინასიტყვაობა: ფუტკარი მოიგებს მათ პირველ თამაშს მხოლოდ იმ შემთხვევაში, თუ ან Aardvarks ან Chipmunks არ მოიგებს მათ პირველ თამაშებს.",Aardvarks არ მოიგებს მათ პირველ თამაშს.,ფუტკარი მოიგებს მათ პირველ თამაშს.,Chipmunks არ მოიგებს მათ პირველ თამაშს.,ან Aardvarks ან Chipmunks არ მოიგებს მათ პირველ თამაშებს.,B
"სტუდენტები ატარებენ მცენარეთა პიგმენტის გამოყოფის ვარჯიშს, რომელიც მოითხოვს მათ გამოიყენონ დახურული ქრომატოგრაფიის პალატა პალატის ბოლოში მცირე რაოდენობით აცეტონით. აცეტონის უსაფრთხოების გაფრთხილებები მოიცავს განცხადებას, რომ ეს არის თვალისა და კანის გამაღიზიანებელი და აქვს აალებადი ორთქლი. ქვემოთ მოცემული 'რომელი უსაფრთხოების ზომები უნდა მიიღონ მოსწავლეებმა ვარჯიშის ჩატარებისას?","ცეცხლგამძლე ხელთათმანების დადება, რომ პალატა გადაატაროს fume hood- ში, თუ აცეტონი ცეცხლს იჭერს","პალატის განთავსება დახურულ, ჩაბნელებულ კაბინეტში პიგმენტური განცალკევების ხანგრძლივობისთვის",ტყავის ხელთათმანების ტარება და ცხვირისა და პირის ღრუს დაფარვა ნაწილაკების ნიღბით,სათვალეებისა და ნიტრილის ტიპის ხელთათმანების ტარება და ყველა აცეტონის კონტეინერის დახურვა,D
"რომელი მათგანი განსაზღვრავს სხვადასხვა სახეობის ევოლუციურ კავშირს ჰომოლოგიური ცილების ამინომჟავის თანმიმდევრობის საფუძველზე, ზოგადად ნაკლებად ზუსტია, ვიდრე ჰომოლოგური გენების ნუკლეოტიდის თანმიმდევრობის საფუძველზე დაკავშირებული მოვლენების განსაზღვრა?",მდუმარე მუტაციები,გენის დუბლირება,"ტრანსლოკაციის მოვლენები, რომლებიც ცვლის გენის თანმიმდევრობას",გადაკვეთა,A
არის თუ არა ქვეყნის X-ის მიერ საზღვარგარეთ ჩადენილი უკანონო მკვლელობა ქმედება jure imperii ან jure gestionis?,ასეთი ქცევა არის საჯარო აქტი (jure imperii),ასეთი ქცევა არასდროს იზიდავს იმუნიტეტს,ასეთი ქცევა არის კერძო აქტი (jure gestionis),"ასეთი საქციელი საზოგადოებრივი ქმედებაა, მაგრამ იმუნიტეტით არის დაცული.",C
"ეს კითხვა ეხება შემდეგ ინფორმაციას.
პირველ რიგში უნდა აღვნიშნოთ, რომ კოსმოსი სფერულია ფორმით, ნაწილობრივ იმიტომ, რომ ეს ფორმა არის სრულყოფილი მთლიანობა, რომელიც არ მოითხოვს სახსრებს, არის ყველაზე სრულყოფილი, ნაწილობრივ იმიტომ, რომ ის ქმნის ყველაზე ტევად ფორმას, რომელიც საუკეთესოდ შეეფერება ყველაფრის შეკავებას და შენარჩუნებას; ან ისევ იმიტომ, რომ სამყაროს ყველა შემადგენელი ნაწილი, ეს არის მზე, მთვარე და პლანეტები ამ ფორმით; ან იმიტომ, რომ ყველაფერი ცდილობს ამ ფორმის მიღწევას, როგორც ჩანს, წყლის წვეთებისა და სხვა სითხის ორგანოების შემთხვევაში, თუ ისინი ცდილობენ განსაზღვრონ საკუთარი თავი. ასე რომ, არავის ეჭვი არ ეპარება, რომ ეს ფორმა ციურ სხეულებს ეკუთვნის. ...
ის, რომ დედამიწა ასევე სფერულია, კითხვის ნიშნის ქვეშ დგას, რადგან ის ყველა მხრიდან იჭერს მის ცენტრს. მიუხედავად იმისა, რომ მთების ამაღლებისა და ხეობების დეპრესიების გამო სრულყოფილი წრე არ არის გასაგები, მაგრამ ეს გავლენას არ ახდენს დედამიწის ზოგად სფერულ ბუნებაზე. ...
როგორც უკვე ნაჩვენებია, დედამიწას აქვს სფეროს ფორმა, უნდა გავითვალისწინოთ, ემთხვევა თუ არა მოძრაობა ამ ფორმას და რა ადგილს იკავებს დედამიწა სამყაროში. ... რა თქმა უნდა, ავტორთა დიდი უმრავლესობა თანხმდება, რომ დედამიწა ჯერ კიდევ სამყაროს ცენტრში დგას და მას წარმოუდგენელი და სასაცილოდ მიიჩნევს, რომ საპირისპიროდ ვივარაუდოთ. მაგრამ თუ საქმე საგულდაგულოდ იწონიდა, ჩანს, რომ კითხვა ჯერ კიდევ არ არის მოგვარებული და, შესაბამისად, არავითარ შემთხვევაში არ უნდა ჩაითვალოს მსუბუქად. ადგილის ყველა ცვლილება, რომელიც შეინიშნება, არის დაკვირვებული ობიექტის ან დამკვირვებლის მოძრაობა, ან ორივეს მოძრაობა. ... ახლა დედამიწიდან შეინიშნება ცის რევოლუცია და ის ჩვენი თვალებისთვის არის წარმოებული. ამიტომ, თუ დედამიწა არ გადის მოძრაობას, ეს მოძრაობა უნდა მოხდეს დედამიწის გარეთ ყველაფერში, მაგრამ საპირისპირო მიმართულებით, ვიდრე დედამიწაზე ყველაფერი გადავიდა და ამ ტიპის ყოველდღიური რევოლუციაა. ასე რომ, როგორც ჩანს, ეს გავლენას ახდენს მთელ სამყაროზე, ანუ დედამიწის გარეთ არსებულ ყველაფერზე, გარდა დედამიწისა. თუმცა, თუ უნდა ვაღიაროთ, რომ ეს მოძრაობა არ იყო თავისებური ზეცისთვის, არამედ ის, რომ დედამიწა დასავლეთიდან აღმოსავლეთით ტრიალებდა და თუ ეს ყურადღებით განიხილებოდა მზის, მთვარისა და ვარსკვლავების აშკარა ამოსვლასა და დადგენასთან დაკავშირებით, გაირკვა, რომ ეს იყო რეალური სიტუაცია.
ნიკოლას კოპერნიკი, ზეციური სხეულების რევოლუციები, 1543 წ
ეს მონაკვეთი შეიძლება გამოყენებულ იქნას როგორც იმის მტკიცებულება, რომ კოპერნიკი განსხვავდებოდა მისი თანამედროვე ტრადიციული, არისტოტელელი ბუნებრივი ფილოსოფოსებისგან, რადგან მან თქვა, რომ",კოსმოსი სფერულია,დედამიწა სფერულია,კოსმოსი გეოსტატიკურია,დედამიწა არ არის სტაციონარული,D
"განსაზღვრეთ H+(aq) კონცენტრაცია 1.0 მ ფენოლში, C6H5OH, ხსნარში. (კა ფენოლისთვის არის 1 × 10 ^-10.)",1 × 10^-10 მ,1 × 10 ^ -9 სთ,1 × 10 ^-3 სთ,1 × 10 ^-5 სთ,D
"შემდეგი ფაქტორებიდან რომელი ჩაითვლება რივას ""გაყვანის"" ფაქტორად ინდოეთიდან შეერთებულ შტატებში გადასვლის განხილვისას?",სიღარიბის დაძლევა,უკეთესი სამუშაო და მაღალი ხელფასები,ინდოეთის კასტის სისტემა,ძალადობა მის სამეზობლოში,B
"პოლიტიკურ პარტიებთან შედარებით ისეთ ქვეყნებში, როგორიცაა ინგლისი და ისრაელი, ორივეს აქვს მრავალპარტიული სისტემა, ამერიკული პოლიტიკური პარტიები",ნაკლებად გაინტერესებთ არჩევნების შედეგებზე ზეგავლენა,ნაკლებად მკაფიოდ არის გამოვლენილი თანმიმდევრული პოლიტიკური იდეოლოგიებით,ნაკლებად ეფექტურია პოლიტიკური მხარდამჭერებისგან ფულის შეგროვებაში,უკეთ შეძლოს მათი მთელი ოლქების მიზნების ასახვა,B
"რიცხვი, დამრგვალებული უახლოეს ათასამდე, არის 47,000. რომელი რიცხვი შეიძლება იყოს მომრგვალო რიცხვი?","46,295","46,504","47,520","47,924",B
"სატანკო არის სამკუთხა პრიზმის ფორმა. თუ სამკუთხა ბაზას აქვს ფართობი 116 კვადრატული ფუტი, ხოლო ავზი 30 ფუტის სიმაღლეა, რამდენი წყალი შეიცავს ავზს, როდესაც ის სავსეა?",1725 ფუტი^3,1740 ფუტი^3,3480 ფუტი^3,6960 ფუტი^3,C
"ინდუქტორში გამოწვეული ძაბვა წარმოდგენილია როგორც,",მისი ინდუქციის პროდუქტი და მისი მეშვეობით მიმდინარე.,მისი ინდუქციის თანაფარდობა მის მეშვეობით მიმდინარე.,მიმდინარე თანაფარდობა მის მეშვეობით მის ინდუქციას.,მისი ინდუქციის პროდუქტი და მისი მეშვეობით დენის შეცვლის მაჩვენებელი.,D
ქვემოთ ჩამოთვლილი მახასიათებლებიდან რომელი შეესაბამება თარიღის გაუპატიურებას?,გადაჭარბებული ძალის გამოყენება,წინასწარგანზრახული,სექსუალურად მოტივირებული,მოიცავს იარაღის გამოყენებას,C
"იპოვნეთ მრუდის სიგრძე y = ln x იმ წერტილებს შორის, სადაც y = 1/2 და y = 1.",0.53,0.86,1.18,1.36,C
Find $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$,1,-1,0,2,B
რომელი ფსიქოლოგიური პერსპექტივა იყო ყველაზე პოპულარული მეოცე საუკუნის დასაწყისში დასავლეთ ევროპაში?,ნეირომეცნიერება,ევოლუციური,ქცევითი,ფსიქოანალიტიკური,D
"ნასწავლი უმწეობა, სავარაუდოდ, პირდაპირ კავშირშია",ბარნუმის ეფექტი.,თვითმომსახურების მიკერძოება.,კონტროლის გარე ლოკუსი.,უპირობო დადებითი პატივისცემა.,C
"გარსიასა და კოელინგის კვლევამ ნასწავლ ვერსიებთან დაკავშირებით დაადგინა, რომ შემდეგი UCS და CS წყვილიდან რომელი არის ყველაზე ძლიერი და ყველაზე სწრაფად ისწავლა?",დავალების შესრულება და საკვების ჯილდოს მიღება,გულისრევა და საკვები ან სასმელი,მოძრაობა და შოკი,სასჯელები და ჯილდოები,B
"მარსის ზოგიერთი წყალი გაყინულია ნიადაგში და ყინულის ქუდები და ზოგი დაიკარგა მზის ქარის ჩამორთმევის გამო, მაგრამ ითვლება, რომ ორიგინალური წყლის დიდი ნაწილი სხვა მექანიზმის საშუალებით დაიკარგა. რა დაემართა ამ ""დაკარგული"" წყალს?","იგი ჩამოართვეს მაგნიტურ ველს, როდესაც ის სწრაფად შემცირდა ძალა",იგი წყალბადსა და ჟანგბადში ულტრაიისფერი შუქით დაინგრა და წყალბადის დაკარგვა თერმული გაქცევის გზით,მას მწყურვალი მარსიანების ცივილიზაცია მოიხმარდა,იგი აორთქლდა ინტენსიური ვულკანიზმის პერიოდში და დაიკარგა კოსმოსში თერმული გაქცევის გზით,B
"მოგზაურობა საწყისი სიჩქარით 1.5 × 10 ^ 6 მ / წმ, პროტონი შედის რეგიონში მუდმივი მაგნიტური ველი მასშტაბები 1.5 T. თუ პროტონის საწყისი სიჩქარის ვექტორი მაგნიტური ველის 30 ° -იანი კუთხეს ქმნის, გამოთვალეთ პროტონის სიჩქარე 4 წმ მაგნიტური ველში შესვლის შემდეგ.",5.0 × 10 ^6 მ/წმ,7.5 × 10 ^6 მ/წმ,1.5 × 10 ^6 მ/წმ,3.0 × 10 ^6 მ/წმ,C
"მაღალი ენერგიის ფოსფატების, ATP და ფოსფოკრეატინის დაშლისგან გამოთავისუფლებული ენერგია შეიძლება შეინარჩუნოს მაქსიმალური ვარჯიშის ვარჯიში:",1-2 წამი.,5-10 წამი.,30-40 წამი.,50-60 წამი.,B
"სერიის წრეში, თუ ერთ ნათურაში მიმდინარე არის 2 A, მის გვერდით ნათურაში დენი არის",1 ა,2: 00 AM,"დამოკიდებულია იმაზე, თუ რომელი ნათურა უფრო ახლოს არის ბატარეასთან",არ არის საკმარისი ინფორმაცია სათქმელი,B
ჩამოთვლილთაგან რომელი უფრო ძლიერ ეკონომიკურ ზრდას გამოიწვევს დროთა განმავლობაში?,ბუნებრივი რესურსების უფრო სწრაფი მოხმარება.,ზრდასრულთა გაუნათლებობის უფრო მაღალი მაჩვენებლები.,კაპიტალის საქონლის დაცემა.,საინვესტიციო საგადასახადო კრედიტები.,D
"ეკონომიკა ღრმა რეცესიაშია. ამ ეკონომიკური მდგომარეობის გათვალისწინებით, რომელია მონეტარული პოლიტიკის შესახებ შემდეგი განცხადებებიდან ზუსტი?",ექსპანსიური პოლიტიკა მხოლოდ გააუარესებს რეცესიას.,"ექსპანსიური პოლიტიკა მნიშვნელოვნად ზრდის საერთო მოთხოვნას, თუ ინვესტიცია მგრძნობიარეა საპროცენტო განაკვეთის ცვლილებებზე.",საკონტრაქტო პოლიტიკა არის შესაბამისი სტიმული ინვესტიციისა და მოხმარებისთვის.,თუ ფულზე მოთხოვნა სრულყოფილად ელასტიური ექსპანსიური მონეტარული პოლიტიკა შეიძლება საკმაოდ ეფექტური იყოს.,B
"ბიზნესი სოციალური აღრიცხვის სფეროში _________ მოთხოვნების გამო, ________ იდენტიფიცირების, ___________ გაუმჯობესებისა და _________ და ___________ წახალისების მიზნით","დაინტერესებული მხარეები, რისკები, დაინტერესებულ მხარეთა მენეჯმენტი, ანგარიშვალდებულება, გამჭვირვალობა","დაინტერესებული მხარეები, ანგარიშვალდებულება, გამჭვირვალობა, რისკები, დაინტერესებული მხარეების მართვა","დაინტერესებული მხარეები, ანგარიშვალდებულება, რისკები, დაინტერესებული მხარეები, დაინტერესებული მხარეების მართვა","დაინტერესებული მხარეები, დაინტერესებულ მხარეთა მენეჯმენტი, გამჭვირვალობა, რისკები, ანგარიშვალდებულება",A
"მიმწოდებლისთვის დაწესებული გადასახადი უფრო მეტად გადაეცემა მომხმარებელს ფასის ზრდის სახით, თუ",მოთხოვნის ფასის ელასტიურობა ძალიან ელასტიურია.,მოთხოვნის ფასის ელასტიურობა ძალიან არაელასტიურია.,მოთხოვნის ფასის ელასტიურობა ერთეული ელასტიურია.,მოთხოვნის ხელფასის ელასტიურობა ძალიან ელასტიურია.,B
მოსაზრება 1 | In a group (ab)^{-2} = b^{-2}a^{-2}. განცხადება 2 | ჯგუფში (ab)^n = a^nb^n.,"მართალია, მართალია","სიცრუე, მცდარი","მართალია, მცდარი","ტყუილი, მართალია",B
"რა არის ტერმინი, თუ რამდენად გავლენას ახდენს ერთ ქვეყანაში კონკურენცია სხვა ქვეყნებში?",საერთაშორისო ვაჭრობა,გლობალური ეკონომიკა,გლობალური კონკურსი,გლობალიზაცია,D
"პროგრამისტმა დაწერა პროგრამა ქვემოთ. პროგრამა იყენებს ციფრების ჩამონათვალს, სახელწოდებით numList. პროგრამა მიზნად ისახავს სიაში ციფრების ჯამის ჩვენებას.
 ჯამი ← ნუმების სია [1]
 თითოეული მნიშვნელობისთვის ნუმთა სიაში
 ჯამი ← თანხა + მნიშვნელობა
 ჩვენების ჯამი
 პროგრამის შესამოწმებლად პროგრამისტი ინიციალიზაციას უკეთებს numList- ს [0, 1, 4, 5]. პროგრამა აჩვენებს 10-ს, ხოლო პროგრამისტი ასკვნის, რომ პროგრამა მუშაობს დანიშნულებისამებრ. ჩამოთვლილთაგან რომელია ჭეშმარიტი?",დასკვნა სწორია; პროგრამა მუშაობს დანიშნულებისამებრ.,"დასკვნა არასწორია; პროგრამა არ აჩვენებს ტესტის საქმის სწორ მნიშვნელობას [0, 1, 4, 5].","დასკვნა არასწორია; ტესტის შემთხვევაში [0, 1, 4, 5] გამოყენება არ არის საკმარისი იმისათვის, რომ დაასკვნა, რომ პროგრამა სწორია.","დასკვნა არასწორია; ტესტის შემთხვევის გამოყენებით [0, 1, 4, 5] მხოლოდ ადასტურებს, რომ პროგრამა მუშაობს სიებისთვის მზარდი თანმიმდევრობით.",C
რატომ ეწინააღმდეგება Parfit თანასწორობას?,"ის ამტკიცებს, რომ არათანაბარი საზოგადოება გარდაუვალია.","ის ირწმუნება, რომ ღარიბთა მოთხოვნილებების გათვალისწინებით, ჩვენ შეგვიძლია გავზარდოთ თანასწორობა.","ის ამტკიცებს, რომ ჩვენ ყველანი პასუხისმგებელნი ვართ ჩვენს სიღარიბეზე.",ის საერთოდ უარყოფს თანასწორობის იდეას.,B
"ეს კითხვა ეხება შემდეგ ინფორმაციას.
""მართლაც, როგორც გამორჩეული [მეცნიერების] მსუქანი, რომელიც თავის აზრს ეფუძნება აზროვნებასა და ტრადიციაზე და სუნის საზოგადოების კონსენსუსი თანხმდება, რომ ბოროტი ინოვაციების ექსტერპაციის, განადგურებისა და გაძევების უძველესი ვალდებულება უნდა იყოს ჩვენი ამაღლებული მისწრაფების მიზანი, რადგან ""რელიგიური გულმოდგინება არის გამარჯვება ღვთის რწმენისთვის, ბენეფენტი""; მაშინ, წინასწარმეტყველის სიტყვების შესაბამისად (მშვიდობა მასზე!) ""ვინც ჩვენს წესრიგში ბოროტ ინოვაციას შემოაქვს, უნდა გააძევოს"" და ""ვინც ჩვენი წესრიგის წინააღმდეგ იბრძვის, უნდა გააძევოს"", - გახდა მოქმედება აუცილებელი და ექსგრადენტური...""
წერილი ოსმალეთის სულთან სელიმ I- დან Safavid Shah Ismail I- ში, 1514 წ
საფავიდებმა ისლამური იმპერიების სურვილი დახატეს, როგორიცაა ოსმალეთი და მუღალის იმპერიები, პირველ რიგში, იმიტომ, რომ საფავიდები","იყო ექსპანსიონისტური იმპერია გეოგრაფიულად, რომელიც მდებარეობს ორ სხვა ექსპანსიონისტს შორის",უარყო ისლამის ცენტრალური პრინციპები,დამონებული ქრისტიანები და საფავიდ მებრძოლებად აქციეს.,ისმაილმა თავი კალიფად გამოაცხადა,A
"ეს კითხვა ეხება შემდეგ ინფორმაციას.
მე დავდივარ სვეტთან ერთად, ვეკითხები რა ხდება.
ჯარისკაცი უბრალოდ ამბობს: ""ისინი ყოველდღე უფრო მეტს ეძახიან.
""ზოგიერთი ჩვენგანი ჩრდილოეთით გაგზავნეს ყვითელ მდინარეში თხუთმეტი წლის ასაკში,
თ ჟვდა გ 40 ღვ ჲრთევმ ეჲ ჱაოაე.
ჩვენს პირველ ტურში სოფლის თავსაბურავს ჩვენი ბანდანები უნდა გვაკავშირებინა.
როდესაც დავბრუნდით, ჩვენი თმა თეთრი იყო, მაგრამ მაინც უფრო მეტი არეულობაა.
სასაზღვრო გარნიზონები სისხლით გარბიან, საკმარისია ოკეანის შესავსებად,
მაგრამ საბრძოლო იმპერატორის ტერიტორიული ამბიციები ჯერ კიდევ არ არის crest.
მთების აღმოსავლეთით ასამდე რაიონში, ჰანის მთელ მიწაზე,
უნდა არსებობდეს ათი ათასი სოფელი, რომლებიც ახლა იძაბება.
მაშინაც კი, თუ ცოლები საკმარისად ძლიერია, რომ გაუმკლავდეს თოხს და გუთანს,
კულტურები იზრდება ყველა ამ გზით, ველები ყველა არეულობაა.
ეს ყველაზე რთულია შანქსის მამაკაცებისთვის, მათი რეპუტაციით, როგორც მებრძოლები:
ისინი მრგვალდება, როგორც ძაღლები ან ქათამი, ყველა მამაკაცი შთაბეჭდილება მოახდინა.
""მაგრამ ბატონო, მიუხედავად იმისა, რომ კარგია, რომ გკითხოთ,
ჩივილი ჯარისკაცის დავალების ნაწილი არ არის.
მჲზვმ ჟამჲ ეა ჟთ ჟკყჟნვმ დლაგთრვ. მიიღეთ ეს ზამთარი:
შანქსის ჯარები არასოდეს გაგზავნეს სახლში.
რაიონული ოფიცრები ითხოვენ მიწის გადასახადს,
მაგრამ საიდან მოვა? ნვ მჲზვქ ეა გჱვმვქ კპყგ ჲრ კამყკ!
გულწრფელად ვფიქრობ, რომ ცუდი იღბალია შვილის ყოლის ახლა,
უმჯობესია ქალიშვილი გყავდეს: ყოველ შემთხვევაში, მას შეუძლია დაქორწინდეს
და იცხოვრე მეზობლებთან მეზობლებთან.
მაგრამ ვაჟი დამთავრდება შორეულ პრერიზე.
წ. 750 წ.
ლექსი იძლევა იმის მტკიცებულებას, თუ რომელი ჩამოთვლილთაგან არის გენდერული ურთიერთობების მიმართ ტანგის საზოგადოებაში?",კონფუციური ურთიერთობები ცოლ-ქმარს შორის ჯერ კიდევ ძლიერი იყო ტანგის საზოგადოებაში.,"იმპერიელმა რეცეპტებმა ხაზი გაუსვეს ქალიშვილებზე ვაჟების დაბადებას, რათა შეესრულებინათ გაწვევის კვოტები.",სასოფლო-სამეურნეო სამუშაოებს ქალები და კაცები ერთნაირად იზიარებენ.,ტრადიციული ჩინური გენდერული ურთიერთობები შეიცვალა იმპერატრიცა ვუ ზეტიანის მეფობის დროს.,C
"xy-plane- ში, x^(log y) გრაფიკი = y^log x არის",ღია პირველი კვადრანტი,დახურული მრუდი,სხივი ღია პირველ კვადრანტში,ერთი წერტილი,A
ჩამოთვლილთაგან რომელმა გამოყო ყველაზე მეტი CO2 ერთ სულ მოსახლეზე 2017 წელს?,იაპონია,კანადა,რუსეთი,ირანი,B
რა არის განმეორებითი შეტევა?,როდესაც თავდამსხმელი პასუხობს სისტემის მიერ გაგზავნილ შეტყობინებას,"შეტევა, რომელიც მუდმივად იმეორებს, იძიებს სისუსტეს","თავდასხმა, რომელიც იყენებს სისტემის საკუთარ შეტყობინებებს და ასე არ შეიძლება დაიცვას",თავდამსხმელი ხელახლა აგზნებთ დატყვევებულ შეტყობინებას და საიტი იღებს მას და პასუხობს თავდამსხმელის სასარგებლოდ,D
"ის ფაქტი, რომ დეიტერიუმის ქლორიდის (DCl) ინფრაწითელი შთანთქმის სიხშირე გადადის წყალბადის ქლორიდისგან (HCl) გამოწვეულია მათი განსხვავებებით",ელექტრონის განაწილება,დიპოლური მომენტი,ძალის მუდმივი,შემცირებული მასა,D
"ფოტონის დეტექტორის კვანტური ეფექტურობაა 0.1. თუ დეტექტორში 100 ფოტონი იგზავნება, ერთმანეთის მიყოლებით, დეტექტორი გამოავლენს ფოტონებს","საშუალოდ 10 ჯერ, rms გადახრა დაახლოებით 4","საშუალოდ 10 ჯერ, rms გადახრა დაახლოებით 3","საშუალოდ 10 ჯერ, rms გადახრა დაახლოებით 1","საშუალოდ 10 ჯერ, ერთად rms გადახრა დაახლოებით 0.1",B
ბიტის სტრიქონების შემდეგი ნაკრებიდან რომელი არ შეიძლება აღწერილი იყოს რეგულარული გამოხატვით?,"ყველა ბიტიანი სტრიქონი, რომლის ნულების რაოდენობა ხუთიდან მრავალჯერადია",ყველა ბიტიანი სტრიქონი იწყება ნულიდან და მთავრდება ერთით,ყველა ბიტიანი სტრიქონი თანაბარი რაოდენობის ნულებით,ყველა ბიტიანი სტრიქონი უფრო მეტი ვიდრე ნულები,D
მცენარეთა ადაპტაცია წყლის დაკარგვის შესამცირებლად მაღალი ტემპერატურის პირობებში მოიცავს ჩამოთვლილთაგან რომელს?,მრავალრიცხოვანი სტომატა,თხელი კუტიკულები,Spines ნაცვლად ფოთლები,დიდი ზედაპირისა და მოცულობის კოეფიციენტები,C
"მუტაციები დნმ-ში შეცდომებია, რომლებიც:",ყოველთვის საზიანოა.,მხოლოდ კანცეროგენების თანდასწრებით ხდება.,სიმსივნის ზრდის გაზრდა.,ხდება სპონტანურად დაბალი სიჩქარით.,D
ჩამოთვლილთაგან რომელი ეხება ჰიპოთირეოზს?,წონის დაკლება,პრე-ტიბიალური myxoedema,გაიზარდა TSH დონე,ზიზღი თბილ ადგილებში,C
"ქალაქში სახლების დაფასებულ ღირებულებებს აქვს საშუალო $ 125,000 სტანდარტული გადახრით $ 23,000. ახალი მასწავლებლების კონტრაქტის გამო, სკოლის უბანს წინა წელთან შედარებით დამატებით 10% სჭირდება. ამ დამატებითი ფულის მოსაზიდად, ქალაქი ავალებს შეფასების ოფისს, რომ გაზარდოს ყველა შეფასებული სახლის ღირებულება 5,000 დოლარით. რა იქნება ქალაქის სახლების შეფასების ღირებულებების ახალი სტანდარტული გადახრა?","$ 23,000 ","$ 25,300 ","$ 28,000 ","$ 30,300 ",A
" ომში დისკრიმინაციის განხილვისას ვალსი ვარაუდობს, რომ",არ არსებობს განსხვავება მებრძოლებსა და არასაბრძოლოებს შორის.,განსხვავება მებრძოლებსა და არასაბრძოლოებს შორის არის ხარისხის საკითხი.,განსხვავება მებრძოლებსა და არასაბრძოლოებს შორის კატეგორიული და ნათელია.,"""ტერორიზმი"" უნდა განისაზღვროს, როგორც განურჩეველი ძალადობა.",B
" ნუსბაუმის თქმით, ვინმეს ობიექტად მოპყრობა",საკმარისია სექსუალური ობიექტიფიკაციისთვის.,აუცილებელია სექსუალური ობიექტიფიკაციისთვის.,არ არის აუცილებელი სექსუალური ობიექტიფიკაციისთვის.,ყველა ზემოთ.,C
