Question,A,B,C,D,Answer
"Был һорау түбәндәге мәғлүмәттәргә ҡарай.
Беренсенән, космостың формаһы буйынса сферик булыуын билдәләргә кәрәк, өлөшләтә, сөнки был форма быуындар талап итмәгән камил бөтөн, иң тулыһы булып тора, өлөшләтә, сөнки ул бөтә нәмәне тотоп тороу һәм һаҡлау өсөн иң ҡулайлы форма яһай; йәки ҡабаттан Ғаләмдең бөтә өлөштәре, йәғни Ҡояш, Ай һәм планеталар ошо ҡиәфәттә барлыҡҡа килгәнгә; йәки, һыу тамсылары һәм башҡа шыйыҡ есемдәр үҙҙәрен билдәләргә тырышһа, барыһы ла ошо формаға өлгәшергә тырышҡанға күрә. Тимәк, был форманың күк есемдәренә ҡарауына бер кем дә шикләнмәйәсәк. ...
Шуға күрә ерҙең дә сфералы булыуы шик тыуҙырмай, сөнки ул һәр яҡтан уртаһына баҫа. Тауҙарҙың күтәрелеүе һәм үҙәндәрҙең депрессияһы арҡаһында камил түңәрәкте аңлап булмай, әммә был ерҙең дөйөм сфера тәбиғәтенә йоғонто яһамай ҡалмай. ...
Ерҙең сфера формаһына эйә булыуынан күренеүенсә, хәрәкәттең дә ошо формаға тап киләме-юҡмы икәнлеген, Ерҙең Ғаләмдә ниндәй урында тороуын ҡарарға тейешбеҙ. ... Авторҙарҙың күпселеге, әлбиттә, ерҙең Ғаләмдең үҙәгендә тороуы менән килешә, киреһенсә уйлауҙы аҡылға һыймаҫлыҡ һәм мыҫҡыллы тип һанай. Әммә мәсьәлә ентекле үлсәнһә, һорауҙың әлегә хәл ителмәүен һәм шуға күрә бер нисек тә еңел баһаланмауын күрерҙәр. Күҙәтелгән урындың һәр алмашыныуы, атап әйткәндә, күҙәтелгән объекттың йәки күҙәтеүсенең хәрәкәтенә йәки икеһенең дә хәрәкәтенә бәйле. ... Хәҙер тап ерҙән күктәге революция күҙәтелә һәм ул беҙҙең күҙҙәр өсөн сығарыла. Шуға күрә ер бер ниндәй ҙә хәрәкәт кисермәһә, был хәрәкәт ерҙән ситтәге бөтә нәмәлә лә үтергә тейеш, ә ерҙәге бөтә нәмә хәрәкәт иткәнгә ҡарағанда кире яҡҡа барырға тейеш, һәм бындай көндәлек революция. Тимәк, был, күрәһең, бөтә Ғаләмгә, йәғни ерҙең үҙенән тыш ерҙән ситтәге бөтә нәмәгә йоғонто яһай. Әгәр ҙә был хәрәкәттең күккә хас булмауын, ә ерҙең көнбайыштан көнсығышҡа әйләнгәнен танырға кәрәк булһа, һәм был Ҡояштың, Айҙың һәм йондоҙҙарҙың күҙгә күренеп күтәрелеүенә һәм ҡуйылыуына ҡарата ентекле ҡаралһа, был ысынбарлыҡтағы хәл икәне асыҡланыр ине».
Николя Коперник, Күк есемдәре революциялары, 1543 йыл
Был өҙөк Коперниктың үҙ заманының традицион, аристотель тәбиғи фәйләсүфтәренән айырылып тороуына дәлил булараҡ ҡулланыла ала, сөнки ул быны тәҡдим иткән.",космос сфералы,Ер сфералы,космос геостатик,Ер стационар түгел,D
"H+(aq) концентрацияһын 1,0 М фенол, C6H5OH, иретмә менән билдәләй. (Фенол өсөн Ка — 1 × 10^-10.)",1 × 10-10 М,1 × 10-9 М,1 × 10-3 М,1 × 10-5 М,D
Һиндостандан АҠШ-ҡа күсеү тураһында фекер йөрөткәндә Рива өсөн түбәндәге факторҙарҙың ҡайһыһы «тартыу» факторы тип һаналыр ине?,Әшәке фәҡирлек,Яҡшыраҡ эш һәм юғары эш хаҡы,Һиндостандың касталар системаһы,Күршеләрендә көс ҡулланыу,B
"Англия һәм Израиль кеүек илдәрҙәге сәйәси партиялар менән сағыштырғанда, икеһенең дә күп партиялы системаһы бар, Америка сәйәси партиялары",һайлау һөҙөмтәһенә йоғонто яһау менән аҙ ҡыҙыҡһына,эҙмә-эҙлекле сәйәси идеологиялар менән һирәгерәк асыҡлана,сәйәси яҡлыларҙан аҡса йыйыуҙа һөҙөмтәлерәк,бөтә һайлау округтарының маҡсаттарын яҡшыраҡ сағылдыра белеү,B
Иң яҡын меңгә тиклем түңәрәкләнгән һан — 47 000. Түңәрәкләнгән һан ниндәй һан булырға мөмкин?,"46,295","46,504","47,520","47,924",B
"Танк өсмөйөшлө призма формаһында. Әгәр өсмөйөш нигеҙенең майҙаны 116 квадрат метр, ә цистернаның бейеклеге 30 фут булһа, цистерна тулып бөткәс, унда күпме һыу булыр ине?",1725 йылда 3 фут^,1740 фут^3,3480 фут^3,6960 фут^3,C
"Индукторҙа индукцияланған көсөргәнеш шулай күрһәтелгән,",уның индукцияһы һәм уның аша ток продукты.,индукцияның уның аша токҡа нисбәте.,уның аша токтың индукцияға нисбәте.,уның индукцияһы һәм уның аша токтың үҙгәреү тиҙлеге продукты.,D
"Ниндәй һыҙаттар, ғөмүмән, датаны көсләүгә тап килә?",артыҡ көс ҡулланыу,алдан уйлап эшләнгән,енси мотивтар буйынса,ҡорал ҡулланыуҙы күҙ уңында тота,C
y= ln x кәкрелегенең оҙонлоғон y=1/2 һәм y=1 нөктәләре араһында табығыҙ.,0.53,0.86,1.18,1.36,C
Табығыҙ $-dfrac{1} {-3}\cdot\cfrac{1} {~\frac{1} {-3}}.$$,1,-1,0,2,B
XX быуат башында Көнбайыш Европала ниндәй психологик перспектива иң популяр булған?,нейроғылым,эволюцион,тәртип белгесе,психоаналитик,D
"Өйрәнелгән ярҙамһыҙлыҡ, моғайын, туранан -тура бәйлелер",Барнум эффекты.,үҙ-үҙенә хеҙмәт итеүсе тайпылыш.,идара итеүҙең тышҡы локусы.,бер һүҙһеҙ ыңғай баһа.,C
Гарсия менән Кёллингтың өйрәнелгән аверсияларға ҡағылышлы тикшеренеүҙәре түбәндәге UCS һәм CS парҙарының ҡайһыһы иң ҡеүәтле һәм иң тиҙ өйрәнелгәнен асыҡлай?,заданиены үтәү һәм аҙыҡ-түлек бүләк алыу,күңел төшөнкөлөгө һәм ашау-эсеү,хәрәкәт һәм шок,язалар һәм бүләктәр,B
"Марс һыуының бер өлөшө тупраҡта һәм боҙ ҡалҡыулығында туңа, ә ҡайһы берҙәре ҡояш елдәренең таҙартылыуы арҡаһында юғала, әммә тәүге һыуҙың күп өлөшө икенсе механизм аша юғалған тип фаразлана. Нишләп был ""юғалған"" һыу?",көсө тиҙ кәмегәндә магнит ҡыры уны таҙартҡан,ультрафиолет яҡтылыҡ ярҙамында водородҡа һәм кислородҡа тарҡала һәм йылылыҡ ҡасыу юлы менән водород юғала,уны һыуһаған марстар цивилизацияһы йотҡан,"көсөргәнешле вулканизм осоронда парға әйләнеп, термик ҡасыу юлы менән йыһанға юғала",B
"Башланғыс тиҙлек менән 1,5 × 10^6 м/с тиҙлектә йөрөп, протон 1,5 Т магнит ҡырының даими өлкәһенә инә. Әгәр протондың башланғыс тиҙлек векторы магнит ҡыры менән 30° мөйөш яһаһа, магнит ҡырына ингәндән һуң протондың тиҙлеген 4 с тип иҫәпләегеҙ.",5.0 × 10^6 м/с,7.5 × 10^6 м/с,"1,5 × 10^6 м/с",3.0 × 10^6 м/с,C
"Юғары энергиялы фосфаттар, АТП һәм фосфокреатин сынығыуҙан бүленеп сыҡҡан энергия яҡынса максималь көсөргәнешле күнегеүҙәрҙе дауам итә ала:",1-2 секунд.,5-10 секунд.,30-40 секунд.,50-60 секунд.,B
"Сериялы контурҙа, әгәр бер лампалағы ток 2 А булһа, лампала уның эргәһендәге ток","ярты, 1 А",2:00,Батареяға ниндәй лампа яҡыныраҡ булыуына бәйле,Әйтер мәғлүмәт етмәй,B
Ваҡыт үтеү менән иҡтисад үҫеүен түбәндәгеләрҙең ҡайһыһы нығыраҡ барлыҡҡа килтереүе ихтимал?,Тәбиғи ресурстарҙы тиҙерәк ҡулланыу.,Өлкәндәрҙең наҙанлыҡ кимәле юғарыраҡ.,Капитал тауарҙары запасының төшөүе.,Инвестиция һалым кредиттары.,D
"Иҡтисад тәрән рецессия хәлендә. Ошо иҡтисади хәлде иҫәпкә алғанда, аҡса-кредит сәйәсәте тураһында түбәндәге белдереүҙәрҙең ҡайһыһы дөрөҫ?",Экспансион сәйәсәт рецессияны насарайтыр ине генә.,"Экспансион сәйәсәт, әгәр инвестициялар процент ставкаһының үҙгәреүенә һиҙгер булһа, тулайым ихтыяжды күпкә арттыра.",Ҡыҫҡартыу сәйәсәте инвестициялар һәм ҡулланыу өсөн тейешле стимул булып тора.,Әгәр аҡсаға ихтыяж бик һығылмалы экспансион аҡса-кредит сәйәсәте ярайһы уҡ һөҙөмтәле булырға мөмкин.,B
"Предприятиелар _________ талаптары арҡаһында социаль иҫәп менән шөғөлләнә, ________ асыҡлау, ___________ яҡшыртыу, _________ һәм ___________ дәртләндереү маҡсатында","Подразделениелар, Хәүефтәр, Подразделениелар менән идара итеү, отчетлылыҡ, Асыҡлыҡ","Подразделениелар, отчетлылыҡ, асыҡлыҡ, хәүефтәр, подразделениелар менән идара итеү","Подразделениелар, отчетлылыҡ, хәүефтәр, подразделениелар, Подразделениелар менән идара итеү","Подразделениелар, Подразделениелар менән идара итеү, асыҡлыҡ, хәүефтәр, отчетлылыҡ",A
"Тәьмин итеүсегә һалынған һалым, әгәр булһа, ҡулланыусыға хаҡ артыу рәүешендә күберәк тапшырыласаҡ",ихтыяждың хаҡ һығылмалылығы юғары һығылмалы.,ихтыяждың хаҡ һығылмалылығы бик нескә.,ихтыяждың хаҡ һығылмалылығы берәмеге һығылмалы.,эш хаҡы буйынса ихтыяждың һығылмалылығы бик һығылмалы.,B
1 -се әйтем | Төркөмдә (ab){-2} = b^{-2}a^{-2}. 2 -се әйтем | Төркөмдә (ab)n = a^nb^n.,"Дөрөҫ,","Ялған, ялған","Дөрөҫ, Ялған","Ялған, Дөрөҫ",B
"Бер илдә конкуренцияға башҡа илдәрҙәге конкуренция ниндәй кимәлдә йоғонто яһай, тигән термин ниндәй?",Халыҡ-ара сауҙа,Глобаль иҡтисад,Глобаль конкуренция,Глобалләшеү,D
"Программаны программер түбәндә яҙған. Программала numList тип аталған һандар исемлеге ҡулланыла. Программа исемлектәге һандарҙың суммаһын күрһәтеү өсөн тәғәйенләнгән.
 сумма ← numList[1]
 Нумлисттағы һәр ҡиммәт өсөн
 сумма ← сумма+ ҡиммәте
 ДИСПЛЕЙ суммаһы
 Программаны тикшереү маҡсатында программист numList-тан [0, 1, 4, 5]-кә тиклем башланғыс бирә. Программала 10-ы күрһәтелә, программистар программа тәғәйенләнеше буйынса эшләй тигән һығымтаға килә. Түбәндәгеләрҙең ҡайһыһы дөрөҫ?",Һығымта дөрөҫ; программа тәғәйенләнеше буйынса эшләй.,"Һығымта дөрөҫ түгел; программала һынау эшенең дөрөҫ ҡиммәте күрһәтелмәй[0, 1, 4, 5].","Һығымта дөрөҫ түгел; [0, 1, 4, 5] ҡулланып, программа дөрөҫ тигән һығымта яһау өсөн етерлек түгел.","Һығымта дөрөҫ түгел; [0, 1, 4, 5] ҡулланып, программаның тәртипте арттырыу буйынса исемлектәр өсөн эшләүен генә раҫлай.",C
Ни өсөн Парфит тигеҙлеккә ҡаршы сыға?,"Тиңһеҙ йәмғиәт ҡотолғоһоҙ, тип раҫлай ул.","Ярлыларҙың ихтыяжына өҫтөнлөк биреп, тигеҙлекте арттыра алабыҙ, тип белдерә ул.","Фәҡирлегебеҙ өсөн һәр беребеҙ яуаплы, тип раҫлай ул.",Тигеҙлек идеяһын ул бөтөнләй кире ҡаға.,B
"Был һорау түбәндәге мәғлүмәттәргә ҡарай.
«Ысынлап та, үҙ фекерен аҡылға һәм йолаларға нигеҙләгән айырылып торған [ғалимдарҙың] фәтүәләре лә, сөнниҙәр берләшмәһенең консенсусы ла яуыз яңылыҡтарҙы һөрөүҙең, юҡ итеүҙең, һөрөүҙең боронғо бурысы беҙҙең юғары ынтылышыбыҙҙың маҡсаты булырға тейеш тигән фекерҙә, сөнки «Дини ашҡыныу — Ул Алланың мәрхәмәтле кешеһенең еңеүе»; шунан, Пәйғәмбәр һүҙҙәренә ярашлы (Уға тыныслыҡ!) «Беҙҙең тәртипкә яуыз яңылыҡ индергән кеше ҡыуылырға тейеш», ә «Беҙҙең тәртипкә ҡаршы нимә эшләһә, ҡыуылырға тейеш», — тип ҡысҡырып ебәргәндәр.
Ғосман Солтан Сәлим I-нең Сафавид Шаһ Исмаил I хаты, 1514 йыл
Сәфәүиҙәр ғосман һәм могол империялары кеүек ислам империяларының асыуын килтерәләр, сөнки тәү сиратта сәфәүиҙәр",экспансионистик империя географик яҡтан башҡа ике экспансионист араһында урынлашҡан,Исламдың үҙәк тәғлимәттәрен кире ҡаға,"ҡоллоҡҡа алынған христиандар, һәм уларҙы сәфәүиҙәргә әйләндергәндәр",Исмаил үҙен хәлиф тип иғлан иткән,A
"Был һорау түбәндәге мәғлүмәттәргә ҡарай.
Колонна эргәһенән йөрөйөм дә, нимә булғанын һорайым.
Һалдат ябай ғына итеп былай ти: «Көндән-көн күберәк шылтыраталар.
""Ҡайһы берҙәребеҙҙе ун биш йәшендә төньяҡҡа Һары йылғаға оҙаттылар,
Ә хәҙер ҡырҡ йәшендә көнбайыштағы гарнизондарға юлланабыҙ.
Тәүге гастролдәребеҙҙә ауыл старостаһына беҙҙең өсөн банданналарҙы бәйләргә тура килде.
Ҡайтҡас, сәстәребеҙ аҡ ине, шулай ҙа сыуалыштар күберәк.
Сик буйы гарнизондары ҡан менән йүгерә, океанды тултырыу өсөн етерлек,
Әммә һуғыш императорының территориаль амбициялары әлегә тиклем ҡыҫырыҡлап сығарылмаған.
Тауҙарҙан көнсығышҡа табан йөҙ райондарҙа, Хань ерендә,
Хәҙер ялҡынһынған ун мең ауыл булырға тейеш.
Ҡатындар тояҡ менән һөрөм менән эш итерлек көскә эйә булһалар ҙа,
Сәсеүлектәр һәр яҡлап үҫә, баҫыуҙар барыһы ла мәшәҡәтле.
Шаньси ир-егеттәре өсөн иң ауыры, уларҙың көрәшсе булараҡ абруйы:
Эт йәки тауыҡ кеүек түңәрәкләйҙәр, һәр ир-ат хайран ҡалды.
""Әммә сэр, һорау хәйерле булһа ла,
Зарланыу һалдат бурысына инмәй.
Тик башыбыҙҙы һелкетә алабыҙ. Ошо ҡышты алығыҙ:
Шаньси ғәскәрҙәре бер ҡасан да өйҙәренә ебәрелмәгән.
Район офицерҙары ер һалымын талап итә,
Әммә ул ҡайҙан килеп сығыр? Таштан ҡан алырға ярамай!
Дөрөҫөн әйткәндә, хәҙер ул тәрбиәләү бәхетһеҙлек, тип уйлайым,
Ҡыҙы булыу яҡшыраҡ: кәм тигәндә кейәүгә сыға ала
Күршеләр менән йәшә.
Әммә улы ниндәйҙер алыҫ шалғала ятҡан».
Дю Фу, «Армия арбалары балладаһы», б. э. т. 750 й.
Шиғырҙа Тан йәмғиәтендә гендер мөнәсәбәттәре буйынса түбәндәгеләрҙең ҡайһыһы булыуы тураһында дәлилдәр килтерелә?",Тан йәмғиәтендә конфуцийҙарҙың ир менән ҡатын араһындағы мөнәсәбәттәре һаман да нығынған була.,Император рескрипттарында ҡыҙҙар өҫтөнән саҡырыу квоталарын үтәү өсөн һәләтле улдар тыуыуы һыҙыҡ өҫтөнә алынған.,"Ауыл хужалығы эштәрен ҡатын-ҡыҙҙар ҙа, ир-егеттәр ҙә уртаҡлаша алыр ине.",Традицион ҡытай гендер мөнәсәбәттәре императрица У Зетиан хакимлығы осоронда кире ҡағыла.,C
xy-яҫылыҡта x^(лог y) графигы = y^log x —,беренсе асыҡ квадрант,ябыҡ кәкрелек,асыҡ беренсе квадранттағы нур,берҙәм нөктә,A
2017 йылда йән башына иң күп СО2 сығарған түбәндәге илдәрҙең ҡайһыһы?,Япония,Канада,Рәсәй,Иран,B
Репетиция һөжүме нимә ул?,Һөжүм итеүсе система ебәргән хәбәргә яуап биргәндә,"Өҙлөкһөҙ ҡабатланған һөжүм, көсһөҙлөктө тикшереү",Системаның үҙ хәбәрҙәре менән файҙаланған һәм шуға күрә һаҡланып булмай торған һөжүм,"Һөжүм итеүсе әсирлеккә эләккән хәбәрҙе кире ҡаға, ә сайт уны ҡабул итә һәм һөжүм итеүсе файҙаһына яуап бирә",D
Дейтерий хлоридының (DCl) инфраҡыҙыл йотоу йышлығы хлорид водородтан (HCl) күсеүе уларҙың айырмаһы менән бәйле.,электрон таралыуы,диполе моменты,көс константаһы,ҡыҫҡартылған масса,D
"Фотон-детекторҙың квант һөҙөмтәлелеге — 0,1. Детекторға 100 фотон ебәрелһә, береһе икенсеһенән һуң, детектор фотондарҙы асыҡлай","уртаса 10 тапҡыр, рмс тайпылышы яҡынса 4","уртаса 10 тапҡыр, рмс тайпылышы яҡынса 3","уртаса 10 тапҡыр, рмс тайпылышы яҡынса 1","уртаса 10 тапҡыр, рмс тайпылышы яҡынса 0,1",B
Түбәндәге бит ҡылдар йыйылмаһының ҡайһыһын даими әйтеп булмай?,Нулдәре һаны биш ҡылдың күплеге булған бөтә бит ҡылдар,Нулдән башлап бер ҡыл менән тамамланған бөтә бит ҡылдар,Нулдәр һаны тигеҙ булған бөтә бит ҡылдар,Нулдән күберәк булған бөтә бит ҡылдар,D
Юғары температуралы мөхиттәрҙә һыу юғалтыуҙы кәметеү өсөн үҫемлектәрҙең адаптацияһына түбәндәгеләрҙең ҡайһыһы инә?,Күп һанлы стомата,Йоҡа ғына һөйкөмлөләр,Умыртҡа һөйәге япраҡтар урынына,Ер өҫтөнөң күләмгә ҙур нисбәттәре,C
Мутациялар — ДНК-лағы хаталар:,һәр ваҡыт зарарлы.,канцерогендар булғанда ғына була.,туберкулёз үҫеүен арттырыу.,стихиялы рәүештә түбән тиҙлек менән барлыҡҡа килә.,D
Гипотиреозға түбәндәгеләрҙең ҡайһыһы ҡағыла?,Ауырлыҡты юғалтыу,Тибияға тиклемге миксоэдема,ТШ кимәленең күтәрелгәне,Йылы урындарға кире ҡағыу,C
"Ҡалалағы йорттарҙың баһаланған ҡиммәттәре 125 000 АҠШ доллары тәшкил итә, стандарт тайпылышы 23 000 АҠШ доллары тәшкил итә. Уҡытыусыларҙың яңы контракты арҡаһында мәктәп районына үткән йыл менән сағыштырғанда өҫтәмә 10 процент аҡса кәрәк. Был өҫтәмә аҡсаны йыйыу өсөн ҡала баһалама контораһына бөтә баһаланған йорт ҡиммәттәрен 5 000 долларға күтәрергә ҡуша. Ҡалалағы йорттарҙың баһаланған ҡиммәттәренең яңы стандарт тайпылышы ниндәй булыр?",23 000 АҠШ доллары ,25 300 АҠШ доллары ,28 000 АҠШ доллары ,30 300 аҡш доллары ,A
 Һуғышта дискриминация тураһында фекер алышыуҙа Вальс быны тәҡдим итә,хәрбиҙәр менән хәрби булмағандар араһында айырма юҡ.,хәрбиҙәр менән хәрби булмағандарҙың айырмаһы — дәрәжә мәсьәләһе.,хәрбиҙәр менән хәрби булмағандар араһында айырма ҡәтғи һәм асыҡ.,«Терроризм» дискриминацияһыҙ көс ҡулланыу тип билдәләнергә тейеш.,B
" Нусбаум фекеренсә, кемгәлер объект кеүек ҡарау",енси объективлаштырыу өсөн етерлек.,Енси объективлаштырыу өсөн кәрәкле.,енси объективлаштырыу өсөн кәрәкмәй.,үрҙә әйтелгәндәрҙең барыһы ла.,C
Был ике сценарийҙың ҡайһыһы өсөн төп герой (кем I/me/my ҡуллана) 2020 йылға АҠШ-тағы ябай әхлаҡи нормалар буйынса әхлаҡи яҡтан дөрөҫ булмаған эш башҡара? Сценарий 1 | Ата-әсәйем йоҡлап ятҡанда йүгереп йөрөнөм. Сценарий 2 | Бүлмә иптәшемдең кейеме менән тулы йыуыныу машинаһына йыуыныу сараһын ҡойҙом.,"Дөрөҫ түгел, дөрөҫ түгел","Дөрөҫ түгел, дөрөҫ түгел","Дөрөҫ түгел, дөрөҫ түгел","Хаталанмай, хаталанмай",D
"Был ике сценарийҙың ҡайһыһы өсөн төп герой (кем I/me/my ҡуллана) 2020 йылға АҠШ-тағы ябай әхлаҡи нормалар буйынса әхлаҡи яҡтан дөрөҫ булмаған эш башҡара? Сценарий 1 | Ҡайһы саҡта, бәләгә тарымаһам, дөрөҫөн һөйләргә тырышам. Сценарий 2 | Тылсымлы шоуҙа ҡыҙ ҡәрҙәшемде үбеп алдым.","Дөрөҫ түгел, дөрөҫ түгел","Дөрөҫ түгел, дөрөҫ түгел","Дөрөҫ түгел, дөрөҫ түгел","Хаталанмай, хаталанмай",B
Был ике сценарийҙың ҡайһыһы өсөн төп герой (кем I/me/my ҡуллана) 2020 йылға АҠШ-тағы ябай әхлаҡи нормалар буйынса әхлаҡи яҡтан дөрөҫ булмаған эш башҡара? Сценарий 1 | Газонсы менән яңы келәм өҫтөнән йүгерҙем. Сценарий 2 | Инфекцияға тикшерер өсөн ҡулыма зәргәрләндем.,"Дөрөҫ түгел, дөрөҫ түгел","Дөрөҫ түгел, дөрөҫ түгел","Дөрөҫ түгел, дөрөҫ түгел","Хаталанмай, хаталанмай",A
Был ике сценарийҙың ҡайһыһы өсөн төп герой (кем I/me/my ҡуллана) 2020 йылға АҠШ-тағы ябай әхлаҡи нормалар буйынса әхлаҡи яҡтан дөрөҫ булмаған эш башҡара? Сценарий 1 | Мин данлыҡлы Элтон Джонды концерт аренаһы тышында күрҙем һәм унан һорамайынса уның фотоһүрәтен төшөрҙөм. Сценарий 2 | Наркотик наркотиктар эсеп төрмәгә инеп тотҡондарға һатҡан тағы бер ҡарауылсы тураһында хәбәр иттем.,"Дөрөҫ түгел, дөрөҫ түгел","Дөрөҫ түгел, дөрөҫ түгел","Дөрөҫ түгел, дөрөҫ түгел","Хаталанмай, хаталанмай",D
Был ике сценарийҙың ҡайһыһы өсөн төп герой (кем I/me/my ҡуллана) 2020 йылға АҠШ-тағы ябай әхлаҡи нормалар буйынса әхлаҡи яҡтан дөрөҫ булмаған эш башҡара? Сценарий 1 | Юлға сыҡҡанда тупты төшөрөп ҡалдырыр өсөн тәнәфестәремә тығылдым. Сценарий 2 | Балаларымды ксилофонда уйнарға өйрәттем.,"Дөрөҫ түгел, дөрөҫ түгел","Дөрөҫ түгел, дөрөҫ түгел","Дөрөҫ түгел, дөрөҫ түгел","Хаталанмай, хаталанмай",D
