Question,A,B,C,D,Answer
"Denna fråga avser följande information.
Jag går längs med kolonnen och frågar vad som står på.
En soldat säger helt enkelt: ""De kallar in fler för varje dag.
""Några av oss skickades norrut till Gula floden vid femton års ålder.
Och nu vid fyrtio är vi på väg till garnisonerna i väster.
På vår första turné var byns hövding tvungen att knyta våra bandanor åt oss.
När vi kom tillbaka var vårt hår vitt, men det finns fortfarande mer oroligheter.
Gränsgarnisonerna rinner av blod, tillräckligt för att fylla ett hav,
Men den krigiske kejsarens territoriella ambitioner har ännu inte nått sin höjd.
I de hundra distrikten öster om bergen, i hela Hans land,
Det måste finnas tiotusen byar som nu angriper törnbuskar.
Även om hustrur är starka nog att hantera en hacka och en plog,
Grödorna växer åt alla håll, åkrarna är en enda röra.
Svårast är det för Shanxi-männen, med deras rykte som krigare:
De är samlade som hundar eller höns, varje hane imponerad.
»Men sir, fastän det är snällt av er att fråga,
Att klaga är inte en del av soldatens uppgift.
Vi kan bara skaka på huvudet. Ta den här vintern:
Shanxi-trupperna skickades aldrig hem.
Distriktstjänstemännen kräver markskatt,
Men var ska det komma ifrån? Krama vatten ur en sten!
Jag tycker ärligt talat att det är otur att föda en son nu,
Det är bättre att ha en dotter: hon kan åtminstone gifta sig
Och bo med grannarna bredvid.
Men en son kommer att hamna på någon avlägsen prärie.""
Du Fu, ""Balladen om arméns kärror"", ca 750 v.t.
Vilket av följande i dikten är när det gäller könsrelationer i Tangsamhället?",Konfucianska relationer mellan man och hustru var fortfarande starka i Tangsamhället.,De kejserliga reskripten betonade födelsen av dugliga söner framför döttrar för att uppfylla värnpliktskvoterna.,Jordbruksarbetet kunde delas av både kvinnor och män.,Traditionella kinesiska könsrelationer vändes under kejsarinnan Wu Zetians regeringstid.,C
I xy-planet är grafen till x^(log y) = y^log x,Den öppna första kvadranten,En sluten kurva,en stråle i den öppna första kvadranten,En enda punkt,A
Vilket av följande länder släppte ut mest CO2 per capita under 2017?,Japan,Kanada,Ryssland,Iran,B
Vad är en reprisattack?,När angriparen svarar på ett meddelande som skickats till den av systemet,"En attack som ständigt upprepas, söker efter en svaghet",En attack som använder systemets egna meddelanden och därför inte kan försvaras mot,Angriparen skickar ett avbildat meddelande igen och webbplatsen accepterar det och svarar till angriparens fördel,D
Det faktum att den infraröda absorptionsfrekvensen för deuteriumklorid (DCl) förskjuts från den för väteklorid (HCl) beror på skillnaderna i deras,Elektronfördelning,dipol moment,Kraft konstant,Reducerad massa,D
"Kvanteffektiviteten för en fotondetektor är 0,1. Om 100 fotoner skickas in i detektorn, en efter en, kommer detektorn att detektera fotoner","i genomsnitt 10 gånger, med en RMS-avvikelse på cirka 4","i genomsnitt 10 gånger, med en RMS-avvikelse på cirka 3","i genomsnitt 10 gånger, med en RMS-avvikelse på cirka 1","i genomsnitt 10 gånger, med en RMS-avvikelse på cirka 0,1",B
Vilken av följande uppsättningar bitsträngar KAN INTE beskrivas med ett reguljärt uttryck?,Alla bitsträngar vars antal nollor är en multipel av fem,Alla bitsträngar som börjar med en nolla och slutar med en etta,Alla bitsträngar med ett jämnt antal nollor,Alla bitsträngar med fler ettor än nollor,D
Anpassningar av växter för att minimera vattenförlust i miljöer med höga temperaturer inkluderar vilket av följande?,Många klyvöppningar,Tunna nagelband,Taggar istället för löv,Stora yt-till-volym-förhållanden,C
Mutationer är fel i DNA som:,är alltid skadliga.,förekommer endast i närvaro av cancerframkallande ämnen.,öka tumörtillväxten.,uppstår spontant i låg takt.,D
Vilket av följande är sant för hypotyreos?,Viktminskning,Pretibialt myxödem,En förhöjd TSH-nivå,En aversion mot varma platser,C
De uppskattade värdena på hus i en stad har ett medelvärde på 125 000 dollar med en standardavvikelse på 23 000 dollar. På grund av ett nytt lärarkontrakt behöver skoldistriktet 10 % extra i medel jämfört med föregående år. För att samla in dessa extra pengar instruerar staden taxeringskontoret att höja alla värderade husvärden med 5 000 dollar. Vad blir den nya standardavvikelsen för de uppskattade värdena på hus i staden?,"$ 23,000 ","$ 25,300 ","$ 28,000 ","$ 30,300 ",A
 I sin diskussion om diskriminering i krig föreslår Valls att,Det är ingen skillnad mellan kombattanter och icke-stridande.,Skillnaden mellan kombattanter och icke-stridande är en gradskillnad.,Skillnaden mellan kombattanter och icke-stridande är kategorisk och tydlig.,"""Terrorism"" bör definieras som urskillningslöst våld.",B
 Att behandla någon som ett objekt är enligt Nussbaum,tillräcklig för sexuell objektifiering.,nödvändigt för sexuell objektifiering.,inte nödvändigt för sexuell objektifiering.,allt ovanstående.,C
"För vilket av dessa två scenarier gör huvudpersonen (som använder jag/mig/mitt) något uppenbart moraliskt fel, enligt gängse moralnormer i USA från och med 2020? Scenario 1 | När mina föräldrar sov var jag ute och joggade. Scenario 2 | Jag hällde tvättmedel i tvättmaskinen full med min rumskamrats kläder.","Fel, fel","Fel, inte fel","Inte fel, fel","Inte fel, inte fel",D
"För vilket av dessa två scenarier gör huvudpersonen (som använder jag/mig/mitt) något uppenbart moraliskt fel, enligt gängse moralnormer i USA från och med 2020? Scenario 1 | Ibland försöker jag säga sanningen, om det inte får mig att hamna i trubbel. Scenario 2 | Jag kysste min flickvän på trollerishowen.","Fel, fel","Fel, inte fel","Inte fel, fel","Inte fel, inte fel",B
"För vilket av dessa två scenarier gör huvudpersonen (som använder jag/mig/mitt) något uppenbart moraliskt fel, enligt gängse moralnormer i USA från och med 2020? Scenario 1 | Jag körde över den fräscha mattan med en gräsklippare. Scenario 2 | Jag kissade i handen så att jag kunde testa den för infektion.","Fel, fel","Fel, inte fel","Inte fel, fel","Inte fel, inte fel",A
"För vilket av dessa två scenarier gör huvudpersonen (som använder jag/mig/mitt) något uppenbart moraliskt fel, enligt gängse moralnormer i USA från och med 2020? Scenario 1 | Jag såg den berömda Elton John utanför en konsertarena och tog en bild på honom utan att fråga honom. Scenario 2 | Jag anmälde en annan vakt som smugglar in narkotika i ett fängelse och säljer dem till fångar.","Fel, fel","Fel, inte fel","Inte fel, fel","Inte fel, inte fel",D
"För vilket av dessa två scenarier gör huvudpersonen (som använder jag/mig/mitt) något uppenbart moraliskt fel, enligt gängse moralnormer i USA från och med 2020? Scenario 1 | Jag smällde på mina brytningar för att missa bollen när den kom in på vägen. Scenario 2 | Jag lärde mina barn att spela xylofon.","Fel, fel","Fel, inte fel","Inte fel, fel","Inte fel, inte fel",D
"För vilket av dessa två scenarier gör huvudpersonen (som använder jag/mig/mitt) något uppenbart moraliskt fel, enligt gängse moralnormer i USA från och med 2020? Scenario 1 | När min restaurangs frys gick sönder serverade jag det varma köttet trots att jag visste att det var väldigt osäkert. Scenario 2 | Jag bestämde mig för att göra upp eld i skogen.","Fel, fel","Fel, inte fel","Inte fel, fel","Inte fel, inte fel",A
"Större mjölkkonsumtion
",Har rapporterats vara associerat med en högre incidens av frakturer och högre mortalitet i ett fåtal studier,Under puberteten verkar vara förknippat med högre bentäthet senare i livet,Är konsekvent förknippad med en lägre frekvens av frakturer,I länder med den högsta frakturfrekvensen tyder på att mjölkkonsumtion är gynnsam för skelettet.,A
"Vilket av följande påståenden om glukosmetabolism är korrekt?
",Glukagon ökar glykolyshastigheten,Glykolys kräver NADP+,Vid glykolys klyvs glukos i två trekolsprodukter,Slutprodukten av glykolys i röda blodkroppar är pyruvat,C
Nagel hävdar att problemet med moralisk tur är nära kopplat till problemet med:,Guds existens.,Fri vilja.,psykologisk egoism.,universals.,B
Enligt Singer krävs det följande för att uppfylla hans princip:,"Blygsamma förändringar av våra personliga vanor, men inte av vårt samhälle som helhet.","Blygsamma förändringar av våra personliga vanor, såväl som av samhället.","drastiska förändringar av våra personliga vanor, men inte av vårt samhälle.",drastiska förändringar av både våra personliga vanor och vårt samhälle.,D
Vilket av följande är det sista som upptas av människor?,Nya Guinea,Australien,Nya Zeeland,Timor,C
Nubiska civilisationen:,föregick och sporrade uppkomsten av egyptisk kultur.,var resultatet av den mesopotamiska kolonisationen i söder.,"utvecklades som svar på, men inte för att imitera den egyptiska kulturen.",hade inga kontakter med grannkulturer.,C
I vilka av följande finansiella rapporter ska ett offentligt företag ta med en rapport över kassaflöden?,Statliga fonders bokslut.,Årsredovisningar för hela statsförvaltningen.,Finansiella rapporter för egna fonder.,Förvaltningsfondens årsredovisningar.,C
Vilket av följande påståenden är korrekt när det gäller ändringar i uppskattningar och bedömningar?,De flesta ändringar i uppskattningar och bedömningar redovisas retroaktivt.,"När det är omöjligt att avgöra om en ändring i en uppskattning eller en annan redovisningsprincip har inträffat, skall ändringen betraktas som en principändring.","När det är omöjligt att avgöra om en ändring i uppskattningar och bedömningar eller en ändring av redovisningsprincip har skett, skall ändringen betraktas som en ändrad uppskattning.",Det är lättare att skilja mellan en ändrad uppskattning och bedömning och en ändring av redovisningsprincip än det är att skilja mellan en ändrad uppskattning och bedömning av ett fel.,C
"En bilist skadades allvarligt av vårdslöshet i trafiken. Bilisten anklagades för att ha kört i fel körfält och fick betala böter. Bilisten hade en försäkringsgräns på endast 15 000 dollar för skadeståndsansvar på sin försäkring. Efter att ha försett bilistens försäkringsbolag med en fullständig medicinsk rapport, alla medicinska räkningar, medicinska journaler och andra nödvändiga bevis på skador, krävde den skadade käranden försäkringsgränserna. Käranden meddelade att ett krav i ond tro skulle lämnas in om försäkringsbeloppen inte betalades omedelbart. Försäkringsbolaget vägrade att betala ut utan förklaring. En jury tilldömde den skadade målsäganden 200 000 dollar. Den skadelidande erhöll ett undertecknat uppdrag från den försumliga bilisten som gav käranden alla rättigheter som bilisten kan ha haft gentemot sin försäkringsgivare. Kommer domstolen sannolikt att tvinga försäkringsbolaget att betala hela beloppet för juryns utslag till den skadelidande personen under dessa omständigheter?","Försäkringsgränsen är 15 000 dollar och det är allt som kan samlas in av den skadade personen, det finns ingen talan om ond tro på ett försäkringsavtal.",Försäkringsbolaget har brutit mot den underförstådda överenskommelsen om god tro och heder som är underförstådd i varje försäkringsavtal och måste betala hela beloppet i domen.,"Ond tro är personlig för den försäkrade och dennes försäkringsgivare, överlåtelsen var ogiltig och den skadelidande har inget krav på att tvinga försäkringsgivaren att betala.",Den skadelidande måste göra hela sin dom gällande mot bilisten och får aldrig kräva försäkringsbolaget på det beloppet.,C
"Ett bostadsbolag ägde ett markområde. Bostadsbolaget utarbetade en utvecklingsplan för att dela upp marken i 100 tomter och skapa ett bostadsområde på området. Förbundsförklaringen skapade husägarföreningen, en administrativ enhet som skulle administrera och upprätthålla de regler och restriktioner som nämndes i förbunden. En av restriktionerna som anges i förbundsförklaringen lyder: ""Det får aldrig vid något tillfälle uppföras, tillåtas eller underhållas på någon del av egendomen någon byggnad som är avsedd för eller används som en salong eller plats för försäljning eller tillverkning av malt, vin eller spritdrycker. "" Förbundsförklaringen var vederbörligen nedtecknad och ingick i den handling som en lärare tog när han köpte tomt 62 i byggnaden. Läraren antecknade omedelbart hans gärning. Läraren hyrde ut sin bostad till en bibliotekarie för ett år. Hyresavtalet innehöll samma begränsningar som de i förbundsförklaringen och i lärarens handling. Bibliotekarien började genast sälja sprit i lokalerna under veckofester ""efter arbetstid"". Villaägarföreningen stämmer bibliotekarien i skadeståndstalan. Vilket av följande är det bästa argumentet för bibliotekarien?",Regeln i Spencers fall hindrar bibliotekarien från att hållas ansvarig.,Bibliotekarien har inte något avtal med bostadsrättsföreningen.,Bibliotekarien har inte samma vårdnad som läraren.,Andra tomter i omedelbar närhet används för kommersiella ändamål.,B
"För att uppmuntra högskoleinskrivning ger en stat en skattebefrielse på $200 för statliga skatter för dem som är heltidsstudenter vid högskolor inom staten. Kvinnliga studenter som går på halvtid får fortfarande en skattebefrielse på 100 USD, medan manliga studenter som går på halvtid inte längre får någon skattebefrielse. Vilket av följande sammanfattar bäst den korrekta regeln i konstitutionell rätt angående den statliga skattebefrielsen för studenter som skriver in sig på halvtid?",Skattebefrielsen skulle ogiltigförklaras som ett förnekande av ett korrekt rättsförfarande.,Skattebefrielsen skulle ogiltigförklaras eftersom den strider mot klausulen om lika skydd.,Skatteåtgärden skulle upprätthållas som en del av området för materiell rättssäkerhet.,Skatteåtgärden skulle anses ligga inom ramen för en kommuns befogenhet att beskatta olika kategorier av personer olika.,B
"Denna jurisdiktion har följande straffrättsliga bestämmelser i kraft:""En person är inte ansvarig för brottslig handling om han vid tidpunkten för ett sådant handlande, till följd av psykisk sjukdom eller defekt, saknar väsentlig förmåga att inse det felaktiga i sitt handlande eller att anpassa sitt beteende till lagens krav."" En eftermiddag satt en åtalad barnvakt åt sin femårige brorson. När de lekte fångst utomhus kastade den åtalade bollen över sin brorsons huvud, och den rullade ut på gatan. Instinktivt sprang brorsonen efter bollen men snubblade över rännstenen och föll i gatan. När han snubblade stukade brorsonen fotleden allvarligt och kunde inte stå upp. En stund senare backade en stor sopbil och körde över brorsonen och dödade honom. Trots att den tilltalade såg sin brorsons belägenhet gjorde han inga ansträngningar för att rädda honom. Därefter åtalades den tilltalade för vållande till annans död. Vid rättegången vittnade den åtalade om att han blev så chockad när han såg sin brorson falla nära sopbilen att han frös till is och inte kunde röra sig förrän det var för sent. Efter den tilltalades vittnesmål vittnade ett expertvittne för försvaret om att reaktioner av det slag som den tilltalade beskriver inte är ovanliga när en verkligt chockerande händelse inträffar. Om juryn tror på vittnesmålen från den tilltalade och hans expertvittne, är den tilltalades bästa försvar vilket av följande?",Den tilltalade led av tillfällig sinnessjukdom.,Den tilltalade saknade det mentala tillstånd som krävdes för att brottet skulle begås.,Den tilltalades underlåtenhet att agera var inte frivillig.,Den tilltalades straffrättsliga ansvar ersattes av lastbilschaufförens.,C
