Question,A,B,C,D,Answer
"Оқушылар өсімдік пигменттерін бөлу жаттығуларын жүргізеді, ол камераның төменгі бөлігінде аз мөлшерде ацетоны бар жабық хроматография камерасын пайдалануды талап етеді. Ацетонға арналған қауіпсіздік туралы ескертулерге оның көз бен тері тітіркендіргіші және тез тұтанатын булары бар екендігі туралы мәлімдеме жатады. Оқу-жаттығуды өткізу кезінде оқушылар қандай қауіпсіздік шараларын қабылдауы тиіс?","Егер ацетон отты қуып жетсе, камераны бу капюшонына дейін алып жүру үшін оттан сақтайтын қолғап кию","Камераны жабық, қараңғыланған шкафта пигментті бөлу кезеңінде орналастыру",Былғары қолғап кию және мұрын мен ауызды бөлшектер маскасымен жабу,Көзілдірік пен нитрил түріндегі қолғап кию және барлық ацетонды сыйымдылықтарды жабық ұстау,D
"Бұлардың қайсысы гомологтық ақуыздардың аминқышқыл тізбегінің негізінде әртүрлі түрлердің эволюциялық байланысын анықтауды, әдетте, гомологтық гендердің нуклеотидтік тізбектеріне негізделген туыстықты анықтауға қарағанда дәлдігі аз етеді?",Үнсіз мутациялар,Гендердің қайталануы,Гендер тізбектерін өзгертетін транслокация оқиғалары,Өткел,A
X ел министрінің шетелде жасаған заңсыз кісі өлтіруі іс-әрекет jure imperii немесе jure gestionis болып табыла ма?,Мұндай мінез-құлық қоғамдық акт (jure imperii),Мұндай мінез-құлық ешқашан иммунитетті тартпайды,Мұндай мінез-құлық жеке акт (jure gestionis),"Мұндай мінез-құлық қоғамдық акт болып табылады, бірақ иммунитетпен қоршалған",C
"Бұл сұрақ мынадай ақпаратқа қатысты.
Біріншіден, космостың формасы сфералық екенін атап өткен жөн, ішінара бұл форма бірде-бір буынды талап ететін керемет тұтастық болғандықтан, бәрінен де толық, ішінара ол бәрін ұстап тұруға және сақтауға ең қолайлы ең кең форманы жасайтындықтан; немесе қайтадан университтің барлық құрамдас бөліктері, яғни Күн, Ай және планеталар осы түрінде пайда болатындықтан; немесе бәрі де осы формаға қол жеткізуге ұмтылатындықтан, егер олар өздерін анықтауға талпыныс жасаса, су тамшылары мен басқа сұйықтық денелері жағдайында пайда болады. Сондықтан бұл форманың геракл денелеріне жататынына ешкім күмән келтірмейді. ...
Сондықтан жердің де сфералық болуы күмән тудырмайды, себебі ол өз орталығында барлық жақтан басылады. Таудың биіктеуі мен аңғарлардың депрессиясына байланысты керемет шеңберді түсінуге болмайды, дегенмен бұл жердің жалпы сфералық сипатына әсер етпейді. ...
Жердің сфера формасы бар екендігі қазірдің өзінде көрсетілгендей, қозғалыстың да осы формаға сәйкес келетінін, жердің университте қандай жерде тұрғанын қарастыруымыз керек. ... Авторлардың басым көпшілігі, әрине, жердің әлі күнге дейін университтің ортасында тұрғанына келіседі де, керісінше деп ойлауды ойламайтын және ақымақтық деп санайды. Бірақ мәселе мұқият өлшенсе, онда мәселе әлі реттелмегенін, демек, ешбір жағдайда жеңіл бағаланбайтынын көретін болады. Байқалатын орынның әрбір өзгерісі, атап айтқанда, байқалатын объектінің немесе бақылаушының қозғалысына, не екеуінің қозғалысына байланысты. ... Қазір жер бетінен геракл төңкерісі байқалып, ол біздің көз алдымызға шығарылады. Сондықтан жер бірде-бір қозғалыстан өтпесе, бұл қозғалыс жер бетінен тыс, бірақ жер бетіндегі барлық нәрсе қозғалғаннан гөрі кері бағытта жүруі тиіс, ал мұндай қозғалыс күнделікті төңкеріс болып табылады. Сөйтіп, бұл бүкіл университке, яғни жердің өзінен басқа жердің сыртындағының бәріне әсер етуден пайда болады. Дегенмен, бұл қозғалыстың гераклға тән емес, жердің батыстан шығысқа қарай өрбігенін мойындау керек болса, ал егер бұл күннің, Ай мен жұлдыздардың айқын көтерілуі мен орнатылуына қатысты мұқият қаралса, онда бұл нақты жағдай болғаны анықталатын еді».
Николя Коперник, Геракл денелерінің революциялары, 1543 жыл
Пассажды Коперниктің өз күнінің дәстүрлі, аристотельдік жаратылыстану философтарынан ерекшеленетіндігінің дәлелі ретінде пайдалануға болады, себебі ол осыны ұсынды",сфералық космос,Жер сфералық,ғарыш – геостатикалық,жер стационарлық емес,D
"Н+(aq) концентрациясын 1,0 М фенол, С6Н5ОH, ерітіндіде анықтайды. (Фенолға арналған Ка — 1 × 10×-10.)",1 × 10×-10 М,1 × 10^-9 М,1 × 10×-3 М,1 × 10×-5 М,D
Үндістаннан АҚШ-қа көшу мәселесін қарастырғанда Рива үшін келесі факторлардың қайсысы «тартылыс» факторы болып саналады?,Кедейшілік,Жұмыс орындарын жақсарту және жалақыны көтеру,Үндістан касталық жүйесі,Оның шағын ауданындағы зорлық-зомбылық,B
"Англия, Израиль секілді елдердегі саяси партиялармен салыстырғанда, екеуінде де көппартиялық жүйелер бар, американдық саяси партиялар",сайлау қорытындысына ықпал деуге мүдделілік аз,дәйекті саяси идеологиялармен нақты анықталмаған,саяси жақтаушылардан ақша жинауда тиімділігі аз,өздерінің бүкіл сайлау округтерінің мақсаттарын жақсы көрсете алады,B
Ең жақын мыңға дейін дөңгеленген сан 47 мыңды құрайды. Дөңгеленген сан қандай сан болуы мүмкін?,"46,295","46,504","47,520","47,924",B
"Цистерна үшбұрышты призма түрінде болады. Егер үшбұрышты негіздің ауданы 116 шаршы фут болса, ал цистернаның биіктігі 30 фут болса, онда резервуар толық болған кезде қанша су болады?",1725 фут^3,1740 фут^3,3480 фут^3,6960 фут^3,C
"Индукторда индукцияланған кернеу,",оның индукциясының өнімі және ол арқылы ток.,оның индукциясының сол арқылы токқа қатынасы.,ол арқылы токтың оның индукциясына қатынасы.,оның индукциясының өнімі және ол арқылы токтың өзгеру жылдамдығы.,D
"Келесі сипаттамалардың қайсысы, әдетте, күні зорлау күніне сәйкес келеді?",шектен тыс күш қолдану,қасақана жасалған,жыныстық жағынан уәжді,қаруды қолдануды көздейді,C
y = 1/2 және y = 1 нүктелері арасында y = ln x қисығының ұзындығын табыңыз.,0.53,0.86,1.18,1.36,C
$-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}},1,-1,0,2,B
Жиырмасыншы ғасыр тоғысында Батыс Еуропада қандай психологиялық перспектива барынша танымал болды?,нейроғылым,эволюциялық,мінез-құлық,психоаналитик,D
Үйренген дәрменсіздік тікелей байланысты болуы әбден мүмкін,барнум эффектісі.,өзіне-өзі қызмет ететін биязылық.,басқарудың сыртқы локустары.,сөзсіз оң баға беру.,C
Гарсия мен Коэллингтің үйренген аверсияларға қатысты зерттеулері келесі UCS және CS жұптарының қайсысы ең қуатты екенін және ең тез үйренгенін анықтады?,тапсырманы орындау және азық-түлік сыйақысын алу,жүрек айну және тамақ немесе сусын,қозғалыс және соққы,жазалар мен сыйақылар,B
"Марс суының бір бөлігі топырақта қатып, мұз қалпақшалары мен кейбіреулері күн желінің тазартуына байланысты жоғалды, бірақ бастапқы судың көп бөлігі басқа механизм арқылы жоғалды деп ойлады. Бұл «жоғалған» суға не болды?",оның күші тез төмендеген кезде магнит өрісін алып тастады,ол ультракүлгін жарықпен сутек пен оттекке сынды және жылулық қашу арқылы сутегі жоғалды,оны отызыншы марстықтардың өркениеті тұтынған,"қарқынды вулканизм кезеңінде буланып, термиялық қашу арқылы ғарыштан айырылды",B
"Бастапқы жылдамдығы 1,5 × 10×6 м/с жылдамдықпен жүріп, протон 1,5 Т шамасы тұрақты магнит өрісінің өңіріне түседі. Егер протонның бастапқы жылдамдық векторы магнит өрісімен 30° бұрыш жасаса, онда протонның жылдамдығын 4 с магнит өрісіне кіргеннен кейін есептейді.","5,0 × 10×6 м/с","7,5 × 10^6 м/с","1,5 × 10^6 м/с","3,0 × 10^6 м/с",C
"Жоғары энергиялы фосфаттардың, АТП және фосфокреатиннің сынуынан бөлінетін энергия шамамен максималды экспрессия жаттығуларын ұстап тұра алады:",1-2 секунд.,5-10 секунд.,30-40 секунд.,50-60 секунд.,B
"Сериялы контурда, егер бір шамдағы ток 2 А болса, оның қасындағы шамдағы ток","жартысы, 1 А",14:00 AM,Аккумулятор батареясына қай шам жақынырақ екеніне байланысты,Айтуға ақпарат жеткіліксіз,B
Келесілердің қайсысы уақыт өте келе экономикалық өсімді күшейте түседі?,Табиғи ресурстарды неғұрлым тез тұтыну.,Ересектердің сауатсыздығының неғұрлым жоғары көрсеткіштері.,Капитал тауарлары қорының құлдырауы.,Инвестициялық салық бойынша есепке жатқызулар.,D
"Экономика терең құлдырауға ұшырап отыр. Осы экономикалық жағдайды ескере отырып, ақша-несие саясаты туралы мынадай мәлімдемелердің қайсысы нақты?",Экспансиялық саясат рецессияны нашарлататын еді.,"Егер инвестициялар пайыздық мөлшерлеменің өзгеруіне сезімтал болса, экспансиялық саясат жиынтық сұранысты едәуір арттырады.",Келiсiм-шарт саясаты инвестициялар мен тұтыну үшiн тиiстi ынталандыру болып табылады.,"Егер ақшаға деген сұраныс өте серпімді экспансиялық ақша-несие саясаты болса, айтарлықтай тиімді болуы мүмкін.",B
"Кәсiпорындар ________ анықтау, ___________ жақсарту және _________ мен ___________ ынталандыру мақсатында _________ талабына байланысты әлеуметтiк есеппен айналысады","Мүдделі тараптар, тәуекелдер, мүдделі тараптарды басқару, есеп берушілік, ашықтық","Мүдделі тараптар, есеп берушілік, ашықтық, тәуекелдер, мүдделі тараптарды басқару","Мүдделі тараптар, есеп берушілік, тәуекелдер, мүдделі тараптар, мүдделі тараптарды басқару","Мүдделі тараптар, мүдделі тараптарды басқару, ашықтық, тәуекелдер, есеп беру",A
"Жеткізушіге салынатын салық, егер бағаны көтеру түрінде тұтынушыға көбірек беріледі",сұраныстың баға серпімділігі жоғары серпімді.,сұраныстың баға серпімділігі жоғары ілкімді.,сұраныстың баға серпімділігі бірлік серпімді.,сұраныстың жалақы серпімділігі жоғары серпімді.,B
1-мәлімдеме | Топта (ab){-2} = b^{-2}a^{-2} 2-мәлімдеме | Топта (ab)^n = a^nb^n.,"Шын, Шын","Жалған, жалған","Рас, жалған","Жалған, шын",B
Бір елде бәсекелестік басқа елдердегі бәсекелестіктің қандай дәрежеде әсер ететіні туралы термин қандай?,Халықаралық сауда,Ғаламдық экономика,Жаһандық бәсекелестік,Жаһандану,D
"Бағдарламашы бағдарламаны төменде жазған. Бағдарламада numList деп аталатын сандар тізімі пайдаланады. Бағдарлама тізімдегі сандардың қосындысын көрсетуге арналған.
 numList ← қосындысы [1]
 NumList-тегі әрбір мән үшін
 қосынды ← қосынды + мән
 ДИСПЛЕЙ ҚОСЫНДЫСЫ
 Бағдарламаны тексеру мақсатында бағдарламашы NumList-ті [0, 1, 4, 5] дейін инициализациялайды. Бағдарлама 10-ды көрсетеді, ал бағдарламашы бағдарлама мақсатына сай жұмыс істейді деген қорытындыға келеді. Келесілердің қайсысы шындыққа жанасады?",қорытынды дұрыс; бағдарлама мақсаты бойынша жұмыс істейді.,"Тұжырым дұрыс емес; бағдарламада тестілік корпус үшін дұрыс мән көрсетілмейді [0, 1, 4, 5].","Тұжырым дұрыс емес; сынақ ісін пайдалану [0, 1, 4, 5] бағдарламаның дұрыстығын қорытындылау үшін жеткіліксіз.","Тұжырым дұрыс емес; сынақ ісін пайдалану [0, 1, 4, 5] тек программаның тізімдер үшін көбейту тәртібімен жұмыс істейтінін растайды.",C
Неліктен Парфит теңдікке қарсы?,Ол тең емес қоғамнан гөрі бұлтартпас деп пайымдайды.,"Ол кедейлердің қажеттіліктеріне басымдық бере отырып, теңдікті арттыра аламыз деп мәлімдейді.",Ол біздің кедейлігіміз үшін әрқайсымыз жауап беретінімізді мәлімдейді.,Ол теңдік идеясын мүлдем қабылдамайды.,B
"Бұл сұрақ мынадай ақпаратқа қатысты.
«Шынында да, өз пікірін себеп пен дәстүрге негіздейтін ерекше көзге түскен [ғалымдардың фатвалары да, сунниттік қауымның консенсусы да біздің қуғын-сүргінге ұшыраған талпынысымыздың, қырып-жоюдың, сондай-ақ елден шығарудың ежелгі міндеттемесі біздің қулық-сұмдық талпынысымыздың мақсаты болуы тиіс деген пікірмен келісетіндіктен, «Діни зейін – Құдайдың игілігінің жеңісі» ; сонда, Пайғамбардың сөздеріне сәйкес (Оған бейбітшілік!) «Біздің тәртіпімізге зұлымдық жаңалық енгізген адам қуылуы тиіс» және «Біздің тәртіпке қарсы кім үйретсе, қуып шығу керек», іс-әрекет қажет және қулыққа айналды...»
Османлы сұлтаны Селим I-нің Сафавид шах Исмаил I-ге жазған хаты, 1514 ж.
Сафавидтер Османлы және Моғол империялары сияқты ислам империяларының иірімін ең алдымен сафавидтер болғандықтан аударды",басқа екі экспансиялықтардың арасында географиялық жағынан орналасқан экспансиялық империя болды,исламның орталық тәңірлерін қабылдамады,"христиандарды құлдыққа салып, оларды Сафавид жауынгерлеріне айналдырды",Исмаил өзін Халиф деп жариялады,A
"Бұл сұрақ мынадай ақпаратқа қатысты.
Бағанамен қатар жүремін, не болып жатқанын сұраймын.
Әскери қызметші жай ғана былай дейді: «Олар күн сайын көбірек шақырады.
«Кейбіреулеріміз он бес жасында Сары өзенге солтүстікке жіберілді,
Ал қазір қырықта біз батыстағы гарнизондарға бет аламыз.
Біздің алғашқы гастрольдік сапарымызда ауыл басшысы банданналарымызды бізге байлауға тура келді.
Қайтып келгенде шашымыз ақ түсті болғанымен, әлі де толқулар көп.
Шеп гарнизондары қанмен жүреді, мұхитты толтыруға жеткілікті,
Бірақ жекпе-жек императорының аумақтық амбициялары әлі айдарлы болып үлгерген.
Таудың шығысындағы жүз аудандарда, бүкіл Хань жерінде,
Қазір жұқтыратын он мың ауыл болуы керек.
Жұбайлар кетпен мен соқаны өңдеуге жеткілікті күшті болса да,
Егістіктер қай жолмен болса да өседі, егістіктердің барлығы мезет болып табылады.
Шаньси ерлері үшін ең қиыны, олардың күрескер ретіндегі беделі бар:
Олар ит немесе балапан сияқты дөңгеленген, әрбір аталық әсер қалдырған.
- Бірақ сэр, дегенмен сұрағаныңыз жақсы,
Шағым айту әскери қызметшінің міндетіне кірмейді.
Біз тек басымызды шайқай аламыз. Осы қысты алыңыз:
Шаньси әскерлері ешқашан үйлеріне жіберілмеді.
Аудан офицерлері жер салығын талап етіп,
Бірақ ол қайдан келеді? Тастан қан алуға болмайды!
Шынымды айтсам, енді ұлымды алып жүру жаман сәттілік деп ойлаймын,
Қызының болғаны дұрыс: ең болмағанда ол некеге тұра алады
Ал көршілерімен бірге келесі есікте тұрады.
Бірақ ұлы біраз алыс шалғында жатып бітеді».
Дю Фу, ""Армия арбаларының балладасы"", б.э. 750 ж.
Өлеңде Тан қоғамындағы гендерлік қатынастарға қатысты келесілердің қайсысы екені туралы дәлелдер келтірілді?",Күйеуі мен әйелі арасындағы конфуциандық қарым-қатынастар Тан қоғамында әлі де берік болды.,Империалистік әскерге шақырылушылар әскерге шақыру квотасын орындау үшін қыздарының үстінен туғанына баса назар аударды.,Ауыл шаруашылығы жұмыстарын әйелдер мен ерлер бөлісе алар еді.,Дәстүрлі қытай гендерлік қатынастары эмпресс Ву Цетянь патшалық кезінде кері шегініп кетті.,C
Xy-жазықтықта x^(log y) = y^log x графигі,ашық бірінші квадрант,тұйық қисық сызық,ашық бірінші квадранттағы сәуле,бір нүкте,A
2017 жылы жан басына шаққанда со2-ні келесі елдердің қайсысы шығарды?,Жапония,Канада,Ресей,Иран,B
Қайталау шабуылы дегеніміз не?,Шабуылдаушы оған жүйе жіберген хабарға жауап бергенде,"Әлсіздікті уәждей отырып, үздіксіз қайталанатын шабуыл",Жүйенің өз хабарларын пайдаланатын және сондықтан қорғануға болмайтын шабуыл,"Шабуылдаушы түсірілген хабарды қайтарады, ал сайт оны қабылдайды және шабуылдаушының пайдасына жауап береді",D
Дейтерий хлоридінің (DCl) инфрақызыл сіңіру жиілігінің хлорлы сутектен (HCl) ауысып отыруы олардың айырмашылықтарына байланысты,электронның таралуы,диполе моменті,күш тұрақтысы,массаның азаюы,D
"Фотон детекторының кванттық тиімділігі 0,1. Егер детекторға 100 фотон жіберілсе, бір-бірінен кейін детектор фотондарды анықтайды","орташа есеппен 10 есе, rms ауытқуы шамамен 4","орташа есеппен 10 есе, rms ауытқуы шамамен 3","орташа есеппен 10 есе, rms ауытқуы шамамен 1","орташа есеппен 10 есе, rms ауытқуы шамамен 0,1",B
Бит жолдарының келесі жиынтықтарының қайсысын тұрақты өрнекпен сипаттауға болмайды?,Нөл саны бес еселік болып табылатын барлық биттік жолдар,Нөлден басталатын және бір-бірімен аяқталатын барлық биттік жолдар,Нөлдердің жұп саны бар барлық биттік жолдар,Нөлден артық барлық биттік жолдар,D
Жоғары температуралы орталарда су шығынын барынша азайтуға арналған өсімдіктердің бейімделуі мыналардың қайсысын қамтиды?,Көптеген стомата,Жұқа кутикула,Жапырағының орнына омыртқа жотасы,Үлкен беттік-көлемдік арақатынас,C
"Мутациялар — ДНҚ-дағы қателер, олар:",әрқашан зиянды болып келеді.,канцерогендер болған кезде ғана кездеседі.,тума өскіннің ұлғаюы.,төмен қарқынмен өздігінен пайда болады.,D
Гипотиреоздың қайсысы шындыққа жанасады?,Салмақ жоғалту,Алдын ала миксоэдема,Көтеріңкі ТШ деңгейі,Жылы жерлерге аверсия,C
Қаладағы үйлердің бағаланған құндылықтары стандартты ауытқуы 23 000 АҚШ доллары болған кезде 125 000 АҚШ долларын құрайды. Мұғалімдердің жаңа келісім-шартына байланысты мектеп ауданына өткен жылмен салыстырғанда қосымша 10% қаражат қажет. Бұл қосымша ақшаны тарту үшін қала бағалау басқармасына барлық бағаланған үй құндылықтарын $5 мыңға көтеруді тапсырады. Қаладағы үйлердің бағаланатын құндылықтарының жаңа стандартты ауытқуы қандай болады?,23 000 АҚШ доллары ,25 300 АҚШ доллары ,28 000 АҚШ доллары ,30 300 АҚШ доллары ,A
 Соғыстағы кемсітушілікті талқылауда Вальс осыны ұсынады,жауынгерлер мен әскери еместердің арасында ешқандай айырмашылық жоқ.,ұрысқа қатысқандар мен әскери еместердің арасындағы айырмашылық - дәреже мәселесі.,жауынгерлер мен әскери еместердің арасындағы айырмашылық үзілді-кесілді және айқын.,терроризмді кемсітусіз зорлық-зомбылық деп айқындау керек.,B
" Нусбаумның айтуынша, біреуді объект ретінде қарау",жыныстық объективтену үшін жеткілікті.,жыныстық объективтену үшін қажет.,жыныстық объективтеу үшін қажет емес.,жоғарыда айтылғандардың барлығы.,C
"Осы екі сценарийдің қайсысы үшін басты кейіпкер (I/me/my) 2020 жылғы жағдай бойынша АҚШ-тағы қарапайым моральдық стандарттарға сәйкес моральдық тұрғыдан нақты қате іс жасайды? 1-сценарий | Ата-анам ұйықтап жатқандықтан, жонглерлік етуге аттандым. 2-сценарий | Бөлмемнің киіміне толы жуғыш заттар құйдым.","Қате, қате","Қате, қате емес","Қате емес, қате","Қате емес, қате емес",D
"Осы екі сценарийдің қайсысы үшін басты кейіпкер (I/me/my) 2020 жылғы жағдай бойынша АҚШ-тағы қарапайым моральдық стандарттарға сәйкес моральдық тұрғыдан нақты қате іс жасайды? 1-сценарий | Мен кейде шындықты айтуға тырысамын, егер ол мені қиындыққа ұшыратпаса. 2-сценарий | Мен сиқырлы шоуда жиенімді кидім.","Қате, қате","Қате, қате емес","Қате емес, қате","Қате емес, қате емес",B
Осы екі сценарийдің қайсысы үшін басты кейіпкер (I/me/my) 2020 жылғы жағдай бойынша АҚШ-тағы қарапайым моральдық стандарттарға сәйкес моральдық тұрғыдан нақты қате іс жасайды? 1-сценарий | Мен жаңа піскен кілемнің үстінен көгал шалғымен жүгірдім. 2-сценарий | Мен оны жұқтыруға тексере алу үшін қолыма несеп айдадым.,"Қате, қате","Қате, қате емес","Қате емес, қате","Қате емес, қате емес",A
"Осы екі сценарийдің қайсысы үшін басты кейіпкер (I/me/my) 2020 жылғы жағдай бойынша АҚШ-тағы қарапайым моральдық стандарттарға сәйкес моральдық тұрғыдан нақты қате іс жасайды? 1-сценарий | Мен әйгілі Элтон Джонды концерттік аренадан тыс жерде көрдім және одан сұрамай-ақ суретке түсірдім. 2-сценарий | Мен есірткіні түрмеге тізе бүктіріп, тұтқындарға сататын тағы бір қарауыл туралы хабарладым.","Қате, қате","Қате, қате емес","Қате емес, қате","Қате емес, қате емес",D
Осы екі сценарийдің қайсысы үшін басты кейіпкер (I/me/my) 2020 жылғы жағдай бойынша АҚШ-тағы қарапайым моральдық стандарттарға сәйкес моральдық тұрғыдан нақты қате іс жасайды? 1-сценарий | Мен жолға келгендей допты жіберіп алу үшін үзілістеріме тығылдым. 2-сценарий | Мен балаларымды ксилофонда ойнауға үйреттім.,"Қате, қате","Қате, қате емес","Қате емес, қате","Қате емес, қате емес",D
"Осы екі сценарийдің қайсысы үшін басты кейіпкер (I/me/my) 2020 жылғы жағдай бойынша АҚШ-тағы қарапайым моральдық стандарттарға сәйкес моральдық тұрғыдан нақты қате іс жасайды? 1-сценарий | Мейрамханамның мұздатқышы сынған кезде жылы етке қызмет еттім, тіпті оның өте қауіпсіз екенін білдім. 2-сценарий | Орманда өрт шығуды ұйғардым.","Қате, қате","Қате, қате емес","Қате емес, қате","Қате емес, қате емес",A
"Сүтті көп тұтыну
",Бірнеше зерттеулерде сынықпен сырқаттанушылықтың неғұрлым жоғары болуымен және өлім-жітімнің жоғары болуымен байланысты екені хабарланды,Жыныстық жетілу кезінде кейінгі өмірде сүйек минералдық тығыздығының неғұрлым жоғары болуымен байланысты сияқты,Сыну жылдамдығының төмендігімен дәйекті түрде байланысты,Сыну көрсеткіші ең жоғары елдерде сүтті тұтыну қаңқаға тиімді деген болжам бар.,A
"Глюкозаның зат алмасуы туралы келесі мәлімдемелердің қайсысы дұрыс?
",Глюкагон гликолиз жылдамдығын арттырады,Гликолиз NADP+ қажет,Гликолиз кезінде глюкозаны екі үш көміртекті өнімге бөледі,Эриттегі гликолиздің түпкі өнімі пируват,C
Нагель моральдық сәттілік проблемасы мына проблемамен тығыз байланысты деп мәлімдейді:,құдайдың өмір сүруі.,ерік бостандығы.,психологиялық эгоизм.,универсал.,B
"Әншінің айтуынша, оның принципін сақтау үшін:","біздің жеке әдет-ғұрыптарымызға қарапайым өзгерістер енгізу, бірақ жалпы біздің қоғамға емес.","жеке әдет-ғұрыптарымызға, сондай-ақ қоғамға қарапайым өзгерістер енгізу.","біздің жеке әдет-ғұрыптарымызға түбегейлі өзгерістер енгізу, бірақ біздің қоғамға емес.","біздің жеке әдет-ғұрыптарымызға да, қоғамымызға да түбегейлі өзгерістер енгізу.",D
Келесілердің қайсысын адам баласы алып жатыр?,Жаңа Гвинея,Австралия,Жаңа Зеландия,Тимор,C
Нубиан өркениеті:,"египет мәдениетінің өсуін алдын ала болжап, түрткі болды.",оңтүстіктегі Месопотамиялық отарлаудың нәтижесі болды.,"жауап ретінде дамыды, бірақ еліктеуде емес, Египет мәдениеті.",көрші мәдениеттермен байланысы болмады.,C
Мемлекеттік заңды тұлға мынадай қаржылық есептіліктің қайсысына ақша ағындары туралы есепті енгізуге міндетті?,Үкiметтiк қордың қаржылық есептiлiгi.,Жалпы мемлекеттік қаржылық есептілік.,Жеке қордың қаржылық есептілігі.,Фидуциарлық қордың қаржылық есептілігі.,C
Бухгалтерлік есеп сметасындағы өзгерістерге қатысты мынадай мәлімдемелердің қайсысы дұрыс?,Бухгалтерлiк есептiң бағалауындағы өзгерiстердiң көпшiлiгi ретроспективтiк есепке алынады.,"Бағаның өзгеруі немесе бухгалтерлік есеп принципінің өзгеруі орын алғанын анықтау мүмкін болмаған кезде, өзгерісті принципті өзгеріс деп санау керек.","Бухгалтерлiк бағалаудың өзгеруi немесе бухгалтерлiк есеп принципiнiң өзгеруi орын алған-болмағанын анықтау мүмкiн болмаған жағдайда, бұл өзгерiс сметадағы өзгерiс деп есептелуi тиiс.",Бухгалтерлiк бағалаудың өзгеруi мен бухгалтерлiк есеп принципiнiң өзгеруiн бухгалтерлiк бағалаудың өзгеруi мен қатенi түзету арасындағы саралаудан гөрi саралау оңай.,C
