Question,A,B,C,D,Answer
"Napetost, inducirana v induktorju, je predstavljena kot:",produkt njegove induktivnosti in toka skozi njega.,razmerje med njegovo induktivnostjo in tokom skozi njega.,razmerje toka skozi njega do njegove induktivnosti.,produkt njegove induktivnosti in hitrosti spremembe toka skozi njega.,D
Katere od naslednjih značilnosti so na splošno skladne s posilstvom na zmenku?,Uporaba prekomerne sile,Naklepnega,spolno motivirani,vključuje uporabo orožja,C
"Poiščite dolžino krivulje y = ln x med točkama, kjer je y = 1/2 in y = 1.",0.53,0.86,1.18,1.36,C
Najdi $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$,1,-1,0,2,B
Katera psihološka perspektiva je bila najbolj priljubljena na prelomu dvajsetega stoletja v zahodni Evropi?,Nevroznanost,Evolucijski,Vedenje,Psihoanalize,D
Naučena nemoč je najverjetneje neposredno povezana z,Barnumov učinek.,samopostrežna pristranskost.,zunanje mesto nadzora.,brezpogojno pozitivno spoštovanje.,C
"Garcia in Koellingova raziskava o naučenih averzijah je pokazala, da so kateri od naslednjih parov UCS in CS najmočnejši in se jih najhitreje naučijo?",opravljanje naloge in prejemanje nagrade za hrano,slabost in hrana ali pijača,gibanje in šok,Kazni in nagrade,B
"Nekaj Marsove vode je zamrznjene v tleh in ledenih kapicah, nekatere pa so bile izgubljene zaradi odstranjevanja sončnega vetra, vendar naj bi se večina prvotne vode izgubila zaradi drugega mehanizma. Kaj se je zgodilo s to ""izgubljeno"" vodo?","Magnetno polje ga je odstranilo, ko se je hitro zmanjšala v moči","Ultravijolična svetloba ga je razbila na vodik in kisik, vodik pa se je izgubil zaradi toplotnega pobega",porabila ga je civilizacija žejnih Marsovcev,V obdobju intenzivnega vulkanizma je bil uparjen in izgubljen v vesolju zaradi toplotnega pobega,B
"Ko potuje z začetno hitrostjo 1,5 × 10^6 m / s, proton vstopi v območje konstantnega magnetnega polja magnitude 1,5 T. Če začetni vektor hitrosti protona z magnetnim poljem doseže kot 30°, izračunajte hitrost protona 4 s po vstopu v magnetno polje.","5,0 × 10^6 m/s","7,5 × 10^6 m/s","1,5 × 10^6 m/s","3,0 × 10^6 m/s",C
"Energija, ki se sprosti iz razgradnje visokoenergetskih fosfatov, ATP in fosfokreatina, lahko vzdržuje maksimalno naporno vadbo za:",1-2 sekundi.,5-10 sekund.,30-40 sekund.,50-60 sekund.,B
"V serijskem vezju, če je tok v eni svetilki 2 A, je tok v svetilki ob njem","polovica, 1 A",2:00 AM,"Odvisno od tega, katera svetilka je bližje bateriji",Premalo informacij za povedati,B
Katera od naslednjih značilnosti bo sčasoma najverjetneje ustvarila močnejšo gospodarsko rast?,Hitrejša poraba naravnih virov.,Višje stopnje nepismenosti odraslih.,Padajoča zaloga investicijskega blaga.,Davčne olajšave za naložbe.,D
Gospodarstvo je v globoki recesiji. Katere od naslednjih izjav o denarni politiki so glede na te gospodarske razmere točne?,Ekspanzivna politika bi samo poslabšala recesijo.,"Ekspanzivna politika močno poveča skupno povpraševanje, če so naložbe občutljive na spremembe obrestne mere.",Politika krčenja je ustrezna spodbuda za naložbe in potrošnjo.,"Če je povpraševanje po denarju popolnoma elastično, je lahko ekspanzivna denarna politika precej učinkovita.",B
"Podjetja se ukvarjajo s socialnim računovodstvom zaradi zahtev _________, da bi prepoznala ________, izboljšala ___________ ter spodbudila _________ in ___________","Deležniki, tveganja, upravljanje deležnikov, odgovornost, preglednost","Deležniki, odgovornost, preglednost, tveganja, upravljanje deležnikov","Deležniki, odgovornost, tveganja, deležniki, upravljanje deležnikov","Deležniki, upravljanje deležnikov, preglednost, tveganja, odgovornost",A
"Davek, naložen dobavitelju, se bo verjetneje prevalil na potrošnika v obliki zvišanja cene, če:",Cenovna elastičnost povpraševanja je zelo elastična.,Cenovna elastičnost povpraševanja je zelo neelastična.,Cenovna elastičnost povpraševanja je enota elastična.,Elastičnost plač povpraševanja je zelo elastična.,B
Izjava 1 | V skupini (ab)^{-2} = b^{-2}a^{-2}. Izjava 2 | V skupini (ab)^n = a^nb^n.,"Resnično, resnično","Napačna, napačna","Res je, napačna","Napačno, resnično",B
"Kakšen je izraz za obseg, v katerem konkurenca v eni državi vpliva na konkurenco v drugih državah?",Mednarodna trgovina,Globalna ekonomija,Svetovna konkurenca,Globalizacija,D
"Programer je napisal spodnji program. Program uporablja seznam številk, imenovan numList. Program je namenjen prikazu vsote številk na seznamu.
 vsota ← štSeznam [1]
 ZA VSAKO vrednost V numList
 vsota ← vsota + vrednost
 VSOTA PRIKAZA
 Za testiranje programa programer inicializira numList na [0 , 1 , 4 , 5]. Program prikaže 10, programer pa ugotovi, da program deluje, kot je bilo predvideno. Kaj od naslednjega je res?","Sklep je pravilen; Program deluje, kot je bilo predvideno.","Sklep je napačen; Program ne prikaže pravilne vrednosti za testni primer [0, 1, 4, 5].","Sklep je napačen; Uporaba testnega primera [0, 1, 4, 5] ne zadostuje za sklep, da je program pravilen.","Sklep je napačen; Uporaba testnega primera [0, 1, 4, 5] samo potrjuje, da program deluje za sezname v naraščajočem vrstnem redu.",C
Zakaj Parfit nasprotuje enakosti?,"Trdi, da je neenaka družba neizogibna.","Trdi, da lahko z dajanjem prednosti potrebam revnih povečamo enakost.","Trdi, da smo vsi odgovorni za svojo revščino.",V celoti zavrača idejo enakosti.,B
"To vprašanje se nanaša na naslednje informacije.
Tako fatve uglednih učenjakov, ki svoje mnenje utemeljujejo tako na razumu kot na tradiciji, in soglasje sunitske skupnosti se strinjajo, da mora biti starodavna obveznost iztrebljanja, iztrebljanja in izgona zlih inovacij cilj našega vzvišenega hrepenenja, kajti »verska gorečnost je zmaga vere Boga dobrodelnega«; potem v skladu s prerokovimi besedami (Mir z njim!) ""Kdor v naš red vnese zlo inovacijo, mora biti izgnan"" in ""Kdor nasprotuje našemu redu, mora biti izgnan,"" je ukrepanje postalo potrebno in naporno ...""
Pismo osmanskega sultana Selima I. Safavidskemu šahu Ismailu I., 1514
Safavidi so vznemirjali islamske imperije, kot sta Otomansko in Mogulsko cesarstvo, predvsem zato, ker so Safavidi","so bili ekspanzionistični imperij, geografsko umeščen med dva druga ekspanzionista",zavrnil osrednja načela islama,zasužnjeni kristjani in jih spremenili v safavidske borce,Ismail se je razglasil za kalifa,A
"To vprašanje se nanaša na naslednje informacije.
Hodim ob koloni in vprašam, kaj se dogaja.
Vojak preprosto reče: »Vsak dan kličejo več.
""Nekateri od nas so bili pri petnajstih letih poslani na sever do Rumene reke,
In zdaj se pri štiridesetih odpravljamo v garnizone na zahodu.
Na najini prvi turneji je moral vaški ravnatelj za naju zavezati bandane.
Ko smo se vrnili, so bili naši lasje beli, vendar je še vedno več nemirov.
Obmejne garnizije tečejo s krvjo, dovolj, da napolnijo ocean,
Toda ozemeljske ambicije borilnega cesarja se še niso zlomile.
V sto okrožjih vzhodno od gora, po vsej deželi Han,
Obstajati mora deset tisoč vasi, ki se zdaj okužijo.
Tudi če so žene dovolj močne, da rokujejo z motiko in plugom,
Pridelki rastejo v vsako smer, polja so nered.
To je najtežje za moške Shanxi, s svojim ugledom borcev:
Zaokroženi so kot psi ali piščanci, vsak moški je navdušen.
""Ampak gospod, čeprav je dobro, da vprašate,
Pritoževanje ni del naloge vojaka.
Lahko samo zmajimo z glavo. Vzemite to zimo:
Vojaki Shanxi niso bili nikoli poslani domov.
Okrožni uradniki zahtevajo zemljiški davek,
Toda od kod bo prišel? Ne moreš dobiti krvi iz kamna!
Iskreno mislim, da je nesreča, da zdaj nosim sina,
Bolje je imeti hčerko: vsaj lahko se poroči
In živite s sosedi v sosednji sobi.
Toda sin bo na koncu ležal na neki oddaljeni preriji.""
Du Fu, Balada vojaških vozičkov, okoli leta 750 n. št.
Pesem dokazuje, katero od naslednjih v zvezi z odnosi med spoloma v družbi Tang?",Konfucijanski odnosi med možem in ženo so bili v družbi Tang še vedno močni.,"Cesarski zapisi so poudarjali rojstvo sposobnih sinov nad hčerami, da bi izpolnili kvote za nabor.",Kmetijska dela bi si lahko delile tako ženske kot moški.,Tradicionalni kitajski odnosi med spoloma so se obrnili v času vladavine cesarice Wu Zetian.,C
V ravnini xy je graf x^(log y) = y^log x je,Odprti prvi kvadrant,zaprta krivulja,žarek v odprtem prvem kvadrantu,Ena točka,A
Katera od naslednjih držav je v letu 2017 ustvarila največ emisij CO2 na prebivalca?,Japonska,Kanada,Rusija,Iran,B
Kaj je napad ponovnega predvajanja?,"Ko napadalec odgovori na sporočilo, ki mu ga pošlje sistem","Napad, ki se nenehno ponavlja, preizkuša šibkost","Napad, ki uporablja lastna sporočila sistema in ga zato ni mogoče braniti","Napadalec ponovno pošlje zajeto sporočilo, spletno mesto pa ga sprejme in se odzove v korist napadalca",D
"Dejstvo, da se infrardeča absorpcijska frekvenca devterijevega klorida (DCl) premakne iz frekvence vodikovega klorida (HCl), je posledica razlik v njihovih",Porazdelitev elektronov,Dipolni moment,konstanta sile,zmanjšana masa,D
"Kvantna učinkovitost fotonskega detektorja je 0, 1. Če se v detektor pošlje 100 fotonov, eden za drugim, bo detektor zaznal fotone","povprečno 10-krat, z odstopanjem RMS približno 4","povprečno 10-krat, z odstopanjem RMS približno 3","povprečno 10-krat, z odstopanjem RMS približno 1","povprečno 10-krat, z odstopanjem RMS približno 0,1",B
Katerega od naslednjih nizov bitnih nizov NI mogoče opisati s pravilnim izrazom?,"Vsi bitni nizi, katerih število ničel je večkratnik petih","Vsi bitni nizi, ki se začnejo z ničlo in končajo z enim",Vsi bitni nizi s sodim številom ničel,Vsi bitni nizi z več kot ničlami,D
"Prilagoditve rastlin za zmanjšanje izgube vode v okoljih z visokimi temperaturami vključujejo, katero od naslednjih?",Številne stome,Tanke obnohtne kožice,Bodice namesto listov,Velika razmerja med površino in prostornino,C
"Mutacije so napake v DNK, ki:",so vedno škodljivi.,pojavijo se le v prisotnosti rakotvornih snovi.,povečanje rasti tumorja.,pojavijo spontano z nizko stopnjo.,D
Kaj od naslednjega velja za hipotiroidizem?,Hujšanje,Miksoedem pred golenico,Zvišana raven TSH,Odpor do toplih krajev,C
"Ocenjene vrednosti hiš v mestu imajo povprečno 125.000 dolarjev s standardnim odklonom 23.000 dolarjev. Zaradi nove pogodbe za učitelje šolsko okrožje potrebuje dodatnih 10 % sredstev v primerjavi s prejšnjim letom. Da bi zbrali ta dodatni denar, mesto naroči ocenjevalnemu uradu, naj dvigne vse ocenjene vrednosti hiš za 5.000 dolarjev. Kakšen bo nov standardni odklon ocenjenih vrednosti hiš v mestu?","$ 23,000 ","$ 25,300 ","$ 28,000 ","$ 30,300 ",A
" V svoji razpravi o diskriminaciji v vojni Valls predlaga, da",Med borci in neborci ni razlike.,Razlika med borci in neborci je stvar stopnje.,Razlika med borci in neborci je kategorična in jasna.,"""Terorizem"" bi bilo treba opredeliti kot vsesplošno nasilje.",B
 Po mnenju Nussbauma je obravnavanje nekoga kot predmeta,zadosten za spolno objektivizacijo.,potreben za spolno objektivizacijo.,ni potrebno za spolno objektivizacijo.,vse zgoraj navedeno.,C
"Za katerega od teh dveh scenarijev glavni lik (ki uporablja jaz/mene/moje) naredi nekaj očitno moralno narobe, v skladu z običajnimi moralnimi standardi v ZDA od leta 2020? Scenarij 1 | Ko so moji starši spali, sem šla na tek. Scenarij 2 | V pralni stroj, poln oblačil sostanovalca, sem nalil detergent.","Napačno, napačno","Napačno, ni narobe","Ni narobe, napačno","Ni narobe, ni narobe",D
"Za katerega od teh dveh scenarijev glavni lik (ki uporablja jaz/mene/moje) naredi nekaj očitno moralno narobe, v skladu z običajnimi moralnimi standardi v ZDA od leta 2020? Scenarij 1 | Včasih poskušam povedati resnico, razen če me to spravi v težave. Scenarij 2 | Poljubil sem svojo punco na čarobni predstavi.","Napačno, napačno","Napačno, ni narobe","Ni narobe, napačno","Ni narobe, ni narobe",B
"Za katerega od teh dveh scenarijev glavni lik (ki uporablja jaz/mene/moje) naredi nekaj očitno moralno narobe, v skladu z običajnimi moralnimi standardi v ZDA od leta 2020? Scenarij 1 | Tekel sem čez svežo preprogo s kosilnico. Scenarij 2 | Uriniral sem v roko, da sem ga lahko testiral na okužbo.","Napačno, napačno","Napačno, ni narobe","Ni narobe, napačno","Ni narobe, ni narobe",A
"Za katerega od teh dveh scenarijev glavni lik (ki uporablja jaz/mene/moje) naredi nekaj očitno moralno narobe, v skladu z običajnimi moralnimi standardi v ZDA od leta 2020? Scenarij 1 | Slavnega Eltona Johna sem videl pred koncertno areno in ga fotografiral, ne da bi ga vprašal. Scenarij 2 | V zapor sem prijavil še enega stražarja, ki se prikrade v mamila in jih prodaja zapornikom.","Napačno, napačno","Napačno, ni narobe","Ni narobe, napačno","Ni narobe, ni narobe",D
"Za katerega od teh dveh scenarijev glavni lik (ki uporablja jaz/mene/moje) naredi nekaj očitno moralno narobe, v skladu z običajnimi moralnimi standardi v ZDA od leta 2020? Scenarij 1 | Zaloputnil sem na odmore, da bi zamudil žogo, ko je prišla na cesto. Scenarij 2 | Svoje otroke sem naučila igrati ksilofon.","Napačno, napačno","Napačno, ni narobe","Ni narobe, napačno","Ni narobe, ni narobe",D
"Za katerega od teh dveh scenarijev glavni lik (ki uporablja jaz/mene/moje) naredi nekaj očitno moralno narobe, v skladu z običajnimi moralnimi standardi v ZDA od leta 2020? Scenarij 1 | Ko se je zamrzovalnik moje restavracije pokvaril, sem postregla toplo meso, čeprav sem vedela, da je zelo nevarno. Scenarij 2 | Odločil sem se, da začnem požar v gozdu.","Napačno, napačno","Napačno, ni narobe","Ni narobe, napačno","Ni narobe, ni narobe",A
"Večja poraba mleka
","V nekaj študijah so poročali, da je povezana z večjo incidenco zlomov in večjo umrljivostjo","Med puberteto se zdi, da je povezana z večjo mineralno gostoto kosti v poznejšem življenju",Dosledno je povezana z manjšo stopnjo zlomov,"V državah z najvišjo stopnjo zloma kaže, da je poraba mleka koristna za okostje.",A
"Katera od naslednjih izjav o presnovi glukoze je pravilna?
",Glukagon poveča hitrost glikolize,Glikoliza zahteva NADP+,Pri glikolizi se glukoza razcepi na dva tri-ogljikova produkta,Končni produkt glikolize v rdečih krvnih celicah je piruvat,C
"Nagel trdi, da je problem moralne sreče tesno povezan s problemom:",obstoj Boga.,svoboda volje.,psihološki egoizem.,univerzalno.,B
Po mnenju Singerja skladnost z njegovim načelom zahteva:,"skromne spremembe naših osebnih navad, ne pa tudi naše družbe kot celote.",skromne spremembe naših osebnih navad in družbe.,"drastične spremembe v naših osebnih navadah, ne pa tudi v naši družbi.",drastične spremembe tako naših osebnih navad kot družbe.,D
"Kateri od naslednjih je zadnji, ki ga zasedajo človeška bitja?",Nova Gvineja,Avstralija,Nova Zelandija,Timor,C
Nubijska civilizacija:,pred in spodbudil vzpon egiptovske kulture.,je bila posledica mezopotamske kolonizacije na jugu.,"razvit kot odziv na egiptovsko kulturo, vendar ne kot posnemanje te kulture.",ni imel stikov s sosednjimi kulturami.,C
Državni subjekt mora vključiti izkaz denarnih tokov v katerega od naslednjih računovodskih izkazov?,Računovodski izkazi državnega sklada.,Računovodski izkazi za celotno državo.,Računovodski izkazi lastniškega sklada.,Računovodski izkazi fiduciarnega sklada.,C
"Katera od naslednjih izjav je pravilna, ko se nanaša na spremembe računovodskih ocen?",Večina sprememb računovodskih ocen se obračunava za nazaj.,"Kadar ni mogoče ugotoviti, ali je prišlo do spremembe ocene ali spremembe računovodskega načela, bi bilo treba spremembo šteti za načelno spremembo.","Kadar ni mogoče ugotoviti, ali je prišlo do spremembe računovodske ocene ali spremembe računovodskega načela, je treba spremembo šteti za spremembo ocene.","Lažje je razlikovati med spremembo računovodske ocene in spremembo računovodskega načela, kot razlikovati med spremembo računovodske ocene in popravkom napake.",C
"Malomarna vožnja avtomobilista je resno poškodovala drugega voznika. Avtomobilist je bil citiran zaradi potovanja po napačnem pasu in plačal globo. Avtomobilist je imel omejitev police le 15.000 dolarjev za odgovornost tretjih oseb na svoji zavarovalni polici. Po predložitvi avtomobilistične zavarovalnice s popolnim zdravniškim izvidom, vsemi zdravniškimi računi, zdravniškimi kartotekami in drugimi potrebnimi dokazili o škodi je oškodovani tožnik zahteval omejitve police. Tožnik je obvestil, da bo vložen zahtevek v slabi veri, če omejitve polic ne bodo plačane takoj. Zavarovalnica je plačilo zavrnila brez pojasnila. Porota je oškodovanemu tožniku dodelila 200.000 dolarjev. Oškodovanec je od malomarnega voznika pridobil podpisano dodelitev, s katero je tožniku podelil vse pravice, ki jih je morda imel do svoje zavarovalnice. Ali bo sodišče verjetno prisililo zavarovalnico, da plača celoten znesek sodbe porote oškodovancu na podlagi teh dejstev?","Omejitev police je 15.000 USD in to je vse, kar lahko pobere oškodovanec, na zavarovalni pogodbi ni nobenega ukrepa zaradi slabe vere.","Zavarovalnica je kršila implicitno zavezo o dobri veri in poštenju, ki je vsebovana v vsaki zavarovalni pogodbi, in mora plačati celoten znesek sodbe.","Slaba vera je osebna za zavarovanca in njegovega zavarovatelja, prenos je bil neveljaven in oškodovanec nima zahtevka, da bi od zavarovatelja zahteval plačilo.",Oškodovanec mora zoper voznika v celoti izvršiti sodbo in od zavarovatelja nikoli ne sme zahtevati tega zneska.,C
"Stanovanjska korporacija je imela v lasti zemljišče. Stanovanjska korporacija je pripravila razvojni načrt za razdelitev zemljišča na 100 parcel in ustvarjanje stanovanjske skupnosti na traktu. Deklaracija o paktih je ustanovila združenje lastnikov stanovanj, upravni organ, ki bo upravljal in izvrševal predpise in omejitve, navedene v paktih. Ena od omejitev, določenih v Deklaraciji o zavezah, se glasi: »Na nobenem delu premoženja se nikoli ne sme postaviti, dovoliti ali vzdrževati nobena struktura, zasnovana ali uporabljena kot salon ali prostor za prodajo ali proizvodnjo sladu, vina ali žganih alkoholnih pijač.« Deklaracija zavez je bila ustrezno zabeležena in vključena v dejanje, ki ga je učitelj sprejel, ko je kupil sklop 62 v razvoju. Učitelj je takoj posnel svoje dejanje. Učitelj je dal svoj dom knjižničarju v najem za obdobje enega leta. Najem je vseboval enake omejitve, kot so bile določene v Deklaraciji o zavezah in v učiteljevi listini. Knjižničar je takoj začel prodajati alkoholne pijače v prostorih med tedenskimi zabavami po urah. Združenje lastnikov stanovanj toži knjižničarja v odškodninski tožbi. Kateri od naslednjih argumentov je najboljši za knjižničarja?",Pravilo v Spencerjevem primeru knjižničarju preprečuje odgovornost.,Knjižničar ni v skladu s pogodbo z združenjem lastnikov stanovanj.,Knjižničar ni v pripadnosti posestvu z učiteljem.,Druge parcele v neposredni bližini se uporabljajo v komercialne namene.,B
"Da bi spodbudila vpis na fakulteto, država zagotavlja davčno oprostitev v višini 200 dolarjev za državne davke za tiste, ki so redni študenti na visokih šolah v državi. Študentkam, ki obiskujejo polovični delovni čas, je še vedno dovoljena davčna oprostitev v višini 100 dolarjev, medtem ko študentom, ki obiskujejo polčas, ni več dovoljena nobena davčna oprostitev. Katera od naslednjih najbolj natančno povzema pravilno vladavino ustavnega prava glede oprostitve državnega davka za študente, ki se vpišejo s polovičnim delovnim časom?",Davčna oprostitev bi bila razveljavljena kot zavrnitev dolžnega pravnega postopanja.,Davčna oprostitev bi bila razveljavljena zaradi kršitve klavzule o enakem varstvu.,Davčni ukrep bi se ohranil kot na področju vsebinskega dolžnega pravnega postopanja.,"Davčni ukrep bi bil potrjen, ker je občina pristojna za neenako obdavčitev različnih kategorij oseb.",B
