Question,A,B,C,D,Answer
"Αυτή η ερώτηση αναφέρεται στις ακόλουθες πληροφορίες.
«Οι σπόροι των ολοκληρωτικών καθεστώτων καλλιεργούνται από τη δυστυχία και την ένδεια. Εξαπλώνονται και αναπτύσσονται στο κακό έδαφος της φτώχειας και της διαμάχης. Φτάνουν στην πλήρη ανάπτυξή τους όταν η ελπίδα ενός λαού για μια καλύτερη ζωή έχει πεθάνει. Πρέπει να κρατήσουμε αυτή την ελπίδα ζωντανή. . . . Μεγάλες ευθύνες μας έχει ανατεθεί από την ταχεία εξέλιξη των γεγονότων. . . . Είμαι βέβαιος ότι το Κογκρέσο θα αντιμετωπίσει αυτές τις ευθύνες ευθέως».
Πρόεδρος Χάρι Τρούμαν, 1947
Οι ιδέες που εκφράζονται στο παραπάνω απόσπασμα αντικατοπτρίζουν πιο άμεσα ποια από τις ακόλουθες συνέχειες στην ιστορία των ΗΠΑ;",Συζητήσεις σχετικά με τη σχέση μεταξύ του Κογκρέσου και του προέδρου.,Συζητήσεις σχετικά με τη χρήση στρατιωτικής δύναμης σε ασταθείς καταστάσεις.,Συζητήσεις σχετικά με το ρόλο των Ηνωμένων Πολιτειών στις παγκόσμιες υποθέσεις.,Συζητήσεις σχετικά με τον σωστό ρόλο των πολιτικών κομμάτων.,C
Ένας ασθενής υποφέρει από σπασμένο λαιμό με βλάβη στο νωτιαίο μυελό στο επίπεδο του έκτου αυχενικού σπονδύλου.,Δεν θα μπορούν να αναπνεύσουν χωρίς υποστήριξη ζωής.,Θα μπορούν να αναπνέουν μόνο ήσυχα.,Είναι αδύνατο να προβλεφθεί επίδραση στην αναπνοή.,Η αναπνοή δεν θα επηρεαστεί.,B
Η αρνητική υπολειμματική αυτοσυσχέτιση υποδεικνύεται από ποιο από τα ακόλουθα;,Ένα κυκλικό μοτίβο στα υπολείμματα,Ένα εναλλασσόμενο μοτίβο στα υπολείμματα,Μια πλήρης τυχαιότητα στα υπολείμματα,Υπολείμματα που είναι όλα κοντά στο μηδέν,B
Προσδιορίστε το προηγούμενο της ακόλουθης υπό όρους πρότασης: Οι Μέλισσες κερδίζουν το πρώτο τους παιχνίδι μόνο εάν είτε οι Aardvarks είτε οι Chipmunks δεν κερδίσουν τα πρώτα τους παιχνίδια.,Οι Aardvarks δεν κερδίζουν το πρώτο τους παιχνίδι.,Οι Μέλισσες κερδίζουν το πρώτο τους παιχνίδι.,Οι Chipmunks δεν κερδίζουν το πρώτο τους παιχνίδι.,Είτε οι Aardvarks είτε οι Chipmunks δεν κερδίζουν τα πρώτα τους παιχνίδια.,B
"Οι μαθητές διεξάγουν μια άσκηση διαχωρισμού φυτικών χρωστικών ουσιών που απαιτεί τη χρήση ενός κλειστού θαλάμου χρωματογραφίας με μικρή ποσότητα ακετόνης στον πυθμένα του θαλάμου. Οι προειδοποιήσεις ασφαλείας για την ακετόνη περιλαμβάνουν τη δήλωση ότι είναι ερεθιστικό για τα μάτια και το δέρμα και έχει εύφλεκτους ατμούς. Από τα παρακάτω, ποιες προφυλάξεις ασφαλείας πρέπει να λαμβάνουν οι μαθητές κατά τη διεξαγωγή της άσκησης;",Τοποθέτηση γαντιών επιβραδυντικών πυρκαγιάς για τη μεταφορά του θαλάμου σε απαγωγό εάν η ακετόνη πιάσει φωτιά,"Τοποθέτηση του θαλάμου σε κλειστό, σκοτεινό περίβλημα για τη διάρκεια του διαχωρισμού χρωστικών ουσιών",Φορώντας δερμάτινα γάντια και καλύπτοντας τη μύτη και το στόμα με μάσκα σωματιδίων,Φορώντας γυαλιά και γάντια τύπου νιτριλίου και κρατώντας όλους τους περιέκτες ακετόνης κλειστούς,D
Ποιο από αυτά καθιστά τον προσδιορισμό της εξελικτικής συγγένειας διαφορετικών ειδών με βάση την αλληλουχία αμινοξέων ομόλογων πρωτεϊνών γενικά λιγότερο ακριβή από τους προσδιορισμούς της συγγένειας που βασίζονται στις νουκλεοτιδικές αλληλουχίες ομόλογων γονιδίων;,Σιωπηλές μεταλλάξεις,Διπλασιασμός γονιδίων,Συμβάντα μετατόπισης που αλλάζουν τις αλληλουχίες γονιδίων,Διασταύρωση,A
Η παράνομη ανθρωποκτονία που διαπράχθηκε από υπουργό της χώρας Χ στο εξωτερικό αποτελεί πράξη jure imperii ή jure gestionis;,Η συμπεριφορά αυτή αποτελεί δημόσια πράξη (jure imperii),Μια τέτοια συμπεριφορά δεν προσελκύει ποτέ ασυλία,Η συμπεριφορά αυτή αποτελεί ιδιωτική πράξη (jure gestionis),"Η συμπεριφορά αυτή αποτελεί δημόσια πράξη, αλλά προστατεύεται από ασυλία",C
"Αυτή η ερώτηση αναφέρεται στις ακόλουθες πληροφορίες.
Πρώτα πρέπει να παρατηρήσουμε ότι ο κόσμος έχει σφαιρική μορφή, εν μέρει επειδή αυτή η μορφή είναι ένα τέλειο σύνολο που δεν απαιτεί αρθρώσεις, είναι η πιο πλήρης από όλες, εν μέρει επειδή κάνει την πιο ευρύχωρη μορφή, η οποία είναι η πλέον κατάλληλη για να περιέχει και να διατηρεί τα πάντα. ή πάλι επειδή όλα τα συστατικά μέρη του σύμπαντος, δηλαδή ο ήλιος, η σελήνη και οι πλανήτες εμφανίζονται με αυτή τη μορφή. ή επειδή όλα προσπαθούν να επιτύχουν αυτή τη μορφή, όπως φαίνεται στην περίπτωση σταγόνων νερού και άλλων υγρών σωμάτων αν προσπαθήσουν να αυτοπροσδιοριστούν. Έτσι κανείς δεν θα αμφιβάλλει ότι αυτή η μορφή ανήκει στα ουράνια σώματα. ...
Το ότι η γη είναι επίσης σφαιρική είναι επομένως πέρα από κάθε αμφιβολία, επειδή πιέζει από όλες τις πλευρές στο κέντρο της. Αν και λόγω των υψομέτρων των βουνών και των κοιλοτήτων των κοιλάδων ένας τέλειος κύκλος δεν μπορεί να γίνει κατανοητός, ωστόσο αυτό δεν επηρεάζει τη γενική σφαιρική φύση της γης. ...
Όπως έχει ήδη αποδειχθεί ότι η γη έχει τη μορφή σφαίρας, πρέπει να εξετάσουμε αν μια κίνηση συμπίπτει επίσης με αυτή τη μορφή και ποια θέση κατέχει η γη στο σύμπαν. ... Η μεγάλη πλειοψηφία των συγγραφέων φυσικά συμφωνεί ότι η γη βρίσκεται ακίνητη στο κέντρο του σύμπαντος και θεωρεί αδιανόητο και γελοίο να υποθέσουμε το αντίθετο. Αλλά αν το θέμα σταθμιστεί προσεκτικά, θα φανεί ότι το ζήτημα δεν έχει ακόμη διευθετηθεί και επομένως σε καμία περίπτωση δεν πρέπει να αντιμετωπιστεί ελαφρά τη καρδία. Κάθε αλλαγή τόπου που παρατηρείται οφείλεται, δηλαδή, σε μια κίνηση του παρατηρούμενου αντικειμένου ή του παρατηρητή, ή σε κινήσεις και των δύο. ... Τώρα είναι από τη γη που παρατηρείται η επανάσταση των ουρανών και παράγεται για τα μάτια μας. Επομένως, αν η γη δεν υφίσταται καμία κίνηση, αυτή η κίνηση πρέπει να λάβει χώρα σε όλα έξω από τη γη, αλλά προς την αντίθετη κατεύθυνση από ό, τι αν τα πάντα στη γη κινούνταν, και αυτού του είδους είναι η καθημερινή επανάσταση. Έτσι, αυτό φαίνεται να επηρεάζει ολόκληρο το σύμπαν, δηλαδή τα πάντα έξω από τη γη με μοναδική εξαίρεση την ίδια τη γη. Αν, ωστόσο, κάποιος έπρεπε να παραδεχτεί ότι αυτή η κίνηση δεν ήταν χαρακτηριστική των ουρανών, αλλά ότι η γη περιστρεφόταν από τη δύση προς την ανατολή, και αν αυτό εξεταστεί προσεκτικά σε σχέση με τη φαινομενική ανατολή και δύση του ήλιου, της σελήνης και των αστεριών, θα ανακαλυπτόταν ότι αυτή ήταν η πραγματική κατάσταση.
Νικόλαος Κοπέρνικος, Οι επαναστάσεις των ουράνιων σωμάτων, 1543
Το απόσπασμα μπορεί να χρησιμοποιηθεί ως απόδειξη ότι ο Κοπέρνικος διέφερε από τους παραδοσιακούς, αριστοτελικούς φυσικούς φιλοσόφους της εποχής του, επειδή πρότεινε ότι",Ο κόσμος είναι σφαιρικός,η Γη είναι σφαιρική,Ο κόσμος είναι γεωστατικός,η Γη δεν είναι στάσιμη,D
"Προσδιορίζεται η συγκέντρωση H+(aq) σε διάλυμα φαινόλης 1,0 M, C6H5OH. (Το Ka για τη φαινόλη είναι 1 × 10^-10.)",1 × 10^-10 Μ,1 × 10^-9 Μ,1 × 10^-3 Μ,1 × 10^-5 Μ,D
Ποιος από τους ακόλουθους παράγοντες θα μπορούσε να θεωρηθεί παράγοντας «έλξης» για τη Riva όταν εξετάζει μια μετακόμιση από την Ινδία στις Ηνωμένες Πολιτείες;,Άθλια φτώχεια,Καλύτερη δουλειά και υψηλότεροι μισθοί,Το σύστημα καστών της Ινδίας,Βία στη γειτονιά της,B
"Σε σύγκριση με τα πολιτικά κόμματα σε χώρες όπως η Αγγλία και το Ισραήλ, τα οποία έχουν πολυκομματικά συστήματα, τα αμερικανικά πολιτικά κόμματα είναι",λιγότερο ενδιαφέρονται να επηρεάσουν το αποτέλεσμα των εκλογών,λιγότερο σαφώς ταυτισμένες με συνεπείς πολιτικές ιδεολογίες,λιγότερο αποτελεσματική στη συγκέντρωση χρημάτων από πολιτικούς υποστηρικτές,να αντικατοπτρίζουν καλύτερα τους στόχους ολόκληρων των εκλογικών περιφερειών τους,B
"Ένας αριθμός, στρογγυλοποιημένος στην πλησιέστερη χιλιάδα, είναι 47.000. Ποιος αριθμός θα μπορούσε να είναι ο αριθμός που στρογγυλοποιήθηκε;","46,295","46,504","47,520","47,924",B
"Μια δεξαμενή έχει σχήμα τριγωνικού πρίσματος. Εάν η τριγωνική βάση έχει έκταση 116 τετραγωνικών ποδιών και η δεξαμενή έχει ύψος 30 πόδια, πόσο νερό θα περιέχει η δεξαμενή όταν είναι γεμάτη;",1725 πόδια ^ 3,1740 πόδια ^ 3,3480 πόδια ^ 3,6960 πόδια ^ 3,C
"Η τάση που προκαλείται σε έναν επαγωγέα αντιπροσωπεύεται ως,",προϊόν της επαγωγής του και του ρεύματος μέσω αυτού.,λόγος της επαγωγής του προς το ρεύμα μέσω αυτού.,λόγος ρεύματος μέσω αυτού προς την επαγωγή του.,προϊόν της επαγωγής του και του ρυθμού μεταβολής του ρεύματος μέσω αυτού.,D
Ποια από τα ακόλουθα χαρακτηριστικά είναι γενικά συμβατά με τον βιασμό ραντεβού;,χρήση υπερβολικής βίας,προμελετημένο,σεξουαλικά κίνητρα,περιλαμβάνει τη χρήση όπλου,C
Βρείτε το μήκος της καμπύλης y = ln x μεταξύ των σημείων όπου y = 1/2 και y = 1.,0.53,0.86,1.18,1.36,C
Εύρεση $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$,1,-1,0,2,B
Ποια ψυχολογική προοπτική ήταν πιο δημοφιλής στις αρχές του εικοστού αιώνα στη Δυτική Ευρώπη;,νευροεπιστήμη,εξελικτικός,συμπεριφοριστής,Ψυχαναλυτική,D
Η μαθημένη ανικανότητα είναι πιο πιθανό να σχετίζεται άμεσα με,το φαινόμενο Barnum.,αυτοεξυπηρετούμενη προκατάληψη.,έναν εξωτερικό τόπο ελέγχου.,άνευ όρων θετική αντιμετώπιση.,C
Η έρευνα των Garcia και Koelling σχετικά με τις μαθησιακές αποστροφές απέδειξε ότι ποιο από τα ακόλουθα ζεύγη UCS και CS είναι το πιο ισχυρό και μαθαίνεται πιο γρήγορα;,Εκτέλεση εργασίας και λήψη ανταμοιβής φαγητού,ναυτία και φαγητό ή ποτό,Κίνηση και σοκ,Τιμωρίες και ανταμοιβές,B
"Μέρος του νερού του Άρη είναι παγωμένο στο έδαφος και στους πάγους και μερικά χάθηκαν λόγω της απογύμνωσης του ηλιακού ανέμου, αλλά μεγάλο μέρος του αρχικού νερού πιστεύεται ότι έχει χαθεί μέσω άλλου μηχανισμού. Τι απέγινε αυτό το «χαμένο» νερό;",Απογυμνώθηκε από το μαγνητικό πεδίο όταν μειώθηκε γρήγορα σε ισχύ,Διασπάστηκε σε υδρογόνο και οξυγόνο από το υπεριώδες φως και το υδρογόνο χάθηκε μέσω θερμικής διαφυγής,καταναλώθηκε από έναν πολιτισμό διψασμένων Αρειανών,Εξατμίστηκε κατά τη διάρκεια μιας περιόδου έντονης ηφαιστειακής δραστηριότητας και χάθηκε στο διάστημα μέσω θερμικής διαφυγής,B
"Ταξιδεύοντας με αρχική ταχύτητα 1,5 × 10^6 m/s, ένα πρωτόνιο εισέρχεται σε μια περιοχή σταθερού μαγνητικού πεδίου μεγέθους 1,5 T. Εάν το αρχικό διάνυσμα ταχύτητας του πρωτονίου σχηματίζει γωνία 30° με το μαγνητικό πεδίο, υπολογίστε την ταχύτητα του πρωτονίου 4 s μετά την είσοδό του στο μαγνητικό πεδίο.","5,0 × 10^6 μ/δευτ.",7.5 × 10^6 m/s,1.5 × 10^6 m/s,3.0 × 10^6 m/s,C
"Η ενέργεια που απελευθερώνεται από τη διάσπαση των φωσφορικών αλάτων υψηλής ενέργειας, ATP και φωσφοκρεατίνη, μπορεί να διατηρήσει τη μέγιστη άσκηση άσκησης για περίπου:",1-2 δευτερόλεπτα.,5-10 δευτερόλεπτα.,30-40 δευτερόλεπτα.,50-60 δευτερόλεπτα.,B
"Σε ένα κύκλωμα σειράς, εάν το ρεύμα σε έναν λαμπτήρα είναι 2 A, το ρεύμα στη λάμπα δίπλα του είναι","μισό, 1 Α",2:00 πμ,Εξαρτάται από τη λάμπα που βρίσκεται πιο κοντά στην μπαταρία,Δεν υπάρχουν αρκετές πληροφορίες για να πούμε,B
Ποιο από τα παρακάτω είναι πιθανότερο να παράγει ισχυρότερη οικονομική ανάπτυξη με την πάροδο του χρόνου;,Ταχύτερη κατανάλωση φυσικών πόρων.,Υψηλότερα ποσοστά αναλφαβητισμού ενηλίκων.,Πτώση του αποθέματος κεφαλαιουχικών αγαθών.,Πιστώσεις φόρου επενδύσεων.,D
"Η οικονομία βρίσκεται σε βαθιά ύφεση. Δεδομένης αυτής της οικονομικής κατάστασης, ποια από τις ακόλουθες δηλώσεις σχετικά με τη νομισματική πολιτική είναι ακριβής;",Η επεκτατική πολιτική θα επιδείνωνε μόνο την ύφεση.,Η επεκτατική πολιτική αυξάνει σημαντικά τη συνολική ζήτηση εάν οι επενδύσεις είναι ευαίσθητες στις μεταβολές του επιτοκίου.,Η συσταλτική πολιτική είναι το κατάλληλο κίνητρο για επενδύσεις και κατανάλωση.,"Εάν η ζήτηση για χρήμα είναι απόλυτα ελαστική, η επεκτατική νομισματική πολιτική μπορεί να είναι αρκετά αποτελεσματική.",B
"Οι επιχειρήσεις ασχολούνται με την κοινωνική λογιστική λόγω των απαιτήσεων από _________, προκειμένου να εντοπίσουν ________, να βελτιώσουν ___________ και να ενθαρρύνουν _________ και ___________","Ενδιαφερόμενα μέρη, Κίνδυνοι, Διαχείριση ενδιαφερόμενων μερών, Λογοδοσία, Διαφάνεια","Ενδιαφερόμενα μέρη, λογοδοσία, διαφάνεια, κίνδυνοι, διαχείριση ενδιαφερόμενων μερών","Ενδιαφερόμενα μέρη, λογοδοσία, κίνδυνοι, ενδιαφερόμενα μέρη, διαχείριση ενδιαφερόμενων μερών","Ενδιαφερόμενα μέρη, διαχείριση ενδιαφερόμενων μερών, διαφάνεια, κίνδυνοι, λογοδοσία",A
Ένας φόρος που επιβάλλεται σε έναν προμηθευτή είναι πιθανότερο να μετακυλιστεί στον καταναλωτή με τη μορφή αύξησης της τιμής εάν:,Η ελαστικότητα των τιμών της ζήτησης είναι εξαιρετικά ελαστική.,Η ελαστικότητα των τιμών της ζήτησης είναι εξαιρετικά ανελαστική.,Η ελαστικότητα των τιμών της ζήτησης είναι ελαστική μονάδα.,Η ελαστικότητα των μισθών της ζήτησης είναι εξαιρετικά ελαστική.,B
Δήλωση 1 | Σε μια ομάδα (ab)^{-2} = b^{-2}a^{-2}. Δήλωση 2 | Σε μια ομάδα (ab)^n = a^nb^n.,"Αλήθεια, Αλήθεια","Λάθος, Λάθος","Σωστό, Λάθος","Λάθος, Αληθές",B
Ποιος είναι ο όρος για το βαθμό στον οποίο ο ανταγωνισμός σε μια χώρα επηρεάζεται από τον ανταγωνισμό σε άλλες χώρες;,Διεθνές εμπόριο,Παγκόσμια οικονομία,Παγκόσμιος ανταγωνισμός,Παγκοσμιοποίηση,D
"Ένας προγραμματιστής έγραψε το παρακάτω πρόγραμμα. Το πρόγραμμα χρησιμοποιεί μια λίστα αριθμών που ονομάζεται numList. Το πρόγραμμα προορίζεται να εμφανίσει το άθροισμα των αριθμών στη λίστα.
 άθροισμα ← numList [1]
 ΓΙΑ ΚΑΘΕ τιμή ΣΤΟ numList
 άθροισμα ← άθροισμα + αξία
 Άθροισμα DISPLAY
 Για να ελέγξει το πρόγραμμα, ο προγραμματιστής αρχικοποιεί το numList σε [0 , 1 , 4 , 5]. Το πρόγραμμα εμφανίζει 10 και ο προγραμματιστής καταλήγει στο συμπέρασμα ότι το πρόγραμμα λειτουργεί όπως προβλέπεται. Ποιο από τα παρακάτω ισχύει;",Το συμπέρασμα είναι σωστό. Το πρόγραμμα λειτουργεί όπως προβλέπεται.,"Το συμπέρασμα είναι εσφαλμένο. Το πρόγραμμα δεν εμφανίζει τη σωστή τιμή για την περίπτωση δοκιμής [0, 1, 4, 5].","Το συμπέρασμα είναι εσφαλμένο. Η χρήση της δοκιμαστικής περίπτωσης [0, 1, 4, 5] δεν αρκεί για να συμπεράνουμε ότι το πρόγραμμα είναι σωστό.","Το συμπέρασμα είναι εσφαλμένο. Η χρήση της δοκιμαστικής περίπτωσης [0, 1, 4, 5] επιβεβαιώνει μόνο ότι το πρόγραμμα λειτουργεί για λίστες με αυξανόμενη σειρά.",C
Γιατί η Parfit αντιτίθεται στην ισότητα;,Υποστηρίζει ότι μια άνιση κοινωνία είναι αναπόφευκτη.,"Ισχυρίζεται ότι δίνοντας προτεραιότητα στις ανάγκες των φτωχών, μπορούμε να αυξήσουμε την ισότητα.",Ισχυρίζεται ότι ο καθένας μας είναι υπεύθυνος για τη φτώχεια του.,Απορρίπτει εντελώς την ιδέα της ισότητας.,B
"Αυτή η ερώτηση αναφέρεται στις ακόλουθες πληροφορίες.
""Πράγματι, καθώς τόσο οι fatwas διακεκριμένων [μελετητών] που βασίζουν τη γνώμη τους στη λογική και την παράδοση όσο και στη συναίνεση της σουνιτικής κοινότητας συμφωνούν ότι η αρχαία υποχρέωση της εξάλειψης, της εξόντωσης και της εκδίωξης της κακής καινοτομίας πρέπει να είναι ο στόχος της εξυψωμένης φιλοδοξίας μας, γιατί ""ο θρησκευτικός ζήλος είναι μια νίκη για την πίστη του Θεού του Ευεργετικού"". τότε, σύμφωνα με τα λόγια του Προφήτη (Ειρήνη επάνω του!) «Όποιος εισάγει κακή καινοτομία στην τάξη μας πρέπει να εκδιωχθεί» και «Όποιος κάνει κάτι ενάντια στην τάξη μας πρέπει να εκδιωχθεί», η δράση έχει γίνει αναγκαία και απαιτητική...»
Επιστολή του Οθωμανού Σουλτάνου Σελίμ Α ́ προς τον Σαφαβίδη Σαχ Ισμαήλ Α ́, 1514
Οι Σαφαβίδες προκάλεσαν την οργή των ισλαμικών αυτοκρατοριών, όπως η Οθωμανική και η Μογγολική Αυτοκρατορία, κυρίως επειδή οι Σαφαβίδες",ήταν μια επεκτατική αυτοκρατορία γεωγραφικά τοποθετημένη ανάμεσα σε δύο άλλους επεκτατιστές,απέρριψε τις κεντρικές αρχές του Ισλάμ,υποδούλωσε τους χριστιανούς και τους μετέτρεψε σε μαχητές των Σαφαβιδών,Ο Ισμαήλ αυτοανακηρύχθηκε χαλίφης,A
"Αυτή η ερώτηση αναφέρεται στις ακόλουθες πληροφορίες.
Περπατώ δίπλα στη στήλη, ρωτάω τι συμβαίνει.
Ένας στρατιώτης λέει απλά: «Καλούν περισσότερο κάθε μέρα.
«Μερικοί από εμάς στάλθηκαν βόρεια στον Κίτρινο Ποταμό σε ηλικία δεκαπέντε ετών.
Και τώρα στα σαράντα κατευθυνόμαστε προς τις φρουρές στα δυτικά.
Στην πρώτη μας περιοδεία, ο αρχηγός του χωριού έπρεπε να δέσει τις μπαντάνες μας για εμάς.
Όταν επιστρέψαμε, τα μαλλιά μας ήταν λευκά, αλλά εξακολουθεί να υπάρχει περισσότερη αναταραχή.
Οι συνοριακές φρουρές τρέχουν με αίμα, αρκετό για να γεμίσει έναν ωκεανό,
Αλλά οι εδαφικές φιλοδοξίες του Πολεμικού Αυτοκράτορα δεν έχουν ακόμη κορυφωθεί.
Στις εκατό συνοικίες ανατολικά των βουνών, σε όλη τη γη των Χαν,
Πρέπει να υπάρχουν δέκα χιλιάδες χωριά που τώρα μολύνουν.
Ακόμα κι αν οι γυναίκες είναι αρκετά ισχυρές για να χειριστούν μια τσάπα και ένα άροτρο,
Οι καλλιέργειες μεγαλώνουν με κάθε τρόπο, τα χωράφια είναι όλα ένα χάος.
Είναι πιο δύσκολο για τους άνδρες Shanxi, με τη φήμη τους ως μαχητές:
Είναι συγκεντρωμένα σαν σκυλιά ή κοτόπουλα, κάθε αρσενικό εντυπωσιάζεται.
«Αλλά κύριε, αν και είναι καλό εκ μέρους σας να ρωτήσετε,
Η καταγγελία δεν είναι μέρος του καθήκοντος του στρατιώτη.
Μπορούμε μόνο να κουνήσουμε το κεφάλι μας. Πάρτε αυτό το χειμώνα:
Τα στρατεύματα Shanxi δεν στάλθηκαν ποτέ σπίτι.
Οι Έπαρχοι απαιτούν τον φόρο ακίνητης περιουσίας,
Αλλά από πού θα προέλθει; Δεν μπορείτε να βγάλετε από τη μύγα ξίγκι!
Ειλικρινά πιστεύω ότι είναι κακή τύχη να γεννήσω έναν γιο τώρα,
Είναι καλύτερα να έχεις μια κόρη: τουλάχιστον μπορεί να παντρευτεί
Και ζήστε με τους γείτονες της διπλανής πόρτας.
Αλλά ένας γιος θα καταλήξει ξαπλωμένος σε κάποιο μακρινό λιβάδι».
Du Fu, «Μπαλάντα των Αμαξών του Στρατού», περίπου 750 Κ.Χ.
Το ποίημα παρέχει αποδείξεις για ποιο από τα ακόλουθα σε σχέση με τις σχέσεις των φύλων στην κοινωνία των Τανγκ;",Οι κομφουκιανές σχέσεις μεταξύ συζύγων ήταν ακόμα ισχυρές στην κοινωνία των Τανγκ.,Τα αυτοκρατορικά γραπτά έδιναν έμφαση στη γέννηση ικανών γιων έναντι θυγατέρων για την εκπλήρωση των ποσοστώσεων στρατολόγησης.,Οι γεωργικές εργασίες θα μπορούσαν να μοιράζονται τόσο οι γυναίκες όσο και οι άνδρες.,Οι παραδοσιακές κινεζικές σχέσεις των φύλων αντιστράφηκαν κατά τη διάρκεια της βασιλείας της αυτοκράτειρας Wu Zetian.,C
"Στο επίπεδο xy, το γράφημα του x^(log y) = y^log x είναι",Το ανοικτό πρώτο τεταρτημόριο,μια κλειστή καμπύλη,μια ακτίνα στο ανοικτό πρώτο τεταρτημόριο,ένα μόνο σημείο,A
Ποια από τις παρακάτω χώρες εξέπεμψε το περισσότερο CO2 κατά κεφαλήν το 2017;,Ιαπωνία,Καναδάς,Ρωσία,Ιράν,B
Τι είναι η επίθεση επανάληψης;,Όταν ο εισβολέας απαντήσει σε ένα μήνυμα που του αποστέλλεται από το σύστημα,"Μια επίθεση που επαναλαμβάνεται συνεχώς, διερευνώντας για μια αδυναμία",Μια επίθεση που χρησιμοποιεί τα μηνύματα του ίδιου του συστήματος και έτσι δεν μπορεί να αμυνθεί,Ο εισβολέας στέλνει ξανά ένα καταγεγραμμένο μήνυμα και η τοποθεσία το αποδέχεται και ανταποκρίνεται υπέρ του εισβολέα,D
Το γεγονός ότι η υπέρυθρη συχνότητα απορρόφησης του χλωριούχου δευτερίου (DCl) μετατοπίζεται από εκείνη του υδροχλωρίου (HCl) οφείλεται στις διαφορές τους,Κατανομή ηλεκτρονίων,διπολική ροπή,σταθερά δύναμης,μειωμένη μάζα,D
"Η κβαντική απόδοση ενός ανιχνευτή φωτονίων είναι 0,1. Εάν 100 φωτόνια σταλούν στον ανιχνευτή, το ένα μετά το άλλο, ο ανιχνευτής θα ανιχνεύσει φωτόνια","κατά μέσο όρο 10 φορές, με απόκλιση RMS περίπου 4","κατά μέσο όρο 10 φορές, με απόκλιση RMS περίπου 3","κατά μέσο όρο 10 φορές, με απόκλιση RMS περίπου 1","κατά μέσο όρο 10 φορές, με απόκλιση RMS περίπου 0,1",B
Ποιο από τα ακόλουθα σύνολα συμβολοσειρών bit ΔΕΝ μπορεί να περιγραφεί με κανονική έκφραση;,Όλες οι συμβολοσειρές bit των οποίων ο αριθμός μηδενικών είναι πολλαπλάσιο του πέντε,Όλες οι συμβολοσειρές bit που ξεκινούν με μηδέν και τελειώνουν με ένα,Όλες οι συμβολοσειρές bit με ζυγό αριθμό μηδενικών,Όλες οι συμβολοσειρές bit με περισσότερα από μηδενικά,D
Οι προσαρμογές των φυτών για την ελαχιστοποίηση της απώλειας νερού σε περιβάλλοντα με υψηλές θερμοκρασίες περιλαμβάνουν ποιο από τα ακόλουθα;,Πολυάριθμα στόματα,Λεπτά πετσάκια,Αγκάθια αντί για φύλλα,Μεγάλες αναλογίες επιφάνειας προς όγκο,C
Οι μεταλλάξεις είναι σφάλματα στο DNA που:,είναι πάντα επιβλαβείς.,εμφανίζονται μόνο παρουσία καρκινογόνων ουσιών.,αύξηση της ανάπτυξης του όγκου.,εμφανίζονται αυθόρμητα με χαμηλό ρυθμό.,D
Ποιο από τα παρακάτω ισχύει για τον υποθυρεοειδισμό;,Απώλεια βάρους,Προκνημιαίο μυξοοίδημα,Αυξημένο επίπεδο TSH,Μια αποστροφή για ζεστά μέρη,C
