Question,A,B,C,D,Answer
شاگرد نباتات جي رنگجي الڳ ڪرڻ جي مشق ڪري رهيا آهن جيڪي انهن کي چيمبر جي هيٺان ايسيٽون جي ٿوري مقدار سان هڪ بند ڪروماٽوگرافي چيمبر استعمال ڪرڻ جي ضرورت آهي. ايسيٽون لاء حفاظت جي خبرداري ۾ اهو بيان شامل آهي ته اهو اکين ۽ چمڙي جي تڪليف آهي ۽ جلندڙ بخارات آهن. هيٺ ڏنل مان 'شاگردن کي مشق ڪرڻ دوران ڪهڙي حفاظتي احتياط ڪرڻ گهرجي؟,اگر ايسيٽون کي باهه لڳي ٿي ته چيمبر کي هڪ فوم هوڊ تائين کڻڻ لاء باهه-ريٽرڊنٽ دستانن تي رکڻ,رنگين الڳ ٿيڻ جي عرصي لاء هڪ بند، اونداهي ڪابينا ۾ چيمبر رکڻ,چمڙي جي دستانن کي پائڻ ۽ ذري ماسڪ سان نڪ ۽ منهن کي ڍڪڻ,چشمي ۽ نيٽرائل قسم جي دستانن کي پائڻ ۽ سڀني ايڪٽون ڪنٽينر کي بند رکڻ,D
انهن مان ڪهڙو مختلف قسمن جي ارتقائي لاڳاپن جو تعين ڪري ٿو جيڪو هم جنس پروٽين جي امينو ايسڊ سلسلي جي بنياد تي عام طور تي هم جنس جينز جي نيوڪلائيڊ سلسلي جي بنياد تي تعلق جي تعين کان گهٽ درست آهي؟,خاموش تبديليون,جين جي نقل,منتقلي جا واقعا جيڪي جين جي سلسلي کي تبديل ڪن ٿا,پار ڪرڻ-مٿي,A
ڇا پرڏيهي ملڪ X جي وزير پاران ڪيل غير قانوني قتل هڪ عمل جوري امپيري يا جوري گسٽيونس آهي؟,اهڙو طرز عمل هڪ عوامي عمل آهي (جوري ناپاڪ),اهڙو طرز عمل ڪڏهن به قوت مدافعت کي راغب نه ڪندو آهي,اهڙو طرز عمل هڪ خانگي عمل آهي (جوئر گسٽيونس),اهڙو طرز عمل هڪ عوامي عمل آهي پر استثنيٰ سان ڍڪيل آهي,C
"هي سوال هيٺ ڏنل معلومات جي حوالي سان آهي.
پهرين اسان کي اهو تبصرو ڪرڻ گهرجي ته ڪائنات فارم ۾ گول آهي، جزوي طور تي ڇاڪاڻ ته اهو فارم هڪ مڪمل مڪمل هجڻ جي ضرورت نه آهي، سڀني کان وڌيڪ مڪمل آهي، جزوي طور تي ڇاڪاڻ ته اهو سڀ کان وڌيڪ مڪمل فارم ٺاهي ٿو، جيڪو هر شيء کي رکڻ ۽ محفوظ ڪرڻ لاء بهترين مناسب آهي؛ يا وري ڇاڪاڻ ته ڪائنات جا سمورا اجزاء حصا، يعني سج، چنڊ ۽ سيارا هن صورت ۾ ظاهر ٿين ٿا؛ يا ڇاڪاڻ ته هر شيء هن فارم کي حاصل ڪرڻ جي ڪوشش ڪري ٿي، جيئن پاڻي ۽ ٻين مائع جسمن جي قطرن جي صورت ۾ ظاهر ٿئي ٿو جيڪڏهن اهي پاڻ کي بيان ڪرڻ جي ڪوشش ڪن. تنهنڪري ڪو به شڪ نه ڪندو ته هي فارم آسماني جسمن سان تعلق رکي ٿو. ...
ته زمين به گول آهي تنهنڪري سوال کان ٻاهر آهي، ڇاڪاڻ ته اهو پنهنجي مرڪز تي سڀني طرفن کان دٻائي ٿو. جيتوڻيڪ جبلن جي بلندين ۽ ميدانن جي ڊپريشن جي ڪري هڪ مڪمل دائرو سمجهي نٿو سگهجي، تنهن هوندي به اهو زمين جي عام گولي فطرت تي اثر انداز نٿو ڪري. ...
جيئن ته اهو اڳ ۾ ئي ظاهر ڪيو ويو آهي ته زمين هڪ گولي جي صورت آهي، اسان کي غور ڪرڻ گهرجي ته ڇا هڪ حرڪت به هن فارم سان ملي ٿي، ۽ ڪائنات ۾ زمين ڪهڙي جاء تي آهي. ... ليکڪن جي وڏي اڪثريت يقينن متفق آهي ته زمين اڃا تائين ڪائنات جي مرڪز ۾ بيٺل آهي، ۽ ان جي برعڪس فرض ڪرڻ لاء ناقابل فهم ۽ مضحکہ خیز سمجهي ٿو. پر جيڪڏهن معاملي کي احتياط سان توليو ويندو، ته اهو ڏسڻ ۾ ايندو ته سوال اڃا تائين حل نه ٿيو آهي ۽ تنهن ڪري ڪنهن به طريقي سان هلڪو نه سمجهيو وڃي. جڳهه جي هر تبديلي جيڪا مشاهدو ڪئي وئي آهي، ان جي ڪري آهي، يعني، مشاهدو ڪيل شيء يا مبصر جي حرڪت، يا ٻنهي جي حرڪتن جي حرڪت. ... هاڻي اهو زمين مان آهي ته آسمانن جو انقلاب ڏٺو وڃي ٿو ۽ اهو اسان جي اکين لاء پيدا ٿئي ٿو. تنهن ڪري جيڪڏهن زمين ڪا حرڪت نه گذري ته اها حرڪت زمين کان ٻاهر هر شيء ۾ ٿيڻ گهرجي، پر ان جي مقابلي ۾ جيڪڏهن زمين تي هر شيء هلي وئي، ۽ اهڙي قسم جو روزانو انقلاب آهي. تنهنڪري اهو سڄي ڪائنات تي اثر انداز ٿيندو نظر اچي ٿو، يعني زمين کان ٻاهر هر شيء پاڻ زمين جي اڪيلي استثنا سان. بهرحال، جيڪڏهن ڪو اهو اعتراف ڪري ته اها حرڪت آسمانن لاءِ عجيب نه هئي، پر زمين اولهه کان اوڀر طرف ڦرندي هئي، ۽ جيڪڏهن سج، چنڊ ۽ ستارن جي ظاهري اڀرڻ ۽ لهڻ جي سلسلي ۾ ان تي غور سان غور ڪيو وڃي ته معلوم ٿيندو ته اها ئي حقيقي صورتحال هئي.""
نڪولس ڪوپرنيڪس، آسماني جسمن جا انقلاب، 1543ع
ان بيت کي ثبوت طور استعمال ڪري سگهجي ٿو ته ڪوپرنيڪس پنهنجي ڏينهن جي روايتي، آرسٽولين قدرتي فلسفين کان مختلف آهي ڇاڪاڻ ته هن مشورو ڏنو ته",ڪائنات گول آهي,زمين گول آهي,ڪائنات جغرافيائي آهي,زمين اسٽيشنل نه آهي,D
1.0 ايم فينول، C6H5OH، حل ۾ H + (aq) حراستي جو تعين ڪريو. (فينول لاء ڪا 1 × 10 ^-10 آهي.),1 × 10^-10 م,1 × 10^-9 م,1 × 10^-3 م,1 × 10^-5 م,D
"هندستان کان آمريڪا ڏانهن وڃڻ تي غور ڪندي هيٺ ڏنل عنصرن مان ڪهڙو ريوا لاءِ ""پل"" عنصر سمجهيو ويندو؟",سخت غربت,بهتر نوڪري ۽ وڌيڪ اجرت,هندستان جو ذات پات جو نظام,هن جي پاڙي ۾ تشدد,B
انگلينڊ ۽ اسرائيل جهڙن ملڪن جي سياسي پارٽين جي مقابلي ۾، جن ٻنهي ۾ ملٽي پارٽي نظام آهي، آمريڪي سياسي پارٽيون آهن,چونڊن جي نتيجن تي اثر انداز ڪرڻ ۾ گهٽ دلچسپي,مسلسل سياسي نظرين سان گهٽ واضح طور تي سڃاڻپ ڪئي وئي,سياسي حمايت ڪندڙن کان پئسا گڏ ڪرڻ ۾ گهٽ اثرائتو,انهن جي سڄي حلقن جي مقصدن کي بهتر طور تي ظاهر ڪرڻ جي قابل,B
هڪ عدد، ويجهو هزار تائين گول آهي، 47،000 آهي. ڪهڙو نمبر ٿي سگهي ٿو جيڪو گول ڪيو ويو هو؟,"46,295","46,504","47,520","47,924",B
هڪ ٽانڪ هڪ ٽيڪنالاجي پرزم جي شڪل ۾ آهي. جيڪڏھن ٽڪوني بنياد جي ايراضي 116 چورس فوٽ آھي ، ۽ ٽانڪي 30 فوٽ ڊگھي آھي ، تڏھن ٽانڪ ۾ ڪيترو پاڻي ھوندو جڏھن اھو ڀريل ھوندو؟,1725 فوٽ^3,1740 فوٽ^3,3480 فٽ ^3,6960 فٽ ^3,C
هڪ انڊڪٽر ۾ پيدا ٿيل وولٽيج جي نمائندگي ڪئي وئي آهي،,ان جي انڊڪشن جي پيداوار ۽ ان جي ذريعي موجوده.,ان جي انڊڪشن جو تناسب ان جي ذريعي موجوده.,ان جي ذريعي ڪرنٽ جو تناسب ان جي انڊڪشن سان.,ان جي انڊڪشن جي پيداوار ۽ ان جي ذريعي موجوده جي تبديلي جي شرح.,D
هيٺ ڏنل خاصيتن مان ڪهڙيون خاصيتون عام طور تي تاريخ جي زيادتي سان مطابقت رکن ٿيون؟,حد کان وڌيڪ طاقت جو استعمال,اڳتي هلي ترتيب ڏنل,جنسي حوصلا افزائي,ھٿيار جي استعمال ۾ شامل آھي,C
وڪر جي ڊيگهه ڳوليو y = ln x پوائنٽن جي وچ ۾ جتي y = 1/2 ۽ y = 1.,0.53,0.86,1.18,1.36,C
Find $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$,1,-1,0,2,B
مغربي يورپ ۾ ويهين صديءَ جي شروعات ۾ ڪهڙو نفسياتي نقطه نظر سڀ کان وڌيڪ مشهور هو؟,نیورو سائنس,ارتقائي,رويي پسند,نفسياتي نفسياتي,D
سکيا لاچاري سڀ کان وڌيڪ سڌو سنئون لاڳاپيل ٿيڻ جو امڪان آهي,بارنم اثر.,خود خدمت تعصب.,ڪنٽرول جو هڪ ٻاهرين مقام.,غير مشروط مثبت احترام.,C
گارسيا ۽ ڪوئلنگ جي تحقيق جي باري ۾ سکيا وارا تحقيق قائم ڪيو ته هيٺ ڏنل يو سي ايس ۽ سي ايس جوڙجڪ مان ڪهڙو سڀ کان وڌيڪ طاقتور آهي ۽ سڀ کان وڌيڪ جلدي سکيو آهي؟,هڪ ڪم انجام ڏيڻ ۽ کاڌي جو انعام حاصل ڪرڻ,متلي ۽ کاڌو يا پيئڻ,حرڪت ۽ ڌڪ,عذاب ۽ اجر,B
"مریخ جو ڪجهه پاڻي مٽيءَ ۽ برف جي ٽڪرين ۾ منجمد آهي ۽ ڪجهه شمسي هوا جي ڇڪڻ سبب گم ٿي ويا آهن پر سمجهيو وڃي ٿو ته اصل پاڻي جو گهڻو حصو ٻئي طريقيڪار ذريعي گم ٿي ويو آهي. هن ""وڃايل"" پاڻي کي ڇا ٿيو؟",اهو مقناطيسي ميدان طرفان ختم ڪيو ويو هو جڏهن اهو تيزي سان طاقت ۾ گهٽجي ويو,ان کي الٹرا وائلٽ روشني ذريعي هائڊروجن ۽ آڪسيجن ۾ ٽوڙيو ويو ۽ هائڊروجن کي حرارتي فرار جي ذريعي وڃايو ويو,پياسي مارٽين جي تهذيب پاران کاڌو ويو,اهو شديد آتشفشاني جي عرصي دوران بخارات ٿي ويو ۽ حرارتي فرار جي ذريعي خلا ۾ گم ٿي ويو,B
1.5 × 10^6 ميٽر / سيڪنڊ جي شروعاتي رفتار سان سفر ڪندي، هڪ پروٽون 1.5 T جي شدت جي مسلسل مقناطيسي ميدان جي علائقي ۾ داخل ٿئي ٿو. جيڪڏهن پروٽون جي شروعاتي رفتار ويڪٽر مقناطيسي فيلڊ سان 30 ° جو زاويه ٺاهي ٿو، مقناطيسي ميدان ۾ داخل ٿيڻ کان پوء پروٽون جي رفتار 4 s جو حساب ڪريو.,5.0 × 10^6 م / سيڪنڊ,7.5 × 10^6 م/سيڪنڊ,1.5 × 10^6 م/سيڪنڊ,3.0 × 10^6 م/سيڪنڊ,C
اعلي توانائي فاسفيٽس، اي ٽي پي ۽ فاسفوڪريٽين جي ڀڃڪڙي کان جاري ڪيل توانائي، تقريبا لاء وڌ کان وڌ محنت جي مشق کي برقرار رکي سگھي ٿي:,1-2 سيڪنڊ.,5-10 سيڪنڊ.,30-40 سيڪنڊ.,50-60 سيڪنڊ.,B
هڪ سيريز سرڪٽ ۾، جيڪڏهن هڪ چراغ ۾ ڪرنٽ 2 A آهي، ان جي پويان چراغ ۾ ڪرنٽ آهي,اڌ، 1 A,2:00 صبح,تي منحصر آهي ته ڪهڙو چراغ بيٽري جي ويجهو آهي,چوڻ لاء ڪافي معلومات نه آهي,B
هيٺ ڏنل مان ڪهڙو وقت سان گڏ مضبوط اقتصادي ترقي پيدا ڪرڻ جو سڀ کان وڌيڪ امڪان آهي؟,قدرتي وسيلن جي وڌيڪ تيز استعمال.,اعلي بالغ ناخواندگي جي شرح.,سرمائي جي شين جو گهٽندڙ اسٽاڪ.,سيڙپڪاري ٽيڪس ڪريڊٽ.,D
معيشت هڪ ڊگهي کساد بازاري ۾ آهي. هن اقتصادي صورتحال کي ڏسندي مالي پاليسي بابت هيٺ ڏنل بيانن مان ڪهڙو بيان صحيح آهي؟,واڌاري واري پاليسي رڳو کساد بازاري کي خراب ڪندي.,واڌاري واري پاليسي مجموعي طلب کي تمام گهڻو وڌائي ٿي جيڪڏهن سرمائي سود جي شرح ۾ تبديلين لاء حساس آهي.,سڪون واري پاليسي سرمائيداري ۽ استعمال لاء مناسب محرک آهي.,جيڪڏهن پئسن جي طلب مڪمل طور تي لچڪدار آهي ته وڌائڻ واري مالي پاليسي ڪافي موثر ٿي سگهي ٿي.,B
ڪاروبار _________ جي مطالبن جي ڪري سماجي اڪائونٽنگ ۾ مشغول آهن، ________ جي سڃاڻپ ڪرڻ، ___________ کي بهتر بڻائڻ ۽ _________ ۽ ___________ جي حوصلا افزائي ڪرڻ لاء,"اسٽيڪ هولڊرز, خطرا, اسٽيڪ هولڊر انتظام, احتساب, شفافيت","اسٽيڪ هولڊرز, احتساب, شفافيت, خطرا, اسٽيڪ هولڊر انتظام","اسٽيڪ هولڊرز, احتساب, خطرا, اسٽيڪ هولڊر, اسٽيڪ هولڊر انتظام","اسٽيڪ هولڊرز, اسٽيڪ هولڊر انتظام, شفافيت, خطرا, احتساب",A
سپلائر تي لاڳو ڪيل ٽيڪس وڌيڪ امڪان آهي ته قيمت وڌائڻ جي صورت ۾ صارف کي منتقل ڪيو ويندو جيڪڏهن,مطالبي جي قيمت جي لچڪ تمام گهڻو لچڪدار آهي.,مطالبي جي قيمت جي لچڪ تمام گهڻو غير لچکدار آهي.,مطالبي جي قيمت جي لچڪ يونٽ لچڪدار آهي.,مطالبي جي اجرت جي لچڪ تمام گهڻو لچڪدار آهي.,B
بيان 1 | هڪ گروپ ۾ (اب)^{-2} = b^{-2}a^{-2}. بيان 2 | هڪ گروپ ۾(اب)^ن = ا^نب^ن.,سچ، سچ آهي,ڪوڙو، ڪوڙو,سچو، ڪوڙو,ڪوڙو، سچو,B
هڪ ملڪ ۾ مقابلي جي حد تائين ٻين ملڪن ۾ مقابلي کان متاثر ٿيڻ جي حد تائين ڪهڙي اصطلاح آهي؟,بين الاقوامي واپار,عالمي اقتصاديات,عالمي مقابلو,گلوبلائيزيشن,D
"هڪ پروگرامر هيٺ پروگرام لکيو. پروگرام نمبرن جي فهرست استعمال ڪندو آهي جنهن کي نمبر لسٽ سڏيو ويندو آهي. پروگرام جو مقصد فهرست ۾ نمبرن جي مجموعي کي ظاهر ڪرڻ آهي.
 نمبر لسٽ ← مجموعو [1]
 نمبر لسٽ ۾ هر قيمت لاء
 جمع ← جمع + قيمت
 ڏيکاري جي رقم
 پروگرام کي پرکڻ لاء، پروگرامر نمبر لسٽ کي [0 ، 1 ، 4 ، 5] جي شروعات ڪري ٿو. پروگرام 10 ڏيکاري ٿو، ۽ پروگرامر نتيجو ڪڍي ٿو ته پروگرام ارادي طور تي ڪم ڪري ٿو. هيٺ ڏنل مان ڪهڙو سچ آهي؟",نتيجو صحيح آهي؛ پروگرام ارادي مطابق ڪم ڪري ٿو.,نتيجو غلط آهي؛ پروگرام ٽيسٽ ڪيس لاء صحيح قيمت نه ڏيکاري ندو آهي [0، 1، 4، 5].,نتيجو غلط آهي؛ ٽيسٽ ڪيس استعمال ڪندي [0، 1، 4، 5] پروگرام کي صحيح ڪرڻ لاء ڪافي نه آهي.,نتيجو غلط آهي؛ ٽيسٽ ڪيس استعمال ڪندي [0، 1، 4، 5] صرف تصديق ڪري ٿو ته پروگرام وڌندڙ ترتيب ۾ فهرستن لاء ڪم ڪري ٿو.,C
پارفٽ برابري جي مخالفت ڇو ڪري ٿو؟,هو دليل ڏئي ٿو ته هڪ غير مساوي سماج کان وڌيڪ لازمي آهي.,سندس دعويٰ آهي ته غريب جي ضرورتن کي اوليت ڏيڻ سان اسان برابري وڌائي سگهون ٿا.,هو دعويٰ ڪري ٿو ته اسان هر هڪ پنهنجي غربت جو ذميوار آهيون.,هو برابري جي خيال کي مڪمل طور تي رد ڪري ٿو.,B
"هي سوال هيٺ ڏنل معلومات جي حوالي سان آهي.
""بيشڪ، جيئن ته عقل ۽ روايتن تي پنهنجي راءِ جو بنياد رکندڙ نامور (عالمن) جا فتوائون ۽ سني فرقي جو اجماع ان ڳالهه تي متفق آهن ته بڇڙي بدعت کي ختم ڪرڻ، ختم ڪرڻ ۽ ڪڍڻ جو قديم فرض اسان جي اعليٰ خواهش جو مقصد هجڻ گهرجي، ڇاڪاڻ ته ""مذهبي جوش خدا تعاليٰ جي ايمان جي فتح آهي"". پوءِ پيغمبر اڪرم صلي الله عليه وآله وسلم جي ڪلام موجب ""جيڪو به اسان جي حڪم ۾ بڇڙي بدعت متعارف ڪرائي ٿو، ان کي ٻاهر ڪڍڻ گهرجي"" ۽ ""جيڪو اسان جي حڪم جي خلاف ڪو به ڪم ڪندو آهي ان کي ٻاهر ڪڍڻ گهرجي،"" عمل ضروري ۽ مفهوم بڻجي چڪو آهي ...""
عثماني سلطان سليم اول جو صفوي شاهه اسماعيل اول ڏانهن خط، 1514ع
صفوين اسلامي سلطنتن جهڙوڪ عثماني ۽ مغل سلطنتن جي ڪاوڙ کي بنيادي طور تي ان ڪري ڪڍيو جو صفوين",جاگرافيائي طور تي ٻن ٻين واڌارين جي وچ ۾ واقع هڪ واڌاري واري سلطنت هئا,اسلام جي مرڪزي اصولن کي رد ڪيو,عيسائين کي غلام بڻايو ۽ کين صفوي جنگجو بڻائي ڇڏيو,اسماعيل پاڻ کي خليفي ٿيڻ جو اعلان ڪيو,A
"هي سوال هيٺ ڏنل معلومات جي حوالي سان آهي.
آئون ڪالم سان گڏ هلان ٿو، پڇان ٿو ته ڇا ٿي رهيو آهي.
هڪ سپاهي سادگي سان چوي ٿو: ""اهي هر روز وڌيڪ سڏيندا آهن.
""اسان مان ڪن کي پندرهن سالن جي عمر ۾ اتر ۾ زرد درياءَ ڏانهن موڪليو ويو،
۽ هاڻي چاليهن سالن جي عمر ۾ اسين اولهه ۾ گاديءَ ڏانهن وڌي رهيا آهيون.
اسان جي پهرين دوري تي، ڳوٺ جي سربراهه کي اسان جي لاء اسان جي بندنن کي ڳنڍڻو پيو.
جڏهن اسان واپس آيا سين ته اسان جا بال سفيد هئا، پر پوءِ به وڌيڪ بدامني آهي.
سرحدي گاڏيون رت سان ڊوڙنديون آهن، سمنڊ ڀرڻ لاءِ ڪافي هونديون آهن،
پر مارشل شهنشاهه جي علائقائي خواهشن کي اڃا تائين ختم ڪرڻو آهي.
جبلن جي اوڀر ۾ سؤ ضلعن ۾، هان جي ملڪ ۾،
اتي ڏهه هزار ڳوٺ هجڻ گهرجن جيڪي هاڻي متاثر ٿين ٿا.
جيتوڻيڪ زالون ايتري مضبوط هونديون آهن جو ڪوڙ ۽ لڙڪ سنڀالي سگهن،
فصل هر طريقي سان وڌندا آهن، ميدان سڀ گندي آهن.
اهو شانسي مردن لاء سڀ کان ڏکيو آهي، انهن جي ويڙهاڪن جي حيثيت سان:
اهي ڪتن يا مرغين وانگر گول ڪيا ويا آهن، هر مرد متاثر ٿيو.
""پر سائين، جيتوڻيڪ توهان جي پڇڻ سٺو آهي،
شڪايت ڪرڻ سپاهي جي ڪم جو حصو نه آهي.
اسين رڳو مٿي لوڏي سگهون ٿا. هن سياري کي وٺو:
شانسي لشڪر کي ڪڏهن به گهر نه موڪليو ويو.
ڊسٽرڪٽ آفيسر لينڊ ٽيڪس جو مطالبو ڪري رهيا آهن،
پر اهو ڪٿان ايندو؟ توکي پٿر مان رت نٿو ملي سگهي!
آئون ايمانداري سان سوچان ٿو ته هاڻي پٽ پيدا ڪرڻ بدقسمتي آهي،
هڪ ڌيء پيدا ڪرڻ بهتر آهي: گهٽ ۾ گهٽ هوء شادي ڪري سگهي ٿو
۽ پاسي وارن پاڙيسرين سان گڏ رھو.
پر هڪ پٽ ڪنهن پري پريري تي ليٽي ويندو.""
دو فو، ""آرمي گاڏين جو بيلاڊ،"" سي اي 750 عيسوي.
هي نظم تانگ سماج ۾ صنفي رشتن جي حوالي سان هيٺين مان ڪهڙي ڳالهه جو ثبوت ڏئي ٿو؟",تانگ سماج ۾ مڙس ۽ زال جي وچ ۾ ڪنفيوشس تعلقات اڃا به مضبوط هئا.,امپيريل رياسڪرپٽن تي زور ڏنو ويو ته قابل پٽن جي ڄمڻ کي ڌيئرن تي زور ڏنو ويو ته جيئن ڪنسڪرپشن ڪوٽا کي پورو ڪري سگهجي.,زرعي ڪم عورتن ۽ مردن کي هڪ جهڙو حصيداري ڪري سگهجي ٿو.,روايتي چيني صنفي لاڳاپن کي ملڪي وو زيتيان جي دور ۾ الٽايو ويو.,C
xy-جهاز ۾، x^(log y) = y^log x جو گراف آهي,کليل پهريون چوڌاري,هڪ بند وکر,کليل پهرين چوڌاري ۾ هڪ شعاع,ھڪڙو نقطو,A
هيٺ ڏنل ملڪن مان ڪهڙو 2017 ۾ سڀ کان وڌيڪ CO2 في شخص خارج ڪيو؟,جاپان,ڪينيڊا,روس,ايران,B
هڪ ريپلي حملو ڇا آهي؟,جڏهن حملو ڪندڙ سسٽم پاران موڪليل پيغام جو جواب ڏئي ٿو,هڪ حملو جيڪو مسلسل ٻيهر ڪري ٿو، ڪمزوري جي تحقيق ڪري ٿو,هڪ حملو جيڪو سسٽم جي پنهنجي پيغامن کي استعمال ڪري ٿو ۽ تنهن ڪري ان جي خلاف دفاع نه ٿو ڪري سگهجي,حملو ڪندڙ هڪ قبضو ڪيل پيغام کي ٻيهر رکي ٿو، ۽ سائيٽ ان کي قبول ڪري ٿو ۽ حملي آور جي حق ۾ جواب ڏئي ٿو,D
حقيقت اها آهي ته ڊيوٽيريم ڪلورائيڊ (ڊي سي ايل) جي انفراریڈ جذب جي تعدد کي هائيڊروجن ڪلورائيڊ (ايڇ سي ايل) کان منتقل ڪيو ويو آهي انهن جي اختلافن جي ڪري آهي,اليڪٽران جي تقسيم,ڊيپول لمحو,طاقت مسلسل,گھٽٿيل ماس,D
فوٽان ڊٽيڪٽر جي ڪوانٽم ڪارڪردگي 0.1 آهي. جيڪڏهن 100 فوٽون ڊٽيڪٽر ۾ موڪليا ويا آهن، هڪ کان پوء هڪ، ڊٽيڪٽر فوٽون کي ڳوليندو,اوسط 10 ڀيرا، تقريبا 4 جي آر ايم ايس انحراف سان,اوسط 10 ڀيرا، تقريبا 3 جي آر ايم ايس انحراف سان,اوسط 10 ڀيرا، تقريبا 1 جي آر ايم ايس انحراف سان,اوسط 10 ڀيرا، تقريبا 0.1 جي آر ايم ايس انحراف سان,B
بيٽ تارن جي هيٺ ڏنل سيٽن مان ڪهڙو باقاعده اظهار سان بيان نٿو ڪري سگهجي؟,سڀ بيٽ تار جن جي صفر جو تعداد پنج جو گهڻو آهي,سڀ بيٽ تار صفر سان شروع ٿيندا آهن ۽ هڪ سان ختم ٿيندا آهن,صفر جي برابر تعداد سان سڀ بيٽ تار,صفر کان وڌيڪ سان سڀ بيٽ تار,D
