Question,A,B,C,D,Answer
"ئەم پرسیارە دەگەڕێتەوە بۆ ئەم زانیارییانەی خوارەوە.
سەرەتا پێویستە ئاماژە بەوە بکەین کە گەردوون لە شێوەدا گۆییە، بەشێکی لەبەر ئەوەی ئەم شێوەیە تەواوە و پێویستی بە هیچ جومگەیەک نییە، تەواوترینە لە هەموویان، بەشێکی لەبەر ئەوەی بەهێزترین شێوە دروست دەکات، کە بە باشترین شێوە گونجاوە بۆ گرتن و پاراستنی هەموو شتێک. یان دووبارە لەبەر ئەوەی هەموو بەشە پێکهێنەرەکانی گەردوون، واتە خۆر و مانگ و هەسارەکان لەم شێوەیەدا دەردەکەون. یان لەبەر ئەوەی هەموو شتێک هەوڵ دەدات بۆ بەدەستهێنانی ئەم شێوەیە، وەک ئەوەی لە حاڵەتی دڵۆپەکانی ئاو و جەستەی شلەکانی تردا دەردەکەوێت ئەگەر هەوڵ بدەن خۆیان پێناسە بکەن. بۆیە کەس گومانی لەوە نییە کە ئەم جۆرە لە جەستەی ئاسمانییە. ...
لەبەر ئەوە کە زەوی گۆییە، لەبەر ئەوەی لە هەموو لایەکەوە فشار دەخاتە سەر ناوەندەکەی. هەرچەندە بەهۆی بەرزبوونەوەی چیاکان و خەمۆکییەکانی دۆڵەکان، بازنەیەکی تەواو ناتوانرێت تێبگەین، بەڵام ئەمە کاریگەری لەسەر سروشتی گۆیی گشتی زەوی نییە. ...
هەروەک پێشتر نیشاندراوە کە زەوی شێوەی گۆی هەیە، پێویستە ڕەچاوی ئەوە بکەین کە ئایا جووڵەیەک هاوکات دەبێت لەگەڵ ئەم شێوەیە و زەوی چ جێگایەکی هەیە لە گەردووندا. ... بە دڵنیاییەوە زۆربەی نووسەرە گەورەکان هاوڕان لەسەر ئەوەی کە زەوی هێشتا لە ناوەندی گەردووندا وەستاوە و پێی وایە کە پێچەوانەکەی بێمانایە و پێکەنیناوییە. بەڵام ئەگەر بابەتەکە بە وردی ڕەچاو بکرێت، ئەوا دەبینرێت کە پرسیارەکە هێشتا چارەسەر نەکراوە و بۆیە بە هیچ شێوەیەک بە سووکی سەیر ناکرێت. هەر گۆڕانکارییەکی شوێن کە تێبینی دەکرێت، بۆ جووڵەی تەنێکی تێبینیکراو یان چاودێرەکە، یان بۆ جووڵەی هەردووکیانە. ... ئێستا لە زەوییەوە شۆڕشی ئاسمان دەبینرێت و بۆ چاومان بەرهەم هاتووە. بۆیە ئەگەر زەوی بە هیچ جووڵەیەکدا نەجوڵێت، ئەوا دەبێت لە هەموو شتێکی دەرەوەی زەویدا ڕوو بدات، بەڵام بە ئاراستەیەکی پێچەوانەدا لەوەی کە هەموو شتێک لەسەر زەوی بجوڵێت و لەم جۆرە شۆڕشی ڕۆژانەیە. کەواتە ئەمە وا دەردەکەوێت کە کاریگەری لەسەر هەموو گەردوون هەبێت، واتە هەموو شتێک لە دەرەوەی زەوی جگە لە خودی زەوی. بەڵام ئەگەر کەسێک دان بەوەدا بنێت کە ئەم جووڵەیە تایبەت نییە بە ئاسمان، بەڵکو زەوی لە ڕۆژئاواوە بۆ ڕۆژهەڵات دەخولێتەوە، و ئەگەر ئەمە بە وردی ڕەچاو بکرێت سەبارەت بە هەڵاتن و ئاوابوونی خۆر، مانگ و ئەستێرەکان، ئەوا بۆی دەرکەوت کە ئەمە بارودۆخی ڕاستەقینەیە.""
نیکۆلاس کۆپەرنیکۆس، شۆڕشەکانی جەستەی ئاسمانی ۱۵۴۳
لەوانەیە ئەم پەڕەیە وەک بەڵگەیەک بەکاربهێنرێت کە کۆپەرنیکۆس جیاواز بوو لە فەیلەسوفە سروشتییە نەریتییەکانی سەردەمی خۆی چونکە پێشنیاری ئەوەی کرد کە",چۆن گۆ دەکرێ spherical,چۆن گۆ دەکرێpher,چۆن گۆ دەکرێت Geostatic,زەوی جێگیر نییە,D
دیاریکردنی چڕی H+(aq) لە 1.0 M phenol ، C6H5OH. (۱ × ۱۰-۱۰),1 × 10^-10 م,۱ × ۱۰^-۹ م,۱ × ۱۰^-۳ م,۱ × ۱۰^-۵ م,D
دەتوانن باشتر بێژەی بکەن؟ یا بە زاراوەیەکی تر؟ بێژە کردنی Riva بە ئیتالیایی,هەژاری,کاری باشتر و کرێی زیاتر,سیستەمی کاستی ھیندستان,توندوتیژی له گه ڕه که که ی خۆیدا,B
بە بەراورد لەگەڵ حیزبە سیاسییەکانی وڵاتانی وەک ئینگلتەرا و ئیسرائیل کە هەردووکیان سیستەمی فرەپارتییان هەیە، حیزبە سیاسییەکانی ئەمریکا بریتین لە,کەمکردنەوەی کاریگەری لەسەر ئەنجامی هەڵبژاردنەکان,کەمتر بە ڕوونی ناسێندراوە لەگەڵ ئایدۆلۆژیای سیاسی بەردەوام,کەمتر کاریگەرە لە کۆکردنەوەی پارە لە لایەنگرانی سیاسی,بتوانێت ئامانجەکانی سەرجەم دەنگدەرانی,B
ژمارەی ئەو کەسانەی کە نزیکن لە هەزار کەس ۴۷ هەزار کەسن چ ژمارەیەک دەکرێت ئەو ژمارەیە بێت کە دەورە دراوە؟,"46,295","46,504","47,520","47,924",B
تانکێک لە شێوەی سێگۆشەیی پریزمدایە. ئەگەر بنکەی سێگۆشەیی ڕووبەری ۱۱۶ پێ دووجای هەبێت و تانکەکە ۳۰ پێ بەرز بێت، ئەوا تانکەکە چەند ئاوی تێدایە کاتێک پڕ دەبێت؟,1725 ft^3,1740 ft^3,3480 ft^3,6960 ft^3,C
ئەو ڤۆڵتییەی کە لە هاندەرێکدا دروست دەکرێت وەک,لە ڕێگەی ئەوەوە کە ئێستا و لە ڕێگەی,لە ئێستادا ڕێژەی ئەو لە ڕێگەی,لە ئێستادا لە ڕێگەی ئەوەوە بۆ ئەوەی,به رهه مى ئه و گۆڕان و گۆڕانه ى ئێستاى,D
کام لە تایبەتمەندییەکانی خوارەوە بە شێوەیەکی گشتی لەگەڵ دەستدرێژی سێکسیدا هاوسەنگن؟,بەکارهێنانی هێزی زیاد لە پێویست,پێشبینیکراو,پاڵنەری سێکسی,بەکارهێنانی چەک,C
درێژی چەماوەی y = ln x بدۆزەرەوە لە نێوان خاڵەکانی y = y = 1/2 و y = 1.,0.53,0.86,1.18,1.36,C
$-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}}.$بدۆزەوە,1,-1,0,2,B
کام ڕوانگەی دەروونی بەناوبانگترین بوو لە سەدەی بیستەم لە ئەوروپای ڕۆژئاوا؟,دەمارزانی,پەرەسەندن,ڕەفتارکار,دەروونشیکاری,D
فێربوونی بێهاوتایی ئەگەری ئەوەی هەیە کە ڕاستەوخۆ پەیوەندی هەبێت بە,کاریگەری بارنۆم.,خۆپەرستی.,ده رکێکى ده ره کیى کۆنترۆڵکردن.,ئەرێنی بێ مەرج.,C
لێکۆڵینەوەکانی گارسیا و کۆلینگ دەربارەی ڕق و کینە فێربووەکان ئەوەیان سەلماند کە کام لە جووتەکانی UCS و CS بەهێزترینن و بە خێرایی فێر دەبن؟,ئه نجامدانی کارێک و وه رگرتنی خه ڵاتێکی خۆراکی,هەڵامەت و خواردن یان خواردنەوە,جوڵە و شۆک,سزا و پاداشت,B
هەندێک لە ئاوی مەریخ لە خاکەکەدا بەستوون و سەهۆڵەکان و هەندێکیان بەهۆی لابردنی بای خۆرەوە ون بوون، بەڵام پێدەچێت زۆربەی ئاوە ڕەسەنەکە بەهۆی میکانیزمێکی دیکەوە ون بووبێت. چی بەسەر ئەم ئاوە ونبووەدا هات؟,لە لایەن بواری موگناتیسیەوە لابرا کاتێک بە خێرایی کەمی کرد لە هێزدا,ئەوە تێکشکێنرا بۆ هایدرۆجین و ئۆکسجین بە تیشکی سەرووزەوە و هایدرۆجینەکە ون بوو لە ڕێگەی هەڵهاتنی گەرمی,لەلایەن شارستانیەتێکی تینووی مارتییەکانەوە خواردبوو,لە ماوەی گڕکانیزمێکی چڕدا هەڵم بوو و بزر بوو بۆ بۆشایی ئاسمان لە ڕێگەی هەڵهاتنی گەرمی,B
بە خێراییەکی سەرەتایی ۱.۵ × ۱۰^۶ مەتر لە کاتژمێرێکدا، پرۆتۆن دەچێتە ناوچەیەکی بواری موگناتیسی نەگۆڕ بە قەبارەی ۱.۵ ت. ئەگەر ڤێکتەری خێرایی سەرەتایی پرۆتۆن گۆشەیەکی ۳۰ پلە دروست دەکات لەگەڵ بواری موگناتیسی، خێرایی پرۆتۆنەکە ۴ ئێس بژمێرە دوای چوونە ناو بواری موگناتیسی.,۵.۰ × ۱۰^۶ م/س,7.5 × 10^6 م/س,۱.۵ × ۱۰^۶ م/س,۳.۰ × ۱۰^۶ م/س,C
ئەو وزەیەی کە لە تێکشکانی فۆسفاتە وزە بەرزەکان، ئەی تی پی و فۆسفۆرکریاتینەوە دەردەچێت، دەتوانێت زۆرترین ڕاهێنانی هەوڵدان بەردەوام بێت بۆ نزیکەی:,۱-۲ چرکە,۵-۱۰ چرکە,۳۰-۴۰ چرکە,۵۰-۶۰ چرکە,B
لە زنجیرەیەک سووڕدا، ئەگەر تەزوەکە لە یەک گڵۆپدا ۲ ئەی بێت، تەزوەکە لە گڵۆپەکەی تەنیشت ئەوەیە,نیو ۱ ئەی,2:00 بەیانی,چۆن گۆ دەکرێ battery,زانیاری تەواو نییە بۆ ئەوەی بڵێین,B
کام لەم خاڵانەی خوارەوە ئەگەری گەشەکردنی ئابووری بەهێزتر دەکات بە تێپەڕبوونی کات؟,خێراتر بەکارهێنانی سەرچاوە سروشتییەکان.,بەرزبوونەوەی ڕێژەی نەخوێندەواری.,دابەزینی نرخی شتومەکی سەرمایە.,باجی وەبەرهێنان.,D
ئابووری لە قەیرانێکی قووڵدایە. بە لەبەرچاوگرتنی ئەم دۆخە ئابوورییە، کام لەم قسانەی خوارەوە دەربارەی سیاسەتی دراوی ڕاستە؟,سیاسەتی فراوانبوون تەنها قەیرانەکە خراپتر دەکات.,سیاسەتی فراوانبوون بە شێوەیەکی بەرچاو داواکاری کۆکراوە زیاد دەکات ئەگەر وەبەرهێنان هەستیار بێت بۆ گۆڕانکاری لە ڕێژەی سوود.,سیاسەتی وەبەرهێنان هاندەرێکی گونجاوە بۆ وەبەرهێنان و بەکارهێنان.,ئەگەر داواکاری بۆ پارە بە تەواوی ئیلاستیک بێت، سیاسەتی دراوی فراوان لەوانەیە زۆر کاریگەر بێت.,B
کۆمپانیاکان بەشدارن لە ژمێریاری کۆمەڵایەتی بەهۆی داواکارییەکانی _________، بۆ دیاریکردنی ________، بۆ باشترکردنی ___________ و هاندانی _________ و ___________,خاوەن پێداویستییەکان، مەترسیەکان، بەڕێوەبردنی خاوەن پشکەکان، بەرپرسیارێتی، شەفافیەت,خاوەن پێداویستییەکان، بەرپرسیارێتی، شەفافیەت، مەترسی، بەڕێوەبردنی خاوەن پشکەکان,خاوەن پێداویستییەکان، بەرپرسیارێتی، مەترسی، خاوەن پێداویستییەکان، بەڕێوەبردنی خاوەن پشکەکان,خاوەن پێداویستییەکان، بەڕێوەبردنی خاوەن پشکەکان، شەفافیەت، مەترسی، بەرپرسیارێتی,A
باجێکی سەپێنراو لەسەر دابینکەرێک ئەگەری ئەوەی هەیە بگوازرێتەوە بۆ بەکاربەر لە شێوەی بەرزکردنەوەی نرخ ئەگەر,نرخی لاستیکی داواکاری زۆر ئیلاستیکە.,نرخی لاستیکی داواکاری زۆر بێ نرخە,نرخی لاستیکی داواکاری یەکەی ئیلاستیکە.,نرخی لاستیکی داواکاری زۆر گەورەیە.,B
بەیاننامەی ۱ | لە گرووپێکدا (ab)^{{-2} = b^{-2}} بەیاننامەی ۲ | لە گرووپێکدا (ab)^n = a^n^n.,ڕاستە,ساختە,ڕاست - ساختە,هەڵە - ڕاستە,B
ئایا تا چ ڕادەیەک کێبڕکێ لە وڵاتێکدا کاریگەری لەسەر کێبڕکێ لە وڵاتانی دیکەدا هەیە؟,بازرگانی نێودەوڵەتی,ئابووری جیهانی,پێشبڕکێی جیهانی,جیهانگیری,D
"پرۆگرامێک لە خوارەوە بەرنامەکەی نووسیوە ئەم بەرنامەیە لیستێکی ژمارە بەکاردێنێت بەناوی numList. بەرنامەکە بڕی ئەو ژمارانە ئاشکرا دەکات کە لە لیستەکەدا هەیە.
 کۆی ← numList [1]
 بۆ هەر بەهایەک لە ژمارەی لیست
 بڕ ← کۆ + بەها
 پیشاندانی کۆی گشتی
 بۆ تاقیکردنەوەی بەرنامەکە، پرۆگرامەرەکە ژمارەی لیست دەکاتەوە بۆ [0 ، 1 ، 4 ، 5]. بەرنامەکە ۱۰ پیشان دەدات و بەرنامەکە بەو شێوەیە کار دەکات کە مەبەست لێی بووە. کام لەمانە ڕاستە؟",ئەنجامەکە ڕاستە؛ بەرنامەکە بەو شێوەیە کار دەکات کە مەبەست لێی بوو.,ئەنجامەکە هەڵەیە؛ ئەم بەرنامەیە بەهای ڕاست نیشان نادات بۆ تاقیکردنەوەکە[۰،۱،۴].,ئەنجامەکە هەڵەیە؛ بەکارهێنانی تاقیکردنەوەی حاڵەتەکە [۰-۱-۴-۵] بەس نییە بۆ ئەوەی بەرنامەکە ڕاست بێت.,ئەنجامەکە هەڵەیە؛ بەکارهێنانی حاڵەتی تاقیکردنەوە [۰-۱-۴-۵] تەنها ئەوە پشتڕاست دەکاتەوە کە بەرنامەکە کار دەکات بۆ لیستەکان بە ڕێکخستنی زیاتر.,C
بۆچی پێشمەرگە دژی یەکسانییە؟,ئەو دەڵێت کە کۆمەڵگایەکی نایەکسان شتێکی حەتمییە.,ئەو دەڵێت بە دابینکردنی پێداویستییەکانی هەژاران، دەتوانین یەکسانی زیاد بکەین.,ئەو دەڵێت ئێمە هەموومان بەرپرسیارین لە هەژاریی خۆمان.,ئەو بە تەواوی بیرۆکەی یەکسانی ڕەت دەکاتەوە.,B
"ئەم پرسیارە دەگەڕێتەوە بۆ ئەم زانیارییانەی خوارەوە.
لە ڕاستیدا، وەک هەردوو فەتوای [زانا دیارەکان] کە بۆچوونی خۆیان لەسەر هۆکار و نەریت بەیەکەوە دەبەستن و هاوڕای کۆمەڵگەی سوننە هاوڕان لەسەر ئەوەی کە ئەرکی کۆنی لەناوبردنی لەناوبردنی داهێنانە خراپەکان دەبێت ئامانجی ئارەزووی بەرزی ئێمە بێت، چونکە ""پەرۆشی ئاینی سەرکەوتنێکە بۆ باوەڕی خودای سوودمەند."" دوای ئه وه ی پێغه مبه ر (صلی الله علیه وسلم) فه رمووده یه ک ده رده که وێته وه . هەرکەسێک داهێنانی خراپ لە فەرمانەکەماندا پێشکەش بکات، دەبێت دەربکرێت"" و ""هەرکەسێک دژی فەرمانەکەمان بێت دەبێت دەربکرێت،"" کردارەکە بووە بە پێویست و هاندەر.""
نامەیەک لە سوڵتان سەلیمی یەکەم بۆ سەفەوی شا ئیسماعیل ۱۵۱۴
سەفەوییەکان تووڕەیی ئیمپراتۆریەتە ئیسلامییەکانیان وەک عوسمانی و ئیمپراتۆرییەتە موغاڵەکان ڕاکێشا بە شێوەیەکی سەرەکی لەبەر ئەوەی سەفەوییەکان",ئیمپراتۆریەتێکی فراوان بوون لە ڕووی جوگرافییەوە دەکەوێتە نێوان دوو فراوانخوازی تر,ڕەتکردنەوەی بنەماکانی ئیسلام,مەسیحییە کۆیلەکان و کردیان بە شەڕکەری سەفەوی,ئیسماعیل خۆی بە خەلیفە ڕاگەیاند,A
"ئەم پرسیارە دەگەڕێتەوە بۆ ئەم زانیارییانەی خوارەوە.
لە تەنیشت ستوونەکە دەڕۆم، پرسیار دەکەم چی ڕوودەدات.
سەربازێک دەڵێت: ""هەموو ڕۆژێک زیاتر تەلەفۆن دەکەن.
هەندێک لە ئێمە لە تەمەنی پانزە ساڵیدا ڕەوانەی باکوور کراین بۆ ڕووباری زەرد.
ئێستا لە کاتژمێر ۴۰ی ئێوارەوە بەرەو ڕۆژئاوا دەڕۆین.
لە یەکەم گەشتی ئێمەدا، سەرۆکی گوندەکە ناچار بوو بانداناکانمان بۆ ئێمە ببەستێتەوە
کاتێک گەڕاینەوە، قژمان سپی بوو، بەڵام هێشتا نائارامی زیاتر هەیە.
هێزەکانی سنوور بە خوێن ڕادەکەن بۆ پڕکردنەوەی زەریایەک
بەڵام هێشتا ئامانجەکانی ئیمپراتۆری سەربازی هێشتا نەگەیشتوون.
لە سەد ناوچەی ڕۆژهەڵاتی چیاکان لە سەرانسەری خاکی هان
ئێستا دە هەزار گوند هەیە کە لە ئێستادا لە هەولێر دەژین.
تەنانەت ئەگەر ژنەکان ئەوەندە بەهێز بن کە ڕووبەڕووی پێڵاوێک ببنەوە
هەموو کێڵگەکان گەشە دەکەن، کێڵگەکان هەموویان خراپن.
ئەوە قورسترینە بۆ پیاوانی شانکسی، لەگەڵ ناوبانگیان وەک شەڕکەر:
وەک سەگ یان مریشک کۆکراونەتەوە، هەموو پیاوێک سەرسامی دەکات.
بەڵام گەورەم، هەرچەندە باشە بۆ تۆ کە بپرسیت
سکاڵا بەشێک نییە لە ئەرکی سەرباز.
ئێمە تەنها دەتوانین سەرمان بشکێنین ئەم زستانە:
سەربازەکانی شەنگال هەرگیز نەنێردرانەوە ماڵەوە
حکومەتی هەرێم داوای باجی زەوی دەکات
بەڵام لە کوێوە دێت؟ ناتوانیت خوێن لە بەردێک وەربگریت
بەڕاستی پێم وایە ئەوە بەختێکی خراپە کە ئێستا کوڕێکم هەبێت
باشتر وایە کچێکت هەبێت: بەلایەنی کەمەوە دەتوانێت هاوسەرگیری بکات
لەگەڵ دراوسێکانی تەنیشتمان بژین.
بەڵام کوڕێک لە شوێنێکی دوورەوە درۆ دەکات.""
دو فۆ "" باڵادی گالیسکەکانی سوپا "" ca. 750 C.E.
ئەم شیعرە بەڵگەی ئەوەیە کە کام لەم پەیوەندییانەی خوارەوە لەبارەی پەیوەندییە ڕەگەزییەکانەوە لە کۆمەڵگای تانگدا هەیە؟",پەیوەندی نێوان ژن و مێرد لە کۆمەڵگای تانگ بەهێز بوو.,ئیمپراتۆرییەکان جەختیان لە لەدایکبوونی کوڕەکانیان کردەوە بەسەر کچەکاندا بۆ جێبەجێکردنی کۆتای سەربازی.,کاری کشتوکاڵی دەکرێت لە لایەن ژنان و پیاوانەوە بەیەکەوە دابەش بکرێت.,پەیوەندییە ڕەگەزییە نەریتییەکانی چین لە ماوەی فەرمانڕەوایی ئیمپراتۆر و زیتیان پێچەوانە بوون.,C
لە xy-plane، گرافی x^(log y) = y^log x,یەکەم چوارگۆشەی کراوە,چەماوەیەکی داخراو,تیشکێک لە چوارگۆشەی کراوەی یەکەم,یەک خاڵ,A
کام لەو وڵاتانە زۆرترین ڕێژەی CO2یان لە ساڵی 2017دا بڵاوکردەوە؟,ژاپۆن,کەنەدا,ڕووسیا,ئێران,B
هێرشی دووبارەکردنەوە چییە؟,کاتێک هێرشبەرەکە وەڵامی پەیامێک دەداتەوە کە لەلایەن سیستەمەکەوە بۆی نێردراوە,هێرشێک کە بەردەوام دووبارە دەبێتەوە ، لێکۆڵینەوە بۆ لاوازی,هێرشێک کە پەیامەکانی سیستەمەکە بەکاردەهێنێت و ناتوانرێت بەرگری لێ بکرێت,هێرشبەرەکە پەیامێکی دەستگیرکراو دەگێڕێتەوە و ماڵپەڕەکە قبوڵی دەکات و وەڵامی دەداتەوە لە بەرژەوەندی هێرشبەرەکە,D
ئەو ڕاستییەی کە ڕێژەی هەڵمژینی ژێر سوور لە کلۆرایدی دۆتێریۆم (DCl) لە هایدرۆجین کلۆراید (HCl) دەگۆڕێت بەهۆی جیاوازیەکانی,دابەشکردنی ئەلکترۆن,ساتی دیپۆل,نەگۆڕی هێز,کەمبونەوەی بارستە,D
توانای کوانتەمی دۆزەرەوەی فۆتۆن 0.1. ئەگەر ۱۰۰ فۆتۆن بنێردرێت بۆ دۆزەرەوەکە یەک لەدوای یەک دۆزەرەوەکە دۆزەرەوەکە فۆتۆن دەدۆزێتەوە,تێکڕای ۱۰ جار لەگەڵ لادانی نزیکەی ۴,تێکڕای ۱۰ جار لەگەڵ لادانی نزیکەی ۳,تێکڕای ۱۰ جار لەگەڵ لادانی نزیکەی ۱,تێکڕای ۱۰ جار لەگەڵ لادانی نزیکەی ۰.۱,B
کام لەو زنجیرانەی خوارەوە ناتوانرێت بە دەربڕینێکی ئاسایی وەسف بکرێن؟,هەموو ئەو زنجیرە بتانەی کە ژمارەی سفرەکانیان فرە فرەیە لە پێنج,هەموو زنجیرە بتەکان بە سفر دەست پێدەکەن و بە یەکێکیان کۆتایی پێدێت,هەموو زنجیرە بتەکان لەگەڵ ژمارەیەکی یەکسان لە سفرەکان,هەموو زنجیرە بتەکان لەگەڵ زیاتر لە سفر,D
خۆگونجاندنی ڕووەکەکان بۆ کەمکردنەوەی لەدەستدانی ئاو لەو ژینگەیەی پلەی گەرمی بەرزیان هەیە کام لەمانە دەگرێتەوە؟,ژمارەیەکی زۆر لە ستۆمتا,کەتڵی باریک,لە جیاتی گەڵاکان,ڕێژەی بەرزی ڕووی-بۆ-قەبارە,C
ئەو هەڵانەی لە DNA دا هەن کە:,هەمیشە زیانبەخشن.,تەنها لە کاتی بوونی شێرپەنجەدا ڕوودەدات.,زیادبوونی گەشەی شێرپەنجە.,بە ڕێژەیەکی کەم ڕوو دەدات.,D
